OBJECTID_1,FEATURE_TY,COUNTY_FIP,ROAD_NAME,GlobalID,last_edited_date
2067,State Highway,135,Georgia Highway 124  SW,{7317158A-BBD4-4BCD-8177-9AC73D683F11},
2068,State Highway,135,Georgia Highway 124  SW,{44069B7D-B396-4DA2-B56F-98B26D51A0A4},
2069,State Highway,135,Georgia Highway 124  SW,{054FF581-D07B-4A1C-A004-464F0269427E},
2070,State Highway,135,Georgia Highway 124  SW,{BEE56B18-2056-49FB-BC98-89EE325EF28E},
2071,State Highway,135,Georgia Highway 20  SW,{31213DA0-D45C-4A61-A632-9E478C9B2859},
2072,State Highway,135,Georgia Highway 20  SW,{ADB22227-D6B1-4E01-B7A8-4D89D6A83EA6},
2073,State Highway,135,Highway 78,{04AE47A4-44EE-4ACB-A00D-B007499BF4F9},
2074,State Highway,135,Highway 78,{56FF36C3-7BD1-4159-AEB3-01FCBFD10948},
2075,State Highway,135,Highway 78,{DD65189C-67E0-4399-AD79-C7F7FBBCACFB},
2076,State Highway,135,Highway 78,{ADC9D664-695F-474C-B530-C6C804968D78},
2077,State Highway,135,Highway 78,{EE4754B3-2A34-4474-B572-6906ECD3F765},
2078,State Highway,135,Holcomb Bridge Rd,{64C8EB84-85D3-4764-97F8-49FEBC2AD32C},
2079,State Highway,135,Holcomb Bridge Rd,{44BF0550-786B-44B1-AC6B-261D77823B0F},
2080,State Highway,135,Holcomb Bridge Rd,{48EDD634-6888-431E-997B-97FC26911F31},
2081,State Highway,135,Holcomb Bridge Rd,{2CD38154-44AB-4400-8546-F58259BB9D67},
2082,State Highway,135,Holcomb Bridge Rd,{01E7A792-FA11-4D06-8E0F-E6C59104551D},
2083,State Highway,135,Peachtree Industrial Blvd,{3163399A-8F04-4048-8D57-7C97165B10B6},
2084,State Highway,135,Holcomb Bridge Rd,{8546C419-EC82-4A67-A151-1EC894C0204B},
2085,State Highway,135,Jimmy Carter Blvd,{49E4ADA6-C259-4298-AE4D-F2EBB7C2A26D},
2086,State Highway,135,Jimmy Carter Blvd,{938426D7-68E8-4427-9A3B-E340557F4193},
2087,State Highway,135,Lawrenceville Byp,{6E75A36A-BA5B-498F-913D-907A3813A597},
2088,State Highway,135,Lawrenceville Byp,{CB8E3893-834F-4DA5-95B1-75216ACECB6E},
2089,State Highway,135,Lawrenceville Duluth Hwy NW,{657DABE0-8CCC-4D1D-ABBF-94B2A109AA73},
2090,State Highway,135,Lawrenceville Duluth Hwy NW,{92CCAA9C-A772-4453-A891-BA0264D7EA0F},
2091,State Highway,135,Lawrenceville Duluth Hwy NW,{861F3545-E52C-4757-951F-E68F53091C58},
2092,State Highway,135,Lawrenceville Duluth Hwy NW,{00BC6FD6-402A-4A49-99C2-E691CA3447CD},
2093,State Highway,135,Lawrenceville Hwy,{7FB35001-FFBF-4845-BA03-882D79435A03},
2094,State Highway,135,Lawrenceville Hwy,{9D0173A0-1A3F-4AAE-8662-5713329ECDFB},
2095,State Highway,135,Lawrenceville Hwy,{EBE984A8-AAFE-48E7-9E77-C75100C23062},
2096,State Highway,135,Lawrenceville St NW,{A35FAB20-7121-472A-8DE1-299874DC3F89},
2097,State Highway,135,Lawrenceville St NW,{478B5476-9A9C-4FB5-A247-0E05A386F6C2},
2098,State Highway,135,Loganville Hwy,{8A3DF87F-6F5E-45A5-85EE-8A9C93D18604},
2099,State Highway,135,Loganville Hwy,{AABFFB4A-2E7E-4026-BE11-B8CD99F0419C},
2100,State Highway,135,Loganville Hwy,{78EBDAB1-298C-469F-B52E-3A1BC5D19D2E},
2101,State Highway,135,Main St W,{129E2C9D-E355-425A-A7AC-7BA89B662725},
2102,State Highway,135,Main St W,{E87FCFCD-B585-479B-BC50-16B9F80F7AE1},
2103,State Highway,135,Nelson Brogdon Blvd,{544D2881-78D0-40BE-B565-39E745A5F5F0},
2104,State Highway,135,Nelson Brogdon Blvd,{D715EF63-E0C6-4F79-8BF3-6B6B96D1AF7B},
2105,State Highway,135,Nelson Brogdon Blvd,{09B57707-AC0C-4BD8-BEC6-58E1D18789A6},
2106,State Highway,135,Nelson Brogdon Blvd,{57989CAE-10EF-47A1-B320-8E74489250D9},
2107,State Highway,135,Nelson Brogdon Blvd,{7756465D-F04D-4588-BE4E-EBB8BCB746E3},
2108,State Highway,135,Nelson Brogdon Blvd,{E58C274C-6251-41A5-8494-70E4C2B4B2FB},
2109,State Highway,135,Nelson Brogdon Blvd,{549566A1-1BEE-487E-AE6B-106D1F31E8CA},
2110,State Highway,135,Old Peachtree Rd,{CA2A4C94-982E-498A-9599-BFF2DD9F20C4},
2111,State Highway,135,Old Peachtree Rd,{70BC0BD4-F07A-4DF6-A85C-376BBCFEFC06},
2112,State Highway,135,Old Peachtree Rd,{7984C3CA-28A8-4BAC-BAEC-71F24A26F272},
2113,State Highway,135,Old Peachtree Rd,{BDB64800-F696-4F93-8C78-1CD8095AC77B},
2114,State Highway,135,Peachtree Pkwy,{F1357EEC-DB26-433F-803C-C2636000AF4A},
2115,State Highway,135,Peachtree Industrial Blvd,{BFC44961-2C4C-4786-ADF1-B0044F71BAC7},
2116,State Highway,135,Scenic Hwy,{38AE8F81-ADD3-4ED7-B589-5A44965BCDD3},
2117,State Highway,135,Scenic Hwy,{19D71C85-05D7-42F2-B397-F8089F6F69C8},
2118,State Highway,135,Scenic Hwy,{F52C1487-8B59-4826-9E33-43CB919FBF21},
2119,State Highway,135,Scenic Hwy,{F67FD690-7B61-48F2-A643-28D1F560DB91},
2120,State Highway,135,Scenic Hwy,{0DD8C4A8-0AE1-4A86-B227-C50464FEC508},
2121,State Highway,135,Scenic Hwy,{A781D1FE-A30D-4FA8-9B70-E862C0E1D4C6},
2122,State Highway,135,State Route 10,{59F7B90F-3232-4810-81A8-E80BD5F96853},
2123,State Highway,135,State Route 10,{A6D8E9D1-87AF-4FED-8724-2478EC960C4F},
2124,State Highway,135,State Route 141,{3008DB3A-64B7-4155-9CAF-6A7FA7172B77},
2125,State Highway,135,Peachtree Industrial Blvd,{5E91E009-B196-474B-9572-87507F02BC52},
2126,State Highway,135,State Route 20,{8FD89A44-754D-44E7-A524-C3F6F02CE0F3},
2127,State Highway,135,State Route 20,{9693E652-9750-4B07-9C44-3BA695B0AC16},
2128,State Highway,135,State Route 20,{AFF8BA74-66B4-4DAF-BF7A-898BF3E5EF1D},
2129,State Highway,135,State Route 316,{A52F339F-F8BA-451B-93FE-64E4E417C2D2},
2130,State Highway,135,State Route 316,{6089F823-21BD-40E5-AD59-853821A5044E},
2131,State Highway,135,State Route 316,{8EA05B60-F2C8-497C-9249-EEC9149204BE},
2132,State Highway,135,State Route 316,{33F043A2-31DC-4CFC-BED3-BE07C2332CCA},
2133,State Highway,135,State Route 316,{9D0FDCB8-11DF-4E77-BD0E-AC078C336F5B},
2134,State Highway,135,State Route 316,{C546D42D-5074-440B-9581-8DF315E1F1D1},
2135,State Highway,135,State Route 8,{14053929-1090-4E2A-B5E3-66A7C1D37FA2},
2136,State Highway,135,State Route 8,{766FBF3D-55B1-4B20-B1F3-3DC86B8200E7},
2137,State Highway,135,United States Highway 29,{94C3FEC3-5801-423C-B079-15C345541585},
2138,State Highway,135,United States Highway 29,{59DC1B2E-4891-4390-8577-23DD9B0E39EA},
2139,State Highway,135,United States Highway 29,{C689B66C-4CA3-43B5-B5BE-66FEF12D8D0A},
2140,State Highway,135,United States Highway 29,{8124E7E7-0FE6-4303-90DA-C50B3049B462},
2141,State Highway,135,United States Highway 29,{2D5070C6-3F8B-4814-BB3E-5A98FB3A0F8C},
2142,State Highway,135,United States Highway 29,{9486F776-FCFF-4F44-B454-B90BB558FC2A},
2143,State Highway,135,United States Highway 29,{F65F1C24-B843-4E63-9ABE-877AAE044D78},
2144,State Highway,135,United States Highway 29,{C0C0C5B2-2EED-4905-A115-C48B88A04076},
2145,State Highway,135,United States Highway 29,{5B3EA54F-0E1A-4D72-87CE-A6A73A17BC29},
2146,State Highway,135,United States Highway 29,{80307A3C-C855-4ECD-A442-3CAF38DAA02C},
2147,State Highway,135,United States Highway 29,{6E58C036-7F75-44F4-BAFC-0787F0532827},
2148,State Highway,135,United States Highway 29,{E45DE675-C85B-411D-ABE0-D7EC89CF3EC7},
2149,State Highway,135,United States Highway 29,{14DEA2D5-6871-4927-AC29-7E504EFD5180},
2150,State Highway,135,United States Highway 29,{1B130480-5B69-457C-93C8-D31787173D8F},
2151,State Highway,135,United States Highway 29,{1B204EEE-2DF2-4A86-A8A3-61C68E64D475},
2152,State Highway,135,United States Highway 29,{E9195FE9-4FA0-4627-A7E0-278A7AF65BF6},
2153,State Highway,135,United States Highway 29,{07B0B028-3F20-466F-983F-66BAB9C23742},
2154,State Highway,135,United States Highway 29,{3905F748-656E-474C-B1CF-45AAA453D2E4},
2155,State Highway,135,United States Highway 29,{70ECE9E6-8B09-4240-BE67-E1FB065446C7},
2156,State Highway,135,United States Highway 29,{55C57A97-AF3C-48E9-93E7-A0AA9908F2D2},
2157,State Highway,135,United States Highway 29,{D2CC9F27-2077-4648-8724-4B5E589D37D3},
2158,State Highway,135,US Highway 29,{7A5F06D0-220B-4787-A5BA-6BBED5B12763},
2159,State Highway,135,US Highway 29,{46F26416-60DF-484B-83ED-FE14E9EEC7EC},
2160,State Highway,135,US Highway 29,{D8D903DC-A5DC-4D40-918B-7B551AF82295},
2161,State Highway,135,US Highway 29,{D502A139-73DE-400B-96B7-5A18B28ABFFB},
2162,State Highway,135,US Highway 29,{1975707D-BB10-45E9-B2B0-B1D5A0A48290},
2163,State Highway,135,US Highway 29,{F44E3EA9-5DE4-4F82-9542-7CE42601D54C},
2164,State Highway,135,US Highway 29,{4299A2C9-DD11-4AF9-8567-5F94DF761308},
2165,State Highway,135,US Highway 29,{AF27255A-DF6A-4043-898D-6CEBEE06A154},
2166,State Highway,135,US Highway 29,{7AB24841-B7BE-4120-8F9A-9E268A44F1C8},
2167,State Highway,135,US Highway 29,{731B6C15-E968-4639-BFD2-EF255F72261F},
2168,State Highway,135,US Highway 29,{2FE61139-1E44-44FE-8AB9-704BD5DAAB2B},
2169,State Highway,135,US Highway 29,{791CCDB6-3D16-40A9-A6B6-B16AC6C51AF9},
2170,State Highway,135,US Highway 29,{E89C2500-B735-4033-BFF4-A10434F5F2E1},
2171,State Highway,135,US Highway 29,{2C8A656E-197C-49C0-A318-915D767A58E0},
2172,State Highway,135,US Highway 78  SW,{A0ECE2A8-C351-485D-94F4-A5000ACB575B},
2173,State Highway,135,US Highway 78  SW,{F7E17CC0-8A21-4FCB-9ED1-75C22F9EBCAF},
2174,State Highway,135,US Highway 78  SW,{14FC7FAE-63A4-4DFD-BAB2-23E7A6F16015},
2175,State Highway,135,US Highway 78  SW,{B838E893-A275-4F04-858A-9393C0FB046B},
2176,State Highway,135,US Highway 78  SW,{9E52B8BD-003B-4D79-9064-5F1936BCA139},
2177,State Highway,135,US Highway 78  SW,{44CDB6A4-4E45-4C93-8668-FF03792407C2},
2178,State Highway,135,W Main St SW,{5D5F33E0-1CDA-4703-830F-57A6B125A415},
2179,State Highway,135,W Main St SW,{24BE7B54-4BE9-4E8E-BD8D-EE6713B10AE3},
2180,State Highway,135,W Pike St,{BEB85999-9FE8-48F8-A6BE-79949C0DEAF3},
2181,State Highway,135,W Pike St,{5818DC35-5DCE-46F6-A91A-56EBD01171F2},
2182,State Highway,135,Winder Hwy,{28D609A8-B9E0-4C3F-BF88-365634C85682},
2183,State Highway,135,Winder Hwy,{62801EC8-6DEB-405D-9E9D-31C3ABED1AFC},
2184,State Highway,135,Winder Hwy,{2F7CC1F5-2310-40FE-8227-41DAB1E62318},
2185,State Highway,135,Winder Hwy,{E08F4558-58ED-4F0A-9065-DA9C329C57DE},
2186,State Highway,135,Winder Hwy,{485BDA5B-10BF-475B-B95B-109792536E7D},
2187,State Highway,139,Atlanta Hwy,{C6236816-19D1-4F5D-9A48-6AD7A66F1D74},
2188,State Highway,139,Atlanta Hwy,{8DC02BD9-83FB-465A-9D51-BC9981911256},
2189,State Highway,139,Atlanta Hwy,{1C7112E4-5A6E-49F7-A547-879829216C6D},
2190,State Highway,139,Atlanta Rd,{46F58C0A-21A8-42EF-AE1E-9AAB29709A3F},
2191,State Highway,139,Atlanta Rd,{444A2216-76D4-4409-AA25-4C7AD4B304D8},
2192,State Highway,139,Browns Bridge Rd,{A6826E77-732D-41F9-957D-F680AEA430E2},
2193,State Highway,139,Browns Bridge Rd,{C08D6E40-BBBF-4638-9884-F0958C9A00C5},
2194,State Highway,139,Clarks Bridge Rd,{A9FE160F-8B13-445C-B2EA-330BB1D78971},
2195,State Highway,139,Clarks Bridge Rd,{6D507CBE-3343-4959-9407-EF28CDB79AF8},
2196,State Highway,139,Cleveland Hwy,{B4387675-D60E-417C-B8F3-C94629930B33},
2197,State Highway,139,Cleveland Hwy,{758EC144-E20C-4573-85BD-815C2050AEB8},
2198,State Highway,139,Cleveland Hwy,{B20579E5-2B12-4740-A937-8E377DA9641E},
2199,State Highway,139,Dawsonville Hwy,{6E8AECBE-60A7-411B-8918-13788328FF95},
2200,State Highway,139,Dawsonville Hwy,{7232D643-AC92-4F81-A0DD-005C0E275A3A},
2201,State Highway,139,Dawsonville Hwy,{D1E077B3-F67A-4FCE-9982-1BE4B5E37246},
2202,State Highway,139,E E Butler Hwy,{1D917E1A-7234-4290-BCF1-635ACD415375},
2203,State Highway,139,E E Butler Hwy,{85B30CE0-9FA7-4510-96CD-3248F700D74A},
2204,State Highway,139,E E Butler Hwy,{40F77E7B-6CBD-4BBE-A50F-F6F0918948E1},
2205,State Highway,139,Holly Springs Rd,{70BDF5AD-00AC-436F-9A17-F7641B830715},
2206,State Highway,139,Holly Springs Rd,{40A2F2CC-751A-4054-B9F2-EF4AA3242FF3},
2207,State Highway,139,Jesse Jewell Pkwy,{F88955DF-CD74-430F-84C5-09394B20CB6B},
2208,State Highway,139,Jesse Jewell Pkwy,{C7C28FAA-3005-47A5-B638-A8642EC5F625},
2209,State Highway,139,Mundy Mill Rd,{7B5FB59D-E2A4-4EF8-BDD3-4CF128A15449},
2210,State Highway,139,Mundy Mill Rd,{5D7A7399-61DB-408E-9FAA-5B129AEE3054},
2211,State Highway,139,State Route 51,{04973270-DE72-417D-974E-16DD5313EFCE},
2212,State Highway,139,State Route 51,{76C917DA-4D4C-4E98-82A7-567CE68B6E89},
2213,State Highway,139,State Route 51,{B0049330-535B-4412-A708-EC77B8105F81},
2214,State Highway,139,State Route 52,{A55BB638-EE02-4974-87EE-CA5F8BB1F74B},
2215,State Highway,139,State Route 52,{433FA8B1-AE23-429B-989B-9DA5E5F4EC82},
2216,State Highway,139,State Route 52,{069C8DF8-CA38-459D-940B-D1EDBE1A3D72},
2217,State Highway,139,State Route 52,{A0C464F7-15DB-42F9-ABEC-FC7FBD510CA0},
2218,State Highway,139,State Route 52,{443FF753-27CF-45E6-B56A-034D6E283DF5},
2219,State Highway,139,Thompson Mill Rd,{8D88848B-4BD1-460D-970D-90B2EB3D51CA},
2220,State Highway,139,Thompson Mill Rd,{6D60832E-1890-43E0-9FC6-85D5662C1CFC},
2221,State Highway,139,US Highway 129,{514F3C94-C490-4F86-98C1-170B836D7AA8},
2222,State Highway,139,US Highway 129,{121CC191-78BA-42F7-9103-6B6A129785C6},
2223,State Highway,143,Alabama Ave,{F50B2E87-A010-49BE-BE37-626651955680},
2224,State Highway,143,Alabama Ave,{D2FC1252-4FB6-4BB6-B5A7-3C3511BFE78A},
2225,State Highway,143,Alabama Ave,{0863E59E-7A60-4BF2-B6E7-DED7A0A184F9},
2226,State Highway,143,Alabama Ave,{DAD813C0-06E2-4A15-8F39-BA1BDE1D455C},
2227,State Highway,143,Alabama St,{E6BB8258-ADD4-43ED-AE82-B7C19BC8175E},
2228,State Highway,143,Alabama St,{028423BE-3DA6-454A-AAB0-FE60FA72872F},
2229,State Highway,143,Alabama St,{922F4B23-0A2E-44A0-B7A5-6F2881662ED4},
2230,State Highway,143,Atlantic St,{65FCC9CE-1BC9-4747-831A-BCC5989A8044},
2231,State Highway,143,Atlantic St,{695EF463-9212-4007-A92C-403E669B6D1F},
2232,State Highway,143,Broad St,{75834B44-E6BC-4A11-AF8F-D1F9023AA4CE},
2233,State Highway,143,Broad St,{9B3C8ECD-1FE3-438E-87A5-6CA8EECB3957},
2234,State Highway,143,Buchanan Hwy,{E8D047B7-955E-4165-ACE0-8DB685EA3930},
2235,State Highway,143,Buchanan Hwy,{BA79E949-1F8F-4E4F-B7E8-E4DA541F78B4},
2236,State Highway,143,Dallas Rd,{9E78AD98-DBB5-4B0A-A8CC-7D9E80616D48},
2237,State Highway,143,Dallas Rd,{EA5C67BB-A310-4882-9B89-0A80E584D532},
2238,State Highway,143,E Atlanta St,{95074AC4-A7C1-4160-9F8D-EF8485CCB3F2},
2239,State Highway,143,E Atlanta St,{71F5E587-9453-4CD5-AC50-E8A53BB85133},
2240,State Highway,143,Head Ave,{261FEE8B-E3CE-48B6-8AB4-CB4DDC8FFC82},
2241,State Highway,143,Head Ave,{8C628D3D-B39A-45DA-9973-6CA5A632043E},
2242,State Highway,143,Robertson Ave,{DB19C11C-E90C-4611-80F6-F4E4FBE75861},
2243,State Highway,143,Robertson Ave,{D2384B2E-E692-4E0F-A769-4D949C7ADAC8},
2244,State Highway,143,State Route 100,{4428DBC1-AE3B-40C4-8209-76E2196913B0},
2245,State Highway,143,State Route 100,{EA8CD318-C83F-4264-BF45-3FCF4A1C2194},
2246,State Highway,143,State Route 100,{B1E10BCF-A39C-40B7-8D96-A75101CBBF82},
2247,State Highway,143,State Route 100,{78A8A4E5-662D-4F44-B44A-0F19E5533420},
2248,State Highway,143,State Route 120,{3047D23A-FD5D-4625-B6C3-9B1145350652},
2249,State Highway,143,State Route 120,{179B4563-AFA0-4A62-A11C-9ED55CAE14F9},
2250,State Highway,143,State Route 120,{178AF7CD-05E7-4BC3-8D6E-46FA528D8FDD},
2251,State Highway,151,Macon St,{F993C74D-790F-42CF-B7BE-3CD80EC495C0},
2252,State Highway,151,Macon St,{3A330D3B-4B9A-4692-84FC-5B1383345C71},
2253,State Highway,151,McDonough Hampton Rd,{C919DAC3-A47F-45F1-B175-28A61C30F1B5},
2254,State Highway,151,McDonough Hampton Rd,{D22936B8-E683-43DD-A6C1-18BBEA22584D},
2255,State Highway,151,McDonough Hampton Rd,{86AC1680-1708-472C-99B9-74A66853CDDD},
2256,State Highway,151,McDonough Hampton Rd,{184EACA4-2E4F-4066-A86C-65860EF286EA},
2257,State Highway,151,McDonough Hampton Rd,{57D013D4-917D-4348-BD53-78D4F1CB4A01},
2258,State Highway,151,McDonough Hampton Rd,{505D9E52-858D-4CFF-8253-081059ECF14E},
2259,State Highway,151,McDonough Lovejoy Rd,{6601AEBA-1103-4F01-B2EC-E5E0199D675E},
2260,State Highway,151,McDonough Lovejoy Rd,{1408D812-5C4E-431E-934B-A0714C91B5E5},
2261,State Highway,151,N Georgia Highway 155,{6B596134-EE45-4660-BD06-22E715E7B7E5},
2262,State Highway,151,N Georgia Highway 155,{ACC1745B-8610-461D-A35C-E34652CC3325},
2263,State Highway,151,N Georgia Highway 155,{C9B17DDB-BDCD-412E-B22D-79A3E342B834},
2264,State Highway,151,N Georgia Highway 155,{9456ACBA-9F3E-47C8-8470-49CAB9BF2B36},
2265,State Highway,151,N Georgia Highway 155,{62FE2401-8EF5-4B7C-8813-37DE7F7F2CE7},
2266,State Highway,151,N Georgia Highway 155,{B7BB0FE5-DEF6-456D-AEB9-1DFC5CB2B473},
2267,State Highway,151,N Georgia Highway 155,{45A4E52F-81EF-4944-ACF9-C07F79066CF4},
2268,State Highway,151,N Georgia Highway 155,{9808631F-B276-4924-A334-0F0A2DF37EA5},
2269,State Highway,151,N Georgia Highway 155,{E52DA228-FD7D-4B72-8577-DF3F27A8508C},
2270,State Highway,151,N Georgia Highway 42,{BE424982-E027-43A4-9F27-389394516A85},
2271,State Highway,151,N Georgia Highway 42,{B5F45710-B559-4BD0-9A29-E098E0FD046D},
2272,State Highway,151,N Georgia Highway 42,{30C54CED-1F9A-49F9-9C63-2E4AE8EF7684},
2273,State Highway,151,N Georgia Highway 42,{56453D79-BFEC-4992-9D49-FCB88E11524F},
2274,State Highway,151,N Georgia Highway 42,{DACE0E64-5DEF-4352-9B93-01E0C4FA0411},
2275,State Highway,151,N Georgia Highway 42,{5405E919-AEE5-4A58-A33F-85EDCB4F7C25},
2276,State Highway,151,N Henry Blvd,{CFC712F7-058C-4EF4-A5DB-48348D956088},
2277,State Highway,151,N Henry Blvd,{A7A4D9EC-9E26-4B5E-A3BB-7484C52B6A82},
2278,State Highway,151,N Henry Blvd,{08732EC3-5C64-4161-8A6B-7372B7294A24},
2279,State Highway,151,S Georgia Highway 155,{A61423C5-2344-42D0-9EAD-3B6EE450375A},
2280,State Highway,151,S Georgia Highway 155,{FAEADC8F-37DE-4E16-917E-4B657C3A5E17},
2281,State Highway,151,S Georgia Highway 155,{CAF5447C-F121-4B23-AC45-13DB9BC9D70A},
2282,State Highway,151,S Georgia Highway 155,{A784F72E-BBD3-4F0F-A9BC-8C527D2D114B},
2283,State Highway,151,S Georgia Highway 155,{F6552933-BCB2-43E9-BC48-514AD1DBE614},
2284,State Highway,151,S Georgia Highway 155,{074934B6-01CA-4CD9-AE27-18D1097ECB05},
2285,State Highway,151,S Georgia Highway 42,{6DD06759-57BB-476C-8D1F-00A7DA339CA4},
2286,State Highway,151,S Georgia Highway 42,{57C284C8-D543-4710-A8D1-7F30BDFB1C60},
2287,State Highway,151,S Georgia Highway 42,{7D13B11D-8B80-4099-94E4-67C4CDAD0033},
2288,State Highway,151,S Georgia Highway 42,{2EF3D9C8-3B7A-4256-B7D4-68AE65A33FB5},
2289,State Highway,151,S Georgia Highway 42,{CAE1E09C-67DE-4896-9053-8F6906AF811D},
2290,State Highway,151,S Georgia Highway 42,{7F887A06-0435-475E-813B-D7588645831B},
2291,State Highway,151,S Georgia Highway 42,{431968E8-94FD-4C27-8031-88F3AA02988D},
2292,State Highway,151,S Georgia Highway 42,{6CA391FD-7352-40C3-A115-228EBDA7C325},
2293,State Highway,151,State Route 138 E,{CD7A4D7F-060C-4636-822E-556F0F6B8C87},
2294,State Highway,151,State Route 138 E,{B64A63DC-751C-461C-BCCD-B0C280885D73},
2295,State Highway,151,State Route 155,{64F8FCC9-A9CF-4453-9A7C-CB7F3DF4C0BA},
2296,State Highway,151,State Route 155,{09313F2D-9CCA-4A05-868B-52928327477B},
2297,State Highway,151,State Route 155,{5B80DDAC-6153-463A-B8FF-B3DE3FBEAC3B},
2298,State Highway,151,State Route 155,{27B81440-019C-4577-9D2B-CC6057D61AC4},
2299,State Highway,151,W Georgia Highway 138,{F3DBB6A4-91FA-4295-AA5B-7D91CAEC9446},
2300,State Highway,151,W Georgia Highway 138,{273811D4-5452-4C08-B510-703634E15E9E},
2301,State Highway,151/247,Highway 155  N,{B51A7B17-2496-418F-BEA3-85C28F024540},
2302,State Highway,151/247,Highway 155  N,{C7C68DD2-4F31-47FF-B941-64D74044B379},
2303,State Highway,151/247,Highway 155  N,{E5D3268A-B5AB-4E87-BA0B-58756AF687D9},
2304,State Highway,151/247,Highway 155  N,{97BF59D9-22FF-4A8D-917B-D8649BE1F9EC},
2305,State Highway,151/247,N Georgia Highway 155,{7053EFC4-0048-495C-82CA-5AC4086C1B4A},
2306,State Highway,151/247,N Georgia Highway 155,{563AE752-DE7F-487A-BFB7-0B75128DA90D},
2307,State Highway,151/247,N Georgia Highway 155,{2B6711A2-FA3B-41A3-A76C-8DC7CFA8634F},
2308,State Highway,159,Hillsboro St,{261D62DE-8D0E-4AF2-A410-5824EE8629FD},
2309,State Highway,159,Hillsboro St,{ADD38E0D-B0C2-4E27-9925-D74F3147A77B},
2310,State Highway,159,Main St,{65EC50E4-F432-47B5-BDCD-F49A4E53838D},
2311,State Highway,159,Main St,{7A491FB4-9A22-40AA-9596-A60D52100C19},
2312,State Highway,159,Main St,{3C3F044A-9C43-4E54-AD06-054CDDC3CF63},
2313,State Highway,159,Main St,{68EA545D-FA91-4509-B8EB-971C03E9A832},
2314,State Highway,159,Main St,{22DD49CF-A606-4041-8D71-4791E03007A0},
2315,State Highway,159,State Route 11,{79735432-6262-4AF8-A9A0-40350426ABDF},
2316,State Highway,159,State Route 11,{9882F70C-FEC3-4055-AA8F-F9191F599A7E},
2317,State Highway,159,State Route 11,{70B04EA1-C799-4135-AA1F-6A3C59284139},
2318,State Highway,159,State Route 16,{6FA0AAC6-C18D-402C-A1BA-5E45E6ECD707},
2319,State Highway,159,State Route 16,{6E31DC2F-7E7A-4CAC-B7DE-D80BD43745A0},
2320,State Highway,159,State Route 212,{CFDAFC17-DD39-4E6F-B54C-B4FD29427D2F},
2321,State Highway,159,State Route 212,{AB3E66E8-1A04-42BE-8CA7-3D3CFF7BEE6F},
2322,State Highway,159,State Route 212,{27A4E995-C67E-488D-BCEC-DED29AC0D7B3},
2323,State Highway,159,State Route 212,{196D52E7-EE02-4378-8B94-66012D322ABF},
2324,State Highway,159,State Route 83,{4BC12906-C361-43EF-80B0-84F4966B2E04},
2325,State Highway,159,State Route 83,{DBA24A83-737B-4F27-8B7A-1D84E03997BB},
2326,State Highway,159,State Route 83,{A07CC2E7-977B-4CD1-A080-7ABD9ED98DC7},
2327,State Highway,171,State Route 18,{EC98FF66-C4BA-4CF5-913E-B5B623494F07},
2328,State Highway,171,State Route 18,{D115EFCB-E102-4E53-B1E0-06232ED148C1},
2329,State Highway,171,State Route 18,{23A08EEB-9B53-4243-ABD0-694BC4D3559C},
2330,State Highway,171,State Route 36,{73862ED0-39B2-422C-8364-2A6873F1D418},
2331,State Highway,171,State Route 36,{9497234D-1C7A-4FC0-9761-462520E4245A},
2332,State Highway,171,US Highway 41,{AAAB530D-C33E-4B27-8D4B-B1F32407FC81},
2333,State Highway,171,US Highway 41,{1A15010F-0359-4761-82D8-F27892445B6C},
2334,State Highway,171,US Highway 41,{A23CC1BF-6519-4135-9DEC-CA20253D6BFB},
2335,State Highway,199,Chipley Hwy,{58ACF214-4492-4EC4-A9CD-5CA378F0CDD1},
2336,State Highway,199,Chipley Hwy,{4DE0BA1A-B672-44B0-BF97-D7D29AA2FA10},
2337,State Highway,199,Chipley Hwy,{1FF3F36B-8112-4640-8F2C-1D851209A6FB},
2338,State Highway,199,Chipley Hwy,{31F0FA0D-B1C7-4905-B83B-A625E3096641},
2339,State Highway,199,Chipley Hwy,{BA6F30EF-03E4-4651-B84E-41AC3DFEC2CD},
2340,State Highway,199,E Oak St,{64033727-FEDA-4AEB-9769-D8FCEFAF00E1},
2341,State Highway,199,E Oak St,{C9B2E83D-EE0B-40C3-B5C3-0792FBBE695F},
2342,State Highway,199,E Oak St,{9E5F27C3-A4A3-481A-9CEE-9782D961E6B5},
2343,State Highway,199,Foster St,{1703E477-F546-45F2-975E-223FA02ABC55},
2344,State Highway,199,Foster St,{9DDE334E-AF84-4E69-8195-3CB6E52136D0},
2345,State Highway,199,Greenville St,{7BA334E4-4683-4AF0-9650-ADC142225A4E},
2346,State Highway,199,Greenville St,{E36202EB-4EFB-4399-80D8-CFBF30BCA576},
2347,State Highway,199,LaGrange Hwy,{F694BD1A-F926-4AAB-BA56-53E635F91177},
2348,State Highway,199,LaGrange Hwy,{FE287DAE-E83E-4AD8-831C-03C6DEB2BC61},
2349,State Highway,199,LaGrange St,{8188052A-A3D8-47C3-81FF-1A1F69CEAC60},
2350,State Highway,199,LaGrange St,{9D729BDA-04B9-4818-9E62-2102066D9824},
2351,State Highway,199,Main St,{A650DA6D-5EAF-4D20-903D-E203C5B4C892},
2352,State Highway,199,Main St,{3F4BA5F2-A08D-4A9E-BB4E-DFB684653DF7},
