OBJECTID,X,Y,Organization_Name,Study_Region,Street,City,ZIP,State,Data_Source,last_edited_date,GlobalID,Expenditures_2015_16,Attendance_2105_16
182,-84.384927,33.772584,Fox Theatre,City of Atlanta,660 PEACHTREE ST NE,ATLANTA,30308-1929,GA,Paper Survey,2018-02-08T21:22:29.000Z,{782D242B-47B3-41F2-9E7E-093D4E241CFA},18477524,638768
183,-84.408205,33.736578,Atlanta Printmakers Studio,City of Atlanta,675 METROPOLITAN PKWY SW STE 6026,ATLANTA,30310-2082,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C64CACF4-320E-43E8-B7F5-D0B133B130F5},112008,1756
184,-84.36574,33.77331,Out of Hand Theater,City of Atlanta,675 Ponce de Leon Ave 8500,ATLANTA,30308,GA,Paper Survey,2018-02-08T21:22:29.000Z,{642E0FCE-4634-4F30-A84F-9325176CA958},224914,86620
185,-84.357248,33.773377,Burnaway,City of Atlanta,685 Linwood Ave. NE,Atlanta,30306,GA,DataArts,2018-02-08T21:22:29.000Z,{32BF904B-CDA9-4136-B9BF-9ACD00EFA209},190443,880
186,-84.750192,33.750529,Old Courthouse,Rest of 10-county Metro Atlanta Area,6754 BROAD ST,DOUGLASVILLE,30134-1711,GA,Paper Survey,2018-02-08T21:22:29.000Z,{E9A8A21D-B925-436E-BCFE-58AEFC37BC98},45286,0
187,-84.411051,33.665388,Teaching Museum South,Rest of Fulton County,689 NORTH AVE,HAPEVILLE,30354-1452,GA,Paper Survey,2018-02-08T21:22:29.000Z,{3CF870C4-B650-4718-A1BC-ABDCD46FECF9},547901,14026
188,-84.257165,33.934693,Friends of Spirit,Rest of 10-county Metro Atlanta Area,"6889 PEACHTREE INDUSTRIAL BLVD, SUITE A",NORCROSS,30092,GA,Paper Survey,2018-02-08T21:22:29.000Z,{5D1B7323-76B6-4DE9-90F8-82B248420CDE},750016,150
189,-84.506355,33.715124,Gospel Heritage Foundation,Rest of Fulton County,700 SUTTLES DR SW,ATLANTA,30331-9306,GA,DataArts,2018-02-08T21:22:29.000Z,{86EA0155-07CE-4696-8B59-FF9EFD7CCF41},164200,4508
190,-84.276057,34.105766,Falun Dafa Association of Atlanta,Rest of 10-county Metro Atlanta Area,740 BARBERRY DR,ALPHARETTA,30004-3681,GA,Paper Survey,2018-02-08T21:22:29.000Z,{9BB94A7E-46B9-498D-92AF-5CA531D9E1E5},292673,11000
191,-84.363689,33.810721,Atlanta Educational Telecommunications Collaborative,City of Atlanta,740 BISMARK RD NE,ATLANTA,30324-4102,GA,DataArts,2018-02-08T21:22:29.000Z,{829A58CC-2DF1-46C4-BE7E-A297B6276916},13946700,0
192,-84.394834,33.811972,Museum of Contemporary Art of Georgia,City of Atlanta,75 BENNETT ST NW,ATLANTA,30309-5206,GA,Paper Survey,2018-02-08T21:22:29.000Z,{00A9E3DA-0151-427F-89A5-AA5FAE36E767},891764,10208
193,-84.394834,33.811972,Atlanta Photography Group,City of Atlanta,75 BENNETT ST NW TULA STE B 1,ATLANTA,30309-5206,GA,Paper Survey,2018-02-08T21:22:29.000Z,{63BCA383-AD8D-4C8F-974A-5D93ED9339BB},57048,3500
194,-84.3635,33.742513,Southeast Community Cultural Center,City of Atlanta,750 KALB ST SE,ATLANTA,30312-3477,GA,DataArts,2018-02-08T21:22:29.000Z,{1469A534-70EB-475B-9150-140423BA8C7A},107562,3000
195,-84.414463,33.662154,Hapeville Arts Alliance,Rest of Fulton County,781 North Central Ave,Hapeville,30354,GA,Paper Survey,2018-02-08T21:22:29.000Z,{895DD184-D6E0-4D13-AFC5-CF61E36CDE20},7513,1350
196,-84.329536,33.775106,Fernbank Museum of Natural History,Rest of 10-county Metro Atlanta Area,767 CLIFTON RD NE,ATLANTA,30307-1221,GA,Paper Survey,2018-02-08T21:22:29.000Z,{2F531ACE-1944-47AC-9BD6-65483CF14EC4},10870667,60000
197,-84.449352,33.967611,Walton Choral Booster Club,Rest of 10-county Metro Atlanta Area,782 FOX HOLLOW PKWY,MARIETTA,30068-2408,GA,Paper Survey,2018-02-08T21:22:29.000Z,{F607046A-E7CC-4EF8-985D-3BC39C9404C9},83718,0
198,-84.389227,33.756743,Rialto Center for the Arts at Georgia State University,City of Atlanta,80 Forsyth St NW,Atlanta,30303,GA,Paper Survey,2018-02-08T21:22:29.000Z,{ED403700-EBE0-4AFF-97CA-F081C87C66DE},902752,23757
199,-84.384493,33.775834,Voices of Note,City of Atlanta,781 PEACHTREE ST NE,ATLANTA,30308-1205,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C13E0BA5-645C-41F1-981F-F2E81408F75A},307185,3713
200,-84.373545,33.73396,Atlanta Fulton County Zoo,City of Atlanta,800 CHEROKEE AVE SE,ATLANTA,30315-1470,GA,Paper Survey,2018-02-08T21:22:29.000Z,{620D46CB-2965-4075-AA7C-DF9EEEE911D9},28233459,920779
201,-84.363347,34.02082,Michael O Neal Singers,Rest of Fulton County,814 Mimosa Blvd,ROSWELL,30075,GA,DataArts,2018-02-08T21:22:29.000Z,{7212AAF3-8296-4EA1-83BC-4D189F6B6932},254751,6043
202,-84.412891,33.908514,Holy Innocents Episcopal School Fine Arts Alliance,Was City of Atlanta,805 MOUNT VERNON HIGHWAY NW,ATLANTA,30327-4338,GA,Paper Survey,2018-02-08T21:22:29.000Z,{C4D6E99D-A254-4C98-988D-C285EC1A6824},35270,0
