OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_4__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp4_HousTranspCosts_Pct_Income,Tp4_HousingCosts_Pct_Income,Tp4_TranspCosts_Pct_Income,Tp4_AnnualVehMilesTraveled
767,13089021911,219.11,ARC 10,24355,184.37,{036AFC85-A8FB-4BD8-8E4C-0CBF6BA819DF},-1460,42.57,27.58,14.99,13556
768,13089020802,208.02,ARC 10,42679,75.16,{62FE06CB-89D7-4AB3-B943-D0EDF5D27BF1},447.3,46.82,29.19,17.63,15027
769,13089021416,214.16,ARC 10,53555,218.25,{12D060A0-926B-4827-A3C0-55E5BF562108},-2486.7,47.56,32.96,14.6,12549
770,13089021413,214.13,ARC 10,32076,219.42,{E134800F-7674-448B-9DE5-2DCD8B7DC616},2352.5,42.85,28.68,14.16,11964
771,13089021411,214.11,ARC 10,88681,152.41,{A2B8E86D-3936-490D-8800-B00C7935BB25},736.7,47.37,31.89,15.49,13138
772,13089020400,204,ARC 10,83378,160.19,{75461BB1-FB85-4B14-9747-CC6E158901E4},612.5,46.28,30.72,15.56,12513
773,13089020300,203,ARC 10,104311,91.45,{64F09297-398B-4BFD-9264-42A66A326BB3},452.9,56.5,39.79,16.71,13763
774,13089020100,201,ARC 10,159362,77.72,{B3A794CD-FB0D-45ED-87ED-EA5E8B3F7D9C},-82.5,63.76,46.38,17.38,13599
775,13089023802,238.02,ARC 10,32204,54.82,{A7ADB646-40C4-4030-A741-17DF1D6D0E29},-25.4,48.58,30.25,18.33,16042
776,13089023801,238.01,ARC 10,48450,40.11,{11A12688-CFB5-4293-9F04-1E60E9112F7B},-660,50.75,31.96,18.8,16324
777,13089023700,237,ARC 10,25772,61.49,{A30F908B-6987-4674-9BAD-E408A419219D},-349.4,47.17,29.27,17.9,15398
778,13089023506,235.06,ARC 10,42477,39.44,{0188A8BA-726D-4FF8-99A5-0812DC6C2B3C},-751,49.47,30.06,19.41,17003
779,13089023505,235.05,ARC 10,41853,14.88,{4D88B5BD-66CC-4405-A534-B46972A14F45},-751.3,50.21,30.02,20.19,17306
780,13089023427,234.27,ARC 10,55322,6.93,{04380BFB-AFB4-4797-8DC8-B682ADA50B11},-261.7,52.93,30.88,22.05,19719
781,13089023424,234.24,ARC 10,55779,9.07,{360FD924-0F2F-4BCF-9DA0-888482628BE8},538.1,53.06,31.62,21.44,18703
782,13089023422,234.22,ARC 10,51231,13.89,{F9427A21-C811-4F6B-AE4F-D4D2F2B21939},288,52.99,31.49,21.49,19004
783,13089023421,234.21,ARC 10,42159,102.02,{CCF85D12-E60D-493F-96DF-778D110B43D0},955,49.28,30.91,18.37,16416
784,13089023315,233.15,ARC 10,62793,9.11,{BF3DC921-B3B2-4760-85D0-6C1B48C0DC2B},266.4,55.19,32.15,23.05,21132
785,13089023314,233.14,ARC 10,45861,17.41,{A6D34B9D-FB23-49DE-B1F4-47F01C797305},-519.5,51.58,30.81,20.77,18080
786,13089023115,231.15,ARC 10,,,{C945D129-FCDB-4B67-AA89-EF8CCE682071},2356.7,,,,
787,13089023413,234.13,ARC 10,54648,9.81,{FFFD9AF1-C78F-4862-8FD6-71E0D4CACC5D},-381.9,53.14,31.76,21.38,18485
788,13089023414,234.14,ARC 10,54151,22.19,{527FA647-1135-4F96-AFDF-B90A0AC6899E},-411.1,54.34,33.58,20.76,18153
789,13089023206,232.06,ARC 10,45893,13.98,{269308D9-A906-4278-B325-0A52E131C00E},-172.9,51.13,30.72,20.41,17651
790,13089021907,219.07,ARC 10,63097,8.73,{0B4FDD0F-E83E-49C7-9F43-A33C12D0ED10},103.8,51.44,30.72,20.72,18441
791,13089023204,232.04,ARC 10,53931,32.22,{379F1BE8-07B8-4560-8A8D-5B055C845141},-113.1,53.51,32.88,20.63,18017
792,13089023113,231.13,ARC 10,27410,155.44,{A5866AF4-CF9C-4583-A9A0-3C34712DDADD},-1697.5,44.08,28.9,15.18,13469
793,13089022010,220.10,ARC 10,40123,52.48,{7859D77E-B168-4202-83EF-86F992EB097F},182,46.64,28.67,17.97,15647
794,13089023111,231.11,ARC 10,56050,6.96,{219A6B3C-5B09-4AAF-A808-88363A33F449},-176.7,50.84,30.4,20.44,17870
795,13089021814,218.14,ARC 10,32896,206.36,{701053F5-8278-47BB-AC51-4CBE586068DA},-40,45.63,30.98,14.64,13340
796,13089021409,214.09,ARC 10,43307,180.39,{87EB855F-8209-4785-9785-A400391E6C64},-1357.5,43.66,28.87,14.79,12929
797,13089021218,212.18,ARC 10,53820,210.66,{4E5175CF-1770-4674-B7BE-00E33605E352},1124.5,42.06,27.73,14.33,12959
798,13089023507,235.07,ARC 10,43929,13.67,{62A8456F-E2D8-4B6A-8815-5B4ECBCE46A5},-386.4,50.65,30.38,20.27,17105
799,13089023412,234.12,ARC 10,44942,22.73,{C75F89C5-6C6A-4FF2-9AAA-0FCC61976527},-276.8,50.92,30.61,20.31,17784
800,13089023416,234.16,ARC 10,57057,22.8,{2D53D67E-3C4D-4830-A54A-6D5E1C1DECEC},317.3,52.44,31.44,21,18591
801,13089023102,231.02,ARC 10,41028,71.65,{3C080FEE-EBDA-4062-B5E4-76649E9E51B2},-410,54.94,37.5,17.44,15065
802,13089023000,230,ARC 10,62400,57.86,{496348FB-ABAD-4DE2-8E04-6E493B377374},-54.3,48.67,30.97,17.7,14836
803,13089021906,219.06,ARC 10,39966,58.83,{9C168193-79C7-485A-9EB0-EA6B19A6886B},-615.8,48.64,29.62,19.01,16484
804,13089021217,212.17,ARC 10,73927,60.32,{AAB38DF5-B90E-4F5C-A40B-48FF550BEB01},-768.3,54.07,35.52,18.55,15517
805,13089021215,212.15,ARC 10,88346,148.79,{4BCD4DA1-5078-4845-9130-A2612DE1C872},1816.9,49.89,35.44,14.45,12251
806,13089021414,214.14,ARC 10,39250,250.83,{1BB8A2BB-39AB-4A3F-8AA8-F3C3049535AE},-1117.5,44.6,31.4,13.2,11427
807,13089021101,211.01,ARC 10,116250,33.1,{AF967692-2572-415C-8EB2-714768D559D0},583.1,53.49,33.88,19.61,15970
808,13089023316,233.16,ARC 10,60406,68.99,{27504C1A-8237-4B19-9B91-A5B05C53538E},277.4,54,32.29,21.71,19502
809,13089023313,233.13,ARC 10,46058,11.77,{AAAA60AF-C5DB-45DC-827C-C5EE5FBEA4F0},-11.6,52.59,31.16,21.43,19313
810,13089022900,229,ARC 10,66985,23.17,{F15BA015-2F92-4B9E-8D11-0EAD41E335F6},-465.3,48.36,29.85,18.51,15350
811,13089022800,228,ARC 10,84341,61.97,{17196B70-890F-456C-87F4-55AEA1F3445F},-90,53.36,35.3,18.06,15113
812,13089022600,226,ARC 10,65921,145.08,{977B45E5-C454-4977-A333-1D52BCCD3993},595,49.66,34.4,15.26,12908
813,13089022500,225,ARC 10,67756,139.2,{23146C8C-E8EB-4506-995A-3797A377B473},151.8,54.9,39.27,15.62,13054
814,13089022100,221,ARC 10,35250,51.91,{E3A23683-2E00-408A-8941-EB971DF1CA73},-21.5,44.59,27.7,16.89,14732
815,13089022005,220.05,ARC 10,31778,72.28,{CC4B1251-9673-4397-9714-009E538794D0},-692.3,47.89,30.97,16.92,14874
816,13089023214,232.14,ARC 10,48961,57.5,{7B247178-21AA-4E90-8CBC-7312AA21ABD5},188.1,49.74,31.64,18.1,16107
817,13089022203,222.03,ARC 10,38182,45.99,{F2D1D746-95BC-4169-93C3-2EEFAA3C6071},482.7,49.82,34.23,15.59,13378
818,13089022009,220.09,ARC 10,26720,218.85,{9CA02208-E8D5-4199-A7FE-2F11EB94CBAE},-1125.7,38.34,24.28,14.06,12596
819,13089021913,219.13,ARC 10,33221,129.61,{DA2416C6-7FB4-4BBE-9EC4-ABAFB8CCFE0D},-829.2,45.98,30.71,15.27,13838
820,13089021813,218.13,ARC 10,27564,272.38,{BB329B4D-717B-47F4-9FF6-22EE44EFFD55},1995,44.88,32.18,12.7,11227
821,13089021605,216.05,ARC 10,52218,153.1,{F0BC5401-68BA-4266-8D79-D08E44FC19F7},277.1,51.13,35.21,15.92,13670
822,13089021308,213.08,ARC 10,43750,70.89,{9E0D902D-32E7-4D70-8A11-EDD2D5FFA1E1},-723,46.63,29.9,16.74,14347
823,13089022004,220.04,ARC 10,49503,53.46,{918A3500-3B41-444D-999A-C640BA4FEAD1},-245,52.28,32.82,19.46,16626
824,13089022008,220.08,ARC 10,26211,213.83,{F5322BC9-9D4B-4310-9CF8-20ABA87DCD61},-393.3,44.91,29.54,15.37,13383
825,13089021909,219.09,ARC 10,38741,95.6,{035E52A4-DB98-4733-BA5D-2F2528A5E9D1},-1130,44.29,27.51,16.78,14861
826,13089022001,220.01,ARC 10,56641,32.97,{7AAB4565-8712-4E84-A1D4-3E45600524CE},245.9,49.75,31.37,18.38,15926
827,13089023108,231.08,ARC 10,32393,52.91,{A6846834-8F15-4A7A-BAF3-D775315BF458},-641.4,45.07,27.01,18.05,15661
828,13089020200,202,ARC 10,79289,186.96,{2153623E-B1A1-4A9A-BCBC-3A6176551139},-431.7,52.26,37.08,15.18,12655
829,13089021306,213.06,ARC 10,37325,107.99,{FB3E63E4-9205-412D-B8DE-72F8D0E5A248},-309.5,45.71,30.46,15.25,13389
830,13089021305,213.05,ARC 10,40397,132.85,{0842CE5A-8D11-427D-B56A-72509872D681},-35,52.72,35.98,16.74,14444
831,13089021417,214.17,ARC 10,39141,222.63,{9E93A9D7-0C8C-45C6-A1DE-59E95BF60010},358.6,40.89,27.31,13.59,11659
832,13089021415,214.15,ARC 10,72813,93.93,{28C15D95-AFB2-4F32-907D-D258586C5CAB},913.8,60.76,45.12,15.64,12976
833,13089021102,211.02,ARC 10,89351,109.93,{CBFDA7D5-AE5E-48CC-AF2E-1ABB314106B8},-530.7,53.67,37.49,16.17,13858
834,13089021307,213.07,ARC 10,47169,29.29,{60776698-9D7D-4BA0-80B4-5E0CAC4E8BCA},-10,47.24,29.6,17.64,14695
835,13089023601,236.01,ARC 10,54120,47.97,{64D1C2F9-9A9B-4E8A-A5AE-2BE653275BA9},-865.7,48.83,30.24,18.59,15868
836,13089021412,214.12,ARC 10,97500,36.71,{ED51A215-9707-47DA-B14F-D0BA5B80D84F},80,48.77,30.68,18.09,15059
837,13089023208,232.08,ARC 10,39960,33.72,{D7CDFC1E-C4CA-4D72-A350-EEB09F6486CB},-531.7,49.91,30.28,19.63,17256
838,13089023310,233.10,ARC 10,32487,97.71,{574F7FA8-3215-438E-9F54-C338951D079F},663.7,46.21,28.9,17.3,15828
839,13089020801,208.01,ARC 10,70556,58.17,{DC8CE6AD-2032-4FE8-AFC8-5E5FC34E9FCE},-532,56.98,38.89,18.09,15330
840,13089021812,218.12,ARC 10,63056,55.32,{08141677-BE1B-4B82-A274-BB905F7FD5F4},187.5,49.63,31.4,18.23,15702
841,13089021214,212.14,ARC 10,105161,42.03,{61561AEB-6D13-457D-9DEB-2A13FB12FAFC},112.7,67.55,47.02,20.53,17211
842,13089021810,218.10,ARC 10,78622,69.92,{12EF7011-8A9E-47C0-A828-12CBB3F71E35},336,51.76,33.58,18.17,15403
843,13089021809,218.09,ARC 10,91206,23.69,{42AE3022-6711-4C91-AD9C-E77AE4D39532},65.3,54.65,34.45,20.19,17351
844,13089021808,218.08,ARC 10,72390,61.88,{61963079-D497-4516-9803-EC86BEEBBC5E},37.5,52.48,34.16,18.32,15709
845,13089021806,218.06,ARC 10,43456,52.39,{064DDC43-01B4-43A2-97A3-DA48F9634D4E},116.3,46.73,29.33,17.39,15245
846,13089021805,218.05,ARC 10,50486,21.1,{7C48BABC-1245-4B60-B8FC-8E10845857E4},-146.3,49.28,30.63,18.65,16093
847,13089021704,217.04,ARC 10,79361,23.6,{402AF990-DA32-4A65-A46F-A1FD74EDA4A3},108.6,59.65,40.74,18.92,15896
848,13089021703,217.03,ARC 10,113409,39.08,{4B25A6BF-48EB-4C5F-BD01-49605135B306},63.5,68.62,48.95,19.67,16442
849,13089021705,217.05,ARC 10,44645,111.67,{4C0D3E84-FDD8-40B4-B13F-B65337B18771},26.5,46.42,30.76,15.66,13950
850,13089021908,219.08,ARC 10,34241,125.88,{9195656E-A4FA-4B1C-B23D-C80513C038A2},259.2,48.7,32.04,16.66,14862
851,13089023309,233.09,ARC 10,43577,80.82,{77E815A3-87BB-4891-A27C-2D04863AE007},1040.5,49.8,30.36,19.44,17323
852,13089023211,232.11,ARC 10,59938,36.56,{BADE2EF8-B0B2-431B-9282-2D66FB5EFA74},-811,50.9,31.51,19.4,16932
853,13089023212,232.12,ARC 10,57667,26.75,{117A170A-60E1-4E88-AA51-844176A1FB01},-230,51.12,30.67,20.46,18083
854,13089023306,233.06,ARC 10,67881,39.53,{4CC1B80A-BD33-4742-84D9-0BB49BBD09DD},332.3,55.95,33.65,22.29,19675
855,13089023303,233.03,ARC 10,36324,6.48,{10E4E07E-3200-4C14-A301-667E101A3B9F},249.7,51.7,30.9,20.8,18869
856,13089021706,217.06,ARC 10,75592,107.64,{0DCAFEB1-A4C1-4AFE-B92B-45E645269D20},327,56.41,38.97,17.44,15175
857,13089021211,212.11,ARC 10,101226,56.77,{0819F6AB-84F8-4EE4-BAF1-B2A7BD9988C0},25.8,66.71,46.52,20.19,17453
858,13089021210,212.10,ARC 10,113493,32.65,{8F4626FF-2411-41B6-8002-123362A2A691},136,66.56,45.99,20.57,17201
859,13089021213,212.13,ARC 10,131324,59.37,{E6C005AF-2BEF-4BD4-81AD-F4584F5A5CB8},170,65.57,46,19.57,16394
860,13089021303,213.03,ARC 10,33318,80.07,{33A1911A-193D-4B88-AFE1-E7B9F06AC517},200,48.89,32.07,16.81,14534
861,13089021301,213.01,ARC 10,37292,148.1,{3D0FA0AB-1065-4A98-A191-0BE26E888697},191.4,40.99,26.31,14.68,12940
862,13089021209,212.09,ARC 10,64410,100.74,{F0098FE9-7C15-4B69-ABE1-56A4A5FD4DE1},-9.5,51.5,35.09,16.41,14139
863,13089021405,214.05,ARC 10,103608,67.18,{88E389E7-D6BC-407A-893D-762A2EE03114},651.1,54.83,37.61,17.22,14523
864,13089021208,212.08,ARC 10,57964,38.69,{76CA88A3-3638-49A0-818E-32C4B30FFF3F},616.4,48.94,31.43,17.51,14965
865,13089021204,212.04,ARC 10,31462,194.91,{565D2C07-15C1-4589-AE2B-FC937754CDE0},-617.8,45.97,31.74,14.23,12870
866,13089021202,212.02,ARC 10,97583,47.33,{E5D258C4-8F15-48EE-A29F-EA2CEE75D397},459.6,61.28,43.01,18.26,15345
867,13089023210,232.10,ARC 10,40298,103.14,{A5A99466-1548-4493-B5A0-A6A6A3D1AE5C},-448.8,46.77,28.49,18.28,16334
868,13089023209,232.09,ARC 10,60625,12.37,{2CA63FB3-B9A4-4F2E-8606-AB182E41317D},-452.8,52.23,30.99,21.25,18585
869,13089023603,236.03,ARC 10,32087,37.09,{1E91A3B9-8A96-4FD4-9FAA-FB5D2C8ABAB5},-865.5,49.69,30.69,19,16453
870,13089021603,216.03,ARC 10,52438,123.2,{A1A753B8-4521-43F0-8FBF-017850962760},-252,47.24,31.63,15.61,13155
871,13057090905,909.05,ARC 10,48494,40.83,{046A262C-BEBB-4860-8CFE-E5909766DDED},674.4,46.85,27.7,19.15,17569
872,13057090904,909.04,ARC 10,58483,15.32,{49851E1A-F5E4-4E66-B8E7-4538E6E89AD2},443.1,52.45,31.49,20.96,18793
873,13057091007,910.07,ARC 10,94773,32.4,{F115EE0F-9D5C-4172-84DE-8021C1DF5B53},110.3,61.9,38.88,23.02,21181
874,13057090803,908.03,ARC 10,86046,8.77,{E1AF7735-E14D-4329-BD5B-3BBF3D9707A3},509.5,57.44,34.03,23.4,21019
875,13057090804,908.04,ARC 10,93526,4.43,{704C0B79-653C-4621-8880-D929A8DD18E2},244,54.42,31.5,22.93,20756
876,13057091008,910.08,ARC 10,99054,43.88,{F2833DD8-5558-47CF-A382-82FC6032EB26},600.8,57.38,35.43,21.95,19850
877,13057090802,908.02,ARC 10,97866,8.47,{C8DFD7AA-4003-4E03-BB4F-2FA5347AEC65},74.4,55.91,32.12,23.79,21692
878,13057090501,905.01,ARC 10,66957,0,{1C5D0993-8FB0-4591-83C4-2AB14383F6B9},66.4,56.69,32.5,24.19,22183
879,13057090902,909.02,ARC 10,76104,15.37,{9A27A4A6-EF72-4432-9932-E8B9D84DF08B},814.2,54.28,33,21.29,19052
880,13057091001,910.01,ARC 10,47471,10.67,{1168F705-4E52-4B3A-8E3E-3118D225E660},394.9,47.38,27.82,19.56,17900
881,13057091003,910.03,ARC 10,46634,13.18,{5F85F62C-1044-443C-897D-C80071D59A81},321.8,48.48,29.06,19.42,17472
882,13057091102,911.02,ARC 10,59813,1.22,{304AA7C4-A636-4F39-8924-7BF199C14A9D},303.5,51.51,29.84,21.67,19690
883,13057091101,911.01,ARC 10,63835,0,{C63DA200-7791-45A8-B061-F35EFE834EA8},16.3,55.07,32.16,22.92,21076
884,13057091103,911.03,ARC 10,71285,0.25,{7CC759ED-A67B-4B2F-8190-97B82CBE502A},81.9,54.82,31.64,23.18,21549
885,13057090701,907.01,ARC 10,73542,13.93,{28FC2A55-1E5D-4F32-893B-7F501A75A2C8},798.2,55.13,32.93,22.2,20232
886,13297110601,1106.01,ARC 20,61140,0,{CA983626-1A43-454A-94D6-1A8AC40D5B67},100.1,54.16,30.09,24.06,22601
887,13297110507,1105.07,ARC 20,65167,1.83,{C2BC2B79-2C5D-46D2-99E3-09EA14E302FB},271.5,53.27,30.23,23.04,21027
888,13297110506,1105.06,ARC 20,67774,0,{A7CA943E-A412-4F8A-AEC4-79CA41636F21},134.1,53.52,29.98,23.54,21413
889,13297110603,1106.03,ARC 20,46807,1.58,{6E08A3C4-E2F8-4936-96A7-14B0DCCE4077},80.3,53.13,29.72,23.41,22003
890,13297110602,1106.02,ARC 20,68090,0,{7B2CE56C-C910-4411-9C81-1908AB3A4E6F},42.8,55.12,30.61,24.51,22397
891,13297110504,1105.04,ARC 20,57105,2.2,{D93995C7-79A8-40E4-BBC9-95EB5463F8A8},79.2,48.95,27.89,21.06,19207
892,13297110508,1105.08,ARC 20,61706,0.24,{EB15B6E4-60D6-4F1E-85A3-61DF24E928F1},166.6,54.09,30.64,23.45,21868
893,13297110503,1105.03,ARC 20,45170,0,{E17ADCAD-B228-4495-AAEE-A4298998A431},177.9,52.97,29.04,23.93,22383
894,13297110505,1105.05,ARC 20,68636,0,{0CB424F8-37A3-462F-9A11-FEF20CC6D1A5},183.2,55.77,31.69,24.08,22518
895,13297110800,1108,ARC 20,46547,0,{29CFC820-A0E2-4F26-A7AD-8F88521C9B5D},21.8,50.94,27.62,23.32,21615
896,13297110700,1107,ARC 20,46613,0,{56806F6D-A89F-44DA-BE51-D196BCA18774},83.1,51.14,28.47,22.67,20693
897,13297110400,1104,ARC 20,30609,3.08,{E8D0D8B5-FEFD-488E-9F15-3271A52921E2},25.7,49.24,28.1,21.14,19802
898,13297110300,1103,ARC 20,30527,3.8,{9D16D3DC-D58C-401B-B478-B64A8D563AFF},99.8,47.98,27.29,20.69,19366
899,13297110200,1102,ARC 20,60000,0,{68A94997-294F-4324-B29D-87262D3418B8},20.1,51.88,27.55,24.33,22297
900,13297110100,1101,ARC 20,58635,0,{71090715-8D7D-4DE0-A919-28613A46CAF8},69.4,54.16,29.79,24.37,22516
901,13057091005,910.05,ARC 10,55288,25.78,{84073B08-8683-4AA7-BAB8-EE8639D5D432},127.9,50.88,31.11,19.77,17877
902,13057091006,910.06,ARC 10,87841,27.54,{FFA9D627-26B0-43BF-8C79-C2559350F7FB},72.1,58.46,35.86,22.6,20226
903,13057090400,904,ARC 10,35094,20.85,{DDF97D0D-D00E-4584-A7C5-5EAE34FE0A38},238.8,48.98,29.28,19.7,18255
904,13057090601,906.01,ARC 10,47206,6.85,{CF55A656-5D07-47A7-94C7-76EE568C21C2},249.9,48.24,27.44,20.8,19039
905,13057090901,909.01,ARC 10,85349,0,{557C3B97-B541-4F41-A273-E21C990F557B},126.4,53.62,30.92,22.7,20557
906,13057090602,906.02,ARC 10,54445,0.1,{19CE79C2-A7AF-4DEB-A792-1DA853BC3B77},202.6,52.37,29.73,22.65,20715
907,13057090200,902,ARC 10,59965,0,{613F458D-FAB9-4754-B525-967188E1C26A},24.5,53.43,28.96,24.47,22712
908,13057090702,907.02,ARC 10,52406,3.61,{B2938072-27EF-45BF-AEB1-E76B2076ADCE},217.3,50.47,28.87,21.6,19909
909,13057090502,905.02,ARC 10,85783,0.07,{33EA0842-43C1-4A15-AA41-B3F73CA7D11C},196.7,56.18,32,24.17,21809
910,13057090100,901,ARC 10,60407,0,{D49C8D9B-7D36-4031-8418-9D77735D66DF},44.5,52.59,28.45,24.15,22355
911,13057090300,903,ARC 10,78697,0,{54F29996-5791-429D-AD83-015C171594CB},181.7,55.15,31.14,24.01,21723
912,13013180206,1802.06,ARC 20,57679,6.24,{BF2D34CF-67E9-42DF-9ECB-376456242FEB},158.5,47.14,26.21,20.93,18704
913,13013180205,1802.05,ARC 20,40347,8.63,{BB7810F6-9339-417F-A918-25722E925A04},93.7,47.86,27.55,20.31,18581
914,13013180402,1804.02,ARC 20,48951,0.76,{249F9EAB-0ABA-4864-AF0B-0EDA6A7438D0},139.2,51.19,27.66,23.53,22243
915,13013180303,1803.03,ARC 20,58654,0,{25541587-F7C9-47FC-9D7C-655CB8B38D04},124.6,51.86,28.6,23.26,21490
916,13013180106,1801.06,ARC 20,50238,0.04,{2A3DC313-A647-4BF3-B327-9CA2CC055C88},-40.4,51.33,28.56,22.77,21244
917,13013180103,1801.03,ARC 20,67146,0,{40B7D133-D16F-491C-9F73-4CF78BE12557},256.1,54.86,30.58,24.28,22666
918,13013180401,1804.01,ARC 20,63633,0,{11C5B325-082D-4721-BD45-9FAD684C4789},152.5,53.48,29.07,24.41,22297
919,13013180203,1802.03,ARC 20,35972,26.28,{BE97FD19-4A9F-44E0-B578-1E168629B3FC},188.2,46.39,26.25,20.14,19227
920,13013180503,1805.03,ARC 20,60297,0.37,{EAD38591-BEAC-4A4F-A9E0-F85687B10D03},335.8,52.73,29.41,23.31,22166
921,13013180502,1805.02,ARC 20,46821,3.81,{C2D8A917-22BB-4C0A-9B2D-D11C9A81172F},100.7,52.71,28.79,23.93,22588
922,13013180204,1802.04,ARC 20,44200,11.28,{9AF1868D-9B88-4D79-A5DF-2F8A6831E319},88.4,47.98,26.71,21.27,19911
923,13013180501,1805.01,ARC 20,54402,0,{33CC639C-4EF0-43D8-AE7B-491722083490},251,52.24,28.8,23.45,21554
924,13013180301,1803.01,ARC 20,60625,0,{76C86B43-0DDF-4FF1-A839-D0E45EF35C61},86.1,52.89,29.17,23.73,22351
925,13013180302,1803.02,ARC 20,60041,0,{64ACCA31-A90D-44AE-BDA1-6A21515FD24D},244.7,52.67,28.89,23.78,22120
926,13013180105,1801.05,ARC 20,49327,0,{FD69985A-FDC8-4D28-98CC-77058A9790BD},75.9,53.77,29.64,24.14,22666
927,13013180104,1801.04,ARC 20,53125,0,{7926B6F2-9A95-4796-8821-8CF55DD19099},3.8,51.19,28.27,22.92,21603
928,13013180107,1801.07,ARC 20,40665,0,{11C989AF-6653-4D49-9786-9184C501184E},24.7,49.74,27.38,22.36,20628
929,13013180108,1801.08,ARC 20,56354,0,{A115DAFC-6275-4D05-877E-199942C4A009},-4.4,52.03,28.91,23.12,21790
930,13223120104,1201.04,ARC 20,65886,0,{0ADC8EEE-FADA-4607-829D-CE34680EFC33},30.1,53.43,28.93,24.5,22636
931,13223120604,1206.04,ARC 20,62938,0.12,{9129A9FB-1893-412B-AC27-F36C61251621},226.3,54.04,30.67,23.37,22384
932,13223120601,1206.01,ARC 20,60475,0.13,{6561D56D-7DD0-4E35-B1A1-9C3E048B0C55},366.3,51.51,28.71,22.79,20886
933,13223120603,1206.03,ARC 20,58711,0,{A15B4AD4-3BE7-4AB3-9864-F92143F6443E},287.5,49.16,27.85,21.31,19372
934,13223120501,1205.01,ARC 20,52301,0,{F3C85C8A-EA46-4644-A598-2118D9303E49},307.5,52.14,29.94,22.2,20558
935,13223120203,1202.03,ARC 20,65034,0,{61CEAA62-658E-4BC5-95C1-2D2AA58C9729},203.8,51.13,28.7,22.42,20403
936,13223120101,1201.01,ARC 20,87562,5.81,{47152546-A50A-41AC-90D8-BA2ED7842B49},496.5,60.11,36.1,24.01,22013
937,13223120502,1205.02,ARC 20,61014,0.84,{1BBBA2B3-18DB-40AA-BC99-0BF0D5DDB864},174.7,52.83,29.52,23.32,21716
938,13223120503,1205.03,ARC 20,61397,0,{A2FA991E-2DAB-4CB0-A766-79D6F37CAF11},231.1,52.31,29.52,22.79,21544
939,13223120605,1206.05,ARC 20,61912,1.6,{7204BFB2-D33F-4FF3-9AEE-82E29F96DFAA},164.4,53.15,29.28,23.87,22651
940,13223120602,1206.02,ARC 20,57821,5.42,{1DCEE1A4-EDD6-41A2-B3C5-6BE07CD13B79},310.7,53.27,29.85,23.42,22027
941,13223120204,1202.04,ARC 20,53934,4.95,{DEDBEA88-7FDC-4CAA-AAF1-2AA40DA347DE},409.7,51.34,29.57,21.77,19804
942,13223120301,1203.01,ARC 20,56370,7.42,{93820FAB-2D5C-49BF-A5F0-6D5E6C07433C},240.3,49.48,28.11,21.37,19799
943,13223120303,1203.03,ARC 20,60600,0,{B7CEDD75-E9B1-4A58-955D-44ACA87656E5},32.9,52.36,28.55,23.81,21934
944,13223120102,1201.02,ARC 20,76794,3.06,{FE67012C-DA8D-479E-B7F9-090E9D7C45D0},490.2,54.3,30.83,23.47,21779
945,13223120103,1201.03,ARC 20,77835,0,{FAF92CBB-3CC1-4702-A593-301F93BD71CA},189,54.93,30.61,24.32,22229
946,13223120302,1203.02,ARC 20,45634,8.81,{240A9797-DEE0-4DCD-BE40-0071FB4C0393},243.1,47.48,26.63,20.85,19594
947,13223120202,1202.02,ARC 20,62659,0,{802C353A-EA75-4272-A3CB-2E9FCD684E4D},463.1,53.34,31.08,22.26,20086
948,13223120400,1204,ARC 20,54245,0,{8BD50B65-8D72-4F7F-9E2F-148E53C30EC9},105.9,52.35,27.79,24.56,23242
