OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_4__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp4_HousTranspCosts_Pct_Income,Tp4_HousingCosts_Pct_Income,Tp4_TranspCosts_Pct_Income,Tp4_AnnualVehMilesTraveled
378,13135050538,505.38,ARC 10,75438,43.07,{15BE5383-BEF4-4A07-8D67-22EE8721DADD},163.5,54.27,33.58,20.69,18354
379,13135050525,505.25,ARC 10,78403,22.54,{661FC511-F837-449E-AF34-6988A9A81DE8},250.3,55.79,34.62,21.17,19207
380,13135050528,505.28,ARC 10,85021,3.43,{C8A56422-EA9C-40CF-8B3B-F4F48B6D906D},210.5,57.95,35.81,22.14,19399
381,13135050605,506.05,ARC 10,70121,0.58,{F48334AF-BCC5-4840-869E-1B0E558850E7},866.1,57.34,35.05,22.28,19803
382,13135050606,506.06,ARC 10,66052,0,{1B6DBB9E-86F7-47BF-833E-B83872AD7754},862.5,57.67,34.95,22.72,20197
383,13135050210,502.10,ARC 10,67048,32.85,{F715C54D-96D7-4891-A9B4-CC037A786468},614.5,50.95,32.63,18.32,16327
384,13135050213,502.13,ARC 10,89190,2.88,{B454300B-DB02-4BC3-B036-987580C59D59},928.2,59.76,37.51,22.25,19319
385,13135050208,502.08,ARC 10,70863,46.88,{66FAAC90-B50F-4A99-ACDE-19F632701DFE},980,52.87,32.99,19.87,18229
386,13135050212,502.12,ARC 10,115664,12.25,{6CB86BB8-8A77-4046-9090-75A9EBE32348},706.2,69.98,47.64,22.34,19267
387,13135050109,501.09,ARC 10,79868,4.56,{1AF654FD-DE8E-4139-B926-29098AA16C02},894.4,52.19,30.82,21.37,19036
388,13135050107,501.07,ARC 10,79056,0,{490044BF-9B8A-4532-8A4D-723D29DA9233},621,54.66,31.93,22.74,20509
389,13135050108,501.08,ARC 10,96440,20.36,{DD7CFBB6-93F2-4036-A956-82B982C58301},921.6,60.11,37.26,22.85,20170
390,13135050105,501.05,ARC 10,34692,0,{B4D96B5B-A309-45B1-BEE3-DC1564492FAC},-70.9,48.99,28.07,20.92,18884
391,13135050103,501.03,ARC 10,54830,0.5,{C86932F0-052A-41DF-B309-302CF73E6B72},346.9,52.11,30.04,22.07,20106
392,13135050422,504.22,ARC 10,35393,131.18,{CAE5C800-F723-4AB2-9076-F7F2741DFC17},477,44.4,28.04,16.37,14571
393,13135050304,503.04,ARC 10,34443,89.21,{9A3D926B-2779-413A-8930-F54CF91E0BAF},524.3,42.03,26.15,15.88,14087
394,13135050419,504.19,ARC 10,45549,81.34,{83E39250-5851-4634-BF8B-93B18B77DC32},367.6,49.66,31.81,17.84,15476
395,13135050306,503.06,ARC 10,35962,16.6,{FCCBBB4A-7520-4DD1-A48E-23568CCD9944},-79.5,49.86,31.25,18.61,15896
396,13135050106,501.06,ARC 10,61426,1.18,{96B79C8E-E402-40C7-8B0B-C71E96F5458D},302.5,54.12,33.97,20.15,17856
397,13135050205,502.05,ARC 10,51395,40.02,{7A0FB273-97B0-4499-ADE6-D7FFE2AA0130},-203,47.97,29.47,18.5,16346
398,13135050417,504.17,ARC 10,28606,169.72,{FA3DA351-8A8C-41F3-9FCC-EDED355F4B5F},41,42.89,27.25,15.65,14038
399,13135050314,503.14,ARC 10,50781,92.03,{A12FA9ED-72F7-4C93-8372-0F3022BF2DF7},1386.2,47.05,29.59,17.46,15399
400,13135050308,503.08,ARC 10,131167,27.19,{04F876C8-C632-4FC6-8299-C3913B014502},70.9,71.33,50.15,21.18,17777
401,13135050309,503.09,ARC 10,83100,36,{0B7E31B9-7355-44C6-B0BB-F3FAF9F0B1FF},133.1,56.7,37.59,19.1,16707
402,13135050313,503.13,ARC 10,60560,17.99,{930691E4-4A46-4B53-8B81-69D02873E7C9},195,51.81,32.15,19.66,17395
403,13135050311,503.11,ARC 10,100588,16.32,{9BECAE03-365B-4085-91F1-9DA016E5FA01},293.2,55.15,35.87,19.28,16329
404,13135050310,503.10,ARC 10,68816,88.6,{FA22D65B-5602-44FE-A134-981D39224626},79.7,48.85,31.69,17.16,15435
405,13135050424,504.24,ARC 10,42616,70.34,{684D20F3-B5D8-4C1E-84E1-807EA4FB5D85},302.1,47.67,30.57,17.1,15295
406,13135050421,504.21,ARC 10,38698,81.48,{D2DEAF7E-37E3-402A-A98A-F7FF5BA11A26},394.8,46.74,30.32,16.42,14597
407,13135050315,503.15,ARC 10,40585,179.86,{D4612B06-BCDD-4BC0-BA11-B4CE0C7B872A},-878.2,49.98,34.18,15.8,14050
408,13135050418,504.18,ARC 10,32584,200.76,{9EAACC58-956A-4303-98A8-3F64B4A2DB42},-736.3,45.6,30.7,14.9,13165
409,13135050521,505.21,ARC 10,41695,33.52,{ABF66AFB-EDEB-4829-A66F-8F6C46D14853},-161.8,52.71,33.52,19.19,17249
410,13135050522,505.22,ARC 10,37256,39.77,{30CEB1FA-67D2-40BB-AE73-C9E7BD40D880},254.4,51.08,31.87,19.21,17239
411,13135050520,505.20,ARC 10,32625,71.81,{ADF6DD8D-0C3B-46C2-907F-53A21C2B6DC6},66.8,48.56,31.86,16.7,14971
412,13135050511,505.11,ARC 10,48831,30.42,{DAC9D4B5-18B8-45AF-89F2-2A55E154F31A},816.2,52.81,33.86,18.95,16517
413,13135050714,507.14,ARC 10,78688,0,{00029FCD-4FE3-454A-8277-2F0262FCBBB9},216.6,57.33,35.21,22.13,19314
414,13135050429,504.29,ARC 10,80139,4.8,{B7B7DCB5-4131-45BC-AF39-DF27B253211B},33.4,56.34,34.17,22.17,19341
415,13135050713,507.13,ARC 10,103485,14.96,{C823C9DF-9371-4BDC-9A34-11E309D79E5E},470,60.08,38.15,21.93,19343
416,13135050423,504.23,ARC 10,34235,41.17,{8F3D663C-ECEF-4C2C-87A4-21071063B477},765.2,48.94,31.1,17.83,15962
417,13135050410,504.10,ARC 10,39509,27.32,{D5054998-A410-4265-886B-0C3CFF93971C},130,48.79,29.5,19.29,16974
418,13135050720,507.20,ARC 10,76167,3.75,{B8CE2113-B4D8-438B-A592-DAF7937DF172},159.5,56.81,34.68,22.13,19579
419,13135050712,507.12,ARC 10,83359,9.51,{C1DB6986-BF93-4D0F-88E3-22424B8A8D33},103.8,55.08,33.32,21.75,19108
420,13135050719,507.19,ARC 10,50745,25.6,{206F2E99-93F0-47C6-939F-CB82E37DB481},84.3,50.48,30.46,20.02,17937
421,13135050721,507.21,ARC 10,50273,10.72,{38264689-4CDA-4B16-BC5B-34F643A831C9},354.7,54.43,32.22,22.21,20054
422,13135050709,507.09,ARC 10,56328,2.91,{10E318C0-3E21-422B-8DDE-3F1879E54B75},614.2,53.13,30.81,22.32,20110
423,13135050715,507.15,ARC 10,74167,2.55,{D3CF6F6A-F138-4AD0-A60F-123333C12BFF},34.1,53.81,32.03,21.77,19332
424,13135050415,504.15,ARC 10,73188,2.69,{1C8E2EC0-3F10-4E9D-9DEC-C021673720BC},-165.8,55.53,33.52,22.01,19471
425,13135050718,507.18,ARC 10,81940,0.07,{63EF952D-402E-4507-89CE-B0AA28FD5DD4},31.3,56.2,34.13,22.06,19149
426,13135050427,504.27,ARC 10,64536,2.09,{BFE75767-6A76-4521-B804-3BEC3392B2A9},204.8,54.78,33.2,21.58,18575
427,13135050428,504.28,ARC 10,100938,17.1,{C791736D-03A2-430F-BC2F-B8070AD124E4},14.8,57.86,36.11,21.75,19048
428,13135050416,504.16,ARC 10,60605,6.88,{CADB3ED5-8F1B-46BC-89F2-38575F406B26},72.7,52.15,30.79,21.36,19029
429,13135050425,504.25,ARC 10,79191,10.19,{F46C8ACC-297E-4124-ABC0-3EA2C2041374},-55.4,55.07,33.56,21.51,18719
430,13135050526,505.26,ARC 10,34527,95.04,{71F74250-6968-4D12-A88E-4868C14EE177},114.5,44.99,28.4,16.6,14753
431,13135050431,504.31,ARC 10,43004,135.66,{B69839A6-AA50-4C1D-80F8-0385E760EB09},1583.8,49.51,32.82,16.69,14974
432,13135050426,504.26,ARC 10,71930,13.48,{38B37088-99F6-41C2-8C13-0F0E74F962FC},-129.4,54.08,32.8,21.28,18637
433,13135050430,504.30,ARC 10,59276,13.24,{27D61805-ADAF-4AA2-B2B6-7D008EFFC7DD},-18.8,54.32,34.1,20.23,17467
434,13121009501,95.01,ARC 10,139750,94.21,{DB98E574-984D-4BBA-B784-E2CAA0275F1C},-44.1,75.13,57.43,17.7,14360
435,13121011305,113.05,ARC 10,26944,133.19,{E3B77DE3-FCFD-4DA5-B3B9-B38EA6AF3835},-1323.6,46,29.64,16.37,14503
436,13121011306,113.06,ARC 10,30701,72.84,{1684400A-F1D7-4FD5-8435-5009915DF224},-462.9,46.54,28.79,17.76,16036
437,13121007706,77.06,ARC 10,44877,44.09,{32E0C49E-8293-469E-9E04-DA93CDBDA6DE},715.8,44.87,27.25,17.62,15690
438,13121007703,77.03,ARC 10,36971,41.32,{8A6BA560-08C1-4667-A19A-E688B33B9D8B},-61.2,50.34,30.58,19.76,17370
439,13121003700,37,ARC 10,,,{D6A2B48C-1101-4324-830B-0863F2336F32},,,,,
440,13121011202,112.02,ARC 10,34957,100.45,{0885B327-5A4A-4D24-B7A3-55CD635419E7},-1226.7,43.39,26.47,16.91,14397
441,13121011100,111,ARC 10,45515,39.4,{391CC91C-991A-4EDB-9FCF-9BDF1EC3BF63},-446.9,45.97,27.83,18.14,15423
442,13121011201,112.01,ARC 10,36957,72.48,{D9D0E902-8E52-414C-86A9-9ADA097E79E8},-1516,43.17,26.1,17.07,14949
443,13121011303,113.03,ARC 10,45283,101.15,{22E5586B-D9F7-4806-AB8D-026EDC67E501},299.6,46.85,28.88,17.98,15297
444,13121008102,81.02,ARC 10,23577,145.98,{7868F41C-177C-44F6-90A9-0ADD47F860AC},-233.6,45.48,28.7,16.78,14782
445,13121007002,70.02,ARC 10,19943,37.11,{E8187272-8905-4608-BF2C-EB3EC457A3A6},-946.5,44.77,26.88,17.88,16188
446,13121011301,113.01,ARC 10,41402,16.45,{35D42F9B-579B-4126-B10A-48842D7BE096},-315.5,50.54,30.58,19.96,16820
447,13139001202,12.02,ARC 20,41083,1.03,{DE31C723-D57C-455B-B531-71430CD571B3},97.4,55.92,31.18,24.75,19846
448,13139000101,1.01,ARC 20,44750,0,{4B58DEB8-84AF-445F-9D6A-ACADB557B1CF},45.1,53.18,27.26,25.93,21043
449,13139000701,7.01,ARC 20,37700,16.94,{9E5BA99B-8A36-4A10-B47A-C912D26F87ED},139.6,52.09,29.08,23.02,18488
450,13139000702,7.02,ARC 20,45568,0,{3A8785C8-A9FD-401C-A0E4-A265C59CEE87},168.2,54.18,28.53,25.65,20930
451,13139000102,1.02,ARC 20,45671,0.09,{D43A5D0F-B7F7-4504-8A4F-A1143FB2B23B},8.1,54.66,28.9,25.76,21093
452,13139000201,2.01,ARC 20,47050,0,{ADA67EE3-8B46-4742-B493-00AA7B3024D8},14.7,55.01,28.85,26.15,21221
453,13139000302,3.02,ARC 20,65349,0,{AD8CB412-82B9-4AA3-9A1C-1680C27A48D2},54,57.8,31.4,26.4,21214
454,13139000900,9,ARC 20,35915,54.8,{E1A4BC38-840D-4A37-838E-5A4B14A0565A},86.1,51.35,31.18,20.17,15709
455,13139000500,5,ARC 20,58611,12.94,{6E8B6885-E93A-45FB-8BD3-213F83B76468},3,60.33,36.7,23.63,18872
456,13139001402,14.02,ARC 20,63750,0,{9312655C-C0E7-45C6-8E54-3557436C402B},95.1,57.6,32.7,24.9,20218
457,13139001002,10.02,ARC 20,46193,0.5,{DD9A118A-BD51-49BE-8840-C56C69BE7AE3},63.8,53.34,29.89,23.45,19008
458,13139000800,8,ARC 20,26932,58.02,{0AFBDBC4-509B-4B06-A3DA-44D1A1EB8DB0},-93.7,47.54,27.68,19.86,16278
459,13139000600,6,ARC 20,38880,24.24,{5BF6CD9C-59AE-4CB3-9BB8-76930E374C88},42.7,48.99,27.03,21.95,18433
460,13139000400,4,ARC 20,47424,7.35,{1B2AD713-4F7C-4E7B-9FD3-8D5B9B8FB0D8},83.9,54.74,30.79,23.95,19275
461,13121007604,76.04,ARC 10,17238,209.44,{2EEAAF6B-3B97-4452-AC9B-A4F05AC57E0A},177.5,39.73,24.5,15.23,13731
462,13121007704,77.04,ARC 10,36896,40.23,{A51D6CDB-F425-46A7-AB7E-AB71999AAAE2},-26.9,48.33,29.24,19.09,16824
463,13121007603,76.03,ARC 10,14346,283.23,{4039731D-129C-41B2-84C7-741B6F9820C5},-15,39.96,26.24,13.72,12681
464,13121011427,114.27,ARC 10,108881,49.46,{D9744613-E56C-435E-AEA1-0CAAFFA740AF},211.1,57.64,37.26,20.38,17474
465,13121011616,116.16,ARC 10,61719,75.21,{3950BB0B-2CFD-4D74-9A60-D07D6BA1559E},234.5,46.23,29.76,16.47,14353
466,13121011617,116.17,ARC 10,104867,71.17,{C26342FC-64D1-4FC9-963A-F5B38F80191D},582.4,62.15,43.05,19.1,16879
467,13121011611,116.11,ARC 10,54842,35.99,{B7219E63-A783-4738-A1E0-B14593CF1EE6},413.6,48.66,31.74,16.92,15056
468,13121010800,108,ARC 10,36435,90.92,{E8B47863-2003-4B20-B51F-D65496E76884},91.4,44.51,27.95,16.56,14230
469,13121980000,9800,ARC 10,,,{0FED1F8C-11B4-4650-96CF-392EADBBCA14},,,,,
470,13121004300,43,ARC 10,31607,295.15,{12975FFC-532F-4EB3-8422-E4609D362D14},-1745,44.03,32.15,11.88,10142
471,13121008904,89.04,ARC 10,70787,160,{FF4F8920-C076-4161-864A-4B78D310FF96},266.7,45.79,30.04,15.75,13612
472,13121008903,89.03,ARC 10,66635,167.38,{67A86B16-1EB7-49E7-A831-E5DC387DD77F},-1160,46.52,31.35,15.16,13556
473,13121001001,10.01,ARC 10,64583,180.65,{2DD2BE4B-69D3-4E74-AC21-E36EEE5C08BA},1765,48.36,35.43,12.92,11603
474,13121009101,91.01,ARC 10,71691,264.75,{33CC061F-9D3D-4030-B4A5-B4CA2C0BEC40},-212.9,42.98,29.91,13.07,11252
475,13121001201,12.01,ARC 10,53623,436.08,{5451890E-B591-42FD-A08F-46E93B0DEB06},5035,39.62,28.99,10.63,8812
476,13121001202,12.02,ARC 10,65255,470.79,{AA94EBA7-EAF7-4F51-9362-C8CF3873BBFB},11070,40.32,31.01,9.32,8289
477,13121009102,91.02,ARC 10,44089,270.51,{90107A2F-0969-4B09-8D9B-A1FE6361AB14},1405,48.88,35.27,13.62,11936
478,13121010108,101.08,ARC 10,166094,25.95,{7ABEFBC4-A71B-44F3-9F11-85374F4EB12A},-7.5,81.01,60.4,20.6,17411
479,13121007500,75,ARC 10,17545,134.29,{1202F546-6A47-45DC-B644-C159D1598A48},-168.5,39.94,24.44,15.49,13860
480,13121008101,81.01,ARC 10,29178,37.34,{E28FE878-CBA2-4FB2-A71A-5C9D08154C2E},-480,47.47,28.28,19.19,16442
481,13121006000,60,ARC 10,23409,132.46,{98621678-B9E3-4A8B-A487-41E44B618233},-1455,45.14,28.69,16.45,13936
482,13121000700,7,ARC 10,63594,15.71,{8E2654A1-7A17-43F0-AA64-AF33D8AF684A},-1081.4,47.5,29.32,18.18,15473
483,13121001002,10.02,ARC 10,24028,127.85,{073C1126-3917-4D0E-8C17-B397C79FB3C7},-1917.1,40.07,26.75,13.32,11847
484,13121011410,114.10,ARC 10,91774,47.83,{FA9CC6A7-DAD3-4B54-888F-5FDB7F2E1E74},32.7,65.05,45,20.06,17204
485,13121010107,101.07,ARC 10,150313,3.15,{FE01E574-8FE9-4185-9232-59F7DBE57791},47.1,71.04,49.32,21.72,18623
486,13121011405,114.05,ARC 10,53134,98.12,{C5BEDDAE-3D2A-4C92-8E54-25E2B879CC65},132.7,47.91,30.96,16.95,14847
487,13121010106,101.06,ARC 10,76895,97.29,{C834D414-4FA7-4D13-BD95-7A0616C91B25},111.9,54.33,35.94,18.39,16103
488,13121002900,29,ARC 10,64671,237.24,{BEBEA667-B3FB-4F1D-90DD-F30E11375CCC},3966.7,41.78,29.29,12.49,10594
489,13121010110,101.10,ARC 10,73655,110.35,{75C4E41A-ABDA-4B52-AB1D-5FBDA12BE504},571,47.95,32.66,15.29,13035
490,13121010205,102.05,ARC 10,90903,47.05,{839E14EE-566D-4DB8-8DDE-D38CDA8321B9},165,54.17,35.42,18.76,15879
491,13121010210,102.10,ARC 10,59950,103.95,{A2311946-97F9-486D-A40C-B83F807F943C},199.4,55.35,37.62,17.73,15370
492,13121010209,102.09,ARC 10,51508,209.48,{A363D751-0346-4593-86F4-AD00722EC66D},-24,47.58,32.89,14.69,13200
493,13121008902,89.02,ARC 10,53902,140.92,{D97C8D1D-998F-4A50-A6E1-A6C503ADE985},317.5,45.38,30.69,14.69,12662
494,13121008500,85,ARC 10,27880,77.83,{18B6A96E-0317-4CCA-9680-343BE20F90AD},-682.7,42.99,25.65,17.34,14602
495,13121008601,86.01,ARC 10,20236,91.13,{E70A47C1-AED4-40A6-9B73-A3F474B2FE5E},-525.9,43.72,26.34,17.37,15031
496,13121005800,58,ARC 10,20345,62.01,{FCFCCD6B-7C01-447A-BC63-32A847282B64},-1636,43.34,26.56,16.78,13941
497,13121007900,79,ARC 10,57784,40.04,{0A60783B-815B-407F-9947-C068EDD9F1DC},107,52.21,32.02,20.19,17888
498,13121010601,106.01,ARC 10,33139,115.75,{6757B08E-3B27-4C73-8E67-F3D138FDB42A},-1088.2,43.01,26.41,16.6,14133
499,13121008700,87,ARC 10,21699,76.96,{B1CA0285-28BC-4606-839E-55099B9E7623},-12,45.65,28.61,17.03,14907
500,13121012300,123,ARC 10,43936,84.94,{97E8F9B9-74E6-49EA-A347-66E1C5C43867},-506.4,45.38,29.14,16.24,13856
501,13121012000,120,ARC 10,12475,153.77,{6D796C66-1806-49C1-8D69-A8BE4FF77119},97.8,41.99,27.98,14.01,12275
502,13121011900,119,ARC 10,23791,186.94,{D8E4DC90-4521-476C-B69E-D6F8EFE6320E},-253.3,40.69,29.1,11.6,9741
503,13121011800,118,ARC 10,13056,245.72,{F3FC60A3-931D-4B7A-9FA1-B19F6C8F1B78},-20,34.34,21.75,12.59,10877
504,13121011624,116.24,ARC 10,157991,68.11,{781D9DFC-E92E-464B-9AA2-B363AD4C24B9},269,77.26,55.84,21.42,18592
505,13121003600,36,ARC 10,30107,302.93,{9F3681F0-B810-45D5-80A1-6BE792432583},-1475,36.85,25.51,11.34,9549
506,13121003500,35,ARC 10,56190,147.55,{32489889-35EC-4282-8244-796031D592E9},-2938,41.28,29.29,11.99,10494
507,13121010208,102.08,ARC 10,45629,176.09,{3D69C680-4CE6-4A34-8F7B-A7185F3A1255},260.8,47.31,31.21,16.1,14417
508,13121011411,114.11,ARC 10,76279,46.64,{AFB5753A-1056-4AD6-A59C-86F431B93FEE},-164,57.87,38.28,19.58,17050
509,13121011412,114.12,ARC 10,76442,29.94,{31696EA8-96A6-4C27-821A-A10788060280},245.4,53.32,34.21,19.11,16276
510,13121011414,114.14,ARC 10,63991,152.08,{C74FD6D9-A671-44F0-97A2-28F29AC56E66},-2.8,54.58,37.15,17.43,15294
511,13121010603,106.03,ARC 10,24873,139.12,{E88AA62B-DE70-4AB7-BD2E-B8F9041DCA69},-786.7,44.93,29.03,15.9,14388
512,13121010604,106.04,ARC 10,30455,126.46,{29686476-EDA7-42FE-935B-9ECCC5736C06},-1058.9,44.35,27.96,16.39,14635
513,13121007300,73,ARC 10,23933,102.75,{AAAFB434-CA07-4931-B786-B09C041A347E},-237.7,41.99,25.21,16.78,14838
514,13121010508,105.08,ARC 10,49340,28.06,{E0D5007D-56A2-4A02-AD90-EECD8A329D3C},522,51,30.4,20.6,18395
515,13121010507,105.07,ARC 10,28052,91.05,{786C78B9-1DC9-4D03-B82F-35808F737730},301.1,44.9,27.18,17.72,16034
516,13121010511,105.11,ARC 10,47100,9.37,{0099EC0E-EDFD-443B-BC43-C7680EC3BD48},490.5,51.1,30.42,20.68,18611
517,13121011626,116.26,ARC 10,85551,63.07,{B305266F-D9AC-445B-9EE6-0BF51B1D6A2A},1038.6,52.95,33.16,19.78,16969
518,13121011622,116.22,ARC 10,130294,38.08,{A8AF04A8-98DF-4D6F-BC54-730C8B09A874},440.8,67.75,45.84,21.91,19128
519,13121011424,114.24,ARC 10,96487,78.44,{D1E535F9-15C7-4C83-A118-D4ED96D71C47},342.6,55.58,35.73,19.85,17146
520,13121011422,114.22,ARC 10,70875,72.77,{B202252D-DC13-4DE7-ADBE-F002865119F8},353.1,53.41,34.69,18.73,16290
521,13121011505,115.05,ARC 10,155096,33.62,{2B059562-D3B7-49B4-8DBC-547085111040},79.4,69.19,47.3,21.89,18942
522,13121010123,101.23,ARC 10,50264,195.46,{C4B8B04E-9713-4EE5-B200-7844F14142DF},-578.2,46.38,31.07,15.31,13365
523,13121000100,1,ARC 10,125819,85.41,{5E9C99B0-2E8B-4DA9-AEE9-0E47F5F4BD7F},200,72,54.81,17.2,13655
524,13121000200,2,ARC 10,94125,163.65,{CDBC68B3-0C86-4AD1-A4DA-A2728A51C0BA},2.7,54.37,38.71,15.66,12687
525,13121009402,94.02,ARC 10,62745,247,{180CDDB8-38C2-4FBD-9C90-387E5B872BB0},-206,38.13,26.19,11.94,10295
526,13121001100,11,ARC 10,72762,550.87,{AA9335EA-BDDA-4FF1-8752-9FA33CAFE046},5415,42.33,32.61,9.72,8752
527,13121000400,4,ARC 10,105938,114.78,{5E8F4737-0B1F-4CA9-9A60-27ADC56D818B},46.7,50.51,35.85,14.66,12280
528,13121009200,92,ARC 10,54130,166.47,{3155E710-8CCC-41A9-91D3-CBA28E0B0046},1725.7,43.28,29.37,13.92,11679
529,13121008201,82.01,ARC 10,27490,87.33,{D8630B64-7A39-4BB9-8A7E-CA917A7E3E3F},175.2,48.69,30.59,18.1,15817
530,13121007808,78.08,ARC 10,11438,239.99,{E6E2947B-CABF-45DC-92DE-0CA18B8B986B},483.3,43.99,28.57,15.43,13560
531,13121007806,78.06,ARC 10,31886,73.65,{6F6A781F-671F-4022-B3CB-5F8315E6F918},122.6,45.33,27.07,18.26,16177
532,13121008800,88,ARC 10,88477,10.66,{177BCED3-BAE4-4E22-8AC6-6A0FB399A2FD},421.8,48.71,29.88,18.83,16047
533,13121008602,86.02,ARC 10,33875,55.06,{9FE7E055-F5AB-49D4-8E5A-B6D77EE27877},-1300,50.63,33.03,17.59,15765
534,13121010121,101.21,ARC 10,67443,110.95,{D4550FBD-BFFC-4CCA-AD08-CB9698B3CA4B},547.5,49.54,33.1,16.44,14624
535,13121010119,101.19,ARC 10,35736,206.65,{6AA7E2D5-4BAF-4B50-82AB-5A903659E88D},251.3,42.3,27.39,14.91,13211
536,13121010211,102.11,ARC 10,125417,41.52,{E0408125-9B7E-4E3E-88E4-6025EA988DAE},514,62.72,43.82,18.89,15494
537,13121009801,98.01,ARC 10,143000,73.32,{894851F7-B0E6-402F-AB49-64E36833798C},290,72.1,53.96,18.14,15332
538,13121009603,96.03,ARC 10,59800,170.53,{5A340BA0-A113-49C5-B5BA-5BEDE68168D2},1684.3,43.6,30.1,13.5,11455
539,13121009601,96.01,ARC 10,88264,206.67,{10C733C9-F599-4F79-AE69-3FD315AE4C84},1743.3,51.21,37.63,13.59,11321
540,13121007705,77.05,ARC 10,21170,124.46,{F6B7F326-A122-475B-B44E-77BDD35C2448},496.9,48.53,32.44,16.09,14415
541,13121011612,116.12,ARC 10,134375,4.31,{615B0C55-7048-4F6A-A68D-98462EBF57BB},-353.1,68.12,46.55,21.57,18527
542,13121011623,116.23,ARC 10,94300,69.03,{E71F1680-218C-4D63-8E47-4C16ECB3A2CB},1144.4,57.9,38.14,19.76,16952
543,13121011625,116.25,ARC 10,115974,71.24,{476E9704-9C98-49BE-BA5A-464853970BEE},935,64.08,44.46,19.62,16652
544,13121011619,116.19,ARC 10,79688,98.5,{44949F85-4445-4313-92DA-5711DD7F5648},566.4,51.77,35.36,16.4,14229
545,13121011621,116.21,ARC 10,122568,66.03,{04DD59B6-B598-4028-A62F-98B993E98848},204.7,66.06,46.55,19.51,17063
546,13121000500,5,ARC 10,77865,146.15,{D9F240FF-C6BE-44C9-A7ED-ED8A912269ED},750,55.5,41.51,13.98,11753
547,13121009300,93,ARC 10,92857,139.16,{C21AB486-32D4-4262-BAE5-980AE75C5FA9},-242.2,55.89,40.38,15.52,12805
548,13121009900,99,ARC 10,110865,56.13,{9697B1FE-0D15-4734-A3DF-96C78B731A10},167.3,66.64,48.83,17.81,15168
549,13121009000,90,ARC 10,103387,100.1,{DEF423CE-5651-4F49-84EB-955F1EDD5E25},693.3,65.97,48.95,17.02,13861
550,13121009700,97,ARC 10,163125,14.82,{C8D334A6-CEB2-4620-86B0-3C77785621FB},-94.3,68.88,49.23,19.65,16448
551,13121010206,102.06,ARC 10,160223,21.25,{0373CFE0-F1FE-44C7-99CB-5E2EFFAE0527},9.1,68.09,47.73,20.36,17198
552,13121010204,102.04,ARC 10,143158,32.56,{B895CC74-8EA7-4696-ADA5-93F1CD2F1F7B},2.4,79.78,59.02,20.76,17711
553,13121007100,71,ARC 10,20282,68.96,{231CAEF3-5AD9-4E45-8027-782476038956},-1778,44.16,26.81,17.35,15185
554,13121006801,68.01,ARC 10,,,{27EC52AA-99EC-442C-86C3-90F1D4AFBBC7},-766.7,,,,
555,13121006900,69,ARC 10,48482,76.49,{B87AEAB9-78FC-4A07-8384-58449256D033},-113.3,46.43,29.05,17.38,15026
556,13121005200,52,ARC 10,78438,110.58,{C82335AD-22C0-46B5-9B87-3495636AC775},687.8,47.21,31.08,16.13,13883
557,13121005000,50,ARC 10,57670,112.33,{336363BB-613A-4FC7-A84E-4DCE729F9BD5},-44,44.51,28.87,15.63,13118
558,13121001500,15,ARC 10,60722,288.65,{F240E4BD-3721-440B-A9C4-FAD6E09BE07F},302.5,44.77,31.54,13.24,11031
559,13121007807,78.07,ARC 10,17466,72.28,{5F955553-C7E0-4277-B610-F910B7409BB2},-449.1,43.88,25.83,18.04,15726
560,13121010510,105.10,ARC 10,42651,9.01,{6172EFCC-87CE-4E82-B0FD-718DBCED5EB3},766.3,48.95,28.76,20.2,18301
561,13121010512,105.12,ARC 10,28529,55.1,{2A54C53E-8350-484C-8032-8492A962279C},213.9,46.32,29,17.32,16056
562,13121007802,78.02,ARC 10,46116,34.18,{76C6EE5D-6D6B-4E22-9783-4638C906D1A2},332.6,52.32,32.07,20.25,17835
563,13121007805,78.05,ARC 10,37857,21.8,{F161FC9A-507C-422A-BE66-8D9F5CC0F5B7},-118.6,44.6,26.21,18.39,16533
564,13121011618,116.18,ARC 10,97763,49.43,{F62CA9D8-EB3C-47FC-B5B1-E98212EC3C0F},1114.5,53.49,33.86,19.64,16678
565,13121011610,116.10,ARC 10,81992,48.1,{A15EF316-B77A-422A-8A92-1CDF0AEC4E18},-1.7,54.1,34.75,19.36,16776
566,13121011614,116.14,ARC 10,73697,136.28,{441E4F18-B2C1-4E2E-97A3-C145675F4AB0},2205.5,47.52,30.62,16.9,14788
567,13121011620,116.20,ARC 10,96875,80.39,{1883083B-C58E-43D3-9913-25A872A4F9EA},719,58.01,37.37,20.64,18249
568,13121011420,114.20,ARC 10,31662,220.74,{2E13A1B7-1D23-4EF7-9D93-53873065F881},670,46.01,31.72,14.29,12428
569,13121011613,116.13,ARC 10,91461,41.36,{57249A07-3552-41D0-BE0A-61FC88CA362A},398.4,59.04,39.12,19.93,17662
570,13121011426,114.26,ARC 10,99196,63.17,{1701FC85-101F-4762-B528-5021D6995EDB},-91.7,55.17,34.29,20.88,17846
571,13121011425,114.25,ARC 10,176818,23.69,{FB6AB5F3-ED99-42BE-AB2D-B4615AF3E7CB},176.7,82.9,61.5,21.39,18351
