OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_housing_units,Total_housing_units_MOE,Num_Total_housing_units_2000,ChgNum_Housing_units_2000_16,Num_Occupied_housing_units,Num_Occupied_housing_units_MOE,Pct_Occupied_housing_units,Pct_Occupied_housing_units_MOE,Num_Occupied_housing_units_2000,Num_OwnOcc_HousUnits_2000,Num_RentOcc_HousUnits_2000,Pct_Occupied_housing_units_2000,Pct_OwnOcc_HousUnits_2000,Pct_RentOcc_HousUnits_2000,ChgNum_OccHousUnits_2000_16,ChgPct_OccHousUnits_2000_16,ChgPct_OwnOcc_HousUnits_2000_16,ChgPct_RentOcc_Units_2000_16,Num_Vacant_housing_units,Num_Vacant_housing_units_MOE,Pct_Vacant_housing_units,Pct_Vacant_housing_units_MOE,Num_VacHousUnits_2000,Pct_VacHousUnits_2000,Chg_Pct_VacHousUnits_2000_16,Homeowner_vacancy_rate,Homeowner_vacancy_rate_MOE,Rental_vacancy_rate,Rental_vacancy_rate_MOE,Num_1Unit_Detatched,Num_1Unit_Detatched_MOE,Pct_1Unit_Detached,Pct_1Unit_Detached_MOE,Hous_Units_Built_Since_2000,Hous_Units_Built_Since_2000_MOE,Pct_Units_Built_Since_2000,Pct_Units_Built_Since_2000_MOE,Units_Built_1980_to_1999,Units_Built_1980_to_1999_MOE,Pct_Units_Built_1980_1999,Pct_Units_Built_1980_1999_MOE,Units_Built_1979_or_Earlier,Units_Built_1979_or_Earlier_MOE,Pct_Units_Built_1979earlier,Pct_Units_Built_1979earlier_MOE,Owner_Occ_Housing_Units,Owner_Occ_Housing_Units_MOE,Pct_Owner_Occ_Housing_Units,Pct_Owner_Occ_Housing_Units_MOE,Renter_Occ_Housing_Units,Renter_Occ_Housing_Units_MOE,Pct_Renter_Occ_Units,Pct_Renter_Occ_Units_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
836,13089021412,13089,"Census Tract 214.12, DeKalb County",3646,286,1560,85,1713,-153,1443,103,92.5,4.3,1642,975,667,95.9,59.4,41,-199,-3,11,-10.6,117,78,7.5,5,71,4.1,3,2.3,3.8,1.8,2.9,1224,119,78.5,6.3,407,90,26.1,5.6,99,70,6.3,4.5,1054,161,68,9.7,1010,115,70,6.2,433,94,30,6.2,ARC 10,774.67102051,0,774.67102051,1.21042001,0,1.21042001,021412,DeKalb,{B13AF28E-810C-4E1D-8EAA-8BBCD7F5682F},
169,13067030344,13067,"Census Tract 303.44, Cobb County",3780,321,2290,48,2302,-12,1974,105,86.2,4.2,2101,306,1795,91.3,14.6,85,-127,-5,-2,1.6,316,99,13.8,4.3,201,8.7,5,5.5,8.7,11.7,4.4,10,16,0.4,0.7,292,83,12.8,3.6,1249,147,54.5,6.3,749,127,33,5.5,256,72,13,3.6,1718,123,87,4.2,ARC 10,571.79199219,5.59544992,577.38702393,0.89342499,0.00874289,0.90216702,030344,Cobb,{035AB3CD-F1B4-4754-8E9B-8C215EF3E035},
733,13089023803,13089,"Census Tract 238.03, DeKalb County",5419,535,2172,64,1970,202,1831,114,84.3,4.6,1897,1563,334,96.3,82.4,18,-66,-12,-9,8.7,341,112,15.7,5.1,73,3.7,12,2.9,3.4,0,3.7,2136,65,98.3,0.7,158,66,7.3,3,388,109,17.9,5,1626,225,75,10.1,1350,127,73.7,5.2,481,119,26.3,6.3,ARC 10,1220.34997559,1.55799997,1221.90002441,1.90680003,0.00243437,1.90921998,023803,DeKalb,{F8BDFBBC-FCF1-4AB9-A66C-8CC14FEA14D8},
783,13089023421,13089,"Census Tract 234.21, DeKalb County",8250,991,3674,66,2087,1587,3053,197,83.1,5.2,1993,854,1139,95.5,42.8,57,1060,-12,-1,1.1,621,182,16.9,4.9,94,4.5,12,0,1.4,5.8,5.4,1084,181,29.5,4.9,1557,235,42.4,6.4,1247,291,33.9,7.9,870,250,24,6.8,1272,225,41.7,6.9,1781,249,58.3,7.2,ARC 10,1513.47998047,33.82279968,1547.30004883,2.36480999,0.0528481,2.41766,023421,DeKalb,{7691DF6C-78A7-4492-BD94-8D13D7029C5F},
280,13151070111,13151,"Census Tract 701.11, Henry County",9447,895,3591,176,2389,1202,3096,286,86.2,6.8,2297,1727,570,96.1,75.2,25,799,-10,-15,15.3,495,207,13.8,5.7,92,3.9,10,0,1,6.9,7.7,2809,251,78.2,5.8,698,233,19.4,6.4,2409,327,67.1,8.5,484,194,14,5.4,1856,261,59.9,6.4,1240,266,40.1,7.8,ARC 10,2249.41992188,7.30246019,2256.7199707,3.51471996,0.0114101,3.52611995,070111,Henry,{4FD2928A-9E9A-4D79-BE16-8E169A1F295E},
335,13135050608,13135,"Census Tract 506.08, Gwinnett County",17889,1282,5354,386,2701,2653,4869,382,90.9,2.8,2619,2405,214,97,91.8,8,2250,-6,-10,10.3,485,217,9.1,4,82,3,6,4.7,4.5,0,2.2,5169,383,96.5,1.7,2646,372,49.4,6,1659,309,31,5.3,1049,374,20,6.8,3968,400,81.5,5.2,901,269,18.5,5.3,ARC 10,21154.09960938,159.772995,21313.80078125,33.05329895,0.24964499,33.30279922,050608,Gwinnett,{999B6D31-EE66-47DC-A1BD-8EAB03E976CF},
721,13097080505,13097,"Census Tract 805.05, Douglas County",4753,369,1719,72,1236,483,1672,96,97.3,3.8,1193,1008,185,96.5,84.5,16,479,1,-32,32,47,52,2.7,3,43,3.5,-1,2.7,4.2,2.8,4.5,1240,115,72.1,6,579,133,33.7,7.6,386,110,22.5,6.3,754,142,44,8,878,113,52.5,6,794,121,47.5,6.7,ARC 10,2449.2199707,0,2449.2199707,3.82691002,0,3.82691002,080505,Douglas,{EAD67A82-8833-4695-B5D5-8ED87DBAFDF7},
94,13117130606,13117,"Census Tract 1306.06, Forsyth County",4677,329,1680,81,1203,477,1598,98,95.1,3.6,1186,1170,16,98.6,98.7,1,412,-4,-26,26.2,82,73,4.9,4.3,17,1.4,4,1.4,2.1,6,9.5,1275,92,75.9,4.1,395,103,23.5,6,1285,118,76.5,6,0,29,0,1.7,1159,93,72.5,3.8,439,101,27.5,6.1,ARC 20,1104.45996094,4.7288599,1109.18994141,1.72572005,0.00738884,1.73310995,130606,Forsyth,{3B92A729-9717-49D2-8F04-8EE4741F4870},
127,13067031118,13067,"Census Tract 311.18, Cobb County",5611,493,2385,149,2214,171,2254,168,94.5,3.8,2123,1452,671,95.9,68.4,32,131,-1,-3,2.6,131,118,5.5,4.9,91,4.1,1,0,1.2,0,2.3,1630,180,68.3,6.2,299,126,12.5,5.2,1158,228,48.6,9.1,928,243,39,9.9,1483,183,65.8,6.5,771,206,34.2,8.8,ARC 10,1241.68994141,12.47169971,1254.16003418,1.94014001,0.019487,1.95963001,031118,Cobb,{999B20C2-6FD8-4159-B53F-8F327C6CC7EC},
485,13121010107,13121,"Census Tract 101.07, Fulton County",2006,193,716,33,641,75,685,46,95.7,4.7,625,618,7,97.5,98.9,1,60,-2,-7,6.8,31,32,4.3,4.5,16,2.5,2,4.7,4.8,0,24.1,710,33,99.2,0.6,55,25,7.7,3.5,325,57,45.4,7.7,336,71,47,9.7,631,55,92.1,5.1,54,44,7.9,6.4,ARC 10,1315.19995117,40.85860062,1356.06005859,2.05500007,0.0638416,2.11883998,010107,Fulton,{F493DC89-99D2-41E6-9209-8F34EEA7246B},
610,13121010117,13121,"Census Tract 101.17, Fulton County",3568,300,1918,58,1707,211,1834,72,95.6,2.4,1582,163,1419,92.7,10.3,90,252,3,1,-1.1,84,57,4.4,3,125,7.3,-3,9.1,14.5,2,2.3,23,19,1.2,1,34,30,1.8,1.6,1253,151,65.3,7.6,631,125,33,6.4,209,61,11.4,3.3,1625,88,88.6,3.3,ARC 10,337.61898804,0,337.61898804,0.52753001,0,0.52753001,010117,Fulton,{F79849C8-E128-4F2F-AD12-8F38B8C80402},
769,13089021416,13089,"Census Tract 214.16, DeKalb County",2409,338,1043,48,1168,-125,881,76,84.5,6.2,1135,283,852,97.2,24.9,75,-254,-13,28,-28,162,67,15.5,6.4,33,2.8,13,5.7,6.6,7.4,8.1,330,85,31.6,8,354,79,33.9,7.4,88,44,8.4,4.2,601,131,58,12.3,466,66,52.9,5.9,415,85,47.1,8.8,ARC 10,192.16999817,0,192.16999817,0.300266,0,0.300266,021416,DeKalb,{2A47726A-0B42-49D6-AF50-8F6A99EB9DD1},
586,13121010303,13121,"Census Tract 103.03, Fulton County",10275,1029,4212,141,2088,2124,3709,264,88.1,5.5,1929,1697,232,92.4,88,12,1780,-4,-20,20.5,503,226,11.9,5.4,159,7.6,4,1.3,2,16.2,9.8,2841,247,67.5,5.4,2095,313,49.7,7.2,1083,231,25.7,5.4,1034,250,24,5.9,2504,227,67.5,3.8,1205,181,32.5,4.3,ARC 10,8494.37988281,157.75500488,8652.13964844,13.27250004,0.246492,13.51900005,010303,Fulton,{86CDE1A4-A59A-48A2-A4AD-8F8A460B7071},
231,13063040303,13063,"Census Tract 403.03, Clayton County",6396,794,2679,97,2714,-35,1971,195,73.6,6.8,2575,1259,1316,94.9,48.9,51,-604,-21,11,-11.4,708,192,26.4,7.1,138,5.1,21,5.4,6.2,25.7,12,1842,191,68.8,6.7,579,211,21.6,7.9,196,129,7.3,4.8,1904,348,71,12.7,1188,187,60.3,7.4,783,202,39.7,9.5,ARC 10,1474.30004883,6.41683006,1480.70996094,2.30359006,0.0100263,2.31361008,040303,Clayton,{355F78A6-97CE-49F7-AE18-8F945C6BE2E4},
933,13223120603,13223,"Census Tract 1206.03, Paulding County",6405,753,2410,133,1483,927,2346,162,97.3,4,1431,1297,134,96.5,90.6,9,915,1,-26,25.9,64,86,2.7,3.6,52,3.5,-1,0,1.2,7.2,9.5,1914,191,79.4,6.6,910,226,37.8,9.1,1105,240,45.9,9.6,395,152,16,6.2,1517,231,64.7,8.8,829,177,35.3,7.1,ARC 20,3735.47998047,145.38900757,3880.87011719,5.83668995,0.22717001,6.06385994,120603,Paulding,{1F5ACC2B-2F3B-4410-9D94-8FE0483EAD69},
340,13135050539,13135,"Census Tract 505.39, Gwinnett County",5515,422,1915,43,1533,382,1790,65,93.5,2.7,1486,977,509,96.9,65.7,34,304,-3,-21,20.8,125,46,6.5,2.4,47,3.1,3,0,2.2,10.4,4.2,1020,95,53.3,4.8,351,102,18.3,5.3,1475,160,77,8.2,89,70,5,3.7,804,106,44.9,5.7,986,109,55.1,5.8,ARC 10,576.88702393,0,576.88702393,0.90138602,0,0.90138602,050539,Gwinnett,{360D6266-E541-4D24-A301-8FE3B0AA0CC1},
778,13089023506,13089,"Census Tract 235.06, DeKalb County",5902,573,2582,55,2364,218,2156,184,83.5,6.9,2325,1592,733,98.4,68.5,32,-169,-15,-2,1.6,426,176,16.5,6.8,38,1.6,15,0,1.2,7.4,11.3,1737,165,67.3,6.2,110,69,4.3,2.7,146,84,5.7,3.2,2326,348,90,13.3,1442,176,66.9,5.8,714,195,33.1,8.6,ARC 10,1327.47998047,0.87154102,1328.34997559,2.0741899,0.00136178,2.07555008,023506,DeKalb,{9025FC08-B897-44F8-BFE1-904D9EABB6BF},
375,13135050217,13135,"Census Tract 502.17, Gwinnett County",10552,779,4112,80,1333,2779,3774,183,91.8,4.1,1302,1084,217,97.7,83.3,17,2472,-6,-21,20.7,338,166,8.2,4,32,2.4,6,3.8,3.7,9.2,8,2335,233,56.8,5.6,1954,278,47.5,6.7,1777,254,43.2,6.1,381,163,9,4,2361,231,62.6,5.3,1413,194,37.4,4.8,ARC 10,3146.56005859,58.02280045,3204.58007813,4.91650009,0.0906606,5.00716019,050217,Gwinnett,{224A2C4E-9D06-448A-85AC-91014900A965},
687,13097080602,13097,"Census Tract 806.02, Douglas County",5854,410,2072,90,1349,723,1928,112,93.1,3.6,1300,1009,291,96.4,77.6,22,628,-3,-1,1.4,144,88,6.9,4.2,49,3.6,3,1.7,2.9,6,9.5,1888,120,91.1,4.2,946,135,45.7,6.2,676,146,32.6,6.9,450,125,22,6,1470,136,76.2,5.5,458,129,23.8,6.5,ARC 10,5977.83007813,30.14979935,6007.97998047,9.34035969,0.0471091,9.38747025,080602,Douglas,{ABAF8399-A243-4798-B0C4-91462CEF20BC},
327,13135050523,13135,"Census Tract 505.23, Gwinnett County",7603,980,2977,110,2081,896,2605,236,87.5,7.2,1979,1006,974,95.1,50.8,49,626,-8,-18,18.3,372,226,12.5,7.6,102,4.9,8,21.9,18.5,4,3.7,1273,289,42.8,9.6,832,246,27.9,8.2,2051,301,68.9,9.8,94,91,3,3.1,846,225,32.5,8.1,1759,263,67.5,8,ARC 10,1886.70996094,22.27899933,1908.98999023,2.94797993,0.0348109,2.98280001,050523,Gwinnett,{E8C14CE2-AE7B-442E-B753-9159C9813A39},
503,13121011800,13121,"Census Tract 118, Fulton County",2521,303,1960,95,1322,638,1231,134,62.8,6.1,1076,158,918,81.4,14.7,85,155,-19,-5,5,729,125,37.2,6.1,246,18.6,19,11.2,17.2,19,5.1,422,89,21.5,4.4,1085,119,55.4,5.4,351,91,17.9,4.5,524,123,27,6.1,119,54,9.7,4.3,1112,134,90.3,4.7,ARC 10,462.10598755,0,462.10598755,0.72204101,0,0.72204101,011800,Fulton,{3C8F7140-7F26-400C-AFB9-916C7957814F},
129,13067031507,13067,"Census Tract 315.07, Cobb County",3747,317,1164,86,1065,99,1119,94,96.1,3.8,1043,899,144,97.9,86.2,14,76,-2,-16,16.1,45,45,3.9,3.9,22,2.1,2,0,1.6,3.5,5.7,908,102,78,6.6,238,83,20.4,6.9,860,157,73.9,12.3,66,48,6,4.1,784,124,70.1,9.4,335,100,29.9,8.6,ARC 10,973.86102295,0,973.86102295,1.52165997,0,1.52165997,031507,Cobb,{0A15ED50-78C5-4EC1-A360-917A2E4184E2},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,2704,50,2100,604,2302,208,85.1,7.5,1863,273,1590,88.7,14.7,85,439,-4,12,-12.5,402,210,14.9,7.8,237,11.3,4,0,1.9,7.3,6.7,153,93,5.7,3.4,1118,240,41.3,8.9,956,237,35.4,8.8,630,225,23,8.3,626,164,27.2,6.7,1676,211,72.8,6.4,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,{BFF3723B-040C-4946-BAF7-91F379C5260E},
413,13135050714,13135,"Census Tract 507.14, Gwinnett County",5471,262,1968,34,1516,452,1814,88,92.2,4.2,1493,1317,176,98.5,88.2,12,321,-6,-10,10.2,154,81,7.8,4.1,23,1.5,6,3.3,3.6,0,4.3,1703,69,86.5,3.2,377,116,19.2,5.9,1091,133,55.4,6.7,500,94,25,4.8,1415,102,78,4.2,399,91,22,4.9,ARC 10,1998.98999023,37.97589874,2036.9699707,3.12342,0.0593373,3.18277001,050714,Gwinnett,{0E528932-5403-4178-BFF6-923C77B2B80F},
120,13117130503,13117,"Census Tract 1305.03, Forsyth County",2588,220,1156,49,757,399,974,71,84.3,5,601,518,83,79.4,86.2,14,373,5,-1,1.2,182,64,15.7,5.5,156,20.6,-5,0,1.6,0,7.9,1072,70,92.7,4.6,307,60,26.6,5.1,420,87,36.3,7.4,429,95,37,8.1,828,80,85,5.4,146,56,15,5.6,ARC 20,3386.12011719,4984.43994141,8370.55957031,5.29081011,7.78818989,13.07900047,130503,Forsyth,{EBED5419-E507-4FA3-BB4C-931D01A41FB6},
179,13067030410,13067,"Census Tract 304.10, Cobb County",4735,660,2229,77,2195,34,2052,141,92.1,5.5,2079,983,1096,94.7,47.3,53,-27,-3,-7,6.7,177,117,7.9,5.2,116,5.3,3,4.7,7.5,8.5,7.3,981,120,44,5.2,171,95,7.7,4.2,1026,221,46,9.8,1032,210,46,9.3,834,97,40.6,3.8,1218,153,59.4,6.2,ARC 10,1060.73999023,2.76264,1063.5,1.65741003,0.00431663,1.66172004,030410,Cobb,{9CE4ABD2-31BC-4E26-8FA9-9352502F5049},
928,13013180107,13013,"Census Tract 1801.07, Barrow County",3904,347,1479,69,1286,193,1264,103,85.5,5.7,1234,909,325,96,73.7,26,30,-10,-9,8.7,215,86,14.5,5.8,52,4,10,0,1.5,9.8,10.3,1098,130,74.2,8.1,339,114,22.9,7.7,960,154,64.9,9.9,180,68,12,4.6,821,114,65,7.3,443,104,35,7.7,ARC 20,4730.41015625,42.61109924,4773.02001953,7.39127016,0.0665798,7.45783997,180107,Barrow,{BF9E66D7-913D-43E1-8648-943394330664},
720,13097080506,13097,"Census Tract 805.06, Douglas County",5343,419,1940,105,1687,253,1694,123,87.3,4.2,1613,1377,236,95.6,85.4,15,81,-8,-8,8.2,246,114,12.7,5.8,74,4.4,8,1.6,2.5,12,12.7,1741,103,89.7,2.1,339,94,17.5,4.7,377,105,19.4,5.3,1224,191,63,9.2,1307,140,77.2,6.1,387,112,22.8,6.4,ARC 10,4539.41992188,3.58055997,4543,7.09284019,0.00559463,7.09844017,080506,Douglas,{41679461-D22C-450E-9734-94501C7B59B5},
284,13151070108,13151,"Census Tract 701.08, Henry County",4984,402,1946,101,1328,618,1648,141,84.7,5.8,1272,1064,208,95.8,83.6,16,376,-11,-9,9.1,298,102,15.3,5.2,56,4.2,11,1.8,2.7,7.7,9.1,1702,136,87.5,5.3,705,164,36.2,8.2,835,135,42.9,6.6,406,141,21,7.2,1227,157,74.5,7.1,421,138,25.5,8.1,ARC 10,3126.87988281,21.00869942,3147.87988281,4.88574982,0.0328261,4.91856003,070108,Henry,{2B4CB0EE-869C-49CC-AA2E-94A0B55B9297},
137,13117130408,13117,"Census Tract 1304.08, Forsyth County",3479,402,1301,120,943,358,1247,136,95.8,5.6,912,632,280,96.7,69.3,31,335,-1,-2,2.3,54,60,4.2,4.6,31,3.3,1,0,1.6,5.7,9.1,877,103,67.4,4.9,399,89,30.7,6.2,622,155,47.8,11.1,280,114,22,8.6,836,124,67,6.7,411,100,33,7.2,ARC 20,1675.22998047,21.26709938,1696.5,2.6175499,0.0332298,2.65077996,130408,Forsyth,{374CBFB6-E10E-4389-86BD-94C36B10A45E},
677,13255161200,13255,"Census Tract 1612, Spalding County",8697,693,3626,126,3145,481,3263,203,90,4.6,2992,2015,977,95.1,67.3,33,271,-5,2,-2.3,363,176,10,4.8,153,4.9,5,5.4,4.9,9.7,8.2,2942,204,81.1,4.9,560,156,15.4,4.3,1069,238,29.5,6.5,1997,338,55,9.1,2271,245,69.6,6.1,992,214,30.4,6.3,ARC 20,8721.86035156,168.49499512,8890.34960938,13.62790012,0.263273,13.89120007,161200,Spalding,{8383D135-BD31-4B92-91E5-94F2C3DFB67D},
829,13089021306,13089,"Census Tract 213.06, DeKalb County",5024,504,1971,132,2605,-634,1802,139,91.4,3.5,2485,570,1916,95.4,22.9,77,-683,-4,7,-6.9,169,79,8.6,4,119,4.6,4,2.8,4.6,6.8,4.9,625,99,31.7,4.6,179,82,9.1,4.1,702,139,35.6,6.6,1090,163,55,7.4,537,96,29.8,4.8,1265,136,70.2,5.3,ARC 10,1303.75,2.47550011,1306.22998047,2.03711009,0.00386797,2.0409801,021306,DeKalb,{731585BC-ED1B-4AE1-8DD1-9581E64DD925},
781,13089023424,13089,"Census Tract 234.24, DeKalb County",5948,561,1877,71,1170,707,1763,106,93.9,4.4,1138,1046,92,97.3,91.9,8,625,-3,-11,11.1,114,81,6.1,4.3,32,2.7,3,0.6,0.8,0,5.3,1877,71,100,0,636,154,33.9,8.1,564,144,30,7.6,677,147,36,7.7,1425,144,80.8,6.6,338,123,19.2,6.9,ARC 10,1732,16.42020035,1748.42004395,2.70624995,0.0256566,2.73190999,023424,DeKalb,{BEBB6C20-2CD0-49E0-9ABE-95B575874CCF},
588,13121010301,13121,"Census Tract 103.01, Fulton County",17147,1460,6378,287,1250,5128,5543,399,86.9,4.9,1196,963,233,95.7,80.5,20,4347,-9,-8,8.4,835,341,13.1,5.3,54,4.3,9,5.3,4,14,7.6,5273,378,82.7,4.6,4980,467,78.1,6.4,593,260,9.3,4,805,287,13,4.5,3998,432,72.1,5.8,1545,373,27.9,6.4,ARC 10,21133.90039063,290.84298706,21424.69921875,33.02170181,0.45444199,33.47610092,010301,Fulton,{D3576932-4255-447C-9E38-95D6F9DC4E54},
559,13121007807,13121,"Census Tract 78.07, Fulton County",3543,712,1451,61,1305,146,1049,126,72.3,8.1,1241,601,640,95.1,48.4,52,-192,-23,-14,13.6,402,129,27.7,8.8,64,4.9,23,4.9,7.1,11.9,8.6,892,103,61.5,6.6,110,62,7.6,4.3,87,76,6,5.2,1254,213,86,14.2,365,112,34.8,9.8,684,132,65.2,9.8,ARC 10,716.29602051,0,716.29602051,1.11921,0,1.11921,007807,Fulton,{00541143-A927-4937-92DE-95F30F3CA279},
765,13089021410,13089,"Census Tract 214.10, DeKalb County",5586,449,2212,120,1725,487,1972,146,89.2,4.5,1691,726,965,98,42.9,57,281,-9,-6,5.6,240,102,10.8,4.6,34,2,9,1.1,1.6,7.1,5.9,711,107,32.1,4.5,298,100,13.5,4.5,328,105,14.8,4.7,1586,190,72,7.7,735,110,37.3,4.8,1237,139,62.7,5.3,ARC 10,671.7210083,4.8141098,676.53497314,1.04955995,0.00752205,1.05709004,021410,DeKalb,{1AA23C29-91D6-4681-A4DE-95FDC0C982CB},
7,13045910900,13045,"Census Tract 9109, Carroll County",4064,348,1537,77,1326,211,1411,85,91.8,3.1,1237,1004,233,93.3,81.2,19,174,-2,-3,2.6,126,78,8.2,5.1,89,6.7,2,0,1.2,7.6,12.3,1152,114,75,6.4,203,78,13.2,5,606,125,39.4,7.9,728,149,47,9.4,1109,96,78.6,4.9,302,89,21.4,6.2,ARC 20,32149.59960938,480.14801025,32629.69921875,50.2336998,0.75023103,50.98389816,910900,Carroll,{54BBA89A-CB96-460D-8617-961F33B05953},
813,13089022500,13089,"Census Tract 225, DeKalb County",5933,579,2392,204,2456,-64,2278,209,95.2,3.2,2385,1390,995,97.1,58.3,42,-107,-2,0,0.1,114,111,4.8,4.6,71,2.9,2,3.8,6.1,1.9,3,1115,153,46.6,5,424,148,17.7,6,642,190,26.8,7.6,1326,229,55,8.3,1326,175,58.2,5.5,952,195,41.8,7.7,ARC 10,696.08300781,0,696.08300781,1.08763003,0,1.08763003,022500,DeKalb,{557196BE-1BCD-4F3F-B549-964DC0ABD1F1},
801,13089023102,13089,"Census Tract 231.02, DeKalb County",3412,335,1740,61,1558,182,1533,86,88.1,3.9,1506,670,836,96.7,44.5,56,27,-9,-2,1.5,207,77,11.9,4.4,52,3.3,9,2.7,4.1,6.1,4.9,829,77,47.6,4.1,152,57,8.7,3.3,127,68,7.3,3.9,1461,204,84,11.4,659,74,43,4.2,874,106,57,6.1,ARC 10,619.54998779,1.89159,621.440979,0.96804702,0.00295561,0.97100198,023102,DeKalb,{7B6C2B68-1180-4E53-8007-967116A90AE1},
143,13117130404,13117,"Census Tract 1304.04, Forsyth County",4530,289,1334,34,455,879,1311,52,98.3,3,429,397,32,94.3,92.5,8,882,4,-2,2.3,23,29,1.7,2.2,26,5.7,-4,0,1.1,0,10.1,1291,40,96.8,1.7,932,85,69.9,6.1,362,81,27.1,6,40,35,3,2.6,1182,101,90.2,6.8,129,76,9.8,5.8,ARC 20,1605.52001953,13.56830025,1619.08996582,2.50863004,0.0212005,2.52982998,130404,Forsyth,{20BAA862-14CA-4E82-BF1A-9686250F5E16},
478,13121010108,13121,"Census Tract 101.08, Fulton County",3451,302,1542,58,1379,163,1390,92,90.1,4.9,1329,1126,203,96.4,84.7,15,61,-6,-4,4,152,82,9.9,5.3,50,3.6,6,5.8,5.3,0,4.9,1257,79,81.5,4.1,216,76,14,4.9,1104,141,71.6,8.8,222,78,14,5.1,1122,101,80.7,4.9,268,66,19.3,4.6,ARC 10,1227.65002441,21.46929932,1249.11999512,1.91820002,0.0335458,1.95175004,010108,Fulton,{5BC35A25-FC59-4D7E-BBC1-9687B5FF7882},
832,13089021415,13089,"Census Tract 214.15, DeKalb County",3940,308,1788,84,1731,57,1686,95,94.3,2.9,1611,662,949,93.1,41.1,59,75,1,8,-8.5,102,62,5.7,3.5,120,6.9,-1,4.9,4.9,4.5,4.3,726,109,40.6,5.8,479,100,26.8,5.5,900,130,50.3,6.9,409,109,23,6,836,90,49.6,4.5,850,99,50.4,5.1,ARC 10,500.44299316,5.09357977,505.53601074,0.78194201,0.00795872,0.7899,021415,DeKalb,{44FD0271-0A3D-475A-991D-96E70628B571},
850,13089021908,13089,"Census Tract 219.08, DeKalb County",5978,788,2344,55,1898,446,2074,151,88.5,6.1,1801,664,1137,94.9,36.9,63,273,-6,-13,12.7,270,134,11.5,5.7,97,5.1,6,6.3,10.2,11.5,7.1,591,137,25.2,5.8,461,182,19.7,7.7,534,176,22.8,7.5,1349,282,58,12,502,106,24.2,4.8,1572,176,75.8,6.4,ARC 10,829.99102783,23.78170013,853.77197266,1.29685998,0.0371589,1.33402002,021908,DeKalb,{8E27CE95-833B-4756-9262-973A880E2D6E},
495,13121008601,13121,"Census Tract 86.01, Fulton County",4095,540,2113,95,2099,14,1559,127,73.8,5,1942,780,1162,92.5,40.2,60,-383,-19,-10,9.5,554,118,26.2,5.5,157,7.5,19,5.6,6.5,7.1,5.1,1152,140,54.5,6.2,264,97,12.5,4.5,243,98,11.5,4.6,1606,224,76,10,479,75,30.7,4.1,1080,132,69.3,6.3,ARC 10,1114.4699707,0,1114.4699707,1.74135995,0,1.74135995,008601,Fulton,{6D2AA532-CDFA-4C61-8BD5-9805AC66D9E2},
942,13223120301,13223,"Census Tract 1203.01, Paulding County",5779,664,2464,175,1481,983,2202,250,89.4,7.9,1345,935,410,90.8,69.5,30,857,-1,-11,11.3,262,159,10.6,6.4,136,9.2,1,0,1.3,5.1,7.9,1809,162,73.4,4,941,167,38.2,6.2,1012,250,41.1,9.7,511,176,21,7,1281,198,58.2,6.1,921,219,41.8,8.7,ARC 20,5111.18017578,39.76319885,5150.95019531,7.98621988,0.06213,8.04835987,120301,Paulding,{CC1DB95E-BD15-4796-8C4D-981B942779A0},
696,13077170601,13077,"Census Tract 1706.01, Coweta County",7682,716,3119,160,2379,740,2899,195,92.9,4,2243,1072,1171,94.3,47.8,52,656,-1,-5,5.1,220,135,7.1,4.3,136,5.7,1,3.5,5.3,1.8,2.8,2171,235,69.6,6.6,725,221,23.2,7,667,226,21.4,7.2,1727,346,55,10.7,1237,211,42.7,6.7,1662,241,57.3,7.4,ARC 20,5868.39013672,169.28999329,6037.68017578,9.16936016,0.264516,9.43387985,170601,Coweta,{3A48602C-4820-41A8-B3E5-989088737DCC},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,0,13,0,0,0,13,,,0,0,0,,,,0,,,,0,13,,,0,,,,,,,0,13,,,0,23,,,0,18,,,0,29,,,0,13,,,0,13,,,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,{A5DFF1E4-FE1F-4DE7-8763-98BC306B6F16},
635,13121006802,13121,"Census Tract 68.02, Fulton County",2048,319,556,28,520,36,487,48,87.6,7.4,492,99,393,94.6,20.1,80,-5,-7,-4,3.9,69,37,12.4,6.6,28,5.4,7,0,16.5,3,4.6,146,42,26.3,7.4,47,41,8.5,7.4,126,53,22.7,9.4,383,77,69,13.4,79,30,16.2,5.9,408,46,83.8,4.6,ARC 10,179.36099243,0,179.36099243,0.28025201,0,0.28025201,006802,Fulton,{C7EF7C1E-CC9B-48AB-8F3A-98D18A193E32},
