OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Total_housing_units,Total_housing_units_MOE,Num_Total_housing_units_2000,ChgNum_Housing_units_2000_16,Num_Occupied_housing_units,Num_Occupied_housing_units_MOE,Pct_Occupied_housing_units,Pct_Occupied_housing_units_MOE,Num_Occupied_housing_units_2000,Num_OwnOcc_HousUnits_2000,Num_RentOcc_HousUnits_2000,Pct_Occupied_housing_units_2000,Pct_OwnOcc_HousUnits_2000,Pct_RentOcc_HousUnits_2000,ChgNum_OccHousUnits_2000_16,ChgPct_OccHousUnits_2000_16,ChgPct_OwnOcc_HousUnits_2000_16,ChgPct_RentOcc_Units_2000_16,Num_Vacant_housing_units,Num_Vacant_housing_units_MOE,Pct_Vacant_housing_units,Pct_Vacant_housing_units_MOE,Num_VacHousUnits_2000,Pct_VacHousUnits_2000,Chg_Pct_VacHousUnits_2000_16,Homeowner_vacancy_rate,Homeowner_vacancy_rate_MOE,Rental_vacancy_rate,Rental_vacancy_rate_MOE,Num_1Unit_Detatched,Num_1Unit_Detatched_MOE,Pct_1Unit_Detached,Pct_1Unit_Detached_MOE,Hous_Units_Built_Since_2000,Hous_Units_Built_Since_2000_MOE,Pct_Units_Built_Since_2000,Pct_Units_Built_Since_2000_MOE,Units_Built_1980_to_1999,Units_Built_1980_to_1999_MOE,Pct_Units_Built_1980_1999,Pct_Units_Built_1980_1999_MOE,Units_Built_1979_or_Earlier,Units_Built_1979_or_Earlier_MOE,Pct_Units_Built_1979earlier,Pct_Units_Built_1979earlier_MOE,Owner_Occ_Housing_Units,Owner_Occ_Housing_Units_MOE,Pct_Owner_Occ_Housing_Units,Pct_Owner_Occ_Housing_Units_MOE,Renter_Occ_Housing_Units,Renter_Occ_Housing_Units_MOE,Pct_Renter_Occ_Units,Pct_Renter_Occ_Units_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
6,13045910200,13045,"Census Tract 9102, Carroll County",11669,1080,4554,340,2906,1648,4067,364,89.3,4.4,2648,2209,439,91.1,83.4,17,1419,-2,-10,10.1,487,322,10.7,7,258,8.9,2,1,1.6,0,1.8,3563,376,78.2,5.8,2030,373,44.6,7.5,1194,326,26.2,6.9,1330,433,29,9.2,2983,412,73.3,7.7,1084,303,26.7,7.1,ARC 20,29329.30078125,392.24899292,29721.59960938,45.82699966,0.61288899,46.43999863,910200,Carroll,{85CB4B4D-D21C-47E6-B70C-37E84A835E9B},
525,13121009402,13121,"Census Tract 94.02, Fulton County",4829,479,2758,112,1504,1254,2378,156,86.2,4.4,1269,11,1258,84.4,0.9,99,1109,2,10,-9.6,380,124,13.8,4.5,235,15.6,-2,6,8.9,6.9,3.5,51,50,1.8,1.8,1851,188,67.1,6.3,653,140,23.7,5,254,96,9,3.5,249,71,10.5,2.9,2129,153,89.5,2.6,ARC 10,330.49200439,5.63819981,336.13000488,0.51639402,0.00880969,0.52520299,009402,Fulton,{2F8F817F-D676-4982-B0F3-3806CAFAC0D9},
145,13117130601,13117,"Census Tract 1306.01, Forsyth County",4954,460,1764,103,585,1179,1695,118,96.1,3.6,570,458,112,97.4,80.4,20,1125,-1,-1,0.6,69,62,3.9,3.5,15,2.6,1,0,1,0,3.8,949,130,53.8,6.7,1211,181,68.7,9.5,409,121,23.2,6.7,144,62,8,3.5,1353,120,79.8,4.4,342,137,20.2,8,ARC 20,4245.14013672,23.4545002,4268.58984375,6.63302994,0.0366477,6.6696701,130601,Forsyth,{72D17A10-9820-428A-85FE-382B9E66156B},
598,13121006500,13121,"Census Tract 65, Fulton County",4611,779,1816,55,1711,105,1336,131,73.6,6.9,1544,995,549,90.2,64.4,36,-208,-17,-7,6.8,480,132,26.4,7.2,167,9.8,17,0,1.7,4.1,6.5,1546,120,85.1,6.1,57,46,3.1,2.5,132,84,7.3,4.6,1627,260,90,14.1,770,148,57.6,9.5,566,138,42.4,9.5,ARC 10,810.56799316,0,810.56799316,1.26651001,0,1.26651001,006500,Fulton,{3DD869AA-1FD8-4653-ADBD-3886E24E5F3E},
490,13121010205,13121,"Census Tract 102.05, Fulton County",5347,451,2522,92,2170,352,2279,171,90.4,5.9,2035,1658,377,93.8,81.5,18,244,-3,0,0.4,243,159,9.6,6.3,135,6.2,3,7.1,6.2,0,4.2,1636,167,64.9,6.2,462,171,18.3,6.8,691,196,27.4,7.7,1369,229,54,8.8,1849,177,81.1,4.8,430,137,18.9,5.8,ARC 10,1629.31005859,3.76391006,1633.06994629,2.54579997,0.00588111,2.55167007,010205,Fulton,{F3ECD38F-A437-4924-B4D8-38A970D6F49C},
56,13067030324,13067,"Census Tract 303.24, Cobb County",3730,269,1274,28,1235,39,1252,45,98.3,2.8,1216,1143,73,98.5,94,6,36,0,-9,9.3,22,35,1.7,2.7,19,1.5,0,0,1.2,0,6.8,1261,35,99,1.7,31,26,2.4,2.1,1000,116,78.5,9,243,72,19,5.6,1060,94,84.7,6.9,192,91,15.3,7.2,ARC 10,905.3170166,9.96551037,915.28198242,1.41455996,0.0155711,1.43013,030324,Cobb,{96D63825-B7DD-4624-B720-3937DAA2092E},
446,13121011301,13121,"Census Tract 113.01, Fulton County",4574,476,2076,116,2107,-31,1664,140,80.2,5,2034,1703,331,96.5,83.7,16,-370,-16,-2,1.7,412,113,19.8,5.3,73,3.5,16,3.5,3.3,10.7,12.8,1957,130,94.3,3.4,53,50,2.6,2.4,81,49,3.9,2.3,1942,231,94,9.8,1364,158,82,6.5,300,118,18,6.9,ARC 10,1244.0300293,6.67802,1250.70996094,1.94379997,0.0104344,1.95422995,011301,Fulton,{3B49D4C8-C173-470D-AEA2-39594D7C23F5},
853,13089023212,13089,"Census Tract 232.12, DeKalb County",3958,446,1438,33,1377,61,1281,88,89.1,5.8,1335,998,337,96.9,74.8,25,-54,-8,-8,8.4,157,80,10.9,5.6,42,3.1,8,2.1,3.5,7.5,8.6,1122,117,78,7.9,107,76,7.4,5.3,658,122,45.8,8.5,673,129,47,8.9,851,112,66.4,7.5,430,120,33.6,9.1,ARC 10,867.58197021,9.14216042,876.72399902,1.3556,0.0142846,1.36987996,023212,DeKalb,{FC89E19C-01D3-46A5-B188-39DD91E336DF},
109,13067030337,13067,"Census Tract 303.37, Cobb County",4259,286,1750,31,1656,94,1618,83,92.5,4.5,1637,1580,57,98.9,96.5,4,-19,-6,-7,7.1,132,78,7.5,4.5,19,1.1,6,4.4,4,0,7.6,1566,65,89.5,3.4,94,55,5.4,3.2,962,131,55,7.4,694,115,40,6.6,1446,90,89.4,3.2,172,72,10.6,4.4,ARC 10,1124.06994629,32.01369858,1156.07995605,1.75636005,0.0500214,1.80637002,030337,Cobb,{68563A19-3AFC-49FD-A1D8-39E54AA01F04},
566,13121011614,13121,"Census Tract 116.14, Fulton County",14618,962,6412,310,3058,3354,5889,340,91.8,2.9,2739,1872,867,89.6,68.3,32,3150,2,-23,23.3,523,248,8.2,3.8,319,10.4,-2,4.4,4.9,4.2,4.6,2530,387,39.5,5.7,2298,412,35.8,6.2,3795,561,59.2,8.3,319,174,5,2.7,2651,426,45,6.8,3238,372,55,5.5,ARC 10,2087.4699707,14.08349991,2101.56005859,3.26167011,0.0220055,3.28368998,011614,Fulton,{247947CB-4D6D-405E-9305-3A3B3BA4F7E8},
356,13217100901,13217,"Census Tract 1009.01, Newton County",10297,730,3749,145,1913,1836,3568,215,95.2,4.4,1852,1715,137,96.8,92.6,7,1716,-2,-8,8.2,181,154,4.8,4.1,61,3.2,2,1,1.6,6.7,10.4,3689,142,98.4,5.4,1717,267,45.8,6.9,1687,318,45,8.3,345,159,9,4.2,3012,290,84.4,6.3,556,208,15.6,5.8,ARC 20,15595.09960938,125.97200012,15721.09960938,24.36730003,0.196831,24.56419945,100901,Newton,{85C94CFA-E6A9-414E-B03A-3AAAAD57C7DD},
253,13063040204,13063,"Census Tract 402.04, Clayton County",3639,449,2041,71,2112,-71,1534,122,75.2,5.4,2001,442,1559,94.7,22.1,78,-467,-20,8,-8.3,507,111,24.8,5.4,111,5.3,20,0,2.8,23.6,7.1,630,123,30.9,5.9,318,116,15.6,5.7,759,157,37.2,7.6,964,174,47,8.3,466,94,30.4,5.6,1068,141,69.6,7.3,ARC 10,673.22900391,5.47782993,678.70697021,1.05192006,0.00855911,1.06048,040204,Clayton,{071BA36E-E140-4C4D-A300-3AB65BDD52D0},
171,13067030412,13067,"Census Tract 304.12, Cobb County",4937,486,2156,58,2017,139,1794,126,83.2,5.4,1872,369,1503,92.8,19.7,80,-78,-10,-5,5,362,119,16.8,5.5,145,7.2,10,0,4.9,16.7,5.8,63,60,2.9,2.8,47,44,2.2,2,1167,177,54.1,8.1,942,171,44,7.8,264,79,14.7,4.3,1530,138,85.3,4.8,ARC 10,494.25900269,1.43765998,495.69699097,0.77227998,0.00224634,0.77452701,030412,Cobb,{43543A09-E456-400E-86A4-3B61A76F9D7D},
472,13121008903,13121,"Census Tract 89.03, Fulton County",1667,330,950,83,996,-46,725,86,76.3,6.1,973,100,873,97.7,10.3,90,-248,-21,34,-34.4,225,68,23.7,6.9,23,2.3,21,0,3.8,17.5,9.4,57,38,6,4,475,88,50,8.1,96,51,10.1,5.3,379,105,40,10.5,324,73,44.7,8.6,401,73,55.3,7.6,ARC 10,284.45199585,2.09941006,286.55099487,0.44445601,0.00328033,0.447736,008903,Fulton,{AF401829-D595-410E-B2AA-3B9190C9036C},
784,13089023315,13089,"Census Tract 233.15, DeKalb County",4969,517,1981,49,1023,958,1700,125,85.8,5.9,976,911,65,95.4,93.3,7,724,-10,-9,8.9,281,118,14.2,5.9,47,4.6,10,2,3.2,6.6,9.7,1955,51,98.7,0.8,792,159,40,8,905,193,45.7,9.7,284,96,14,4.9,1434,144,84.4,5.8,266,124,15.6,7.2,ARC 10,5756.79003906,89.70320129,5846.49023438,8.99497986,0.14016099,9.13514042,023315,DeKalb,{CA5221DD-9EB6-48BE-AD59-3BDE4E3AA904},
506,13121003500,13121,"Census Tract 35, Fulton County",2212,327,748,59,728,20,631,68,84.4,6.2,655,176,479,90,26.9,73,-24,-6,10,-9.6,117,51,15.6,6.7,73,10,6,6.5,8.2,5.5,5.6,22,27,2.9,3.6,181,76,24.2,10,106,55,14.2,7.3,461,79,62,9.3,230,64,36.5,9.4,401,75,63.5,9.7,ARC 10,341.11499023,0,341.11499023,0.53299201,0,0.53299201,003500,Fulton,{4B0A4541-B8F3-4137-905E-3BF51F851E2F},
163,13117130104,13117,"Census Tract 1301.04, Forsyth County",4066,287,1770,59,1074,696,1487,94,84,4.5,880,803,77,81.9,91.3,9,607,2,-11,10.9,283,96,16,5.4,194,18.1,-2,6.3,4.6,0,4.5,1616,94,91.3,4.4,622,123,35.1,6.9,716,131,40.5,7.3,432,136,24,7.6,1196,131,80.4,7.2,291,109,19.6,7.2,ARC 20,5158.79980469,2164.89990234,7323.70019531,8.06062984,3.38265991,11.44330025,130104,Forsyth,{2CFE8EE8-6336-432E-9309-3C0C38A7E165},
509,13121011412,13121,"Census Tract 114.12, Fulton County",9173,630,3758,144,3117,641,3465,176,92.2,3.1,3049,1928,1121,97.8,63.2,37,416,-6,-2,2.2,293,167,7.8,4.4,68,2.2,6,1.5,1.7,6,6.6,2163,215,57.6,5.3,646,153,17.2,4,2684,321,71.4,8.1,428,157,11,4.1,2113,195,61,4.7,1352,185,39,5,ARC 10,2199.68994141,22.83869934,2222.5300293,3.43702006,0.0356855,3.47270012,011412,Fulton,{92F21B94-C429-481D-9146-3D8AA4789DCE},
561,13121010512,13121,"Census Tract 105.12, Fulton County",6473,865,3108,258,2489,619,2264,257,72.8,5.6,2299,754,1545,92.4,32.8,67,-35,-20,-9,9.2,844,226,27.2,6.9,190,7.6,20,10,10.8,16.5,8,726,146,23.4,4.3,895,170,28.8,4.9,1155,270,37.2,8.1,1058,274,34,8.4,534,137,23.6,5.4,1730,270,76.4,8.2,ARC 10,2265.51000977,20.22109985,2285.72998047,3.53986001,0.0315955,3.57145,010512,Fulton,{D7125EB8-9ACF-4C3D-B903-3DDFB5601C4E},
332,13135050548,13135,"Census Tract 505.48, Gwinnett County",11031,767,3112,90,1668,1444,2889,167,92.8,4.6,1630,1558,72,97.7,95.6,4,1259,-5,-8,8.5,223,149,7.2,4.8,38,2.3,5,1.4,2.2,8.1,11.5,3001,113,96.4,2.3,1428,180,45.9,5.6,1433,217,46,6.8,251,119,8,3.8,2517,165,87.1,2.7,372,140,12.9,4.8,ARC 10,4897.02978516,71.0789032,4968.10986328,7.6516099,0.111061,7.76267004,050548,Gwinnett,{9E8D5E42-BF96-4CA8-A31B-3E32330CCE3D},
106,13067030235,13067,"Census Tract 302.35, Cobb County",4848,311,1721,31,1451,270,1663,60,96.6,3,1393,1347,46,96,96.7,3,270,1,-2,2.2,58,54,3.4,3.1,58,4,-1,0,0.8,0,14.1,1706,36,99.1,1.1,292,80,17,4.6,1272,139,73.9,8,157,72,9,4.2,1571,73,94.5,2.8,92,56,5.5,3.4,ARC 10,3074.04003906,17.32159996,3091.36010742,4.80319023,0.027065,4.83024979,030235,Cobb,{69B6B593-2C88-469D-A83C-3ECDE9B0E819},
887,13297110507,13297,"Census Tract 1105.07, Walton County",7831,635,2608,167,1314,1294,2496,184,95.7,3.5,1262,1161,101,96,92,8,1234,0,-14,13.7,112,118,4.3,4.5,52,4,0,0,0.9,0,3,2140,215,82.1,6.4,1164,211,44.6,7.6,1234,226,47.3,8.1,210,110,8,4.2,1954,217,78.3,6.5,542,141,21.7,5.4,ARC 20,7177.54980469,50.42509842,7227.97998047,11.21490002,0.0787892,11.29370022,110507,Walton,{93F7B11D-B01C-4B33-8311-3F0DC9E51650},
654,13121009502,13121,"Census Tract 95.02, Fulton County",3354,397,2485,214,2621,-136,1806,230,72.7,6.8,2185,879,1306,83.4,40.2,60,-379,-11,5,-5.1,679,207,27.3,8,436,16.6,11,9.3,9.7,0,1.3,362,130,14.6,5.1,573,179,23.1,6.9,747,221,30.1,8.5,1165,282,47,10.6,818,166,45.3,7.2,988,212,54.7,9.4,ARC 10,461.61199951,0,461.61199951,0.72126901,0,0.72126901,009502,Fulton,{AAE96D90-F293-4E6C-909C-3F13C3FAF362},
690,13097080509,13097,"Census Tract 805.09, Douglas County",5958,573,2144,95,1618,526,1978,149,92.3,5.6,1559,1468,91,96.4,94.2,6,419,-4,-10,9.8,166,107,7.7,5,59,3.6,4,2.6,3.1,3,4.5,2125,97,99.1,1.1,714,197,33.3,9.1,911,173,42.5,7.8,519,122,24,5.6,1669,166,84.4,5.5,309,134,15.6,6.7,ARC 10,2135.15991211,13.86009979,2149.02001953,3.33618999,0.0216564,3.35784006,080509,Douglas,{EA1B8C0B-F859-4989-A3A5-3F69DA368BA5},
401,13135050309,13135,"Census Tract 503.09, Gwinnett County",8496,494,3610,88,3046,564,3411,140,94.5,3.1,2964,2120,844,97.3,71.5,28,447,-3,-6,5.8,199,126,5.5,3.5,82,2.7,3,0.4,0.6,4.3,5.4,2455,157,68,4,527,175,14.6,4.8,2666,313,73.9,8.5,417,123,12,3.4,2240,166,65.7,4.1,1171,186,34.3,5.3,ARC 10,2968.37988281,103.25099945,3071.62988281,4.63809013,0.16133,4.79941988,050309,Gwinnett,{3D8DCF2F-20D7-4157-B518-3FA617AEFBF5},
776,13089023801,13089,"Census Tract 238.01, DeKalb County",3822,377,1986,55,1734,252,1589,126,80,5.9,1593,971,622,91.9,61,39,-4,-12,9,-8.7,397,126,20,6.3,141,8.1,12,2.3,2.9,8.2,9.1,1258,108,63.3,5.1,601,117,30.3,5.8,158,76,8,3.8,1227,173,62,8.5,1107,129,69.7,5.9,482,116,30.3,6.9,ARC 10,1054.47998047,6.62119007,1061.09997559,1.64761996,0.0103456,1.65796995,023801,DeKalb,{44BD971C-ABEE-478B-8A3E-405C25A661E5},
718,13077170100,13077,"Census Tract 1701, Coweta County",7428,505,2753,152,2171,582,2654,162,96.4,2.5,2055,1795,260,94.7,87.3,13,599,2,-3,2.6,99,83,3.6,3,116,5.3,-2,0,0.8,0,4.2,2568,194,93.3,4.8,703,189,25.5,6.7,1275,255,46.3,8.9,775,215,28,7.6,2247,202,84.7,5.6,407,138,15.3,5.1,ARC 20,54800,413.34799194,55213.30078125,85.625,0.64585602,86.27079773,170100,Coweta,{50AA447F-634F-41AB-937A-408BE2936B0E},
239,13063040622,13063,"Census Tract 406.22, Clayton County",8472,842,2495,105,2649,-154,2303,124,92.3,3.1,2543,2346,197,96,92.3,8,-240,-4,-34,34.5,192,123,7.7,4.9,106,4,4,4.5,4.6,8.8,7.8,1681,230,67.4,8.8,584,166,23.4,6.6,1655,268,66.3,10.4,256,121,10,4.8,1330,211,57.8,8.6,973,207,42.2,8.7,ARC 10,2036.93005371,30.02449989,2066.94995117,3.18269992,0.0469133,3.22960997,040622,Clayton,{A5E6C035-1ADF-45C6-BA39-40AEED76C669},
675,13255160200,13255,"Census Tract 1602, Spalding County",6319,507,2793,133,1671,1122,2433,183,87.1,5.1,1578,1327,251,94.4,84.1,16,855,-7,-4,3.7,360,135,12.9,4.8,93,5.6,7,6.2,5,9.7,12.8,2069,199,74.1,6.2,1062,210,38,7.3,1040,251,37.2,8.8,691,190,25,6.7,1956,205,80.4,5.9,477,164,19.6,6.6,ARC 20,22133.80078125,232.83099365,22366.59960938,34.58409882,0.36379799,34.94779968,160200,Spalding,{84415CF1-653C-4CAF-99FD-40E6E457AB92},
382,13135050606,13135,"Census Tract 506.06, Gwinnett County",25316,1696,7554,212,2691,4863,7287,317,96.5,3.2,2604,2456,148,96.8,94.3,6,4683,0,-22,21.7,267,272,3.5,3.6,87,3.2,0,1.6,2.5,0,1.2,6251,412,82.8,4.9,4555,609,60.3,7.9,2344,571,31,7.5,655,391,9,5.2,5288,503,72.6,6.1,1999,522,27.4,7.1,ARC 10,9532,76.67240143,9608.66992188,14.89379978,0.119801,15.01350021,050606,Gwinnett,{9536E1FF-D275-49F9-A215-4112E89B994E},
25,13113140405,13113,"Census Tract 1404.05, Fayette County",3829,294,1360,67,1128,232,1301,79,95.7,3.4,1108,1077,31,98.2,97.2,3,193,-2,-6,6.1,59,58,4.3,4.3,20,1.8,2,0,1.1,0,11.2,1350,71,99.3,1.8,133,67,9.8,4.9,854,150,62.8,10.6,373,125,27,9.1,1185,91,91.1,4.3,116,71,8.9,5.4,ARC 10,4918.27978516,133.022995,5051.31005859,7.68481016,0.207848,7.89267015,140405,Fayette,{C96F5C99-BCB6-481A-9A0B-41764014EB0F},
700,13077170404,13077,"Census Tract 1704.04, Coweta County",5612,434,2175,98,1759,416,2125,107,97.7,2.2,1732,1678,54,98.5,96.9,3,393,-1,-6,6,50,58,2.3,2.7,27,1.5,1,0,0.9,0,9.3,2095,108,96.3,2.4,441,148,20.3,6.7,1631,235,75,10.3,103,78,5,3.6,1932,132,90.9,4.2,193,96,9.1,4.5,ARC 20,4705.79003906,81.40100098,4787.18994141,7.35279989,0.127189,7.47997999,170404,Coweta,{A9262C81-E9AB-4C2E-96E0-4177AA605A80},
719,13097080201,13097,"Census Tract 802.01, Douglas County",5309,865,1978,159,1825,153,1842,185,93.1,5.6,1730,1509,221,94.8,87.2,13,112,-2,-7,6.9,136,109,6.9,5.5,95,5.2,2,0,1.2,0,5,1698,169,85.8,5,309,131,15.6,6.5,695,194,35.1,9.4,974,256,49,12.3,1480,219,80.3,8.7,362,163,19.7,8.6,ARC 10,4693.62011719,8.94719028,4702.56982422,7.33377981,0.01398,7.34777021,080201,Douglas,{05F2BABE-6FA6-433B-B7BC-41A082C061E1},
873,13057091007,13057,"Census Tract 910.07, Cherokee County",6985,437,2362,56,2103,259,2333,68,98.8,1.7,2024,1956,68,96.2,96.6,3,309,3,-4,3.5,29,44,1.2,1.9,79,3.8,-3,1.3,2,0,11.1,2287,75,96.8,2.2,245,126,10.4,5.3,2055,218,87,9,62,63,3,2.7,2171,121,93.1,4.4,162,103,6.9,4.4,ARC 10,2158.01000977,238.65600586,2396.66992188,3.37189007,0.37290001,3.74480009,091007,Cherokee,{F087C714-973A-4F00-B09C-420467B93FCB},
868,13089023209,13089,"Census Tract 232.09, DeKalb County",6211,675,1913,38,1855,58,1755,81,91.7,3.8,1814,1657,157,97.8,91.3,9,-59,-6,-13,12.7,158,79,8.3,4.1,41,2.2,6,0,1.3,4.1,6.8,1852,68,96.8,3,85,61,4.4,3.2,1061,181,55.5,9.4,767,165,40,8.6,1379,108,78.6,5,376,91,21.4,5.1,ARC 10,1123.93994141,14.5656004,1138.51000977,1.75616002,0.0227588,1.77892005,023209,DeKalb,{EBE97C24-BF98-4EC0-8D2F-42103CE43206},
937,13223120502,13223,"Census Tract 1205.02, Paulding County",8774,597,3358,107,2577,781,3004,158,89.5,3.7,2514,2295,219,97.6,91.3,9,490,-8,-7,6.9,354,153,10.5,4.5,63,2.4,8,3.6,4.1,9.1,14.3,3220,129,95.9,2.3,841,199,25,5.9,2125,267,63.3,7.7,392,152,12,4.5,2536,220,84.4,5.8,468,190,15.6,6.3,ARC 20,6172.62988281,78.12259674,6250.75,9.64472961,0.122067,9.76679993,120502,Paulding,{6C797099-8B4B-48C2-A2C0-42B5F5847A5B},
632,13121006100,13121,"Census Tract 61, Fulton County",3876,505,1796,55,1654,142,1324,145,73.7,7.8,1532,1084,448,92.6,70.8,29,-208,-19,-24,24.3,472,116,26.3,6.4,122,7.4,19,2.8,4.5,4.8,5.7,1682,75,93.7,3,78,56,4.3,3.1,131,72,7.3,4,1587,212,88,11.5,616,108,46.5,6.4,708,147,53.5,9.4,ARC 10,555.23498535,0,555.23498535,0.86755502,0,0.86755502,006100,Fulton,{50F43D4C-CC11-47C8-8375-42F362743BD2},
328,13135050724,13135,"Census Tract 507.24, Gwinnett County",15785,1219,5999,205,2176,3823,5545,323,92.4,4.4,2102,1766,336,96.6,84,16,3443,-4,-9,8.8,454,284,7.6,4.7,74,3.4,4,0.4,0.6,16.8,14.7,4973,327,82.9,4.7,3940,381,65.7,5.9,1608,363,26.8,6,451,185,8,3.1,4168,377,75.2,5.2,1377,331,24.8,5.8,ARC 10,6361.72998047,117.55799866,6479.27978516,9.94019985,0.18368401,10.12390041,050724,Gwinnett,{1D3EAFFB-1B57-45BF-89AB-430936C63F4D},
604,13121011503,13121,"Census Tract 115.03, Fulton County",10670,549,3405,87,2081,1324,3405,87,100,0,2006,1803,203,96.4,89.9,10,1399,4,2,-1.9,0,20,0,0.6,74,3.6,-4,0,0.6,0,7.1,3244,144,95.3,3.5,1191,212,35,6.2,1955,308,57.4,8.9,259,113,8,3.3,3125,161,91.8,4.1,280,155,8.2,4.5,ARC 10,7547.93017578,130.94900513,7678.87988281,11.79360008,0.20460799,11.9982996,011503,Fulton,{DA816B94-DBEE-4D5B-BB5E-4372C8141876},
8,13045910300,13045,"Census Tract 9103, Carroll County",5978,488,2436,146,2098,338,2164,178,88.8,5,1955,1562,393,93.2,79.9,20,209,-4,-13,12.9,272,112,11.2,4.5,143,6.8,4,1.1,1.8,13,11.5,1965,186,80.7,5.9,514,136,21.1,5.4,985,230,40.4,9.1,937,203,38,8,1450,208,67,7.9,714,184,33,8.1,ARC 20,36344.8984375,214.26400757,36559.1015625,56.78889847,0.33478799,57.12360001,910300,Carroll,{AE63647E-2F98-4AEC-843A-43932C832F4C},
351,13135050432,13135,"Census Tract 504.32, Gwinnett County",6166,482,2076,53,1865,211,1877,109,90.4,4.7,1829,1697,132,98.1,92.8,7,48,-8,-17,16.8,199,91,9.6,4.4,36,1.9,8,0,1.3,1.7,2.6,1772,90,85.4,3.7,190,74,9.2,3.6,1173,169,56.5,8,713,135,34,6.4,1427,143,76,6.2,450,115,24,6,ARC 10,1416.90002441,5.74619007,1422.65002441,2.2139101,0.00897842,2.2228899,050432,Gwinnett,{778706B3-0F15-4205-BC6A-43A0953AB5D6},
804,13089021217,13089,"Census Tract 212.17, DeKalb County",2191,213,1022,47,1029,-7,911,69,89.1,5.4,1005,629,376,97.7,62.6,37,-94,-9,0,0.3,111,52,10.9,5.1,24,2.3,9,0,2.2,16.7,9.4,656,71,64.2,6.3,29,29,2.8,2.9,271,67,26.5,6.5,722,101,71,9.3,568,73,62.3,6.5,343,65,37.7,6.5,ARC 10,414.34698486,0,414.34698486,0.64741701,0,0.64741701,021217,DeKalb,{46D93342-11BE-4CC7-93FC-43CF1B0D633D},
736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,1589,52,1660,-71,1426,94,89.7,5.1,1618,1268,350,97.5,78.4,22,-192,-8,4,-3.8,163,93,10.3,5.8,42,2.5,8,0.5,0.8,13.6,14.3,1319,90,83,5,152,71,9.6,4.5,139,53,8.7,3.3,1298,166,82,10.1,1172,84,82.2,2.3,254,85,17.8,5.8,ARC 10,1213.94995117,2.22641993,1216.18005371,1.89680004,0.00347878,1.90028,022403,DeKalb,{AE387D41-AE6B-40D3-B51C-43E4B5E7B682},
575,13121001700,13121,"Census Tract 17, Fulton County",4278,469,2395,94,1362,1033,2119,149,88.5,5.2,1180,263,917,86.6,22.3,78,939,2,-2,1.6,276,117,11.5,4.9,182,13.4,-2,4,6.5,7.1,4.7,502,110,21,4.5,1244,182,51.9,7.3,403,133,16.8,5.5,748,163,31,6.7,439,92,20.7,4.1,1680,157,79.3,4.9,ARC 10,308.34698486,0,308.34698486,0.481792,0,0.481792,001700,Fulton,{2D31DDFA-AEFE-4ED9-A6D9-44646184B7D3},
387,13135050109,13135,"Census Tract 501.09, Gwinnett County",7930,697,2546,112,1491,1055,2366,184,92.9,6,1447,1099,348,97,76,24,919,-4,-2,2,180,138,7.1,5.4,44,3,4,2.6,4,2.4,4.4,2112,184,83,6.2,1083,201,42.5,7.7,1195,242,46.9,9.3,268,132,10,5.2,1750,218,74,7.2,616,202,26,8.3,ARC 10,2161.40991211,5.64784002,2167.06005859,3.37719989,0.00882475,3.38602996,050109,Gwinnett,{E2B274F3-1D0A-4A48-8A11-449E51B1145E},
9,13045911100,13045,"Census Tract 9111, Carroll County",7217,756,3339,144,2847,492,2962,205,88.7,4.8,2708,1701,1007,95.1,62.8,37,254,-6,-15,15.1,377,160,11.3,4.8,139,4.9,6,2.4,2.7,2.6,4.2,2102,229,63,6.3,448,189,13.4,5.6,1059,269,31.7,8,1832,334,55,9.7,1413,183,47.7,5.2,1549,241,52.3,7.3,ARC 20,12758.70019531,138.08599854,12896.79980469,19.93549919,0.21575899,20.15119934,911100,Carroll,{29CE88C3-4D37-4EBA-88DB-44C1AE9E9E70},
689,13097080510,13097,"Census Tract 805.10, Douglas County",7691,694,2621,101,1789,832,2363,167,90.2,5.3,1728,1533,195,96.6,88.7,11,635,-6,0,-0.3,258,139,9.8,5.3,61,3.4,6,7.8,5.6,0,6.9,2568,106,98,1.4,844,183,32.2,6.9,1094,228,41.7,8.5,683,202,26,7.6,2102,204,89,5.9,261,109,11,4.5,ARC 10,3683.51000977,24.53809929,3708.05004883,5.75547981,0.0383408,5.79382992,080510,Douglas,{6E5A9990-FCFB-4E67-9410-44CA3CFED022},
263,13063040509,13063,"Census Tract 405.09, Clayton County",4802,415,1803,54,1505,298,1637,74,90.8,3.1,1465,1271,194,97.3,86.8,13,172,-6,-20,19.8,166,65,9.2,3.6,40,2.7,6,0,1.2,10.7,9.1,1432,109,79.4,5.6,367,105,20.4,5.8,582,143,32.3,7.9,854,145,47,7.9,1097,112,67,6.1,540,116,33,6.9,ARC 10,1277.93994141,10.96850014,1288.91003418,1.99678004,0.0171383,2.01392007,040509,Clayton,{D8DD3FFE-A848-4768-97E7-4503FB58B18F},
