X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Pop_PovertyStatus_Determined,Population_in_poverty,Percent_Population_in_poverty,Pop_under18_PovStatusDetermined,Pop_under18_in_Poverty,Pct_Pop_under18_in_Poverty,Pop_18_64_PovStatus_Determined,Pop_18_64_Years_in_Poverty,Pct_Pop_18_64_Years_in_Poverty,Pop_65older_PovStatusDetermined,Pop_65older_in_Poverty,Pct_Pop_65older_in_Poverty,GlobalID,last_edited_date
-83.225385735504673,30.746252158018788,260,Dasher,3176.41992188,4.96316004, , ,965,144,14.9,239,49,20.5,585,71,12.1,141,24,17,{E6CE263A-A800-42F6-BE73-49B9A5317692},
-83.978322849774827,30.839518524714251,261,Thomasville,9654.79980469,15.0855999, , ,18204,5893,32.4,4560,1777,39,10711,3640,34,2933,476,16.2,{E93D849F-47BC-4CD2-B9B9-D83122FAF5D9},
-84.903484525708393,33.166918047274571,262,Hogansville,4424.79003906,6.91374016, , ,3015,1015,33.7,861,336,39,1643,623,37.9,511,56,11,{AF66FD15-65D8-4FCD-AAD8-D9FB6410BAB4},
-85.144791398092096,32.895124038388531,263,West Point,7226.81005859,11.29189968, , ,3402,1139,33.5,787,342,43.5,1898,654,34.5,717,143,19.9,{93BC3EC9-CA71-4B76-995D-9B5BE2F5BEF3},
-82.991707682162158,32.3835496333121,264,Rentz,676.56097412,1.05712998, , ,324,86,26.5,92,37,40.2,171,42,24.6,61,7,11.5,{B5883AEB-124A-4E52-A670-B5810CCA9545},
-83.153499142204751,32.55944065104179,265,Montrose,1037.18994141,1.62061, , ,231,24,10.4,64,4,6.3,142,20,14.1,25,0,0,{A0D916F5-BDCC-4FB3-91CF-63CEFCBE2ECE},
-82.868628913376142,32.547761625468517,266,East Dublin,2625.17993164,4.10184002, , ,2549,989,38.8,716,400,55.9,1520,521,34.3,313,68,21.7,{C5AF860B-67F7-4685-97A2-0BA534943B0B},
-84.987570315535692,34.085991776361034,267,Taylorsville,954.98498535,1.49215996,yes, ,219,9,4.1,28,0,0,156,3,1.9,35,6,17.1,{2DA029F3-E7CD-4477-B76C-61ACE14B3D63},
-83.913671159585448,34.170645159308087,268,Flowery Branch,4098.47021484,6.40386009,yes, ,6012,641,10.7,1673,206,12.3,3798,435,11.5,541,0,0,{3F646295-8B41-4773-B68A-CE02BDEEEF05},
-84.571351181163877,33.394222044444156,269,Peachtree City,16335.90039063,25.52490044,yes,yes,34538,2668,7.7,9084,1011,11.1,21004,1428,6.8,4450,229,5.1,{A5B396B4-75EE-417B-BDEB-7C471FCB045E},
-84.051766658168887,30.975169372343625,270,Ochlocknee,611.11499023,0.95486802, , ,730,278,38.1,174,90,51.7,461,182,39.5,95,6,6.3,{224E76FC-D679-4B59-A343-7CDF5F74B021},
-83.866124018341438,31.011332053031541,271,Coolidge,523.91900635,0.81862402, , ,571,191,33.5,121,71,58.7,354,113,31.9,96,7,7.3,{B5ED3007-4CAA-4A13-872E-485F34EA5FF7},
-83.789925599278575,30.792008788125536,272,Boston,1444.2800293,2.25669003, , ,1484,501,33.8,408,183,44.9,763,246,32.2,313,72,23,{7AC357A2-B194-43AC-AD9A-E9A5C140B57F},
-81.956551639504397,32.390391455991896,273,Pulaski,511.60101318,0.79937601, , ,176,22,12.5,66,12,18.2,76,10,13.2,34,0,0,{799A5854-C57A-4C01-9E40-59285CA307A9},
-82.06244887339885,32.395970598311841,274,Metter,5047.81005859,7.88719988, , ,3880,1173,30.2,1050,413,39.3,2136,647,30.3,694,113,16.3,{5E39B927-0720-41A5-8F35-BC88066DC6E1},
-83.080476077630436,32.532132065639196,275,Dudley,2189.80004883,3.42157006, , ,707,95,13.4,135,10,7.4,479,75,15.7,93,10,10.8,{F35E7AE2-F182-47BB-920E-759062F09E58},
-82.926407841552901,32.536469319991518,276,Dublin,9975.41992188,15.5866003, , ,15514,5214,33.6,4111,2082,50.6,8837,2734,30.9,2566,398,15.5,{E7234D80-F599-4F10-BF99-08756B2D3F6E},
-83.059561857371705,32.433080183741964,277,Dexter,502.875,0.785743, , ,605,219,36.2,174,94,54,327,110,33.6,104,15,14.4,{BFEFDD0F-A3B5-4DD4-A9E7-196B188DCB64},
-83.041968759992585,32.339557036578732,278,Cadwell,822.86901855,1.28573, , ,372,136,36.6,97,58,59.8,206,62,30.1,69,16,23.2,{C7DD001E-7441-4453-B73F-E446BC697011},
-84.244415090087585,34.875691048785185,279,Morganton,534.23498535,0.83474302, , ,345,66,19.1,78,28,35.9,181,32,17.7,86,6,7,{907628A7-F220-4263-A7B8-081033465CB9},
-84.370511127023818,34.98111022798647,280,McCaysville,1025.81994629,1.60284996, , ,1321,519,39.3,361,189,52.4,672,300,44.6,288,30,10.4,{DEFFA328-3168-4848-A0A5-3C246637BCCB},
-84.337595896881169,31.317246175129092,281,Newton,1929.63000488,3.01504993, , ,686,197,28.7,98,60,61.2,448,107,23.9,140,30,21.4,{438F70BC-2F91-4C08-8537-0A1B5B5FC564},
-84.32339055998419,34.865804993472736,282,Blue Ridge,1523.60998535,2.38064003, , ,1231,294,23.9,199,26,13.1,836,237,28.3,196,31,15.8,{EC8D061E-C2C1-4C42-894A-BC94B0DAE973},
-84.603242591992085,31.538102727657641,283,Morgan,837.98999023,1.30936003, , ,1300,645,49.6,50,29,58,1202,612,50.9,48,4,8.3,{BFF40623-9C6E-469F-8A55-1DBF098EF6D4},
-84.51330303497005,31.48473303058163,284,Leary,2056.83007813,3.21379995, , ,533,72,13.5,123,9,7.3,260,32,12.3,150,31,20.7,{78952143-B38E-4CE3-8D57-ACF00669BA29},
-84.737406130128136,31.560818334835094,285,Edison,1497.56005859,2.33994007, , ,988,458,46.4,344,208,60.5,532,236,44.4,112,14,12.5,{5132052B-1E02-417E-878D-24D2074258E2},
-82.477657867950398,33.79309814112824,286,Lincolnton,2257.91992188,3.5279901, , ,1494,375,25.1,303,80,26.4,959,222,23.1,232,73,31.5,{202E33C2-57FB-4196-9514-39FC2B2892AD},
-83.76944007538529,31.956308562396895,287,Cordele,6542.72021484,10.22299957, , ,10958,5363,48.9,3450,2461,71.3,6223,2589,41.6,1285,313,24.4,{507221F1-3974-4DDF-B82F-4D0B86E55C41},
-83.730250018774086,31.82816109326507,288,Arabi,4113.60009766,6.42749977, , ,517,161,31.1,117,54,46.2,328,83,25.3,72,24,33.3,{49EDFECF-9207-4A9B-B486-ABD28B0EEDA0},
-83.685342608935855,32.633928594988475,289,Centerville,2536.39990234,3.96313, , ,7464,774,10.4,1865,299,16,4676,399,8.5,923,76,8.2,{4B8F0F29-B49C-48DD-9E2F-0458BF11647E},
-84.494091527702281,34.527657330277201,290,Talking Rock,952.00299072,1.48749995, , ,77,5,6.5,27,0,0,45,4,8.9,5,1,20,{6C0E6EF7-F21B-4EC1-A784-FA795DF49AB8},
-84.449362818293139,34.470649548102557,291,Jasper,5479.75976563,8.56212997, , ,3570,323,9,919,69,7.5,2067,130,6.3,584,124,21.2,{17CC7F1B-A667-4A63-ADF5-2BD61C3C7A6F},
-84.371001562386823,34.379355952005277,292,Nelson,931.87597656,1.45606005,yes,yes,1306,236,18.1,330,86,26.1,759,129,17,217,21,9.7,{8CEE1597-7D21-4069-8003-DA95940AB218},
-84.551041963664488,32.046607863254636,293,Webster County,134546,210.227005, , ,2733,673,24.6,534,178,33.3,1725,407,23.6,474,88,18.6,{45D69957-4370-4B2C-9208-A277B5D58140},
-82.017106095445783,31.484011170907699,294,Screven,1390.60998535,2.1728301, , ,827,199,24.1,253,83,32.8,460,107,23.3,114,9,7.9,{267F2267-1E3C-4969-B60B-2799B53C9F22},
-82.026669519676048,31.666181105876774,295,Odum,1243.9699707,1.94369996, , ,551,133,24.1,175,56,32,292,67,22.9,84,10,11.9,{08B0105E-3EB1-44F0-95C6-B1CC6892ED3B},
-81.889767303907689,31.59910659535916,296,Jesup,10652.90039063,16.64520073, , ,8177,2732,33.4,2291,1176,51.3,4533,1494,33,1353,62,4.6,{9679ECDF-8FEA-471B-8E88-51DFF4F1C748},
-81.307870399041462,32.364143673934123,297,Springfield,1767.94995117,2.76241994, , ,2558,367,14.3,729,177,24.3,1494,177,11.8,335,13,3.9,{BEA281FF-1D09-4559-BD82-2F764415B1A9},
-81.235710377826962,32.293960105109456,298,Rincon,5681.08984375,8.8767004, , ,9221,1135,12.3,3708,711,19.2,5013,320,6.4,500,104,20.8,{49EEC117-2958-49CA-ABEA-AF0898B45DC6},
-81.422533226309838,32.340913411256707,299,Guyton,2061.97998047,3.2218399, , ,2304,463,20.1,761,166,21.8,1349,270,20,194,27,13.9,{D5554EA7-DBE0-4DCF-9FDF-FDDC1898DC4E},
-83.1737032296694,33.755488521165027,300,Maxeys,1530.90002441,2.39203, , ,252,17,6.7,54,1,1.9,161,16,9.9,37,0,0,{52810918-DF70-499F-A046-980EFAC1874F},
-83.110157346700305,33.870075425317559,301,Lexington,350.70300293,0.54797298, , ,330,59,17.9,124,31,25,140,21,15,66,7,10.6,{53A8801F-B160-4DC3-9DE1-DD0DA137700A},
-83.155192978684639,33.883047855545769,302,Crawford,751.15997314,1.17368996, , ,779,210,27,143,46,32.2,435,142,32.6,201,22,10.9,{B0E6D2A1-73DB-4C0C-8FDF-D5C3FA6559AA},
-83.218062152661489,33.910335093295785,303,Arnoldsville,1088.88000488,1.70137, , ,547,12,2.2,138,1,0.7,354,11,3.1,55,0,0,{217D9926-3C0A-4C69-9BD3-EC58B5DABA17},
-82.81347348982635,32.935911716821764,304,Tennille,1143,1.78593004, , ,1395,550,39.4,415,251,60.5,787,260,33,193,39,20.2,{FAA50AD1-A75E-4BD3-827D-73F37CC60C9B},
-82.809289956652009,32.982667907084753,305,Sandersville,8222.3203125,12.84739971, , ,5584,2206,39.5,1604,735,45.8,3395,1328,39.1,585,143,24.4,{D95152D5-52FD-4F36-ADEE-7FC6045D1189},
-82.666071755242626,32.906925700779794,306,Riddleville,502.14300537,0.78459901, , ,70,30,42.9,10,9,90,59,21,35.6,1,0,0,{CD2CE887-6963-40E9-9A8D-4E26CFCDF757},
-82.957679100276195,32.853458768045506,307,Oconee,830.81201172,1.29814005, , ,275,49,17.8,70,5,7.1,156,43,27.6,49,1,2,{2B3AC623-6510-4742-B4B9-A35D88FA5BF2},
-82.725837267601122,32.826328914590121,308,Harrison,1131.10998535,1.76735997, , ,404,115,28.5,99,46,46.5,229,51,22.3,76,18,23.7,{C33E1D61-97F8-4F25-80A7-3FE619B35577},
-82.967849699072261,33.017650169309476,309,Deepstep,565.97802734,0.88433999, , ,153,0,0,20,0,0,87,0,0,46,0,0,{9AEEEC09-79D8-49D9-BE01-C467DC1A8126},
-82.603265043305043,32.982513568205889,310,Davisboro,1955.81005859,3.05594993, , ,757,252,33.3,150,41,27.3,535,199,37.2,72,12,16.7,{AACADDDA-8416-400D-9DE6-CE1BE8D7A0E6},
-83.20000918146556,31.989083887274052,311,Rhine,2010.47998047,3.14137006, , ,552,117,21.2,130,19,14.6,294,77,26.2,128,21,16.4,{5A41D376-C67B-422D-BBCC-55D814F27E89},
-83.175985130858436,32.195241647535354,312,Eastman,3498.60009766,5.4665699, , ,5153,1027,19.9,1312,283,21.6,3089,575,18.6,752,169,22.5,{38CB5C60-1387-42B1-81DF-B07F72ECC20D},
-83.1549160473092,32.394521729258472,313,Chester,559.63897705,0.87443602, , ,342,103,30.1,91,27,29.7,215,69,32.1,36,7,19.4,{A792655B-9105-43BD-A3A5-4498FFA908BB},
-83.064554395675799,32.105908494724616,314,Chauncey,1104.81994629,1.72627997, , ,368,95,25.8,97,35,36.1,233,54,23.2,38,6,15.8,{F5C314CB-EE5E-46BD-9C13-ABD83F211A13},
-82.794955161326726,33.560123612066569,315,Sharon,501.03900146,0.78287399, , ,77,27,35.1,2,1,50,54,14,25.9,21,12,57.1,{0E42C13C-2590-4450-9286-0801A6CD4269},
-82.896550532784175,33.554538206531319,316,Crawfordville,2007.52001953,3.13673997, , ,591,208,35.2,119,67,56.3,368,116,31.5,104,25,24,{AE5FC914-1246-48DA-A7DA-4358BAB935A3},
-84.431207470519695,30.875637343896209,317,Climax,510.81900024,0.798154, , ,198,28,14.1,25,3,12,114,14,12.3,59,11,18.6,{D60B6BBD-94D6-493E-A729-79A1816DE9EB},
-84.737949092116338,30.978447895141567,318,Brinson,1305.93005371,2.04051995, , ,322,73,22.7,66,22,33.3,218,44,20.2,38,7,18.4,{BE63E3AC-7DE0-4A0F-B7E1-D2CB253D0533},
-84.572161394970493,30.90455047689457,319,Bainbridge,12852.29980469,20.08169937, , ,11866,4304,36.3,3074,1728,56.2,6833,2223,32.5,1959,353,18,{C9CB01BB-8A2E-48C9-B1BD-ACDF3BD346E3},
-84.483889892957222,30.749495913765163,320,Attapulgus,509.50900269,0.79610801, , ,545,104,19.1,147,33,22.4,300,44,14.7,98,27,27.6,{C6BAD11A-B4F5-4CA0-A262-34161D889508},
-83.97955730262936,34.530283461616364,321,Dahlonega,5531.00976563,8.64220047, , ,4454,756,17,573,0,0,2895,554,19.1,986,202,20.5,{D306F227-9012-4FAA-8B29-889C193FBC7F},
-81.774749552324892,32.440485991067725,322,Statesboro,8879.5,13.87419987, , ,24755,13220,53.4,4119,2079,50.5,18774,10866,57.9,1862,275,14.8,{C21B4C9F-C5D7-40AC-9224-C5FB775599BF},
-85.122417280643688,34.914785074277283,323,Ringgold,3042.2199707,4.75346994, , ,3647,518,14.2,960,106,11,2172,392,18,515,20,3.9,{66E24021-5126-4C27-AAFC-4A499670B537},
-81.88480677552144,32.365942713266925,324,Register,500.12399292,0.78144401, , ,102,12,11.8,14,1,7.1,57,7,12.3,31,4,12.9,{C0447FD9-A7FC-4409-B9FC-8D61E18FC5B2},
-81.929500699062501,32.538823806606437,325,Portal,1394.43994141,2.17880988, , ,759,247,32.5,221,99,44.8,426,120,28.2,112,28,25,{FEB0C592-2F67-44DA-B6FC-E03F6DFE23A3},
-81.666798262091106,32.389693236878628,326,Brooklet,2155.2800293,3.36763, , ,1575,155,9.8,405,65,16,970,85,8.8,200,5,2.5,{6D632F45-EA89-4A5D-87FD-91BB69EA98A7},
-81.942324347078028,32.807110719486431,327,Millen,2308.36010742,3.60682011, , ,2941,1069,36.3,1034,609,58.9,1404,349,24.9,503,111,22.1,{3C7FF516-FD2B-48F5-81CD-CC5FF4D96987},
-82.970554646397048,33.276676967672188,328,Sparta,1170.22998047,1.82849002, , ,1389,422,30.4,292,108,37,842,231,27.4,255,83,32.5,{91BBEDE7-B335-46AB-9756-B56DE761A272},
-84.176329447170801,31.57761471701113,329,Albany,35760.6015625,55.87590027, , ,73654,26228,35.6,19687,9788,49.7,45069,14776,32.8,8898,1664,18.7,{40295FD5-4A7F-4BF7-BCA6-34337E760836},
-84.142332394429502,32.913330925959194,330,Yatesville,560.75598145,0.87618101, , ,435,44,10.1,79,18,22.8,254,19,7.5,102,7,6.9,{DF10AF50-BFC5-449E-9CBC-5CD75D22A649},
-84.327135396262634,32.890808065768496,331,Thomaston,6231.41992188,9.73659039, , ,8785,2779,31.6,2292,1086,47.4,5032,1500,29.8,1461,193,13.2,{147B65A1-6183-47BC-A0A6-FB57514F47EC},
-84.877041778565925,32.509966638217925,332,Columbus,141431,220.98599243, , ,186922,37674,20.2,48401,14085,29.1,116304,20632,17.7,22217,2957,13.3,{3500B14F-0DBC-464A-AB33-2D1D824FCC16},
-85.052938304785798,31.623915524137221,333,Fort Gaines,4928.22998047,7.70035982, , ,1068,630,59,426,326,76.5,501,249,49.7,141,55,39,{AE6A6E89-5803-44FA-B483-8DE540F294C9},
-84.86912311979664,31.519823385816839,334,Bluffton,1029.0300293,1.60785997, , ,104,14,13.5,20,0,0,67,11,16.4,17,3,17.6,{E4645320-D8C9-4F12-BA81-08C7980F1F94},
-84.517815264071942,32.318722980376052,335,Buena Vista,2107.26000977,3.29259992, , ,2274,701,30.8,498,277,55.6,1520,372,24.5,256,52,20.3,{CAD98595-ECDA-4F80-B436-F81EC0779759},
-84.662569011552861,32.088536619214281,336,Richland,2076.4699707,3.24447989, , ,1992,802,40.3,394,227,57.6,1333,498,37.4,265,77,29.1,{D8C81280-4521-46E5-80A5-36E0B0FFF7DF},
-84.798034794018591,32.048768868907445,337,Lumpkin,1023.63000488,1.59941995, , ,1209,345,28.5,203,85,41.9,814,219,26.9,192,41,21.4,{CE18F49C-3FAE-428A-BF4C-10C2EDDFA41A},
-85.097996698271459,33.279240898375107,338,Franklin,2229.54003906,3.48364997, , ,809,336,41.5,141,69,48.9,534,228,42.7,134,39,29.1,{4583856F-8AC0-4D3B-B170-81E8F5497D7A},
-85.259602506362953,33.407015741753106,339,Ephesus,1932.61999512,3.01972008, , ,528,141,26.7,159,57,35.8,297,78,26.3,72,6,8.3,{0E29A163-D145-4A57-AF35-4FBECE2412B7},
-85.103726013611379,33.368904273132799,340,Centralhatchee,2096.98999023,3.27654004, , ,443,134,30.2,130,53,40.8,256,71,27.7,57,10,17.5,{D751C753-DD5F-45C5-A5BC-23ADB5693885},
-83.920628634194287,31.829795874213445,341,Warwick,519.65301514,0.811957, , ,430,141,32.8,84,42,50,293,88,30,53,11,20.8,{9FC123EC-BC49-4055-BC2E-698CF4A79CCD},
-83.835609965889134,31.530398173714492,342,Sylvester,3973.57006836,6.20870018, , ,6027,1605,26.6,1778,624,35.1,3514,844,24,735,137,18.6,{B83B913E-C853-4B2C-B96D-8AA34D7354D2},
-83.735925507464884,31.509891142599596,343,Sumner,1157.19995117,1.80813003, , ,458,118,25.8,120,23,19.2,247,50,20.2,91,45,49.5,{E4525740-FD8E-4926-A779-88C9BEB2973F},
-83.789823604056636,31.514512353051597,344,Poulan,1070.77001953,1.67307997, , ,1168,325,27.8,248,114,46,736,183,24.9,184,28,15.2,{3A5C2360-9559-4B92-BEB5-5300C0FD74A4},
-83.082641194211249,32.82237933260042,345,Toomsboro,1191.57995605,1.86185002, , ,254,45,17.7,18,4,22.2,169,28,16.6,67,13,19.4,{0CF73150-5112-433B-BFCD-1BAD723C4FA4},
-83.201097502306666,32.846576362776233,346,McIntyre,3434.93994141,5.36709976, , ,893,393,44,210,131,62.4,483,199,41.2,200,63,31.5,{EDD4591B-5380-4869-A6C8-927371D54709},
-83.29832880267675,32.909055615939344,347,Ivey,1901,2.97030997, , ,947,170,18,268,65,24.3,517,89,17.2,162,16,9.9,{F3E03455-4E3D-4AE5-9110-BB3F3D5F53EC},
-82.671172695618893,32.180539754394239,348,Glenwood,2023.43005371,3.16160989, , ,564,238,42.2,122,64,52.5,336,162,48.2,106,12,11.3,{ED8FD1BE-8261-436F-93C9-A78C5513A336},
-82.779754605181509,32.146945809507578,349,Alamo,1288.93005371,2.01395011, , ,590,119,20.2,156,20,12.8,336,69,20.5,98,30,30.6,{98DEBC96-BDCA-4A08-B7BA-16C82339560C},
-83.173699831837396,32.810763827433924,350,Irwinton,2012.80004883,3.14499998, , ,672,166,24.7,129,41,31.8,443,93,21,100,32,32,{7EC0FF02-EF1A-4673-A606-5C7A1E412EC3},
-83.334927669055801,32.886644683867651,351,Gordon,3481.72998047,5.44019985, , ,2117,476,22.5,465,190,40.9,1349,219,16.2,303,67,22.1,{13342E7A-F585-4334-A00F-A016F241F051},
-81.431432667204916,31.356781302994996,352,Darien,15406.29980469,24.07229996, , ,3465,1127,32.5,934,457,48.9,1942,551,28.4,589,119,20.2,{0ABEF4D6-4446-46AC-9D1B-C282096041E4},
-84.03844519754395,33.322810770202729,353,Jenkinsburg,796.08099365,1.24388003, , ,375,77,20.5,114,44,38.6,224,29,12.9,37,4,10.8,{EDBA1D27-54AC-4629-8371-BE3FBDFD7EA0},
-83.967980274254785,33.291267072817348,354,Jackson,4005.16992188,6.25808001, , ,4596,973,21.2,1373,353,25.7,2829,567,20,394,53,13.5,{C32EA3C3-14B3-47CD-B2C3-0DA813CF2213},
-83.902909605363121,33.252413096317895,355,Flovilla,1253.04003906,1.95788002, , ,639,158,24.7,180,78,43.3,374,66,17.6,85,14,16.5,{2D9570CD-E03F-41BE-8859-62E3664E8455},
-83.588097287838764,33.400797440503773,356,Shady Dale,563.11602783,0.87986898, , ,217,41,18.9,45,11,24.4,150,28,18.7,22,2,9.1,{5BF22607-5CB4-4009-BBBC-C5F811FCE335},
-83.686131845887047,33.307495810604713,357,Monticello,2073.81005859,3.24031997, , ,2562,978,38.2,796,467,58.7,1516,440,29,250,71,28.4,{571060FD-29DC-4691-ADE9-FCC0D9AD275E},
-84.062325673152571,32.293465166090776,358,Oglethorpe,1306.06005859,2.04071999, , ,1390,450,32.4,267,103,38.6,908,317,34.9,215,30,14,{09E258E8-BCF1-4C46-91B0-B72ECD14A8D8},
-84.458198176649191,33.29251490896133,359,Brooks,2867.5300293,4.48051023,yes,yes,600,75,12.5,167,43,25.7,364,32,8.8,69,0,0,{8C3932EF-FD3C-474B-A3AC-14AC20FA5DBA},
-84.274629254775107,33.241887249789308,360,Griffin,8990.04003906,14.0468998,yes, ,23097,7643,33.1,6169,3023,49,13966,4261,30.5,2962,359,12.1,{08F47C3A-11AB-4618-B44D-551060FBA25E},
-83.831614914194319,34.015113404826046,361,Auburn,4220.52978516,6.59458017,yes, ,7376,1285,17.4,1799,262,14.6,5011,880,17.6,566,143,25.3,{064E945D-697C-4E8D-B284-69637005EF5D},
-84.024613120857751,32.299656068361948,362,Montezuma,2962.23999023,4.62849998, , ,3263,834,25.6,728,190,26.1,2173,544,25,362,100,27.6,{CE89251B-430D-4C31-8859-DA069CC41575},
-83.940712959457585,32.456433476500216,363,Marshallville,2019.82995605,3.15598011, , ,1387,498,35.9,294,157,53.4,880,299,34,213,42,19.7,{D5D9D40D-4FF1-4711-827C-A8D73FC5CBF1},
-84.737758639653677,32.683686329620755,364,Waverly Hall,2148.40991211,3.35688996, , ,935,107,11.4,124,28,22.6,663,69,10.4,148,10,6.8,{9DCAECF7-CC20-45F7-A53A-D9D2080A0242},
-84.698964348685379,32.811987181875281,365,Shiloh,1454.83996582,2.27319002, , ,658,56,8.5,200,24,12,391,28,7.2,67,4,6,{B6B575E4-3209-4E96-9404-EF1BEE19ABC7},
-84.354052318216333,33.521113192777307,366,Jonesboro,1621.29003906,2.53326011,yes,yes,3187,858,26.9,911,347,38.1,1931,452,23.4,345,59,17.1,{B4F2B75F-6D93-48F7-A082-78AABBC4AA0E},
-84.876043377309429,32.764521226630521,367,Hamilton,2116.2199707,3.30659008, , ,764,106,13.9,253,68,26.9,464,31,6.7,47,7,14.9,{0121E07C-0EBF-4518-8F20-12467A70FBFA},
-84.189410340729424,32.372613947668825,368,Ideal,739.11602783,1.15487003, , ,456,262,57.5,167,128,76.6,229,119,52,60,15,25,{07976101-E7F2-499E-AE6C-34748F77FEAC},
-82.599417431788552,31.865099567937381,369,Hazlehurst,3078.33007813,4.80987978, , ,4141,975,23.5,1101,332,30.2,2352,502,21.3,688,141,20.5,{D83DF0E3-C895-48DC-BC12-5DF79948D435},
-82.696763321764479,31.722142661943003,370,Denton,986.80999756,1.54189003, , ,280,45,16.1,63,16,25.4,185,22,11.9,32,7,21.9,{1C24186A-36E6-4B6C-9309-F4B47A67766F},
-83.325805292279583,34.580725398220295,371,Toccoa,6125.14990234,9.57054996, , ,8160,2072,25.4,2036,614,30.2,4816,1264,26.2,1308,194,14.8,{EEE555FF-7487-4D5E-BB0B-7EE963EAE4E8},
-83.19670344113122,34.502691425234076,372,Avalon,1131.32995605,1.76769996, , ,190,36,18.9,24,0,0,127,25,19.7,39,11,28.2,{80847B38-270C-4931-8158-DC1EF7AAEE34},
-83.650897015232928,31.472031487452693,373,Ty Ty,511.16799927,0.79869998, , ,986,297,30.1,285,121,42.5,605,160,26.4,96,16,16.7,{9B571613-1511-4FD0-95A7-01031161A578},
-83.52051065697421,31.462496623187395,374,Tifton,8179.62988281,12.78069973, , ,14845,5398,36.4,3775,1610,42.6,9168,3412,37.2,1902,376,19.8,{8D5B9D85-2150-4DD5-A13C-80D2BDEF2DFC},
-83.594943831289584,31.338904048665572,375,Omega,1154.68994141,1.80420005, , ,1346,865,64.3,434,308,71,750,463,61.7,162,94,58,{4680F90C-908C-4496-8F42-BA1C85A45A0A},
-83.805463502884365,31.178138361454732,376,Riverside,135.48100281,0.211689, , ,17,0,0,0,0,,12,0,0,5,0,0,{3FA52D35-4244-44D7-A856-7DFD1CD5FF9A},
-83.684277279975262,31.269215438971571,377,Norman Park,2005.93994141,3.13427997, , ,1363,320,23.5,383,117,30.5,829,189,22.8,151,14,9.3,{8E7A5765-13BE-4E78-B5CC-F32C4C5A2164},
-83.770369519311402,31.159445929756131,378,Moultrie,10578.5,16.52890015, , ,13814,5723,41.4,4281,2657,62.1,7707,2772,36,1826,294,16.1,{38267511-3A7E-496B-B592-729D488B0248},
-83.877042379475867,31.19889406730535,379,Funston,744.90600586,1.16392004, , ,743,298,40.1,290,160,55.2,392,125,31.9,61,13,21.3,{3421BCB7-1DD7-46AD-86F8-00DF3F781DED},
-83.587625366325597,31.175978411827725,380,Ellenton,508.74301147,0.79491001, , ,127,51,40.2,18,11,61.1,63,29,46,46,11,23.9,{4893125F-999E-4967-A572-4994DF659F57},
-83.916962751793065,31.321842187306018,381,Doerun,810.19500732,1.26593006, , ,794,235,29.6,249,129,51.8,427,79,18.5,118,27,22.9,{00061B9E-A0A4-4962-8A3A-63429D4CB503},
-83.623883793770375,31.067855309549508,382,Berlin,473.26998901,0.73948401, , ,565,115,20.4,116,38,32.8,339,55,16.2,110,22,20,{B3EA6C2E-80E6-4876-8D56-7DFF3CE67DFC},
-82.49929287643846,33.466661230260577,383,Thomson,2820.69995117,4.40734005, , ,6528,2503,38.3,2241,1214,54.2,3422,1092,31.9,865,197,22.8,{81321E95-FE35-437B-872B-600A3D26BE2B},
-82.385223413321214,33.41488399224999,384,Dearing,527.69396973,0.82452101, , ,597,136,22.8,154,42,27.3,377,71,18.8,66,23,34.8,{A3D252C1-9645-4A09-8B76-469FCDD04A99},
-82.594449964503383,32.378201814252037,385,Soperton,2857.01000977,4.46407986, , ,2674,991,37.1,781,486,62.2,1397,429,30.7,496,76,15.3,{F506D4A3-6F3F-4D59-AF95-D80B3DF45C2D},
-85.187361085628126,34.26708628162136,386,Rome,20247.69921875,31.63699913, , ,34194,9967,29.1,8779,3348,38.1,20358,5652,27.8,5057,967,19.1,{4A0B75F1-83BB-42E1-B22E-3370A6371F3B},
-85.339081026839622,34.10644390915563,387,Cave Spring,2601.57006836,4.06494999, , ,1265,278,22,332,74,22.3,737,168,22.8,196,36,18.4,{F9CF81B9-9DAE-4DFB-9A8E-5CB9020A9D07},
-83.388639274569982,33.325766024432355,388,Eatonton,13190.40039063,20.60989952, , ,6324,1852,29.3,1661,607,36.5,3948,1054,26.7,715,191,26.7,{D5C681B6-6DA6-4CD9-AE9D-C7C53C2E0ACD},
-84.347768773680457,31.71992211673842,389,Sasser,499.69500732,0.78077298, , ,373,98,26.3,122,40,32.8,193,56,29,58,2,3.4,{E536DBF5-BFCB-4967-AC8D-5079DB68738A},
-84.511760468524741,31.894388975751045,390,Parrott,498.20800781,0.77845103, , ,186,3,1.6,35,0,0,87,1,1.1,64,2,3.1,{B0AE6A32-BD99-4E19-A209-26526177BFF0},
-84.443669889701056,31.77214755957549,391,Dawson,2401.5,3.75234008, , ,4222,2041,48.3,1320,937,71,2452,1022,41.7,450,82,18.2,{420D2427-C5D8-4523-AA2A-01F9D8232D6B},
-84.364336400750688,31.830551408248869,392,Bronwood,505.75799561,0.79024702, , ,302,105,34.8,85,46,54.1,133,49,36.8,84,10,11.9,{08211A29-B1C9-43D9-A64C-DAEBAB9C814F},
-82.124412376479128,32.087060478187617,393,Reidsville,4926.08984375,7.69701004, , ,2523,1091,43.2,713,379,53.2,1473,605,41.1,337,107,31.8,{CFF028A8-1584-4130-8298-4FD596C77107},
