OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
351,13135050432,13135,"Census Tract 504.32, Gwinnett County",6166,482,5151,407,83.5,1,3955,389,64.1,3.8,1622,293,26.3,4.3,1015,239,16.5,3.7,66,82,4.1,5.1,2993,315,635,192,21.2,6,138,78,80,57,58,25,724,171,197,87,27,10.2,ARC 10,1416.90002441,5.74619007,1422.65002441,2.2139101,0.00897842,2.2228899,050432,Gwinnett,{778706B3-0F15-4205-BC6A-43A0953AB5D6},
804,13089021217,13089,"Census Tract 212.17, DeKalb County",2191,213,2020,185,92.2,12.3,1828,178,83.4,0.6,464,92,21.2,3.7,171,80,7.8,3.6,13,20,2.4,3.6,998,127,104,64,10.4,6.3,51,32,19,21,37.3,34,237,99,35,34,15,13,ARC 10,414.34698486,0,414.34698486,0.64741701,0,0.64741701,021217,DeKalb,{46D93342-11BE-4CC7-93FC-43CF1B0D633D},
736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,3788,274,99.5,2.4,3580,270,94.1,3,669,148,17.6,3.7,18,35,0.5,0.9,0,18,0,2.1,1681,189,11,17,0.7,1,52,38,0,13,0,25,598,142,7,12,1,2,ARC 10,1213.94995117,2.22641993,1216.18005371,1.89680004,0.00347878,1.90028,022403,DeKalb,{AE387D41-AE6B-40D3-B51C-43E4B5E7B682},
575,13121001700,13121,"Census Tract 17, Fulton County",4278,469,3637,419,85.2,3.1,3071,379,72,4.1,797,251,18.7,5.5,631,260,14.8,5.9,36,43,5.2,6,2788,343,457,244,16.4,8.5,102,74,19,30,18.6,26,379,144,119,95,31,22,ARC 10,308.34698486,0,308.34698486,0.481792,0,0.481792,001700,Fulton,{2D31DDFA-AEFE-4ED9-A6D9-44646184B7D3},
387,13135050109,13135,"Census Tract 501.09, Gwinnett County",7930,697,6602,703,83.3,5,5155,641,65,5.7,1688,522,21.3,6.3,1328,353,16.7,4.2,72,58,3.2,2.5,3515,450,677,201,19.3,5.2,455,257,252,204,55.4,32,1125,285,327,158,29,12,ARC 10,2161.40991211,5.64784002,2167.06005859,3.37719989,0.00882475,3.38602996,050109,Gwinnett,{E2B274F3-1D0A-4A48-8A11-449E51B1145E},
9,13045911100,13045,"Census Tract 9111, Carroll County",7217,756,6046,727,85,5.5,4823,673,67.8,6.5,2221,413,31.2,4.9,1068,316,15,4.2,107,109,6.9,6.9,2971,499,504,210,17,6.5,268,180,60,71,22.4,22,1226,308,379,173,31,11.8,ARC 20,12758.70019531,138.08599854,12896.79980469,19.93549919,0.21575899,20.15119934,911100,Carroll,{29CE88C3-4D37-4EBA-88DB-44C1AE9E9E70},
689,13097080510,13097,"Census Tract 805.10, Douglas County",7691,694,6080,654,79.1,4.6,5038,582,65.5,4.7,1675,366,21.8,4.3,1611,556,20.9,7,260,280,14.3,15.2,3479,541,930,453,26.7,12.3,325,138,121,98,37.2,26,1226,342,300,163,24,11.4,ARC 10,3683.51000977,24.53809929,3708.05004883,5.75547981,0.0383408,5.79382992,080510,Douglas,{6E5A9990-FCFB-4E67-9410-44CA3CFED022},
263,13063040509,13063,"Census Tract 405.09, Clayton County",4802,415,3845,380,80.1,3.9,3030,365,63.1,5.3,1221,227,25.4,4.2,957,226,19.9,4.4,96,110,8.2,9.1,2120,265,421,163,19.9,7.3,341,147,247,145,72.4,29,669,216,193,133,29,17.6,ARC 10,1277.93994141,10.96850014,1288.91003418,1.99678004,0.0171383,2.01392007,040509,Clayton,{D8DD3FFE-A848-4768-97E7-4503FB58B18F},
285,13151070306,13151,"Census Tract 703.06, Henry County",9849,791,8840,765,90,2.9,7470,731,76.1,4.2,2562,459,26.1,4.2,978,365,10,3.6,147,150,5.2,5.2,4206,504,446,252,10.6,5.9,522,205,158,121,30.3,20,1328,270,227,148,17,10.6,ARC 10,8841.65039063,63.1515007,8904.79980469,13.81509972,0.0986742,13.9137001,070306,Henry,{A44BF3DA-96BD-4C79-85EB-452163BC5DD8},
752,13089021912,13089,"Census Tract 219.12, DeKalb County",3820,343,3436,263,89.9,10.6,3201,258,83.8,10.1,1067,146,27.9,2.9,384,266,10.1,6.9,166,232,23,31.5,1441,180,78,43,5.4,2.9,81,50,10,14,12.3,16,648,164,130,129,20,19.2,ARC 10,2826.44995117,20.25519943,2846.69995117,4.41632986,0.0316487,4.44796991,021912,DeKalb,{581A9F35-82A7-40AD-801F-452B3451DF92},
311,13135050215,13135,"Census Tract 502.15, Gwinnett County",3420,332,2624,365,76.7,7.6,2055,354,60.1,8.6,604,209,17.7,5.9,796,236,23.3,6.5,138,104,15.5,10.9,1829,192,554,188,30.3,9.8,73,54,54,47,74,34,504,185,50,43,10,7.7,ARC 10,1798.83996582,6.82652998,1805.67004395,2.81068993,0.0106665,2.82136011,050215,Gwinnett,{E66AB486-026B-460E-A041-459A39AB0C68},
235,13063040510,13063,"Census Tract 405.10, Clayton County",3389,431,2286,302,67.8,2.2,1564,274,46.4,5.5,981,218,29.1,5.3,1087,302,32.2,8,100,92,12,10.6,1405,250,584,208,41.6,12.8,292,150,204,96,69.9,49,558,158,199,105,36,15.9,ARC 10,751.44702148,1.90988004,753.35699463,1.17413998,0.00298419,1.17711997,040510,Clayton,{852FCE2F-FA66-4D01-9A98-4630BBCD9A72},
542,13121011623,13121,"Census Tract 116.23, Fulton County",11993,836,10845,943,90.4,4.7,10108,924,84.3,5,1602,407,13.4,3.3,1148,500,9.6,4.1,16,36,0.5,1.1,5712,489,607,267,10.6,4.6,465,240,79,101,17,20,1744,506,446,300,26,15.5,ARC 10,2256.73999023,43.44729996,2300.18994141,3.52616,0.0678864,3.59404993,011623,Fulton,{A6790C5E-475D-4E5E-89CC-463B1F29DB45},
659,13121004000,13121,"Census Tract 40, Fulton County",2396,404,1966,299,82.1,18.6,1181,236,49.3,5.3,940,196,39.2,4.8,430,151,17.9,5.5,6,16,1.2,3.1,922,172,188,94,20.4,9.5,146,60,70,43,47.9,22,509,175,166,79,33,10.7,ARC 10,399.98400879,0,399.98400879,0.62497503,0,0.62497503,004000,Fulton,{B61965EC-429D-4ED6-9FA6-466C28797D88},
447,13139001202,13139,"Census Tract 12.02, Hall County",6342,544,4862,573,76.7,6.2,3317,587,52.3,8.1,2038,398,32.1,5.6,1480,368,23.3,5.4,274,176,13.6,8.5,2691,308,694,257,25.8,9.1,106,75,67,60,63.2,35,1022,316,445,212,44,15.8,ARC 20,11773.90039063,64.59680176,11838.5,18.39669991,0.100933,18.49769974,001202,Hall,{76D3A2BF-7F70-4EF5-9E76-46D216F9116F},
463,13121007603,13121,"Census Tract 76.03, Fulton County",4601,693,3704,640,81.3,6.6,1034,256,22.7,4.4,3043,621,66.8,9,852,283,18.7,5.5,72,76,5.3,5.4,1280,334,384,193,30,12.9,519,242,234,172,45.1,26,796,231,162,109,20,12.4,ARC 10,779.24401855,0,779.24401855,1.21756995,0,1.21756995,007603,Fulton,{8241FE9C-5997-40B3-A634-470BEAAED46C},
383,13135050210,13135,"Census Tract 502.10, Gwinnett County",6982,550,5636,619,80.9,6.2,5052,556,72.5,5.6,1081,402,15.5,5.6,1328,460,19.1,6.4,108,84,5.5,4.2,3636,406,779,364,21.4,9.7,69,55,45,46,65.2,42,804,213,363,201,45,22,ARC 10,3141.10009766,24.83359909,3165.93994141,4.90796995,0.0388025,4.9467802,050210,Gwinnett,{B6F1FCDC-88A6-4A86-9870-476C4EEFBED1},
892,13297110508,13297,"Census Tract 1105.08, Walton County",5320,360,4850,385,91.2,3.8,3805,331,71.5,3.9,1751,287,32.9,4.9,470,149,8.8,2.7,4,19,0.3,1.3,1971,218,166,79,8.4,3.9,139,85,64,55,46,28,860,166,236,109,27,11.5,ARC 20,5430.91992188,60.51290131,5491.43017578,8.48581028,0.0945514,8.58036041,110508,Walton,{573DE448-405E-4EB7-ABF2-47B06299FFBD},
786,13089023115,13089,"Census Tract 231.15, DeKalb County",2415,147,0,32,,,0,32,,,0,32,,,0,32,,,0,18,,,0,13,0,13,,,0,13,0,13,,,0,13,0,13,,,ARC 10,167.51199341,0,167.51199341,0.26173699,0,0.26173699,023115,DeKalb,{3023A65A-908A-4421-8E66-47E7208D5B5C},
670,13139000304,13139,"Census Tract 3.04, Hall County",3588,290,3270,319,92.2,5.1,2426,280,68.4,5.6,1131,225,31.9,5.8,277,123,7.8,3.4,0,18,0,2.1,1408,234,107,59,7.6,4,89,72,37,32,41.6,13,621,288,133,84,21,9.2,ARC 20,7769.64013672,1131.06994629,8900.71972656,12.14009953,1.76730001,13.90740013,000304,Hall,{CE920F67-F376-46A5-839B-47F3C771514A},
644,13139001301,13139,"Census Tract 13.01, Hall County",6170,553,4948,440,80.2,10.1,3674,379,59.5,3.1,2007,323,32.5,4.3,1222,300,19.8,4.5,137,141,8.5,8.6,2713,275,670,191,24.7,6.6,196,108,51,45,26,18,880,275,364,162,41,13.1,ARC 20,7714.72998047,62.08819962,7776.81982422,12.05430031,0.0970128,12.15130043,001301,Hall,{48C01A39-02E0-4EBA-BFEA-4845C83EAE26},
574,13121002600,13121,"Census Tract 26, Fulton County",1560,244,1228,203,78.7,4.3,492,118,31.5,5.7,810,182,51.9,8.3,332,117,21.3,6.7,16,28,3.1,5.4,642,124,174,83,27.1,11.8,202,75,91,58,45,23,153,75,51,38,33,18.7,ARC 10,236.20700073,0,236.20700073,0.369073,0,0.369073,002600,Fulton,{6BA31014-1AA6-42EC-BDEB-4847E820CE80},
377,13135050530,13135,"Census Tract 505.30, Gwinnett County",6126,306,5379,333,87.8,3.2,4911,322,80.2,3.4,824,173,13.5,2.7,747,309,12.2,5,176,208,10.7,12.6,3179,224,315,149,9.9,4.6,110,55,13,22,11.8,19,740,149,243,125,33,15.5,ARC 10,880.71801758,0.55944699,881.27801514,1.37611997,0.00087414,1.37699997,050530,Gwinnett,{660A588F-D0D0-4B5B-A02B-48825BDF5195},
238,13063980000,13063,"Census Tract 9800, Clayton County",0,13,0,32,,,0,32,,,0,32,,,0,32,,,0,18,,,0,13,0,13,,,0,13,0,13,,,0,13,0,13,,,ARC 10,3650.27001953,0.66199499,3650.92993164,5.70354986,0.00103437,5.70457983,980000,Clayton,{85136A72-9DDE-4C7C-9ED9-488E2BCBB832},
243,13063040522,13063,"Census Tract 405.22, Clayton County",4614,544,3530,444,79.1,2.6,2082,355,46.6,5.6,1658,349,37.1,6.4,934,240,20.9,4.7,23,32,2,2.8,1984,340,440,175,22.2,8,479,183,297,166,62,25,561,166,174,110,31,17.3,ARC 10,1235.55004883,4.05079985,1239.59997559,1.93054998,0.00632937,1.93686998,040522,Clayton,{22E65F8C-A468-4AF1-A72F-4894DD086580},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,5258,478,88.2,1.9,4898,466,82.2,2.9,738,158,12.4,2.4,704,211,11.8,3.4,23,28,7.6,8.8,2858,379,467,185,16.3,6.1,345,134,48,42,13.9,11,2097,243,166,92,8,4.3,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,{F7B16262-1564-4CAA-94FC-48F4C43599DD},
444,13121008102,13121,"Census Tract 81.02, Fulton County",7329,1067,5273,728,71.9,14.4,2216,367,30.2,2.4,3720,720,50.8,6.5,2056,600,28.1,7.1,68,86,3.5,4.4,1906,436,760,322,39.9,14.2,605,281,522,283,86.3,24,1940,573,679,344,35,14.4,ARC 10,1782.36999512,4.93987989,1787.31005859,2.78495002,0.00771856,2.79267001,008102,Fulton,{D6140422-E56C-45C4-ADF9-4919DFF35F3A},
323,13135050610,13135,"Census Tract 506.10, Gwinnett County",17820,1503,16422,1221,92.2,10.4,15261,1218,85.6,9.9,2408,460,13.5,2.3,1398,514,7.8,2.8,309,187,5.4,3.2,8083,711,760,414,9.4,5.1,396,206,71,111,17.9,26,1871,469,258,158,14,7.7,ARC 10,8081.16015625,89.27890015,8170.43994141,12.62679958,0.139498,12.7663002,050610,Gwinnett,{B798632C-E8EB-4778-A81A-493BC1CAE55C},
548,13121009900,13121,"Census Tract 99, Fulton County",4735,494,4646,412,98.1,13.4,4407,414,93.1,13.1,520,126,11,2.4,89,95,1.9,2,0,18,0,1.5,2237,301,89,90,4,4,39,45,0,13,0,33,699,156,0,13,0,1.9,ARC 10,1917.52001953,13.60809994,1931.13000488,2.99611998,0.0212627,3.01739001,009900,Fulton,{AD617E1E-E87D-40AB-B298-4968FFBC6DEA},
609,13121010120,13121,"Census Tract 101.20, Fulton County",2305,254,1912,250,83,5.9,1743,245,75.6,6.6,241,100,10.5,4.2,393,171,17,7.2,11,21,3.1,5.9,1576,189,255,141,16.2,8.7,44,38,26,32,59.1,52,219,88,101,80,46,31.5,ARC 10,249.88800049,18.18889999,268.07699585,0.39045,0.0284202,0.41887,010120,Fulton,{99EC6022-5EC0-4179-A50D-49CF66B0A221},
32,13113140406,13113,"Census Tract 1404.06, Fayette County",3703,444,3421,369,92.4,14.9,2705,368,73,4.7,1270,230,34.3,4.7,282,135,7.6,3.5,11,22,1.2,2.5,1397,228,170,86,12.2,5.8,303,114,26,24,8.6,7,415,154,75,57,18,12,ARC 10,3291.55004883,58.01589966,3349.57006836,5.14305019,0.0906498,5.2336998,140406,Fayette,{A6697882-1DD3-461A-B534-4A1E8BA62AD9},
291,13151070203,13151,"Census Tract 702.03, Henry County",14969,789,14179,816,95,2.2,13171,788,88.3,2.5,2842,498,19,3.2,744,299,5,2,167,143,4.2,3.6,6170,547,324,185,5.3,3,425,216,150,142,35.3,28,2497,535,103,100,4,3.9,ARC 10,22368,481.55499268,22849.59960938,34.95000076,0.75243002,35.70249939,070203,Henry,{D1F0146A-3DCA-4254-98F0-4A24CE5C2851},
96,13117130611,13117,"Census Tract 1306.11, Forsyth County",4169,256,4045,272,97,2.7,3863,277,92.7,3.5,413,111,9.9,2.6,124,72,3,1.7,21,27,1.7,2.1,1922,213,52,60,2.7,3.1,121,81,0,13,0,11,510,112,41,28,8,5.2,ARC 20,1521.97998047,44.93590164,1566.92004395,2.3780899,0.0702123,2.4483099,130611,Forsyth,{B6426597-A48B-4A89-8597-4A2E2BBA5C31},
53,13067030330,13067,"Census Tract 303.30, Cobb County",5959,313,5756,326,96.6,2.1,5419,334,90.9,2.9,884,154,14.8,2.5,203,107,3.4,1.8,0,25,0,1.6,2785,211,114,78,4.1,2.8,140,65,26,36,18.6,24,689,130,62,50,9,7.1,ARC 10,1493.81005859,3.97221994,1497.7800293,2.33407998,0.00620659,2.34028006,030330,Cobb,{1D80AC22-153D-4ED0-AB03-4A77ECA4CA31},
910,13057090100,13057,"Census Tract 901, Cherokee County",8965,561,8144,572,91.1,2.8,6459,498,72.3,3.2,2577,398,28.8,4.1,793,368,8.9,4.1,9,21,0.4,1,3805,350,359,143,9.4,3.7,232,179,171,177,73.7,51,1492,244,254,126,17,8,ARC 10,44034.8984375,362.6539917,44397.6015625,68.80449677,0.56664699,69.37129974,090100,Cherokee,{FBA5ACA9-7445-4744-B2E0-4BA1B5517A85},
167,13067031114,13067,"Census Tract 311.14, Cobb County",8025,706,5222,566,65.1,4.1,4371,518,54.5,4.3,1105,346,13.8,4.1,2803,685,34.9,8,456,340,31.3,22,4976,487,1806,529,36.3,10,384,208,207,133,53.9,19,858,294,334,168,39,14.3,ARC 10,695.71398926,2.39717007,698.11102295,1.08704996,0.00374558,1.09080005,031114,Cobb,{9EE879B9-34EF-4809-84FA-4BA2E889E4B2},
81,13067030224,13067,"Census Tract 302.24, Cobb County",6354,652,5811,575,91.5,13,5321,580,83.7,3.1,959,274,15.1,4,543,234,8.5,3.6,19,35,1,1.8,2946,412,353,139,12,4.4,90,85,0,18,0,20,744,194,171,123,23,15.4,ARC 10,1129.65002441,3.56103992,1133.20996094,1.76507998,0.00556412,1.77064002,030224,Cobb,{0403B9F8-849F-43D5-B0E0-4BF87FA65A3A},
186,13067031408,13067,"Census Tract 314.08, Cobb County",5255,457,4481,468,85.4,4.9,3385,396,64.5,5,1672,328,31.8,5.6,769,293,14.6,5.4,84,68,7.4,5.8,2311,320,418,243,18.1,10.2,341,119,91,64,26.7,16,762,203,176,96,23,11,ARC 10,3433.82006836,8.69662952,3442.52001953,5.36534023,0.0135885,5.37894011,031408,Cobb,{C40F72E5-D67F-4C24-9C1D-4C2BCFA44E26},
754,13089021604,13089,"Census Tract 216.04, DeKalb County",3084,193,3029,209,98.2,2.8,2768,201,89.8,3.3,594,95,19.3,2.8,55,54,1.8,1.7,8,18,1,2.4,1301,154,20,25,1.5,1.9,105,64,16,24,15.2,21,356,98,11,17,3,4.7,ARC 10,858.45898438,1.61903,860.07800293,1.34133995,0.00252973,1.34387004,021604,DeKalb,{50AACBC2-7704-42EA-9EAE-4C99AE53B2BB},
156,13067031116,13067,"Census Tract 311.16, Cobb County",3969,592,3027,484,76.4,4.3,1848,405,46.6,7.5,1442,331,36.4,6.3,936,372,23.6,8.7,111,132,9.1,10.5,1711,299,452,213,26.4,11.6,242,142,116,121,47.9,41,465,196,257,172,55,28.7,ARC 10,676.9119873,0,676.9119873,1.05768001,0,1.05768001,031116,Cobb,{945D27B8-9161-4FFB-B2F8-4D263EBDE4F6},
336,13135050607,13135,"Census Tract 506.07, Gwinnett County",18016,1335,16304,1147,90.7,9.2,14512,1125,80.7,2,3380,674,18.8,3.5,1671,574,9.3,3.1,423,307,8,5.7,8727,714,742,343,8.5,3.9,353,211,72,94,20.4,24,1783,454,434,262,24,13.3,ARC 10,6884.35009766,22.82220078,6907.16992188,10.7567997,0.0356597,10.79249954,050607,Gwinnett,{BDFEF366-F382-48DC-8409-4D48E2C180EE},
926,13013180105,13013,"Census Tract 1801.05, Barrow County",2907,291,2516,238,86.5,11.9,2043,210,70.3,1.7,738,178,25.4,5.6,391,128,13.5,4.2,28,27,3.2,3.1,1164,131,142,52,12.2,4.3,156,72,63,57,40.4,31,460,103,158,65,34,11.9,ARC 20,4036.39990234,15.99409962,4052.38989258,6.30686998,0.0249908,6.33186007,180105,Barrow,{B97E1CBE-2DD8-4377-B4EF-4E99DEA44ED9},
554,13121006801,13121,"Census Tract 68.01, Fulton County",2509,296,0,32,,,0,32,,,0,32,,,0,32,,,0,18,,,0,13,0,13,,,0,13,0,13,,,0,13,0,13,,,ARC 10,163.2480011,0,163.2480011,0.25507501,0,0.25507501,006801,Fulton,{6C455227-C175-4F48-A9F0-4E9C1C93B150},
18,13113140207,13113,"Census Tract 1402.07, Fayette County",5652,400,5367,403,95,2.4,4916,408,87,3.8,1214,214,21.5,3.5,285,186,5,3.3,78,87,6.1,6.7,2558,222,146,112,5.7,4.4,47,44,0,18,0,38,796,190,61,70,8,8.6,ARC 10,1817.18005371,197.76800537,2014.94995117,2.83933997,0.30901301,3.14836001,140207,Fayette,{EAA2AA77-12DA-4A3A-9CD2-4F38A764D9CE},
807,13089021101,13089,"Census Tract 211.01, DeKalb County",3803,268,3692,294,97.1,3.6,3450,277,90.7,3.5,646,143,17,3.6,111,70,2.9,1.8,19,26,2.2,2.9,1866,227,81,57,4.3,3,55,41,0,13,0,24,527,139,11,15,2,2.8,ARC 10,782.88702393,28.54439926,811.43200684,1.22326005,0.0446006,1.26786005,021101,DeKalb,{2E7474F8-FFB8-4F2F-9342-4F6EBD8EAA14},
60,13067030230,13067,"Census Tract 302.30, Cobb County",14286,974,12317,1074,87.1,4.6,10314,1070,73,5.6,3322,667,23.5,4.4,1818,657,12.9,4.6,90,91,2.8,2.8,7484,789,1383,605,18.5,7.8,314,186,97,84,30.9,20,1773,465,189,138,11,7.3,ARC 10,3799.22998047,99.91059875,3899.13989258,5.9362998,0.15611,6.09241009,030230,Cobb,{982210BC-2B12-4EAF-9C67-50BB6E350AF0},
451,13139000102,13139,"Census Tract 1.02, Hall County",3328,294,3009,326,90.4,5.7,2530,293,76,5.7,971,223,29.2,6.2,319,113,9.6,3.3,31,37,4.4,5.3,1502,213,183,79,12.2,5,71,49,42,34,59.2,25,432,163,63,40,15,7.4,ARC 20,19625.30078125,250.32099915,19875.69921875,30.66449928,0.39112699,31.05579948,000102,Hall,{6CC9165D-068B-4850-8DC2-50F943702A13},
358,13217100501,13217,"Census Tract 1005.01, Newton County",15301,1184,13858,1070,90.7,9.9,10513,1011,68.8,3.9,4970,810,32.5,4.7,1414,499,9.3,3.2,216,182,4.6,3.8,6810,695,635,319,9.3,4.6,620,257,255,164,41.1,20,1931,532,277,161,14,7.3,ARC 20,4679.89013672,48.20629883,4728.08984375,7.31232977,0.0753223,7.38764,100501,Newton,{D2BCBFAE-5191-40CF-87A0-51136C2E7690},
683,13255160400,13255,"Census Tract 1604, Spalding County",6075,796,4686,662,77.9,3.6,1863,412,31,5.5,3205,601,53.3,7,1332,337,22.1,4.8,192,171,11.2,9.6,1937,438,672,237,34.7,9.4,393,212,159,134,40.5,26,1282,346,309,124,24,7.2,ARC 20,2858.52001953,9.38976002,2867.90991211,4.4664402,0.0146715,4.4811101,160400,Spalding,{58B180D8-56B2-43E9-A9A8-511F73EB713D},
287,13151070202,13151,"Census Tract 702.02, Henry County",11264,515,10560,583,93.9,2.8,9252,616,82.3,3.9,2585,482,23,4.2,688,259,6.1,2.3,36,46,1.2,1.5,4791,389,264,193,5.5,4,319,170,145,130,45.5,33,1736,429,243,199,14,10.9,ARC 10,13585.20019531,96.19589996,13681.40039063,21.2269001,0.150306,21.37719917,070202,Henry,{A6036106-EBF9-46D6-8496-5154215D85D7},
330,13135050545,13135,"Census Tract 505.45, Gwinnett County",12596,1095,10155,941,80.8,2.6,8056,933,64.1,4.9,2944,614,23.4,4.4,2418,603,19.2,4.5,600,359,14.8,8.5,5556,695,999,304,18,5,298,135,136,88,45.6,21,1967,422,683,311,35,13.9,ARC 10,3274.57006836,54.47829819,3329.05004883,5.11651993,0.0851223,5.20164013,050545,Gwinnett,{C20B3AC4-5A7C-4058-A64D-51D9B30C1529},
794,13089023111,13089,"Census Tract 231.11, DeKalb County",2142,270,1764,261,82.6,6.4,1232,197,57.7,5.7,791,185,37,7.3,372,107,17.4,4.5,0,18,0,3.7,823,126,106,52,12.9,6,162,56,74,42,45.7,21,396,140,185,89,47,15.2,ARC 10,576.57702637,3.55312991,580.13000488,0.90090197,0.00555177,0.90645301,023111,DeKalb,{249C0B6F-36B6-4952-8D59-51FB126839BC},
97,13117130609,13117,"Census Tract 1306.09, Forsyth County",5837,267,5451,331,93.4,3.7,5234,334,89.7,4,346,116,5.9,2,386,187,6.6,3.2,99,123,4.4,5.5,2474,250,90,54,3.6,2.2,202,118,66,67,32.7,27,786,185,131,92,17,11,ARC 20,1683.30004883,6.27375984,1689.57995605,2.63016009,0.00980275,2.63997006,130609,Forsyth,{2E68AA58-95AA-4305-895C-52491DB71D25},
810,13089022900,13089,"Census Tract 229, DeKalb County",3446,240,3163,253,92.2,3.7,2630,186,76.7,1.2,880,226,25.6,6.3,268,90,7.8,2.6,25,26,3.9,4.1,1755,169,143,66,8.1,3.7,68,37,27,29,39.7,37,594,164,73,42,12,6.2,ARC 10,937.85198975,2.75324988,940.60498047,1.46538997,0.00430195,1.46969998,022900,DeKalb,{1A20C713-B62E-44E8-8FF9-52F9013A1FC5},
79,13067031211,13067,"Census Tract 312.11, Cobb County",4149,626,3700,488,90.1,18,3541,491,86.2,17.6,463,160,11.3,3.5,406,236,9.9,5.6,77,124,31,46.5,3132,507,222,164,7.1,5.1,46,45,46,45,100,0,408,167,36,56,9,13.2,ARC 10,367.50299072,5.22999001,372.73300171,0.57422298,0.00817186,0.58239502,031211,Cobb,{8852CEB5-09E7-473B-92B9-53140D7FD3F7},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,10248,807,82.2,3.1,6231,692,50,4.3,4795,726,38.4,5.2,2223,477,17.8,3.6,423,281,9.8,6.4,4602,430,879,256,19.1,5.3,779,294,368,200,47.2,18,1792,394,480,193,27,9,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,{D23C94E3-F746-486E-808C-531DA80F8F05},
883,13057091101,13057,"Census Tract 911.01, Cherokee County",5849,389,5215,453,89.2,5,4421,465,75.6,6.2,1235,292,21.1,4.8,634,225,10.8,3.8,0,25,0,2,3212,338,422,185,13.1,5.6,112,80,73,68,65.2,39,637,229,117,101,18,14.4,ARC 10,3434.2199707,1113.33996582,4547.56982422,5.36597013,1.73959005,7.10557985,091101,Cherokee,{D3F277AC-19B8-4078-AF0A-5329AFB14F36},
522,13121010123,13121,"Census Tract 101.23, Fulton County",5086,620,4262,499,83.8,14.2,3287,398,64.6,11.1,1262,396,24.8,7.2,824,308,16.2,5.7,15,28,1.5,2.8,2946,377,540,272,18.3,8.9,121,78,87,71,71.9,36,456,228,147,104,32,16.1,ARC 10,683.11199951,4.07080984,687.1829834,1.06736004,0.00636064,1.07371998,010123,Fulton,{D703CB60-927E-4755-9053-533F9A2D36ED},
35,13113140101,13113,"Census Tract 1401.01, Fayette County",7472,637,6739,660,90.2,4.3,5353,620,71.6,5.6,2470,401,33.1,4.6,733,256,9.8,3.3,60,66,4.4,4.8,3065,437,353,146,11.5,4.5,310,150,30,49,9.7,15,1200,301,290,150,24,10.9,ARC 10,10301.79980469,226.91600037,10528.70019531,16.09659958,0.35455599,16.4510994,140101,Fayette,{67D4F803-09C3-429F-B1C3-53BFD2076E90},
488,13121002900,13121,"Census Tract 29, Fulton County",2411,338,1953,279,83.5,2.7,1717,234,73.4,14.3,346,181,14.8,7.5,386,168,16.5,6.8,0,18,0,17.3,1711,241,287,159,16.8,9,59,38,40,33,67.8,35,278,105,59,38,21,11.1,ARC 10,176.65100098,0,176.65100098,0.27601701,0,0.27601701,002900,Fulton,{DE94034C-8E0F-4AD3-BA23-53E109BE0ACA},
416,13135050423,13135,"Census Tract 504.23, Gwinnett County",7306,592,4580,567,62.7,5.9,3246,524,44.4,6.2,1632,352,22.3,4.5,2726,572,37.3,7.2,588,339,25.5,13.9,3493,387,1350,350,38.6,9.1,209,112,102,90,48.8,34,894,205,616,205,69,16.6,ARC 10,1476.77001953,4.13480997,1480.90002441,2.30745006,0.00646064,2.31391001,050423,Gwinnett,{1BA9CF72-3FC0-41D5-B016-5444AB53683B},
