OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Pop_wHealth_Insurance,Pop_wHealth_Insurance_MOE,Pct_Pop_wHealth_Insurance,Pct_Pop_wHealth_Insurance_MOE,Pop_wPriv_Health_Insurance,Pop_wPriv_Health_Insurance_MOE,Pct_Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins_MOE,Pop_wPublic_Health_Ins,Pop_wPublic_Health_Ins_MOE,Pct_Pop_wPublic_Health_Ins,Pct_Pop_wPublic_Health_Ins_MOE,Pop_wNo_Health_Insurance,Pop_wNo_Health_Insurance_MOE,Pct_Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins_MOE,Pop_u18_wNo_Health_Ins,Pop_u18_wNo_Health_Ins_MOE,Pct_Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins_MOE,Pop18_64_Employed,Pop18_64_Employed_MOE,Pop18_64_Empl_No_Health_Ins,Pop18_64_Empl_No_Health_Ins_MOE,Pct18_64_Emp_No_Health_Ins,Pct18_64_Emp_No_Health_Ins_MOE,Pop18_64_Unemployed,Pop18_64_Unemployed_MOE,Pop18_64_Unemp_No_HealthIns,Pop18_64_Unemp_No_HealthIns_MOE,Pct18_64_Unemp_No_HealthIns,Pct18_64_Unemp_No_HealthIns_MOE,Pop18_64_Not_in_Labor_Force,Pop18_64_Not_in_Labor_Force_MOE,Pop18_64_NotLabor_NoHlthIns,Pop18_64_NotLabor_NoHlthIns_MOE,Pct18_64_NotLabor_NoHlthIns,Pct18_64_NotLabor_NoHlthIns_MOE,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,GlobalID,last_edited_date
84,13067030220,13067,"Census Tract 302.20, Cobb County",1757,109,1635,151,93.1,6.4,1367,154,77.8,7.3,414,135,23.6,7.5,122,68,6.9,3.8,15,21,3.2,4.5,845,109,83,54,9.8,6.3,80,47,13,14,16.3,15,159,40,11,11,7,6.7,ARC 10,448.77099609,1.02845001,449.79998779,0.70120502,0.00160695,0.70281202,030220,Cobb,{11344C71-DB62-40DB-B3AD-7D9CAB8AB7CE},
816,13089023214,13089,"Census Tract 232.14, DeKalb County",6235,619,4987,549,80.3,3.8,3495,428,56.2,4,1709,383,27.5,5.5,1227,296,19.7,4.3,99,95,5,4.8,2990,316,726,218,24.3,6.8,327,134,183,110,56,25,752,206,219,110,29,12.3,ARC 10,1615.31005859,20.56360054,1635.86999512,2.52392006,0.0321306,2.55605006,023214,DeKalb,{43C1B998-1B2C-4198-BDB7-7DE41D28241C},
122,13117130103,13117,"Census Tract 1301.03, Forsyth County",4038,452,3359,350,83.4,12.8,2568,353,63.7,5.1,1122,203,27.8,3.9,670,254,16.6,6,44,49,4.2,4.6,1963,263,411,176,20.9,8.5,184,96,53,56,28.8,26,528,173,162,100,31,16.1,ARC 20,5299.25976563,616.06201172,5915.31982422,8.28009033,0.96259701,9.24269009,130103,Forsyth,{69C1E75F-FF95-4FE7-9F6C-7DF78862F077},
518,13121011622,13121,"Census Tract 116.22, Fulton County",10449,511,10097,568,96.8,2.7,9778,567,93.7,2.9,1010,289,9.7,2.7,338,200,3.2,1.9,35,57,1.1,1.8,4964,375,140,105,2.8,2.1,457,131,61,55,13.3,11,1106,246,16,26,1,2.3,ARC 10,4161.14990234,74.81829834,4235.95996094,6.50180006,0.116904,6.61869001,011622,Fulton,{A4027DB1-6D8A-4234-93E3-7E0672F950F6},
86,13067030502,13067,"Census Tract 305.02, Cobb County",6778,444,6058,532,89.6,5.1,5522,520,81.7,5.5,1383,286,20.5,4,701,206,10.4,3,39,39,2.4,2.4,3070,323,363,182,11.8,5.8,272,124,158,98,58.1,24,749,219,128,96,17,11.8,ARC 10,2360.88989258,20.71089935,2381.60009766,3.68888998,0.0323608,3.72125006,030502,Cobb,{87C5A6CC-58AF-4BCE-BEFC-7EC4DD2393C2},
945,13223120103,13223,"Census Tract 1201.03, Paulding County",9888,541,9266,578,93.7,2.8,8443,588,85.4,3.7,1626,349,16.4,3.4,622,217,6.3,2.2,71,73,2.1,2.1,4335,357,315,153,7.3,3.5,371,134,151,70,40.7,12,877,181,85,72,10,8,ARC 20,16470.40039063,128.24000549,16598.59960938,25.73500061,0.20037501,25.93530083,120103,Paulding,{3FE3EA34-A28B-4788-A636-7F76A7105F97},
640,13139001604,13139,"Census Tract 16.04, Hall County",6825,553,6057,358,88.7,8.9,5438,359,79.7,8.3,1208,264,17.7,3.6,768,402,11.3,5.8,93,93,4.5,4.5,3159,355,455,346,14.4,10.8,191,105,83,73,43.5,30,892,153,137,88,15,9.5,ARC 20,3558.62988281,60.76319885,3619.38989258,5.56035995,0.0949425,5.65530014,001604,Hall,{4A637AB7-E60D-4EA5-AC6D-7F7D051905FD},
14,13045910501,13045,"Census Tract 9105.01, Carroll County",8615,712,7312,648,84.9,2.7,5698,554,66.1,3.4,2209,447,25.6,4.7,1303,324,15.1,3.5,114,82,7.7,5.3,3646,426,601,215,16.5,5.6,741,197,206,135,27.8,17,2230,326,382,176,17,7.5,ARC 20,7382.89013672,0,7382.89013672,11.53579998,0,11.53579998,910501,Carroll,{FEE3CD07-3144-4EC2-B770-7FFB55038D3E},
48,13247060309,13247,"Census Tract 603.09, Rockdale County",5565,572,4561,482,82,2,2909,383,52.3,4.3,2017,424,36.2,6.6,1004,245,18,4,81,73,4.6,4.1,1973,267,443,174,22.5,8.3,343,140,184,102,53.6,20,953,213,294,150,31,14.1,ARC 10,2060.30004883,17.58650017,2077.87988281,3.21921992,0.0274789,3.24669003,060309,Rockdale,{97217495-C11B-4BE0-8334-808161896422},
579,13121007400,13121,"Census Tract 74, Fulton County",3018,532,1964,388,73.9,4,670,199,25.2,5.8,1363,324,51.3,7.3,692,221,26.1,6.7,41,57,5.8,7.9,742,198,192,115,25.9,13.9,325,149,208,116,64,20,483,189,251,154,52,24.6,ARC 10,574.69598389,0,574.69598389,0.89796197,0,0.89796197,007400,Fulton,{FC54A783-3FE7-4A5A-B492-8083BED60D36},
818,13089022009,13089,"Census Tract 220.09, DeKalb County",5251,483,3472,411,66.1,4.9,2206,347,42,5.4,1348,275,25.7,4.7,1779,372,33.9,6.4,330,205,22.4,13.1,2381,315,704,198,29.6,7.3,403,170,210,154,52.1,31,948,239,535,186,56,13.5,ARC 10,430.98098755,3.01047993,433.99099731,0.67340797,0.00470387,0.67811102,022009,DeKalb,{F63C0786-8D67-4381-87CC-80A38CE12652},
608,13121010516,13121,"Census Tract 105.16, Fulton County",9040,1044,7556,977,83.7,4.9,4792,787,53.1,6.2,3365,757,37.3,7.2,1476,448,16.3,4.6,133,132,5.4,5.2,3324,585,545,193,16.4,5,846,230,423,160,50,13,1615,429,375,318,23,18.7,ARC 10,2075,3.8684299,2078.87011719,3.24218988,0.00604442,3.24822998,010516,Fulton,{B3ED2BDD-F2A5-44B6-B405-81CE04DFEB19},
190,13067030800,13067,"Census Tract 308, Cobb County",5605,618,3669,464,65.5,4.1,2776,406,49.5,4.8,1059,247,18.9,3.9,1936,388,34.5,5.8,290,179,28.2,15.9,2692,373,1182,281,43.9,8.5,309,120,67,61,21.7,18,1368,229,397,121,29,7.4,ARC 10,1295.07995605,1.47448003,1296.55004883,2.02356005,0.00230388,2.02586007,030800,Cobb,{351E7AB1-62AF-4FE2-9C7E-81F20DF8AF91},
139,13117130608,13117,"Census Tract 1306.08, Forsyth County",6090,362,5286,373,86.8,3.3,4906,372,80.6,3.8,745,187,12.2,3,804,253,13.2,4.1,230,134,10.6,6,2249,211,303,158,13.5,6.9,103,93,36,43,35,27,923,185,128,93,14,9.7,ARC 20,2158.55004883,12.9428997,2171.48999023,3.37273002,0.0202233,3.39295006,130608,Forsyth,{58A9E151-F2C0-48C0-9CCF-8200C7E07738},
208,13067031106,13067,"Census Tract 311.06, Cobb County",8535,860,6587,855,77.7,6.2,5441,821,64.2,7.1,1893,415,22.3,4.3,1886,480,22.3,5.2,336,222,14.9,9.2,4084,485,969,333,23.7,7.7,317,230,201,234,63.4,58,733,239,300,162,41,17.6,ARC 10,2153.34008789,68.05380249,2221.39990234,3.36458993,0.106334,3.47094011,031106,Cobb,{F37A8F0B-7579-4EF7-9275-8261DEF8EEB7},
450,13139000702,13139,"Census Tract 7.02, Hall County",5511,521,4067,408,73.8,2.5,2495,362,45.3,5,1985,329,36,4.9,1444,358,26.2,6,170,103,9.4,5.4,2192,325,703,288,32.1,12.2,290,126,158,103,54.5,26,835,182,413,114,50,8.4,ARC 20,6900.08984375,22.8913002,6922.97998047,10.78139973,0.0357677,10.81719971,000702,Hall,{619DECBB-8914-4B59-9C26-82719AD5C6E2},
427,13135050428,13135,"Census Tract 504.28, Gwinnett County",6445,295,5728,363,88.9,3.9,5020,367,77.9,4.4,1338,185,20.8,2.7,717,246,11.1,3.8,153,112,9.9,7.1,2761,238,325,171,11.8,6.1,202,129,58,53,28.7,19,1111,183,181,88,16,7.5,ARC 10,1860.93994141,9.5330801,1870.47998047,2.90772009,0.0148954,2.92263007,050428,Gwinnett,{2D9F75E9-0528-4228-9E4B-83916E9B1381},
46,13247060406,13247,"Census Tract 604.06, Rockdale County",5470,528,4599,437,84.1,11.4,3709,397,67.8,3.1,1598,270,29.2,4,871,263,15.9,4.6,107,104,9.8,9.2,2244,319,334,175,14.9,7.5,254,107,173,89,68.1,20,998,204,257,128,26,11.7,ARC 10,2669.13989258,31.49780083,2700.63989258,4.17052984,0.0492153,4.21974993,060406,Rockdale,{9DC4F659-DD39-4D94-8CC1-8448BB70D6E2},
29,13113140204,13113,"Census Tract 1402.04, Fayette County",5439,557,4558,385,83.8,11.1,3829,341,70.4,9.6,1304,244,24,3.8,881,295,16.2,5.2,120,103,9.2,7.7,2509,322,492,209,19.6,7.9,228,121,78,69,34.2,24,760,146,168,89,22,10.9,ARC 10,10142.70019531,228.47399902,10371.20019531,15.84799957,0.35699099,16.20499992,140204,Fayette,{C44002D1-AC01-4791-BA9E-846B4D5D0CC2},
516,13121010511,13121,"Census Tract 105.11, Fulton County",7926,957,6802,829,85.8,1.4,5093,740,64.3,5.2,2432,569,30.7,6.2,1124,408,14.2,4.8,184,156,8,6.6,3110,484,643,329,20.7,10.1,525,237,139,136,26.5,23,1382,335,158,92,11,6.1,ARC 10,3962.88989258,50.21429825,4013.10009766,6.19201994,0.0784598,6.27047014,010511,Fulton,{81C4790B-45E1-4372-BF04-846DDE842DAB},
341,13135050544,13135,"Census Tract 505.44, Gwinnett County",12379,1187,10473,925,84.6,11,9049,960,73.1,3.3,2234,377,18,2.5,1906,685,15.4,5.3,289,209,8.8,6.2,6029,568,884,440,14.7,7.2,328,161,160,135,48.8,34,1283,317,288,190,22,13.7,ARC 10,2463.77001953,17.06559944,2480.83007813,3.84963989,0.026665,3.8763001,050544,Gwinnett,{BE06261B-F6F7-4752-97B0-8482DAD1EA4E},
739,13089023423,13089,"Census Tract 234.23, DeKalb County",7719,847,6407,761,83.5,3.7,5271,724,68.7,5.6,1865,367,24.3,4,1267,519,16.5,6.5,308,316,21.8,21.8,3884,592,437,278,11.3,6.9,604,212,260,158,43,21,1093,275,262,136,24,10.9,ARC 10,5673.52978516,63.95880127,5737.49023438,8.8648901,0.0999356,8.9648304,023423,DeKalb,{234D4A9A-8617-4705-BE4D-848EA56678FC},
66,13067030227,13067,"Census Tract 302.27, Cobb County",7798,629,5917,559,75.9,3.7,4741,548,60.8,5,1633,314,20.9,3.6,1881,482,24.1,5.9,265,226,15.9,13.3,4450,415,1144,375,25.7,8.1,230,117,137,92,59.6,26,760,165,335,144,44,16.4,ARC 10,2137.48999023,13.70940018,2151.19995117,3.33982992,0.0214209,3.36124992,030227,Cobb,{CBB4F35C-AD51-474A-B3F0-84B3C6682D35},
791,13089023204,13089,"Census Tract 232.04, DeKalb County",6980,795,5707,637,82,13.1,3844,570,55.2,5.2,2322,512,33.4,6.3,1251,472,18,6.5,191,274,12.5,17.5,2862,393,528,259,18.4,8.7,672,326,381,250,56.7,25,1084,276,131,104,12,9.1,ARC 10,1651.93994141,18.89119911,1670.82995605,2.58116007,0.0295175,2.61067009,023204,DeKalb,{8AEFC41C-3ED2-4210-86CD-84FAA3133D4C},
553,13121007100,13121,"Census Tract 71, Fulton County",2002,329,1687,295,84.5,5.1,919,199,46,6.5,1028,235,51.5,8.2,310,114,15.5,5.1,0,18,0,4.4,725,189,126,64,17.4,7.6,148,104,71,68,48,31,402,116,113,65,28,14,ARC 10,612.30200195,0,612.30200195,0.95672202,0,0.95672202,007100,Fulton,{8BDC8FA8-ED8C-4E8C-A8FF-850CE9A5BBC0},
826,13089022001,13089,"Census Tract 220.01, DeKalb County",4361,407,3712,322,85.4,10.9,3056,348,70.3,4.5,926,263,21.3,5.7,637,210,14.6,4.6,45,51,7.5,8.2,2555,285,329,140,12.9,5.3,218,112,89,71,40.8,25,371,138,123,86,33,19.6,ARC 10,1084.83996582,7.11786985,1091.95996094,1.69506001,0.0111217,1.70618999,022001,DeKalb,{D3653E6B-5D27-4D8E-A4DE-8521386E08D9},
98,13117130607,13117,"Census Tract 1306.07, Forsyth County",5559,330,5421,303,97.5,8,5088,304,91.5,0.6,733,141,13.2,2.4,138,88,2.5,1.6,27,38,1.4,1.9,2166,221,36,40,1.7,1.8,83,46,0,18,0,22,795,147,64,56,8,6.9,ARC 20,1901.9699707,9.57929039,1911.55004883,2.97182989,0.0149676,2.98679996,130607,Forsyth,{8F7FEDB2-8D1F-4977-8CBE-85893639A5FB},
134,13067030101,13067,"Census Tract 301.01, Cobb County",7855,439,6955,624,88.5,6.2,5708,608,72.7,6.6,2083,455,26.5,5.6,900,365,11.5,4.6,157,60,8.3,2.9,3642,380,267,111,7.3,3,352,174,139,144,39.5,36,943,218,276,168,29,16.5,ARC 10,6899.97021484,698.4130249,7598.37988281,10.78120041,1.09126997,11.87250042,030101,Cobb,{4B70456B-0415-4B2A-9AEE-85AFFAD44D01},
732,13089021602,13089,"Census Tract 216.02, DeKalb County",3776,350,3523,383,93.3,5.3,2907,357,77,6.2,1145,222,30.3,5.2,253,153,6.7,4,10,20,1.5,2.9,1906,309,207,144,10.9,7.3,91,66,0,13,0,14,354,114,23,39,6,10.8,ARC 10,788.05200195,0,788.05200195,1.23133004,0,1.23133004,021602,DeKalb,{8D900369-F8FB-47BE-97F0-85FF9E0E8433},
467,13121011611,13121,"Census Tract 116.11, Fulton County",7437,798,6061,710,82.4,3.9,4998,618,67.9,4.2,1623,395,22.1,4.8,1295,632,17.6,8.4,84,133,5.7,8.8,4399,695,1161,610,26.4,13.2,69,54,0,18,0,26,539,204,36,43,7,7.6,ARC 10,3487.07006836,18.72979927,3505.80004883,5.44855022,0.0292653,5.47780991,011611,Fulton,{5EC3FD12-0497-4C70-8482-8650F9AB585A},
511,13121010603,13121,"Census Tract 106.03, Fulton County",4079,546,3200,467,78.5,4.6,1299,279,31.8,5.4,2057,428,50.4,8,879,233,21.5,4.9,179,126,12.9,8.5,1471,266,393,160,26.7,9.7,240,126,114,73,47.5,17,708,192,169,86,24,10.3,ARC 10,1519.11999512,7.07684994,1526.18994141,2.37363005,0.0110576,2.38467002,010603,Fulton,{1F720C35-F5CA-415A-A633-8681A4EF84BE},
157,13067031115,13067,"Census Tract 311.15, Cobb County",4979,479,3979,456,80.2,4.9,3031,416,61.1,5.9,1360,303,27.4,5.5,985,272,19.8,5.1,75,67,5,4.3,2256,262,667,273,29.6,11.6,187,84,81,48,43.3,17,556,157,162,84,29,12.7,ARC 10,903.1829834,4.64211988,907.82501221,1.41121995,0.00725331,1.41848004,031115,Cobb,{376834FC-90B0-42F6-8A3F-868BD8E97810},
641,13139001502,13139,"Census Tract 15.02, Hall County",4598,432,3882,367,84.4,0.9,3229,361,70.2,4.3,1310,224,28.5,4.1,716,368,15.6,7.9,91,63,8.6,5.6,2088,299,494,313,23.7,14.6,112,64,56,52,50,37,542,151,75,42,14,6.7,ARC 20,5689.31982422,5672.56982422,11361.90039063,8.88955975,8.86338997,17.75300026,001502,Hall,{328549F9-74A4-483F-A967-86B56CBFB219},
706,13097080404,13097,"Census Tract 804.04, Douglas County",8366,677,7217,598,86.3,1.5,6005,620,71.8,4.6,1996,379,23.9,4.1,1149,301,13.7,3.4,116,103,4.4,3.8,3451,430,497,225,14.4,6.3,257,151,118,107,45.9,32,1304,293,418,184,32,12.1,ARC 10,14693.59960938,80.23290253,14773.79980469,22.95870018,0.12536401,23.08410072,080404,Douglas,{D51360A8-F70B-4B48-97FB-8736FFA1B3E0},
691,13077170602,13077,"Census Tract 1706.02, Coweta County",8548,609,8084,608,95.4,2.3,7601,608,89.7,3.3,1348,300,15.9,3.3,394,263,4.6,3.1,0,25,0,1.1,4120,364,252,202,6.1,4.9,129,78,15,24,11.6,17,903,238,127,105,14,11,ARC 20,2392.07006836,97.6473999,2489.70996094,3.7376101,0.152574,3.8901701,170602,Coweta,{B502BBC1-1690-4E50-BC65-87639CC2D524},
627,13121010114,13121,"Census Tract 101.14, Fulton County",6361,689,5246,645,82.7,4.8,4531,446,71.4,10.5,1231,503,19.4,7.6,1100,384,17.3,5.7,163,178,10.7,11.2,3364,342,638,270,19,7.8,205,153,160,139,78,35,570,159,91,75,16,12.4,ARC 10,999.77001953,4.39179993,1004.15997314,1.56213999,0.00686219,1.56900001,010114,Fulton,{066A02E1-C207-4436-98C3-8850C07FA79E},
673,13139000204,13139,"Census Tract 2.04, Hall County",4185,358,3846,366,91.9,3.8,3349,365,80,5.4,1080,210,25.8,4.5,339,153,8.1,3.6,67,68,6.2,6.2,1793,269,151,118,8.4,6.5,89,45,22,22,24.7,21,510,141,86,55,17,9.7,ARC 20,9893.00976563,943.13299561,10836.09960938,15.45779991,1.47364998,16.9314003,000204,Hall,{C8B77B77-2A16-454C-B604-885382A2BE0F},
233,13063040611,13063,"Census Tract 406.11, Clayton County",6683,849,4797,668,71.9,4.1,2609,521,39.1,6,2412,440,36.2,4.7,1875,459,28.1,5.9,222,230,10.5,10.6,2678,450,1063,302,39.7,9.1,252,140,89,79,35.3,24,1342,392,501,217,37,11.9,ARC 10,1512.82995605,14.83030033,1527.66003418,2.36380005,0.0231723,2.38697004,040611,Clayton,{31A0013B-EE5D-45B7-A25B-88A58AC653D5},
820,13089021813,13089,"Census Tract 218.13, DeKalb County",2887,305,1936,252,67.3,5,1156,214,40.2,6.1,893,208,31.1,6.4,940,228,32.7,7.1,157,104,17,10.7,1328,185,421,128,31.7,8.6,111,95,86,94,77.5,53,514,160,276,127,54,18.2,ARC 10,151.32400513,0,151.32400513,0.236444,0,0.236444,021813,DeKalb,{EC26F4B6-0EC1-4562-8299-88BF9EBBBF0F},
856,13089021706,13089,"Census Tract 217.06, DeKalb County",5347,570,4810,547,90,3.6,4301,522,80.4,4.7,884,186,16.5,3,537,214,10,3.9,34,54,3.6,5.6,2952,393,354,169,12,5.5,134,75,60,48,44.8,26,565,186,89,85,16,14.1,ARC 10,1273.63000488,10.01319981,1283.65002441,1.99004996,0.0156456,2.00570011,021706,DeKalb,{45B47A41-D938-4FCA-9952-894A897DE50D},
679,13255160900,13255,"Census Tract 1609, Spalding County",2597,267,2054,253,79.1,5.3,1161,182,44.7,5.3,1096,198,42.2,6.3,543,132,20.9,4.6,39,35,5.4,4.7,915,147,263,103,28.7,10.3,134,63,85,48,63.4,20,525,122,156,73,30,12.1,ARC 20,2614.65991211,20.05459976,2634.70996094,4.08541012,0.0313353,4.11673021,160900,Spalding,{FFAFE0AA-717A-4960-A6BF-894AACDD93D5},
541,13121011612,13121,"Census Tract 116.12, Fulton County",3249,203,3091,245,95.1,4.6,2763,243,85,5.3,863,166,26.6,4.8,158,87,4.9,2.7,10,21,1.5,3.2,1230,141,99,59,8,4.7,79,52,16,24,20.3,27,474,108,0,13,0,2.7,ARC 10,1777.7199707,64.43840027,1842.16003418,2.77768993,0.100685,2.87838006,011612,Fulton,{961206F6-2218-4E8E-9264-89B68D516D00},
766,13089021216,13089,"Census Tract 212.16, DeKalb County",8057,750,7726,663,95.9,12.1,7324,641,90.9,11.6,851,234,10.6,2.7,331,206,4.1,2.5,34,58,2.1,3.5,4807,491,229,171,4.8,3.5,126,89,0,18,0,14,879,272,45,57,5,6.3,ARC 10,896.7869873,0,896.7869873,1.40122998,0,1.40122998,021216,DeKalb,{50CB77F4-9B0B-46B3-83E5-89B7FD1A01CE},
200,13067030901,13067,"Census Tract 309.01, Cobb County",7748,811,6707,671,86.7,12.6,5342,604,69.1,2.9,2286,492,29.6,5.5,1029,544,13.3,6.9,155,197,8.3,10.3,3395,407,605,336,17.8,9.7,176,116,80,101,45.5,49,1058,321,189,179,18,16,ARC 10,2635.64990234,12.50450039,2648.15991211,4.11819983,0.0195383,4.13775015,030901,Cobb,{F628C878-D677-4A9F-8265-8A46F20F6233},
312,13135050216,13135,"Census Tract 502.16, Gwinnett County",8986,826,7946,815,88.4,4,7062,801,78.6,5.2,1503,313,16.7,3.1,1040,402,11.6,4.3,82,69,3.6,3,4275,682,493,245,11.5,5.4,156,88,90,71,57.7,32,1271,317,375,190,30,13,ARC 10,3421.83007813,25.31030083,3447.13989258,5.34661007,0.0395473,5.3861599,050216,Gwinnett,{DAE3D77E-A52A-4655-8692-8A89A1FEBF67},
165,13067031509,13067,"Census Tract 315.09, Cobb County",10453,829,9768,768,93.4,10.4,7929,804,75.9,4.8,2973,475,28.4,3.9,685,304,6.6,2.9,17,43,0.6,1.5,5082,590,445,271,8.8,5.2,313,145,1,4,0.3,1,1073,314,206,127,19,10.4,ARC 10,6019.22021484,10.84519958,6030.06005859,9.40503025,0.0169456,9.42197037,031509,Cobb,{DDF0E857-C4FA-4B74-803C-8ABD613BCCF3},
871,13057090905,13057,"Census Tract 909.05, Cherokee County",3886,353,3476,333,89.4,2.8,2788,330,71.7,5.4,1184,224,30.5,5.1,410,144,10.6,3.6,24,42,3,5.2,1916,241,300,139,15.7,7,98,66,47,50,48,40,363,108,39,37,11,9.7,ARC 10,1012.03997803,11.95470047,1023.98999023,1.58131003,0.0186792,1.59998,090905,Cherokee,{A626D8EC-70EA-42C4-9175-8B998DC670B9},
836,13089021412,13089,"Census Tract 214.12, DeKalb County",3646,286,3229,239,88.6,9.5,3000,223,82.3,8.9,410,111,11.2,2.9,417,175,11.4,4.7,116,100,13.5,11.4,2253,197,266,129,11.8,5.6,54,53,0,13,0,24,200,78,25,24,12,11,ARC 10,774.67102051,0,774.67102051,1.21042001,0,1.21042001,021412,DeKalb,{B13AF28E-810C-4E1D-8EAA-8BBCD7F5682F},
169,13067030344,13067,"Census Tract 303.44, Cobb County",3780,321,2829,311,74.8,5.2,2403,273,63.6,4.8,551,177,14.6,4.5,951,236,25.2,5.9,143,128,20.8,17.6,2325,233,529,165,22.8,6.7,196,85,151,79,77,22,438,130,128,79,29,15.8,ARC 10,571.79199219,5.59544992,577.38702393,0.89342499,0.00874289,0.90216702,030344,Cobb,{035AB3CD-F1B4-4754-8E9B-8C215EF3E035},
733,13089023803,13089,"Census Tract 238.03, DeKalb County",5419,535,4603,461,84.9,1.5,2957,332,54.6,2.9,2233,350,41.2,5,816,211,15.1,3.6,60,62,5.1,5.1,2232,352,420,163,18.8,6.7,276,119,99,67,35.9,19,980,167,237,88,24,8,ARC 10,1220.34997559,1.55799997,1221.90002441,1.90680003,0.00243437,1.90921998,023803,DeKalb,{F8BDFBBC-FCF1-4AB9-A66C-8CC14FEA14D8},
783,13089023421,13089,"Census Tract 234.21, DeKalb County",8250,991,6516,884,80.3,4.7,3846,568,47.4,3.9,3227,717,39.8,7.4,1602,404,19.7,4.4,372,289,14,10.4,3717,527,826,281,22.2,6.9,470,232,165,98,35.1,12,959,310,239,160,25,14.6,ARC 10,1513.47998047,33.82279968,1547.30004883,2.36480999,0.0528481,2.41766,023421,DeKalb,{7691DF6C-78A7-4492-BD94-8D13D7029C5F},
280,13151070111,13151,"Census Tract 701.11, Henry County",9447,895,7311,946,77.5,6.8,4632,721,49.1,6.1,3405,653,36.1,6,2125,513,22.5,5,222,202,8.5,7.6,4106,586,1127,374,27.4,8.2,645,292,352,187,54.6,15,1192,310,424,201,36,14.1,ARC 10,2249.41992188,7.30246019,2256.7199707,3.51471996,0.0114101,3.52611995,070111,Henry,{4FD2928A-9E9A-4D79-BE16-8E169A1F295E},
335,13135050608,13135,"Census Tract 506.08, Gwinnett County",17889,1282,14117,1402,79,5.4,11827,1379,66.2,6.1,3218,722,18,3.8,3744,1000,21,5.4,1129,684,21.3,12.6,7944,770,1500,614,18.9,7.5,546,287,328,240,60.1,31,2589,613,592,313,23,10.8,ARC 10,21154.09960938,159.772995,21313.80078125,33.05329895,0.24964499,33.30279922,050608,Gwinnett,{999B6D31-EE66-47DC-A1BD-8EAB03E976CF},
721,13097080505,13097,"Census Tract 805.05, Douglas County",4753,369,4096,347,86.4,3,3274,314,69,3.9,1276,250,26.9,4.8,647,197,13.6,4,160,129,13.6,10.7,2091,218,231,113,11,5.3,282,108,171,72,60.6,11,603,162,85,51,14,7.6,ARC 10,2449.2199707,0,2449.2199707,3.82691002,0,3.82691002,080505,Douglas,{EAD67A82-8833-4695-B5D5-8ED87DBAFDF7},
94,13117130606,13117,"Census Tract 1306.06, Forsyth County",4677,329,4438,303,95.1,9.3,4143,285,88.8,8.7,840,183,18,3.7,227,107,4.9,2.3,70,62,4.8,4.1,1881,188,67,65,3.6,3.4,118,83,26,32,22,22,459,111,29,31,6,6.6,ARC 20,1104.45996094,4.7288599,1109.18994141,1.72572005,0.00738884,1.73310995,130606,Forsyth,{3B92A729-9717-49D2-8F04-8EE4741F4870},
127,13067031118,13067,"Census Tract 311.18, Cobb County",5611,493,4795,424,87.2,0.8,4259,415,77.4,3.2,1003,289,18.2,5,706,282,12.8,5,35,49,2.3,3.2,2604,259,429,253,16.5,9.6,184,108,103,97,56,41,581,251,139,123,24,18.5,ARC 10,1241.68994141,12.47169971,1254.16003418,1.94014001,0.019487,1.95963001,031118,Cobb,{999B20C2-6FD8-4159-B53F-8F327C6CC7EC},
485,13121010107,13121,"Census Tract 101.07, Fulton County",2006,193,1896,153,95.3,12.1,1787,148,89.8,11.5,412,79,20.7,3.4,93,81,4.7,4,14,23,3.2,5.2,725,91,18,19,2.5,2.6,49,65,43,64,87.8,59,368,94,18,28,5,7.5,ARC 10,1315.19995117,40.85860062,1356.06005859,2.05500007,0.0638416,2.11883998,010107,Fulton,{F493DC89-99D2-41E6-9209-8F34EEA7246B},
610,13121010117,13121,"Census Tract 101.17, Fulton County",3568,300,3026,300,84.8,4.4,2703,300,75.8,5.5,397,159,11.1,4.4,542,224,15.2,6.2,100,117,14.1,16.1,2512,219,390,185,15.5,7.2,38,32,10,18,26.3,42,194,75,42,38,22,17.7,ARC 10,337.61898804,0,337.61898804,0.52753001,0,0.52753001,010117,Fulton,{F79849C8-E128-4F2F-AD12-8F38B8C80402},
769,13089021416,13089,"Census Tract 214.16, DeKalb County",2409,338,1744,266,72.4,4.4,1200,171,49.8,1.2,590,209,24.5,8,665,172,27.6,6,17,29,3.1,5.2,1439,196,478,144,33.2,8.9,68,53,61,51,89.7,27,281,131,109,64,39,13.8,ARC 10,192.16999817,0,192.16999817,0.300266,0,0.300266,021416,DeKalb,{2A47726A-0B42-49D6-AF50-8F6A99EB9DD1},
586,13121010303,13121,"Census Tract 103.03, Fulton County",10275,1029,9063,853,88.2,12.1,7270,735,70.8,1,2822,622,27.5,5.4,1212,405,11.8,3.8,125,129,4.9,5,4765,583,578,231,12.1,4.6,576,258,251,166,43.6,21,1173,288,236,146,20,11.4,ARC 10,8494.37988281,157.75500488,8652.13964844,13.27250004,0.246492,13.51900005,010303,Fulton,{86CDE1A4-A59A-48A2-A4AD-8F8A460B7071},
