OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Housing_units_built_since_2000,Owner_occupied_housing_units,Renter_occupied_housing_units,GlobalID,Pop_Chng_per_SqMi_2000_2010,Percent_1Unit_Detached,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,Pct_Owner_Occ_HousUnits,Pct_Renter_Occ_Units
453,000302,13139000302,3.02,ARC 20,2015-05-21T19:06:01.000Z,2742,2382,86.9,360,13.1,1.6,7.7,2595,707,2087,295,{5C68E1B8-AEDF-4185-9423-263C6D1A3D1F},54,94.6,25.8,1267,768,28,87.6,12.4
454,000900,13139000900,9,ARC 20,2015-05-21T19:06:01.000Z,2309,2069,89.6,240,10.4,1.3,6.7,1335,120,880,1189,{7B887725-0CAC-4AD5-86F5-9D5186771B49},86.1,57.8,5.2,483,1706,73.9,42.5,57.5
455,000500,13139000500,5,ARC 20,2015-05-21T19:06:01.000Z,2978,2726,91.5,252,8.5,3.4,7.8,2256,336,1874,852,{EF370026-C9FA-4A05-B069-FF864716B29D},3,75.8,11.3,1156,1486,49.9,68.7,31.3
456,001402,13139001402,14.02,ARC 20,2015-05-21T19:06:01.000Z,2182,1932,88.5,250,11.5,1.6,11.6,2048,294,1711,221,{5A50847B-2923-4154-9CCE-87DB29ADA725},95.1,93.9,13.5,878,1010,46.3,88.6,11.4
457,001002,13139001002,10.02,ARC 20,2015-05-21T19:06:01.000Z,2240,2048,91.4,192,8.6,7.5,9.4,1812,332,1354,694,{74676F4D-2473-43A2-9AB2-B388F719ADBB},63.8,80.9,14.8,1034,874,39,66.1,33.9
458,000800,13139000800,8,ARC 20,2015-05-21T19:06:01.000Z,1095,920,84,175,16,0,13.3,699,8,381,539,{6B85F7C7-4843-400D-A33D-F0E62E32E38C},-93.7,63.8,0.7,208,879,80.3,41.4,58.6
459,000600,13139000600,6,ARC 20,2015-05-21T19:06:01.000Z,2477,2203,88.9,274,11.1,0,6.5,1209,535,1220,983,{6559F438-9E95-4C7F-A621-A0AC8CCF8112},42.7,48.8,21.6,895,1047,42.3,55.4,44.6
460,000400,13139000400,4,ARC 20,2015-05-21T19:06:01.000Z,2692,2326,86.4,366,13.6,0,18.9,1675,700,1531,795,{C2A5A9E6-09D4-4D60-8C55-22E79942B1C2},83.9,62.2,26,1190,802,29.8,65.8,34.2
461,007604,13121007604,76.04,ARC 10,2015-05-21T19:06:01.000Z,1335,920,68.9,415,31.1,21.1,25.4,237,349,116,804,{E3930492-22D3-4376-BEC0-4DB225A1C5A6},177.5,17.8,26.1,118,868,65,12.6,87.4
462,007704,13121007704,77.04,ARC 10,2015-05-21T19:06:01.000Z,2072,1799,86.8,273,13.2,5.3,11.8,1135,535,949,850,{70B16411-3F24-481A-A3B1-C78BE3B4CAD4},-26.9,54.8,25.8,226,1311,63.3,52.8,47.2
463,007603,13121007603,76.03,ARC 10,2015-05-21T19:06:01.000Z,2475,2131,86.1,344,13.9,0,8.5,220,218,107,2024,{508AE180-0066-4FC0-B5D5-A00F7094499F},-15,8.9,8.8,300,1957,79.1,5,95
464,011427,13121011427,114.27,ARC 10,2015-05-21T19:06:01.000Z,2966,2752,92.8,214,7.2,3.3,13.8,2858,400,2564,188,{C99D258C-171C-4685-984B-4CFD1A3C730C},211.1,96.4,13.5,2256,310,10.5,93.2,6.8
465,011616,13121011616,116.16,ARC 10,2015-05-21T19:06:01.000Z,2224,2183,98.2,41,1.8,0,2.9,679,377,812,1371,{838836E4-6156-4988-BD35-06660C725A7F},234.5,30.5,17,1559,288,12.9,37.2,62.8
466,011617,13121011617,116.17,ARC 10,2015-05-21T19:06:01.000Z,2854,2703,94.7,151,5.3,3,7.5,1923,949,2225,478,{1D3663E4-8D96-4E24-B51D-A47048C7C187},582.4,67.4,33.3,1862,43,1.5,82.3,17.7
467,011611,13121011611,116.11,ARC 10,2015-05-21T19:06:01.000Z,3114,2900,93.1,214,6.9,1.7,6,692,1042,1168,1732,{E80ADD05-4E87-471A-920E-348178E80EEA},413.6,22.2,33.5,1679,393,12.6,40.3,59.7
468,010800,13121010800,108,ARC 10,2015-05-21T19:06:01.000Z,3107,2394,77.1,713,22.9,2.9,6.2,1815,679,906,1488,{386BB9D0-C6DE-4BD8-AFE1-BCC5D8C1D5B0},91.4,58.4,21.9,239,2189,70.5,37.8,62.2
469,980000,13121980000,9800,ARC 10,2015-05-21T19:06:01.000Z,0,0,,0,,0,0,0,0,0,0,{98F7CA45-7F6C-4A3A-87F1-E871F375AF3B},,,,0,0,,,
470,004300,13121004300,43,ARC 10,2015-05-21T19:06:01.000Z,654,479,73.2,175,26.8,17.9,19.8,4,197,110,369,{07582DC9-DB8A-424A-9E9A-9B184CEA1B76},-1745,0.6,30.1,302,155,23.7,23,77
471,008904,13121008904,89.04,ARC 10,2015-05-21T19:06:01.000Z,2693,2379,88.3,314,11.7,3.3,14.6,587,95,1504,875,{24BABD9C-E7EF-4B3C-9502-A1D34AF26249},266.7,21.8,3.5,590,2008,74.6,63.2,36.8
472,008903,13121008903,89.03,ARC 10,2015-05-21T19:06:01.000Z,1224,788,64.4,436,35.6,0,43.4,62,486,400,388,{FD032B14-C701-4A0A-BA61-B6E48A3A1711},-1160,5.1,39.7,232,506,41.3,50.8,49.2
473,001001,13121001001,10.01,ARC 10,2015-05-21T19:06:01.000Z,821,697,84.9,124,15.1,5.7,4.3,98,502,363,334,{AB44C870-18CE-4593-8999-9EABF2299A6C},1765,11.9,61.1,117,202,24.6,52.1,47.9
474,009101,13121009101,91.01,ARC 10,2015-05-21T19:06:01.000Z,3211,2641,82.2,570,17.8,4.1,6.2,237,1077,940,1701,{9B688B8E-F92C-4A37-8C1B-68BA59B3859F},-212.9,7.4,33.5,573,1561,48.6,35.6,64.4
475,001201,13121001201,12.01,ARC 10,2015-05-21T19:06:01.000Z,2658,2428,91.3,230,8.7,0,2.8,286,447,888,1540,{FB7972DA-843E-4D56-B251-FB909AE539DB},5035,10.8,16.8,495,1716,64.6,36.6,63.4
476,001202,13121001202,12.02,ARC 10,2015-05-21T19:06:01.000Z,3235,2549,78.8,686,21.2,3.5,2.3,16,1282,1132,1417,{9BD51CC0-ABAE-480C-A25C-27C6F9A3D26C},11070,0.5,39.6,343,1610,49.8,44.4,55.6
477,009102,13121009102,91.02,ARC 10,2015-05-21T19:06:01.000Z,2255,2021,89.6,234,10.4,7.7,2.5,346,734,662,1359,{8E83F718-1AA6-4F64-A7E4-258BF1984AA1},1405,15.3,32.5,444,1077,47.8,32.8,67.2
478,010108,13121010108,101.08,ARC 10,2015-05-21T19:06:01.000Z,1479,1413,95.5,66,4.5,0,0,1240,207,1200,213,{B6883EE9-41B6-4822-8E39-3EE40A480DCF},-7.5,83.8,14,1079,193,13,84.9,15.1
479,007500,13121007500,75,ARC 10,2015-05-21T19:06:01.000Z,2065,1538,74.5,527,25.5,2.4,13.5,743,580,368,1170,{91E5F386-48BC-4D0C-83C6-6FF1C56AD122},-168.5,36,28.1,179,1306,63.2,23.9,76.1
480,008101,13121008101,81.01,ARC 10,2015-05-21T19:06:01.000Z,463,399,86.2,64,13.8,4.5,0,456,12,277,122,{190BA568-DAF9-432E-B24A-EE5EEA8B49F1},-480,98.5,2.6,0,451,97.4,69.4,30.6
481,006000,13121006000,60,ARC 10,2015-05-21T19:06:01.000Z,1751,1308,74.7,443,25.3,0,13.5,1146,88,534,774,{06600914-FC81-455C-8587-CDAB20B8CAE4},-1455,65.4,5,79,1584,90.5,40.8,59.2
482,000700,13121000700,7,ARC 10,2015-05-21T19:06:01.000Z,406,349,86,57,14,0,6.6,337,102,193,156,{F37104AE-0B26-4A6A-83E9-00950A72D193},-1081.4,83,25.1,27,277,68.2,55.3,44.7
483,001002,13121001002,10.02,ARC 10,2015-05-21T19:06:01.000Z,526,433,82.3,93,17.7,0,11.4,32,363,0,433,{3E94F57F-C818-43BD-A62F-CB0D9809EA7F},-1917.1,6.1,69,95,68,12.9,0,100
484,011410,13121011410,114.10,ARC 10,2015-05-21T19:06:01.000Z,2826,2638,93.3,188,6.7,8,0,2050,137,2028,610,{33D094EF-CC0C-4C1E-AF61-93FE34BBA8C3},32.7,72.5,4.8,2360,329,11.6,76.9,23.1
485,010107,13121010107,101.07,ARC 10,2015-05-21T19:06:01.000Z,718,702,97.8,16,2.2,0,0,702,60,661,41,{E78D8ECE-0E67-4D9C-B3BB-ADF27510B48E},47.1,97.8,8.4,407,251,35,94.2,5.8
486,011405,13121011405,114.05,ARC 10,2015-05-21T19:06:01.000Z,3203,2964,92.5,239,7.5,2.9,9.2,1274,465,1306,1658,{297A04E0-AAA6-42CB-9D3A-10F85ACBE1B7},132.7,39.8,14.5,1374,1364,42.6,44.1,55.9
487,010106,13121010106,101.06,ARC 10,2015-05-21T19:06:01.000Z,1956,1681,85.9,275,14.1,0,19.6,690,151,909,772,{6C937F00-A920-4A86-8714-06F280ED5A72},111.9,35.3,7.7,1342,463,23.7,54.1,45.9
488,002900,13121002900,29,ARC 10,2015-05-21T19:06:01.000Z,1568,1179,75.2,389,24.8,10.8,18.3,361,936,485,694,{A4FA11ED-2163-4AB5-ABAF-A3D44762773F},3966.7,23,59.7,133,499,31.8,41.1,58.9
489,010110,13121010110,101.10,ARC 10,2015-05-21T19:06:01.000Z,3196,2585,80.9,611,19.1,6,20,822,744,1310,1275,{3D3A7452-2C79-4F68-B644-360CA397D449},571,25.7,23.3,1227,1225,38.3,50.7,49.3
490,010205,13121010205,102.05,ARC 10,2015-05-21T19:06:01.000Z,2457,2101,85.5,356,14.5,9.9,0,1717,250,1691,410,{50CB9280-9602-426B-89BB-E65CDF6D2BE6},165,69.9,10.2,612,1595,64.9,80.5,19.5
491,010210,13121010210,102.10,ARC 10,2015-05-21T19:06:01.000Z,2689,2267,84.3,422,15.7,11.3,15.5,1055,157,1380,887,{94F32953-72DB-4F1C-8432-577F66B59B3C},199.4,39.2,5.8,678,1854,68.9,60.9,39.1
492,010209,13121010209,102.09,ARC 10,2015-05-21T19:06:01.000Z,3138,2784,88.7,354,11.3,4.7,5.7,274,156,638,2146,{1CCBBF11-3BE9-4DBD-AC33-0F6B4985DA71},-24,8.7,5,2445,537,17.1,22.9,77.1
493,008902,13121008902,89.02,ARC 10,2015-05-21T19:06:01.000Z,3753,3324,88.6,429,11.4,4.4,9.9,1028,1354,1455,1869,{0DCCA4E4-CB3D-4466-8F9E-8752106FA312},317.5,27.4,36.1,915,1484,39.5,43.8,56.2
494,008500,13121008500,85,ARC 10,2015-05-21T19:06:01.000Z,1891,1151,60.9,740,39.1,7.1,20.5,1227,320,389,762,{056A14E8-E3E2-48B1-B72F-D301AC5C4D91},-682.7,64.9,16.9,133,1438,76,33.8,66.2
495,008601,13121008601,86.01,ARC 10,2015-05-21T19:06:01.000Z,2284,1637,71.7,647,28.3,12.9,8.4,1332,315,568,1069,{9E301164-9065-472F-A1C5-D51D95B5A5BD},-525.9,58.3,13.8,89,1880,82.3,34.7,65.3
496,005800,13121005800,58,ARC 10,2015-05-21T19:06:01.000Z,721,484,67.1,237,32.9,20.6,10.3,542,49,173,311,{44F3BAD7-AB84-43F4-8D45-E6117CBF848E},-1636,75.2,6.8,26,646,89.6,35.7,64.3
497,007900,13121007900,79,ARC 10,2015-05-21T19:06:01.000Z,2414,2023,83.8,391,16.2,6.8,25.7,1792,528,1687,336,{E44EC562-3245-4B92-BA10-9BFF5D1512F5},107,74.2,21.9,313,1573,65.2,83.4,16.6
498,010601,13121010601,106.01,ARC 10,2015-05-21T19:06:01.000Z,1620,1265,78.1,355,21.9,9.5,19.1,796,104,541,724,{3B2D071E-AC98-454E-B89A-AE8ED3074BA2},-1088.2,49.1,6.4,159,1357,83.8,42.8,57.2
499,008700,13121008700,87,ARC 10,2015-05-21T19:06:01.000Z,2398,1819,75.9,579,24.1,2.9,16.2,958,1137,484,1335,{44DF72E7-D39D-4E7C-83AC-CAB02A3C648B},-12,39.9,47.4,128,1133,47.2,26.6,73.4
500,012300,13121012300,123,ARC 10,2015-05-21T19:06:01.000Z,1450,1088,75,362,25,0,15.4,827,416,411,677,{246BE3EF-CB59-4621-A0F9-0E7A5CE32AA9},-506.4,57,28.7,98,936,64.6,37.8,62.2
501,012000,13121012000,120,ARC 10,2015-05-21T19:06:01.000Z,1529,1162,76,367,24,16.8,6,452,436,372,790,{804E9513-411C-4A71-ACF2-F4915C0845A3},97.8,29.6,28.5,511,582,38.1,32,68
502,011900,13121011900,119,ARC 10,2015-05-21T19:06:01.000Z,1738,1417,81.5,321,18.5,41.4,5.4,55,773,194,1223,{2F8D1672-08DC-4FE5-86EA-C268B7785804},-253.3,3.2,44.5,149,816,47,13.7,86.3
503,011800,13121011800,118,ARC 10,2015-05-21T19:06:01.000Z,2067,1188,57.5,879,42.5,44.3,23.9,355,1112,55,1133,{10CD90DA-E481-4E02-A2A4-E7F3A0F1D985},-20,17.2,53.8,190,765,37,4.6,95.4
504,011624,13121011624,116.24,ARC 10,2015-05-21T19:06:01.000Z,1199,1199,100,0,0,0,0,1167,139,1136,63,{1FB13CF7-3F02-4035-8914-8C8D282911CF},269,97.3,11.6,1060,0,0,94.7,5.3
505,003600,13121003600,36,ARC 10,2015-05-21T19:06:01.000Z,1001,703,70.2,298,29.8,19.4,23.8,59,510,193,510,{0BB6CF2F-2231-49B1-94FD-16C6062F7BC0},-1475,5.9,50.9,152,339,33.9,27.5,72.5
506,003500,13121003500,35,ARC 10,2015-05-21T19:06:01.000Z,813,638,78.5,175,21.5,7.5,15.9,13,91,211,427,{D0059662-D43C-4261-8E48-7B2274BC2F11},-2938,1.6,11.2,173,549,67.5,33.1,66.9
507,010208,13121010208,102.08,ARC 10,2015-05-21T19:06:01.000Z,2212,2018,91.2,194,8.8,0,8.8,520,55,580,1438,{0836DF06-41EA-4920-BB08-21E05BE53132},260.8,23.5,2.5,1364,793,35.8,28.7,71.3
508,011411,13121011411,114.11,ARC 10,2015-05-21T19:06:01.000Z,3171,2852,89.9,319,10.1,2.6,26.4,2042,97,2166,686,{61F33748-BDA7-442A-83BF-5F813BEDAFF3},-164,64.4,3.1,1373,1701,53.6,75.9,24.1
509,011412,13121011412,114.12,ARC 10,2015-05-21T19:06:01.000Z,3655,3348,91.6,307,8.4,1.1,12.4,2336,388,2291,1057,{C3DF3FA4-771F-4BA6-B25D-5B0518FAA6B2},245.4,63.9,10.6,2691,576,15.8,68.4,31.6
510,011414,13121011414,114.14,ARC 10,2015-05-21T19:06:01.000Z,3380,3018,89.3,362,10.7,3.6,5.7,1504,241,1567,1451,{C1C0F197-B315-4C8C-A389-1198BFD72B83},-2.8,44.5,7.1,2809,330,9.8,51.9,48.1
511,010603,13121010603,106.03,ARC 10,2015-05-21T19:06:01.000Z,1629,1212,74.4,417,25.6,0,13.6,322,48,213,999,{A9BAC29D-403F-4396-8F36-ED71A1A0A1ED},-786.7,19.8,2.9,163,1418,87,17.6,82.4
512,010604,13121010604,106.04,ARC 10,2015-05-21T19:06:01.000Z,1853,1180,63.7,673,36.3,0,30.4,555,71,317,863,{F55060BC-4630-4CD9-9D0E-F7544C6A19EE},-1058.9,30,3.8,174,1608,86.8,26.9,73.1
513,007300,13121007300,73,ARC 10,2015-05-21T19:06:01.000Z,3127,2596,83,531,17,3.8,10.4,1371,630,752,1844,{ABEFD8BE-C14D-4D73-8739-0A8952B5D9E0},-237.7,43.8,20.1,409,2088,66.8,29,71
514,010508,13121010508,105.08,ARC 10,2015-05-21T19:06:01.000Z,1527,1258,82.4,269,17.6,0,10,1319,527,1041,217,{E4A6B74C-4CA8-44FB-B5B0-02480CDDC027},522,86.4,34.5,158,842,55.1,82.8,17.2
515,010507,13121010507,105.07,ARC 10,2015-05-21T19:06:01.000Z,3450,2815,81.6,635,18.4,0,15.4,1641,628,1318,1497,{C710E450-8EBC-4C53-9B2E-84A432040111},301.1,47.6,18.2,817,2005,58.1,46.8,53.2
516,010511,13121010511,105.11,ARC 10,2015-05-21T19:06:01.000Z,3198,2689,84.1,509,15.9,3.9,23.4,2460,1670,2071,618,{D98D5F9F-8735-4A31-B33C-E42BE4AA1A2F},490.5,76.9,52.2,400,1128,35.3,77,23
517,011626,13121011626,116.26,ARC 10,2015-05-21T19:06:01.000Z,2882,2528,87.7,354,12.3,4.7,9.2,2044,689,1543,985,{D66C1798-F132-4EA9-80A7-75BF9B3F3FA1},1038.6,70.9,23.9,2193,0,0,61,39
518,011622,13121011622,116.22,ARC 10,2015-05-21T19:06:01.000Z,2947,2872,97.5,75,2.5,0,36.1,2827,813,2739,133,{200F6EB3-4295-4C19-9E2E-D7A0F8E7F3B4},440.8,95.9,27.6,2040,94,3.2,95.4,4.6
519,011424,13121011424,114.24,ARC 10,2015-05-21T19:06:01.000Z,2222,2154,96.9,68,3.1,0,10.3,1454,155,1797,357,{5E4A3F79-3BD2-416B-AB04-8EDEF902B051},342.6,65.4,7,1895,172,7.7,83.4,16.6
520,011422,13121011422,114.22,ARC 10,2015-05-21T19:06:01.000Z,1743,1699,97.5,44,2.5,4.6,0,831,261,909,790,{07499182-3641-4986-9EAC-18CD93413E59},353.1,47.7,15,812,670,38.4,53.5,46.5
521,011505,13121011505,115.05,ARC 10,2015-05-21T19:06:01.000Z,1445,1445,100,0,0,0,0,1380,175,1331,114,{09367B87-2449-4C79-A960-99E5038F0491},79.4,95.5,12.1,1207,63,4.4,92.1,7.9
522,010123,13121010123,101.23,ARC 10,2015-05-21T19:06:01.000Z,2157,1974,91.5,183,8.5,0,11.3,431,23,920,1054,{CA13CC82-32FD-45F3-A4B4-9728F5145F06},-578.2,20,1.1,785,1349,62.5,46.6,53.4
523,000100,13121000100,1,ARC 10,2015-05-21T19:06:01.000Z,2017,1877,93.1,140,6.9,0.7,0,1518,83,1544,333,{FC406F46-3F6B-4780-8696-861E3BED15D4},200,75.3,4.1,226,1708,84.7,82.3,17.7
524,000200,13121000200,2,ARC 10,2015-05-21T19:06:01.000Z,2986,2779,93.1,207,6.9,1.9,11.4,1593,269,1811,968,{C379FDA8-0F52-4BF0-B7EC-CD6893CB085E},2.7,53.3,9,397,2320,77.7,65.2,34.8
525,009402,13121009402,94.02,ARC 10,2015-05-21T19:06:01.000Z,2809,2335,83.1,474,16.9,6.5,11,41,1865,204,2131,{0FB06B81-4582-45C0-99FF-E04E3C1E6C81},-206,1.5,66.4,592,352,12.5,8.7,91.3
526,001100,13121001100,11,ARC 10,2015-05-21T19:06:01.000Z,3272,2569,78.5,703,21.5,12.2,8.3,16,892,1299,1270,{CB7AF5A0-FBC2-4DA8-9BA3-F06798B55B1C},5415,0.5,27.3,1605,775,23.7,50.6,49.4
527,000400,13121000400,4,ARC 10,2015-05-21T19:06:01.000Z,1207,948,78.5,259,21.5,16.5,2.2,261,84,544,404,{B4AB9D1F-72F1-454F-9B6B-78D9246E301C},46.7,21.6,7,149,974,80.7,57.4,42.6
528,009200,13121009200,92,ARC 10,2015-05-21T19:06:01.000Z,3707,3135,84.6,572,15.4,8.5,16.4,780,1144,761,2374,{E6BCC686-754D-47C1-B50C-EAB3E23E09E9},1725.7,21,30.9,1107,1456,39.3,24.3,75.7
529,008201,13121008201,82.01,ARC 10,2015-05-21T19:06:01.000Z,3026,2713,89.7,313,10.3,0,0,1979,727,1568,1145,{4D4F269F-54C4-4D7D-AE63-A561AA9C6A3B},175.2,65.4,24,210,2089,69,57.8,42.2
530,007808,13121007808,78.08,ARC 10,2015-05-21T19:06:01.000Z,1748,1314,75.2,434,24.8,10.6,19.4,193,168,114,1200,{26E18D87-736F-4A90-977B-214BBAAE5223},483.3,11,9.6,239,1341,76.7,8.7,91.3
531,007806,13121007806,78.06,ARC 10,2015-05-21T19:06:01.000Z,2453,2175,88.7,278,11.3,3.3,9.8,1467,329,1082,1093,{39EDD4C0-1A7D-455F-AE99-8AB198B36655},122.6,59.8,13.4,872,1252,51,49.7,50.3
532,008800,13121008800,88,ARC 10,2015-05-21T19:06:01.000Z,2333,2073,88.9,260,11.1,1.8,7.4,1818,920,1435,638,{74C778B6-B271-4F2C-8B7C-D8B85C99801E},421.8,77.9,39.4,150,1263,54.1,69.2,30.8
533,008602,13121008602,86.02,ARC 10,2015-05-21T19:06:01.000Z,756,479,63.4,277,36.6,7.9,4.3,340,165,189,290,{5B13DBDD-D92F-499C-ACC0-0CBEC511201B},-1300,45,21.8,66,525,69.4,39.5,60.5
534,010121,13121010121,101.21,ARC 10,2015-05-21T19:06:01.000Z,1325,1173,88.5,152,11.5,2,18.5,414,415,834,339,{ECE21633-8B43-49B2-91F6-1E46CAA4D200},547.5,31.2,31.3,579,331,25,71.1,28.9
535,010119,13121010119,101.19,ARC 10,2015-05-21T19:06:01.000Z,2274,1935,85.1,339,14.9,10.4,8.4,117,119,276,1659,{20C72755-A7E6-4127-BE75-B91FB7B8E212},251.3,5.1,5.2,1361,794,34.9,14.3,85.7
536,010211,13121010211,102.11,ARC 10,2015-05-21T19:06:01.000Z,1406,1278,90.9,128,9.1,3.5,7.4,998,266,863,415,{976309E2-3A60-4CBE-B7FE-73F768276021},514,71,18.9,142,998,71,67.5,32.5
537,009801,13121009801,98.01,ARC 10,2015-05-21T19:06:01.000Z,1974,1792,90.8,182,9.2,3.3,4.4,1279,363,1379,413,{2295BCB6-DA2B-4D31-A7D3-4647A120E8FF},290,64.8,18.4,564,1047,53,77,23
538,009603,13121009603,96.03,ARC 10,2015-05-21T19:06:01.000Z,2891,2068,71.5,823,28.5,9.7,23,448,962,857,1211,{25489C34-39BF-4387-9C04-AF1277C76874},1684.3,15.5,33.3,515,1414,48.9,41.4,58.6
539,009601,13121009601,96.01,ARC 10,2015-05-21T19:06:01.000Z,1633,1268,77.6,365,22.4,4.5,7.5,214,504,530,738,{06B1AAE7-6C51-4583-A3C8-BE02802FB40E},1743.3,13.1,30.9,674,455,27.9,41.8,58.2
540,007705,13121007705,77.05,ARC 10,2015-05-21T19:06:01.000Z,2222,1934,87,288,13,0,11.6,489,370,445,1489,{FA91291C-8EB4-4F9A-A82E-E5B9F3FE19A3},496.9,22,16.7,602,1250,56.3,23,77
541,011612,13121011612,116.12,ARC 10,2015-05-21T19:06:01.000Z,1227,1119,91.2,108,8.8,4.2,35.7,1196,42,1083,36,{3DF05DAA-24A5-40AF-B104-8DDECE5ABB61},-353.1,97.5,3.4,1065,120,9.8,96.8,3.2
542,011623,13121011623,116.23,ARC 10,2015-05-21T19:06:01.000Z,4131,3969,96.1,162,3.9,0.5,8.6,2554,1097,2844,1125,{D842974A-5EFE-488C-8BA2-393E7F2FD8FD},1144.4,61.8,26.6,2871,163,3.9,71.7,28.3
543,011625,13121011625,116.25,ARC 10,2015-05-21T19:06:01.000Z,2645,2468,93.3,177,6.7,2.3,13.6,1754,776,1578,890,{95858C54-9653-416B-87CD-EF525580CA2E},935,66.3,29.3,1784,85,3.2,63.9,36.1
544,011619,13121011619,116.19,ARC 10,2015-05-21T19:06:01.000Z,2971,2807,94.5,164,5.5,0,6.5,965,355,897,1910,{B94EF851-3DCB-4AF4-8ED3-1CDBF910989B},566.4,32.5,11.9,2442,174,5.9,32,68
545,011621,13121011621,116.21,ARC 10,2015-05-21T19:06:01.000Z,2340,2221,94.9,119,5.1,0,0,1682,482,1502,719,{70C8A3EE-A1CC-4270-95C1-47AFDFC2D38C},204.7,71.9,20.6,1765,93,4,67.6,32.4
546,000500,13121000500,5,ARC 10,2015-05-21T19:06:01.000Z,3279,2227,67.9,1052,32.1,20.2,13,858,1363,1190,1037,{D57F2B0E-B45A-4348-BC43-C1A201F2C91B},750,26.2,41.6,722,1194,36.4,53.4,46.6
547,009300,13121009300,93,ARC 10,2015-05-21T19:06:01.000Z,2740,2280,83.2,460,16.8,3.1,19.7,1341,85,1484,796,{3D21D217-D8A4-4D77-84A5-B29DDFBE8148},-242.2,48.9,3.1,654,2001,73,65.1,34.9
548,009900,13121009900,99,ARC 10,2015-05-21T19:06:01.000Z,2376,2011,84.6,365,15.4,7.8,14.2,1357,321,1376,635,{53C21509-3B17-41D2-9C69-76E02C32B72A},167.3,57.1,13.5,865,1190,50.1,68.4,31.6
549,009000,13121009000,90,ARC 10,2015-05-21T19:06:01.000Z,1995,1700,85.2,295,14.8,7.2,5.1,1275,302,1112,588,{4E47C7EA-2646-4B02-9C7C-B98BC9210BA7},693.3,63.9,15.1,539,1154,57.8,65.4,34.6
550,009700,13121009700,97,ARC 10,2015-05-21T19:06:01.000Z,1680,1539,91.6,141,8.4,0,31,1270,143,1345,194,{70B232DA-EA80-499C-A0E8-35BCD9BCBEA6},-94.3,75.6,8.5,639,898,53.5,87.4,12.6
551,010206,13121010206,102.06,ARC 10,2015-05-21T19:06:01.000Z,2372,1979,83.4,393,16.6,11.2,0,1795,631,1824,155,{303C2789-31F2-4FAF-BE8D-90D5A6B543DC},9.1,75.7,26.6,885,856,36.1,92.2,7.8
552,010204,13121010204,102.04,ARC 10,2015-05-21T19:06:01.000Z,1922,1900,98.9,22,1.1,0.4,0,1908,21,1855,45,{870AEB5B-28CE-4827-ABA6-BF55F07C636C},2.4,99.3,1.1,519,1382,71.9,97.6,2.4
553,007100,13121007100,71,ARC 10,2015-05-21T19:06:01.000Z,1093,755,69.1,338,30.9,12.8,2.2,736,175,314,441,{ACD76D4A-9F5E-4B56-BB8B-34B2F0AFD689},-1778,67.3,16,54,864,79,41.6,58.4
554,006801,13121006801,68.01,ARC 10,2015-05-21T19:06:01.000Z,7,0,0,7,100,0,0,7,0,0,0,{966AE8FB-AA78-4E24-A707-A49CFB5EE742},-766.7,100,0,0,7,100,,
555,006900,13121006900,69,ARC 10,2015-05-21T19:06:01.000Z,1589,1178,74.1,411,25.9,9.6,19.1,950,392,604,574,{E4B380AC-3350-4178-B194-DDA5288F7061},-113.3,59.8,24.7,112,1085,68.3,51.3,48.7
556,005200,13121005200,52,ARC 10,2015-05-21T19:06:01.000Z,2219,1981,89.3,238,10.7,1,17.3,1365,767,1512,469,{C4071DCE-E8BF-4305-A7D4-9E51616581D8},687.8,61.5,34.6,149,1303,58.7,76.3,23.7
557,005000,13121005000,50,ARC 10,2015-05-21T19:06:01.000Z,1023,883,86.3,140,13.7,5.4,13.8,557,88,526,357,{56C11410-CA18-4358-BA06-A9D17850C3D0},-44,54.4,8.6,48,887,86.7,59.6,40.4
558,001500,13121001500,15,ARC 10,2015-05-21T19:06:01.000Z,2897,2289,79,608,21,7.5,20.3,789,107,836,1453,{7772B86C-DCD6-4373-96AC-C94E0E6A641D},302.5,27.2,3.7,308,2482,85.7,36.5,63.5
559,007807,13121007807,78.07,ARC 10,2015-05-21T19:06:01.000Z,1414,960,67.9,454,32.1,20.2,18.5,849,150,470,490,{2F559FE5-1016-4795-869A-772B286DFE66},-449.1,60,10.6,87,1177,83.2,49,51
560,010510,13121010510,105.10,ARC 10,2015-05-21T19:06:01.000Z,6974,6143,88.1,831,11.9,5.7,0.8,4258,3429,3486,2657,{8B513D93-CE45-40A7-AD29-388BCCD5FC9E},766.3,61.1,49.2,2173,1372,19.7,56.7,43.3
561,010512,13121010512,105.12,ARC 10,2015-05-21T19:06:01.000Z,3129,2344,74.9,785,25.1,13.6,17,478,669,689,1655,{49C27715-ED5E-4AED-8C8F-DA1F39585016},213.9,15.3,21.4,1326,1134,36.2,29.4,70.6
