OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Under_5_population__2010,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_Population_under_5_2010
692,13077170503,1705.03,ARC 20,2015-05-19T14:22:27.000Z,30.4,73693,426,{82800614-A166-4165-9695-EB4DA30BF392},84.1,7.84
693,13077170501,1705.01,ARC 20,2015-05-19T14:22:27.000Z,24.1,63905,408,{1B050ED8-B419-4D18-B01A-C3CFB411913D},31.6,6.1
694,13077170406,1704.06,ARC 20,2015-05-19T14:22:27.000Z,37.9,73587,181,{EB957017-B69D-4837-A250-C42D98B09D48},113.3,5.36
695,13077170305,1703.05,ARC 20,2015-05-19T14:22:27.000Z,15.1,37004,704,{AAEEC3B2-DD8B-41F9-AFDE-AAF082007A67},349.9,8.02
696,13077170601,1706.01,ARC 20,2015-05-19T14:22:27.000Z,8.3,32725,861,{17DDAB3B-AA00-4029-932D-7DA81EBADB59},165.9,11.25
697,13077170603,1706.03,ARC 20,2015-05-19T14:22:27.000Z,23.9,69276,332,{9AC880AC-C280-4D02-8D66-2DB05062664D},75.5,6.67
698,13077170502,1705.02,ARC 20,2015-05-19T14:22:27.000Z,20.2,61650,405,{CF412EF7-9169-48AA-8CE0-7833C0282D60},69,7.26
699,13077170405,1704.05,ARC 20,2015-05-19T14:22:27.000Z,23.7,79531,506,{18D6F0EC-5228-492D-8282-F2C10C16EBEA},153.8,7.15
700,13077170404,1704.04,ARC 20,2015-05-19T14:22:27.000Z,37.9,78459,300,{7DA48DCA-DAD4-4856-9841-7316497F320A},90.3,5.13
701,13077170403,1704.03,ARC 20,2015-05-19T14:22:27.000Z,33.1,88071,267,{4E30E382-FE2D-4ADB-97EC-7C7BA5E503F3},108.8,6.73
702,13077170306,1703.06,ARC 20,2015-05-19T14:22:27.000Z,33.5,59006,587,{274BC6AC-C27E-4793-86CC-EF28B4BBE031},430.1,7.25
703,13097080603,806.03,ARC 10,2015-05-19T14:22:27.000Z,26.6,70833,425,{972C461E-52DE-42F1-8560-1F76EDD93DEF},316.7,6.78
704,13097080511,805.11,ARC 10,2015-05-19T14:22:27.000Z,35.2,65185,607,{8BB1FBE8-850A-4734-8D16-97ECCE88A2C4},291.3,6.8
705,13097080304,803.04,ARC 10,2015-05-19T14:22:27.000Z,20,42972,336,{B4238492-16A8-4F10-8432-AFD9765948D5},229,6.07
706,13097080404,804.04,ARC 10,2015-05-19T14:22:27.000Z,27.1,61341,606,{45A4C28D-9CEF-4D93-A514-003846398911},190.8,7.63
707,13097080303,803.03,ARC 10,2015-05-19T14:22:27.000Z,12.8,37266,345,{EBE976A3-AC50-428C-9C77-2ADB54C14CC1},-72,9.01
708,13097080403,804.03,ARC 10,2015-05-19T14:22:27.000Z,30.9,64917,337,{53D2394E-9C06-4E41-9CAF-03E39843D100},139.6,7.3
709,13097080103,801.03,ARC 10,2015-05-19T14:22:27.000Z,19.7,32285,603,{E101EB12-7698-4481-867F-2886070DEBB8},60.3,9.46
710,13097080604,806.04,ARC 10,2015-05-19T14:22:27.000Z,22.2,57674,669,{D91E10F8-B35B-449F-9E2B-C59CE7EF01D0},331.2,7.5
711,13077170304,1703.04,ARC 20,2015-05-19T14:22:27.000Z,27.9,69519,393,{79BE3F62-A6D4-4603-BAE9-D0C10779C7BA},159.4,6.29
712,13077170303,1703.03,ARC 20,2015-05-19T14:22:27.000Z,39.3,95767,300,{594F79C7-E174-48C9-8231-FBDA9A57DF34},87.2,6
713,13077170802,1708.02,ARC 20,2015-05-19T14:22:27.000Z,20,48403,309,{852EE697-A746-4861-97D8-B7EB270A2E2F},27.6,6.58
714,13077170801,1708.01,ARC 20,2015-05-19T14:22:27.000Z,16.7,47640,484,{6D81F13A-8596-4EC6-B599-0574EBBB04F5},40.5,8.21
715,13077170700,1707,ARC 20,2015-05-19T14:22:27.000Z,14.3,38075,564,{0D66A7C3-F977-4B35-AA9E-357EF4776EF9},27.2,7.49
716,13077170402,1704.02,ARC 20,2015-05-19T14:22:27.000Z,34.8,88426,496,{D6737C90-20EC-4FD4-83C3-ABCCC26E56B6},144.4,5.88
717,13077170200,1702,ARC 20,2015-05-19T14:22:27.000Z,21.3,44712,574,{B8FD7EC7-3DFC-4DDB-8956-DFC1ABEDA90C},41.1,8.08
718,13077170100,1701,ARC 20,2015-05-19T14:22:27.000Z,21.7,58720,415,{76655047-07B6-4AEF-AACD-C1F434F2400D},13.2,5.79
719,13097080201,802.01,ARC 10,2015-05-19T14:22:27.000Z,15.1,52963,495,{001AF34D-5C9A-4A70-8D19-F1A76C731268},185.1,7.99
720,13097080506,805.06,ARC 10,2015-05-19T14:22:27.000Z,18.8,51723,351,{255645EB-1201-4AE4-A6E6-F99C47D55F57},84.8,6.25
721,13097080505,805.05,ARC 10,2015-05-19T14:22:27.000Z,17.3,54344,270,{37F36A29-AB9F-44CB-B9C8-B0386D93E788},224.7,6.29
722,13097080202,802.02,ARC 10,2015-05-19T14:22:27.000Z,19,39663,672,{284BD6DF-DED1-4643-89BF-B9AF13AF4611},382.2,7.32
723,13097080507,805.07,ARC 10,2015-05-19T14:22:27.000Z,22.2,60694,235,{B44B7EFC-3A56-4B6D-A9BC-639FC13BEE6B},119.2,6.51
724,13097080402,804.02,ARC 10,2015-05-19T14:22:27.000Z,27.2,80386,468,{DB5DD77C-5311-4B16-A4B1-C6DF5C67AA3F},72.1,5.44
725,13097080301,803.01,ARC 10,2015-05-19T14:22:27.000Z,18.9,40722,1063,{F571DFC4-C958-4F29-A296-F75BBD585F02},536.9,9.01
726,13089980000,9800,ARC 10,2015-05-19T14:22:27.000Z,,,0,{6B56CCE1-7C5D-4CD7-BC44-880D2203F86B},,
727,13089023428,234.28,ARC 10,2015-05-19T14:22:27.000Z,21.6,34297,739,{7B9843DD-A9E4-4D5D-BF1B-F4CA40847C6A},633,8.56
728,13089023426,234.26,ARC 10,2015-05-19T14:22:27.000Z,39.8,60523,225,{348DCABA-EE8B-4717-AA3A-E8A3BD337F68},405.7,5.08
729,13089021502,215.02,ARC 10,2015-05-19T14:22:27.000Z,66.6,59383,184,{AA3D33CB-8E45-4BBF-96B6-48ACCAC294DF},117.1,4.35
730,13089022302,223.02,ARC 10,2015-05-19T14:22:27.000Z,59.6,58977,281,{8BF5A59C-177D-4612-8110-569AD33E6058},-18.6,6.8
731,13089022007,220.07,ARC 10,2015-05-19T14:22:27.000Z,16.3,33039,370,{BE410DC8-91E2-4068-A0D9-F6F3DFA711B7},-450,9.78
732,13089021602,216.02,ARC 10,2015-05-19T14:22:27.000Z,66.5,72168,249,{DDD2DDFB-A526-403A-A386-BF1BE90CA150},377.5,5.97
733,13089023803,238.03,ARC 10,2015-05-19T14:22:27.000Z,17.1,40352,296,{9D500F02-7492-43D5-B450-CCE5F7CB3F7E},-439.5,5.7
734,13089022402,224.02,ARC 10,2015-05-19T14:22:27.000Z,68.4,27045,65,{F948798D-A07F-4A77-9921-2EB1CDCA7CDC},1050.8,1.12
735,13089022700,227,ARC 10,2015-05-19T14:22:27.000Z,60.8,92667,445,{3E30B49A-69CC-44B5-A257-6CDC0134FDFD},392.2,10.04
736,13089022403,224.03,ARC 10,2015-05-19T14:22:27.000Z,87.1,132313,237,{D152A861-84FE-4033-B0AF-2CA69F4BBC55},15.8,5.85
737,13089023425,234.25,ARC 10,2015-05-19T14:22:27.000Z,32.2,63816,340,{7D5600AA-115B-458C-B0AE-F655B3545719},211,6.19
738,13089022204,222.04,ARC 10,2015-05-19T14:22:27.000Z,34.9,40044,531,{F51BA54D-45BC-40EE-83B6-CBACB98C33ED},323.8,8.16
739,13089023423,234.23,ARC 10,2015-05-19T14:22:27.000Z,22.1,50175,726,{7F251E51-7010-4EF3-9BA7-197BED70D36B},372.7,8.3
740,13089023419,234.19,ARC 10,2015-05-19T14:22:27.000Z,32,62813,532,{2441AD0B-97F9-4662-A9EB-447923DD20F6},551.5,6.01
741,13089023312,233.12,ARC 10,2015-05-19T14:22:27.000Z,36.7,63025,589,{9736EC06-D53B-4DEE-92A7-2EB6D982E31B},627.1,6.38
742,13089023311,233.11,ARC 10,2015-05-19T14:22:27.000Z,39.7,80149,230,{8F031C60-C93F-4FA4-850B-980C6C3D769A},257.9,5.66
743,13089023213,232.13,ARC 10,2015-05-19T14:22:27.000Z,23.7,42072,414,{D4F17297-1202-425C-9601-6A7EF2D09487},793,7.09
744,13089022301,223.01,ARC 10,2015-05-19T14:22:27.000Z,58.8,51310,291,{0F7FB5AD-9D06-4E54-B24D-EDF27923F6EF},274.4,5.14
745,13089023602,236.02,ARC 10,2015-05-19T14:22:27.000Z,12.9,36875,139,{D385ED32-2C53-4633-9794-40A54922F35B},-543.6,6.01
746,13089023504,235.04,ARC 10,2015-05-19T14:22:27.000Z,6,20022,252,{AF5BC2DE-BFFE-4B35-96C1-58D70F65FB6D},-1242.5,7.22
747,13089023411,234.11,ARC 10,2015-05-19T14:22:27.000Z,17.3,47557,215,{46CE7BEA-60E8-4513-8ED0-F768385E99E3},-717.3,5.99
748,13089023410,234.10,ARC 10,2015-05-19T14:22:27.000Z,12.7,28822,329,{5D3BC480-DFBD-402C-A976-8FB2D3995668},-563.1,8.75
749,13089023501,235.01,ARC 10,2015-05-19T14:22:27.000Z,6,31534,281,{5C551FF0-16B1-44A1-B3B9-9077CF8FE0FF},-153.3,7.92
750,13089023114,231.14,ARC 10,2015-05-19T14:22:27.000Z,29.9,54608,179,{F256C501-43F7-457D-B12F-502A7251C101},-283.3,7.35
751,13089023112,231.12,ARC 10,2015-05-19T14:22:27.000Z,8.6,26496,418,{A12C9446-D4CA-4DA2-B2C7-C6AB55612F4F},-1778,10.47
752,13089021912,219.12,ARC 10,2015-05-19T14:22:27.000Z,61.2,79844,112,{E8C72AF6-54A4-4ABD-82DA-19608C2ED4B8},-25.2,3.25
753,13089021910,219.10,ARC 10,2015-05-19T14:22:27.000Z,33.2,51382,366,{96BFF578-F89C-43D9-9FF7-368924E11252},185.7,7.67
754,13089021604,216.04,ARC 10,2015-05-19T14:22:27.000Z,69.6,128750,206,{B5B44992-BD2B-4639-B3E8-DB6B7439131A},231.5,6.58
755,13089021504,215.04,ARC 10,2015-05-19T14:22:27.000Z,75.3,57861,258,{D2CA1FE3-6961-4929-87FB-0C1DA8948D06},213.3,4.52
756,13089021503,215.03,ARC 10,2015-05-19T14:22:27.000Z,49.1,41453,343,{8DA71FBA-9D73-48CE-8961-489312E9C1C9},-18.6,8.89
757,13089023107,231.07,ARC 10,2015-05-19T14:22:27.000Z,18.7,37776,333,{C1F211B5-26EF-4262-BC68-7213824A69FB},-812.1,7.48
758,13089023418,234.18,ARC 10,2015-05-19T14:22:27.000Z,37,52517,1245,{C4CCDFE8-A6B7-4CAB-8EF1-56510B1A25F6},496.4,7.51
759,13089023101,231.01,ARC 10,2015-05-19T14:22:27.000Z,23.2,40952,364,{4C91DAA6-7556-4232-82D5-9BBF738A82AD},-695,8.12
760,13089022401,224.01,ARC 10,2015-05-19T14:22:27.000Z,80.6,69917,199,{E90F685F-DABC-41BF-B0D4-510383FDF905},563,4.48
761,13089020900,209,ARC 10,2015-05-19T14:22:27.000Z,35.6,37242,302,{84A44C61-5034-431D-8331-7C0B8A442A54},-610.6,5.59
762,13089020700,207,ARC 10,2015-05-19T14:22:27.000Z,51.3,46458,160,{E49AAB72-3D41-4681-AF88-84AB8CAB63AD},-1174,7.87
763,13089020600,206,ARC 10,2015-05-19T14:22:27.000Z,42.3,39718,173,{779EB817-CDE8-4FA1-9EFD-6C0A2DF66BBC},-412.5,8.65
764,13089020500,205,ARC 10,2015-05-19T14:22:27.000Z,38.6,39282,118,{CF51633E-98C4-440C-802D-578C7BDE5AD8},-565.7,4.21
765,13089021410,214.10,ARC 10,2015-05-19T14:22:27.000Z,28.4,44159,421,{64EE4140-E49E-4F80-A926-A911DE3F4477},-320.9,9.2
766,13089021216,212.16,ARC 10,2015-05-19T14:22:27.000Z,70.9,63595,561,{0937CA1D-4F3A-4F65-B854-8E212F986052},2567.9,7.27
767,13089021911,219.11,ARC 10,2015-05-19T14:22:27.000Z,7.9,24355,312,{3B85A5D3-2D9C-4DF2-9977-F67762FF0D7B},-1460,11.73
768,13089020802,208.02,ARC 10,2015-05-19T14:22:27.000Z,42.1,42679,300,{BD5CEFAB-100F-4D7B-A159-2D00F532B682},447.3,7.6
769,13089021416,214.16,ARC 10,2015-05-19T14:22:27.000Z,38.1,53555,374,{B93C1625-AA8F-4A41-A10D-0027DD59E527},-2486.7,11.4
770,13089021413,214.13,ARC 10,2015-05-19T14:22:27.000Z,15.9,32076,666,{FE5E932D-982F-49BD-9850-DE4236106B19},2352.5,12.96
771,13089021411,214.11,ARC 10,2015-05-19T14:22:27.000Z,76,88681,177,{0C06A674-A2D4-4160-B6FF-35844D77E558},736.7,5.89
772,13089020400,204,ARC 10,2015-05-19T14:22:27.000Z,78.9,83378,173,{E9372B0C-E2C9-47FE-BC7B-B677FC189566},612.5,7.28
773,13089020300,203,ARC 10,2015-05-19T14:22:27.000Z,82.8,104311,355,{EE3D4EC8-C08B-4E36-922A-D61D169FF9C4},452.9,9.93
774,13089020100,201,ARC 10,2015-05-19T14:22:27.000Z,78,159362,176,{48BBA2B8-8490-43C1-9AF7-4AE2005DC852},-82.5,10.06
775,13089023802,238.02,ARC 10,2015-05-19T14:22:27.000Z,21.8,32204,332,{825D349F-ECE5-4BE2-9373-249BFB1A0E6A},-25.4,7.56
776,13089023801,238.01,ARC 10,2015-05-19T14:22:27.000Z,28.7,48450,242,{C2617FE7-12EA-4DDA-9A13-94E334D35155},-660,6.51
777,13089023700,237,ARC 10,2015-05-19T14:22:27.000Z,27.9,25772,491,{77F3C634-FEAD-478D-8A73-FAB67039B336},-349.4,8.39
778,13089023506,235.06,ARC 10,2015-05-19T14:22:27.000Z,17.1,42477,299,{D2505222-7DF5-4B50-8E41-AD585A088C0B},-751,5.06
779,13089023505,235.05,ARC 10,2015-05-19T14:22:27.000Z,20.3,41853,137,{5C987BD6-D627-44F8-A5B1-DCE2976A12B5},-751.3,4.96
780,13089023427,234.27,ARC 10,2015-05-19T14:22:27.000Z,33,55322,153,{FD80EA1C-C7A6-488D-95CD-38192F61F87D},-261.7,5.39
781,13089023424,234.24,ARC 10,2015-05-19T14:22:27.000Z,22.1,55779,358,{4A308B63-0D7D-42DD-B09D-81C8C341623B},538.1,7.04
782,13089023422,234.22,ARC 10,2015-05-19T14:22:27.000Z,21.6,51231,325,{2EBE29C6-C279-410F-BB98-CFEF1B3A2E26},288,6.3
783,13089023421,234.21,ARC 10,2015-05-19T14:22:27.000Z,25.5,42159,646,{80C73081-F527-49B6-8E4E-15B5496DB46A},955,8.29
784,13089023315,233.15,ARC 10,2015-05-19T14:22:27.000Z,41.9,62793,367,{027EAFA9-B62A-440F-BEC4-180239E34F73},266.4,6.92
785,13089023314,233.14,ARC 10,2015-05-19T14:22:27.000Z,24.9,45861,322,{47AC9E3E-685F-4B11-AB8A-3738CC006E76},-519.5,5.58
786,13089023115,231.15,ARC 10,2015-05-19T14:22:27.000Z,6,,0,{20309264-C961-4DC2-9FEE-CA93F8A04EB6},2356.7,0
787,13089023413,234.13,ARC 10,2015-05-19T14:22:27.000Z,26.8,54648,152,{6F221A48-CD8D-4510-A2C2-7D86B544646C},-381.9,4.42
788,13089023414,234.14,ARC 10,2015-05-19T14:22:27.000Z,20.1,54151,376,{2DBF69EA-D496-475D-AAF3-297B5D7611E5},-411.1,6.02
789,13089023206,232.06,ARC 10,2015-05-19T14:22:27.000Z,18,45893,445,{15D7FF21-C49D-44BC-8D47-82A03D489643},-172.9,6.17
790,13089021907,219.07,ARC 10,2015-05-19T14:22:27.000Z,45.2,63097,544,{D152CACF-515A-4FB1-B0D4-3427DC5E81E7},103.8,6.32
791,13089023204,232.04,ARC 10,2015-05-19T14:22:27.000Z,27.3,53931,427,{D071D5B8-ED8F-4D31-B669-4549E1E7CD23},-113.1,6.47
792,13089023113,231.13,ARC 10,2015-05-19T14:22:27.000Z,26.3,27410,333,{87848E21-5A07-4DD1-92A0-7E64FA97ABC2},-1697.5,10.45
793,13089022010,220.10,ARC 10,2015-05-19T14:22:27.000Z,19.4,40123,158,{6B704155-6D60-497C-BC50-067EEC5FA778},182,7.34
794,13089023111,231.11,ARC 10,2015-05-19T14:22:27.000Z,31.1,56050,103,{158958AC-3755-4F1B-A343-D69B554DA336},-176.7,6.48
795,13089021814,218.14,ARC 10,2015-05-19T14:22:27.000Z,28.8,32896,661,{749E06E8-D7D4-4E2F-85E7-6E01F5B7F367},-40,11
796,13089021409,214.09,ARC 10,2015-05-19T14:22:28.000Z,25.4,43307,372,{3E9D95D4-210D-46E5-BC15-F76281007D09},-1357.5,11.05
797,13089021218,212.18,ARC 10,2015-05-19T14:22:28.000Z,55.2,53820,265,{54656417-52A0-4237-BE5F-5DDC074558BB},1124.5,4.69
798,13089023507,235.07,ARC 10,2015-05-19T14:22:28.000Z,14.3,43929,248,{7F7D8F04-E126-464D-BB01-9F03E050FDCE},-386.4,6.01
799,13089023412,234.12,ARC 10,2015-05-19T14:22:28.000Z,21.7,44942,362,{9A7A87FC-562E-4586-8F9D-74E9BFE1EAA3},-276.8,5.95
800,13089023416,234.16,ARC 10,2015-05-19T14:22:28.000Z,29,57057,416,{D76B8DBE-0B2A-48D4-81B4-3753355DCE25},317.3,6.07
801,13089023102,231.02,ARC 10,2015-05-19T14:22:28.000Z,40.6,41028,244,{F44B2117-6C0A-4A7A-894D-CD06DBD8CAE2},-410,7.68
802,13089023000,230,ARC 10,2015-05-19T14:22:28.000Z,59.7,62400,131,{28EDE243-7A59-4CF1-8EAB-9288186F4CCA},-54.3,6.69
803,13089021906,219.06,ARC 10,2015-05-19T14:22:28.000Z,20.7,39966,356,{682C5557-681D-4F32-8E27-C74C6A04D600},-615.8,7.15
804,13089021217,212.17,ARC 10,2015-05-19T14:22:28.000Z,63,73927,174,{DDEA4096-ED51-4D91-BBB8-1EB61D5F4BC8},-768.3,7.57
805,13089021215,212.15,ARC 10,2015-05-19T14:22:28.000Z,79.1,88346,424,{44B15834-64A5-4C28-801C-6B3DD192DA3E},1816.9,7.89
806,13089021414,214.14,ARC 10,2015-05-19T14:22:28.000Z,29.1,39250,433,{46C3B726-C81B-4D09-A80E-40AFA8ABE276},-1117.5,10.88
807,13089021101,211.01,ARC 10,2015-05-19T14:22:28.000Z,68.4,116250,273,{BC3E9846-81C9-46E9-B565-B1F1390A25BB},583.1,8.02
808,13089023316,233.16,ARC 10,2015-05-19T14:22:28.000Z,40,60406,487,{3EEE1619-F54A-4C1C-9D32-47A88F6D9CF4},277.4,6.17
809,13089023313,233.13,ARC 10,2015-05-19T14:22:28.000Z,19,46058,309,{EF3E3323-C2AA-4D0A-8521-643CDBB11A45},-11.6,6.72
810,13089022900,229,ARC 10,2015-05-19T14:22:28.000Z,55.4,66985,210,{6BC8A9C2-E2F5-4FD3-A30E-908A8D85E071},-465.3,5.91
811,13089022800,228,ARC 10,2015-05-19T14:22:28.000Z,76.3,84341,255,{95691D96-45AC-4DFB-A5C0-86AA0C537BD0},-90,6.99
812,13089022600,226,ARC 10,2015-05-19T14:22:28.000Z,74.6,65921,320,{CFA5D732-71F4-4A5A-B32E-67CA6FA9CC26},595,5.52
813,13089022500,225,ARC 10,2015-05-19T14:22:28.000Z,72.8,67756,390,{B21EF327-15EC-4552-8535-D14D67ED40FC},151.8,7.27
814,13089022100,221,ARC 10,2015-05-19T14:22:28.000Z,29.5,35250,406,{61196781-868C-4436-B1DA-E526A8CE8BDB},-21.5,11.11
815,13089022005,220.05,ARC 10,2015-05-19T14:22:28.000Z,21.9,31778,352,{651DA7C2-B64E-4629-BE4B-A5221548B438},-692.3,9.13
816,13089023214,232.14,ARC 10,2015-05-19T14:22:28.000Z,30.1,48961,500,{A8C0C4AE-AAEF-400F-978A-86DB7A731F15},188.1,9.76
817,13089022203,222.03,ARC 10,2015-05-19T14:22:28.000Z,55.8,38182,137,{DEAE0D0C-85EF-49DA-9E8C-F9CAED09FCC4},482.7,6.02
818,13089022009,220.09,ARC 10,2015-05-19T14:22:28.000Z,17,26720,598,{9B1556E1-3E34-4F15-86D1-747E2C4A4F2A},-1125.7,10.69
819,13089021913,219.13,ARC 10,2015-05-19T14:22:28.000Z,17.8,33221,462,{DE8FAA48-E8EC-49D6-BBE1-AC0942C2217C},-829.2,10.53
820,13089021813,218.13,ARC 10,2015-05-19T14:22:28.000Z,24.8,27564,279,{68F1ED01-BA68-41C7-9CA2-4D77124EC452},1995,10.6
821,13089021605,216.05,ARC 10,2015-05-19T14:22:28.000Z,53.7,52218,439,{7E3ED50D-3237-4DEB-BF16-92BA4351AE18},277.1,7.79
822,13089021308,213.08,ARC 10,2015-05-19T14:22:28.000Z,27.8,43750,414,{CEEF31D0-86BA-4FAA-BAC2-6B618D0D3AEF},-723,9.45
823,13089022004,220.04,ARC 10,2015-05-19T14:22:28.000Z,29.6,49503,391,{C8AAE213-B1D0-461E-96A2-FD25E299970A},-245,7.23
824,13089022008,220.08,ARC 10,2015-05-19T14:22:28.000Z,15.6,26211,868,{7DBEC14F-D11B-4CC8-B649-63BDF08053A8},-393.3,11.97
825,13089021909,219.09,ARC 10,2015-05-19T14:22:28.000Z,27,38741,569,{0B46D0D6-B8A4-4C94-B06F-6A8BF7960DEF},-1130,9.81
826,13089022001,220.01,ARC 10,2015-05-19T14:22:28.000Z,49.5,56641,264,{713F2453-678D-4C81-A958-DD2D1DBBD584},245.9,6.4
827,13089023108,231.08,ARC 10,2015-05-19T14:22:28.000Z,11.3,32393,312,{8B318C0F-A440-455F-8151-5925C0B0566B},-641.4,7.36
828,13089020200,202,ARC 10,2015-05-19T14:22:28.000Z,70.9,79289,81,{97CA1188-A67F-4B9B-B4FD-6A7A6D52075A},-431.7,4.17
829,13089021306,213.06,ARC 10,2015-05-19T14:22:28.000Z,22.8,37325,486,{40DF63E0-B05B-476A-A0AA-98E6AF006639},-309.5,9.39
830,13089021305,213.05,ARC 10,2015-05-19T14:22:28.000Z,27.1,40397,574,{0F1FAC69-5C00-4980-ADE9-5CD5D1C32105},-35,11.62
831,13089021417,214.17,ARC 10,2015-05-19T14:22:28.000Z,29.7,39141,581,{343728C7-B2D6-47AB-B421-02DD8F30987A},358.6,9.97
832,13089021415,214.15,ARC 10,2015-05-19T14:22:28.000Z,64.8,72813,295,{C46D81C0-592F-411C-918E-10658136442A},913.8,7.65
833,13089021102,211.02,ARC 10,2015-05-19T14:22:28.000Z,73.9,89351,242,{F6A58154-3E12-44D7-8B4A-63BBCB52FE18},-530.7,5.07
834,13089021307,213.07,ARC 10,2015-05-19T14:22:28.000Z,23.7,47169,335,{9214DC11-10D8-4F32-9759-17FD6A8F66DA},-10,8.43
835,13089023601,236.01,ARC 10,2015-05-19T14:22:28.000Z,32.2,54120,164,{EB29D4D4-9C18-42E6-A921-D933B7772C21},-865.7,6.55
836,13089021412,214.12,ARC 10,2015-05-19T14:22:28.000Z,63.5,97500,341,{EF67741D-E989-4B57-98F6-833202DDE156},80,9.78
837,13089023208,232.08,ARC 10,2015-05-19T14:22:28.000Z,30.1,39960,399,{14715AA4-0BD0-4F7D-8265-BB1A8A3558AB},-531.7,6.74
838,13089023310,233.10,ARC 10,2015-05-19T14:22:28.000Z,25,32487,852,{C31B1874-462E-4942-9721-5D33B85A029E},663.7,9.04
839,13089020801,208.01,ARC 10,2015-05-19T14:22:28.000Z,52.4,70556,234,{FEF98DEA-4250-41C6-8FF2-DFD361ECBD59},-532,9.57
840,13089021812,218.12,ARC 10,2015-05-19T14:22:28.000Z,41.4,63056,156,{86464DAA-987D-4108-A51E-956664AFFDED},187.5,6.58
841,13089021214,212.14,ARC 10,2015-05-19T14:22:28.000Z,72.1,105161,418,{F96F3DD4-404C-4B24-A79D-1E91BC921C76},112.7,7.14
842,13089021810,218.10,ARC 10,2015-05-19T14:22:28.000Z,60.7,78622,258,{000AED6F-BF5D-4922-854B-8598C1BE207B},336,5.18
843,13089021809,218.09,ARC 10,2015-05-19T14:22:28.000Z,62.9,91206,409,{9C094B84-3571-4E89-8274-60742A914417},65.3,5.95
844,13089021808,218.08,ARC 10,2015-05-19T14:22:28.000Z,51.5,72390,297,{DD8B47DF-4ECD-418F-A914-DB3EEB60B237},37.5,6.35
845,13089021806,218.06,ARC 10,2015-05-19T14:22:28.000Z,29.5,43456,409,{83F93A6E-AADB-4D76-8EE3-E34BD1DB1FF8},116.3,6.85
846,13089021805,218.05,ARC 10,2015-05-19T14:22:28.000Z,36.3,50486,409,{BB4D9808-EAA7-4073-AC64-0E1AE47ECCDA},-146.3,6.74
847,13089021704,217.04,ARC 10,2015-05-19T14:22:28.000Z,59.1,79361,343,{4D7F16C4-215F-44E4-9B5B-431516EABC9E},108.6,6.33
848,13089021703,217.03,ARC 10,2015-05-19T14:22:28.000Z,68.4,113409,200,{90FFF116-CB26-445C-AD0B-DC56D78D0103},63.5,4.28
849,13089021705,217.05,ARC 10,2015-05-19T14:22:28.000Z,49.8,44645,359,{4218A8C6-037D-45A0-84AE-F3E8A90ABD2F},26.5,7.11
850,13089021908,219.08,ARC 10,2015-05-19T14:22:28.000Z,27.9,34241,504,{C103675F-5B5F-41BF-84E1-FE0C2226DA5A},259.2,9.67
851,13089023309,233.09,ARC 10,2015-05-19T14:22:28.000Z,22.7,43577,716,{CB0907DF-A3F0-4888-8A73-D1BBB4420E9F},1040.5,7.5
852,13089023211,232.11,ARC 10,2015-05-19T14:22:28.000Z,29.5,59938,193,{87BFDE5F-6BF7-45A0-821E-1EBF6643BC48},-811,6.47
853,13089023212,232.12,ARC 10,2015-05-19T14:22:28.000Z,28,57667,243,{68B6C9C0-2247-4EBA-BB53-2CF6BE1D8DD0},-230,6.83
854,13089023306,233.06,ARC 10,2015-05-19T14:22:28.000Z,29.5,67881,385,{446ABBF8-548F-4C11-8A40-B8859030E111},332.3,5.6
855,13089023303,233.03,ARC 10,2015-05-19T14:22:28.000Z,21.9,36324,506,{624D3607-C5D9-4D33-8E24-E8707200CA37},249.7,7.78
856,13089021706,217.06,ARC 10,2015-05-19T14:22:28.000Z,64.8,75592,361,{5CE54E2C-2C2C-42B7-B886-D0E50B838D21},327,5.87
857,13089021211,212.11,ARC 10,2015-05-19T14:22:28.000Z,67.3,101226,298,{6BC46B94-FC0E-4ECA-AF75-DFB57FECFD84},25.8,6.48
858,13089021210,212.10,ARC 10,2015-05-19T14:22:28.000Z,77.1,113493,393,{E80AAD6F-422A-4455-ABAC-27B26D215747},136,7.13
859,13089021213,212.13,ARC 10,2015-05-19T14:22:28.000Z,76,131324,214,{9411D7AE-C602-47E0-A5BE-FA47E65CAB95},170,6.33
860,13089021303,213.03,ARC 10,2015-05-19T14:22:28.000Z,13.8,33318,636,{7E44082F-5804-40B1-A0A5-3E10746CFA85},200,9.91
861,13089021301,213.01,ARC 10,2015-05-19T14:22:28.000Z,34.5,37292,292,{D9D93E45-16D3-48C0-B9E0-6064F5CB42A4},191.4,7.43
862,13089021209,212.09,ARC 10,2015-05-19T14:22:28.000Z,57.7,64410,321,{4B1E7C1E-7F55-4861-B735-5A90AEA91607},-9.5,6.12
863,13089021405,214.05,ARC 10,2015-05-19T14:22:28.000Z,76.6,103608,372,{91180A9A-8976-4499-BBD2-F06E0C56F1B7},651.1,8.79
864,13089021208,212.08,ARC 10,2015-05-19T14:22:28.000Z,56.6,57964,241,{B1656F80-794E-4C64-8A2A-1AD939FDE694},616.4,7.53
865,13089021204,212.04,ARC 10,2015-05-19T14:22:28.000Z,1.3,31462,442,{2F53C59F-C50A-4B53-AF7D-80810ABB49D1},-617.8,9.69
