OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Under_5_population__2010,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_Population_under_5_2010
342,13135050535,505.35,ARC 10,2015-05-19T14:22:25.000Z,34.7,50947,538,{1747DC8B-930B-41CE-BA73-313C3A444EB4},551.2,8.71
343,13135050532,505.32,ARC 10,2015-05-19T14:22:25.000Z,32.2,51467,646,{DC9737FC-95AE-4244-A7C1-1E0DE911B98C},1328.2,8.4
344,13135050534,505.34,ARC 10,2015-05-19T14:22:25.000Z,23,53898,663,{3A527FDF-D08E-4967-A5BF-092798BF5B2D},1034.4,9.16
345,13135050723,507.23,ARC 10,2015-05-19T14:22:25.000Z,28,66667,472,{3C92CFA2-1D22-400F-B4FF-1EF1CC1D957F},284.7,6.61
346,13135050435,504.35,ARC 10,2015-05-19T14:22:25.000Z,17.6,50625,355,{B5B7EF07-E82A-4ECE-A957-B433095DF716},68.8,9.33
347,13135050531,505.31,ARC 10,2015-05-19T14:22:25.000Z,31.1,51603,589,{FB5A2366-CCA5-4157-A860-B83204CB1187},560.7,8.12
348,13135050533,505.33,ARC 10,2015-05-19T14:22:25.000Z,24.8,60631,760,{C86ADB59-1FC8-4B91-B984-BBDF5BE47CA9},776.8,9.31
349,13135050436,504.36,ARC 10,2015-05-19T14:22:25.000Z,17.7,42972,646,{14A2A2F3-B773-4DD3-B4AD-7E96F124D39A},684.1,8.99
350,13135050433,504.33,ARC 10,2015-05-19T14:22:25.000Z,27.8,34298,273,{AEC29BD6-7C99-4F15-ABBE-0F0CEE9463C0},450,11.14
351,13135050432,504.32,ARC 10,2015-05-19T14:22:25.000Z,30.3,56946,462,{3E213E41-515E-455E-A8BC-96E6ECF6FC4A},243.2,7.95
352,13135050434,504.34,ARC 10,2015-05-19T14:22:25.000Z,13.5,35357,1006,{75E0B515-753C-4962-97A0-7D935E90C772},720,12.85
353,13135050321,503.21,ARC 10,2015-05-19T14:22:25.000Z,73.1,114444,252,{96CB24E7-C8E1-4746-85FA-AEA146E3D789},-12,5.83
354,13217100903,1009.03,ARC 20,2015-05-19T14:22:25.000Z,24.2,60469,468,{2257F84E-0823-4091-8F28-80C6C235C896},344,7.35
355,13217100902,1009.02,ARC 20,2015-05-19T14:22:25.000Z,12.9,48775,433,{B80BDFC8-9D5B-43B8-A896-5C0A655B1CB0},287.8,7.92
356,13217100901,1009.01,ARC 20,2015-05-19T14:22:25.000Z,17,51640,873,{E16B2B54-68FD-4AC1-B7AD-56D5654FDA83},205.7,8.4
357,13217100201,1002.01,ARC 20,2015-05-19T14:22:25.000Z,24.9,60647,371,{43725472-1558-4926-BA84-1CBBC0A496A2},31.4,6.24
358,13217100501,1005.01,ARC 20,2015-05-19T14:22:25.000Z,22.9,55838,1136,{0E6B9060-96C6-4C7E-8814-E2D1C91D065C},1071.6,8.21
359,13217100800,1008,ARC 20,2015-05-19T14:22:25.000Z,11.6,47014,787,{D10C4538-0754-4B08-88DA-B7D828A05F69},98.4,8.12
360,13217100202,1002.02,ARC 20,2015-05-19T14:22:25.000Z,30.2,62986,289,{D82F6719-CAB4-4990-95D1-C84CBE856D99},32.7,5.42
361,13217100700,1007,ARC 20,2015-05-19T14:22:25.000Z,8.3,30509,538,{99EE4B73-D95F-4AF3-B24A-BE4560592C92},146.8,9.08
362,13217100600,1006,ARC 20,2015-05-19T14:22:25.000Z,19.5,38938,492,{32ED5994-8C7B-4563-A1C1-77E759876811},190.1,8.18
363,13217100502,1005.02,ARC 20,2015-05-19T14:22:25.000Z,12.3,38957,649,{DE657A53-4E1A-4A01-9A03-9AE714A71C23},434.9,8.31
364,13217100400,1004,ARC 20,2015-05-19T14:22:25.000Z,18.1,30438,190,{1E371985-E38F-48FA-AE2A-057CAC9042B0},34.8,5.36
365,13217100300,1003,ARC 20,2015-05-19T14:22:25.000Z,19.4,50670,732,{54703794-97A3-41AC-A9B2-2EBF26174603},190,8.74
366,13217100100,1001,ARC 20,2015-05-19T14:22:25.000Z,25.6,67500,605,{3E96A79B-016E-4A43-87DC-09220FD8AAB2},77,5.38
367,13135050322,503.22,ARC 10,2015-05-19T14:22:25.000Z,71.5,126414,252,{CE8B9745-79FC-40F7-8DED-C1FD5BC18D07},-170.5,5.5
368,13135050318,503.18,ARC 10,2015-05-19T14:22:25.000Z,36.5,51786,288,{54331824-CE90-41F2-8973-4D4176DD5411},-76.7,10.73
369,13135050320,503.20,ARC 10,2015-05-19T14:22:25.000Z,12,32642,649,{9E7EAE1E-2F7C-41EB-8037-4985196342DC},165.7,11.59
370,13135050317,503.17,ARC 10,2015-05-19T14:22:25.000Z,19.4,35457,370,{A09DD3C9-BDFC-490B-9A74-4609CCD3B922},-1340,10.32
371,13135050220,502.20,ARC 10,2015-05-19T14:22:25.000Z,40.4,46215,561,{648DD3DA-9A10-43F2-B5E8-2F10DD0B4089},573.3,8.85
372,13135050214,502.14,ARC 10,2015-05-19T14:22:26.000Z,51.4,80833,537,{BD6C01BF-2BC2-4928-8154-86DDEC042195},212.9,6.9
373,13135050218,502.18,ARC 10,2015-05-19T14:22:26.000Z,17.3,66365,274,{0C6DA06E-4335-43B5-93B2-32CA3EC90D9A},81.5,7.14
374,13135050209,502.09,ARC 10,2015-05-19T14:22:26.000Z,45.3,46154,534,{3686FA66-C937-4FA3-9EF9-63EB36657AD0},699.6,6.54
375,13135050217,502.17,ARC 10,2015-05-19T14:22:26.000Z,55.3,71127,513,{5BFEFF0E-4515-4BC8-B0B3-4AFD3508CD3D},1133.6,5.38
376,13135050529,505.29,ARC 10,2015-05-19T14:22:26.000Z,37.9,59830,281,{C5AA3E7C-716B-4EBE-A492-526ECA6B9435},86.7,6.97
377,13135050530,505.30,ARC 10,2015-05-19T14:22:26.000Z,39.5,73365,319,{3707BC94-3969-4598-9D66-DE9031DB96FB},892.1,5.51
378,13135050538,505.38,ARC 10,2015-05-19T14:22:26.000Z,36.2,75438,422,{42CB3BDC-C86B-4B5B-8578-0085BCF57342},163.5,5.72
379,13135050525,505.25,ARC 10,2015-05-19T14:22:26.000Z,27.8,78403,502,{F6B89CC7-C3F9-4FEC-A298-4B93D491E6DD},250.3,6.32
380,13135050528,505.28,ARC 10,2015-05-19T14:22:26.000Z,39.7,85021,238,{44481FAD-C63F-4BEC-A65D-C8547396EBC6},210.5,4.91
381,13135050605,506.05,ARC 10,2015-05-19T14:22:26.000Z,34.5,70121,1068,{75AF5BF9-B832-4168-AC35-5B4CADE8C458},866.1,7.74
382,13135050606,506.06,ARC 10,2015-05-19T14:22:26.000Z,34.4,66052,1557,{379009BC-8F62-4ED1-BCA6-39F79AA0BB4B},862.5,7.54
383,13135050210,502.10,ARC 10,2015-05-19T14:22:26.000Z,48.9,67048,445,{F43D2EEB-159E-48C2-BAE7-C66233AB9051},614.5,7.33
384,13135050213,502.13,ARC 10,2015-05-19T14:22:26.000Z,54.5,89190,830,{0A22D2DA-5DBE-48F1-B4C6-3B1C82BBAE51},928.2,7.21
385,13135050208,502.08,ARC 10,2015-05-19T14:22:26.000Z,45,70863,374,{AA7F9CFE-A259-4D0D-9A8B-EB7EA264E96D},980,6.42
386,13135050212,502.12,ARC 10,2015-05-19T14:22:26.000Z,59,115664,667,{E9AD26A1-ADA2-4686-A407-A5B3E4EFB8B0},706.2,5.68
387,13135050109,501.09,ARC 10,2015-05-19T14:22:26.000Z,35.8,79868,605,{B5B3DE84-B7D5-4B7B-A807-0E0FDCE9F5A2},894.4,8.57
388,13135050107,501.07,ARC 10,2015-05-19T14:22:26.000Z,34.4,79056,660,{0435AD5D-9E85-4D4E-86F5-388AD2FB84C1},621,9.71
389,13135050108,501.08,ARC 10,2015-05-19T14:22:26.000Z,48.7,96440,722,{0CEE7A65-B48D-48B7-8C03-4BA848BC2D88},921.6,7.47
390,13135050105,501.05,ARC 10,2015-05-19T14:22:26.000Z,8.9,34692,287,{0A858AFF-A601-43CF-A648-8D78D3C1907C},-70.9,7.86
391,13135050103,501.03,ARC 10,2015-05-19T14:22:26.000Z,25.3,54830,815,{9B3E9F20-B587-45D2-94A1-6F12B501BBD0},346.9,8.25
392,13135050422,504.22,ARC 10,2015-05-19T14:22:26.000Z,13.7,35393,864,{2B58EDA0-C06D-4D4B-ADAB-69925A697228},477,11.95
393,13135050304,503.04,ARC 10,2015-05-19T14:22:26.000Z,18.1,34443,510,{DD24FCD0-C724-4020-9AA5-F08B46F52B6B},524.3,9.88
394,13135050419,504.19,ARC 10,2015-05-19T14:22:26.000Z,14.8,45549,705,{0F425E8C-49DE-45AC-BB51-7F25377FDCF5},367.6,9.65
395,13135050306,503.06,ARC 10,2015-05-19T14:22:26.000Z,8.2,35962,381,{4D689E4D-F15C-4D64-BCCD-E882BF4302B8},-79.5,9.78
396,13135050106,501.06,ARC 10,2015-05-19T14:22:26.000Z,22.5,61426,802,{D9D7AEC7-166B-44C9-806B-9F163BF6E23A},302.5,8.43
397,13135050205,502.05,ARC 10,2015-05-19T14:22:26.000Z,30.4,51395,285,{4B17C953-A35C-4B88-B0A2-BEE4BECFF55F},-203,7.6
398,13135050417,504.17,ARC 10,2015-05-19T14:22:26.000Z,10.1,28606,830,{0C82D69E-D664-4949-8D33-3F5CC983B7B9},41,13.55
399,13135050314,503.14,ARC 10,2015-05-19T14:22:26.000Z,27.7,50781,863,{15641115-A966-46AD-984C-06366CD39D8D},1386.2,9.01
400,13135050308,503.08,ARC 10,2015-05-19T14:22:26.000Z,73.6,131167,213,{026C78A7-4389-401A-925E-3E3572E874E4},70.9,5.85
401,13135050309,503.09,ARC 10,2015-05-19T14:22:26.000Z,60.4,83100,615,{FCCF0CFF-F1AF-4D7E-83B9-0E6C2672678A},133.1,7.34
402,13135050313,503.13,ARC 10,2015-05-19T14:22:26.000Z,28.6,60560,613,{74342CFA-1B38-492A-B5AE-44564FE53A15},195,8.13
403,13135050311,503.11,ARC 10,2015-05-19T14:22:26.000Z,56.3,100588,216,{264B032E-495E-4323-A030-D86B91B4153A},293.2,7.73
404,13135050310,503.10,ARC 10,2015-05-19T14:22:26.000Z,54.2,68816,303,{53B78EFC-4B12-48A4-935B-B43A5210DC84},79.7,6.23
405,13135050424,504.24,ARC 10,2015-05-19T14:22:26.000Z,18.9,42616,782,{F72E3702-9B51-4036-8BE0-E4D2CF474245},302.1,10.82
406,13135050421,504.21,ARC 10,2015-05-19T14:22:26.000Z,12.4,38698,923,{52BF3F67-B23D-4582-8283-42016832D8CA},394.8,11.49
407,13135050315,503.15,ARC 10,2015-05-19T14:22:26.000Z,37.8,40585,514,{C338D435-EC18-49C2-B31F-5CB6CB062204},-878.2,10.6
408,13135050418,504.18,ARC 10,2015-05-19T14:22:26.000Z,16.2,32584,825,{5B878606-8C75-4C80-8B98-E4320987D48E},-736.3,12.2
409,13135050521,505.21,ARC 10,2015-05-19T14:22:26.000Z,25.2,41695,425,{19D24466-E7A5-4F68-A46E-AB06F75E8728},-161.8,8.2
410,13135050522,505.22,ARC 10,2015-05-19T14:22:26.000Z,16.5,37256,366,{BBE01C30-E1EA-4BCC-AE60-74825FE01665},254.4,8.07
411,13135050520,505.20,ARC 10,2015-05-19T14:22:26.000Z,16.3,32625,410,{A862D6B7-814B-4183-9F6E-8FF10E2A9917},66.8,8.66
412,13135050511,505.11,ARC 10,2015-05-19T14:22:26.000Z,33.9,48831,806,{B111988E-BA6F-4266-B8FF-6F4C3493BE1D},816.2,7.85
413,13135050714,507.14,ARC 10,2015-05-19T14:22:26.000Z,40.3,78688,303,{F2051A9B-F9E6-4A48-816F-9E2161EF4F06},216.6,5.81
414,13135050429,504.29,ARC 10,2015-05-19T14:22:26.000Z,47.4,80139,346,{4FF09F77-E56C-4524-845E-6AEF2FC9DB54},33.4,5.15
415,13135050713,507.13,ARC 10,2015-05-19T14:22:26.000Z,51.3,103485,315,{39BE7FA8-8174-44D7-B939-C3A11D625FD5},470,4.1
416,13135050423,504.23,ARC 10,2015-05-19T14:22:26.000Z,16.7,34235,704,{BF77AF69-F8B0-4776-BC93-0E8A43826BAA},765.2,10.1
417,13135050410,504.10,ARC 10,2015-05-19T14:22:26.000Z,15.7,39509,505,{4AE65E1B-E26D-4F0B-9ECB-4E776E9E5F61},130,8.59
418,13135050720,507.20,ARC 10,2015-05-19T14:22:26.000Z,36.9,76167,320,{1B118C85-36BF-45C7-ACC5-C994F9A45515},159.5,4.5
419,13135050712,507.12,ARC 10,2015-05-19T14:22:26.000Z,48.7,83359,363,{7CB8D9B9-BCF5-40C1-A454-47EA6175B246},103.8,4.98
420,13135050719,507.19,ARC 10,2015-05-19T14:22:26.000Z,27,50745,446,{5B4D6F17-2C8C-4F69-85EF-63791ECCCE13},84.3,8.5
421,13135050721,507.21,ARC 10,2015-05-19T14:22:26.000Z,32.3,50273,541,{348D4187-EE3B-47FB-8DDC-1617CF216B90},354.7,6.32
422,13135050709,507.09,ARC 10,2015-05-19T14:22:26.000Z,25.3,56328,958,{7DDC769B-D04E-44EB-BE16-47B4327773D2},614.2,8.19
423,13135050715,507.15,ARC 10,2015-05-19T14:22:26.000Z,35.1,74167,257,{A6DBB951-751C-44B7-8EDC-443698FDDA09},34.1,5.19
424,13135050415,504.15,ARC 10,2015-05-19T14:22:26.000Z,40.2,73188,156,{94AA7CD3-AA11-4D94-A19E-6E15D4E135A9},-165.8,4.29
425,13135050718,507.18,ARC 10,2015-05-19T14:22:26.000Z,46,81940,291,{46CC3E86-8440-47C2-9FA2-CF039B6E7726},31.3,3.7
426,13135050427,504.27,ARC 10,2015-05-19T14:22:26.000Z,44.1,64536,293,{51DDE588-01B0-4413-AABC-5782D775F61F},204.8,5.13
427,13135050428,504.28,ARC 10,2015-05-19T14:22:26.000Z,47.8,100938,249,{B7735AB5-37CC-4C20-84E9-9A0339570E3A},14.8,4.35
428,13135050416,504.16,ARC 10,2015-05-19T14:22:26.000Z,33.5,60605,330,{88C55498-67ED-4498-8405-5BA98AF745E3},72.7,9.01
429,13135050425,504.25,ARC 10,2015-05-19T14:22:26.000Z,52.5,79191,237,{75537D08-23D8-46C9-B8C2-4E525545BFFD},-55.4,4.61
430,13135050526,505.26,ARC 10,2015-05-19T14:22:26.000Z,17.1,34527,391,{931A1752-52F8-4BAB-BE34-B9B3F0C65BB4},114.5,8.74
431,13135050431,504.31,ARC 10,2015-05-19T14:22:26.000Z,27.3,43004,855,{506AE383-A4E0-46AA-9B9B-E2A9B9D7F3A1},1583.8,11.19
432,13135050426,504.26,ARC 10,2015-05-19T14:22:26.000Z,43.6,71930,270,{2E9D714B-EBC9-4870-8494-48E61F4FA04D},-129.4,4.31
433,13135050430,504.30,ARC 10,2015-05-19T14:22:26.000Z,30.7,59276,257,{235E5873-7E3E-46AF-B35C-B1718B5E8340},-18.8,5.14
434,13121009501,95.01,ARC 10,2015-05-19T14:22:26.000Z,86.6,139750,186,{D48F18A6-02BB-428A-860B-AFB082383AF8},-44.1,4.63
435,13121011305,113.05,ARC 10,2015-05-19T14:22:26.000Z,23,26944,425,{854A7EB6-F2E3-4C59-A457-5D014C548058},-1323.6,9.97
436,13121011306,113.06,ARC 10,2015-05-19T14:22:26.000Z,16.3,30701,292,{BDC41307-DAA5-4F97-9246-8153B0AEACEA},-462.9,10.72
437,13121007706,77.06,ARC 10,2015-05-19T14:22:26.000Z,31.9,44877,724,{F2963D50-8971-4887-B05D-B6CC18424EEB},715.8,8.59
438,13121007703,77.03,ARC 10,2015-05-19T14:22:26.000Z,38.5,36971,248,{75BFF0DD-9572-4BA5-B158-14B454545C59},-61.2,6.42
439,13121003700,37,ARC 10,2015-05-19T14:22:26.000Z,,,0,{75D9E768-803D-4572-9E4B-11D2B23F9BDF},,
440,13121011202,112.02,ARC 10,2015-05-19T14:22:26.000Z,20.5,34957,376,{884FCD1F-D121-420C-A26F-7F664C82BBD3},-1226.7,7.81
441,13121011100,111,ARC 10,2015-05-19T14:22:26.000Z,33.3,45515,122,{098F57BC-4389-435C-BFC8-5D48562F915C},-446.9,5.2
442,13121011201,112.01,ARC 10,2015-05-19T14:22:26.000Z,20.7,36957,301,{EF230170-06A5-45B4-937F-62AC2C189D06},-1516,8.74
443,13121011303,113.03,ARC 10,2015-05-19T14:22:26.000Z,31.5,45283,649,{DA6F13E6-1B85-40CE-A14F-0ED8C6D34658},299.6,7.7
444,13121008102,81.02,ARC 10,2015-05-19T14:22:26.000Z,11.4,23577,427,{BC9DB04A-9D10-4542-8E68-57512B3B8FF3},-233.6,7.21
445,13121007002,70.02,ARC 10,2015-05-19T14:22:26.000Z,18.5,19943,282,{D52A3776-1E86-46E5-8B1D-9699B8A67C70},-946.5,9.48
446,13121011301,113.01,ARC 10,2015-05-19T14:22:26.000Z,29.3,41402,239,{2D3A56F5-B19D-4A14-9D9B-04F3B02B6527},-315.5,4.93
447,13139001202,12.02,ARC 20,2015-05-19T14:22:26.000Z,11.9,41083,537,{738DCFD9-D8AF-4B24-B43E-4CA3EB7053DA},97.4,9.48
448,13139000101,1.01,ARC 20,2015-05-19T14:22:26.000Z,10.5,44750,444,{E965661D-C549-4F20-8D0A-84A9FFE636E8},45.1,8.17
449,13139000701,7.01,ARC 20,2015-05-19T14:22:26.000Z,5.6,37700,675,{D1352287-A0C1-46E3-89AD-E22D1011EACC},139.6,10.72
450,13139000702,7.02,ARC 20,2015-05-19T14:22:26.000Z,7.1,45568,521,{A1C5841C-F55D-4ADF-A53A-92F693C96662},168.2,10.3
451,13139000102,1.02,ARC 20,2015-05-19T14:22:26.000Z,9.4,45671,263,{63B6E1B2-5AC4-47C9-AC6F-0FEC14391031},8.1,6.66
452,13139000201,2.01,ARC 20,2015-05-19T14:22:26.000Z,12.9,47050,425,{50F70030-9077-446B-99A9-4CABDCE17C92},14.7,7.15
453,13139000302,3.02,ARC 20,2015-05-19T14:22:26.000Z,25.8,65349,340,{51A082E8-F619-47E7-B731-35E102EB71E0},54,5.45
454,13139000900,9,ARC 20,2015-05-19T14:22:26.000Z,31.4,35915,411,{1E04D493-0C9B-48E9-BE7D-02BF2C618E93},86.1,7.53
455,13139000500,5,ARC 20,2015-05-19T14:22:26.000Z,39.3,58611,501,{68096267-E5F8-4D29-AF04-3D6ED9D286CE},3,6.78
456,13139001402,14.02,ARC 20,2015-05-19T14:22:26.000Z,34,63750,278,{88725986-B2D0-4A2C-90ED-31F1DD85D948},95.1,5.25
457,13139001002,10.02,ARC 20,2015-05-19T14:22:26.000Z,17.5,46193,549,{6E8529D8-63A1-4DB1-887F-B56129A5B401},63.8,9.13
458,13139000800,8,ARC 20,2015-05-19T14:22:26.000Z,5.6,26932,288,{948AE1EF-68EA-45A6-9376-A94DCF873B63},-93.7,8.47
459,13139000600,6,ARC 20,2015-05-19T14:22:26.000Z,20.9,38880,313,{013632A2-6C5C-4CE4-840C-FDF337D81FA5},42.7,5.82
460,13139000400,4,ARC 20,2015-05-19T14:22:26.000Z,32.1,47424,471,{659954E0-4CF5-4C88-A2D9-814B4AF6DEF2},83.9,7.38
461,13121007604,76.04,ARC 10,2015-05-19T14:22:26.000Z,11.2,17238,289,{A68D0913-4C24-49B0-8001-11704B614538},177.5,10.59
462,13121007704,77.04,ARC 10,2015-05-19T14:22:26.000Z,24.8,36896,406,{8FC31616-2E7E-43EC-86DC-92B0A1386349},-26.9,8.92
463,13121007603,76.03,ARC 10,2015-05-19T14:22:26.000Z,10.1,14346,370,{975287EE-FD33-4835-8468-1EC28D915997},-15,8.61
464,13121011427,114.27,ARC 10,2015-05-19T14:22:26.000Z,70.2,108881,551,{FFFE6614-0F69-43B0-8021-AE0B8AA4A78B},211.1,7.18
465,13121011616,116.16,ARC 10,2015-05-19T14:22:26.000Z,42.8,61719,319,{F7E49490-3458-4F0D-86FE-6AB3FF5FC325},234.5,6.97
466,13121011617,116.17,ARC 10,2015-05-19T14:22:26.000Z,67.4,104867,386,{305002E5-B3E5-4471-A061-E4E7C8271AD7},582.4,5.17
467,13121011611,116.11,ARC 10,2015-05-19T14:22:26.000Z,42,54842,577,{00CA13F9-3E7D-4342-9D50-FDFFCCBBE915},413.6,9
468,13121010800,108,ARC 10,2015-05-19T14:22:26.000Z,17.8,36435,548,{2CA1BCB3-08D2-413B-9521-D307990729F0},91.4,8.6
469,13121980000,9800,ARC 10,2015-05-19T14:22:26.000Z,,,0,{DCBEFBF8-2E3C-41C0-8DF4-F069934E0105},,
470,13121004300,43,ARC 10,2015-05-19T14:22:26.000Z,42.6,31607,93,{3946E7E7-E6D7-45BD-848B-0B10A65A25F6},-1745,3.84
471,13121008904,89.04,ARC 10,2015-05-19T14:22:26.000Z,75.3,70787,339,{5E422D7A-661A-4F5A-9F72-608019B70A7F},266.7,6.94
472,13121008903,89.03,ARC 10,2015-05-19T14:22:26.000Z,48.7,66635,263,{4D9FA46D-7B80-4BAC-807C-3EF9DB9DC833},-1160,11.09
473,13121001001,10.01,ARC 10,2015-05-19T14:22:26.000Z,87.9,64583,26,{87E916F4-44FD-4864-9264-9927F39A7830},1765,1.14
474,13121009101,91.01,ARC 10,2015-05-19T14:22:26.000Z,74.4,71691,124,{8DD2428E-7C75-499B-943E-3380DEA17226},-212.9,2.92
475,13121001201,12.01,ARC 10,2015-05-19T14:22:26.000Z,68,53623,72,{D61E5903-0EA7-4F9D-BAD6-9BEF56D0CC1C},5035,2.07
476,13121001202,12.02,ARC 10,2015-05-19T14:22:26.000Z,86.7,65255,53,{BC8D0C10-79BD-41E6-A38E-588C0E59169E},11070,1.35
477,13121009102,91.02,ARC 10,2015-05-19T14:22:26.000Z,67.3,44089,143,{2A38F6B9-D750-4250-B99B-EDBC825AE971},1405,3.89
478,13121010108,101.08,ARC 10,2015-05-19T14:22:26.000Z,78.6,166094,200,{3010BDE3-2CE0-4763-AA0E-71AA77BACF20},-7.5,5.22
479,13121007500,75,ARC 10,2015-05-19T14:22:26.000Z,12.9,17545,226,{B84CFD08-3EC5-49F7-966A-44373376E6B6},-168.5,6.44
480,13121008101,81.01,ARC 10,2015-05-19T14:22:26.000Z,14.7,29178,39,{4AB0883B-B4DB-43D3-8FFD-CB41D7B94716},-480,3.99
481,13121006000,60,ARC 10,2015-05-19T14:22:26.000Z,19.8,23409,216,{271415DB-E9E3-4FCC-837D-9765F08C6369},-1455,6.37
482,13121000700,7,ARC 10,2015-05-19T14:22:26.000Z,14.7,63594,81,{C14D01FE-8985-4D2E-9978-B2846F609E52},-1081.4,2.9
483,13121001002,10.02,ARC 10,2015-05-19T14:22:26.000Z,51.7,24028,14,{C36F8144-EDB4-483B-B5B0-7F07945F48E4},-1917.1,0.22
484,13121011410,114.10,ARC 10,2015-05-19T14:22:26.000Z,65.2,91774,409,{1E0F119A-33C2-4111-8C3B-E60BE08F3CF8},32.7,6.43
485,13121010107,101.07,ARC 10,2015-05-19T14:22:26.000Z,74.2,150313,72,{6B9C5495-7CEB-4380-A7C4-1707A48E2D9A},47.1,3.93
486,13121011405,114.05,ARC 10,2015-05-19T14:22:26.000Z,40,53134,516,{B759B170-DF25-4F16-BD6A-33F98020DE5B},132.7,7.49
487,13121010106,101.06,ARC 10,2015-05-19T14:22:26.000Z,60.7,76895,198,{2DEE3DEB-691F-4380-A0B5-23398B6B8C28},111.9,4.86
488,13121002900,29,ARC 10,2015-05-19T14:22:26.000Z,59.5,64671,110,{90DDA1EC-B624-47A6-98EE-56E8BD464A2A},3966.7,4.36
489,13121010110,101.10,ARC 10,2015-05-19T14:22:26.000Z,66.4,73655,292,{60AEBDDB-E812-4A1C-9265-8F0F7F2FD684},571,5.81
490,13121010205,102.05,ARC 10,2015-05-19T14:22:26.000Z,69.5,90903,311,{B97BFE05-AACD-4C4B-825C-6AF96721F290},165,6.34
491,13121010210,102.10,ARC 10,2015-05-19T14:22:26.000Z,64.9,59950,364,{502D76ED-8CDD-4E33-8E8D-D921036BD00D},199.4,6.5
492,13121010209,102.09,ARC 10,2015-05-19T14:22:26.000Z,50.1,51508,374,{B6446574-32EB-417F-8964-FF4E187E39C8},-24,7.47
493,13121008902,89.02,ARC 10,2015-05-19T14:22:26.000Z,72.8,53902,329,{74606968-48E6-4646-A77C-7C71483553E2},317.5,5.71
494,13121008500,85,ARC 10,2015-05-19T14:22:26.000Z,8.2,27880,337,{140C7BB6-ED04-4A14-9731-76A665AA90A5},-682.7,8.93
495,13121008601,86.01,ARC 10,2015-05-19T14:22:26.000Z,8.4,20236,614,{050AA653-CDD0-4D81-8566-98CF62BFF9A9},-525.9,12.49
496,13121005800,58,ARC 10,2015-05-19T14:22:26.000Z,15.2,20345,107,{78E77F95-BB27-4946-83C5-44DEB7462956},-1636,7.58
497,13121007900,79,ARC 10,2015-05-19T14:22:26.000Z,46.9,57784,181,{8F564202-0BF1-4889-AC52-BF484B610CF7},107,3.87
498,13121010601,106.01,ARC 10,2015-05-19T14:22:26.000Z,28.3,33139,220,{9286BA03-2646-45B4-8AFE-A4E9F00FBDB6},-1088.2,7.57
499,13121008700,87,ARC 10,2015-05-19T14:22:26.000Z,18.8,21699,460,{E43D151B-04D5-44E2-8CE2-FD464FD5EF3A},-12,10.52
500,13121012300,123,ARC 10,2015-05-19T14:22:26.000Z,36.8,43936,145,{1C02163C-AD57-4D88-894E-36D62ED10581},-506.4,6.01
501,13121012000,120,ARC 10,2015-05-19T14:22:26.000Z,23.3,12475,202,{7A278678-E443-4D9C-8FC4-343993C428E3},97.8,6.92
502,13121011900,119,ARC 10,2015-05-19T14:22:26.000Z,41.1,23791,75,{CA9350B1-54FB-463F-A7E4-448F5EA13233},-253.3,2.56
503,13121011800,118,ARC 10,2015-05-19T14:22:26.000Z,36.6,13056,125,{06348D3E-723C-4C9B-B888-3E4701AACD87},-20,4.71
504,13121011624,116.24,ARC 10,2015-05-19T14:22:26.000Z,67.1,157991,210,{94DAF1FA-5275-4828-ADFF-B9EA89A70252},269,4.92
505,13121003600,36,ARC 10,2015-05-19T14:22:26.000Z,58.2,30107,45,{0AB0C202-D35D-458E-BAD2-D682BDF87403},-1475,3.73
506,13121003500,35,ARC 10,2015-05-19T14:22:26.000Z,32,56190,31,{E2DAB0FF-6292-432B-A6A3-9584EE7B9A69},-2938,1.38
507,13121010208,102.08,ARC 10,2015-05-19T14:22:26.000Z,46,45629,211,{B2951845-7C09-45A1-9B38-3B0E280A7A98},260.8,5
508,13121011411,114.11,ARC 10,2015-05-19T14:22:26.000Z,60,76279,545,{19F9D77C-781E-49E8-A8DA-6B13F4D13003},-164,7.27
509,13121011412,114.12,ARC 10,2015-05-19T14:22:26.000Z,58,76442,675,{5C0FF94B-B0EE-4A2C-BA5B-1B0A4040A8A4},245.4,7.72
510,13121011414,114.14,ARC 10,2015-05-19T14:22:26.000Z,54.8,63991,519,{EECFA574-A584-4C51-BD1B-3F16D017D149},-2.8,6.97
511,13121010603,106.03,ARC 10,2015-05-19T14:22:26.000Z,10.8,24873,440,{4352D016-2FB9-43EF-B5FF-52D473074580},-786.7,12.55
512,13121010604,106.04,ARC 10,2015-05-19T14:22:26.000Z,21,30455,315,{55167613-227D-4FB8-A40C-D7DDCA284AA0},-1058.9,9.05
513,13121007300,73,ARC 10,2015-05-19T14:22:26.000Z,11.7,23933,608,{8F9BFEB4-F730-44DB-9E2B-1BD576A11E3B},-237.7,9.1
514,13121010508,105.08,ARC 10,2015-05-19T14:22:26.000Z,24.2,49340,232,{A9854189-216A-4926-8E74-FB81736ED627},522,6.18
515,13121010507,105.07,ARC 10,2015-05-19T14:22:26.000Z,18.4,28052,658,{9BA887E8-D872-428E-8D4A-1AFF1DD2F43D},301.1,8.25
516,13121010511,105.11,ARC 10,2015-05-19T14:22:26.000Z,34.7,47100,671,{0E57999F-4348-47BA-87DC-9163B9BFF679},490.5,8.77
