OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,GlobalID,Pop_Chng_per_SqMi_2000_2010,HousUnits_MonthOwnerCosts_toInc,Sel_Mo_Own_Costs_30pct_of_Incom,Pct_Sel_Mo_Own_Costs_30pct_Inc,HousUnits_Compute_RentPctIncome,Rent_Pct_of_Inc_More30Pct,PctRent_PctIncome_More30Pct,HousUnits_OwnRent_Compute,HousCosts_Units_30pctMore_Inc,PctHousCost_30pctMore_Income
144,130306,13117130306,1303.06,ARC 20,2015-05-21T18:32:35.000Z,{264C80CB-6EF9-4EE5-A4FC-637F1BF2A61E},544.7,1201,466,38.8,28,0,0,1229,466,37.9
145,130601,13117130601,1306.01,ARC 20,2015-05-21T18:32:35.000Z,{E82212F5-1333-4515-84A2-CE77F873D3E3},281.9,1050,189,18,194,51,26.3,1244,240,19.3
146,130510,13117130510,1305.10,ARC 20,2015-05-21T18:32:35.000Z,{EA3DB94E-C12B-4F76-9FEB-D0BE429A271F},473.7,1404,222,15.8,534,171,32,1938,393,20.3
147,130406,13117130406,1304.06,ARC 20,2015-05-21T18:32:35.000Z,{CB26A01B-64DB-4116-AA5B-4DD8C8DFD7DB},1310,1374,357,26,228,176,77.2,1602,533,33.3
148,130410,13117130410,1304.10,ARC 20,2015-05-21T18:32:35.000Z,{34BDB4EC-D6E0-4599-852B-DCF5D1D06B72},703.1,768,205,26.7,794,454,57.2,1562,659,42.2
149,130203,13117130203,1302.03,ARC 20,2015-05-21T18:32:35.000Z,{35818D08-6315-455C-BDFE-EB336F3ABC41},91.5,1201,278,23.1,249,84,33.7,1450,362,25
150,130204,13117130204,1302.04,ARC 20,2015-05-21T18:32:35.000Z,{C1D47C28-F650-4351-8635-9A105C9E39B6},470,957,273,28.5,196,177,90.3,1153,450,39
151,130202,13117130202,1302.02,ARC 20,2015-05-21T18:32:35.000Z,{011DC382-9EBB-498E-B3BE-F31856F451F6},402.2,1205,248,20.6,59,33,55.9,1264,281,22.2
152,130509,13117130509,1305.09,ARC 20,2015-05-21T18:32:35.000Z,{9E6C646B-C03D-4520-9CAD-3B668D3F94C8},-2.4,818,269,32.9,163,59,36.2,981,328,33.4
153,130403,13117130403,1304.03,ARC 20,2015-05-21T18:32:35.000Z,{737066FB-5E60-4076-9379-0EFF3F201388},154.5,1775,500,28.2,112,23,20.5,1887,523,27.7
154,031506,13067031506,315.06,ARC 10,2015-05-21T18:32:35.000Z,{2951EB7A-691E-40DB-AC95-75D7968238E8},92.2,1309,318,24.3,384,211,54.9,1693,529,31.2
155,031508,13067031508,315.08,ARC 10,2015-05-21T18:32:35.000Z,{E09EA5A1-F2BA-4933-8B76-0299FFDC5836},257.7,1438,498,34.6,224,94,42,1662,592,35.6
156,031116,13067031116,311.16,ARC 10,2015-05-21T18:32:35.000Z,{972A5AD6-84E8-445D-B60B-EBC3700A8607},-264.5,706,164,23.2,726,523,72,1432,687,48
157,031115,13067031115,311.15,ARC 10,2015-05-21T18:32:35.000Z,{9DCCAC49-1E04-4ED5-B9A9-7F3AAA256731},425,1022,294,28.8,511,241,47.2,1533,535,34.9
158,030223,13067030223,302.23,ARC 10,2015-05-21T18:32:35.000Z,{EF933CF9-BDF6-46B6-A916-BA4246982519},661.2,1337,306,22.9,808,369,45.7,2145,675,31.5
159,031312,13067031312,313.12,ARC 10,2015-05-21T18:32:35.000Z,{C1A1C8DC-C0E3-4204-887D-55101DE74F5F},689.6,2796,1061,37.9,560,303,54.1,3356,1364,40.6
160,031313,13067031313,313.13,ARC 10,2015-05-21T18:32:35.000Z,{ACC7F10B-10E4-431C-9BD8-223870B16DAF},975,3034,537,17.7,623,377,60.5,3657,914,25
161,031309,13067031309,313.09,ARC 10,2015-05-21T18:32:35.000Z,{65E3FB5A-BED2-4F08-9C85-D6A7DDF1B3AB},307.1,2090,619,29.6,443,240,54.2,2533,859,33.9
162,130101,13117130101,1301.01,ARC 20,2015-05-21T18:32:35.000Z,{7949FDCB-DF78-4B12-841A-B973669ADDA6},148.6,1033,231,22.4,196,117,59.7,1229,348,28.3
163,130104,13117130104,1301.04,ARC 20,2015-05-21T18:32:35.000Z,{7D463A73-8F22-4A9F-904C-7605D31340D1},147.6,1281,363,28.3,89,9,10.1,1370,372,27.2
164,130506,13117130506,1305.06,ARC 20,2015-05-21T18:32:35.000Z,{326CA3F8-1E55-4013-96F4-C5D511DB1849},309,840,233,27.7,284,166,58.5,1124,399,35.5
165,031509,13067031509,315.09,ARC 10,2015-05-21T18:32:35.000Z,{7EF789FD-8324-441C-928A-816833E1EA58},435.1,2615,747,28.6,417,176,42.2,3032,923,30.4
166,031113,13067031113,311.13,ARC 10,2015-05-21T18:32:35.000Z,{838F65C7-EF6F-4DAD-B7C3-756E2E7D09D1},-757.5,19,5,26.3,468,235,50.2,487,240,49.3
167,031114,13067031114,311.14,ARC 10,2015-05-21T18:32:35.000Z,{7EE6C0AF-2A70-4B3E-AF6A-7547884BDD3F},1146.4,532,160,30.1,3033,1329,43.8,3565,1489,41.8
168,030345,13067030345,303.45,ARC 10,2015-05-21T18:32:35.000Z,{BFE74F81-DCD7-4EE7-9165-93199B3EB0B7},491.8,250,136,54.4,1942,703,36.2,2192,839,38.3
169,030344,13067030344,303.44,ARC 10,2015-05-21T18:32:35.000Z,{9BDB36E3-0145-4926-AB23-6B092B88FC4B},-662.2,192,61,31.8,1484,619,41.7,1676,680,40.6
170,030411,13067030411,304.11,ARC 10,2015-05-21T18:32:35.000Z,{6D334F20-3E2E-4938-BC0C-F3D4EA0BBBAB},-593.8,133,70,52.6,1395,772,55.3,1528,842,55.1
171,030412,13067030412,304.12,ARC 10,2015-05-21T18:32:35.000Z,{C6BDBC50-C326-490F-BC97-49DE6FE4343A},-1303.8,222,121,54.5,1186,624,52.6,1408,745,52.9
172,030414,13067030414,304.14,ARC 10,2015-05-21T18:32:35.000Z,{7251D83C-1B58-491C-A4A6-38BBD72F8916},-659,0,0,,1060,597,56.3,1060,597,56.3
173,030413,13067030413,304.13,ARC 10,2015-05-21T18:32:35.000Z,{8270CD95-EFD4-4357-A412-15D1AC4994F3},-1313.3,278,64,23,1835,889,48.4,2113,953,45.1
174,030239,13067030239,302.39,ARC 10,2015-05-21T18:32:35.000Z,{0F9173A9-8779-412A-BE62-4E9CCD49EA91},228.4,2361,693,29.4,87,11,12.6,2448,704,28.8
175,030238,13067030238,302.38,ARC 10,2015-05-21T18:32:35.000Z,{9ECE44E2-EFB2-4DAA-884A-1927EAF42818},350.9,2042,482,23.6,81,81,100,2123,563,26.5
176,030236,13067030236,302.36,ARC 10,2015-05-21T18:32:35.000Z,{A1634A91-468A-4B17-8384-6B45D3353246},370.5,1335,362,27.1,45,31,68.9,1380,393,28.5
177,030407,13067030407,304.07,ARC 10,2015-05-21T18:32:35.000Z,{2497FD8A-BFF7-47F2-A6E0-5E0F9849032A},-70.6,1607,332,20.7,347,163,47,1954,495,25.3
178,030408,13067030408,304.08,ARC 10,2015-05-21T18:32:35.000Z,{6987D2F6-0289-4E1D-908A-77664343E499},7.8,780,155,19.9,437,198,45.3,1217,353,29
179,030410,13067030410,304.10,ARC 10,2015-05-21T18:32:35.000Z,{74AD16C3-0E75-4E34-A33E-6C19BE31E5E8},-34.1,809,141,17.4,1435,829,57.8,2244,970,43.2
180,030409,13067030409,304.09,ARC 10,2015-05-21T18:32:35.000Z,{1C605C66-56D9-4CF7-B9B5-6A679AE64B3C},198.6,1084,258,23.8,123,55,44.7,1207,313,25.9
181,030343,13067030343,303.43,ARC 10,2015-05-21T18:32:35.000Z,{33737AEB-B5F4-44F3-B1AA-DDE6B7755488},71.7,1548,356,23,35,9,25.7,1583,365,23.1
182,030342,13067030342,303.42,ARC 10,2015-05-21T18:32:35.000Z,{D6BB2FC8-946C-4620-9D24-03AA2C4E9125},62.1,1526,412,27,113,39,34.5,1639,451,27.5
183,030340,13067030340,303.40,ARC 10,2015-05-21T18:32:35.000Z,{B1F8AEBC-1BDF-4361-8CD6-CE4DD8D31E6F},-179.4,1171,169,14.4,107,0,0,1278,169,13.2
184,030341,13067030341,303.41,ARC 10,2015-05-21T18:32:35.000Z,{5D30179F-7630-47AD-AA9F-B06973E2E352},30.6,1400,314,22.4,126,68,54,1526,382,25
185,031409,13067031409,314.09,ARC 10,2015-05-21T18:32:35.000Z,{15427837-09E9-4E40-ADAA-50ECFD825F88},14,1443,672,46.6,421,284,67.5,1864,956,51.3
186,031408,13067031408,314.08,ARC 10,2015-05-21T18:32:35.000Z,{43B9C788-8320-433F-AC29-F5AFA61E17D1},211.3,1365,344,25.2,618,470,76.1,1983,814,41
187,030107,13067030107,301.07,ARC 10,2015-05-21T18:32:35.000Z,{61EEFFC0-770A-421D-B712-1C793B712230},725.6,1368,414,30.3,230,78,33.9,1598,492,30.8
188,030106,13067030106,301.06,ARC 10,2015-05-21T18:32:35.000Z,{ED0BCDCE-6929-4426-8968-953101A72AD5},1167.9,1418,589,41.5,1099,567,51.6,2517,1156,45.9
189,030505,13067030505,305.05,ARC 10,2015-05-21T18:32:35.000Z,{31F246B8-68A0-4EC2-A485-C618830FAD44},395.5,505,119,23.6,2256,1350,59.8,2761,1469,53.2
190,030800,13067030800,308,ARC 10,2015-05-21T18:32:35.000Z,{DACE11E3-2686-42FB-B2AB-F34C44EECA7B},-498,446,147,33,1003,597,59.5,1449,744,51.3
191,030902,13067030902,309.02,ARC 10,2015-05-21T18:32:35.000Z,{D789B4CD-6B9D-4234-B873-43D84200D245},-704.5,1023,287,28.1,1132,528,46.6,2155,815,37.8
192,031311,13067031311,313.11,ARC 10,2015-05-21T18:32:35.000Z,{49751596-EFC0-4530-B868-538B09FF3EBD},592.5,1386,486,35.1,1883,1156,61.4,3269,1642,50.2
193,031406,13067031406,314.06,ARC 10,2015-05-21T18:32:35.000Z,{6EF07ED2-EDF6-4C55-885E-766863D45075},892.1,1055,275,26.1,1691,928,54.9,2746,1203,43.8
194,031405,13067031405,314.05,ARC 10,2015-05-21T18:32:35.000Z,{23245A51-6BF7-446C-ACDE-7831BE709042},5.1,2207,669,30.3,678,413,60.9,2885,1082,37.5
195,030320,13067030320,303.20,ARC 10,2015-05-21T18:32:35.000Z,{AD4ACEE7-7B63-4924-B174-C3EC7F15EC01},357.5,2089,617,29.5,1297,531,40.9,3386,1148,33.9
196,030318,13067030318,303.18,ARC 10,2015-05-21T18:32:35.000Z,{FCFAC6AB-6B8D-47D0-8413-E579C87092DF},67.4,2586,776,30,170,127,74.7,2756,903,32.8
197,031005,13067031005,310.05,ARC 10,2015-05-21T18:32:35.000Z,{412A6F89-B910-4B99-B2E4-37F14F8CA216},445,1267,509,40.2,321,116,36.1,1588,625,39.4
198,031002,13067031002,310.02,ARC 10,2015-05-21T18:32:35.000Z,{0727C682-CFC3-4A0D-BC0F-9BEE596BC4D2},579.4,786,254,32.3,2084,1288,61.8,2870,1542,53.7
199,030904,13067030904,309.04,ARC 10,2015-05-21T18:32:35.000Z,{96A7570A-30F5-4723-8826-8EC1522AC69C},-38.5,980,384,39.2,1190,747,62.8,2170,1131,52.1
200,030901,13067030901,309.01,ARC 10,2015-05-21T18:32:35.000Z,{3339C57B-AA7C-4037-AE34-829C11BAB2C2},-19.3,2361,677,28.7,798,618,77.4,3159,1295,41
201,031503,13067031503,315.03,ARC 10,2015-05-21T18:32:35.000Z,{83A63566-7771-480A-81B4-25BE3FDC5A8D},78.4,2160,675,31.3,543,389,71.6,2703,1064,39.4
202,031307,13067031307,313.07,ARC 10,2015-05-21T18:32:35.000Z,{6D21B008-4A18-4363-BCA4-831E8F267CFE},28.5,1676,404,24.1,394,124,31.5,2070,528,25.5
203,031308,13067031308,313.08,ARC 10,2015-05-21T18:32:35.000Z,{79926BED-7523-47BC-BB34-C881CB9F55D5},114.8,1073,320,29.8,602,430,71.4,1675,750,44.8
204,030319,13067030319,303.19,ARC 10,2015-05-21T18:32:36.000Z,{97AA630F-98CE-4193-B5C0-72D2B16B65CF},-9.3,1470,449,30.5,104,48,46.2,1574,497,31.6
205,030333,13067030333,303.33,ARC 10,2015-05-21T18:32:36.000Z,{57A87DF8-2779-4D00-AA3F-BAFF36E069EF},28.3,1954,376,19.2,175,57,32.6,2129,433,20.3
206,030332,13067030332,303.32,ARC 10,2015-05-21T18:32:36.000Z,{CDF8BF8B-48CD-4909-979E-B552C4D720AB},-35.7,1051,220,20.9,97,55,56.7,1148,275,24
207,030335,13067030335,303.35,ARC 10,2015-05-21T18:32:36.000Z,{5BC687E7-6772-4E5A-857B-C7C7FC968DC3},-173,1507,297,19.7,84,55,65.5,1591,352,22.1
208,031106,13067031106,311.06,ARC 10,2015-05-21T18:32:36.000Z,{86652304-408C-4C8A-AEDB-211E652B957D},258.6,2138,539,25.2,665,353,53.1,2803,892,31.8
209,030331,13067030331,303.31,ARC 10,2015-05-21T18:32:36.000Z,{A2320A25-4CD1-48AD-BA80-598BC168F699},-73.6,1873,461,24.6,81,48,59.3,1954,509,26
210,030322,13067030322,303.22,ARC 10,2015-05-21T18:32:36.000Z,{03DE87D6-ADB4-4314-91BF-FD41047EAADB},-15.7,1013,216,21.3,102,50,49,1115,266,23.9
211,031112,13067031112,311.12,ARC 10,2015-05-21T18:32:36.000Z,{5AE58C52-2A1F-4B6F-8E53-5CF7FFC57922},10,1429,327,22.9,670,402,60,2099,729,34.7
212,030504,13067030504,305.04,ARC 10,2015-05-21T18:32:36.000Z,{34C19204-B3FF-4789-89BB-8FD068AEE7A5},189.2,1861,542,29.1,502,329,65.5,2363,871,36.9
213,030327,13067030327,303.27,ARC 10,2015-05-21T18:32:36.000Z,{818A9F0A-E652-4F5A-BCA2-10117A788108},18.4,1282,274,21.4,176,57,32.4,1458,331,22.7
214,030329,13067030329,303.29,ARC 10,2015-05-21T18:32:36.000Z,{8C3C6B3C-FD31-477B-AFB4-736F4FEEE65D},-97.6,1454,248,17.1,209,63,30.1,1663,311,18.7
215,030339,13067030339,303.39,ARC 10,2015-05-21T18:32:36.000Z,{135B152C-D894-4D39-A425-CB24951D524A},607.2,453,131,28.9,2476,837,33.8,2929,968,33
216,030314,13067030314,303.14,ARC 10,2015-05-21T18:32:36.000Z,{A06CA44F-D3E3-4D2C-83A2-46FF0622C332},271.6,2290,629,27.5,177,125,70.6,2467,754,30.6
217,030336,13067030336,303.36,ARC 10,2015-05-21T18:32:36.000Z,{92443511-6110-4579-9FCB-D3DCB3C8F1A7},-159.3,2332,597,25.6,147,88,59.9,2479,685,27.6
218,040411,13063040411,404.11,ARC 10,2015-05-21T18:32:36.000Z,{C88903C3-AD9F-4CA7-8C9B-2B5438BC9E1F},679.1,3166,973,30.7,547,444,81.2,3713,1417,38.2
219,040512,13063040512,405.12,ARC 10,2015-05-21T18:32:36.000Z,{8ACD08C0-4CB7-40EA-A0DE-F161E501BB0C},360,865,275,31.8,829,561,67.7,1694,836,49.4
220,040608,13063040608,406.08,ARC 10,2015-05-21T18:32:36.000Z,{AA61D74F-775B-473C-9ECC-79A6EE1A464D},339.3,2644,833,31.5,855,527,61.6,3499,1360,38.9
221,040614,13063040614,406.14,ARC 10,2015-05-21T18:32:36.000Z,{7E51487F-2522-4775-AD7E-6CC162CA994B},-135.2,1395,340,24.4,406,233,57.4,1801,573,31.8
222,040606,13063040606,406.06,ARC 10,2015-05-21T18:32:36.000Z,{977237DC-FF39-4C8B-BD9E-4864EE55EBF0},22.7,667,267,40,271,237,87.5,938,504,53.7
223,040612,13063040612,406.12,ARC 10,2015-05-21T18:32:36.000Z,{D63A3BBD-F0F5-4D3D-B8A5-3AEB61FB24D2},969.3,942,446,47.3,780,448,57.4,1722,894,51.9
224,040609,13063040609,406.09,ARC 10,2015-05-21T18:32:36.000Z,{F9B79CFB-EABB-4CA6-9955-C5C137040DE1},362.2,1346,335,24.9,843,368,43.7,2189,703,32.1
225,040412,13063040412,404.12,ARC 10,2015-05-21T18:32:36.000Z,{8E29801B-ECE2-4C01-B5C0-8BFF74EFA563},142.9,1378,485,35.2,1322,616,46.6,2700,1101,40.8
226,040413,13063040413,404.13,ARC 10,2015-05-21T18:32:36.000Z,{6B32A5A5-9F7F-4F0A-BCD8-B16355FBD88B},569.5,1737,619,35.6,745,544,73,2482,1163,46.9
227,040613,13063040613,406.13,ARC 10,2015-05-21T18:32:36.000Z,{EC2438B3-DCD0-4C39-9DA8-7C2D2E3851D2},264.7,1921,855,44.5,560,406,72.5,2481,1261,50.8
228,040408,13063040408,404.08,ARC 10,2015-05-21T18:32:36.000Z,{9A270D2D-933B-4286-B334-C6152BEB03DA},80.8,978,277,28.3,1467,640,43.6,2445,917,37.5
229,040409,13063040409,404.09,ARC 10,2015-05-21T18:32:36.000Z,{A985A988-70A1-4469-925A-5776E9B394BE},170,1112,327,29.4,567,364,64.2,1679,691,41.2
230,040410,13063040410,404.10,ARC 10,2015-05-21T18:32:36.000Z,{3C6473BD-BC8D-46F1-9946-686F78E6C8F9},150.5,1596,885,55.5,583,457,78.4,2179,1342,61.6
231,040303,13063040303,403.03,ARC 10,2015-05-21T18:32:36.000Z,{C8E1A8FB-288A-44C3-B6DB-C9C1562F1DBF},-348.3,1110,353,31.8,685,534,78,1795,887,49.4
232,040302,13063040302,403.02,ARC 10,2015-05-21T18:32:36.000Z,{0ED13A6D-29DE-48CA-BA03-37FF9077D38D},-646.8,598,208,34.8,857,498,58.1,1455,706,48.5
233,040611,13063040611,406.11,ARC 10,2015-05-21T18:32:36.000Z,{A6018638-6B15-400C-8BB7-6AE452E886E6},155,783,297,37.9,1356,696,51.3,2139,993,46.4
234,040407,13063040407,404.07,ARC 10,2015-05-21T18:32:36.000Z,{FD097147-57C8-4B7C-A22F-BAD5BAEB7A17},94,719,246,34.2,343,180,52.5,1062,426,40.1
235,040510,13063040510,405.10,ARC 10,2015-05-21T18:32:36.000Z,{8E6D4FA7-DD81-48DD-96BB-30175872A893},-286.7,560,247,44.1,418,232,55.5,978,479,49
236,040514,13063040514,405.14,ARC 10,2015-05-21T18:32:36.000Z,{C1ADA4AC-29DB-4383-A041-4FC19E63AEF4},988.4,1276,481,37.7,1331,996,74.8,2607,1477,56.7
237,040307,13063040307,403.07,ARC 10,2015-05-21T18:32:36.000Z,{3D9B4014-F0E0-49DD-9134-EF7A18CA9A10},495,1080,532,49.3,256,202,78.9,1336,734,54.9
238,980000,13063980000,9800,ARC 10,2015-05-21T18:32:36.000Z,{BB6E56A8-EE2C-4DCC-92B5-C9E8D6E064E6},,0,0,,0,0,,0,0,
239,040622,13063040622,406.22,ARC 10,2015-05-21T18:32:36.000Z,{9AB07B64-4E8B-4A19-85B3-BF0D8A2947AD},-87.8,1681,685,40.7,558,399,71.5,2239,1084,48.4
240,040621,13063040621,406.21,ARC 10,2015-05-21T18:32:36.000Z,{B4C95C8E-44C1-46B9-9022-33E4CF16EFB8},1229,2002,657,32.8,567,242,42.7,2569,899,35
241,040619,13063040619,406.19,ARC 10,2015-05-21T18:32:36.000Z,{6292BDF4-32D9-4687-B036-EFB1905A519B},142.9,602,286,47.5,366,229,62.6,968,515,53.2
242,040523,13063040523,405.23,ARC 10,2015-05-21T18:32:36.000Z,{EB452969-8651-460E-A13D-1112F23744CA},978,553,131,23.7,382,252,66,935,383,41
243,040522,13063040522,405.22,ARC 10,2015-05-21T18:32:36.000Z,{DA4AD94B-190F-4658-B8A8-7EFAEC1267D1},-504.7,675,375,55.6,877,536,61.1,1552,911,58.7
244,040520,13063040520,405.20,ARC 10,2015-05-21T18:32:36.000Z,{896A8883-DA09-45FA-8F10-E67B4659A6B5},-523.8,275,109,39.6,1183,682,57.7,1458,791,54.3
245,040519,13063040519,405.19,ARC 10,2015-05-21T18:32:36.000Z,{1B7A9A43-CAB5-46F8-ABDB-1A8B673162A5},1263.3,0,0,,1812,1092,60.3,1812,1092,60.3
246,040417,13063040417,404.17,ARC 10,2015-05-21T18:32:36.000Z,{48AEA8F4-C48F-44BE-9F2D-336FE34CE091},12.5,324,127,39.2,1265,883,69.8,1589,1010,63.6
247,040203,13063040203,402.03,ARC 10,2015-05-21T18:32:36.000Z,{A9682AC0-2F09-4FE5-B06D-7216BFE4AB86},117.3,363,85,23.4,850,528,62.1,1213,613,50.5
248,040617,13063040617,406.17,ARC 10,2015-05-21T18:32:36.000Z,{6512B442-12E1-4B78-A6A6-5F66646634CF},520,302,101,33.4,95,36,37.9,397,137,34.5
249,040615,13063040615,406.15,ARC 10,2015-05-21T18:32:36.000Z,{1A653A4B-0A7D-49F6-AE6F-FEA10B3F2486},138.5,491,203,41.3,123,87,70.7,614,290,47.2
250,040521,13063040521,405.21,ARC 10,2015-05-21T18:32:36.000Z,{21B6AE0F-66EB-4E50-A10D-EEFAC6DB75B3},-113,643,163,25.3,344,182,52.9,987,345,35
251,040415,13063040415,404.15,ARC 10,2015-05-21T18:32:36.000Z,{2CF43A1E-A897-4BD2-9C86-A87ACF9EAC01},-703.1,435,112,25.7,1326,886,66.8,1761,998,56.7
252,040414,13063040414,404.14,ARC 10,2015-05-21T18:32:36.000Z,{B32F2F30-3D23-4DD3-A6C9-BBEEF007F188},403.8,340,165,48.5,212,77,36.3,552,242,43.8
253,040204,13063040204,402.04,ARC 10,2015-05-21T18:32:36.000Z,{3A9A4672-EC99-4267-982B-9BA394A5FF4E},-625.5,442,116,26.2,968,517,53.4,1410,633,44.9
254,040308,13063040308,403.08,ARC 10,2015-05-21T18:32:36.000Z,{0635FBB0-D87D-46C7-ADF7-CD4E2DACAC12},-215.3,595,121,20.3,852,573,67.3,1447,694,48
255,040620,13063040620,406.20,ARC 10,2015-05-21T18:32:36.000Z,{D1A07D45-1215-4C4B-952F-D2D73585DE18},366.3,912,377,41.3,30,16,53.3,942,393,41.7
256,040616,13063040616,406.16,ARC 10,2015-05-21T18:32:36.000Z,{135006A3-B90C-41A6-A004-2B80B7CB37F9},613.8,831,249,30,1943,1009,51.9,2774,1258,45.3
257,040526,13063040526,405.26,ARC 10,2015-05-21T18:32:36.000Z,{A703297D-1EF1-49EF-81B2-250F24527315},-89.5,1088,404,37.1,701,422,60.2,1789,826,46.2
258,040525,13063040525,405.25,ARC 10,2015-05-21T18:32:36.000Z,{C3F05BDA-BDE8-4880-990E-919FCA5904A7},-22.2,723,397,54.9,203,114,56.2,926,511,55.2
259,040524,13063040524,405.24,ARC 10,2015-05-21T18:32:36.000Z,{833553AA-E755-423F-A65D-FB097D25025E},-362.9,1355,476,35.1,1117,490,43.9,2472,966,39.1
260,040416,13063040416,404.16,ARC 10,2015-05-21T18:32:36.000Z,{B7AB0E85-2386-4E34-BE50-0BFB0B301F20},-444.7,657,276,42,398,274,68.8,1055,550,52.1
261,040306,13063040306,403.06,ARC 10,2015-05-21T18:32:36.000Z,{3E5426DB-B5C9-402C-965F-87119E3ACB11},-125.9,99,18,18.2,1062,727,68.5,1161,745,64.2
262,040516,13063040516,405.16,ARC 10,2015-05-21T18:32:36.000Z,{4D5AAC56-0C4D-43DA-9359-6B8516CFBF31},755.3,1403,727,51.8,545,483,88.6,1948,1210,62.1
263,040509,13063040509,405.09,ARC 10,2015-05-21T18:32:36.000Z,{748DB3E7-CE4D-4B13-B6B9-9FABCF631FBB},-9,1027,234,22.8,419,160,38.2,1446,394,27.2
264,040202,13063040202,402.02,ARC 10,2015-05-21T18:32:36.000Z,{E4DA41C6-2E65-4FA0-9BF5-F6C415FEEC35},-415.1,169,36,21.3,616,411,66.7,785,447,56.9
265,040518,13063040518,405.18,ARC 10,2015-05-21T18:32:36.000Z,{4987A61F-37B0-421F-9B0C-8D123035DAF0},344.3,720,291,40.4,801,501,62.5,1521,792,52.1
266,040515,13063040515,405.15,ARC 10,2015-05-21T18:32:36.000Z,{7537F5D9-81DE-4B5C-A6E2-5310CCCE297E},-111.7,1207,355,29.4,1112,661,59.4,2319,1016,43.8
267,040513,13063040513,405.13,ARC 10,2015-05-21T18:32:36.000Z,{0A880CE4-35DF-4198-AF1D-5D4B577E6A10},-77.8,1129,369,32.7,290,140,48.3,1419,509,35.9
268,070403,13151070403,704.03,ARC 10,2015-05-21T18:32:36.000Z,{C21E3393-30EE-4741-8C7D-AA33F60E0ABA},204,2862,973,34,497,188,37.8,3359,1161,34.6
269,070307,13151070307,703.07,ARC 10,2015-05-21T18:32:36.000Z,{59908E63-2B2F-4889-917E-9D4181BE515F},624.1,1337,318,23.8,200,151,75.5,1537,469,30.5
270,070113,13151070113,701.13,ARC 10,2015-05-21T18:32:36.000Z,{44A8109C-7F5C-4DDE-B7BB-321C141C73A6},6.9,947,327,34.5,449,231,51.4,1396,558,40
271,070501,13151070501,705.01,ARC 10,2015-05-21T18:32:36.000Z,{AEA38434-1696-4346-B21B-08DE6729A399},150.7,1467,472,32.2,622,542,87.1,2089,1014,48.5
272,070502,13151070502,705.02,ARC 10,2015-05-21T18:32:36.000Z,{49E92FB3-CBE9-4FD2-9EEA-236630EA5E73},270.4,4054,985,24.3,512,386,75.4,4566,1371,30
273,070311,13151070311,703.11,ARC 10,2015-05-21T18:32:36.000Z,{DAED0CC5-B158-4E66-B161-A91066EE960D},1014.1,1703,520,30.5,2389,1096,45.9,4092,1616,39.5
274,070404,13151070404,704.04,ARC 10,2015-05-21T18:32:36.000Z,{6271FE3B-F4BC-4CBB-81A0-172A6773E185},165.4,1687,443,26.3,648,345,53.2,2335,788,33.7
275,070204,13151070204,702.04,ARC 10,2015-05-21T18:32:36.000Z,{1539A167-3C65-4431-8A92-4361C0A3971C},81.3,1358,374,27.5,131,95,72.5,1489,469,31.5
276,070310,13151070310,703.10,ARC 10,2015-05-21T18:32:36.000Z,{DA5B5FB1-755A-4037-8C3F-CBFC886426EF},-157.9,1155,355,30.7,275,121,44,1430,476,33.3
277,070205,13151070205,702.05,ARC 10,2015-05-21T18:32:36.000Z,{568AD423-CFCD-47A8-9AEA-456B2B26C4C1},342.1,2388,676,28.3,935,404,43.2,3323,1080,32.5
278,070309,13151070309,703.09,ARC 10,2015-05-21T18:32:36.000Z,{DFC5C3D3-CA0D-4F97-B667-072153DA6A5B},792,1903,549,28.8,319,97,30.4,2222,646,29.1
279,070114,13151070114,701.14,ARC 10,2015-05-21T18:32:36.000Z,{79350E29-83B2-4973-AFA4-B8E756EEF467},437.7,699,314,44.9,1349,561,41.6,2048,875,42.7
280,070111,13151070111,701.11,ARC 10,2015-05-21T18:32:36.000Z,{E2035EFF-66E3-4CB6-BA72-A0A9975102DC},578.6,1836,683,37.2,1064,598,56.2,2900,1281,44.2
281,070107,13151070107,701.07,ARC 10,2015-05-21T18:32:36.000Z,{FCCCB191-E7D4-4BAA-8B4D-6CB221892E58},136.8,1885,756,40.1,215,75,34.9,2100,831,39.6
282,070109,13151070109,701.09,ARC 10,2015-05-21T18:32:36.000Z,{5CB659B6-0B47-4BBF-BFCC-685594142CFC},102.7,1002,325,32.4,76,31,40.8,1078,356,33
283,070110,13151070110,701.10,ARC 10,2015-05-21T18:32:36.000Z,{A4EFABD9-1848-4824-AC1E-FE3C505819C7},108.4,2076,706,34,431,165,38.3,2507,871,34.7
284,070108,13151070108,701.08,ARC 10,2015-05-21T18:32:36.000Z,{A2DD02E5-1A07-4BEB-B5E2-31BB160359CB},337.6,1367,461,33.7,237,58,24.5,1604,519,32.4
285,070306,13151070306,703.06,ARC 10,2015-05-21T18:32:36.000Z,{58DB397C-401D-4C99-9A68-25BA668853D1},461.8,2106,675,32.1,1147,453,39.5,3253,1128,34.7
286,070104,13151070104,701.04,ARC 10,2015-05-21T18:32:36.000Z,{76EFCAD2-B3DE-4584-9700-8CB65FCEF00E},718.3,2914,1092,37.5,1054,641,60.8,3968,1733,43.7
