OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,GlobalID,Pop_Chng_per_SqMi_2000_2010,HousUnits_MonthOwnerCosts_toInc,Sel_Mo_Own_Costs_30pct_of_Incom,Pct_Sel_Mo_Own_Costs_30pct_Inc,HousUnits_Compute_RentPctIncome,Rent_Pct_of_Inc_More30Pct,PctRent_PctIncome_More30Pct,HousUnits_OwnRent_Compute,HousCosts_Units_30pctMore_Inc,PctHousCost_30pctMore_Income
870,021603,13089021603,216.03,ARC 10,2015-05-21T18:32:37.000Z,{AF3C542C-1A4F-4AB0-A45C-3749EB3EC85D},-252,1026,289,28.2,1719,839,48.8,2745,1128,41.1
871,090905,13057090905,909.05,ARC 10,2015-05-21T18:32:37.000Z,{F1CB8D43-1117-4C26-9C71-A1D05C4458C5},674.4,1072,378,35.3,654,278,42.5,1726,656,38
872,090904,13057090904,909.04,ARC 10,2015-05-21T18:32:37.000Z,{ADBA85D8-B7FE-4942-8FB5-8A26492B9A63},443.1,2081,700,33.6,623,351,56.3,2704,1051,38.9
873,091007,13057091007,910.07,ARC 10,2015-05-21T18:32:37.000Z,{420E39CE-B22E-45C4-8603-39C4BCEBD831},110.3,2032,579,28.5,153,58,37.9,2185,637,29.2
874,090803,13057090803,908.03,ARC 10,2015-05-21T18:32:37.000Z,{2D1256F1-7581-43F0-9188-7059E2E66184},509.5,3109,906,29.1,103,85,82.5,3212,991,30.9
875,090804,13057090804,908.04,ARC 10,2015-05-21T18:32:37.000Z,{F2870E8B-795E-4E58-88F0-068D21ED7763},244,2568,425,16.5,298,130,43.6,2866,555,19.4
876,091008,13057091008,910.08,ARC 10,2015-05-21T18:32:37.000Z,{D100DB39-98A7-4185-91B1-C098865C224A},600.8,2513,633,25.2,461,168,36.4,2974,801,26.9
877,090802,13057090802,908.02,ARC 10,2015-05-21T18:32:37.000Z,{F088A786-01D4-4110-B07B-E653A38F0F19},74.4,2210,664,30,121,47,38.8,2331,711,30.5
878,090501,13057090501,905.01,ARC 10,2015-05-21T18:32:37.000Z,{5A9B9229-B9E0-4FD3-9BA7-E8A0D2741994},66.4,1917,551,28.7,154,66,42.9,2071,617,29.8
879,090902,13057090902,909.02,ARC 10,2015-05-21T18:32:37.000Z,{B07C1FE1-D346-470A-A94E-52A7EA0408BE},814.2,4473,1343,30,813,447,55,5286,1790,33.9
880,091001,13057091001,910.01,ARC 10,2015-05-21T18:32:37.000Z,{89D98AAC-FA0F-4A8D-B402-555808903384},394.9,738,155,21,838,441,52.6,1576,596,37.8
881,091003,13057091003,910.03,ARC 10,2015-05-21T18:32:37.000Z,{B086BCB6-221C-4994-A8E7-9D1E9F10C9EC},321.8,1360,487,35.8,1275,594,46.6,2635,1081,41
882,091102,13057091102,911.02,ARC 10,2015-05-21T18:32:37.000Z,{39333D5C-311E-418F-B82F-8A971D20818E},303.5,2184,523,23.9,644,313,48.6,2828,836,29.6
883,091101,13057091101,911.01,ARC 10,2015-05-21T18:32:37.000Z,{C513DBE6-B0D5-4FDF-A652-27C3A68B767E},16.3,1611,531,33,352,137,38.9,1963,668,34
884,091103,13057091103,911.03,ARC 10,2015-05-21T18:32:37.000Z,{05866718-DECB-4C82-8072-849AE73A500E},81.9,2386,548,23,289,87,30.1,2675,635,23.7
885,090701,13057090701,907.01,ARC 10,2015-05-21T18:32:37.000Z,{6AF34CB8-9B4F-4CB2-9F8D-0D7FB3525CAE},798.2,5432,1537,28.3,1161,462,39.8,6593,1999,30.3
886,110601,13297110601,1106.01,ARC 20,2015-05-21T18:32:37.000Z,{26F5433D-9940-427D-BA51-A45281390793},100.1,1519,476,31.3,40,0,0,1559,476,30.5
887,110507,13297110507,1105.07,ARC 20,2015-05-21T18:32:37.000Z,{0EFCAC50-2775-447C-AC34-9194567900BF},271.5,1970,576,29.2,394,269,68.3,2364,845,35.7
888,110506,13297110506,1105.06,ARC 20,2015-05-21T18:32:37.000Z,{74B898DB-A356-4A7C-AA7F-A9C9CF2B80EF},134.1,1627,503,30.9,301,154,51.2,1928,657,34.1
889,110603,13297110603,1106.03,ARC 20,2015-05-21T18:32:37.000Z,{64806C0F-C5E1-4073-B354-6DCC8013E9D3},80.3,1264,449,35.5,277,199,71.8,1541,648,42.1
890,110602,13297110602,1106.02,ARC 20,2015-05-21T18:32:37.000Z,{04F958F4-6523-4149-964D-77B36BACA5B2},42.8,1468,480,32.7,209,101,48.3,1677,581,34.6
891,110504,13297110504,1105.04,ARC 20,2015-05-21T18:32:37.000Z,{6455B019-5329-4299-88ED-C0E4D315B025},79.2,1185,304,25.7,574,441,76.8,1759,745,42.4
892,110508,13297110508,1105.08,ARC 20,2015-05-21T18:32:37.000Z,{2484D597-1E05-48BA-B4AC-22F00D0FBDBC},166.6,1403,390,27.8,187,104,55.6,1590,494,31.1
893,110503,13297110503,1105.03,ARC 20,2015-05-21T18:32:37.000Z,{19875675-0F62-4835-A952-4B4C14EDF122},177.9,920,214,23.3,153,129,84.3,1073,343,32
894,110505,13297110505,1105.05,ARC 20,2015-05-21T18:32:37.000Z,{568824DF-4374-4482-8582-2F511EBEE060},183.2,1084,291,26.8,135,21,15.6,1219,312,25.6
895,110800,13297110800,1108,ARC 20,2015-05-21T18:32:37.000Z,{93CD6268-668D-4F80-A272-BA23361AF622},21.8,1646,311,18.9,641,345,53.8,2287,656,28.7
896,110700,13297110700,1107,ARC 20,2015-05-21T18:32:37.000Z,{771BC1D7-2A8D-48FF-B112-102DA05BFCB7},83.1,1449,499,34.4,795,319,40.1,2244,818,36.5
897,110400,13297110400,1104,ARC 20,2015-05-21T18:32:37.000Z,{DED6147B-64A2-4025-8B69-09BE39670401},25.7,1224,439,35.9,1065,800,75.1,2289,1239,54.1
898,110300,13297110300,1103,ARC 20,2015-05-21T18:32:37.000Z,{64B333BD-65E0-4DEA-9750-91BF2779EB8A},99.8,1200,269,22.4,1328,714,53.8,2528,983,38.9
899,110200,13297110200,1102,ARC 20,2015-05-21T18:32:37.000Z,{4020E8EE-93DD-4628-A5FE-5F5D8307F25C},20.1,1253,295,23.5,248,115,46.4,1501,410,27.3
900,110100,13297110100,1101,ARC 20,2015-05-21T18:32:37.000Z,{77FB6299-E8B1-403F-B01F-19A478B81F5A},69.4,2740,876,32,383,151,39.4,3123,1027,32.9
901,091005,13057091005,910.05,ARC 10,2015-05-21T18:32:37.000Z,{1214BE21-7417-467C-B740-0955C5BE1531},127.9,1774,380,21.4,927,477,51.5,2701,857,31.7
902,091006,13057091006,910.06,ARC 10,2015-05-21T18:32:37.000Z,{8E8B817E-C986-4395-AE2E-D9ABCB3EF3EC},72.1,1519,390,25.7,148,48,32.4,1667,438,26.3
903,090400,13057090400,904,ARC 10,2015-05-21T18:32:37.000Z,{965B59D2-1ECA-471D-A1A0-9FE0FEAFBC42},238.8,1438,439,30.5,1870,1122,60,3308,1561,47.2
904,090601,13057090601,906.01,ARC 10,2015-05-21T18:32:37.000Z,{C03D1302-0875-48B8-96CB-A4BBD1B93A6B},249.9,1197,352,29.4,860,469,54.5,2057,821,39.9
905,090901,13057090901,909.01,ARC 10,2015-05-21T18:32:37.000Z,{53C37A75-E1EF-42CE-9AE1-7EE96C9D6A75},126.4,2234,546,24.4,309,90,29.1,2543,636,25
906,090602,13057090602,906.02,ARC 10,2015-05-21T18:32:37.000Z,{EF7AEA79-D76A-4B48-8545-D4803A05762D},202.6,2172,648,29.8,546,341,62.5,2718,989,36.4
907,090200,13057090200,902,ARC 10,2015-05-21T18:32:37.000Z,{6E279DFB-92B3-4AB9-B44A-4A21C0AA9F39},24.5,2210,613,27.7,401,229,57.1,2611,842,32.2
908,090702,13057090702,907.02,ARC 10,2015-05-21T18:32:38.000Z,{D6E147BC-63FC-4993-8334-41273DD13D76},217.3,2089,575,27.5,708,417,58.9,2797,992,35.5
909,090502,13057090502,905.02,ARC 10,2015-05-21T18:32:38.000Z,{F2B4BA83-A003-4826-9AEC-9FFEB26517DB},196.7,3802,1456,38.3,220,78,35.5,4022,1534,38.1
910,090100,13057090100,901,ARC 10,2015-05-21T18:32:38.000Z,{6F62ADF4-A043-4BAE-BA1A-3D4E7468707E},44.5,2439,734,30.1,511,283,55.4,2950,1017,34.5
911,090300,13057090300,903,ARC 10,2015-05-21T18:32:38.000Z,{363EA24A-C9AA-457F-B217-43BF259A7468},181.7,3315,869,26.2,590,368,62.4,3905,1237,31.7
912,180206,13013180206,1802.06,ARC 20,2015-05-21T18:32:38.000Z,{97B00800-76D4-4233-B0AD-480FDB32837D},158.5,557,161,28.9,407,201,49.4,964,362,37.6
913,180205,13013180205,1802.05,ARC 20,2015-05-21T18:32:38.000Z,{F23C7AD2-2AC8-42B3-BD3A-0C9A3C24B98A},93.7,674,153,22.7,631,343,54.4,1305,496,38
914,180402,13013180402,1804.02,ARC 20,2015-05-21T18:32:38.000Z,{1FE4C6E1-709E-4419-9DB3-2A987459250B},139.2,1437,258,18,371,230,62,1808,488,27
915,180303,13013180303,1803.03,ARC 20,2015-05-21T18:32:38.000Z,{3943CA73-A538-4F82-9D1B-8A6F8471B62E},124.6,1077,325,30.2,161,87,54,1238,412,33.3
916,180106,13013180106,1801.06,ARC 20,2015-05-21T18:32:38.000Z,{67CC7ABC-EE28-4E46-9411-95C84F772D91},-40.4,793,219,27.6,159,112,70.4,952,331,34.8
917,180103,13013180103,1801.03,ARC 20,2015-05-21T18:32:38.000Z,{8FAA4587-7DB6-4F4A-9066-BC0B83C53770},256.1,1297,337,26,74,11,14.9,1371,348,25.4
918,180401,13013180401,1804.01,ARC 20,2015-05-21T18:32:38.000Z,{F76823E9-9A20-4751-BCDD-BC1684D7AF6A},152.5,1584,486,30.7,323,61,18.9,1907,547,28.7
919,180203,13013180203,1802.03,ARC 20,2015-05-21T18:32:38.000Z,{801092A5-6DBC-48D2-A44D-356DC8B20324},188.2,477,152,31.9,584,263,45,1061,415,39.1
920,180503,13013180503,1805.03,ARC 20,2015-05-21T18:32:38.000Z,{637CD78C-4C5A-4829-B6B8-2646211583EE},335.8,1505,453,30.1,149,78,52.3,1654,531,32.1
921,180502,13013180502,1805.02,ARC 20,2015-05-21T18:32:38.000Z,{B0D1591E-39ED-4D40-9816-E854AF888D4D},100.7,1417,500,35.3,212,157,74.1,1629,657,40.3
922,180204,13013180204,1802.04,ARC 20,2015-05-21T18:32:38.000Z,{00426BAE-66BF-4F3E-B8B3-326EC111274A},88.4,417,180,43.2,344,195,56.7,761,375,49.3
923,180501,13013180501,1805.01,ARC 20,2015-05-21T18:32:38.000Z,{BA9B2B9F-E228-4F68-81A8-57607177BAC2},251,1405,424,30.2,230,183,79.6,1635,607,37.1
924,180301,13013180301,1803.01,ARC 20,2015-05-21T18:32:38.000Z,{BE3507D3-FA12-46E4-9B22-7AB55E5B26CB},86.1,658,171,26,65,35,53.8,723,206,28.5
925,180302,13013180302,1803.02,ARC 20,2015-05-21T18:32:38.000Z,{B47612C4-E549-44E2-82F0-CD914C493AA0},244.7,1827,409,22.4,278,127,45.7,2105,536,25.5
926,180105,13013180105,1801.05,ARC 20,2015-05-21T18:32:38.000Z,{663B4E30-D1A6-47F2-A119-74520F871F05},75.9,710,351,49.4,45,15,33.3,755,366,48.5
927,180104,13013180104,1801.04,ARC 20,2015-05-21T18:32:38.000Z,{9F2E9A51-AB84-4B6C-AFB7-9A0B95F547D4},3.8,568,187,32.9,73,34,46.6,641,221,34.5
928,180107,13013180107,1801.07,ARC 20,2015-05-21T18:32:38.000Z,{A9E571C2-4CF6-4568-908A-3C1AFA415B20},24.7,889,356,40,433,273,63,1322,629,47.6
929,180108,13013180108,1801.08,ARC 20,2015-05-21T18:32:38.000Z,{44B12FF1-1867-4FB4-9E11-AC1C28B6DE8C},-4.4,885,262,29.6,155,49,31.6,1040,311,29.9
930,120104,13223120104,1201.04,ARC 20,2015-05-21T18:32:38.000Z,{95979ADB-BCD3-4CF6-9B10-053BB99F7F98},30.1,744,122,16.4,88,34,38.6,832,156,18.8
931,120604,13223120604,1206.04,ARC 20,2015-05-21T18:32:38.000Z,{720B1737-30A5-4196-B7DC-CA70E81A4B0F},226.3,1645,549,33.4,54,48,88.9,1699,597,35.1
932,120601,13223120601,1206.01,ARC 20,2015-05-21T18:32:38.000Z,{5564A58E-AFAE-4731-ADE0-1BAF772E6F6B},366.3,1369,369,27,150,91,60.7,1519,460,30.3
933,120603,13223120603,1206.03,ARC 20,2015-05-21T18:32:38.000Z,{F8F9E31C-527D-40C5-B399-E8DD6C823E61},287.5,1562,310,19.8,825,290,35.2,2387,600,25.1
934,120501,13223120501,1205.01,ARC 20,2015-05-21T18:32:38.000Z,{ECD6C89E-4E30-470B-908A-B679C303573E},307.5,1921,578,30.1,378,251,66.4,2299,829,36.1
935,120203,13223120203,1202.03,ARC 20,2015-05-21T18:32:38.000Z,{FC30955B-C159-4A37-829A-6C0421B34AAC},203.8,1573,388,24.7,335,221,66,1908,609,31.9
936,120101,13223120101,1201.01,ARC 20,2015-05-21T18:32:38.000Z,{A16CC952-6B21-41F2-AAB3-0A340B88FF61},496.5,3749,1173,31.3,213,190,89.2,3962,1363,34.4
937,120502,13223120502,1205.02,ARC 20,2015-05-21T18:32:38.000Z,{16375365-A029-4DDA-9FAD-9AD564954028},174.7,2491,724,29.1,448,229,51.1,2939,953,32.4
938,120503,13223120503,1205.03,ARC 20,2015-05-21T18:32:38.000Z,{5B045F13-F79A-41D1-97DC-FC970230EF98},231.1,1359,189,13.9,201,152,75.6,1560,341,21.9
939,120605,13223120605,1206.05,ARC 20,2015-05-21T18:32:38.000Z,{AFFFECC6-A9D8-44AE-B196-FBF0BAB74DED},164.4,1636,519,31.7,199,81,40.7,1835,600,32.7
940,120602,13223120602,1206.02,ARC 20,2015-05-21T18:32:38.000Z,{9BFFD449-C8E6-42B9-8B66-5830BA0F89E0},310.7,2858,939,32.9,391,151,38.6,3249,1090,33.5
941,120204,13223120204,1202.04,ARC 20,2015-05-21T18:32:38.000Z,{713655DA-6AC0-4BCC-AC48-2937198EDA49},409.7,1604,547,34.1,645,451,69.9,2249,998,44.4
942,120301,13223120301,1203.01,ARC 20,2015-05-21T18:32:38.000Z,{BB924EE1-51C4-40A7-97F2-BD054D3B79A0},240.3,1215,227,18.7,555,297,53.5,1770,524,29.6
943,120303,13223120303,1203.03,ARC 20,2015-05-21T18:32:38.000Z,{94D6C03D-64FE-4FF9-8DC8-3C4931B84991},32.9,447,78,17.4,123,67,54.5,570,145,25.4
944,120102,13223120102,1201.02,ARC 20,2015-05-21T18:32:38.000Z,{984D8181-E3A1-4663-9D11-64CEDFA5550D},490.2,3157,929,29.4,164,57,34.8,3321,986,29.7
945,120103,13223120103,1201.03,ARC 20,2015-05-21T18:32:38.000Z,{5F6F55C9-8D2A-4495-BA56-62528A842DC1},189,2473,574,23.2,219,118,53.9,2692,692,25.7
946,120302,13223120302,1203.02,ARC 20,2015-05-21T18:32:38.000Z,{69CB0E18-898A-4272-9F97-921A1F0FFBDD},243.1,2368,563,23.8,1569,895,57,3937,1458,37
947,120202,13223120202,1202.02,ARC 20,2015-05-21T18:32:38.000Z,{A30EF4BA-E923-4F7B-B2BD-F3962A6A1285},463.1,1990,540,27.1,512,348,68,2502,888,35.5
948,120400,13223120400,1204,ARC 20,2015-05-21T18:32:38.000Z,{83BE033E-E2FD-49AA-824B-1D91CBADC37C},105.9,4854,1661,34.2,969,320,33,5823,1981,34
