OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,COUNTY_NM,PLNG_REGIO,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,SD10,SD_Name,Total_Households__2015,Total_Population__2015,Total_Households__2020,Total_Population__2020,Total_Households__2030,Total_Population__2030,Total_Households__2040,Total_Population__2040,Density__Population_per_Sq_Mile,Density__Population_per_Sq_Mi_1,Change__Population_per_Sq_Mile_,Change__Households__2015_2040,Change__Population__2015_2040,last_edited_date,GlobalID
860,13,121,005700,13121005700,Fulton,ARC 10,205.658005,0,205.658005,0.321341,0,0.321341,9,SE Atlanta,651,1612,666,1632,720,1733,862,2057,5373.3,,1483.3,211,445,2016-06-22T20:22:27.000Z,{0D41944E-D0DB-47F7-8D30-67397B8D6D5E}
861,13,121,006500,13121006500,Fulton,ARC 10,810.567993,0,810.567993,1.26651,0,1.26651,9,SE Atlanta,1415,3799,1564,4179,1739,4589,2046,5293,2922.3,,1149.2,631,1494,2016-06-22T20:22:27.000Z,{9646E763-48FE-486F-B278-94C4581C357A}
862,13,121,005501,13121005501,Fulton,ARC 10,294.730988,0,294.730988,0.460517,0,0.460517,9,SE Atlanta,914,2418,949,2510,1054,2740,1124,2872,4836,5744,908,210,454,2016-06-22T20:22:27.000Z,{AFC5ADD0-F897-4D56-90D3-E37AC07E43B4}
863,13,121,004900,13121004900,Fulton,ARC 10,270.341003,0,270.341003,0.422408,0,0.422408,9,SE Atlanta,1138,2171,1177,2221,1330,2494,1482,2722,5427.5,6805,1377.5,344,551,2016-06-22T20:22:27.000Z,{BC8306F3-EB63-4FBB-A632-FF637EFAC033}
864,13,121,004800,13121004800,Fulton,ARC 10,97.145302,0,97.145302,0.15179,0,0.15179,9,SE Atlanta,707,1599,841,1882,1306,2880,1816,3925,7995,19625,11630,1109,2326,2016-06-22T20:22:27.000Z,{BDDEE7D1-89CE-409C-B673-9BB0D611AF77}
865,13,121,002800,13121002800,Fulton,ARC 10,184.850006,0,184.850006,0.288828,0,0.288828,6,NE Atlanta,1407,4745,1644,5377,2380,7287,2970,8742,15816.7,29140,13323.3,1563,3997,2016-06-22T20:22:27.000Z,{A184FB23-BC46-4850-B32D-FA23349CAB9D}
866,13,121,011419,13121011419,Fulton,ARC 10,1689.849976,18.5492,1708.400024,2.64039,0.028983,2.66937,2,Roswell,2517,6130,2583,6216,2728,6414,2824,6532,2270.4,,148.9,307,402,2016-06-22T20:22:27.000Z,{3135C77C-51C0-403A-9B17-0AE8358040F4}
867,13,121,011503,13121011503,Fulton,ARC 10,7547.930176,130.949005,7678.879883,11.7936,0.204608,11.9983,1,N Fulton,3130,9019,3235,9335,3546,10141,3850,10883,751.6,,155.3,720,1864,2016-06-22T20:22:27.000Z,{1B396A64-1E2D-4B74-BEB5-5FC948323666}
868,13,121,011615,13121011615,Fulton,ARC 10,4987.149902,97.885399,5085.029785,7.79242,0.152946,7.94536,1,N Fulton,3432,8737,3527,8951,3832,9747,4211,10368,1105.9,,206.5,779,1631,2016-06-22T20:22:27.000Z,{AF54C16E-187A-42B5-8757-22FB56579D52}
869,13,121,011504,13121011504,Fulton,ARC 10,14499.200195,188.449005,14687.700195,22.655001,0.294452,22.949499,1,N Fulton,3998,12053,4125,12406,4372,13030,4610,13482,526.3,,62.4,612,1429,2016-06-22T20:22:27.000Z,{0D2BD296-0071-41B5-B99D-D4A66063BC32}
870,13,121,010515,13121010515,Fulton,ARC 10,2737.060059,66.986298,2804.050049,4.27666,0.104666,4.38133,12,Shannon,2099,4835,2179,5046,2400,5544,2646,5948,1098.9,,253,547,1113,2016-06-22T20:22:27.000Z,{A181D435-46CC-4294-9D83-F8109AD1A15A}
871,13,121,010516,13121010516,Fulton,ARC 10,2075,3.86843,2078.870117,3.24219,0.006044,3.24823,12,Shannon,2921,8635,3020,8871,3391,9838,3821,10920,2698.4,,714.1,900,2285,2016-06-22T20:22:27.000Z,{9A745CE2-03A6-4AB5-81F3-7F5501088178}
872,13,121,010120,13121010120,Fulton,ARC 10,249.888,18.1889,268.076996,0.39045,0.02842,0.41887,3,Sandy Springs,1216,2442,1229,2459,1249,2462,1279,2470,6105,6175,70,63,28,2016-06-22T20:22:27.000Z,{326FE15A-72BA-41A2-9008-1BB31D4C7E7D}
873,13,121,010117,13121010117,Fulton,ARC 10,337.618988,0,337.618988,0.52753,0,0.52753,3,Sandy Springs,1814,3124,1838,3140,1884,3181,1929,3193,6248,6386,138,115,69,2016-06-22T20:22:27.000Z,{F88E3329-15D0-46DB-90F2-A384A4913D09}
874,13,121,001800,13121001800,Fulton,ARC 10,226.591003,0,226.591003,0.354048,0,0.354048,6,NE Atlanta,3369,5005,3657,5421,4687,7141,5852,8887,12512.5,,9705,2483,3882,2016-06-22T20:22:27.000Z,{B4AD23CD-3F4A-4417-B4D7-A593BB008B12}
875,13,121,001300,13121001300,Fulton,ARC 10,325.431,0,325.431,0.508486,0,0.508486,6,NE Atlanta,2469,3728,2640,3989,3017,4507,3407,5081,7456,10162,2706,938,1353,2016-06-22T20:22:27.000Z,{7B34A762-1CF0-46DC-8C90-B9AA733D427E}
876,13,121,001900,13121001900,Fulton,ARC 10,246.182999,0,246.182999,0.384661,0,0.384661,8,CBD Atlanta,1593,2623,1783,2910,2349,3891,4015,6443,6557.5,,9550,2422,3820,2016-06-22T20:22:27.000Z,{8BE95288-D61C-436B-9B63-63641125E0A4}
877,13,121,002100,13121002100,Fulton,ARC 10,199.641998,0,199.641998,0.311941,0,0.311941,8,CBD Atlanta,1258,2153,1602,2704,2382,3793,3261,5283,7176.7,17610,10433.3,2003,3130,2016-06-22T20:22:27.000Z,{4288DBAA-2C4F-477F-A724-691FBFF266C9}
878,13,121,004400,13121004400,Fulton,ARC 10,204.419998,0,204.419998,0.319406,0,0.319406,9,SE Atlanta,994,2081,1038,2165,1104,2330,1182,2433,6936.7,8110,1173.3,188,352,2016-06-22T20:22:27.000Z,{B056C58A-5AEB-4678-BC5B-7778DE7A5BF4}
879,13,121,003200,13121003200,Fulton,ARC 10,262.904999,0,262.904999,0.410789,0,0.410789,6,NE Atlanta,1380,2176,1443,2248,1533,2368,1735,2696,5440,6740,1300,355,520,2016-06-22T20:22:27.000Z,{AFB15199-E7A9-4989-98E0-A3EDEAEE39E1}
880,13,121,004200,13121004200,Fulton,ARC 10,308.246002,0,308.246002,0.481634,0,0.481634,7,SW Atlanta,1334,2409,1427,2551,1542,2720,1673,2915,4818,5830,1012,339,506,2016-06-22T20:22:27.000Z,{6CC8B443-62A7-4A30-801D-9713D8A80504}
881,13,121,003800,13121003800,Fulton,ARC 10,206.274002,0,206.274002,0.322303,0,0.322303,7,SW Atlanta,319,2739,369,3083,531,3931,783,4794,9130,15980,6850,464,2055,2016-06-22T20:22:27.000Z,{16C4587A-0DCA-4FFD-85DA-080537825532}
882,13,121,002500,13121002500,Fulton,ARC 10,215.522003,0,215.522003,0.336753,0,0.336753,5,NW Atlanta,1076,1959,1199,2154,1323,2363,1412,2509,6530,,1833.3,336,550,2016-06-22T20:22:27.000Z,{77FDBCB2-03E3-4931-A34C-7ECFD29AD072}
883,13,121,002300,13121002300,Fulton,ARC 10,277.38501,0,277.38501,0.433414,0,0.433414,5,NW Atlanta,1100,2386,1128,2452,1216,2646,1321,2867,5965,,1202.5,221,481,2016-06-22T20:22:27.000Z,{A514E89D-4F15-45F0-B922-456996317DB3}
884,13,139,001608,13139001608,Hall,ARC 20,3993.080078,34.2896,4027.370117,6.23919,0.053578,6.29277,153,S Hall,1892,5306,2063,5745,2428,6723,2634,7251,842.2,1151,308.7,742,1945,2016-06-22T20:22:27.000Z,{9B591EEB-11E2-41E4-B446-34B04817E7ED}
885,13,139,001603,13139001603,Hall,ARC 20,8594.990234,96.407898,8691.400391,13.4297,0.150637,13.5803,153,S Hall,2259,6932,2919,8885,3845,11589,4412,13163,509.7,,458.2,2153,6231,2016-06-22T20:22:27.000Z,{E7D7E4BD-96A4-46C7-A873-043958FBD8D2}
886,13,121,010118,13121010118,Fulton,ARC 10,483.428986,3.45107,486.880005,0.755358,0.005392,0.76075,3,Sandy Springs,2323,4685,2368,4799,2437,4916,2530,4974,5856.3,,361.3,207,289,2016-06-22T20:22:27.000Z,{E2FCDC51-B54B-42F4-82A7-92FE64A40D7B}
887,13,121,010113,13121010113,Fulton,ARC 10,543.004028,2.6077,545.611023,0.848444,0.004075,0.852517,3,Sandy Springs,2637,5960,2740,6165,2927,6542,3051,6644,6622.2,,760,414,684,2016-06-22T20:22:27.000Z,{B216BC43-1C6E-4C5B-93FC-81732474DDEB}
888,13,121,010115,13121010115,Fulton,ARC 10,852.552002,9.96428,862.515991,1.33211,0.015569,1.34768,3,Sandy Springs,1123,2374,1167,2458,1263,2646,1324,2758,1826.2,,295.4,201,384,2016-06-22T20:22:27.000Z,{6BC257F0-1C04-4ED7-8793-A193C8A3DA04}
889,13,121,010122,13121010122,Fulton,ARC 10,796.927002,0.898722,797.825989,1.2452,0.001404,1.2466,3,Sandy Springs,3113,5623,3179,5693,3286,5857,3424,5979,4685.8,,296.7,311,356,2016-06-22T20:22:27.000Z,{5CCDBA62-9D4A-44D9-AB08-5B5779560254}
890,13,121,010114,13121010114,Fulton,ARC 10,999.77002,4.3918,1004.159973,1.56214,0.006862,1.569,3,Sandy Springs,3009,6034,3057,6143,3189,6364,3274,6417,3771.3,,239.4,265,383,2016-06-22T20:22:27.000Z,{14D3B782-391A-4D9E-AB09-04E276486CA1}
891,13,121,000600,13121000600,Fulton,ARC 10,357.871002,2.86667,360.738007,0.559173,0.004479,0.563653,6,NE Atlanta,2701,5496,2971,6027,3682,7576,4574,9243,9160,15405,6245,1873,3747,2016-06-22T20:22:27.000Z,{14FF2A33-4A29-4909-AFA5-4F598EF6451F}
892,13,121,006601,13121006601,Fulton,ARC 10,482.880005,0,482.880005,0.7545,0,0.7545,9,SE Atlanta,963,2217,1185,2711,1412,3201,1905,4216,2771.3,5270,2498.8,942,1999,2016-06-22T20:22:27.000Z,{5EA5FEFB-42A3-49AA-9F0E-1975DFE90843}
893,13,121,006602,13121006602,Fulton,ARC 10,156.882004,0,156.882004,0.245128,0,0.245128,7,SW Atlanta,484,1147,559,1301,772,1812,970,2237,5735,11185,5450,486,1090,2016-06-22T20:22:27.000Z,{C6074EA7-6C5D-4E9D-9E05-0F3EF86C3D62}
894,13,121,006200,13121006200,Fulton,ARC 10,257.061005,0,257.061005,0.401658,0,0.401658,7,SW Atlanta,472,1129,524,1216,618,1437,750,1711,2822.5,,1455,278,582,2016-06-22T20:22:27.000Z,{32C90BCE-8806-4DFC-8367-69309EEAD2BD}
895,13,121,006100,13121006100,Fulton,ARC 10,555.234985,0,555.234985,0.867555,0,0.867555,7,SW Atlanta,1331,3213,1353,3224,1400,3288,1446,3333,3570,,133.3,115,120,2016-06-22T20:22:27.000Z,{A607A118-6E61-4E35-88A7-4E5FFBCAF32E}
896,13,121,001600,13121001600,Fulton,ARC 10,227.753006,0.662984,228.416,0.355864,0.001036,0.3569,6,NE Atlanta,1596,2252,1800,2527,2124,2946,2625,3650,5630,9125,3495,1029,1398,2016-06-22T20:22:27.000Z,{7F2AF11A-00CF-46A2-8F13-024579A74548}
897,13,121,003100,13121003100,Fulton,ARC 10,216.412003,0,216.412003,0.338144,0,0.338144,6,NE Atlanta,790,1723,815,1755,881,1918,976,2081,5743.3,,1193.3,186,358,2016-06-22T20:22:27.000Z,{E6721654-B09C-4DA5-B167-0499547233F6}
898,13,121,006802,13121006802,Fulton,ARC 10,179.360992,0,179.360992,0.280252,0,0.280252,9,SE Atlanta,504,1818,510,1827,516,1839,546,1923,6060,6410,350,42,105,2016-06-22T20:22:27.000Z,{572B3DE0-7DEF-4186-817F-077140BD38B1}
899,13,121,007602,13121007602,Fulton,ARC 10,832.72998,0,832.72998,1.30114,0,1.30114,7,SW Atlanta,927,2232,943,2243,971,2282,1004,2327,1716.9,1790,73.1,77,95,2016-06-22T20:22:27.000Z,{F24A1341-F6C5-4666-B656-0F08AFEED8D4}
900,13,139,001606,13139001606,Hall,ARC 20,2104.110107,32.083401,2136.189941,3.28767,0.05013,3.3378,153,S Hall,1462,3850,1619,4261,2234,5779,2458,6250,1166.7,,727.3,996,2400,2016-06-22T20:22:27.000Z,{0C42D8F4-BE1E-4AEC-8879-18F5AA86B68F}
901,13,139,001101,13139001101,Hall,ARC 20,1002.179993,0,1002.179993,1.56591,0,1.56591,152,Gainesville,1308,6936,1379,7379,1501,8225,1551,8566,4335,,1018.8,243,1630,2016-06-22T20:22:27.000Z,{D571BD7E-E62C-4C86-9207-47205D0B0C4A}
902,13,139,001605,13139001605,Hall,ARC 20,4183.470215,13.7628,4197.240234,6.53667,0.021504,6.55819,153,S Hall,1648,4697,2002,5664,2712,7534,3380,9311,711.7,,699.1,1732,4614,2016-06-22T20:22:27.000Z,{1BCF6472-11BD-4142-9A05-2304D1ED833A}
903,13,139,001604,13139001604,Hall,ARC 20,3558.629883,60.763199,3619.389893,5.56036,0.094942,5.6553,153,S Hall,2050,5939,2468,7072,3151,8910,3489,9731,1041.9,,665.3,1439,3792,2016-06-22T20:22:27.000Z,{B43B8929-C641-4D8C-9FC6-FD9696FBB3A4}
904,13,139,001502,13139001502,Hall,ARC 20,5689.319824,5672.569824,11361.900391,8.88956,8.86339,17.753,153,S Hall,1821,4611,2000,4999,2274,5608,2548,6189,259,,88.7,727,1578,2016-06-22T20:22:27.000Z,{962B60E0-456C-4900-A78D-D9DD6000008D}
905,13,139,001607,13139001607,Hall,ARC 20,3603.01001,3.59143,3606.600098,5.6297,0.005612,5.63531,153,S Hall,2076,5192,2626,6549,3536,8680,4091,9915,927.1,,843.4,2015,4723,2016-06-22T20:22:27.000Z,{57F92237-ADB9-4C95-8C67-6E5F9C62FD7B}
906,13,139,001302,13139001302,Hall,ARC 20,5337.660156,21.0326,5358.689941,8.34009,0.032863,8.37295,153,S Hall,2023,5738,2474,6976,3044,8449,3328,9128,683.1,,403.6,1305,3390,2016-06-22T20:22:27.000Z,{9592C8E1-4B87-4E74-B747-6DDB56516AB8}
907,13,139,001301,13139001301,Hall,ARC 20,7714.72998,62.0882,7776.819824,12.0543,0.097013,12.1513,153,S Hall,2205,5816,2516,6607,3108,8032,3509,9012,476.7,,262,1304,3196,2016-06-22T20:22:27.000Z,{2829BE3A-350C-4B0A-948C-3467528D0315}
908,13,139,001403,13139001403,Hall,ARC 20,2732.179932,11.9582,2744.139893,4.26903,0.018685,4.28772,153,S Hall,1672,4583,1812,4870,2036,5350,2365,6097,1065.8,,352.1,693,1514,2016-06-22T20:22:27.000Z,{CB02552C-5083-4B51-BAA7-379EAFEF1533}
909,13,139,001404,13139001404,Hall,ARC 20,4541.740234,7.1327,4548.870117,7.09647,0.011145,7.10761,153,S Hall,2022,5639,2435,6737,3037,8265,3404,9117,794.2,,489.9,1382,3478,2016-06-22T20:22:27.000Z,{57A8534A-C76F-45F3-9DCF-030E689FC1CC}
910,13,121,010212,13121010212,Fulton,ARC 10,805.189026,13.1421,818.330994,1.25811,0.020535,1.27864,3,Sandy Springs,2109,5631,2183,5812,2376,6274,2582,6625,4331.5,,764.6,473,994,2016-06-22T20:22:27.000Z,{0762C2C1-333D-4462-A5C9-05CB8D2B75BA}
911,13,121,009802,13121009802,Fulton,ARC 10,2570.48999,45.149101,2615.639893,4.01639,0.070545,4.08694,4,Buckhead,1925,3945,1951,3990,2027,4130,2112,4339,962.2,,96.1,187,394,2016-06-22T20:22:27.000Z,{AE45C73C-A76F-40F8-BE8F-B9B1BD805841}
912,13,121,009403,13121009403,Fulton,ARC 10,291.233002,0,291.233002,0.455052,0,0.455052,4,Buckhead,3323,4569,3433,4705,3790,5141,3922,5319,9138,10638,1500,599,750,2016-06-22T20:22:27.000Z,{1B1208E7-8AF1-45CA-AD16-701D40DE7AAE}
913,13,121,009404,13121009404,Fulton,ARC 10,509.104004,5.12249,514.22699,0.795475,0.008004,0.80348,4,Buckhead,2633,4071,2726,4208,2935,4502,3167,4809,5088.8,,922.5,534,738,2016-06-22T20:22:27.000Z,{9A325B30-F0AE-41EC-81E5-C74EF7DD3C73}
914,13,121,010001,13121010001,Fulton,ARC 10,999.01001,10.1022,1009.109985,1.56095,0.015785,1.57673,4,Buckhead,2419,4038,2528,4187,3403,5529,4248,6765,2523.8,,1704.4,1829,2727,2016-06-22T20:22:27.000Z,{6D045227-7BD0-4302-897C-46BF1502CD48}
915,13,121,009602,13121009602,Fulton,ARC 10,588.013,0,588.013,0.91877,0,0.91877,4,Buckhead,2888,4314,3127,4659,3761,5615,4448,6666,4793.3,,2613.3,1560,2352,2016-06-22T20:22:27.000Z,{70D7BB54-916B-4C60-B258-4AD638028C4C}
916,13,121,010002,13121010002,Fulton,ARC 10,1548.609985,19.106701,1567.709961,2.4197,0.029854,2.44955,4,Buckhead,3536,6488,3789,6933,4647,8346,5462,9585,2703.3,,1290.4,1926,3097,2016-06-22T20:22:27.000Z,{CF0552C2-6AAE-4002-B4B0-0E03ACB25E8B}
917,13,121,009502,13121009502,Fulton,ARC 10,461.612,0,461.612,0.721269,0,0.721269,4,Buckhead,2816,3846,2952,4026,3398,4631,4164,5618,5494.3,,2531.4,1348,1772,2016-06-22T20:22:27.000Z,{899DE726-4A2C-430B-AA5E-733BE7DAC567}
918,13,121,008000,13121008000,Fulton,ARC 10,1460.98999,0,1460.98999,2.2828,0,2.2828,7,SW Atlanta,2031,4840,2139,5030,2355,5511,2553,5889,2104.3,,456.1,522,1049,2016-06-22T20:22:27.000Z,{A06FFBB7-7ABF-44E2-8E44-7C0255F18CB6}
919,13,121,003900,13121003900,Fulton,ARC 10,206.065994,0,206.065994,0.321978,0,0.321978,7,SW Atlanta,604,1343,655,1442,941,2565,1241,3671,4476.7,,7760,637,2328,2016-06-22T20:22:27.000Z,{EEE84EEF-B1CD-47D2-855C-FEF7823A668F}
920,13,121,004100,13121004100,Fulton,ARC 10,312.744995,0,312.744995,0.488664,0,0.488664,7,SW Atlanta,783,1855,849,1971,1038,2397,1124,2544,3710,5088,1378,341,689,2016-06-22T20:22:27.000Z,{2AA29142-4C03-4FEC-96DF-1E67EC457259}
921,13,121,002400,13121002400,Fulton,ARC 10,334.14801,0,334.14801,0.522106,0,0.522106,5,NW Atlanta,941,2022,1018,2185,1130,2433,1246,2663,4044,5326,1282,305,641,2016-06-22T20:22:27.000Z,{B0073D2B-3071-40FE-8D78-42A525FB13DA}
922,13,121,004000,13121004000,Fulton,ARC 10,399.984009,0,399.984009,0.624975,0,0.624975,7,SW Atlanta,882,1946,968,2109,1138,2465,1211,2569,3243.3,,1038.3,329,623,2016-06-22T20:22:27.000Z,{44930502-430E-4CDF-8353-DA36CF0F0418}
923,13,121,008400,13121008400,Fulton,ARC 10,439.362,0,439.362,0.686503,0,0.686503,5,NW Atlanta,1683,3824,1888,4307,2168,4907,2527,5694,5462.9,,2671.4,844,1870,2016-06-22T20:22:27.000Z,{4C3FB3E7-BF3A-4D8E-A0EC-CFFED6810E65}
924,13,121,008302,13121008302,Fulton,ARC 10,467.145996,0,467.145996,0.729916,0,0.729916,5,NW Atlanta,1018,2252,1070,2368,1215,2688,1657,3634,3217.1,,1974.3,639,1382,2016-06-22T20:22:27.000Z,{B0A6EC19-9A2F-4A65-BE5D-ADA46A54664F}
925,13,121,008301,13121008301,Fulton,ARC 10,649.416992,0,649.416992,1.01471,0,1.01471,5,NW Atlanta,1246,2946,1463,3446,1647,3894,2065,4856,2946,4856,1910,819,1910,2016-06-22T20:22:27.000Z,{C4DDAD60-492D-4C9A-ACD9-D706C3D7AE9B}
