X,Y,OBJECTID,Name,Acres,Sq_Miles,County20,County10,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Percent_1Unit_Detached,Housing_units_built_since_2000,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Pct_Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,GlobalID,last_edited_date
-83.738001668143966,30.959751656140437,235,Pavo,1129.64001465,1.76505995, , ,362,291,80.4,71,19.6,0,0,251,69.3,20,5.5,90,24.9,252,69.6,{8F1B92D6-3BE8-4434-9D7B-5DF43007C16D},
-83.500314977660196,30.943349887607447,236,Morven,1114.08996582,1.74075997, , ,251,226,90,25,10,0,0,118,47,62,24.7,95,37.8,94,37.5,{7E5ED531-F575-43E2-B29E-85433626F487},
-83.739139224184896,30.893263272565935,237,Barwick,479.39898682,0.74906099, , ,206,170,82.5,36,17.5,9.5,0,127,61.7,28,13.6,70,34,108,52.4,{51964872-6BE7-4456-B92C-5778A58BB8AF},
-82.818293955346476,32.047165310218723,238,Scotland,900.69598389,1.40734005, , ,138,91,65.9,47,34.1,7.1,0,80,58,0,0,29,21,109,79,{B3514032-F6DA-4542-BA0D-E6BB0FF0E568},
-83.06306145866192,32.019460440782346,239,Milan,2017.35998535,3.15212989, , ,396,285,72,111,28,2.9,11.8,317,80.1,5,1.3,72,18.2,319,80.6,{4FBA3C5A-7B54-4EC4-91DB-41135B6BA03E},
-82.682841054705293,31.93300503931323,240,Lumber City,1240.72998047,1.93865001, , ,562,388,69,174,31,1.3,9.4,331,58.9,4,0.7,133,23.7,425,75.6,{D5D7E004-59DA-403E-AC07-68EAC803D0D2},
-82.978999979496464,31.812600099519511,241,Jacksonville,714.36700439,1.11619997, , ,93,59,63.4,34,36.6,0,26.3,48,51.6,0,0,43,46.2,50,53.8,{58437C15-71B1-4371-BDF7-EF98E1BA286A},
-82.474500630000975,31.543236731418947,242,Alma,3982.58007813,6.22278023, , ,1437,1153,80.2,284,19.8,3.8,2.7,1020,71,65,4.5,292,20.3,1080,75.2,{73CEB4E2-48D0-490F-8BA2-728092D317C0},
-83.635149159848808,31.671080149372859,243,Sycamore,647.20397949,1.01126003, , ,258,203,78.7,55,21.3,11.1,4.8,208,80.6,6,2.3,58,22.5,194,75.2,{4B45CB97-DE80-403D-A8D3-D0741D4CC421},
-83.487581186429665,31.807232007897746,244,Rebecca,502.73901367,0.78552902, , ,125,81,64.8,44,35.2,4.9,0,87,69.6,2,1.6,40,32,83,66.4,{C2E9F34E-ED2A-4642-8D06-8BE0DF9B484B},
-83.652791808881858,31.709586872070904,245,Ashburn,3071.16992188,4.79870987, , ,1832,1602,87.4,230,12.6,0,1.7,1070,58.4,254,13.9,443,24.2,1135,62,{DD0FC2B8-85D7-4D9A-98D6-2EC18EDA39C0},
-83.044586836927522,31.335894952188948,246,Willacoochee,2445.5300293,3.82115006, , ,629,497,79,132,21,1.2,0,296,47.1,42,6.7,243,38.6,344,54.7,{72F29EBC-2ADB-4254-A9FA-A4D01C0DDA08},
-82.854355377974599,31.297021553975085,247,Pearson,2151.97998047,3.3624599, , ,864,594,68.8,270,31.3,2,16.8,355,41.1,44,5.1,323,37.4,497,57.5,{D77FABF9-CDE0-4294-B390-BB4E3C5043D3},
-83.847126565448306,34.935594146258211,248,Young Harris,680.00299072,1.0625, , ,218,145,66.5,73,33.5,9.3,12.7,161,73.9,87,39.9,45,20.6,86,39.4,{41D98EC0-1BEE-43CE-A3D1-0EDB0FC1353A},
-83.752880169787716,34.950148271927468,249,Hiawassee,1345.39001465,2.10216999, , ,710,438,61.7,272,38.3,15.3,19.1,408,57.5,139,19.6,361,50.8,210,29.6,{4561810A-5C47-45C0-9E26-CFBB666E1205},
-81.64083103579496,32.746695734107014,250,Sylvania,3281.0300293,5.1266098, , ,1374,1102,80.2,272,19.8,5.6,8.2,974,70.9,4,0.3,305,22.2,1065,77.5,{1D18CCAE-2BE5-450C-9B9D-278939E1B5DD},
-81.829742794831418,32.663672175936028,251,Rocky Ford,793.16900635,1.23933005, , ,107,71,66.4,36,33.6,0,0,91,85,4,3.7,10,9.3,93,86.9,{A3DBFA50-6DCC-429A-98FD-34435CAE851D},
-81.533075750974177,32.521493445128961,252,Oliver,600.91900635,0.93893701, , ,128,110,85.9,18,14.1,4.7,0,71,55.5,8,6.3,39,30.5,81,63.3,{A8916020-0984-4FBD-A256-C5779DCF7BB9},
-81.506324026479419,32.588801060888173,253,Newington,519.89801025,0.81234097, , ,173,125,72.3,48,27.7,13.8,10.7,108,62.4,11,6.4,60,34.7,102,59,{9B599F73-C4D3-4982-BCA7-213CE5BEC52E},
-81.661270327778155,32.883364343534673,254,Hiltonia,1116.09997559,1.74390996, , ,181,157,86.7,24,13.3,3.3,12.8,90,49.7,18,9.9,66,36.5,97,53.6,{BEC73D32-48A4-464C-BF25-F48CB5E74E74},
-85.037314525758219,33.029618639039093,255,LaGrange,25711.40039063,40.17399979, , ,12547,10713,85.4,1834,14.6,4.3,6.6,7902,63,2425,19.3,3176,25.3,6946,55.4,{28A1BB4A-553B-4F13-AE97-55379A41F97F},
-83.278886002266617,30.850324863820596,256,Valdosta,23261.30078125,36.34569931, , ,24138,21199,87.8,2939,12.2,3,5,15603,64.6,4426,18.3,6997,29,12715,52.7,{31D09260-8F09-446F-B8B9-D3CEA53F9F05},
-83.308467091870341,30.844147924072224,257,Remerton,130.65400696,0.204146, , ,663,596,89.9,67,10.1,0,7.2,157,23.7,107,16.1,439,66.2,117,17.6,{9D7B412A-D35E-400E-9E11-C1625E0A1B2C},
-83.187517283238535,30.685000750275446,258,Lake Park,903.9619751,1.41243994, , ,347,313,90.2,34,9.8,3.8,0,239,68.9,83,23.9,133,38.3,131,37.8,{6C244FCA-B776-4D76-8C97-63C52CF1EBFC},
-83.377490286500006,30.993329930766613,259,Hahira,1658.73999023,2.59177995, , ,1166,984,84.4,182,15.6,2,10.8,924,79.2,414,35.5,238,20.4,514,44.1,{43BB1247-F635-4406-86DA-372D85DA0755},
-83.225385735504673,30.746252158018788,260,Dasher,3176.41992188,4.96316004, , ,373,329,88.2,44,11.8,1.1,18.1,257,68.9,43,11.5,171,45.8,159,42.6,{E6CE263A-A800-42F6-BE73-49B9A5317692},
-83.978322849774827,30.839518524714251,261,Thomasville,9654.79980469,15.0855999, , ,9024,7535,83.5,1489,16.5,6.5,6.6,6717,74.4,1003,11.1,2366,26.2,5655,62.7,{E93D849F-47BC-4CD2-B9B9-D83122FAF5D9},
-84.903484525708393,33.166918047274571,262,Hogansville,4424.79003906,6.91374016, , ,1508,1111,73.7,397,26.3,2.1,13.5,1351,89.6,139,9.2,352,23.3,1017,67.4,{AF66FD15-65D8-4FCD-AAD8-D9FB6410BAB4},
-85.144791398092096,32.895124038388531,263,West Point,7226.81005859,11.29189968, , ,1775,1564,88.1,211,11.9,7.3,0,1203,67.8,48,2.7,265,14.9,1462,82.4,{93BC3EC9-CA71-4B76-995D-9B5BE2F5BEF3},
-82.991707682162158,32.3835496333121,264,Rentz,676.56097412,1.05712998, , ,190,144,75.8,46,24.2,0,0,154,81.1,31,16.3,42,22.1,117,61.6,{B5883AEB-124A-4E52-A670-B5810CCA9545},
-83.153499142204751,32.55944065104179,265,Montrose,1037.18994141,1.62061, , ,88,64,72.7,24,27.3,5,0,37,42,24,27.3,40,45.5,24,27.3,{A0D916F5-BDCC-4FB3-91CF-63CEFCBE2ECE},
-82.868628913376142,32.547761625468517,266,East Dublin,2625.17993164,4.10184002, , ,1149,931,81,218,19,0,5,736,64.1,63,5.5,474,41.3,612,53.3,{C5AF860B-67F7-4685-97A2-0BA534943B0B},
-84.987570315535692,34.085991776361034,267,Taylorsville,954.98498535,1.49215996,yes, ,100,95,95,5,5,0,0,90,90,3,3,44,44,53,53,{2DA029F3-E7CD-4477-B76C-61ACE14B3D63},
-83.913671159585448,34.170645159308087,268,Flowery Branch,4098.47021484,6.40386009,yes, ,2629,2315,88.1,314,11.9,4.4,0,1535,58.4,1646,62.6,491,18.7,492,18.7,{3F646295-8B41-4773-B68A-CE02BDEEEF05},
-84.571351181163877,33.394222044444156,269,Peachtree City,16335.90039063,25.52490044,yes,yes,13640,12633,92.6,1007,7.4,0.9,9.8,10640,78,2420,17.7,9071,66.5,2149,15.8,{A5B396B4-75EE-417B-BDEB-7C471FCB045E},
-84.051766658168887,30.975169372343625,270,Ochlocknee,611.11499023,0.95486802, , ,321,281,87.5,40,12.5,0,0,197,61.4,42,13.1,120,37.4,159,49.5,{224E76FC-D679-4B59-A343-7CDF5F74B021},
-83.866124018341438,31.011332053031541,271,Coolidge,523.91900635,0.81862402, , ,293,227,77.5,66,22.5,0,0,185,63.1,54,18.4,50,17.1,189,64.5,{B5ED3007-4CAA-4A13-872E-485F34EA5FF7},
-83.789925599278575,30.792008788125536,272,Boston,1444.2800293,2.25669003, , ,668,557,83.4,111,16.6,4.3,5.8,358,53.6,99,14.8,256,38.3,313,46.9,{7AC357A2-B194-43AC-AD9A-E9A5C140B57F},
-81.956551639504397,32.390391455991896,273,Pulaski,511.60101318,0.79937601, , ,84,62,73.8,22,26.2,0,26.7,47,56,16,19,30,35.7,38,45.2,{799A5854-C57A-4C01-9E40-59285CA307A9},
-82.06244887339885,32.395970598311841,274,Metter,5047.81005859,7.88719988, , ,1776,1516,85.4,260,14.6,0,7.9,1072,60.4,217,12.2,692,39,867,48.8,{5E39B927-0720-41A5-8F35-BC88066DC6E1},
-83.080476077630436,32.532132065639196,275,Dudley,2189.80004883,3.42157006, , ,254,234,92.1,20,7.9,0,0,185,72.8,72,28.3,83,32.7,99,39,{F35E7AE2-F182-47BB-920E-759062F09E58},
-82.926407841552901,32.536469319991518,276,Dublin,9975.41992188,15.5866003, , ,7316,6190,84.6,1126,15.4,1.5,9.1,5113,69.9,749,10.2,2107,28.8,4460,61,{E7234D80-F599-4F10-BF99-08756B2D3F6E},
-83.059561857371705,32.433080183741964,277,Dexter,502.875,0.785743, , ,239,193,80.8,46,19.2,0,0,152,63.6,9,3.8,129,54,101,42.3,{BFEFDD0F-A3B5-4DD4-A9E7-196B188DCB64},
-83.041968759992585,32.339557036578732,278,Cadwell,822.86901855,1.28573, , ,182,143,78.6,39,21.4,0,7.1,146,80.2,12,6.6,49,26.9,121,66.5,{C7DD001E-7441-4453-B73F-E446BC697011},
-84.244415090087585,34.875691048785185,279,Morganton,534.23498535,0.83474302, , ,187,136,72.7,51,27.3,19.8,0,139,74.3,25,13.4,56,29.9,106,56.7,{907628A7-F220-4263-A7B8-081033465CB9},
-84.370511127023818,34.98111022798647,280,McCaysville,1025.81994629,1.60284996, , ,679,559,82.3,120,17.7,11.1,2.6,395,58.2,68,10,131,19.3,480,70.7,{DEFFA328-3168-4848-A0A5-3C246637BCCB},
-84.337595896881169,31.317246175129092,281,Newton,1929.63000488,3.01504993, , ,364,308,84.6,56,15.4,0,18.8,188,51.6,52,14.3,138,37.9,174,47.8,{438F70BC-2F91-4C08-8537-0A1B5B5FC564},
-84.32339055998419,34.865804993472736,282,Blue Ridge,1523.60998535,2.38064003, , ,639,567,88.7,72,11.3,8.8,6.2,385,60.3,87,13.6,190,29.7,362,56.7,{EC8D061E-C2C1-4C42-894A-BC94B0DAE973},
-84.603242591992085,31.538102727657641,283,Morgan,837.98999023,1.30936003, , ,136,86,63.2,50,36.8,13.7,14.3,77,56.6,0,0,52,38.2,84,61.8,{BFF40623-9C6E-469F-8A55-1DBF098EF6D4},
-84.51330303497005,31.48473303058163,284,Leary,2056.83007813,3.21379995, , ,330,256,77.6,74,22.4,0,0,219,66.4,43,13,102,30.9,185,56.1,{78952143-B38E-4CE3-8D57-ACF00669BA29},
-84.737406130128136,31.560818334835094,285,Edison,1497.56005859,2.33994007, , ,560,466,83.2,94,16.8,0,8.8,316,56.4,30,5.4,179,32,351,62.7,{5132052B-1E02-417E-878D-24D2074258E2},
-82.477657867950398,33.79309814112824,286,Lincolnton,2257.91992188,3.5279901, , ,721,665,92.2,56,7.8,2.4,3.8,519,72,44,6.1,201,27.9,476,66,{202E33C2-57FB-4196-9514-39FC2B2892AD},
-83.76944007538529,31.956308562396895,287,Cordele,6542.72021484,10.22299957, , ,4968,3844,77.4,1124,22.6,7.4,12.1,3007,60.5,459,9.2,1458,29.3,3051,61.4,{507221F1-3974-4DDF-B82F-4D0B86E55C41},
-83.730250018774086,31.82816109326507,288,Arabi,4113.60009766,6.42749977, , ,276,208,75.4,68,24.6,3.1,0,181,65.6,9,3.3,57,20.7,210,76.1,{49EDFECF-9207-4A9B-B486-ABD28B0EEDA0},
-83.685342608935855,32.633928594988475,289,Centerville,2536.39990234,3.96313, , ,3099,2646,85.4,453,14.6,4.8,8.5,2225,71.8,1483,47.9,960,31,656,21.2,{4B8F0F29-B49C-48DD-9E2F-0458BF11647E},
-84.494091527702281,34.527657330277201,290,Talking Rock,952.00299072,1.48749995, , ,23,23,100,0,0,0,0,20,87,4,17.4,12,52.2,7,30.4,{6C0E6EF7-F21B-4EC1-A784-FA795DF49AB8},
-84.449362818293139,34.470649548102557,291,Jasper,5479.75976563,8.56212997, , ,1487,1341,90.2,146,9.8,0,0,797,53.6,515,34.6,452,30.4,520,35,{17CC7F1B-A667-4A63-ADF5-2BD61C3C7A6F},
-84.371001562386823,34.379355952005277,292,Nelson,931.87597656,1.45606005,yes,yes,552,477,86.4,75,13.6,2.6,20.3,511,92.6,205,37.1,154,27.9,193,35,{8CEE1597-7D21-4069-8003-DA95940AB218},
-84.551041963664488,32.046607863254636,293,Webster County,134546,210.227005, , ,1482,1175,79.3,307,20.7,0,8.7,640,43.2,112,7.6,673,45.4,697,47,{45D69957-4370-4B2C-9208-A277B5D58140},
-82.017106095445783,31.484011170907699,294,Screven,1390.60998535,2.1728301, , ,393,322,81.9,71,18.1,0,5.8,228,58,37,9.4,153,38.9,203,51.7,{267F2267-1E3C-4969-B60B-2799B53C9F22},
-82.026669519676048,31.666181105876774,295,Odum,1243.9699707,1.94369996, , ,195,166,85.1,29,14.9,0,0,127,65.1,31,15.9,50,25.6,114,58.5,{08B0105E-3EB1-44F0-95C6-B1CC6892ED3B},
-81.889767303907689,31.59910659535916,296,Jesup,10652.90039063,16.64520073, , ,3938,3253,82.6,685,17.4,3.6,8,2875,73,534,13.6,1027,26.1,2377,60.4,{9679ECDF-8FEA-471B-8E88-51DFF4F1C748},
-81.307870399041462,32.364143673934123,297,Springfield,1767.94995117,2.76241994, , ,905,826,91.3,79,8.7,3.2,10.8,735,81.2,178,19.7,374,41.3,353,39,{BEA281FF-1D09-4559-BD82-2F764415B1A9},
-81.235710377826962,32.293960105109456,298,Rincon,5681.08984375,8.8767004, , ,3293,3025,91.9,268,8.1,0,11,2001,60.8,2058,62.5,902,27.4,333,10.1,{49EEC117-2958-49CA-ABEA-AF0898B45DC6},
-81.422533226309838,32.340913411256707,299,Guyton,2061.97998047,3.2218399, , ,762,660,86.6,102,13.4,6.5,0,665,87.3,292,38.3,208,27.3,262,34.4,{D5554EA7-DBE0-4DCF-9FDF-FDDC1898DC4E},
-83.1737032296694,33.755488521165027,300,Maxeys,1530.90002441,2.39203, , ,101,79,78.2,22,21.8,6.8,28.6,93,92.1,7,6.9,34,33.7,60,59.4,{52810918-DF70-499F-A046-980EFAC1874F},
-83.110157346700305,33.870075425317559,301,Lexington,350.70300293,0.54797298, , ,178,129,72.5,49,27.5,25.8,7.5,158,88.8,3,1.7,50,28.1,125,70.2,{53A8801F-B160-4DC3-9DE1-DD0DA137700A},
-83.155192978684639,33.883047855545769,302,Crawford,751.15997314,1.17368996, , ,395,344,87.1,51,12.9,6,0,196,49.6,5,1.3,153,38.7,237,60,{B0E6D2A1-73DB-4C0C-8FDF-D5C3FA6559AA},
-83.218062152661489,33.910335093295785,303,Arnoldsville,1088.88000488,1.70137, , ,255,226,88.6,29,11.4,5.4,0,200,78.4,70,27.5,50,19.6,135,52.9,{217D9926-3C0A-4C69-9BD3-EC58B5DABA17},
-82.81347348982635,32.935911716821764,304,Tennille,1143,1.78593004, , ,773,558,72.2,215,27.8,3,11.6,549,71,72,9.3,186,24.1,515,66.6,{FAA50AD1-A75E-4BD3-827D-73F37CC60C9B},
-82.809289956652009,32.982667907084753,305,Sandersville,8222.3203125,12.84739971, , ,2647,2144,81,503,19,1.5,7.2,1659,62.7,329,12.4,776,29.3,1542,58.3,{D95152D5-52FD-4F36-ADEE-7FC6045D1189},
-82.666071755242626,32.906925700779794,306,Riddleville,502.14300537,0.78459901, , ,30,22,73.3,8,26.7,0,0,23,76.7,2,6.7,13,43.3,15,50,{CD2CE887-6963-40E9-9A8D-4E26CFCDF757},
-82.957679100276195,32.853458768045506,307,Oconee,830.81201172,1.29814005, , ,121,94,77.7,27,22.3,0,0,91,75.2,21,17.4,34,28.1,66,54.5,{2B3AC623-6510-4742-B4B9-A35D88FA5BF2},
-82.725837267601122,32.826328914590121,308,Harrison,1131.10998535,1.76735997, , ,180,129,71.7,51,28.3,0,0,126,70,12,6.7,45,25,123,68.3,{C33E1D61-97F8-4F25-80A7-3FE619B35577},
-82.967849699072261,33.017650169309476,309,Deepstep,565.97802734,0.88433999, , ,62,57,91.9,5,8.1,0,0,56,90.3,7,11.3,10,16.1,45,72.6,{9AEEEC09-79D8-49D9-BE01-C467DC1A8126},
-82.603265043305043,32.982513568205889,310,Davisboro,1955.81005859,3.05594993, , ,235,194,82.6,41,17.4,0,0,149,63.4,16,6.8,100,42.6,119,50.6,{AACADDDA-8416-400D-9DE6-CE1BE8D7A0E6},
-83.20000918146556,31.989083887274052,311,Rhine,2010.47998047,3.14137006, , ,326,241,73.9,85,26.1,0,12.9,212,65,27,8.3,82,25.2,217,66.6,{5A41D376-C67B-422D-BBCC-55D814F27E89},
-83.175985130858436,32.195241647535354,312,Eastman,3498.60009766,5.4665699, , ,2562,2167,84.6,395,15.4,6.8,3,1958,76.4,107,4.2,372,14.5,2083,81.3,{38CB5C60-1387-42B1-81DF-B07F72ECC20D},
-83.1549160473092,32.394521729258472,313,Chester,559.63897705,0.87443602, , ,203,139,68.5,64,31.5,4.2,4.8,108,53.2,18,8.9,44,21.7,141,69.5,{A792655B-9105-43BD-A3A5-4498FFA908BB},
-83.064554395675799,32.105908494724616,314,Chauncey,1104.81994629,1.72627997, , ,183,151,82.5,32,17.5,9.4,19.1,74,40.4,6,3.3,86,47,91,49.7,{F5C314CB-EE5E-46BD-9C13-ABD83F211A13},
-82.794955161326726,33.560123612066569,315,Sharon,501.03900146,0.78287399, , ,55,45,81.8,10,18.2,0,0,34,61.8,0,0,18,32.7,37,67.3,{0E42C13C-2590-4450-9286-0801A6CD4269},
-82.896550532784175,33.554538206531319,316,Crawfordville,2007.52001953,3.13673997, , ,335,251,74.9,84,25.1,2.9,0,233,69.6,11,3.3,83,24.8,241,71.9,{AE5FC914-1246-48DA-A7DA-4358BAB935A3},
-84.431207470519695,30.875637343896209,317,Climax,510.81900024,0.798154, , ,120,91,75.8,29,24.2,7.7,9.5,85,70.8,4,3.3,32,26.7,84,70,{D60B6BBD-94D6-493E-A729-79A1816DE9EB},
-84.737949092116338,30.978447895141567,318,Brinson,1305.93005371,2.04051995, , ,112,109,97.3,3,2.7,0,0,105,93.8,20,17.9,43,38.4,49,43.8,{BE63E3AC-7DE0-4A0F-B7E1-D2CB253D0533},
-84.572161394970493,30.90455047689457,319,Bainbridge,12852.29980469,20.08169937, , ,5638,5113,90.7,525,9.3,2.1,6.2,3847,68.2,657,11.7,1890,33.5,3091,54.8,{C9CB01BB-8A2E-48C9-B1BD-ACDF3BD346E3},
-84.483889892957222,30.749495913765163,320,Attapulgus,509.50900269,0.79610801, , ,188,179,95.2,9,4.8,0,5.6,137,72.9,5,2.7,73,38.8,110,58.5,{C6BAD11A-B4F5-4CA0-A262-34161D889508},
-83.97955730262936,34.530283461616364,321,Dahlonega,5531.00976563,8.64220047, , ,2375,2119,89.2,256,10.8,4.6,4.7,1200,50.5,878,37,921,38.8,576,24.3,{D306F227-9012-4FAA-8B29-889C193FBC7F},
-81.774749552324892,32.440485991067725,322,Statesboro,8879.5,13.87419987, , ,11614,10127,87.2,1487,12.8,1.8,11.7,4618,39.8,3868,33.3,3428,29.5,4318,37.2,{C21B4C9F-C5D7-40AC-9224-C5FB775599BF},
-85.122417280643688,34.914785074277283,323,Ringgold,3042.2199707,4.75346994, , ,1614,1502,93.1,112,6.9,3,2.6,1020,63.2,597,37,465,28.8,552,34.2,{66E24021-5126-4C27-AAFC-4A499670B537},
-81.88480677552144,32.365942713266925,324,Register,500.12399292,0.78144401, , ,55,53,96.4,2,3.6,0,0,48,87.3,5,9.1,7,12.7,43,78.2,{C0447FD9-A7FC-4409-B9FC-8D61E18FC5B2},
-81.929500699062501,32.538823806606437,325,Portal,1394.43994141,2.17880988, , ,355,294,82.8,61,17.2,6.1,10.1,256,72.1,27,7.6,107,30.1,221,62.3,{FEB0C592-2F67-44DA-B6FC-E03F6DFE23A3},
-81.666798262091106,32.389693236878628,326,Brooklet,2155.2800293,3.36763, , ,644,581,90.2,63,9.8,0,8.6,504,78.3,166,25.8,178,27.6,300,46.6,{6D632F45-EA89-4A5D-87FD-91BB69EA98A7},
-81.942324347078028,32.807110719486431,327,Millen,2308.36010742,3.60682011, , ,1444,1093,75.7,351,24.3,12.1,5.2,1153,79.8,45,3.1,308,21.3,1091,75.6,{3C7FF516-FD2B-48F5-81CD-CC5FF4D96987},
-82.970554646397048,33.276676967672188,328,Sparta,1170.22998047,1.82849002, , ,762,578,75.9,184,24.1,1.5,14.8,481,63.1,39,5.1,204,26.8,519,68.1,{91BBEDE7-B335-46AB-9756-B56DE761A272},
-84.176329447170801,31.57761471701113,329,Albany,35760.6015625,55.87590027, , ,33496,28979,86.5,4517,13.5,3.5,10.4,18837,56.2,3938,11.8,8122,24.2,21436,64,{40295FD5-4A7F-4BF7-BCA6-34337E760836},
-84.142332394429502,32.913330925959194,330,Yatesville,560.75598145,0.87618101, , ,256,198,77.3,58,22.7,0,6.3,194,75.8,4,1.6,81,31.6,171,66.8,{DF10AF50-BFC5-449E-9CBC-5CD75D22A649},
-84.327135396262634,32.890808065768496,331,Thomaston,6231.41992188,9.73659039, , ,4167,3471,83.3,696,16.7,13.6,5,2915,70,364,8.7,715,17.2,3088,74.1,{147B65A1-6183-47BC-A0A6-FB57514F47EC},
-84.877041778565925,32.509966638217925,332,Columbus,141431,220.98599243, , ,83212,72556,87.2,10656,12.8,3.8,8.2,55210,66.3,16094,19.3,19851,23.9,47267,56.8,{3500B14F-0DBC-464A-AB33-2D1D824FCC16},
-85.052938304785798,31.623915524137221,333,Fort Gaines,4928.22998047,7.70035982, , ,554,396,71.5,158,28.5,4.1,2.4,377,68.1,41,7.4,159,28.7,354,63.9,{AE6A6E89-5803-44FA-B483-8DE540F294C9},
-84.86912311979664,31.519823385816839,334,Bluffton,1029.0300293,1.60785997, , ,73,50,68.5,23,31.5,0,0,56,76.7,3,4.1,13,17.8,57,78.1,{E4645320-D8C9-4F12-BA81-08C7980F1F94},
-84.517815264071942,32.318722980376052,335,Buena Vista,2107.26000977,3.29259992, , ,974,784,80.5,190,19.5,5,5.9,491,50.4,52,5.3,437,44.9,485,49.8,{CAD98595-ECDA-4F80-B436-F81EC0779759},
-84.662569011552861,32.088536619214281,336,Richland,2076.4699707,3.24447989, , ,800,641,80.1,159,19.9,5.2,3.2,450,56.3,18,2.3,179,22.4,603,75.4,{D8C81280-4521-46E5-80A5-36E0B0FFF7DF},
-84.798034794018591,32.048768868907445,337,Lumpkin,1023.63000488,1.59941995, , ,558,447,80.1,111,19.9,0,7.4,378,67.7,0,0,144,25.8,414,74.2,{CE18F49C-3FAE-428A-BF4C-10C2EDDFA41A},
-85.097996698271459,33.279240898375107,338,Franklin,2229.54003906,3.48364997, , ,481,356,74,125,26,15.3,14,248,51.6,48,10,176,36.6,257,53.4,{4583856F-8AC0-4D3B-B170-81E8F5497D7A},
-85.259602506362953,33.407015741753106,339,Ephesus,1932.61999512,3.01972008, , ,201,172,85.6,29,14.4,0,0,148,73.6,31,15.4,49,24.4,121,60.2,{0E29A163-D145-4A57-AF35-4FBECE2412B7},
-85.103726013611379,33.368904273132799,340,Centralhatchee,2096.98999023,3.27654004, , ,172,152,88.4,20,11.6,0,0,119,69.2,26,15.1,60,34.9,86,50,{D751C753-DD5F-45C5-A5BC-23ADB5693885},
-83.920628634194287,31.829795874213445,341,Warwick,519.65301514,0.811957, , ,219,202,92.2,17,7.8,0,12,100,45.7,13,5.9,82,37.4,124,56.6,{9FC123EC-BC49-4055-BC2E-698CF4A79CCD},
-83.835609965889134,31.530398173714492,342,Sylvester,3973.57006836,6.20870018, , ,2397,2224,92.8,173,7.2,0,4.3,1453,60.6,175,7.3,687,28.7,1535,64,{B83B913E-C853-4B2C-B96D-8AA34D7354D2},
-83.735925507464884,31.509891142599596,343,Sumner,1157.19995117,1.80813003, , ,191,171,89.5,20,10.5,0,9.1,65,34,58,30.4,63,33,70,36.6,{E4525740-FD8E-4926-A779-88C9BEB2973F},
-83.789823604056636,31.514512353051597,344,Poulan,1070.77001953,1.67307997, , ,479,446,93.1,33,6.9,0,4.3,327,68.3,26,5.4,193,40.3,260,54.3,{3A5C2360-9559-4B92-BEB5-5300C0FD74A4},
-83.082641194211249,32.82237933260042,345,Toomsboro,1191.57995605,1.86185002, , ,223,131,58.7,92,41.3,7.6,4.2,171,76.7,7,3.1,55,24.7,161,72.2,{0CF73150-5112-433B-BFCD-1BAD723C4FA4},
-83.201097502306666,32.846576362776233,346,McIntyre,3434.93994141,5.36709976, , ,322,261,81.1,61,18.9,0,6.3,199,61.8,67,20.8,80,24.8,175,54.3,{EDD4591B-5380-4869-A6C8-927371D54709},
-83.29832880267675,32.909055615939344,347,Ivey,1901,2.97030997, , ,475,369,77.7,106,22.3,0.7,15.8,183,38.5,26,5.5,253,53.3,196,41.3,{F3E03455-4E3D-4AE5-9110-BB3F3D5F53EC},
-82.671172695618893,32.180539754394239,348,Glenwood,2023.43005371,3.16160989, , ,363,322,88.7,41,11.3,0,9.2,165,45.5,5,1.4,119,32.8,239,65.8,{ED8FD1BE-8261-436F-93C9-A78C5513A336},
-82.779754605181509,32.146945809507578,349,Alamo,1288.93005371,2.01395011, , ,344,301,87.5,43,12.5,0,4.7,239,69.5,12,3.5,64,18.6,268,77.9,{98DEBC96-BDCA-4A08-B7BA-16C82339560C},
-83.173699831837396,32.810763827433924,350,Irwinton,2012.80004883,3.14499998, , ,280,220,78.6,60,21.4,0,0,207,73.9,20,7.1,93,33.2,167,59.6,{7EC0FF02-EF1A-4673-A606-5C7A1E412EC3},
-83.334927669055801,32.886644683867651,351,Gordon,3481.72998047,5.44019985, , ,932,764,82,168,18,0,5.8,621,66.6,78,8.4,292,31.3,562,60.3,{13342E7A-F585-4334-A00F-A016F241F051},
-81.431432667204916,31.356781302994996,352,Darien,15406.29980469,24.07229996, , ,1483,1166,78.6,317,21.4,2.4,2.7,872,58.8,247,16.7,472,31.8,764,51.5,{0ABEF4D6-4446-46AC-9D1B-C282096041E4},
-84.03844519754395,33.322810770202729,353,Jenkinsburg,796.08099365,1.24388003, , ,146,121,82.9,25,17.1,5.4,0,142,97.3,78,53.4,14,9.6,54,37,{EDBA1D27-54AC-4629-8371-BE3FBDFD7EA0},
-83.967980274254785,33.291267072817348,354,Jackson,4005.16992188,6.25808001, , ,1940,1649,85,291,15,0,12.6,1382,71.2,330,17,494,25.5,1116,57.5,{C32EA3C3-14B3-47CD-B2C3-0DA813CF2213},
