OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_2__Annual_Transit_Trips,GlobalID,last_edited_date,Pop_Chng_per_SqMi_2000_2010,Tp2_HousTranspCosts_Pct_Income,Tp2_HousCosts_Pct_Income,Tp2_TranspCosts_Pct_Income,Tp2_AnnualVehMilesTrav
303,13015960600,9606,ARC 20,41764,17.39,{12307F87-C170-428F-AA7A-E3CD5087BD5A},2015-06-02T12:14:53.000Z,140.7,141.57,80.31,61.26,18280
304,13015960200,9602,ARC 20,44905,8.17,{EDC5C65D-DA55-4B6F-B8C9-046FA19450BF},2015-06-02T12:14:53.000Z,44.7,133.59,65.49,68.11,20277
305,13015960401,9604.01,ARC 20,45718,19.61,{8FA5BD08-F6C8-4162-B5C4-3EA07908B3C4},2015-06-02T12:14:53.000Z,425.7,134.7,74.7,59.99,18068
306,13015960803,9608.03,ARC 20,48558,4.33,{C6613D56-4BFF-402B-9CF6-94DD9DF4ACBF},2015-06-02T12:14:53.000Z,22.8,138.65,71.86,66.79,19632
307,13015960700,9607,ARC 20,37589,15.7,{9FA10380-76D4-48AF-8DD2-8A36819683F5},2015-06-02T12:14:53.000Z,53.3,131.7,73.34,58.35,17227
308,13135050319,503.19,ARC 10,38545,113.4,{12A29231-61BE-4459-B58A-8F3F2A9292B9},2015-06-02T12:14:53.000Z,-660,125.44,78.4,47.05,14060
309,13135050219,502.19,ARC 10,67209,85.34,{5E942D01-BB4D-4BDE-B7FA-B05E71D4DB36},2015-06-02T12:14:53.000Z,-331.8,163.97,108.5,55.47,16552
310,13135050211,502.11,ARC 10,30067,155.51,{2CC2F35B-3B40-4C4D-A710-B8109736720E},2015-06-02T12:14:53.000Z,-947.7,117.03,76.61,40.42,12090
311,13135050215,502.15,ARC 10,50850,8.34,{19B7B74E-40F7-411B-AC41-0AD97083AB98},2015-06-02T12:14:53.000Z,444.6,146.39,100.46,45.93,13057
312,13135050216,502.16,ARC 10,103000,26.33,{8CCCD8EB-4A4C-4F19-839F-909EF948483F},2015-06-02T12:14:53.000Z,637.8,205.11,143.69,61.42,17259
313,13135050527,505.27,ARC 10,73125,52,{134B6BB5-9E68-41DA-95F2-C39B4C82B279},2015-06-02T12:14:53.000Z,76.5,180.99,114.48,66.51,19189
314,13135050549,505.49,ARC 10,64672,52.68,{61AA59D2-4DE9-4B49-8CFC-9C285F27BA1B},2015-06-02T12:14:53.000Z,235.3,174.98,111.5,63.48,18217
315,13135050540,505.40,ARC 10,52607,120.69,{45349C98-05C4-4AFA-B120-4F1A8E92503E},2015-06-02T12:14:53.000Z,544.1,151.65,100.53,51.13,15188
316,13135050722,507.22,ARC 10,59609,14.24,{B4F801B3-9FE4-49E7-B669-EDC0721B75B9},2015-06-02T12:14:53.000Z,422.9,179.69,112.36,67.34,19223
317,13135050729,507.29,ARC 10,49063,55.18,{49F32DA3-EA8C-4839-A917-83AFC3D4039A},2015-06-02T12:14:53.000Z,222,153.09,94.85,58.24,17111
318,13135050725,507.25,ARC 10,62092,36.54,{D5E101D7-6F19-49BD-B2D3-E88C2DF72491},2015-06-02T12:14:53.000Z,280,150.47,85.48,64.99,19047
319,13135050730,507.30,ARC 10,68792,22.61,{C8F83102-5733-4016-98E2-90BE42D2E67E},2015-06-02T12:14:53.000Z,613.3,160.89,92.52,68.37,20016
320,13135050728,507.28,ARC 10,72409,16.7,{ED4C38C0-1CEA-494B-A69B-4248C896074C},2015-06-02T12:14:53.000Z,629.2,164.48,94.07,70.41,20227
321,13135050731,507.31,ARC 10,69423,19.58,{2C786273-6311-4BF3-A015-3AAB756AF85F},2015-06-02T12:14:53.000Z,753.9,169.49,100.16,69.33,20800
322,13135050609,506.09,ARC 10,77059,8.86,{EE3978BD-8A96-400B-A2D0-B28C79DA21FC},2015-06-02T12:14:53.000Z,591.4,177.29,105.32,71.97,20885
323,13135050610,506.10,ARC 10,92233,18.56,{66FA7D30-61D9-4B74-BDA0-6A443FD63159},2015-06-02T12:14:53.000Z,593.4,187.55,115.72,71.83,20446
324,13135050541,505.41,ARC 10,31194,207.14,{055DC2C7-8C3D-4D72-88E4-6DB97EF1CD03},2015-06-02T12:14:53.000Z,442,106.42,70.21,36.21,10952
325,13135050524,505.24,ARC 10,43182,91.09,{0B3F3FCA-E274-4CD8-8A88-EFE6E740368C},2015-06-02T12:14:53.000Z,348.5,143.28,90,53.28,15897
326,13135050547,505.47,ARC 10,81607,18.85,{9A4B5416-7F41-46E1-A688-40FAD45BD7BB},2015-06-02T12:14:53.000Z,323.3,168.77,101.46,67.31,19588
327,13135050523,505.23,ARC 10,50336,113.06,{3E81F496-3ECF-46EC-82EE-EC38D4B56FC3},2015-06-02T12:14:53.000Z,691,135.92,85.42,50.5,14841
328,13135050724,507.24,ARC 10,58232,19.94,{2EB7BDCA-803A-4174-8B41-A00F9AE9D8C6},2015-06-02T12:14:53.000Z,962.5,170.92,104.83,66.09,18957
329,13135050543,505.43,ARC 10,75458,41.59,{51F43A02-3A8C-4CEC-B6E5-5719F07AE712},2015-06-02T12:14:53.000Z,1206.5,168.5,103.95,64.55,18897
330,13135050545,505.45,ARC 10,52641,45.84,{C8805EC1-A0E3-4CFA-9E81-6A82404CF96F},2015-06-02T12:14:53.000Z,1447.5,165.35,102.14,63.21,18695
331,13135050727,507.27,ARC 10,88889,27.55,{63C190D2-65E1-488A-BA94-CD1B87E7D2A9},2015-06-02T12:14:53.000Z,613.8,194.53,124.97,69.56,20131
332,13135050548,505.48,ARC 10,81417,30.11,{8F1D52DB-3052-4D8A-8A7A-3642E3ABE673},2015-06-02T12:14:53.000Z,626.2,197.07,127.86,69.21,20163
333,13135050546,505.46,ARC 10,67764,44.05,{1067E61E-0B86-4887-B422-8918FDD195B1},2015-06-02T12:14:53.000Z,1339.1,174.68,107.25,67.44,19512
334,13135050726,507.26,ARC 10,69406,0.16,{E027BE67-B052-43EA-B001-AA57F867CD9E},2015-06-02T12:14:53.000Z,379.3,183.62,112.6,71.01,20874
335,13135050608,506.08,ARC 10,66935,0,{BDDD83B8-9E8D-4A76-A06C-A6BD0E31A5D4},2015-06-02T12:14:53.000Z,228.3,179.27,107.8,71.47,20446
336,13135050607,506.07,ARC 10,77500,5.35,{3444F91B-B499-4F81-A80B-1126188F3EDD},2015-06-02T12:14:53.000Z,930.9,188.36,118.38,69.97,20144
337,13135050542,505.42,ARC 10,45020,79.54,{AB284647-EE3A-4BED-8985-9B75B7C0C92F},2015-06-02T12:14:53.000Z,1649.3,130.4,88.08,42.32,12772
338,13135050536,505.36,ARC 10,55875,43.03,{A060BD28-2818-4D28-B55D-F76F2B064244},2015-06-02T12:14:53.000Z,239.7,161.96,104.46,57.5,16878
339,13135050537,505.37,ARC 10,34273,104.87,{6C948ADC-4E4D-47C2-9DAD-88E53D48EDC2},2015-06-02T12:14:53.000Z,660,124.23,80.62,43.62,13091
340,13135050539,505.39,ARC 10,42944,96.75,{5A84259C-E9B1-4AFF-B08F-847F38FE59B8},2015-06-02T12:14:53.000Z,1246.7,140.86,88.24,52.62,15151
341,13135050544,505.44,ARC 10,67736,53.63,{1F1F4776-40AC-4EDC-9437-7EB4C95547F1},2015-06-02T12:14:53.000Z,1249.2,180.76,117.96,62.8,17884
342,13135050535,505.35,ARC 10,50947,39.13,{7A73311E-A543-4E3F-9D35-771F93C0CE5D},2015-06-02T12:14:53.000Z,551.2,165,104.71,60.29,17348
343,13135050532,505.32,ARC 10,51467,61.16,{09FDC84D-DF32-46D0-8797-9490988AEB82},2015-06-02T12:14:53.000Z,1328.2,163.42,103.28,60.13,17683
344,13135050534,505.34,ARC 10,53898,80.14,{512DC4FC-A92D-4A74-8A02-2A92DD27922B},2015-06-02T12:14:53.000Z,1034.4,151.36,93.8,57.56,16373
345,13135050723,507.23,ARC 10,66667,15.14,{7E80E01A-5680-4A96-82FF-9AF34266E264},2015-06-02T12:14:53.000Z,284.7,179.08,111.96,67.12,19222
346,13135050435,504.35,ARC 10,50625,44.91,{11D65374-D6DF-47E3-A0D5-A6502BBFBC99},2015-06-02T12:14:53.000Z,68.8,135.82,81.47,54.35,15701
347,13135050531,505.31,ARC 10,51603,28.9,{3B9DC216-AE37-422B-83D9-3447D0B89F25},2015-06-02T12:14:53.000Z,560.7,158.89,97.59,61.29,17100
348,13135050533,505.33,ARC 10,60631,35.76,{D4C5181F-0697-4AD0-9A7D-8BC117A3C30B},2015-06-02T12:14:53.000Z,776.8,181.91,120.23,61.68,17577
349,13135050436,504.36,ARC 10,42972,122.92,{A7C5E7DC-866F-4BA9-9679-28AB84B4C183},2015-06-02T12:14:53.000Z,684.1,135.89,85.08,50.81,14730
350,13135050433,504.33,ARC 10,34298,117.92,{6BC350FC-28DC-409E-9443-34EC22BF33BA},2015-06-02T12:14:53.000Z,450,140.74,91.03,49.71,14596
351,13135050432,504.32,ARC 10,56946,40.96,{4762F59A-9524-44BE-BBE5-AE3362AD2BC1},2015-06-02T12:14:53.000Z,243.2,157.73,97.24,60.49,17120
352,13135050434,504.34,ARC 10,35357,192.5,{EE51DBA8-8CC2-484E-B086-0666AA74DF21},2015-06-02T12:14:53.000Z,720,123.69,79,44.69,13619
353,13135050321,503.21,ARC 10,114444,91.04,{67A65C32-10D1-4376-BF0B-0AE70427EEC8},2015-06-02T12:14:53.000Z,-12,240.35,177.89,62.46,17694
354,13217100903,1009.03,ARC 20,60469,0.88,{0A2EEC01-3B5E-4836-A3BE-42CA4A7EF50D},2015-06-02T12:14:53.000Z,344,153.79,84.39,69.39,20383
355,13217100902,1009.02,ARC 20,48775,14.8,{F747B68E-38E1-45CD-8911-529DA91D3826},2015-06-02T12:14:53.000Z,287.8,153.51,82.12,71.39,21894
356,13217100901,1009.01,ARC 20,51640,1.41,{EEE20B1E-57EB-4940-B914-60762E38C7CE},2015-06-02T12:14:53.000Z,205.7,154.08,80.45,73.63,21921
357,13217100201,1002.01,ARC 20,60647,0,{4449A8B4-DA7A-4B1C-83EC-C49D2EB3A2FD},2015-06-02T12:14:53.000Z,31.4,162.75,90.24,72.5,20864
358,13217100501,1005.01,ARC 20,55838,22.14,{EA1C9D64-6E3E-40D4-8728-90F36BB5495B},2015-06-02T12:14:53.000Z,1071.6,161.67,95.04,66.64,19931
359,13217100800,1008,ARC 20,47014,0,{6CB6F47C-76D4-4B2F-AB1C-D3D7E7FCA046},2015-06-02T12:14:53.000Z,98.4,151.58,78.66,72.92,21496
360,13217100202,1002.02,ARC 20,62986,0,{95662D94-8DCE-4BC7-8610-99FAE1D8F02B},2015-06-02T12:14:53.000Z,32.7,161.29,87.91,73.38,21029
361,13217100700,1007,ARC 20,30509,21.34,{F91002F6-6EFA-43AC-9B1E-23552B54F4BB},2015-06-02T12:14:53.000Z,146.8,128.61,67.52,61.09,18528
362,13217100600,1006,ARC 20,38938,1.37,{3EFDB59C-5614-4586-9CD8-01CD157AEE50},2015-06-02T12:14:53.000Z,190.1,145.44,78.39,67.05,20129
363,13217100502,1005.02,ARC 20,38957,11.99,{A4E4006C-19FF-4B0D-97BD-C54B4B87BB80},2015-06-02T12:14:53.000Z,434.9,143.97,78.67,65.3,19965
364,13217100400,1004,ARC 20,30438,1.95,{6A7321CA-B420-41B3-BE79-8B36BA6D3F3D},2015-06-02T12:14:53.000Z,34.8,127.89,66.18,61.71,18614
365,13217100300,1003,ARC 20,50670,5.2,{41FE937F-6D66-4AAE-A3F6-0BD5121D70BD},2015-06-02T12:14:53.000Z,190,143.96,80.89,63.07,18437
366,13217100100,1001,ARC 20,67500,0.61,{A1D14B83-16EA-4536-B403-AB2872B90BF1},2015-06-02T12:14:53.000Z,77,165.74,93.93,71.82,21201
367,13135050322,503.22,ARC 10,126414,72.03,{03AF3C31-BB68-4CCC-BE20-88CF1BB034AE},2015-06-02T12:14:53.000Z,-170.5,201.64,138.28,63.36,17537
368,13135050318,503.18,ARC 10,51786,260.43,{E074C731-8386-43FF-AA12-C50909B16CCC},2015-06-02T12:14:53.000Z,-76.7,117.44,78.05,39.4,12059
369,13135050320,503.20,ARC 10,32642,91.42,{E619A906-25E9-45F2-9FDD-62981E519911},2015-06-02T12:14:53.000Z,165.7,132.06,82.91,49.15,14278
370,13135050317,503.17,ARC 10,35457,251.94,{9C1688D7-E93C-4B99-8115-C1DE7E719692},2015-06-02T12:14:53.000Z,-1340,98.24,61.52,36.72,11543
371,13135050220,502.20,ARC 10,46215,151.07,{CE82E0C7-98CC-45C5-AEDC-0623B0D5075A},2015-06-02T12:14:53.000Z,573.3,141.61,95.9,45.71,13626
372,13135050214,502.14,ARC 10,80833,35.54,{B56FE42E-2B46-4FB7-B0FC-8D9FAFDDFCA6},2015-06-02T12:14:53.000Z,212.9,194.38,131.9,62.48,17606
373,13135050218,502.18,ARC 10,66365,24.27,{6BD6B98D-15D1-4E66-AF1F-8976E46F2F72},2015-06-02T12:14:53.000Z,81.5,165.7,108.24,57.46,16424
374,13135050209,502.09,ARC 10,46154,63.67,{9255603C-1D67-4F52-A7F3-77021C9624CC},2015-06-02T12:14:53.000Z,699.6,148.61,97.55,51.06,14467
375,13135050217,502.17,ARC 10,71127,49.76,{8877E434-EBEC-4F9A-9429-DEAFC12ADF90},2015-06-02T12:14:53.000Z,1133.6,161.61,106.93,54.68,15359
376,13135050529,505.29,ARC 10,59830,42.54,{1436A781-E79E-4BC3-91AC-1E96A407C8ED},2015-06-02T12:14:53.000Z,86.7,148.46,90.69,57.77,16736
377,13135050530,505.30,ARC 10,73365,93.04,{6C37F4FC-AA1D-4291-B15D-B856F4014C5E},2015-06-02T12:14:53.000Z,892.1,185.36,124.98,60.38,17404
378,13135050538,505.38,ARC 10,75438,71.47,{92CDA51F-439D-4B73-92A2-872360B38EEC},2015-06-02T12:14:53.000Z,163.5,176.81,114.55,62.26,18166
379,13135050525,505.25,ARC 10,78403,47.43,{F084FD66-4E61-4A70-9655-DE03FCCF0556},2015-06-02T12:14:53.000Z,250.3,167.59,103.97,63.62,18854
380,13135050528,505.28,ARC 10,85021,22.37,{962A7100-D084-40D1-BFBA-F3C0613DEADF},2015-06-02T12:14:53.000Z,210.5,196.37,129.73,66.64,18967
381,13135050605,506.05,ARC 10,70121,8.95,{8EAFE391-2F34-43D0-BFD8-604C7521F445},2015-06-02T12:14:53.000Z,866.1,181.15,114.49,66.65,19228
382,13135050606,506.06,ARC 10,66052,7.03,{6B7DA0E6-C295-4793-8D25-497047F71BC6},2015-06-02T12:14:53.000Z,862.5,176.77,108.6,68.17,19609
383,13135050210,502.10,ARC 10,67048,53.19,{5883FCAB-01D8-4FC6-81BF-8C2F284E7927},2015-06-02T12:14:53.000Z,614.5,168.89,115.81,53.07,15469
384,13135050213,502.13,ARC 10,89190,21.91,{B7EEBD65-34A1-48A1-9746-3CDF007E7BCC},2015-06-02T12:14:53.000Z,928.2,198.5,131.86,66.64,18810
385,13135050208,502.08,ARC 10,70863,69.27,{E6A56EB9-05CB-4796-8957-69E5667391D9},2015-06-02T12:14:53.000Z,980,170.28,111.43,58.86,17663
386,13135050212,502.12,ARC 10,115664,40.09,{4999B822-3E8B-48DA-A936-25E6E8681A50},2015-06-02T12:14:53.000Z,706.2,237.77,170.52,67.25,18850
387,13135050109,501.09,ARC 10,79868,9.68,{1725A805-D044-49A0-8DEA-C0AC41B489CF},2015-06-02T12:14:53.000Z,894.4,168.55,104.79,63.76,18508
388,13135050107,501.07,ARC 10,79056,0.17,{7C49A083-2474-4C2D-B2D1-93493527A04F},2015-06-02T12:14:53.000Z,621,182.01,113.56,68.45,19909
389,13135050108,501.08,ARC 10,96440,45.67,{A356A543-DD3F-4869-B0DE-B793417D25EF},2015-06-02T12:14:53.000Z,921.6,201.27,132.28,68.99,19745
390,13135050105,501.05,ARC 10,34692,0,{C1F87363-4C1C-40AF-BB4A-25F625A17D8E},2015-06-02T12:14:53.000Z,-70.9,135.91,74.79,61.13,17708
391,13135050103,501.03,ARC 10,54830,5.77,{1C24305B-28B2-4F63-94C1-E37A3C71B5E3},2015-06-02T12:14:53.000Z,346.9,161.63,95.6,66.03,19462
392,13135050422,504.22,ARC 10,35393,157.64,{25F8332E-470F-4557-AC52-01227DB9896C},2015-06-02T12:14:53.000Z,477,129.47,82.4,47.07,14069
393,13135050304,503.04,ARC 10,34443,110.74,{54291A0E-BA17-4529-A5E7-602DD1D25B8E},2015-06-02T12:14:53.000Z,524.3,116.91,72.4,44.51,12999
394,13135050419,504.19,ARC 10,45549,107.78,{5733AEC7-FA99-423E-8DB8-AD5DB76981E2},2015-06-02T12:14:53.000Z,367.6,142.96,91.09,51.87,14901
395,13135050306,503.06,ARC 10,35962,27.86,{E3F11A3A-EF1B-440E-8321-E42A03761142},2015-06-02T12:14:53.000Z,-79.5,139.24,85.41,53.82,14965
396,13135050106,501.06,ARC 10,61426,5.6,{6D646008-A136-400A-A6F1-92AB43DAF192},2015-06-02T12:14:53.000Z,302.5,162.78,103.93,58.85,16933
397,13135050205,502.05,ARC 10,51395,67.39,{C51E3177-6110-441D-929C-493B488C71A8},2015-06-02T12:14:53.000Z,-203,157.39,103.45,53.94,15708
398,13135050417,504.17,ARC 10,28606,195.97,{811256FE-3B55-46CC-BAB3-C51ACDA4F817},2015-06-02T12:14:53.000Z,41,115.14,70.65,44.49,13432
399,13135050314,503.14,ARC 10,50781,116.8,{A6289CA2-80D3-49A7-9465-3A1D76754716},2015-06-02T12:14:53.000Z,1386.2,130.71,80.18,50.53,14834
400,13135050308,503.08,ARC 10,131167,56.61,{FC15B68C-886C-4FBF-8529-C903314F2BC6},2015-06-02T12:14:53.000Z,70.9,241.38,178.09,63.29,17365
401,13135050309,503.09,ARC 10,83100,62.03,{65F9C577-141D-4F5A-8FC7-ABA4D8546815},2015-06-02T12:14:53.000Z,133.1,179.15,123.05,56.1,16147
402,13135050313,503.13,ARC 10,60560,37.4,{C4CFC6B9-4234-44AF-B632-F8F2FF6B2DD2},2015-06-02T12:14:53.000Z,195,162.09,103.97,58.11,16942
403,13135050311,503.11,ARC 10,100588,37.71,{5A633066-E1CF-4F25-9FD1-C2079AFD8AE6},2015-06-02T12:14:53.000Z,293.2,172.8,116.26,56.54,15733
404,13135050310,503.10,ARC 10,68816,116.49,{735588B6-4F8A-4E73-8221-8DAA1FF029A8},2015-06-02T12:14:53.000Z,79.7,136.1,86.09,50.01,14975
405,13135050424,504.24,ARC 10,42616,90.68,{2E184BF0-1BB4-4A43-98CB-F5263EE72911},2015-06-02T12:14:53.000Z,302.1,131.48,82.54,48.94,14511
406,13135050421,504.21,ARC 10,38698,107.22,{0FAD73B6-1CA7-47E6-BFCA-8A19B1444378},2015-06-02T12:14:53.000Z,394.8,121.81,75.02,46.79,13846
407,13135050315,503.15,ARC 10,40585,206.45,{6A7999EB-6A39-4F3D-A64E-EC10A6860D49},2015-06-02T12:14:53.000Z,-878.2,135.7,90.61,45.09,13449
408,13135050418,504.18,ARC 10,32584,226.97,{E1C345C5-48E0-4D63-95FF-EDDFD3368FAD},2015-06-02T12:14:53.000Z,-736.3,115.7,73.83,41.86,12519
409,13135050521,505.21,ARC 10,41695,59.29,{04A7F43C-7B96-4C54-BD9D-82D32F1ABA67},2015-06-02T12:14:53.000Z,-161.8,137.24,81.1,56.14,16507
410,13135050522,505.22,ARC 10,37256,67.02,{1CFE9108-FDBD-49B5-8F66-06AC95F6E00A},2015-06-02T12:14:53.000Z,254.4,131.7,75.34,56.36,16603
411,13135050520,505.20,ARC 10,32625,93.57,{EC354973-D2D1-497E-834A-D60CB538C6F5},2015-06-02T12:14:53.000Z,66.8,129.39,81.72,47.67,14053
412,13135050511,505.11,ARC 10,48831,58.26,{2BBE7ACE-9FF7-47FA-AB20-FE4E31DB6549},2015-06-02T12:14:53.000Z,816.2,165.6,110.18,55.42,15890
413,13135050714,507.14,ARC 10,78688,7.65,{D6034EC4-AD22-4ECD-8937-69079A78305A},2015-06-02T12:14:53.000Z,216.6,180.51,114.36,66.15,18795
414,13135050429,504.29,ARC 10,80139,23.19,{0758478F-AE3E-4ECB-8CF6-59006F784D10},2015-06-02T12:14:53.000Z,33.4,183.01,116.45,66.56,18941
415,13135050713,507.13,ARC 10,103485,41.86,{810D44E8-74FC-4589-A38E-811019C25711},2015-06-02T12:14:53.000Z,470,198.94,132.77,66.17,19064
416,13135050423,504.23,ARC 10,34235,60.42,{F5E7893E-3AFF-447C-AFAB-9A84459759F8},2015-06-02T12:14:53.000Z,765.2,136.52,85,51.52,15227
417,13135050410,504.10,ARC 10,39509,42.22,{1C52408A-00B3-4910-853B-1E55134AC89C},2015-06-02T12:14:53.000Z,130,139.36,82.75,56.6,16382
418,13135050720,507.20,ARC 10,76167,25.07,{92746268-392D-4A16-884F-A046003D6272},2015-06-02T12:14:53.000Z,159.5,183.31,116.65,66.66,19208
419,13135050712,507.12,ARC 10,83359,36.69,{EB33FC11-C5C5-4220-9981-966578788D50},2015-06-02T12:14:53.000Z,103.8,171.3,105.93,65.37,18692
420,13135050719,507.19,ARC 10,50745,47.18,{C3D63466-316A-4426-B3EC-9B1A1A09AF5F},2015-06-02T12:14:53.000Z,84.3,153.93,94.89,59.04,17285
421,13135050721,507.21,ARC 10,50273,35.37,{37979355-53F2-4E69-801E-5158F6914863},2015-06-02T12:14:53.000Z,354.7,173.46,106.46,66.99,19617
422,13135050709,507.09,ARC 10,56328,16.64,{4212FDAC-93D2-4DC6-B5A5-086A696EA613},2015-06-02T12:14:53.000Z,614.2,166.17,99.13,67.05,19532
423,13135050715,507.15,ARC 10,74167,15.43,{B5DD9CE5-DE93-4111-A0B1-8BE3DC8B8022},2015-06-02T12:14:53.000Z,34.1,170.44,105.31,65.13,18861
424,13135050415,504.15,ARC 10,73188,11.22,{1905A028-7E3F-49B6-A0AB-5F8BA406C2A2},2015-06-02T12:14:53.000Z,-165.8,161.14,95.27,65.87,18912
425,13135050718,507.18,ARC 10,81940,12.3,{F0A8A34E-B0E2-4D2D-8CA3-89C8995EC29D},2015-06-02T12:14:53.000Z,31.3,172.58,106.59,65.99,18649
426,13135050427,504.27,ARC 10,64536,17.32,{EC1E3674-D5C2-461D-AF46-42F96BB663A1},2015-06-02T12:14:53.000Z,204.8,177.72,113.37,64.35,18095
427,13135050428,504.28,ARC 10,100938,40.18,{A9203A30-AFF2-4E90-8053-23AC20619977},2015-06-02T12:14:53.000Z,14.8,187.01,121.75,65.26,18685
428,13135050416,504.16,ARC 10,60605,15.96,{B2C8590F-D03B-413A-A70F-FED74233AF3B},2015-06-02T12:14:53.000Z,72.7,166.26,102.71,63.55,18346
429,13135050425,504.25,ARC 10,79191,24.89,{41AAD5C2-2B37-4F6C-A34A-48D8FE2D3BBB},2015-06-02T12:14:53.000Z,-55.4,178.89,114.61,64.27,18287
430,13135050526,505.26,ARC 10,34527,116.19,{0573D6C6-A4A3-4FF3-8571-D44A5FCCF23B},2015-06-02T12:14:53.000Z,114.5,121.56,74.02,47.54,14136
431,13135050431,504.31,ARC 10,43004,162.18,{C816FEF5-D1CB-4C4B-8294-E7BC490B95C4},2015-06-02T12:14:53.000Z,1583.8,137.59,89.54,48.05,14372
432,13135050426,504.26,ARC 10,71930,32.81,{0E7382D6-B208-4838-8E91-96E5B540ECFB},2015-06-02T12:14:53.000Z,-129.4,162.4,98.73,63.67,18267
433,13135050430,504.30,ARC 10,59276,28.84,{F200FBE6-D96A-4333-A5CE-E9CD1C72D34E},2015-06-02T12:14:53.000Z,-18.8,164.43,104.6,59.83,16901
434,13121009501,95.01,ARC 10,139750,120.84,{D2D83980-A365-40B6-882E-4B4A61CE1BB4},2015-06-02T12:14:53.000Z,-44.1,254.98,203.52,51.46,13987
435,13121011305,113.05,ARC 10,26944,158.6,{811D6B71-E627-4A3B-A12D-1E71CD677526},2015-06-02T12:14:54.000Z,-1323.6,124.01,77.48,46.53,13724
436,13121011306,113.06,ARC 10,30701,89.14,{27F9F85A-0C7A-4D67-BFB4-63CD009FB59B},2015-06-02T12:14:54.000Z,-462.9,119.2,68.55,50.66,14923
437,13121007706,77.06,ARC 10,44877,68.98,{8096C0BE-FE0C-49A8-A08E-79617AECEFDF},2015-06-02T12:14:54.000Z,715.8,129.79,79.18,50.6,14799
438,13121007703,77.03,ARC 10,36971,64.68,{C79BE4B4-C2BD-4A4B-AB63-FAC25E5C1BBB},2015-06-02T12:14:54.000Z,-61.2,140.09,81.76,58.33,16808
439,13121003700,37,ARC 10,,,{685C90C4-C2E4-48C3-BB5F-7B6AA298A6B8},2015-06-02T12:14:54.000Z,,,,,
440,13121011202,112.02,ARC 10,34957,127.69,{DED605AE-2992-42E8-A3E4-A82961062DFB},2015-06-02T12:14:54.000Z,-1226.7,116.51,68.05,48.46,13744
441,13121011100,111,ARC 10,45515,62.54,{B2967045-F0F2-4FD2-908F-A6406CAFE571},2015-06-02T12:14:54.000Z,-446.9,125.67,72.97,52.7,14815
442,13121011201,112.01,ARC 10,36957,94.99,{0AC33A9D-B56D-4EC0-8441-08BE22FB8415},2015-06-02T12:14:54.000Z,-1516,121.26,72.37,48.89,14166
443,13121011303,113.03,ARC 10,45283,127.82,{EF502EDE-9023-43A4-AFB0-21833B83E195},2015-06-02T12:14:54.000Z,299.6,132.84,80.61,52.23,14673
444,13121008102,81.02,ARC 10,23577,170.91,{498A4581-D2DF-4285-A1F0-C0FC76FCCE9D},2015-06-02T12:14:54.000Z,-233.6,116.61,68.83,47.78,13908
445,13121007002,70.02,ARC 10,19943,55.33,{52FF2135-DCB6-4AED-B049-A7168C84EBD8},2015-06-02T12:14:54.000Z,-946.5,126.36,74.8,51.56,15270
446,13121011301,113.01,ARC 10,41402,39.1,{BD8CA727-B326-460F-9253-2D70057ED0B1},2015-06-02T12:14:54.000Z,-315.5,145.86,86.84,59.02,16354
447,13139001202,12.02,ARC 20,41083,7.2,{BCA2A9B6-C265-48F0-852E-2F6EB2B8FC6C},2015-06-02T12:14:54.000Z,97.4,146.74,81.11,65.64,18720
448,13139000101,1.01,ARC 20,44750,0,{15CAF5B8-AEE9-4EB4-B97C-FAE9CB91ABE6},2015-06-02T12:14:54.000Z,45.1,143.55,74.59,68.95,19779
449,13139000701,7.01,ARC 20,37700,27.09,{8200B8FD-3A49-4E80-89F6-13D0531F6409},2015-06-02T12:14:54.000Z,139.6,134.32,73.86,60.47,17327
450,13139000702,7.02,ARC 20,45568,2.95,{EB7AD622-59D6-4842-A929-4BC4A3693F79},2015-06-02T12:14:54.000Z,168.2,139.23,70.46,68.77,20073
451,13139000102,1.02,ARC 20,45671,4.71,{364AF6B4-C0A3-405D-9F8D-955452B6EE0E},2015-06-02T12:14:54.000Z,8.1,135.44,66.85,68.59,19874
452,13139000201,2.01,ARC 20,47050,0,{DBAF965B-B824-4CFD-8E03-24B020123E9D},2015-06-02T12:14:54.000Z,14.7,144.05,74.4,69.65,20014
453,13139000302,3.02,ARC 20,65349,0.58,{D939FEC0-902B-4893-A102-C9C0860AE2A3},2015-06-02T12:14:54.000Z,54,161.39,90.31,71.08,20484
454,13139000900,9,ARC 20,35915,75.82,{DD04A565-B0F5-492C-B435-5C7CE96210FC},2015-06-02T12:14:54.000Z,86.1,141.48,88.76,52.71,15035
455,13139000500,5,ARC 20,58611,23.75,{70C46A99-25DB-43F9-B913-8A548F6C77AE},2015-06-02T12:14:54.000Z,3,171.94,109.05,62.89,18162
456,13139001402,14.02,ARC 20,63750,9.85,{2C6D3FAA-DC10-43E7-B701-F7F9CEF72CDF},2015-06-02T12:14:54.000Z,95.1,166.25,99.1,67.15,19676
457,13139001002,10.02,ARC 20,46193,2.78,{72337A89-267A-48B9-84CA-635280198AE1},2015-06-02T12:14:54.000Z,63.8,149.33,87.14,62.19,18195
