OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
490,13121010205,102.05,ARC 10,SDE,69.5,90903,1331,{286E2461-3534-40B1-8121-B2666CA2F61F},165,0,0,0,25,-26,34,-39,0,-8,-32,28,35,0,79,118,932,-1,82,96,8,0,0,0,0.2,-1.1,-0.3,-4.4,0,-0.4,-3.3,-0.9,-3.4,0,-0.3,0.6,15.4,-0.1,-1.7,-0.2,-0.2
491,13121010210,102.10,ARC 10,SDE,64.9,59950,203,{A3FD597C-4525-4EC1-821D-2D85D3BC2F3E},199.4,0,0,0,2,-12,4,0,0,0,1,-7,4,0,10,40,150,0,7,4,0,0,0,0,0,-4.6,0.1,-1,-0.6,-0.1,0.1,-7.6,-1.5,0,-0.5,0.8,16.6,-0.1,-1.4,-0.3,0
492,13121010209,102.09,ARC 10,SDE,50.1,51508,1023,{8963F680-B3FE-47FC-9E1C-B7473502216A},-24,0,0,0,38,0,6,74,14,-2,110,142,96,1,167,0,188,7,5,16,161,0,0,0,0.6,0,-0.3,-0.4,-0.3,-0.2,-5.5,0.1,0.6,0,1.3,0,3.8,0.1,-0.1,0.1,0.2
493,13121008902,89.02,ARC 10,SDE,72.8,53902,2448,{F748AA9F-920D-417B-8B11-9952A541CE2B},317.5,0,0,0,574,-125,434,31,84,-41,52,250,284,-6,414,9,117,1,96,91,183,0,0,0,3,-3.3,0.2,-1.5,-0.5,-0.7,0,0.3,1,-0.3,1.6,0,0.8,-0.1,-1.1,0.3,0.3
494,13121008500,85,ARC 10,SDE,8.2,27880,1137,{DB6B4861-FC1F-404F-A4BC-79633AC6A97D},-682.7,0,0,0,315,0,0,31,0,0,51,13,178,0,130,127,141,0,71,57,23,0,0,0,5.6,0,0,-0.8,0,-0.2,-1.6,0,3.1,0,-1.2,-5.6,3.6,0,-2,0.1,-1
495,13121008601,86.01,ARC 10,SDE,8.4,20236,116,{7D1F4B7D-7EF9-4FD1-9349-1867D9B6BA93},-525.9,0,0,0,14,0,13,-2,0,0,-1,-4,0,0,5,13,109,0,3,2,-36,0,0,0,1.7,0,1.1,-1.7,0,0,-0.4,-1.3,0,0,-0.4,1,11.1,0,0,-0.8,-10.5
496,13121005800,58,ARC 10,SDE,15.2,20345,356,{2716572D-28CD-4564-A9F9-18AAFD8AF189},-1636,0,0,0,0,-1,43,4,13,0,56,4,9,1,71,4,16,6,17,13,100,0,0,0,0,-14.9,-2.2,-0.1,0.2,0,1.3,0.4,0.5,-0.4,3.3,0.2,1.3,0.3,0.3,0.8,9.1
497,13121007900,79,ARC 10,SDE,46.9,57784,339,{6CE8FC65-F72C-493D-AECD-4BB7671EA97A},107,0,0,0,16,0,0,5,0,-2,4,-2,16,0,36,88,115,2,12,28,21,0,0,0,0.7,0,0,-8.8,0,-0.3,-0.6,-0.5,0.6,0,0.6,1.7,5.8,0.1,-0.5,0.6,0.6
498,13121010601,106.01,ARC 10,SDE,28.3,33139,-6,{9D4502CF-5118-4D54-91FF-2A9B8BB7E89B},-1088.2,0,0,0,5,0,1,-5,0,0,-4,0,1,0,8,46,30,0,7,4,-99,0,0,0,0.8,0,0.1,-0.6,0,0,-0.5,0,0.2,0,1.2,6.6,4.2,0,1.1,0.6,-13.6
499,13121008700,87,ARC 10,SDE,18.8,21699,1155,{510A06D2-2118-44C4-BD11-E72FD45B3DD3},-12,0,0,0,280,-13,0,28,145,0,25,102,82,0,253,125,104,0,3,15,6,0,0,0,6.4,-2.4,0,0.4,-9.4,0,0.2,0.8,1.2,0,3.6,-0.7,0.6,0,-0.4,0.3,-0.1
500,13121012300,123,ARC 10,SDE,36.8,43936,3142,{63E9C469-BCA9-4380-80C9-18411C01FACA},-506.4,0,0,0,87,-21,8,4,47,-8,5,838,30,0,128,543,378,0,186,383,534,0,0,0,0.4,-2,-0.5,-0.5,-1.2,-0.7,-0.4,-1.6,-1.1,-0.2,-1.1,1.8,3.6,0,-3.7,0.1,7
501,13121012000,120,ARC 10,SDE,23.3,12475,658,{3D3D065D-75F7-449B-B5D1-D310648A2FB6},97.8,0,0,0,2,-5,19,1,15,0,1,-4,4,-4,18,29,541,0,14,55,-28,0,0,0,0,-0.9,-1.6,-0.4,-1.7,-0.1,-0.5,-0.8,0.1,-1.7,-1.5,0.3,19.3,0,-2.3,-0.3,-7.9
502,13121011900,119,ARC 10,SDE,41.1,23791,18140,{C61D3DC8-DE40-4562-BA40-7B4980A6A569},-253.3,0,0,0,370,-12,56,19,8,803,53,232,929,88,1520,1077,8154,586,351,442,3464,0,0,0,0.3,-0.1,0,-0.1,0,-1.7,-0.7,-0.1,-0.8,-1,0.2,-1.2,5.4,-0.2,-0.3,-0.1,0.2
503,13121011800,118,ARC 10,SDE,36.6,13056,1507,{D01D5F19-331E-4B61-A3B6-154595E4AC62},-20,0,0,-6,29,11,22,15,8,-18,48,159,215,0,429,31,222,8,204,99,31,0,0,-2.8,0.5,-1,-2.8,0,-0.3,-2.8,-0.4,1.2,-5.1,0,4.8,0.1,5.6,0.2,1.4,1.3,0.2
504,13121011624,116.24,ARC 10,SDE,67.1,157991,32,{F75DCF54-4C83-42FA-9FBD-83F7345648A5},269,0,0,0,2,0,8,0,1,0,1,0,1,0,2,3,12,-1,2,1,0,0,0,0,0.6,-0.3,2.3,-0.6,0,-0.1,-0.3,-0.4,-4.3,-0.1,0,0.8,5.7,-0.8,-1.1,-1.3,0
505,13121003600,36,ARC 10,SDE,58.2,30107,198,{0DC6C730-8EFF-4442-9FEF-EAE3D9C4F48A},-1475,0,0,0,0,-7,0,2,1,0,4,76,4,12,36,0,13,0,15,12,30,0,0,0,0,-9.5,0,0.1,-0.1,0,0.4,6.2,0.4,-6.2,3,0,1.6,0,0.7,1.2,2.4
506,13121003500,35,ARC 10,SDE,32,56190,8975,{F3BD1C9F-EA88-49FB-91AB-EDB941BEE5DD},-2938,0,0,0,26,-1,48,107,170,-14,199,263,945,12,858,1633,1968,49,327,294,2091,0,0,0,0,0,-0.5,-0.3,-0.6,-0.3,0.1,0.2,0.3,-0.3,0.6,2.8,4,0.1,-0.5,0.4,-5.9
507,13121010208,102.08,ARC 10,SDE,46,45629,334,{C813B5AE-F034-4E05-BBC7-C633AACA5339},260.8,0,0,0,107,-5,10,-3,0,0,-38,-25,22,0,38,13,208,-29,27,9,0,0,0,0,3.3,-0.3,0,-0.3,0,0,-3.3,-2.6,-2.4,0,0.4,0.3,6.7,-1.7,-0.2,0,0
508,13121011411,114.11,ARC 10,SDE,60,76279,859,{B3E3F793-9B41-429A-AA8F-AF82ED905642},-164,0,0,0,132,0,8,22,24,0,20,53,76,0,178,99,88,0,128,28,3,0,0,0,3.1,0,-1.9,-2.4,-1.6,-0.1,-0.4,0.3,1.2,-0.1,0.9,0.9,3.2,-0.1,-3.2,0.2,0.1
509,13121011412,114.12,ARC 10,SDE,58,76442,4120,{EE907BBE-AC1D-4822-B623-F4EB62081E37},245.4,0,0,0,114,-18,176,130,16,-170,425,447,1062,19,212,407,333,14,410,523,20,0,0,0,0.6,-0.7,-3.9,-2.3,-0.1,-4.6,-0.5,2,4.4,0.1,-3.8,2.1,1.7,0,1.7,3,0.1
510,13121011414,114.14,ARC 10,SDE,54.8,63991,669,{B532F73C-0688-4BDC-8344-401B9C9A08B5},-2.8,0,0,0,9,-1,9,1,0,-1,0,7,29,0,23,7,567,1,16,2,0,0,0,0,-0.3,-0.4,-1.3,-0.8,0,-1.1,-2.4,-2.3,-11,0,-5.4,-0.4,33.2,0.1,-7.3,-0.5,0
511,13121010603,106.03,ARC 10,SDE,10.8,24873,1762,{00F28F3D-C85C-454A-9744-36EF0BF6F8B7},-786.7,0,0,0,118,24,153,16,76,-12,24,455,107,0,520,134,47,2,164,-22,-44,0,0,0,2.1,-0.3,-5.3,-0.4,0.5,-0.6,0.2,2.1,1.7,0,6.7,1.5,0.8,0,1.9,-5.2,-5.7
512,13121010604,106.04,ARC 10,SDE,21,30455,1344,{D90D3F70-0A22-4AAD-BEDF-BE7C2878F702},-1058.9,0,0,0,27,-29,35,71,70,0,14,62,282,0,201,0,239,6,274,48,44,0,0,0,0.5,-5.9,-1,-1.9,-0.7,0,0.1,0.3,3.2,-0.1,2,0,5.3,0,-2.6,0.5,0.3
513,13121007300,73,ARC 10,SDE,11.7,23933,219,{C8667B7A-179F-4CB4-9F3D-6AD073D22083},-237.7,0,0,0,8,-64,38,-2,78,-1,1,7,1,0,36,27,6,-1,16,11,58,0,0,0,0.3,-4.6,0.9,-0.7,-0.6,-0.1,-0.1,0.2,0,0,0.9,0.8,0.3,-0.1,0.3,0.3,2.1
514,13121010508,105.08,ARC 10,SDE,24.2,49340,49,{F811A474-EB92-4D43-97B9-9179C5B8C277},522,0,0,0,0,-1,0,-14,0,-1,0,-2,-1,0,10,40,7,0,10,1,0,0,0,0,0,-0.3,0,-4.2,0,-0.2,0,-0.4,-0.4,0,0.6,4,1,0,-0.1,0,0
515,13121010507,105.07,ARC 10,SDE,18.4,28052,733,{773DA540-F3A8-4DD4-A426-818DA45C58B7},301.1,0,0,0,2,-3,6,21,2,0,14,130,4,0,69,224,176,2,77,18,-9,0,0,0,0.1,-1.3,0,-1.2,0,-0.1,-1,2.2,-5.3,0,0.7,5.1,5.5,0,-3.5,0.1,-1.2
516,13121010511,105.11,ARC 10,SDE,34.7,47100,2422,{3F6DD78B-7EF2-45A1-9F9F-70CFD001D77C},490.5,0,28,0,197,-39,226,18,94,0,486,9,18,6,543,128,177,17,413,64,37,0,0.1,0,1.9,-1.8,-2.1,-0.3,-0.5,-0.1,-3.5,0,0.1,-0.6,3.2,0.5,1.9,0,0.7,0.5,0
517,13121011626,116.26,ARC 10,SDE,62.6,85551,200,{7EFD3CEE-EC27-48EB-B12A-54C14BAEE518},1038.6,0,0,0,10,-1,7,-9,0,0,-2,-5,5,-2,28,88,48,0,27,6,0,0,0,0,0.6,-0.1,0.3,-2.5,0,-0.1,-0.4,-1.5,-0.9,-0.5,0.3,4.1,3.3,-1.2,-1.1,-0.3,0
518,13121011622,116.22,ARC 10,SDE,69.8,130294,409,{81A5AC82-2125-4BBF-91A2-C0536257C6E9},440.8,0,0,-2,41,-184,129,2,14,-4,-232,15,66,-29,124,264,92,-9,13,12,97,0,0,0,0.6,-3.5,1.5,0.1,0,-0.1,-5.7,0.1,0.6,-0.7,1.3,3.5,1.2,-0.2,0.1,0.1,1.4
519,13121011424,114.24,ARC 10,SDE,58.7,96487,96,{28BFC858-9A34-4F85-9750-BFE9BAE2BC89},342.6,0,0,0,16,0,4,2,0,0,1,4,14,0,17,5,2,-7,15,22,1,0,0,0,2.3,0,0.3,-4.5,0,-0.2,-0.6,0.2,1.2,0,1.9,0.7,0.3,-4.2,0.8,1.6,0.2
520,13121011422,114.22,ARC 10,SDE,51.8,70875,575,{6B044EB2-0274-43D4-8D31-83B47811CD7B},353.1,0,0,-6,27,0,6,6,0,0,6,17,27,0,36,117,260,13,38,27,1,0,0,-1.9,0.6,0,-0.3,-4.2,-0.2,0,-0.5,-0.7,0.1,-0.2,-0.7,0.4,13.8,-2.5,-3.8,0,0.1
521,13121011505,115.05,ARC 10,SDE,72.9,155096,79,{F8F9A71D-38B5-4CB9-8C34-CB3DAD765A2B},79.4,0,0,0,8,-3,7,0,0,0,3,6,25,0,9,0,0,0,19,5,0,0,0,0,1.3,-1.5,0.9,-0.8,0,0,-2.4,1.1,2.4,-0.1,0.8,-0.1,-0.1,-0.1,-1.1,-0.1,0
522,13121010123,101.23,ARC 10,SDE,41.7,50264,1958,{8457DE0E-2D9D-428A-A033-7ED5AE4C418A},-578.2,0,12,0,26,0,211,-1,253,-2,265,168,37,-24,146,27,736,0,8,1,95,0,0.1,0,0.2,0,-0.2,0,-3.9,-0.1,-2.1,-0.1,-1,-1.2,-0.5,0.1,7.9,-0.1,0,0,1
523,13121000100,1,ARC 10,SDE,77,125819,167,{4E5B3577-7627-4F13-AD77-18CCC4B809D6},200,0,0,0,8,-28,4,-1,0,0,0,3,14,0,14,52,72,0,16,11,2,-0.1,0,0,0.8,-7.4,0.2,-1,0,0,0,-0.4,-1.3,0,0.2,3.2,7.5,-0.1,-1.4,-0.4,0.1
524,13121000200,2,ARC 10,SDE,75.7,94125,3882,{C6E05DA6-8745-4961-B4BA-75D839AA5CB0},2.7,0,0,-5,103,0,17,146,0,-32,68,82,477,5,230,388,1485,53,293,212,360,0,0,-0.4,0.3,-0.2,-1.1,-6.4,0,-3.5,-1.2,-0.5,-0.1,-0.3,-1.3,3.4,13.1,-0.8,-5.5,-0.5,4.7
525,13121009402,94.02,ARC 10,SDE,59,62745,2966,{256D4BE6-6C6A-4BFF-BB11-500F2025C9BD},-206,0,0,0,46,0,33,845,46,-7,14,184,454,19,328,25,28,15,646,220,70,0,0,0,0.4,0,-0.3,5.5,-6.1,-12.6,0.1,1.2,4.1,0,0.3,0.1,0.3,0.1,4.1,1.9,0.8
526,13121001100,11,ARC 10,SDE,75.4,72762,2314,{30FCBB24-512D-4E97-980E-29C132AEC5D7},5415,0,0,0,200,0,22,-2,0,-5,574,222,719,-298,229,15,374,2,237,29,-4,0,0,0,1.9,0,0.1,-0.2,0,-0.2,-1.6,0.8,1.4,-5.3,1.1,0.1,2.9,0,-0.2,-0.1,-0.7
527,13121000400,4,ARC 10,SDE,81.6,105938,4815,{C8067133-D79F-43F4-8189-3E8E15F54514},46.7,0,0,0,86,-21,-87,0,-253,-89,356,376,3330,1,589,24,284,142,-269,331,15,0,0,0,0.3,-0.3,-0.8,-0.1,-4.8,-1.5,-0.9,0.6,8.1,-0.2,1.3,0.1,1.2,-1.1,-2.8,0.8,0.1
528,13121009200,92,ARC 10,SDE,60.5,54130,2612,{11191F4E-AD1B-45C8-84E9-6134CB494FF5},1725.7,0,0,0,192,-20,13,90,45,-11,40,166,418,32,278,71,435,49,383,290,141,0,0,0,1.5,-2.6,-0.4,-3,-0.2,-0.7,-0.3,0.4,2.6,-3.3,0.9,0.4,4.9,-0.1,-1.8,1.2,0.7
529,13121008201,82.01,ARC 10,SDE,25,27490,78,{CC3A9A4B-9A64-4EB7-B2C7-99EDAB4A9152},175.2,0,0,0,0,0,0,1,0,0,0,0,1,0,8,32,36,0,0,0,0,0,0,0,0,0,0,-3.6,-2,0,0,0,0.4,0,1,2.9,7.6,0,-5.7,-0.4,0
530,13121007808,78.08,ARC 10,SDE,4.9,11438,58,{F78B598A-DDE4-4DA4-B01C-88E9DF4CD3E8},483.3,0,0,0,0,0,0,-1,0,0,0,-1,0,0,2,0,55,-4,6,1,0,0,0,0,0,0,0,-1.7,0,0,0,-3,0,0,-0.6,0,12.7,-2.9,-1.8,-1.1,-1.8
531,13121007806,78.06,ARC 10,SDE,13.8,31886,89,{D288D79F-30BE-4540-BAB4-A0C20B395893},122.6,0,0,0,12,0,0,-2,0,-1,-1,-3,1,0,3,12,68,0,4,0,-4,0,0,0,2,-0.3,0,-2.3,0,-0.6,-0.9,-2.2,-0.3,0,-0.9,-0.3,9.6,0,-1.3,0,-2.5
532,13121008800,88,ARC 10,SDE,58.1,88477,1508,{AABDBA0E-67BB-42D8-888A-42F33514C29D},421.8,0,8,0,602,-41,189,-3,207,-1,18,27,74,-8,154,12,147,0,1,21,101,0,0.1,0,6.3,-3.3,-1.1,-0.4,-3.5,-0.2,0.1,-0.1,0.1,-0.7,0.6,0.1,2.1,0,-0.1,-0.1,0.2
533,13121008602,86.02,ARC 10,SDE,14.6,33875,710,{5999583C-B92C-4A4F-8D75-9643B3F1E6EE},-1300,0,0,0,570,-122,46,-10,14,0,0,0,11,0,67,39,52,0,25,6,12,0,0,0,11.5,-7.4,-0.1,-1.2,-1.3,0,-0.1,-0.4,-0.7,0,-0.5,0.5,1.2,0,-0.9,-0.2,-0.2
534,13121010121,101.21,ARC 10,SDE,61.2,67443,1262,{8D80D2E7-80C1-471E-9401-F7FAB5AD4286},547.5,0,0,0,170,-3,228,71,0,0,322,-1,46,0,30,22,309,-1,35,33,1,0,0,0,-0.8,-0.3,4.9,-7.8,0,0,7.3,-0.2,-3,0,-1.4,-0.1,5.8,-0.3,-2.6,-1.3,0
535,13121010119,101.19,ARC 10,SDE,33.8,35736,4126,{9DC5C367-7C5A-4EFC-A26F-012302D2D8AC},251.3,0,0,0,284,-7,261,36,19,-23,409,568,1262,27,465,105,239,3,129,145,204,0,0,0,1.5,-4.1,-3.4,-0.7,-0.1,-1,-0.5,0.9,3.8,-1.5,1.3,0.4,1.7,0,-0.5,0.4,1.7
536,13121010211,102.11,ARC 10,SDE,55.6,125417,260,{B07561E8-CF76-4E41-9A2F-E57C2CABC6F2},514,-1,0,0,18,0,2,-2,0,-3,-4,5,16,-1,18,72,134,-3,6,3,0,-0.3,0,0,1,0,-0.1,-1,0,-0.7,-2.1,-1.3,-2.9,-0.5,-0.6,1.2,8.8,-0.6,-0.5,-0.3,0
537,13121009801,98.01,ARC 10,SDE,72.1,143000,1695,{09B04C9E-BFBB-478D-9975-C843103D97AF},290,0,0,0,13,-2,8,-13,1,0,-59,-7,-2,-57,40,187,1375,-4,155,11,49,0,0,0,0.1,-0.1,-0.5,-1.9,0,-0.1,-3.8,-2.2,-3.6,-2.5,-1.6,-2.3,19.9,-0.2,-0.5,-1.1,0.7
538,13121009603,96.03,ARC 10,SDE,69.6,59800,2386,{943476B9-B67F-457E-B257-ED12F68D22ED},1684.3,0,0,0,63,-20,55,15,0,-6,315,146,302,-5,187,192,318,11,415,253,145,0,0,0,0.5,-0.6,-0.4,-1.5,-0.1,-0.2,-0.3,-1,-0.9,-0.7,0.3,1.1,3,-0.4,-1.3,1.1,1.5
539,13121009601,96.01,ARC 10,SDE,84.7,88264,1038,{E35F4D6B-1655-4AB1-ACB1-8F2F48EFDC1D},1743.3,0,0,0,141,-27,59,-15,0,-14,326,15,221,-24,170,12,176,-6,-67,69,2,0,0,0,2.1,-1.4,-0.2,-2.5,0,-1.4,5.7,-0.8,1.9,-1.9,-0.5,0,3.5,-0.6,-3.4,-0.6,0
540,13121007705,77.05,ARC 10,SDE,23.8,21170,74,{DFEDC537-5F1B-415F-A263-69C5C492D3C2},496.9,0,0,-1,0,0,3,-43,0,-2,-5,-3,2,0,18,21,55,0,25,4,0,0,0,-0.1,0,0,0.2,-6.4,0,-0.4,-0.7,-0.5,0.2,0,1,1.5,4.2,0,0.9,0.2,0
541,13121011612,116.12,ARC 10,SDE,61.5,134375,53,{414A125A-1BE8-4B7C-B16C-CFF87A98F95E},-353.1,0,0,0,4,-4,19,-24,0,-1,2,1,13,0,20,1,49,-48,13,8,0,0,0,0,0.3,-0.4,1.3,-3.7,0,-0.1,0.2,-0.1,1.1,0,1.5,0.1,4.3,-5.5,0.7,0.6,0
542,13121011623,116.23,ARC 10,SDE,64.1,94300,1163,{B7E54AC9-3835-4F4F-B4D9-6A72C4B41816},1144.4,0,0,0,31,-3,12,84,0,0,4,2,73,0,116,598,197,-22,51,19,1,0,0,0,0.4,-0.1,0.1,-2.7,0,0,-0.3,-0.6,-5.5,0,0.2,6.6,3.1,-1.2,-0.1,0.1,0
543,13121011625,116.25,ARC 10,SDE,60.2,115974,416,{44F50B7D-AC74-4807-8265-A887C42CC709},935,0,0,0,9,0,7,-3,0,-5,-3,6,35,-1,28,45,332,-6,16,24,-68,0,0,0,0.3,0,0.2,-1.2,0,-1,-1.7,-0.3,-0.8,-0.3,0.1,1,12.8,-0.9,-0.4,0.3,-7.9
544,13121011619,116.19,ARC 10,SDE,68,79688,3176,{46DCF40F-9A68-4FFA-BEC1-6E697CFCC814},566.4,0,0,0,118,-20,174,119,7,-50,441,329,156,-21,495,302,610,3,99,137,277,0,0,0,0.6,-2.1,-0.7,-0.3,-0.4,-1.6,-0.9,0.9,-3.5,-1.4,1.9,1.1,3.7,0.1,-0.1,0.4,2.3
545,13121011621,116.21,ARC 10,SDE,73.1,122568,2526,{EC67A626-861D-4D99-8D5E-A2CD4DB7A7D4},204.7,0,0,0,657,-47,599,9,226,-278,47,21,29,-29,522,1,100,61,119,34,455,0,0,0,2.7,-0.4,2.2,0,0.5,-4,-1.9,-0.5,-2,-0.4,1.2,0,0.3,-0.5,0.3,0.1,2.3
546,13121000500,5,ARC 10,SDE,79.1,77865,7347,{0BA84E49-2E7F-4B1E-84F3-E50788AC75BA},750,0,0,0,366,-2,9,156,0,-194,793,1254,1807,35,1396,66,404,279,710,231,37,0,0,0,1.1,-0.9,-0.1,-0.5,0,-4.8,-1,2,3.1,-0.6,1.4,0,1.5,-0.5,-0.7,0.3,-0.1
547,13121009300,93,ARC 10,SDE,83,92857,522,{30065D89-5166-409C-B480-6FED09FB20E3},-242.2,0,0,0,12,-1,57,26,0,-1,7,56,200,4,52,6,12,9,49,34,0,0,0,0,0.4,-0.2,-2.2,-4.2,0,-0.3,-0.2,0.9,4.2,0.2,0.8,0.3,0.6,-0.3,-0.7,0.8,0
548,13121009900,99,ARC 10,SDE,81,110865,1657,{0B03949A-AC39-4869-8026-C35347BEEC8E},167.3,0,0,0,12,-1,10,41,133,-12,70,106,112,3,197,97,123,3,133,532,98,0,0,0,0,-0.3,-0.4,-5.1,0.6,-1.5,-1.3,-0.2,1.1,-0.6,0.6,-0.1,2.2,0.1,-3.2,5.9,2.3
549,13121009000,90,ARC 10,SDE,91.3,103387,260,{2F6483CB-4131-4A76-BCA8-E96AAF8ECB90},693.3,0,0,0,1,0,0,1,7,-6,4,15,66,0,30,1,67,3,26,45,0,0,0,0,0.1,0,-0.1,-3.6,-0.8,-2.1,-0.3,0.4,1.3,0,0.7,0.1,5.2,-0.7,-0.8,1,0
550,13121009700,97,ARC 10,SDE,86.9,163125,1100,{0FFE96AD-34D3-4719-833A-B84E8AEE0A88},-94.3,0,0,0,41,-30,2,0,3,-1,14,9,27,-1,51,814,34,0,9,128,0,0,0,0,0.5,-4.6,-0.1,-0.7,-0.3,-0.1,-3.5,-0.5,-0.7,-0.6,-1.4,14.9,0.9,-0.1,-0.5,-3,0
551,13121010206,102.06,ARC 10,SDE,81,160223,415,{4328BED1-D7D2-40C3-BE65-DE9C1B213AFB},9.1,0,0,0,17,0,6,-7,0,-8,-112,63,169,-4,59,32,35,13,29,118,5,0,0,0,0.4,0,0,-0.6,0,-0.5,-10.4,0.6,4.5,-0.3,1,0.6,1,0.4,0.5,2.9,0.2
552,13121010204,102.04,ARC 10,SDE,81.5,143158,1882,{5A9E7F08-D264-4809-9F53-1DE724038AB1},2.4,0,0,0,62,-4,-45,9,5,-21,564,289,551,-5,177,166,55,5,3,21,50,0,0,0,0.6,-0.2,-5.3,-0.6,0,-0.9,2.2,-0.6,2.1,-0.2,0.8,1.3,0.6,0.1,0,0.1,-0.1
553,13121007100,71,ARC 10,SDE,9.5,20282,105,{8182A34A-C651-4E12-8EFA-A5BCDBEEEF64},-1778,0,0,0,0,0,0,0,34,-5,0,11,0,0,10,28,14,0,0,4,9,0,0,0,0,0,0,0,-4.3,-1.6,0,0.1,0,0,0.5,2.9,2.1,0,0,0.1,0.3
554,13121006801,68.01,ARC 10,SDE,4.3,,-141,{69D7D25D-20BE-492A-9634-10CDF9AA8D7C},-766.7,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,6,0,0,0,-234,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0.7,0,0,0,-11.6
555,13121006900,69,ARC 10,SDE,30.7,48482,574,{DE979E0C-4827-4FA6-BBAE-71B34897797F},-113.3,0,0,0,12,0,1,86,0,-2,16,35,47,0,58,34,185,29,58,14,1,0,0,0,0.5,-0.1,-0.1,-11.1,0,-0.8,-0.8,0.4,1.9,-0.3,0.3,0.4,12,-0.7,-2.1,0.4,0.1
556,13121005200,52,ARC 10,SDE,67.8,78438,718,{7E59C5EF-3131-4B39-BB77-E062172F0373},687.8,0,0,0,10,-3,8,2,0,-1,5,9,106,0,52,29,70,2,164,13,252,0,0,0,0.2,-1.7,-0.4,-0.5,0,-0.3,-0.3,-0.6,1,0,-0.3,-0.1,3.2,-0.1,-9.3,-0.1,9.2
557,13121005000,50,ARC 10,SDE,60.4,57670,408,{35A6A135-DA4E-4A90-8195-AD1A840F9496},-44,-1,0,0,45,-1,11,-1,0,0,-1,2,5,0,12,5,307,-1,10,10,6,-0.6,0,0,1.2,-0.5,-0.6,-2,0,-0.3,-1.9,-0.9,-1,0,-1.5,0,20.2,-0.5,-3.1,-2,-6.6
558,13121001500,15,ARC 10,SDE,65.9,60722,109,{FB7ECC1B-981D-4E25-BD7E-05FA5FED4EA2},302.5,0,0,0,2,-5,11,-18,0,-1,-4,-18,-6,0,9,31,76,0,30,2,0,0,0,0,0.2,-0.4,0.6,-2.9,0,-0.1,-0.5,-1.8,-0.9,0,0.2,1.4,4.6,0,0.1,-0.3,0
559,13121007807,78.07,ARC 10,SDE,12.5,17466,131,{585D9323-F3C3-4E67-BBED-58A4388FFAB0},-449.1,0,0,0,6,0,0,3,0,0,1,28,0,0,8,33,15,0,13,0,24,0,0,0,0.8,0,0,-3.5,0,0,-0.5,-1.5,0,0,-0.4,-1.1,2.9,0,-4.3,0,7.5
560,13121010510,105.10,ARC 10,SDE,25.7,42651,2141,{00CA21AD-36B6-4A49-87FB-E0056C23D32C},766.3,0,0,-12,42,0,246,-56,41,0,2,-2,29,0,388,107,1180,4,144,8,20,0,0,-0.6,0.3,-2.5,-3.9,-6.9,-2.1,0,0,-0.8,0.1,0,2.8,0.2,14.1,0.1,-0.6,-0.3,0.1
561,13121010512,105.12,ARC 10,SDE,10.9,28529,661,{F5C2BB5C-EACC-4007-BA0A-B13F0563758E},213.9,0,0,-5,216,27,4,-22,15,0,35,1,22,-7,134,71,48,-13,90,57,-12,0,0,-0.4,6.5,-5.2,0,-4.1,0.4,0,0.5,-0.8,0.2,-1,2.8,1.7,1.2,-1.1,-1.2,1.3,-0.9
