OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_user,Percent_BA_or_Higher,Median_household_income,Change_in_Total_Jobs__2015_2040,GlobalID,Pop_Chng_per_SqMi_2000_2010,Chng_AgForFshHnt_jobs_2015_2040,Change_Mining_jobs_2015_2040,Chng_Util_Sect_jobs_2015_2040,Chng_Const_jobs_2015_2040,Chng_Manuf_jobs_2015_2040,Chng_Whlsl_Trade_jobs_2015_2040,Chng_Retail_Trad_jobs_2015_2040,Chng_Trans_Wareh_jobs_2015_2040,Chng_Info_jobs_2015_2040,Chng_Finance_jobs_2015_2040,Chng_RealEs_Rent_jobs_2015_2040,Chng_ProSciTech_jobs_2015_2040,Chng_Mgmt_Comps_jobs_2015_2040,Chng_Ad_Wst_Mgmt_jobs_2015_2040,Chng_Educ_Svcs_jobs_2015_2040,Chng_HealthSocAs_jobs_2015_2040,Chng_ArtsEntRec_jobs_2015_2040,Chng_AccFoodSvcs_jobs_2015_2040,Chg_OthrNotPubAd_jobs_2015_2040,Chng_PubAdmin_jobs_2015_2040,Chg_Pct_AgFoFiHu_jobs_2015_2040,Chng_Pct_Mining_jobs_2015_2040,Chg_Pct_Util_Sec_jobs_2015_2040,Chng_Pct_Const_jobs_2015_2040,Chng_Pct_Manuf_jobs_2015_2040,Chng_Pct_WhlslTr_jobs_2015_2040,Chg_Pct_RetailTr_jobs_2015_2040,Chg_Pct_TranspWH_jobs_2015_2040,Chng_Pct_Info_jobs_2015_2040,Chng_Pct_Finance_jobs_2015_2040,ChgPct_RlEs_Rent_jobs_2015_2040,ChgPct_ProSciTec_jobs_2015_2040,ChgPct_MgmtComps_jobs_2015_2040,ChgPct_AdWstMgmt_jobs_2015_2040,ChgPct_EducSvcs_jobs_2015_2040,ChgPct_HlthSocAs_jobs_2015_2040,ChgPct_ArtEntRec_jobs_2015_2040,ChgPct_AcFoodSvc_jobs_2015_2040,ChPct_OthNotPubAd_job_2015_2040,ChgPct_PubAdmin_jobs_2015_2040
446,13121011301,113.01,ARC 10,SDE,29.3,41402,161,{88C95D09-AAAF-4040-81E0-FC93E2A952E2},-315.5,0,0,0,0,0,0,-1,0,0,0,-1,0,0,5,133,23,0,2,0,0,0,0,0,0,0,0,-0.9,0,-0.4,-0.4,-0.7,-0.4,0,-1,1.6,2.8,0,0,-0.5,0
447,13139001202,12.02,ARC 20,SDE,11.9,41083,1446,{3943449D-45F6-4A16-B3E3-E3884EBC8CD2},97.4,0,21,0,205,73,5,30,277,-46,213,87,50,0,286,205,6,8,26,0,0,0,-0.7,0,4.6,-2.2,-0.1,-0.1,1,-7.9,1.2,0.9,1.1,-0.1,3.2,-1.1,0.2,0.2,0,0,0
448,13139000101,1.01,ARC 20,SDE,10.5,44750,278,{CF8FAC05-25F8-4EA3-BF28-B5295514E84E},45.1,-3,0,0,14,-7,0,12,33,0,4,0,13,0,23,74,13,1,25,4,72,-4,0,0,1.1,-3.1,0,-3.3,-0.6,0,-0.5,0,1.2,0,0.7,4.1,1,0.1,0,0,3.1
449,13139000701,7.01,ARC 20,SDE,5.6,37700,196,{8DAE7790-BBB1-4F97-9BFF-79911888B6E1},139.6,0,0,0,76,-1,24,9,28,0,4,12,2,0,23,0,63,0,0,2,-46,0,0,0,3.1,-4.1,0.7,0.3,1.2,0,0.1,0.4,0.1,0,0.6,-0.6,1.4,0,-0.1,0,-3.3
450,13139000702,7.02,ARC 20,SDE,7.1,45568,413,{ACECB1AD-227C-4012-955F-00DD6B6C9F12},168.2,-5,0,0,100,0,0,0,10,0,6,6,42,0,45,92,0,0,36,75,6,-9.5,0,0,5.7,0,0,0,-0.6,0,-0.4,0.9,4.7,0,-0.8,-5.7,0,0,2.6,2.1,0.9
451,13139000102,1.02,ARC 20,SDE,9.4,45671,144,{100B662E-2489-4A9A-8975-9C93A4BF8475},8.1,0,0,0,10,-6,14,1,3,0,4,0,5,0,35,53,14,1,4,1,5,-0.3,0,0,1,-2.4,0.9,-0.2,-1,-1.8,0.3,-0.5,0.5,-1,3,-2,1.9,0.2,0.4,0.1,0.8
452,13139000201,2.01,ARC 20,SDE,12.9,47050,576,{AAE65241-AC61-40BA-82E0-75C39BDC7DEF},14.7,0,0,0,154,0,2,12,148,0,15,29,33,0,64,87,10,2,13,7,0,0,0,0,6.6,-1.7,-0.2,-1.5,-5.8,0,-0.2,0.6,1.4,0,1,0.8,0.4,0.2,-0.6,-0.2,-0.9
453,13139000302,3.02,ARC 20,SDE,25.8,65349,236,{3CCF11BC-6009-427B-910D-6109B00F9267},54,0,0,0,61,0,3,2,0,0,6,15,24,0,13,95,6,0,6,1,4,0,0,0,5.5,-0.1,0,-1.1,-0.2,-0.3,0.4,0.9,0.7,0,-0.5,-5.3,0.6,0,0.6,0,-0.9
454,13139000900,9,ARC 20,SDE,31.4,35915,1085,{48FC5DF6-5DB5-40C2-B245-80C4755C2377},86.1,0,0,-3,64,-25,37,-14,3,-18,-19,3,19,0,85,553,446,-2,48,10,-102,0,0,-0.2,0.8,-1,0.4,-1.4,-0.2,-1.1,-1.9,-0.5,-1.2,0,0.3,5.3,6.8,-0.1,-0.7,-0.3,-5.1
455,13139000500,5,ARC 20,SDE,39.3,58611,2254,{52B3A4D8-E45F-4725-A2E7-C5FFB7CC852A},3,-1,0,0,232,0,10,147,0,-1,149,58,179,8,253,115,385,58,69,298,295,-0.3,0,0,2.9,0,-0.6,-1.5,-0.1,-0.2,-2.8,-0.4,1.7,-0.8,-0.3,-1.2,5.5,-0.3,-0.6,2.4,-3.6
456,13139001402,14.02,ARC 20,SDE,34,63750,154,{AF063E16-3BC7-4FC9-BD94-DC31030C498C},95.1,-1,0,0,29,-52,25,0,0,0,0,0,17,0,15,85,35,-1,0,2,0,-0.2,0,0,2.1,-8.3,0.9,-0.1,0,0,-0.2,-0.4,-1.2,0,0.1,4.6,2.9,-0.2,0,0,0
457,13139001002,10.02,ARC 20,SDE,17.5,46193,622,{DA65A7C6-A607-4C48-86ED-394CAB123072},63.8,-3,0,0,95,-42,7,0,4,-1,249,35,20,0,50,49,41,1,43,71,3,-1.9,0,0,2.8,-8.3,-0.1,-0.4,-1.4,-0.1,2.5,0.8,0.7,0,0.8,0.1,1.9,0.1,0.7,2.5,-0.4
458,13139000800,8,ARC 20,SDE,5.6,26932,2383,{E74817D0-2899-48B0-8750-DDCA5C434E47},-93.7,0,0,-12,179,156,15,12,50,-5,11,9,22,-17,315,227,1357,7,90,55,-88,0,0,-0.2,1.3,0.5,-0.1,-0.1,0,-0.1,-0.6,0,0,-0.5,1.5,1.6,-1.4,0.1,0.2,0.2,-2.4
