OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_1__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp1_HousTranCsts_Pct_Income,Tp1_HousCosts_Pct_Income,Tp1_TranspCosts_Pct_Income,Tp1_AnnVehicleMilesTraveled
379,13135050525,505.25,ARC 10,78403,81.18,{39EF6E5C-6D3B-4880-AF3E-89A28340FCDA},250.3,53.17,33.05,20.12,22996
380,13135050528,505.28,ARC 10,85021,53.72,{E3BABB0B-68D6-468E-8368-74D8B6602972},210.5,54.53,33.73,20.8,23340
381,13135050605,506.05,ARC 10,70121,24.31,{BECFF065-53E4-4B65-9264-53F8F60B6562},866.1,52.53,31.78,20.75,23628
382,13135050606,506.06,ARC 10,66052,30.86,{AAAD4A7C-6C9F-4A33-9E3A-52948421B99C},862.5,54.59,33.42,21.17,24011
383,13135050210,502.10,ARC 10,67048,71.59,{8D0EA947-FEA0-463F-9670-B74DA2D9F662},614.5,48.36,30.96,17.4,19493
384,13135050213,502.13,ARC 10,89190,51.59,{F728CA7D-5739-4385-9F15-AAC6EF871E81},928.2,54.75,33.89,20.85,23248
385,13135050208,502.08,ARC 10,70863,94.21,{3E80A921-E7EE-41CC-9F67-8702E9F99CC9},980,51.84,33.13,18.72,21347
386,13135050212,502.12,ARC 10,115664,73.71,{8CADF373-1661-4F12-BE72-0BAF50D1D132},706.2,56.98,35.95,21.03,23170
387,13135050109,501.09,ARC 10,79868,34.42,{7BF77839-67EB-4DC2-9692-DE0A2CAD63CB},894.4,50.24,30.15,20.09,22794
388,13135050107,501.07,ARC 10,79056,28.97,{91ABD6E4-4E6E-4D7A-9730-59100ED5B307},621,53.24,31.97,21.28,24402
389,13135050108,501.08,ARC 10,96440,78.99,{5D07F3F5-0E29-4FB6-AFDA-3B74D5FD2055},921.6,55.1,33.69,21.41,24121
390,13135050105,501.05,ARC 10,34692,0,{3FEC46F1-2B35-48F5-97EC-2A5B0291857B},-70.9,48.85,29.42,19.43,22770
391,13135050103,501.03,ARC 10,54830,26.02,{D208A942-3C15-480B-938F-47B665D62BCB},346.9,50.75,30.11,20.64,23940
392,13135050422,504.22,ARC 10,35393,174.03,{3CA9B2B9-E87D-40E0-868A-E008783B874E},477,43.78,27.95,15.82,17595
393,13135050304,503.04,ARC 10,34443,114.62,{11844873-0AB0-4BA9-A310-D1F125522784},524.3,44.31,29.03,15.28,17244
394,13135050419,504.19,ARC 10,45549,127.82,{B04B0176-5341-4604-A604-30774FEA33A1},367.6,46.64,29.56,17.09,18752
395,13135050306,503.06,ARC 10,35962,37.8,{475E43BF-67EC-43C0-A1AF-744BF8F1003F},-79.5,47.57,29.73,17.84,19676
396,13135050106,501.06,ARC 10,61426,11.2,{29E097C9-6939-4038-BACB-C62414B04425},302.5,48.43,29.61,18.82,21305
397,13135050205,502.05,ARC 10,51395,90.63,{2C8E0CB8-1BBA-44C2-BD3F-9EF4E408F23B},-203,48.16,30.52,17.64,19612
398,13135050417,504.17,ARC 10,28606,209.42,{32E4F553-350E-4B51-99D3-E4FBFB3B7165},41,43.13,27.97,15.16,16986
399,13135050314,503.14,ARC 10,50781,134.64,{434CF60B-60B6-4A3F-B767-179F07B38B6D},1386.2,47.52,30.79,16.72,18672
400,13135050308,503.08,ARC 10,131167,91.51,{65627DF1-71BF-4AB1-BA56-87EA84E16400},70.9,60.59,40.39,20.2,21662
401,13135050309,503.09,ARC 10,83100,88.14,{7791FAC0-66E3-403D-9241-985F4791CF86},133.1,50.07,31.76,18.31,20240
402,13135050313,503.13,ARC 10,60560,66.21,{DE5A5909-C58A-40FF-9967-B62D28A2DAA2},195,50.39,31.5,18.89,21159
403,13135050311,503.11,ARC 10,100588,64.19,{151D8F81-2FF4-43EE-8125-F7FE01C2E953},293.2,51.56,33.02,18.54,19899
404,13135050310,503.10,ARC 10,68816,143.16,{E3D8E4F4-B34D-49D9-82FB-3B746ABB5B33},79.7,49.37,32.67,16.7,18267
405,13135050424,504.24,ARC 10,42616,105.23,{CA5661AE-955D-4616-99DF-794ED57D2FF2},302.1,42.61,26.23,16.38,18507
406,13135050421,504.21,ARC 10,38698,122.67,{1D6D13BF-BB14-4F3F-AA85-5ACD141F57AF},394.8,43.22,27.41,15.8,17616
407,13135050315,503.15,ARC 10,40585,219.26,{4796086A-838D-4297-B07F-2F127653C2EB},-878.2,42.26,26.98,15.28,16955
408,13135050418,504.18,ARC 10,32584,236.4,{F7E3978F-4042-46F6-BD37-C5E74D6E9687},-736.3,41.13,26.67,14.46,16013
409,13135050521,505.21,ARC 10,41695,79.91,{5CB885F6-982A-4829-A8A7-BB25561299AF},-161.8,48.18,30.02,18.16,20717
410,13135050522,505.22,ARC 10,37256,89.7,{6986F9B4-7B64-48C7-85BD-3461DE6D3814},254.4,47.39,29.15,18.23,20772
411,13135050520,505.20,ARC 10,32625,107.06,{388A00C7-1DCC-413B-AAEE-C6486425EA35},66.8,42.44,26.4,16.05,18113
412,13135050511,505.11,ARC 10,48831,83.17,{3AF43922-1796-4AC8-B740-C966B6D6F606},816.2,51.22,33.11,18.1,19878
413,13135050714,507.14,ARC 10,78688,39.53,{3468A43B-C4F8-464B-B330-F49E266862E6},216.6,54.57,33.85,20.72,23185
414,13135050429,504.29,ARC 10,80139,55.86,{AC84EF23-4779-499F-B8E6-6FC5AAF16168},33.4,54.7,33.86,20.85,23274
415,13135050713,507.13,ARC 10,103485,75,{8ECDD91B-5D62-4B66-A0B3-64954EC00580},470,55.07,34.37,20.7,23206
416,13135050423,504.23,ARC 10,34235,77.75,{DFA927E4-EAD9-4E10-B829-55060D5BD8FA},765.2,44.74,27.72,17.02,19389
417,13135050410,504.10,ARC 10,39509,66.72,{521DCC2C-554F-4995-B716-70A3497D8758},130,47.81,29.43,18.38,20556
418,13135050720,507.20,ARC 10,76167,55.64,{170A7D7D-2A4B-4744-B8CA-B6AAD9A8AB91},159.5,55.15,34.31,20.84,23459
419,13135050712,507.12,ARC 10,83359,68.28,{6D125789-7B17-474E-AA53-5AF6A9A371EF},103.8,53.9,33.39,20.51,22919
420,13135050719,507.19,ARC 10,50745,69.17,{FFDDBEB1-10E3-4F55-AFC8-B141CC614284},84.3,49.9,31.11,18.79,21358
421,13135050721,507.21,ARC 10,50273,66.9,{B097F312-36D8-47FF-B959-492EB9A9C5D9},354.7,53.37,32.51,20.86,23905
422,13135050709,507.09,ARC 10,56328,45.24,{737454BE-0CDA-4AA8-9490-A0CE8F10587B},614.2,51.93,31.08,20.85,23951
423,13135050715,507.15,ARC 10,74167,44.96,{35E19B62-E3A1-49AB-9F13-6B01137A44DA},34.1,52.77,32.27,20.5,23245
424,13135050415,504.15,ARC 10,73188,40.93,{5AD5428F-57DB-44B7-A728-0FA4C01D3BEF},-165.8,54.5,33.78,20.71,23321
425,13135050718,507.18,ARC 10,81940,38.02,{34748498-C0F5-4A8C-89B9-5BD6055D980C},31.3,54.97,34.28,20.68,23053
426,13135050427,504.27,ARC 10,64536,47.33,{EBB1F8C3-1E00-4F72-9F41-4645D274D7D5},204.8,53.07,32.76,20.31,22458
427,13135050428,504.28,ARC 10,100938,73.47,{96FB0801-C7C0-4C6B-8106-7C42626B2F36},14.8,54.57,34,20.57,22930
428,13135050416,504.16,ARC 10,60605,35.87,{2CF43C37-C51F-45EB-9D42-79714178C6F6},72.7,50.37,30.37,20,22786
429,13135050425,504.25,ARC 10,79191,57.14,{72747FC8-F0BB-4218-A46C-62752A8656C9},-55.4,53.45,33.14,20.31,22610
430,13135050526,505.26,ARC 10,34527,131.83,{98D18FB7-82DB-49AE-BF2A-76491BBB6AB8},114.5,45.79,29.84,15.96,17822
431,13135050431,504.31,ARC 10,43004,178.84,{699E42A0-9486-49A8-9724-1B3924739613},1583.8,43.82,27.76,16.06,18018
432,13135050426,504.26,ARC 10,71930,66.39,{DB853AB0-C22F-4189-B25D-FF7724905924},-129.4,53.38,33.18,20.2,22544
433,13135050430,504.30,ARC 10,59276,53.88,{C1973F84-1B65-4898-92E0-8FCB8CA405B5},-18.8,50.9,31.77,19.13,21055
434,13121009501,95.01,ARC 10,139750,149.11,{275A601D-509A-4C54-B2DD-FD0D94D12B6A},-44.1,62.09,44.87,17.22,17603
435,13121011305,113.05,ARC 10,26944,170.99,{AB140A95-EBEA-449C-96B9-4F41F3B94240},-1323.6,40.98,25.36,15.62,17312
436,13121011306,113.06,ARC 10,30701,100.88,{F8D9A6CD-6939-4D7B-B679-2B4D47A79C18},-462.9,41.16,24.33,16.84,19332
437,13121007706,77.06,ARC 10,44877,82.18,{74957D4E-98D0-4EF4-A692-B5550F634F09},715.8,45.76,29.02,16.75,18938
438,13121007703,77.03,ARC 10,36971,88.83,{2AF24437-0D98-4339-80D6-883CE9995048},-61.2,47.79,29.05,18.73,20875
439,13121003700,37,ARC 10,,,{64CDC042-986D-441C-B4FE-F00264095A4A},,,,,
440,13121011202,112.02,ARC 10,34957,143.83,{97E2A9CF-CE3C-4F91-9F40-074C509B7F85},-1226.7,41.44,25.11,16.33,17824
441,13121011100,111,ARC 10,45515,79.8,{623601D7-21E2-473C-A409-EAD6C48371A8},-446.9,45.65,28.15,17.5,19091
442,13121011201,112.01,ARC 10,36957,110.2,{E2995A20-0152-4EE7-B04C-63607E7D9146},-1516,43.33,26.9,16.43,18320
443,13121011303,113.03,ARC 10,45283,146.46,{13C8E6F1-7F34-4726-B2D8-717C70E45AA1},299.6,46.63,29.47,17.15,18576
444,13121008102,81.02,ARC 10,23577,183.76,{D157A18E-2C53-4635-9C2E-E5AE22C6A540},-233.6,41.07,25.07,15.99,17806
445,13121007002,70.02,ARC 10,19943,72.04,{08383FF7-E8F0-461D-B7A2-75C651DD6ABE},-946.5,41.92,24.76,17.16,19775
446,13121011301,113.01,ARC 10,41402,66.38,{56F1C2C7-C3F2-4BE6-9D62-B2014C42D2B4},-315.5,49,29.93,19.07,20665
447,13139001202,12.02,ARC 20,41083,15.34,{C923FC42-D386-4FB8-BAE9-2FDF11615F76},97.4,50.49,27.61,22.88,24189
448,13139000101,1.01,ARC 20,44750,0,{17600F61-F9B1-4D56-AC70-2B9D8090ECAE},45.1,52.03,28.22,23.82,25526
449,13139000701,7.01,ARC 20,37700,38.43,{BFDD3FC4-62EE-49F8-A56C-0215023ACA7D},139.6,48.1,26.73,21.37,22598
450,13139000702,7.02,ARC 20,45568,40.99,{F5129880-E21F-4511-9293-E9E91B9D6F34},168.2,52.36,28.56,23.8,25292
451,13139000102,1.02,ARC 20,45671,28.47,{93FBA532-86E0-4356-B229-8930220C77C7},8.1,52.29,28.49,23.81,25470
452,13139000201,2.01,ARC 20,47050,12.92,{94F7612D-1FAC-47C5-9077-3A8BC115BDFD},14.7,53.29,29.23,24.05,25683
453,13139000302,3.02,ARC 20,65349,27.91,{48406905-5838-447A-B97B-93EFE265B514},54,55.13,30.8,24.33,25661
454,13139000900,9,ARC 20,35915,104.23,{292D12C7-602C-461F-9EE1-0091C097412D},86.1,49.17,29.88,19.29,19534
455,13139000500,5,ARC 20,58611,51.87,{1FFE2B79-7D48-4D8F-9441-6F0450DF8765},3,51.43,29.4,22.03,22968
456,13139001402,14.02,ARC 20,63750,49.8,{408639BA-0B95-48D4-AE95-AEF2BE1F21E2},95.1,53.93,30.62,23.3,24488
457,13139001002,10.02,ARC 20,46193,15.03,{A7AA9F38-65C5-42CB-8FA6-A8C9AA47F39C},63.8,50.25,28.41,21.84,23169
458,13139000800,8,ARC 20,26932,93.24,{A30B01DA-35CC-4A51-A9C1-31AF219419B2},-93.7,46.95,28.04,18.92,20184
459,13139000600,6,ARC 20,38880,66.46,{E2630337-B006-435B-A713-CDA64743778A},42.7,47.63,27.05,20.57,22291
460,13139000400,4,ARC 20,47424,47.62,{7A28A1AE-EF0C-4959-B00B-C7F46CDFC141},83.9,51.3,28.99,22.31,23338
461,13121007604,76.04,ARC 10,17238,242.51,{DD006D87-D931-4BCD-8A43-68F25153FFCC},177.5,38.86,24.23,14.63,16537
462,13121007704,77.04,ARC 10,36896,88.6,{108669FC-CBD7-48B2-A123-6342224847CC},-26.9,49.41,31.31,18.1,20166
463,13121007603,76.03,ARC 10,14346,312,{FCB08A1B-4A3F-4621-A7BA-7F2093214F37},-15,34.66,21.25,13.41,15403
464,13121011427,114.27,ARC 10,108881,112.21,{6E2C82CB-E810-49DC-9D81-8D236D6881FD},211.1,54.49,34.89,19.6,21245
465,13121011616,116.16,ARC 10,61719,115.49,{528F057C-06B3-4ADC-9706-D673B8C85616},234.5,45.65,29.86,15.79,17347
466,13121011617,116.17,ARC 10,104867,130.89,{BBF9791A-1B7B-4188-9946-F8AF68E68EFA},582.4,52.97,34.55,18.42,20264
467,13121011611,116.11,ARC 10,54842,77.8,{BF0B41FD-F283-4DEC-BCB3-BB4C03719C55},413.6,46.31,30.07,16.23,18039
468,13121010800,108,ARC 10,36435,132.83,{0979A05F-660B-444A-A448-D2DB82433227},91.4,44.21,28.1,16.11,17693
469,13121980000,9800,ARC 10,,,{60B7F75E-615A-49C4-AA69-13FDC1587F38},,,,,
470,13121004300,43,ARC 10,31607,333.37,{AC963086-A55D-41CA-A0F9-A5EC428004FD},-1745,38.25,26.04,12.21,12558
471,13121008904,89.04,ARC 10,70787,211.33,{3A92ED2D-9482-4CD4-B72B-7C4860B57FA6},266.7,45.72,30.2,15.53,16393
472,13121008903,89.03,ARC 10,66635,211.72,{41830EDF-FFF0-48D5-BEBC-8E6A0BB61F86},-1160,42.67,27.83,14.84,16064
473,13121001001,10.01,ARC 10,64583,225.2,{F1879D6A-9A28-4D56-9385-54942E33B568},1765,42.46,29.24,13.23,14127
474,13121009101,91.01,ARC 10,71691,305.03,{DF5DAB44-48F3-42F0-A749-B13193E3AAD6},-212.9,43.74,30.58,13.16,13728
475,13121001201,12.01,ARC 10,53623,478.72,{540AF5EC-AB30-4A95-B9B2-35FA39317483},5035,41.66,30.25,11.41,11199
476,13121001202,12.02,ARC 10,65255,516.34,{1DAE58F5-B22A-44DB-9922-B7CD39A70BF7},11070,38.09,27.6,10.5,10387
477,13121009102,91.02,ARC 10,44089,311.19,{D8788A3C-6C5E-4556-81CF-4E6AD0646B37},1405,42.52,28.88,13.63,14634
478,13121010108,101.08,ARC 10,166094,86.19,{168D183A-96ED-466F-BDE7-E8DF73D5F6B5},-7.5,63.71,44.09,19.63,21091
479,13121007500,75,ARC 10,17545,169.14,{4E4B4B6D-F4AE-43AA-B497-A5B7E21F0039},-168.5,40.33,25.31,15.02,17003
480,13121008101,81.01,ARC 10,29178,92.1,{0012AD57-CB9D-4B33-91F8-42D24D03EEFD},-480,48.45,29.94,18.51,20296
481,13121006000,60,ARC 10,23409,175.93,{A33CC07E-93F3-4EE9-B11C-52A5795552D8},-1455,43.77,27.74,16.02,17346
482,13121000700,7,ARC 10,63594,50.25,{B0AD633E-4EAF-4951-B692-AF5F545F36E4},-1081.4,46.74,29.1,17.65,19255
483,13121001002,10.02,ARC 10,24028,155.64,{0F5CD656-A915-4F6B-AF1D-5D60825F18E2},-1917.1,49.63,36.54,13.09,14723
484,13121011410,114.10,ARC 10,91774,104.36,{F4552B8A-060C-4A88-A7C8-63FF0967A1B3},32.7,54.23,35.18,19.05,20742
485,13121010107,101.07,ARC 10,150313,65.84,{FEAA6D20-F6F8-4403-A91B-5426BC0888C7},47.1,56.63,36.02,20.61,22601
486,13121011405,114.05,ARC 10,53134,139.69,{3360050B-7DAA-4A0C-A105-3DBF7C974C1F},132.7,47.11,30.83,16.27,17909
487,13121010106,101.06,ARC 10,76895,146.65,{78E99F80-BD0D-44A0-8166-89E0BB7C8FBC},111.9,49.39,31.86,17.53,19255
488,13121002900,29,ARC 10,64671,278.25,{9CA49AAC-D6D8-4239-8225-4218A729A612},3966.7,38.25,25.4,12.85,13273
489,13121010110,101.10,ARC 10,73655,157.6,{AB15F86A-13AE-4605-A4A2-5D7241301B55},571,46.39,31.31,15.08,15875
490,13121010205,102.05,ARC 10,90903,104.91,{EA13CBC6-FFF7-4A98-BC8B-ACEE54BF917A},165,51.98,33.81,18.16,19341
491,13121010210,102.10,ARC 10,59950,156.69,{2FCF212B-A06B-413B-8DD5-1B6BF7A7218E},199.4,49.32,32.2,17.12,18442
492,13121010209,102.09,ARC 10,51508,244.64,{C9CB934D-01AE-47A9-9A1D-5B4D671C2AFA},-24,40.12,25.88,14.24,15852
493,13121008902,89.02,ARC 10,53902,186.09,{8A5DD5C9-FD18-492F-8399-23E17C7E47AF},317.5,42.86,28.27,14.59,15476
494,13121008500,85,ARC 10,27880,108.17,{591DA153-5FEE-418C-A9F3-771B5CD08104},-682.7,39.75,23.12,16.63,18178
495,13121008601,86.01,ARC 10,20236,127.6,{C2D0134E-F87F-4C51-8288-9E6AA0AED170},-525.9,40.59,23.95,16.64,18496
496,13121005800,58,ARC 10,20345,102.35,{EC9DEE4B-65DB-4D59-93D7-A27B6CCB9A82},-1636,45.94,29.62,16.33,17458
497,13121007900,79,ARC 10,57784,101.11,{B3D77A80-8340-43E1-A478-DD93FF27173C},107,51.42,32.09,19.33,21438
498,13121010601,106.01,ARC 10,33139,156.75,{A6E216A5-D01F-479F-AC89-52EE89121766},-1088.2,39.02,23.06,15.97,17343
499,13121008700,87,ARC 10,21699,111.85,{3AAF992B-F989-437D-9ACE-D424C2880559},-12,41.85,25.57,16.29,18180
500,13121012300,123,ARC 10,43936,123.41,{4BA4879F-3974-4CCE-BE23-EA2684F73689},-506.4,44.25,28.47,15.78,17159
501,13121012000,120,ARC 10,12475,193.31,{D6FD1D18-5AA1-4BF6-A1EF-B9BC3861676A},97.8,39.95,25.96,13.99,15194
502,13121011900,119,ARC 10,23791,223.12,{56F6A9F7-CB0B-43B0-912F-10F7D2B6BE28},-253.3,42.14,30.16,11.98,12203
503,13121011800,118,ARC 10,13056,275.39,{B5D64D45-1ADD-4F41-A5C3-FAC17C96F049},-20,40.9,28.29,12.62,13699
504,13121011624,116.24,ARC 10,157991,132.74,{E94A0F05-E9AA-4C41-AF93-BBA0629D5EC5},269,61.12,40.76,20.37,22416
505,13121003600,36,ARC 10,30107,340.03,{50DD4130-8B4F-424F-9E62-5646F8B78EEA},-1475,37.2,25.46,11.74,11975
506,13121003500,35,ARC 10,56190,186.48,{2E5CB633-7BFA-44CC-BEA5-D84F4358F786},-2938,38.54,26.19,12.35,12950
507,13121010208,102.08,ARC 10,45629,215.42,{7EBE2C4A-A564-4A25-8EA5-74325E4BA1F4},260.8,44.58,29.09,15.48,17365
508,13121011411,114.11,ARC 10,76279,102.95,{11E8CC37-D758-4CD0-94A2-079CE6E4D508},-164,51.79,33.07,18.72,20490
509,13121011412,114.12,ARC 10,76442,82.82,{10B40CBF-2943-43A1-AC9C-F2180ABCA6F1},245.4,50.5,32.22,18.28,19699
510,13121011414,114.14,ARC 10,63991,198.41,{49C81C7F-D6B0-497C-8E37-025B24C178BA},-2.8,50.08,33.34,16.75,18420
511,13121010603,106.03,ARC 10,24873,170.86,{5606CB1A-5E34-4074-A599-3466A0B1E5E0},-786.7,38.28,23.07,15.21,17337
512,13121010604,106.04,ARC 10,30455,166.42,{85945B58-9A29-41AC-AED0-C50B25FFF6B3},-1058.9,41.42,25.67,15.75,17696
513,13121007300,73,ARC 10,23933,141.32,{2C411F8E-80A2-4453-BE6E-B96C6C57CD2C},-237.7,41.5,25.45,16.06,18079
514,13121010508,105.08,ARC 10,49340,87.86,{5642AB2F-E7E4-4349-92DA-2AE5CA9D1909},522,51.02,31.46,19.56,22080
515,13121010507,105.07,ARC 10,28052,135.82,{610F4B2A-ECCC-468C-85DA-003E7001FBEF},301.1,47.69,30.74,16.96,19253
516,13121010511,105.11,ARC 10,47100,54.08,{12013323-A7FF-4E3A-851F-951933944161},490.5,49.48,29.9,19.58,22353
517,13121011626,116.26,ARC 10,85551,115.72,{4F4FC95B-5E9E-4AEF-908B-E7E1D25F987F},1038.6,50.45,31.68,18.77,20516
518,13121011622,116.22,ARC 10,130294,100.12,{0D234EE9-8B5A-49CB-B11E-84817E482950},440.8,56.92,36.2,20.72,23024
519,13121011424,114.24,ARC 10,96487,137.86,{97BCF258-8B3F-4F62-9B73-EFB4B1D4AC57},342.6,53.17,34.21,18.96,20511
520,13121011422,114.22,ARC 10,70875,123.51,{3EC7608C-3B18-4D52-9D24-34E53D7A3FD6},353.1,49.02,31.18,17.84,19531
521,13121011505,115.05,ARC 10,155096,96.03,{044AEC89-17A8-40E7-AA73-E12C624D7208},79.4,57.46,36.77,20.7,22723
522,13121010123,101.23,ARC 10,50264,240.9,{330077C9-B1D3-4E09-B176-A0EE4768270F},-578.2,47.59,32.55,15.04,16095
523,13121000100,1,ARC 10,125819,143.85,{BDB8527D-FB8F-4322-B13F-C03AA5DDDB47},200,58.15,41.15,17,17081
524,13121000200,2,ARC 10,94125,214.76,{6A32736E-31B6-4AF9-970B-B5B19CE910FB},2.7,47.28,31.74,15.54,15720
525,13121009402,94.02,ARC 10,62745,277,{C9AC00A1-FD66-4318-93AF-E7A3F1A870A6},-206,36.03,24.01,12.02,12761
526,13121001100,11,ARC 10,72762,598.33,{8FC02EE7-76EC-44E2-B4A5-F256BA799BBC},5415,42.77,31.98,10.79,10852
527,13121000400,4,ARC 10,105938,163.75,{15184A8B-4F1D-4E99-88E6-4EA727CA02F7},46.7,45.61,30.95,14.66,15095
528,13121009200,92,ARC 10,54130,202.83,{00A4CBF2-C6F1-4F91-B86B-D1936F274603},1725.7,41.41,27.66,13.75,14447
529,13121008201,82.01,ARC 10,27490,135.98,{2074F7EE-BA24-4C2B-9FB4-176A73219FAD},175.2,45.58,28.19,17.39,19244
530,13121007808,78.08,ARC 10,11438,271.67,{A1C1137F-DF18-4A2A-8837-8A70D42CB266},483.3,35.6,20.91,14.69,16341
531,13121007806,78.06,ARC 10,31886,120.77,{E79EFFD1-55F6-4256-AB79-2AF86651C3CB},122.6,47.45,29.99,17.46,19617
532,13121008800,88,ARC 10,88477,55.12,{0D1332A0-ED4A-4AC3-A6E9-94D5879D2CA8},421.8,47.37,29.23,18.14,19742
533,13121008602,86.02,ARC 10,33875,87.65,{7F0256C7-4850-4D4A-B9A8-1307586FFF4F},-1300,44.79,28.07,16.72,19089
534,13121010121,101.21,ARC 10,67443,166.07,{88C17321-6B12-4570-A444-A1D637EFD159},547.5,49.49,33.26,16.23,17504
535,13121010119,101.19,ARC 10,35736,238.8,{E3801757-1167-496D-8ECC-C69434E92CE4},251.3,40.5,26.18,14.32,15884
536,13121010211,102.11,ARC 10,125417,96.17,{502ED3EC-14B2-413B-9FB4-83D99018FCF3},514,51.77,33.65,18.12,19069
537,13121009801,98.01,ARC 10,143000,129.51,{3BC075AE-0F61-4D42-868F-EC3F05352BFE},290,58.26,40.62,17.64,18734
538,13121009603,96.03,ARC 10,59800,214.99,{B5848C91-5447-4FAB-AF5E-961EB3F7436D},1684.3,44.21,30.6,13.62,14039
539,13121009601,96.01,ARC 10,88264,250.58,{3EE4038C-4BD5-4C2E-9C67-E49AAA5E373C},1743.3,46.6,32.96,13.65,13836
540,13121007705,77.05,ARC 10,21170,161.22,{D862798D-CAF2-43FF-8B53-40A85DCF5DDD},496.9,40.47,25.1,15.37,17309
541,13121011612,116.12,ARC 10,134375,63.21,{C086FE9D-8BBA-4546-8CB9-9D87E6FF378A},-353.1,56.48,35.97,20.52,22479
542,13121011623,116.23,ARC 10,94300,122.05,{2ACDEE18-06F9-4AD7-9EDD-4C9B47BDDEB1},1144.4,52.03,33.33,18.7,20365
543,13121011625,116.25,ARC 10,115974,123.92,{C26A28EA-2967-4DDE-96D2-46AD9B60F27C},935,55.54,36.9,18.64,20149
544,13121011619,116.19,ARC 10,79688,136.49,{EBD98FEB-D91F-4E70-A382-44E5015DDFAA},566.4,47.21,31.45,15.76,17257
545,13121011621,116.21,ARC 10,122568,118.43,{5D8B7677-7663-4144-A439-9A39C0086A0A},204.7,55.41,36.84,18.57,20644
546,13121000500,5,ARC 10,77865,194.66,{564831B8-BFD9-4CE8-87D3-A4651B7EBE5F},750,48.74,34.58,14.16,14515
547,13121009300,93,ARC 10,92857,190.83,{C5085AD6-EA08-4832-A1FB-8B22F16A3946},-242.2,48.81,33.35,15.46,15801
548,13121009900,99,ARC 10,110865,110.67,{D8650EF4-D03A-4B29-A28C-107132CB3175},167.3,55.61,38.27,17.33,18504
549,13121009000,90,ARC 10,103387,153.62,{039205EC-1A3B-44E0-8309-811A97DD391C},693.3,55.25,38.57,16.68,17246
550,13121009700,97,ARC 10,163125,68.18,{90B3985B-265A-4BA6-AE02-A42D6C7DA70F},-94.3,57.43,38.58,18.86,20097
551,13121010206,102.06,ARC 10,160223,84.22,{15BD6EB0-3DC2-4D53-8889-C2DD4B18F1F4},9.1,57.49,38,19.5,20935
552,13121010204,102.04,ARC 10,143158,97.83,{4E5B2673-8D49-4BBE-83A0-31A548C28856},2.4,63.06,43.12,19.94,21638
553,13121007100,71,ARC 10,20282,106.87,{CBF88FA3-B94E-4757-8D49-2B5BB9268F4C},-1778,42.98,26.34,16.63,18736
554,13121006801,68.01,ARC 10,,,{5D92C957-FA99-4478-96B2-6372313492CA},-766.7,,,,
555,13121006900,69,ARC 10,48482,124.3,{300B4B60-8BF0-451B-AE1C-23516056256D},-113.3,44.33,27.53,16.8,18404
556,13121005200,52,ARC 10,78438,165.63,{A87F0B99-A3AB-4589-8669-A009CE8D55F6},687.8,45.88,29.87,16.01,17063
557,13121005000,50,ARC 10,57670,161.27,{5EEA282D-2118-4034-A78E-E44188AB275A},-44,43.2,27.72,15.47,16326
558,13121001500,15,ARC 10,60722,330.59,{391C2FEC-2D28-43E8-AF77-E72E1FCEF8A7},302.5,44.04,30.65,13.39,13690
559,13121007807,78.07,ARC 10,17466,108.73,{3C2E85F2-6A9B-4255-BE1C-CA5B07437262},-449.1,43.42,26.26,17.17,19154
560,13121010510,105.10,ARC 10,42651,39.45,{720A6776-841B-4658-A74F-4F9025072CE1},766.3,48.21,29.26,18.95,21804
561,13121010512,105.12,ARC 10,28529,91.99,{F786AB2C-D9CE-4A2C-B7F6-140691E7D606},213.9,42.02,25.69,16.34,18917
562,13121007802,78.02,ARC 10,46116,84.68,{0CD4BB0F-9AAC-4C1D-8984-E7F3F7ADD367},332.6,49.25,30.14,19.11,21418
563,13121007805,78.05,ARC 10,37857,49.21,{B58C626D-8694-4810-A58F-736801294F1C},-118.6,44.45,27.06,17.4,19964
564,13121011618,116.18,ARC 10,97763,102.89,{1026BBB0-BD06-4888-8466-882241B219F8},1114.5,52.99,34.37,18.62,20115
565,13121011610,116.10,ARC 10,81992,103.07,{AEA4E7C6-5D52-4E21-8F16-757794EDA977},-1.7,51.49,33.03,18.46,20264
566,13121011614,116.14,ARC 10,73697,183.92,{61CDE5BA-FBE0-49E8-9F87-2D83CE974FA3},2205.5,47.2,30.88,16.32,17740
567,13121011620,116.20,ARC 10,96875,143.57,{4699BFC0-7A03-4609-BAE2-CB81081CA239},719,54.28,34.57,19.71,21975
568,13121011420,114.20,ARC 10,31662,257.36,{C8DFA6C2-F0FD-44A9-A7FA-7D0FC5066CAD},670,40.97,26.96,14.01,15061
569,13121011613,116.13,ARC 10,91461,96.16,{FA1F9F6A-0172-4C72-AC38-3ACAEE26ACC4},398.4,51.73,32.81,18.93,21201
570,13121011426,114.26,ARC 10,99196,126.46,{48F6BF6A-7C81-4812-B58C-44DE7BE866DA},-91.7,54.62,34.69,19.93,21662
571,13121011425,114.25,ARC 10,176818,85.37,{CD1A660A-8A4D-4C6B-819F-D009B77E258A},176.7,65.67,45.37,20.3,22223
572,13121011423,114.23,ARC 10,104333,77.21,{0923984A-CFDC-4887-805B-40CF5B2E5BBB},72.8,54.29,34.58,19.71,21494
