OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_1__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp1_HousTranCsts_Pct_Income,Tp1_HousCosts_Pct_Income,Tp1_TranspCosts_Pct_Income,Tp1_AnnVehicleMilesTraveled
573,13121011418,114.18,ARC 10,103926,75.98,{0DD40B42-F319-4C6E-8576-056C63C23E0F},64,55.86,35.57,20.29,22188
574,13121002600,26,ARC 10,30458,228.88,{496800B4-6A0E-4824-97FA-E232CA153D9E},-1160,34.16,21.26,12.9,13815
575,13121001700,17,ARC 10,32847,280.14,{5DC9BE69-3B33-4B1A-997B-8CEE43D10FD3},588,39.37,26.08,13.29,13565
576,13121001400,14,ARC 10,69018,331.38,{AC6E10FD-0261-4B45-A910-B941DCE812D2},173.3,42,28.82,13.18,13175
577,13121003000,30,ARC 10,71875,246.71,{BB2168EF-6B27-4B94-B7EA-12E91442C474},1808,44.1,29.78,14.32,14316
578,13121011000,110,ARC 10,22411,152.33,{C6FDAC90-C91D-4A8A-B3A6-A433ED0CFD67},-1281.8,41.68,26.03,15.64,17346
579,13121007400,74,ARC 10,14754,176.8,{F6BDF7F2-D312-4E63-AF63-504355BE8CFF},-930,32.7,18.33,14.37,16745
580,13121006400,64,ARC 10,27159,113.22,{379B4B2B-ACC4-4FB6-AD07-805D85AC5624},-3252,43.89,28.71,15.18,17486
581,13121005300,53,ARC 10,91250,173.53,{8A057CDF-9EB3-49B2-AF58-69B244725661},612.2,45.51,29.28,16.23,17363
582,13121005502,55.02,ARC 10,16321,205.83,{618CFB7D-8B71-4103-A154-6FF13EE4CC2B},1895.7,39.19,24.9,14.29,16160
583,13121008202,82.02,ARC 10,26736,56.64,{9D775859-CE91-4B72-9093-569435662510},-907,37.46,22.71,14.75,16341
584,13121010513,105.13,ARC 10,46486,30.51,{2168D655-BF42-43A9-A756-39F8481944B8},532.7,48.55,29.07,19.48,22582
585,13121010304,103.04,ARC 10,83798,41.41,{C6CAFA52-E5DC-4594-B033-528829BE2011},532.8,53.52,32.07,21.45,24292
586,13121010303,103.03,ARC 10,71333,41.25,{267BF31E-F411-4ED0-BB15-43E44C363DC8},237.1,50.88,31.14,19.74,22101
587,13121010514,105.14,ARC 10,59005,14.86,{FBB16980-7743-4316-8B0D-B8382ACE25DE},374.3,50.92,30.25,20.67,24139
588,13121010301,103.01,ARC 10,60972,26.68,{22F92606-EF61-4B31-9FE0-E667F207F8BB},363.3,51.8,30.52,21.28,24659
589,13121010400,104,ARC 10,51907,5.67,{BE77CCF8-4E82-4D25-9185-7DC1FAEDC762},18.5,50.67,29.49,21.18,25203
590,13121011421,114.21,ARC 10,48117,128.25,{BDD72841-DE83-4EC7-AEC9-8FDC6BC3D08F},396,45.18,29.8,15.38,16809
591,13121011416,114.16,ARC 10,99355,105.58,{375FF106-3594-414D-A719-03D75A6E004C},147.3,54.85,35.21,19.64,21548
592,13121011506,115.06,ARC 10,152898,72.46,{A933E582-2963-4F8B-B6DB-BFA8EDCAAD7C},136.8,56.3,35.13,21.17,23637
593,13121011417,114.17,ARC 10,87083,86.53,{A6BAB424-D263-4415-8024-A19F6BD0B61E},246.6,53.12,34.01,19.11,20964
594,13121007001,70.01,ARC 10,26157,80.15,{27461A9B-5949-419F-8074-113653D3DA31},-579.4,44.08,26.3,17.78,19859
595,13121006700,67,ARC 10,19907,122.2,{22DD6A9A-37AE-441F-B170-701E1571B134},-236.9,45.09,28.97,16.12,17898
596,13121006300,63,ARC 10,23398,116.04,{4D380FD9-0120-4378-9FA2-1F43DB9CEE7C},90,44.23,28.67,15.56,16898
597,13121005700,57,ARC 10,16310,178.6,{EF2DAF72-1AE3-44C5-AA38-2B06D3A89789},540,40.01,25.43,14.59,15578
598,13121006500,65,ARC 10,42442,96.8,{E1C20C53-6AF3-49E5-8665-99BFD17BE4D6},-766.2,45.12,27.34,17.78,19203
599,13121005501,55.01,ARC 10,20150,162.81,{C3A3970B-4AF8-43CA-AC0B-8D7AB92622EE},-122,43.29,27.61,15.68,16806
600,13121004900,49,ARC 10,58485,214.38,{65D3BED4-CA0C-4689-90F7-C7C34C7D3DB4},1110,44.82,29.8,15.03,15376
601,13121004800,48,ARC 10,10785,278.84,{14C4791C-402D-49C4-B7D6-6F77023593E6},-6635,40.71,28.93,11.78,12738
602,13121002800,28,ARC 10,15172,288.8,{3C5E1F24-BFC3-470F-B3B0-E73AF54D72CF},2296.7,38.62,27.21,11.41,12043
603,13121011419,114.19,ARC 10,81942,104.12,{BF727CE1-F67E-43EF-B862-12C41AD93645},528.5,53.61,35,18.61,20354
604,13121011503,115.03,ARC 10,123068,34.54,{CEEE594F-059F-4CF7-879B-27E0E6F6493C},259.6,56.94,35.86,21.08,23496
605,13121011615,116.15,ARC 10,135471,70.03,{F9751793-E797-4E29-9FD9-F3D787145B91},350.8,56.14,36.2,19.94,22194
606,13121011504,115.04,ARC 10,160431,52.62,{FD62FD65-B180-45D1-A179-94205B7BC015},250,61.26,39.23,22.03,25168
607,13121010515,105.15,ARC 10,45392,49.53,{DE2D4F30-FE2D-4EAE-84A3-AB1840310021},616.1,49.22,29.2,20.03,23423
608,13121010516,105.16,ARC 10,50179,78.3,{FB4BB0C4-330E-4C30-9C08-1B73727EA65D},449.1,49.66,29.9,19.75,22321
609,13121010120,101.20,ARC 10,54495,222.52,{A5492720-00F9-43D2-9F47-55890C865108},1057.5,42.6,27.51,15.1,16832
610,13121010117,101.17,ARC 10,43949,278.33,{B052A8C2-EA2F-4149-9FCA-AA697D9407EF},678,39.15,25.89,13.26,14423
611,13121001800,18,ARC 10,32453,447.7,{C2255DDB-0499-4627-AD95-0144A3ABBCDC},915,35.68,24.2,11.49,11795
612,13121001300,13,ARC 10,56320,317.24,{8BDE039E-FA89-4D54-B498-F8EF5B326E5E},348,42.89,29.46,13.43,13240
613,13121001900,19,ARC 10,51098,270.25,{535B3B71-5788-4899-A475-D549338A0F9A},6302.5,35.48,23.87,11.6,11754
614,13121002100,21,ARC 10,35250,268.27,{3E3C0768-B587-4058-8C8C-29E74143E718},2926.7,42.96,30.88,12.08,12245
615,13121004400,44,ARC 10,18778,262.91,{199E0BC5-2113-4862-9244-19E04E2AA055},1736.7,38.11,25.4,12.71,13299
616,13121003200,32,ARC 10,48699,225.23,{6A664C09-18B8-4A82-81D4-7F2E9FC31589},1287.5,39.5,25.68,13.82,14829
617,13121004200,42,ARC 10,18722,253.56,{5E7BD929-0BBB-4AA7-8DB1-98EFCDEF35BC},-562,41.29,27.86,13.43,14206
618,13121003800,38,ARC 10,21932,133.72,{D1E308C6-3364-4FCD-B91D-E7B60883ECB3},5646.7,39.63,25.2,14.43,15929
619,13121002500,25,ARC 10,19912,270.45,{0875578F-B6C4-40F2-876B-6976A5E951A9},-256.7,37.11,23.53,13.58,14261
620,13121002300,23,ARC 10,19840,171.69,{F2C9BEA0-4830-4FF2-86BC-D0DB9617CC2A},-3095,38.94,23.98,14.95,16047
621,13139001608,16.08,ARC 20,82111,44.64,{2CE45245-1942-487E-8626-0ACEA5C6377F},567.6,56.2,31.77,24.43,25901
622,13139001603,16.03,ARC 20,66813,51.52,{66187E3E-60F0-4006-9D5B-7934DB159FAF},104.9,55.08,30.91,24.16,25747
623,13121010118,101.18,ARC 10,27064,232.19,{7591CAB7-17C9-4C92-B6A2-A1B33D1B27F4},800,41.76,27.14,14.63,15801
624,13121010113,101.13,ARC 10,49284,337.98,{9C48B462-9B1D-4356-B3E9-6A7F7489806D},1258.9,41.92,28.58,13.33,13847
625,13121010115,101.15,ARC 10,106167,82.24,{86FAE60D-6F18-48A5-BF8D-40F72D5142BD},475.4,61.03,43.47,17.57,18516
626,13121010122,101.22,ARC 10,69943,220.63,{BB9471DD-12D9-4932-987B-5DE482CF4AF8},900.8,49.69,35.24,14.45,15262
627,13121010114,101.14,ARC 10,54105,166.2,{BEC73138-2C7B-4F14-B129-4A7F29785FF7},221.9,47.52,31.5,16.02,17087
628,13121000600,6,ARC 10,43570,294.66,{133C62B1-CCE3-4886-ACA3-B8AF833248F0},4160,38.06,25.5,12.56,12895
629,13121006601,66.01,ARC 10,30234,69.83,{BBED76E0-D2E8-4D4F-A3FC-3E50DD2DE426},-670,46.19,28.7,17.49,19105
630,13121006602,66.02,ARC 10,12439,182.84,{6561C99F-A203-4F30-B4C3-8A3ED71EDBDF},-1380,35.8,21.31,14.49,16225
631,13121006200,62,ARC 10,20900,87.6,{9EB24AF3-6FBB-4FFD-8F0F-D8C61BBBAC09},-757.5,43.23,26.47,16.76,17898
632,13121006100,61,ARC 10,22500,110.32,{52A77B8D-E492-4943-8B81-8BAC022E779A},-950,46.09,28.53,17.56,19074
633,13121001600,16,ARC 10,63750,263.89,{7005DB22-42D3-4070-85F8-31C5D5C22956},1705,38.95,25.82,13.13,13647
634,13121003100,31,ARC 10,47941,164.62,{50144AC4-D279-49CD-B83E-11549FBD0624},-90,42.47,27.32,15.15,15473
635,13121006802,68.02,ARC 10,7872,231.03,{8BC03F6C-F81A-4914-8FFA-0A02A7B1D022},206.7,38.37,23.49,14.88,16798
636,13121007602,76.02,ARC 10,32893,89.35,{6BCC5CEA-E309-456F-AE01-A3FD3DB1BFB7},-330.8,46.57,28.94,17.63,19616
637,13139001606,16.06,ARC 20,48051,55.62,{505D9EB1-6B47-43DF-9B37-DAFE7CFC39E6},543.6,47.7,27.18,20.53,21689
638,13139001101,11.01,ARC 20,22392,53.93,{F3CF9EF8-902A-4B30-9212-B63E6ECCE079},-808.1,43.03,25.13,17.9,18212
639,13139001605,16.05,ARC 20,74917,63.42,{C0F961D1-DB9E-4ADF-A424-E9C55DF79BAC},357.6,55.92,31.8,24.11,25109
640,13139001604,16.04,ARC 20,72337,55.48,{ED2BDB9E-C5CF-404D-B134-BBD4CD7F9757},470.2,54.66,30.97,23.69,24669
641,13139001502,15.02,ARC 20,77448,17.91,{D4030B38-2F99-4FE7-8A72-EF86FF7454C0},46.9,55.19,31.29,23.9,24819
642,13139001607,16.07,ARC 20,53454,67.33,{5085DA23-ECE2-4B0C-9A14-161FB86A1848},211.3,53.03,30.45,22.58,23743
643,13139001302,13.02,ARC 20,62477,61.61,{15E82B8A-CC82-41AA-952C-486E8C4B13AD},122.1,52.97,29.33,23.64,24842
644,13139001301,13.01,ARC 20,57744,13.2,{DC9314F6-931C-4EF4-89FF-087D8AFA7376},149.1,52.3,29.34,22.96,24206
645,13139001403,14.03,ARC 20,34009,61.15,{6F3C13D1-44AE-46AD-8BE3-99F82C007A36},214.4,48.23,28.19,20.04,21195
646,13139001404,14.04,ARC 20,48810,8.95,{8AC8173A-8906-42CB-9555-35BB193676BF},89.3,49.28,28.06,21.22,22201
647,13121010212,102.12,ARC 10,51790,225.79,{D57128DC-7C94-459C-A607-AC5B2172984D},-163.8,45.8,30.52,15.28,16356
648,13121009802,98.02,ARC 10,159405,83.55,{B8FE85CC-B46F-46F2-A2F6-FA5DCC452109},110.2,68.95,51.44,17.51,18820
649,13121009403,94.03,ARC 10,54643,347.38,{DB9E79A3-BB5A-4487-93AC-1AF1F3593F99},3148,43.26,30.85,12.41,12676
650,13121009404,94.04,ARC 10,86205,224.44,{D948C92B-3656-41AA-ADD3-64111CCEA4BB},1475,48.12,33.63,14.48,14954
651,13121010001,100.01,ARC 10,96343,160.04,{1C8E8DFC-8108-4344-B669-40CBD2012090},570.6,47.24,31.92,15.32,16041
652,13121009602,96.02,ARC 10,96696,295.04,{BBBF466D-51A2-45CD-8D5D-500CABC915E5},1134.4,46.67,32.99,13.68,13724
653,13121010002,100.02,ARC 10,148838,142.69,{5BC989F1-AE64-494F-B48C-2DB4B20F70A2},793.3,56.67,39.93,16.74,17280
654,13121009502,95.02,ARC 10,50655,300.46,{C8E3F90D-3C26-4CAB-AE46-99C9D2345E11},600,44.7,31.07,13.63,14151
655,13121008000,80,ARC 10,40517,80.64,{179C44B7-DFAC-400B-824C-CA2AF0428982},-400.9,47.58,28.94,18.65,20373
656,13121003900,39,ARC 10,19808,150.11,{960C4119-7101-454A-BF10-1A959CBF32A9},-3650,41.89,26.28,15.61,16653
657,13121004100,41,ARC 10,22372,161.18,{7925E953-23E4-4256-ADBC-E718B4C90A55},-1406,42.04,26.71,15.33,16312
658,13121002400,24,ARC 10,30500,157.9,{F7AD0FED-50CD-4767-A475-BE801E399863},-388,41.63,25.91,15.72,16823
659,13121004000,40,ARC 10,26875,109.31,{466BA37A-5CBC-4D6F-BC38-E9CD5C371714},-1558.3,46.76,29.2,17.56,18862
660,13121008400,84,ARC 10,20458,195.41,{85CDBB69-1260-49D3-AAF2-918B7E72A98D},-3184.3,39.82,24.27,15.54,17070
661,13121008302,83.02,ARC 10,28542,117.18,{0E2A45F4-733C-46E2-B7CD-D494EB52ACA3},-1161.4,43.19,26.07,17.12,18951
662,13121008301,83.01,ARC 10,24286,106.58,{CA971B00-73EB-4EF9-9B85-40A4F1FD1CBC},-941,41.81,24.76,17.04,19171
663,13121007200,72,ARC 10,22669,50.43,{874284CC-59AF-4D0A-ACFE-8375C1D58D1C},-701.7,46.94,28.73,18.21,20539
664,13139001501,15.01,ARC 20,67775,28.89,{B3DCBA59-BA91-4360-B512-43BB9EBFB6C0},82.7,52.93,29.66,23.27,24861
665,13139001102,11.02,ARC 20,33533,17.07,{0A718085-CE9E-4107-920E-C5C769F2FF04},991.4,53.02,32.14,20.88,21795
666,13139001201,12.01,ARC 20,36282,53.72,{B084E5E1-160C-4838-95BF-792DCB67993A},96.6,48.99,27.4,21.59,22843
667,13139001004,10.04,ARC 20,45560,87.07,{0D885EFB-E21B-41E5-8C65-5D4FCD494B45},489.7,45.44,27.31,18.13,19056
668,13139001003,10.03,ARC 20,30241,83.3,{871B893B-6682-4D5D-812F-A1D00BC989E3},740.9,41.17,24.54,16.63,17421
669,13139000305,3.05,ARC 20,56656,8.71,{B12AEABF-E72A-49BD-9056-F915C8D1B931},91.8,52.44,28.49,23.95,25277
670,13139000304,3.04,ARC 20,42417,19.72,{72381FBB-462E-4A88-A8D8-DD3D6AAD761B},76.5,51.65,28.16,23.5,25250
671,13139000303,3.03,ARC 20,71346,26.25,{6AB8F1AC-7610-4E50-AF67-50CBCA4AA439},74.1,49.15,27.09,22.06,23371
672,13139000203,2.03,ARC 20,66840,6.87,{AB34B7E7-80E3-4665-B27D-1849BFED8803},39.9,52.92,28.78,24.14,25879
673,13139000204,2.04,ARC 20,74457,13.98,{B6C9B9D1-E488-41BD-A02A-994C9D3FBC25},27.8,53.02,28.79,24.23,25412
674,13255160100,1601,ARC 20,51509,7.05,{9307F826-D1D3-4DED-9BCC-860AF316165B},11.6,48.96,27.82,21.13,25422
675,13255160200,1602,ARC 20,49301,8.43,{4300096C-14B6-4AB5-80E8-167A62BBA941},43.8,49.47,27.8,21.68,26306
676,13255161000,1610,ARC 20,52612,12.89,{EADA9C8F-3D8F-438C-8929-90B4EAD280DD},13.3,51.48,29.22,22.26,27003
677,13255161200,1612,ARC 20,50460,41.01,{A0A4CD2B-98CF-4319-9FEB-94443DECFC88},47.9,47.39,27.28,20.11,23839
678,13255161100,1611,ARC 20,54304,50.81,{ACFA3284-3424-4082-8131-C19ED2C88F96},89.1,50.15,29.7,20.45,23781
679,13255160900,1609,ARC 20,31298,7.76,{19C27910-2ED5-44F5-802C-8DB4FE83DB6B},-79,45.73,25.97,19.76,23458
680,13255160800,1608,ARC 20,22888,22.95,{94CDF145-7677-4FEC-A956-20384D928809},-115.8,39.54,22.63,16.92,20035
681,13255160700,1607,ARC 20,37446,57.9,{4E05C2FF-CE48-4EE6-B876-731E4F39493F},129.6,46.09,27.11,18.98,22857
682,13255160500,1605,ARC 20,37444,2.05,{8F5B1370-0D73-4165-B577-4BF952EC906D},125.1,49.63,29.15,20.48,24106
683,13255160400,1604,ARC 20,22992,25.84,{2F3F1952-20E5-4850-8CC6-58CC8B3F3681},-133.3,42.34,23.74,18.61,22116
684,13255160300,1603,ARC 20,26618,12.13,{CC2698B3-DF39-4C31-988B-C44C0C7773A3},0.1,45.29,25.53,19.76,23938
685,13255160600,1606,ARC 20,55174,7.25,{9C8F006C-323C-42CD-A984-D2BDBCAF5659},8.6,50.17,28.11,22.06,26582
686,13097080102,801.02,ARC 10,45830,20.96,{06B494B2-FAF0-4BFC-A53A-F0657D2FCA1D},296.1,49.05,30.72,18.33,21124
687,13097080602,806.02,ARC 10,60982,18.47,{3264DCBB-9E98-4871-9A92-11375A0E4F65},145.6,51.67,30.48,21.19,24567
688,13097080508,805.08,ARC 10,54566,56.7,{B16F1C7B-5A40-411B-A5F6-47753BFDB3FE},16.4,48.33,30.25,18.08,20422
689,13097080510,805.10,ARC 10,65042,28.23,{C4F08D49-1DDE-4E68-96C5-ADD45E798E64},365.3,53.46,31.85,21.61,25315
690,13097080509,805.09,ARC 10,79085,19.84,{3412F011-1826-4BCE-A0C8-2327064F544D},338.8,55.47,33.87,21.6,24880
691,13077170602,1706.02,ARC 20,82854,38.32,{C7350446-D161-4E6E-8312-16F6ECFADDFA},1849.5,52.45,31.14,21.31,25010
692,13077170503,1705.03,ARC 20,73693,5.01,{17B2C3B9-2EE6-4468-AC92-48A9974A06DE},84.1,50.56,28.56,21.99,26325
693,13077170501,1705.01,ARC 20,63905,0,{5AA0B9FF-4E66-41FA-BDE8-C03787CB3436},31.6,51.97,29.77,22.2,26532
694,13077170406,1704.06,ARC 20,73587,44.76,{3D76F5E7-7E98-49AD-B288-3E48F17B6B7A},113.3,53.01,30.95,22.07,26295
695,13077170305,1703.05,ARC 20,37004,34.7,{F2B0D96C-BF55-4468-9E2D-0182D42EEBE3},349.9,43.41,25.78,17.63,21251
696,13077170601,1706.01,ARC 20,32725,13,{6AEFEC26-19D5-4E9D-8313-056BD54330BE},165.9,42.97,23.96,19.01,22956
697,13077170603,1706.03,ARC 20,69276,18.76,{318070BE-F9F2-4E02-8FD2-16A7DC4D28A3},75.5,52.43,29.98,22.45,26990
698,13077170502,1705.02,ARC 20,61650,19.75,{FC0D1C08-2F76-4082-9B9B-4196D58CF8AF},69,52.57,29.58,22.98,27843
699,13077170405,1704.05,ARC 20,79531,35.74,{6A861266-4CE7-4C64-AA12-F7637A44C9D3},153.8,53.05,31.21,21.84,25962
700,13077170404,1704.04,ARC 20,78459,50.93,{FFD8977F-FFC0-46E7-9F1A-1EEDFE35BF8E},90.3,55.36,33.08,22.28,26386
701,13077170403,1704.03,ARC 20,88071,10.71,{CB72539B-D979-4277-A4E4-C9D889AF61FB},108.8,52.85,30.51,22.34,26190
702,13077170306,1703.06,ARC 20,59006,38.04,{C1D69399-7B42-4222-A834-657BB6102E83},430.1,49.69,30.08,19.61,22878
703,13097080603,806.03,ARC 10,70833,24.39,{7306C263-6910-421A-85B9-2E9E769D4880},316.7,52.03,31.41,20.62,23868
704,13097080511,805.11,ARC 10,65185,18.94,{781416C1-01A9-4010-A8C6-1EF0258DB975},291.3,52.83,30.79,22.04,25922
705,13097080304,803.04,ARC 10,42972,18.68,{7C69E985-46CC-46AB-9CA1-0EC6C7457006},229,46.39,28.78,17.61,20601
706,13097080404,804.04,ARC 10,61341,10.69,{1767D8F1-5B9F-4693-BB46-429A9BC3EF52},190.8,51.47,29.76,21.71,25816
707,13097080303,803.03,ARC 10,37266,23.49,{C9AA92E1-D779-4A37-80B5-EC29B209974F},-72,45.71,27.19,18.52,21552
708,13097080403,804.03,ARC 10,64917,2.55,{893271E5-3960-427A-BEF6-204D4C1949A4},139.6,51.8,29.48,22.32,26523
709,13097080103,801.03,ARC 10,32285,102.24,{C8BE34EE-8914-4CBE-987D-2EFBA1608C06},60.3,41.88,25.41,16.48,19131
710,13097080604,806.04,ARC 10,57674,27.62,{BA834EA3-FE1F-40CB-BACF-8870C87B12C7},331.2,51.95,30.24,21.71,25363
711,13077170304,1703.04,ARC 20,69519,8.21,{CBEE6A48-1408-4451-A6AF-5462F0E4264B},159.4,50.3,28.88,21.42,25714
712,13077170303,1703.03,ARC 20,95767,24.54,{E67157A3-F5FA-4229-95F5-33731D000A7A},87.2,54.01,31.04,22.97,27432
713,13077170802,1708.02,ARC 20,48403,1.02,{BE42FAFB-F7F8-416E-B622-628529468192},27.6,51.21,28.41,22.8,27555
714,13077170801,1708.01,ARC 20,47640,0,{F4CC5C50-53E7-4C12-8B2B-88B63EA7F48A},40.5,50.29,27.76,22.53,27645
715,13077170700,1707,ARC 20,38075,23.76,{CE2D572D-25CE-4182-A755-CACDB39C3A5F},27.2,47.65,27.6,20.05,24039
716,13077170402,1704.02,ARC 20,88426,31.17,{9E843070-1C18-42DE-9327-2DB9EBBA4E6A},144.4,51.51,29.88,21.63,25425
717,13077170200,1702,ARC 20,44712,16.68,{A7E444E6-8993-4B69-BB18-A435B4FC4747},41.1,49.25,28.39,20.86,25032
718,13077170100,1701,ARC 20,58720,1.46,{0C3997DA-A65A-4A3D-8169-3CE242CAB23A},13.2,50.77,28.07,22.69,27458
719,13097080201,802.01,ARC 10,52963,31.44,{D19E4CB7-913C-48FF-9E81-09FD768747DA},185.1,50.73,29.87,20.86,24397
720,13097080506,805.06,ARC 10,51723,17.17,{7F705176-02EA-4BBB-9513-50B222896A67},84.8,51.57,29.92,21.65,25636
721,13097080505,805.05,ARC 10,54344,0,{17396C55-8CD0-40B0-9ECA-5BFD730BA1E9},224.7,48.49,28.78,19.71,22958
722,13097080202,802.02,ARC 10,39663,53.63,{1AD12FDE-7951-4A1E-A9D3-79C864C4FB62},382.2,48.87,29.57,19.3,22458
723,13097080507,805.07,ARC 10,60694,23.38,{D8D6F0AF-5AC1-46D1-9F2C-4D035E88B208},119.2,52.83,30.66,22.17,26051
724,13097080402,804.02,ARC 10,80386,11.05,{3D0F8790-0926-4B99-8230-843AFBE93DFD},72.1,53.02,30.27,22.75,27262
725,13097080301,803.01,ARC 10,40722,31.95,{9EAF9684-D6F2-4C70-9BD4-925437E1E29A},536.9,49.18,29.29,19.89,23488
726,13089980000,9800,ARC 10,,,{93343C4B-AB14-41E4-B100-202A5006834F},,,,,
727,13089023428,234.28,ARC 10,34297,155.05,{04E4BE93-2A06-4975-B705-1685436B3A66},633,44.04,27.45,16.6,18925
728,13089023426,234.26,ARC 10,60523,83.67,{2F46C82D-7009-48B7-9EA2-7E3247C54C4C},405.7,53.2,32.46,20.74,23510
729,13089021502,215.02,ARC 10,59383,173.39,{8E44CCF5-379F-4F89-8C86-810B30A68DB8},117.1,47.07,31.87,15.2,16108
730,13089022302,223.02,ARC 10,58977,124.25,{FFC5F9A9-3BCF-429F-A6D3-2E4568FEBA8C},-18.6,45.66,29.14,16.52,17545
731,13089022007,220.07,ARC 10,33039,220.09,{3770E13E-E729-45AB-814E-8003087108AA},-450,38.46,24,14.46,15675
732,13089021602,216.02,ARC 10,72168,203.18,{EEAA6DC9-E67B-45BF-884A-DCA3F5AF0BB6},377.5,47.82,32.04,15.78,16637
733,13089023803,238.03,ARC 10,40352,76.02,{A062C067-A507-4ACC-84B5-F8737EAE8072},-439.5,47.83,28.77,19.06,21054
734,13089022402,224.02,ARC 10,27045,136.13,{758F89BD-C408-4AAC-A95C-3539C651233A},1050.8,41.53,27.11,14.42,16690
735,13089022700,227,ARC 10,92667,130.32,{698F8D6C-73E9-499F-86E2-E118EA8651B3},392.2,47.62,30.77,16.85,17953
736,13089022403,224.03,ARC 10,132313,110.8,{E7C0C325-AF51-45F9-96E4-358CB565BEDA},15.8,55.48,37.43,18.04,18445
737,13089023425,234.25,ARC 10,63816,68.05,{C7C8AF2D-FB8C-46C6-8F4C-E479529ECE49},211,50.58,31.05,19.53,21651
738,13089022204,222.04,ARC 10,40044,122.78,{EE41F695-B827-4866-9E75-EC46F789B85E},323.8,41.15,25.94,15.2,16529
739,13089023423,234.23,ARC 10,50175,59.18,{1C4E34B1-5416-4168-8009-53C11C074C98},372.7,51.15,31.65,19.5,22034
740,13089023419,234.19,ARC 10,62813,59.71,{B85C429F-161C-4741-933A-B044574618CE},551.5,53.09,32.06,21.03,23508
741,13089023312,233.12,ARC 10,63025,110.47,{23F009EC-CA43-4474-A345-E41893BDD7D6},627.1,52.97,32.71,20.26,22696
742,13089023311,233.11,ARC 10,80149,81.24,{D072E357-F2E1-4AD6-85EF-DDF554184EFD},257.9,53.54,32.49,21.05,23756
743,13089023213,232.13,ARC 10,42072,79.18,{D68FD365-A8EE-4973-9911-E6950A8A6322},793,50.15,31.4,18.75,20647
744,13089022301,223.01,ARC 10,51310,171.75,{9E624E91-2ADA-43EF-ADD5-C7408EABB5F8},274.4,44.05,28.35,15.7,16458
745,13089023602,236.02,ARC 10,36875,58.88,{8D35967D-082C-4FCC-A30E-9B450B6C23BA},-543.6,45.26,26.64,18.62,20466
746,13089023504,235.04,ARC 10,20022,156.23,{4CCD9A32-3B34-4FB0-82A5-1447A560D4CC},-1242.5,42.54,26,16.54,18291
747,13089023411,234.11,ARC 10,47557,94.94,{811BF30C-57DF-4D9B-AE05-6FB2A5B40553},-717.3,48.01,29.5,18.52,20291
748,13089023410,234.10,ARC 10,28822,128.57,{A09BA701-8CFA-4651-8FBF-274A1F0B5F84},-563.1,41.93,25.77,16.17,18000
749,13089023501,235.01,ARC 10,31534,104.95,{02A2D56F-C43D-4355-B511-81CE65C2D832},-153.3,46.3,29.01,17.29,19102
750,13089023114,231.14,ARC 10,54608,81.88,{487137C2-8F08-4DAA-B6B3-F90AE9E489D6},-283.3,50.84,31.38,19.46,22037
751,13089023112,231.12,ARC 10,26496,194.23,{21FFD5F1-0B04-4B1F-B536-095FBCC8EFE1},-1778,38.88,24.09,14.79,16678
752,13089021912,219.12,ARC 10,79844,61.69,{4D43F4EE-36C9-477C-99B4-203CFCF7D2BD},-25.2,57.23,36.26,20.97,23207
753,13089021910,219.10,ARC 10,51382,137.08,{8E4D739A-163E-4BB3-A841-C55946B0E5B7},185.7,47.38,29.83,17.56,19755
754,13089021604,216.04,ARC 10,128750,153.31,{697B44CC-8C41-431B-896A-446F3AE40DE7},231.5,53.31,34.9,18.41,19733
755,13089021504,215.04,ARC 10,57861,228.27,{E300AB84-CA1B-47BF-930D-90DE11D20211},213.3,44.46,29.58,14.87,15673
756,13089021503,215.03,ARC 10,41453,222.47,{BF7F4003-A836-48E3-A1F7-71F514DBD8A0},-18.6,40.64,25.96,14.68,15513
757,13089023107,231.07,ARC 10,37776,49.17,{9EFA122D-23B3-4D73-A0DF-A7135B7893E6},-812.1,47.95,29.37,18.58,20475
758,13089023418,234.18,ARC 10,52517,29.71,{D691ECCD-384B-4F56-9CF6-C02A11843530},496.4,49.82,29.81,20.01,23294
759,13089023101,231.01,ARC 10,40952,76.47,{26554190-C070-4280-BE4C-734F82C85CA7},-695,46.86,28.9,17.96,19605
760,13089022401,224.01,ARC 10,69917,228.97,{F58EABA4-58A1-4859-9A62-4E151536E9D6},563,47.89,32.41,15.48,16132
761,13089020900,209,ARC 10,37242,96.3,{39DF2A7C-4423-488F-8A3F-5191B832FE6F},-610.6,46.69,29.13,17.56,19073
762,13089020700,207,ARC 10,46458,146.27,{0376AA3C-386E-4537-AB53-C9BF34F4E069},-1174,46.3,29.92,16.38,17663
763,13089020600,206,ARC 10,39718,161.39,{574F83CA-22B3-4488-BDDA-AC0EB80A4882},-412.5,43.25,27.74,15.51,16681
764,13089020500,205,ARC 10,39282,154.98,{F3C4B3D4-640F-4CF7-80AF-185E73E6FFEF},-565.7,44.69,29.08,15.62,16408
765,13089021410,214.10,ARC 10,44159,168.06,{2C62D654-1039-4F50-842A-EB9EA882C0E3},-320.9,41.69,26.52,15.17,16587
766,13089021216,212.16,ARC 10,63595,245.6,{1294877E-747F-4967-BE4A-3C90102D4F7B},2567.9,46.92,33.12,13.8,14447
