OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,GlobalID,Pop_Change_per_SqMi_2000_2010,Pct_HH_wBroadandAccess_5isBest
180,13067030409,304.09,ARC 10,2015-05-19T14:17:35.000Z,61.1,110494,{0833BF87-9FF7-4432-92FE-569AF3C496B3},198.6,5
181,13067030343,303.43,ARC 10,2015-05-19T14:17:35.000Z,64.4,114712,{518AC9A0-F170-4CD6-A8EC-CC5F49CB612E},71.7,4
182,13067030342,303.42,ARC 10,2015-05-19T14:17:35.000Z,61.9,113075,{5ED18DC1-37F6-4EA0-917A-36479D3DBEFE},62.1,4
183,13067030340,303.40,ARC 10,2015-05-19T14:17:35.000Z,66.5,130263,{F53308D3-7960-4578-9E92-62C44534C095},-179.4,5
184,13067030341,303.41,ARC 10,2015-05-19T14:17:35.000Z,51.7,95469,{1948EB1E-9C5C-4974-A656-F1AC0BCE1037},30.6,5
185,13067031409,314.09,ARC 10,2015-05-19T14:17:35.000Z,20.6,46234,{5F9E6504-A7DA-4963-A685-1DD0EA13B350},14,4
186,13067031408,314.08,ARC 10,2015-05-19T14:17:35.000Z,20.5,44708,{77153667-D351-428A-AE49-DA6A02C3045F},211.3,3
187,13067030107,301.07,ARC 10,2015-05-19T14:17:35.000Z,43,77780,{57A91EC8-5623-4F93-8364-4AB87C3F8C04},725.6,5
188,13067030106,301.06,ARC 10,2015-05-19T14:17:35.000Z,21.1,44878,{7E5347A1-F23F-49DD-873E-6CB6F21480CA},1167.9,5
189,13067030505,305.05,ARC 10,2015-05-19T14:17:35.000Z,29.4,34185,{9A24E84B-E708-440C-AF56-72B734F28B62},395.5,3
190,13067030800,308,ARC 10,2015-05-19T14:17:35.000Z,22.7,35233,{34CDDE61-4977-4812-89CE-5B6CCBA95EC2},-498,3
191,13067030902,309.02,ARC 10,2015-05-19T14:17:35.000Z,26.3,33438,{4482EA2F-993C-4356-BFC2-28BC009E54FD},-704.5,3
192,13067031311,313.11,ARC 10,2015-05-19T14:17:35.000Z,22.2,34503,{0F470DF7-BD8F-40A0-B067-E9BA64E73BCE},592.5,3
193,13067031406,314.06,ARC 10,2015-05-19T14:17:35.000Z,25.8,37840,{29253B0F-FAF3-471F-B09A-212E0017CABF},892.1,3
194,13067031405,314.05,ARC 10,2015-05-19T14:17:35.000Z,29.8,64291,{4542DA2B-E166-4B10-AEC6-FC17AB9A2235},5.1,4
195,13067030320,303.20,ARC 10,2015-05-19T14:17:35.000Z,74,80463,{90E6C447-A0A7-456C-8214-0CA6709A9651},357.5,4
196,13067030318,303.18,ARC 10,2015-05-19T14:17:35.000Z,71.7,124779,{6629944D-E7C3-4309-BD62-6B162926E2EA},67.4,5
197,13067031005,310.05,ARC 10,2015-05-19T14:17:35.000Z,21.3,47470,{B82E6B75-A37D-4792-8158-DB0D50E7286B},445,4
198,13067031002,310.02,ARC 10,2015-05-19T14:17:35.000Z,9.5,27755,{A5ECBF50-5FED-4050-976E-336710574A9C},579.4,3
199,13067030904,309.04,ARC 10,2015-05-19T14:17:35.000Z,21.5,38118,{810AA10A-9B67-4D88-85A1-FEF77850082A},-38.5,3
200,13067030901,309.01,ARC 10,2015-05-19T14:17:35.000Z,50.5,59979,{C8C1398C-A74A-4595-8938-C6C78868FD43},-19.3,4
201,13067031503,315.03,ARC 10,2015-05-19T14:17:35.000Z,29.1,60441,{F03BF505-49DD-47FA-851A-C9353B29F114},78.4,4
202,13067031307,313.07,ARC 10,2015-05-19T14:17:35.000Z,49.5,75669,{190F6411-D021-4346-8CBA-78038E41771E},28.5,4
203,13067031308,313.08,ARC 10,2015-05-19T14:17:35.000Z,16.3,41953,{4BA6F253-F241-45CB-8B7A-7C6B4272E7FF},114.8,3
204,13067030319,303.19,ARC 10,2015-05-19T14:17:35.000Z,64.9,94219,{2EF051A1-4E52-4FA0-B37D-3BA95E61AD9B},-9.3,5
205,13067030333,303.33,ARC 10,2015-05-19T14:17:35.000Z,68.1,113987,{AC2DC631-B47C-4AB0-A023-1D3A9D229D7A},28.3,5
206,13067030332,303.32,ARC 10,2015-05-19T14:17:35.000Z,65.5,105000,{2949D330-3CB3-4CB0-98AC-F66420608D07},-35.7,5
207,13067030335,303.35,ARC 10,2015-05-19T14:17:35.000Z,73.3,112112,{DB94FF54-680E-442E-AA6C-1A90F9552404},-173,5
208,13067031106,311.06,ARC 10,2015-05-19T14:17:35.000Z,34,63228,{05F87EC7-15BC-4880-B4CA-CE26719F4B64},258.6,4
209,13067030331,303.31,ARC 10,2015-05-19T14:17:35.000Z,64.1,106549,{8E09C6D1-CCAB-47FB-9FAD-B4F3E9D8979D},-73.6,5
210,13067030322,303.22,ARC 10,2015-05-19T14:17:35.000Z,46,97054,{005B4C19-9290-4163-B76B-08D1F1ADE490},-15.7,5
211,13067031112,311.12,ARC 10,2015-05-19T14:17:35.000Z,62,71842,{F058279C-00E8-4B73-8348-AF64533A3ACF},10,5
212,13067030504,305.04,ARC 10,2015-05-19T14:17:35.000Z,43.2,59844,{7B0648CD-88B3-40D4-AC7A-C1B387C50C9B},189.2,4
213,13067030327,303.27,ARC 10,2015-05-19T14:17:35.000Z,55.3,98241,{A3A9AE9E-1026-4EF0-ACDB-48EBDC40EFB1},18.4,5
214,13067030329,303.29,ARC 10,2015-05-19T14:17:35.000Z,56.6,98988,{83B144A9-FEFB-430D-A759-C94FF36429DB},-97.6,5
215,13067030339,303.39,ARC 10,2015-05-19T14:17:35.000Z,62.8,56409,{94728C0E-4315-4897-B6B5-A2D41BC1CA03},607.2,3
216,13067030314,303.14,ARC 10,2015-05-19T14:17:35.000Z,54.1,91137,{8586D70A-4123-4BD7-BCF3-11D3886D23B4},271.6,5
217,13067030336,303.36,ARC 10,2015-05-19T14:17:35.000Z,77.4,145483,{841C128E-A768-4D9D-9EA4-3379F016A5AF},-159.3,5
218,13063040411,404.11,ARC 10,2015-05-19T14:17:35.000Z,28.3,56258,{AC10E21A-970B-495A-9BD7-3A911FAD0178},679.1,4
219,13063040512,405.12,ARC 10,2015-05-19T14:17:35.000Z,20.5,36655,{14A6120E-981B-411D-9644-8542D49B1811},360,3
220,13063040608,406.08,ARC 10,2015-05-19T14:17:35.000Z,24,63848,{B8EDE498-F93E-4852-9BD2-B9C40ADA935E},339.3,3
221,13063040614,406.14,ARC 10,2015-05-19T14:17:35.000Z,32.2,65607,{FF355E53-6F6F-4F8B-8106-321901DE2B93},-135.2,5
222,13063040606,406.06,ARC 10,2015-05-19T14:17:35.000Z,13.6,42692,{0B035F4B-44A6-4D4B-BBA1-FACC98F79382},22.7,5
223,13063040612,406.12,ARC 10,2015-05-19T14:17:35.000Z,7.7,37052,{4D2A76EA-27FD-4C2A-9C7A-8E478878A2BC},969.3,3
224,13063040609,406.09,ARC 10,2015-05-19T14:17:35.000Z,29.5,56493,{3BE686AF-13FA-449C-9EF6-478627553F35},362.2,4
225,13063040412,404.12,ARC 10,2015-05-19T14:17:35.000Z,18,46772,{DB5CA602-5F29-4A2F-8FC6-FE9AF72F41FC},142.9,3
226,13063040413,404.13,ARC 10,2015-05-19T14:17:35.000Z,22.8,38835,{02C37766-16A0-4FFB-9883-C9CC82CE1ACB},569.5,3
227,13063040613,406.13,ARC 10,2015-05-19T14:17:35.000Z,30.1,58246,{56E44A2E-FE5B-49C8-A3B2-F47468539F2D},264.7,4
228,13063040408,404.08,ARC 10,2015-05-19T14:17:35.000Z,21.1,39607,{05354169-604A-493D-8096-812284AFD813},80.8,3
229,13063040409,404.09,ARC 10,2015-05-19T14:17:35.000Z,12,45833,{985B17AC-4A8F-40ED-963C-F8EE9E6113A5},170,3
230,13063040410,404.10,ARC 10,2015-05-19T14:17:35.000Z,13,40107,{10376938-3CAB-4E95-9083-99E164F06660},150.5,3
231,13063040303,403.03,ARC 10,2015-05-19T14:17:35.000Z,6.8,28264,{4A49B4CC-73E6-4A09-8E82-49FD490D116D},-348.3,3
232,13063040302,403.02,ARC 10,2015-05-19T14:17:35.000Z,5.9,33030,{19B5CCD6-0B6E-4987-A94E-2A3993EAF335},-646.8,2
233,13063040611,406.11,ARC 10,2015-05-19T14:17:35.000Z,11,29464,{61404806-8482-4A55-8951-AD115523DC19},155,2
234,13063040407,404.07,ARC 10,2015-05-19T14:17:35.000Z,11.8,42500,{0E00C5C3-955C-41DC-BE53-E3F665EC945D},94,3
235,13063040510,405.10,ARC 10,2015-05-19T14:17:35.000Z,16.1,41012,{B9B75325-2003-4FE2-B34F-6C44FA7E569B},-286.7,3
236,13063040514,405.14,ARC 10,2015-05-19T14:17:36.000Z,23.1,41477,{4D3B9B00-56D1-4474-B524-EA81C44C5164},988.4,3
237,13063040307,403.07,ARC 10,2015-05-19T14:17:36.000Z,13.7,34162,{351BF2E8-7276-4BC0-96D2-5D7695D5B6A5},495,3
238,13063980000,9800,ARC 10,2015-05-19T14:17:36.000Z,,,{C89D015A-E9B1-435E-AF55-3CF6FD61B845},,0
239,13063040622,406.22,ARC 10,2015-05-19T14:17:36.000Z,23.9,44246,{E1F07870-931C-40D9-A7B9-6BD07BCF0339},-87.8,4
240,13063040621,406.21,ARC 10,2015-05-19T14:17:36.000Z,21.9,56374,{51D72449-27EC-4A61-A2D1-A374E5633AB2},1229,3
241,13063040619,406.19,ARC 10,2015-05-19T14:17:36.000Z,20.6,47778,{255114D1-7BF8-4B06-B2D4-75F7ADCCB446},142.9,4
242,13063040523,405.23,ARC 10,2015-05-19T14:17:36.000Z,14.8,42540,{EF760948-073C-4970-A23D-52151DFA8864},978,3
243,13063040522,405.22,ARC 10,2015-05-19T14:17:36.000Z,15.7,30298,{088312F2-2878-4AC6-AD58-053A08EFCBFC},-504.7,3
244,13063040520,405.20,ARC 10,2015-05-19T14:17:36.000Z,15.3,29650,{37CF3242-1A7E-4DFB-8259-B5C48297C300},-523.8,2
245,13063040519,405.19,ARC 10,2015-05-19T14:17:36.000Z,17.4,24979,{74F6C4B1-AF48-4ED9-A906-587E362DE215},1263.3,3
246,13063040417,404.17,ARC 10,2015-05-19T14:17:36.000Z,17.8,23364,{D5AA6EFE-5972-4664-8649-AFA5701CBC79},12.5,2
247,13063040203,402.03,ARC 10,2015-05-19T14:17:36.000Z,14.6,36458,{2CC26D6F-87EB-478E-BCD3-DA19E0795055},117.3,2
248,13063040617,406.17,ARC 10,2015-05-19T14:17:36.000Z,0.6,31227,{B9089047-5B08-4A9B-AED3-11DF28E80E42},520,2
249,13063040615,406.15,ARC 10,2015-05-19T14:17:36.000Z,25.2,41094,{2C3002F8-0585-4DB9-8691-238309B6568A},138.5,4
250,13063040521,405.21,ARC 10,2015-05-19T14:17:36.000Z,10.7,54135,{177CE2E9-7F9C-4534-BB13-20FDEC16F307},-113,3
251,13063040415,404.15,ARC 10,2015-05-19T14:17:36.000Z,10.8,33271,{FB415A72-F79C-4AE9-BFF4-AD4B332CAF0E},-703.1,2
252,13063040414,404.14,ARC 10,2015-05-19T14:17:36.000Z,11.9,33421,{7F2A08D7-F604-4029-A490-FB312F3A4C1D},403.8,3
253,13063040204,402.04,ARC 10,2015-05-19T14:17:36.000Z,17.8,35938,{AEA474AE-5409-4143-A7A3-6FFC2F3457D7},-625.5,2
254,13063040308,403.08,ARC 10,2015-05-19T14:17:36.000Z,6.9,30893,{8E469E24-CBC9-4DBB-AEDD-22B3768A4F48},-215.3,2
255,13063040620,406.20,ARC 10,2015-05-19T14:17:36.000Z,16.6,63274,{7C751648-BA96-4311-936E-7F87B2CA8716},366.3,4
256,13063040616,406.16,ARC 10,2015-05-19T14:17:36.000Z,22.9,36671,{1CA2FC93-5EFA-4C79-B809-2983AFA7C521},613.8,3
257,13063040526,405.26,ARC 10,2015-05-19T14:17:36.000Z,14.6,43682,{F72DA240-256C-4D4B-9124-664EE69B63A9},-89.5,4
258,13063040525,405.25,ARC 10,2015-05-19T14:17:36.000Z,18.6,42705,{5FA370B7-2631-4A8F-A4D5-39627E4B729F},-22.2,4
259,13063040524,405.24,ARC 10,2015-05-19T14:17:36.000Z,19.3,42679,{AC376751-9C20-4221-A1C7-064DC91CFC5E},-362.9,4
260,13063040416,404.16,ARC 10,2015-05-19T14:17:36.000Z,3.7,36531,{AC010F84-4FFE-42CC-A51C-8340D3325F6E},-444.7,3
261,13063040306,403.06,ARC 10,2015-05-19T14:17:36.000Z,8.8,24254,{46F62D27-198A-438A-B51D-4B4C6BEE75DF},-125.9,2
262,13063040516,405.16,ARC 10,2015-05-19T14:17:36.000Z,13.7,30273,{A961BDE2-508D-4910-9CA1-F165498E5536},755.3,3
263,13063040509,405.09,ARC 10,2015-05-19T14:17:36.000Z,21.4,63750,{5794A822-B586-4D2D-9B85-1CB0ECADAD29},-9,4
264,13063040202,402.02,ARC 10,2015-05-19T14:17:36.000Z,10.2,30606,{3110A3D6-3A0F-4891-996F-73A0B16EE7F2},-415.1,2
265,13063040518,405.18,ARC 10,2015-05-19T14:17:36.000Z,15.7,30640,{5B901642-600E-4E9F-998C-0E4A26851C1C},344.3,3
266,13063040515,405.15,ARC 10,2015-05-19T14:17:36.000Z,20.6,41290,{60B69913-550A-495F-B2F6-B2E6C54D11E9},-111.7,3
267,13063040513,405.13,ARC 10,2015-05-19T14:17:36.000Z,20.9,60798,{FDC0B755-021A-4730-B835-6A8BDEB628CD},-77.8,4
268,13151070403,704.03,ARC 10,2015-05-19T14:17:36.000Z,20,64861,{2FE4D69B-6119-4EC4-BC79-453B25D7A2A6},204,4
269,13151070307,703.07,ARC 10,2015-05-19T14:17:36.000Z,30.2,72361,{A939CAEE-0B5F-42E5-8FB4-2A6E72D27E5A},624.1,4
270,13151070113,701.13,ARC 10,2015-05-19T14:17:36.000Z,15.4,40982,{3FDA74CD-A7A4-44B6-920C-99C4125FA8B0},6.9,4
271,13151070501,705.01,ARC 10,2015-05-19T14:17:36.000Z,19.1,43145,{90EAE128-C49E-4EB0-980F-8C2D90714DA3},150.7,4
272,13151070502,705.02,ARC 10,2015-05-19T14:17:36.000Z,29,69662,{1957401F-A48A-4857-BA9B-DBB1F80EC348},270.4,4
273,13151070311,703.11,ARC 10,2015-05-19T14:17:36.000Z,22.2,42330,{0D6B8BCD-E36E-4692-8DC7-79454C356643},1014.1,4
274,13151070404,704.04,ARC 10,2015-05-19T14:17:36.000Z,21,60868,{505A2AD2-442B-408B-8148-7B8EE748B8D3},165.4,4
275,13151070204,702.04,ARC 10,2015-05-19T14:17:36.000Z,23.1,78669,{FB7D353E-083F-40A8-B524-CBD93A11B98E},81.3,4
276,13151070310,703.10,ARC 10,2015-05-19T14:17:36.000Z,19.6,55682,{1F875933-683F-40CA-8AAA-DB72F2924834},-157.9,5
277,13151070205,702.05,ARC 10,2015-05-19T14:17:36.000Z,27.9,58099,{21AF2FC6-7339-4A9A-A752-DD94A5EAD26E},342.1,4
278,13151070309,703.09,ARC 10,2015-05-19T14:17:36.000Z,46.6,81503,{A9E30631-AF26-4D9A-A21D-CAEF75ECF84A},792,4
279,13151070114,701.14,ARC 10,2015-05-19T14:17:36.000Z,39.4,41624,{720A3105-AC8B-4A4A-96BB-C4DC4CA98FC3},437.7,4
280,13151070111,701.11,ARC 10,2015-05-19T14:17:36.000Z,18.8,44290,{6AF5E474-B3EF-4282-89D6-8920DD96534C},578.6,3
281,13151070107,701.07,ARC 10,2015-05-19T14:17:36.000Z,35,73967,{A33327A5-53B5-4F3A-A525-6DE56EE2744F},136.8,4
282,13151070109,701.09,ARC 10,2015-05-19T14:17:36.000Z,22.9,69362,{2748DFE1-9700-4066-83E7-90D058D43D3A},102.7,4
283,13151070110,701.10,ARC 10,2015-05-19T14:17:36.000Z,20,67588,{9B4F70E6-A9BA-44F2-9173-536546C900D0},108.4,4
284,13151070108,701.08,ARC 10,2015-05-19T14:17:36.000Z,29.7,56061,{D248C9D7-2C88-4E35-9634-DEECB1F1A325},337.6,4
285,13151070306,703.06,ARC 10,2015-05-19T14:17:36.000Z,31.1,65311,{78BE4063-6243-4B32-B6D9-7106400A8087},461.8,4
286,13151070104,701.04,ARC 10,2015-05-19T14:17:36.000Z,35.1,59686,{D8741E0C-FFBF-4E35-8442-781147B3BA0A},718.3,4
287,13151070202,702.02,ARC 10,2015-05-19T14:17:36.000Z,36.4,81520,{CB90DAB0-1A6F-4901-8606-E3AB0F9DBB1D},256.4,4
288,13151070305,703.05,ARC 10,2015-05-19T14:17:36.000Z,26.9,73719,{F9DFE093-80C7-40A0-B537-232BA223E1C2},180.5,5
289,13151070304,703.04,ARC 10,2015-05-19T14:17:36.000Z,16.1,38261,{9A0E10F6-4617-4FA6-A46C-E93E1CA9C9E1},533.3,3
290,13151070106,701.06,ARC 10,2015-05-19T14:17:36.000Z,17.9,52314,{4DC64831-4154-4199-A94E-9AE009F30DD3},120,4
291,13151070203,702.03,ARC 10,2015-05-19T14:17:36.000Z,25.1,80566,{E8BD4575-829B-4454-A1B6-25AA93F4A5D3},223.8,4
292,13151070402,704.02,ARC 10,2015-05-19T14:17:36.000Z,18.5,61583,{E2674086-B1EA-4A72-B0C1-E30DADE84A1E},158.9,4
293,13015960101,9601.01,ARC 20,2015-05-19T14:17:36.000Z,31.7,74848,{40951F4E-3BB3-4A47-8516-9A0BDB451F1B},12.2,2
294,13015960402,9604.02,ARC 20,2015-05-19T14:17:36.000Z,14.2,43032,{7572F432-EA6B-4685-82E3-69DF8F8896F9},154.4,3
295,13015960901,9609.01,ARC 20,2015-05-19T14:17:36.000Z,16,45375,{1056F744-70E9-4E30-8134-E5462249DF2A},6,4
296,13015960102,9601.02,ARC 20,2015-05-19T14:17:36.000Z,17.2,59920,{7618DF3A-7E2A-411E-B01A-87E9A98D1639},24.6,3
297,13015960802,9608.02,ARC 20,2015-05-19T14:17:36.000Z,8.7,23381,{37C0BE99-E564-4EDA-BB62-EC43CC26755B},57.9,2
298,13015961000,9610,ARC 20,2015-05-19T14:17:36.000Z,14.8,64450,{69619230-ECE6-49B8-8BF4-E38C213BDD99},31.8,3
299,13015960801,9608.01,ARC 20,2015-05-19T14:17:36.000Z,12.7,50481,{2223BF93-078A-425F-9698-316FFF776E24},43.9,4
300,13015960300,9603,ARC 20,2015-05-19T14:17:36.000Z,16.7,58203,{56332A60-2A5E-4A3B-BE06-61439F5E2FEB},41.6,3
301,13015960902,9609.02,ARC 20,2015-05-19T14:17:36.000Z,21.9,57540,{1DD5A0E4-5E34-45EC-A59A-D812B275CD84},78,4
302,13015960500,9605,ARC 20,2015-05-19T14:17:36.000Z,7.3,40651,{5B1F35FF-FE45-411D-B381-9C4A4949AA3C},231.2,3
303,13015960600,9606,ARC 20,2015-05-19T14:17:36.000Z,28.6,41764,{E08778A3-F1C8-4763-97CC-C0BE38452FB6},140.7,4
304,13015960200,9602,ARC 20,2015-05-19T14:17:36.000Z,11.7,44905,{0E76FAF1-336F-467F-90F4-5F03426A2AF6},44.7,3
305,13015960401,9604.01,ARC 20,2015-05-19T14:17:36.000Z,15.2,45718,{5566A35A-27E1-4393-B270-D0DC0DDB50C2},425.7,3
306,13015960803,9608.03,ARC 20,2015-05-19T14:17:36.000Z,17.5,48558,{3605F44A-F26A-4C69-98E9-52492194FA8B},22.8,3
307,13015960700,9607,ARC 20,2015-05-19T14:17:36.000Z,12,37589,{57BFCD9F-2F33-46AF-8377-77BC07FE57B3},53.3,3
308,13135050319,503.19,ARC 10,2015-05-19T14:17:36.000Z,14.5,38545,{5D7C47AA-193D-4969-B8CD-60245D7E141E},-660,3
309,13135050219,502.19,ARC 10,2015-05-19T14:17:36.000Z,41.4,67209,{E4116390-4D87-43B6-B83B-F66AD6A7DBEA},-331.8,4
310,13135050211,502.11,ARC 10,2015-05-19T14:17:36.000Z,16.1,30067,{25A3CD4E-285F-4594-8C0A-FC803FA5E1F7},-947.7,3
311,13135050215,502.15,ARC 10,2015-05-19T14:17:36.000Z,43.7,50850,{05F7D1B7-82E3-4E42-A547-7ED0BF7C7E3D},444.6,4
312,13135050216,502.16,ARC 10,2015-05-19T14:17:36.000Z,57.8,103000,{B06727AA-841E-42DB-8A28-0C080A7705A2},637.8,5
313,13135050527,505.27,ARC 10,2015-05-19T14:17:36.000Z,43.4,73125,{4BC95E92-5FDA-4C10-BCE9-D3CF9369E571},76.5,5
314,13135050549,505.49,ARC 10,2015-05-19T14:17:36.000Z,33.9,64672,{B91FB42E-85A6-426C-BD2B-611C22F151EE},235.3,4
315,13135050540,505.40,ARC 10,2015-05-19T14:17:36.000Z,31.9,52607,{81B5FC49-3D6F-496B-AB6A-AA0AA37DE846},544.1,4
316,13135050722,507.22,ARC 10,2015-05-19T14:17:36.000Z,28.3,59609,{222F73F5-EFBD-452D-8BB5-94C76100D435},422.9,5
317,13135050729,507.29,ARC 10,2015-05-19T14:17:36.000Z,25.9,49063,{E1AA5250-BEBA-4A15-991F-EB287E1A7645},222,3
318,13135050725,507.25,ARC 10,2015-05-19T14:17:36.000Z,31,62092,{2AB4DA37-12EA-4648-934D-AB6787E69BA4},280,4
319,13135050730,507.30,ARC 10,2015-05-19T14:17:36.000Z,26.4,68792,{C129C609-DF86-491B-B8FA-5B495D1F1E4B},613.3,3
320,13135050728,507.28,ARC 10,2015-05-19T14:17:36.000Z,34,72409,{03D9E284-68B6-48AA-8C58-C1108C0291CE},629.2,4
321,13135050731,507.31,ARC 10,2015-05-19T14:17:36.000Z,27.7,69423,{D849A93B-82B4-498A-985B-21760DDB50B9},753.9,3
322,13135050609,506.09,ARC 10,2015-05-19T14:17:36.000Z,34.6,77059,{78563E83-2639-49E2-80EA-88FA9D502637},591.4,4
323,13135050610,506.10,ARC 10,2015-05-19T14:17:36.000Z,47.2,92233,{14AE3E55-BC79-4E6F-99F9-CC51699AEF84},593.4,4
324,13135050541,505.41,ARC 10,2015-05-19T14:17:36.000Z,17.3,31194,{D5A69400-0A7C-4573-92E7-8E82EE0BE817},442,3
325,13135050524,505.24,ARC 10,2015-05-19T14:17:36.000Z,19.4,43182,{B7AD4B87-B868-4C20-859D-746F96A32D59},348.5,3
326,13135050547,505.47,ARC 10,2015-05-19T14:17:36.000Z,35.9,81607,{9CB87DCE-ACB9-4359-A4E2-EA9F893A6B6F},323.3,4
327,13135050523,505.23,ARC 10,2015-05-19T14:17:36.000Z,34.3,50336,{383F8447-8C3A-4657-BB6E-78BB3635480A},691,4
328,13135050724,507.24,ARC 10,2015-05-19T14:17:36.000Z,37.1,58232,{37422E73-5A93-4A09-B0F5-36E892077223},962.5,4
329,13135050543,505.43,ARC 10,2015-05-19T14:17:36.000Z,36.7,75458,{C97C831A-6F2C-4855-BA57-8EE02A9B5FC0},1206.5,4
330,13135050545,505.45,ARC 10,2015-05-19T14:17:36.000Z,25.6,52641,{9BC3FA4C-F8F1-41EA-902C-3DFEE0A7D913},1447.5,4
331,13135050727,507.27,ARC 10,2015-05-19T14:17:36.000Z,39.1,88889,{7B213510-FA73-4C88-A5D0-CBF11AA04CBB},613.8,4
332,13135050548,505.48,ARC 10,2015-05-19T14:17:36.000Z,29.4,81417,{F15AAAAE-8510-4D65-B634-B2A3F17CFD97},626.2,4
333,13135050546,505.46,ARC 10,2015-05-19T14:17:36.000Z,33.4,67764,{85A066E7-AD3B-4B6A-8705-FEC7F74AF1E2},1339.1,4
334,13135050726,507.26,ARC 10,2015-05-19T14:17:36.000Z,28.1,69406,{B9F21663-5EDB-45FE-9246-3B5B9EC133DB},379.3,4
335,13135050608,506.08,ARC 10,2015-05-19T14:17:36.000Z,29.1,66935,{4FD78707-C3DD-46C0-A1BD-3CE25D7C94E5},228.3,4
336,13135050607,506.07,ARC 10,2015-05-19T14:17:36.000Z,33.3,77500,{9DCC34E2-E6F2-4A20-98B1-4EDDD1E95532},930.9,5
337,13135050542,505.42,ARC 10,2015-05-19T14:17:36.000Z,23,45020,{092B58CA-C737-44FB-BAB4-EFE256D2492A},1649.3,3
338,13135050536,505.36,ARC 10,2015-05-19T14:17:36.000Z,30.3,55875,{CF3993CE-4F99-46FB-95D5-504DA287EBB3},239.7,4
339,13135050537,505.37,ARC 10,2015-05-19T14:17:36.000Z,20.6,34273,{DE80E5EA-49EE-4535-8A29-549187300F68},660,4
340,13135050539,505.39,ARC 10,2015-05-19T14:17:36.000Z,19.1,42944,{6B3B83A8-1076-45ED-A301-C38E826E5FBF},1246.7,3
341,13135050544,505.44,ARC 10,2015-05-19T14:17:36.000Z,37.3,67736,{84B5586E-B096-4880-98E1-8501A6D66120},1249.2,4
342,13135050535,505.35,ARC 10,2015-05-19T14:17:36.000Z,34.7,50947,{F0813FA3-86D5-4986-A6F7-875E5E6BA60D},551.2,5
343,13135050532,505.32,ARC 10,2015-05-19T14:17:36.000Z,32.2,51467,{896A4C84-91C2-4D40-9CB2-3DBCFB50F96A},1328.2,4
344,13135050534,505.34,ARC 10,2015-05-19T14:17:36.000Z,23,53898,{70C2E3C1-B1B9-40AB-9707-A059F598BE16},1034.4,3
345,13135050723,507.23,ARC 10,2015-05-19T14:17:36.000Z,28,66667,{B8431CBE-AEFE-4161-8047-DF3059941FFC},284.7,4
346,13135050435,504.35,ARC 10,2015-05-19T14:17:36.000Z,17.6,50625,{44142D9E-314A-41FF-951A-C1799C9F76E2},68.8,3
347,13135050531,505.31,ARC 10,2015-05-19T14:17:36.000Z,31.1,51603,{3EFB7226-A21A-48A2-8EED-00C3212BB533},560.7,4
348,13135050533,505.33,ARC 10,2015-05-19T14:17:36.000Z,24.8,60631,{5A59F2F1-659E-42E8-A86A-90FA7FE0B5A2},776.8,4
349,13135050436,504.36,ARC 10,2015-05-19T14:17:36.000Z,17.7,42972,{204FB49F-793B-4763-A522-A94F241E6AB5},684.1,4
350,13135050433,504.33,ARC 10,2015-05-19T14:17:36.000Z,27.8,34298,{AE644AF9-722D-43CC-B2D3-898E14FCC3CB},450,2
351,13135050432,504.32,ARC 10,2015-05-19T14:17:36.000Z,30.3,56946,{AE82EDD2-6575-4AA4-BB9E-CDB189A91948},243.2,4
352,13135050434,504.34,ARC 10,2015-05-19T14:17:36.000Z,13.5,35357,{13C6B9B9-79C5-4A81-8ECD-D385BDDF25AF},720,2
353,13135050321,503.21,ARC 10,2015-05-19T14:17:36.000Z,73.1,114444,{FD987719-B740-4548-8A33-7B59153EA59C},-12,5
354,13217100903,1009.03,ARC 20,2015-05-19T14:17:36.000Z,24.2,60469,{A924A606-AC58-4E51-844A-62A9B102BFD4},344,4
355,13217100902,1009.02,ARC 20,2015-05-19T14:17:36.000Z,12.9,48775,{1F83C44E-328B-4383-B7FB-16F8CC57EE4D},287.8,4
356,13217100901,1009.01,ARC 20,2015-05-19T14:17:36.000Z,17,51640,{0B74E930-E9A4-423F-B9CB-9656FE059401},205.7,4
357,13217100201,1002.01,ARC 20,2015-05-19T14:17:36.000Z,24.9,60647,{37B17DEC-63E8-423A-AE32-260E54EBDE48},31.4,4
358,13217100501,1005.01,ARC 20,2015-05-19T14:17:36.000Z,22.9,55838,{BFAC0298-AAEC-4891-8703-1AA5269A2346},1071.6,4
359,13217100800,1008,ARC 20,2015-05-19T14:17:36.000Z,11.6,47014,{04DEA099-F4E9-4D89-8628-A6EFAD6292D2},98.4,4
360,13217100202,1002.02,ARC 20,2015-05-19T14:17:36.000Z,30.2,62986,{201041E8-94AC-44B3-A3E8-1AD5521B53E1},32.7,4
361,13217100700,1007,ARC 20,2015-05-19T14:17:36.000Z,8.3,30509,{A64E644C-76D7-44A1-BF94-FF3AB98DDE43},146.8,2
362,13217100600,1006,ARC 20,2015-05-19T14:17:36.000Z,19.5,38938,{3518CAEA-DD96-426E-A177-76C0506DDE49},190.1,4
363,13217100502,1005.02,ARC 20,2015-05-19T14:17:36.000Z,12.3,38957,{27D22775-66AB-43DB-9EE9-5D1E2DE00D28},434.9,3
