OBJECTID,MAXGISID,FACILITY_ID,LAKENAME,SUBDIVISION_NAME,EST_DEPTH,ACCESSIBLE,ACCESS_REMARKS,INSTALLDATE,ABANDONED,JURISDICTION,LANDDISTRICT,LANDLOT,PLTBKNUM,PLTBKPG,FEMA_ZONE,EPD_REACH_NAME,EPD_CRITERION_VIOLATED,EPD_POTENTIAL_CAUSES,EPD_IMPAIRED_CATEGORY,EPD_IMPAIRED_PRIORITY,EPD_IMPAIRED_NOTES,EPD_305B_303D_LIST,EPD_IMPAIRED_WATERSHED,EPD_IMPAIRED_USE,LOCATIONVERIFIED,MAPDATE,IMAGES,BRE,REMARKS,EDITOR,EDITDATE,COLLECTED_BY,INVENTORY_DATE,SURVEY_METH,INSIDE_COBB_COUNTY,shapearea,shapelen
607733,,LK1901760001,McNeel Farms No. 2 Lake,McNeel Farms,,,,,NO,PRIVATE,19,176,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Ahls Lake,YAGADJ,2015-05-11T18:14:52.000Z,,,ORTHO,YES,79480.0203988949,1218.31345473594
607734,,PD1902690001,Baker No. 1 Pond,N/A,,,,,NO,PRIVATE,19,269,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:14:54.000Z,,,ORTHO,YES,26806.9725963556,630.968627504979
607735,,PD1902690002,Echeverry Pond,N/A,,,,,NO,PRIVATE,19,269,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:14:56.000Z,,,ORTHO,YES,23098.8452288804,588.997930509799
607736,,PD1902690004,Binns Pond,N/A,,,,,,PRIVATE,19,269,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:14:58.000Z,,,ORTHO,YES,13346.7227036991,432.162701725041
607737,,PD1902690003,Ogle Pond,N/A,,,,,,PRIVATE,19,269,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:15:00.000Z,,,ORTHO,YES,22890.6327690353,578.733717275921
607738,,PD1902680001,Tabb Pond,N/A,,,,,,PRIVATE,19,268,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:58:59.000Z,,,ORTHO,YES,16141.3634151808,642.326270850862
607739,,PD2001810002,Tucker Pond,N/A,,,,,,PRIVATE,20,181,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:15:04.000Z,,,ORTHO,YES,8875.76544893187,428.979597219514
607740,,PD2001860001,Rodriguez Pond,N/A,,,,,,PRIVATE,20,186,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:15:06.000Z,,,ORTHO,YES,4276.80712419851,280.667798758964
607741,,PD1603070001,Rock Garden Pond,Rock Garden ,,,,,,PRIVATE,16,307,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:15:09.000Z,,,ORTHO,YES,24303.0409903417,652.275562141843
607742,,PD1604410001,Kerna Pond,N/A,,,,,,PRIVATE,16,441,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:34.000Z,,,ORTHO,YES,15325.4703599233,976.163033594776
607743,,PD1606570001,Mondesir Pond,N/A,,,,,,PRIVATE,16,657,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:42:31.000Z,,,ORTHO,YES,23796.0965983419,1082.28732921372
607744,,PD1606440001,Mini Golf Pond,N/A,,,,,,PRIVATE,16,644,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Private Road is Dam,YAGADJ,2015-05-11T18:13:37.000Z,,,ORTHO,YES,9265.81634830942,523.792656532553
607745,,PD1607150001,Montgomery Pond,N/A,,,,,,PRIVATE,16,715,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:39.000Z,,,ORTHO,YES,6183.17523915257,344.426213776471
607746,,PD2002440001,The Reserve Pond,The Reserve,,,,,,PRIVATE,20,244,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:41.000Z,,,ORTHO,YES,35253.5166333119,806.355785913604
607747,,LK2002440001,Devereux Lake,N/A,,,,,,PRIVATE,20,244,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:44.000Z,,,ORTHO,YES,68157.7690785278,1068.55782261628
607748,,PD1611940001,Shadowood Creek Pond,Shadowood Creek,,,,,,PRIVATE,16,1194,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:46.000Z,,,ORTHO,YES,27412.7794253263,701.649543818062
607749,,LK1611130001,Indian Hills Country Club Lake,Indian Hills Country Club,,,,,,PRIVATE,16,1113,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:52:22.000Z,,,ORTHO,YES,44626.1655196051,945.925874292447
607750,,PD1611090001,Indian Hills Country Club Pond,Indian Hills Country Club,,,,,,PRIVATE,16,1109,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:13:50.000Z,,,ORTHO,YES,41843.2176239322,849.150847009699
607751,,PD1611760001,Kathleen Place No. 1 Pond,Kathleen Place,,,,,,PRIVATE,16,1176,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:48:29.000Z,,,ORTHO,YES,14987.8835065949,618.261471495241
607752,,PD1611760002,Kathleen Place No. 2 Pond,Kathleen Place,,,,,NO,PRIVATE,16,1176,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:48:25.000Z,,,ORTHO,YES,7137.86127467946,356.460835371919
607753,,PD1612010001,Carpenter Pond,N/A,,,,,NO,PRIVATE,16,1201,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:48:33.000Z,,,ORTHO,YES,14996.8580224983,588.191600175678
607754,,PD1800330001,Virginia Place Pond,Virginia Place,,,,,NO,PRIVATE,18,33,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:50:36.000Z,,,ORTHO,YES,33132.8997376149,777.629546673066
607755,,PD1912920001,Leonard C. Hall Pond,Leonard C. Hall,,,,,NO,PRIVATE,19,1292,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-04T19:19:24.000Z,,,ORTHO,YES,34081.580405413,748.471528885271
607756,,LK1910740001,Floyd Lake,N/A,,,,,NO,PRIVATE,19,1074,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:34:32.000Z,,,ORTHO,YES,74227.3296717088,1054.39505284816
607757,,PD1911510001,L. H. Glore Property Pond,L. H. Glore Property,,,,,NO,PRIVATE,19,1151,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:34:41.000Z,,,ORTHO,YES,16332.7060837256,532.603247510886
607758,,PD1910760001,Glore Pond,Heritage Lakes,,,,,NO,PRIVATE,19,1076,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2016-08-19T11:49:32.000Z,,,ORTHO,YES,37603.1887227361,803.821785970379
607759,,PD2000310001,Acworth Park Pond,N/A,,YES,,,NO,PRIVATE,20,31,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:16.000Z,,,ORTHO,YES,24703.0889317425,771.21158296959
607760,,PD2000290001,Gazebo Park Apartments Pond,N/A,,YES,,,NO,PRIVATE,20,29,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:47:18.000Z,,,ORTHO,YES,14273.7657693888,499.555250825641
607761,,PD1600570001,Smith No. 2 Pond,N/A,,YES,,,NO,PRIVATE,16,57,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:20:20.000Z,,,ORTHO,YES,12173.786969018,468.619788668698
607762,,PD1600550001,Episcopal Diocese Pond,N/A,,YES,,,NO,PRIVATE,16,55,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:20:36.000Z,,,ORTHO,YES,11365.8250681412,420.854334871044
607763,,PD1601680001,Douthit Pond,N/A,,YES,,,NO,PRIVATE,16,168,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:20:38.000Z,,,ORTHO,YES,4145.80142872779,246.706750569247
607764,,PD2001910001,Cottone Pond,N/A,,YES,,,NO,PRIVATE,20,191,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:06.000Z,,,ORTHO,YES,23392.0898482858,631.051683349533
607765,,PD2002280001,The Farm at Brookstone Pond,The Farm at Brookstone,,,,,NO,PRIVATE,20,228,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:19:32.000Z,,,ORTHO,YES,40833.3999556045,1392.23190196449
607766,,PD2001920001,Spinner Pond,N/A,,,,,NO,PRIVATE,20,192,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:19:34.000Z,,,ORTHO,YES,29796.2362749708,868.905093021542
607767,,LK2002270001,Brookstone No. 6 Lake,Brookstone,,,,,NO,PRIVATE,20,227,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Private Road is Dam,YAGADJ,2015-06-04T19:19:39.000Z,,,ORTHO,YES,65982.2542286392,1015.62326233276
607768,,LK2002640001,Birch River Development Lake,N/A,,,,,NO,PRIVATE,20,264,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:04:51.000Z,,,ORTHO,YES,82347.169934843,1508.43063465051
607769,,PD2002350001,Rolling Oats Pond,Rolling Oaks,,,,,NO,PRIVATE,20,235,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:17.000Z,,,ORTHO,YES,14557.8335221949,557.293206948609
607770,,LK2002350001,Hardin Lake ,N/A,,,,,NO,PRIVATE,20,235,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:25.000Z,,,ORTHO,YES,47473.579829062,919.714048599869
607771,,PD2003000001,The Valley at Lost Mountain Pond,The Valley at Lost Mountain,,,,,NO,PRIVATE,20,300,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:04:59.000Z,,,ORTHO,YES,14525.2736975612,485.136913878746
607772,,PD2003020001,Conkling Pond,N/A,,YES,,,NO,PRIVATE,20,302,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:39.000Z,,,ORTHO,YES,7494.51400835868,409.209946926373
607773,,LK1909880001,C. P. Dogwood No. 1 Lake,N/A,,,,,,PRIVATE,19,988,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:54.000Z,,,ORTHO,YES,138905.422288669,1685.10854046394
607774,,LK1909880002,C. P. Dogwood No. 2 Lake,N/A,,,,,,PRIVATE,19,988,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:32:57.000Z,,,ORTHO,YES,45693.5235758708,1356.76531041905
607775,,LK1909140001,Pipline Lake 1,N/A,,,,,,PRIVATE,19,914,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:00.000Z,,,ORTHO,YES,136693.084092086,1684.20715395163
607776,,LK1909140002,Pipline Pond 1,N/A,,,,,,PRIVATE,19,914,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:02.000Z,,,ORTHO,YES,51760.8114256042,922.132118947862
607777,,LK1909150001,Pipline Lake 2,N/A,,,,,,PRIVATE,19,915,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:07.000Z,,,ORTHO,YES,179178.126158033,1861.31317138248
607778,,PD1908640001,Pipline Pond,N/A,,,,,,PRIVATE,19,864,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:10.000Z,,,ORTHO,YES,38294.3076056171,779.648275751581
607779,,LK1909120001,Parker Lake,N/A,,,,,,PRIVATE,19,912,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:13.000Z,,,ORTHO,YES,68553.9480176632,1015.42357632262
607780,,LK1908650001,Brown No. 2 Lake,N/A,,,,,,PRIVATE,19,865,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:15.000Z,,,ORTHO,YES,47456.3134643812,900.311851243481
607781,,PD2003130001,Penland Pond,N/A,,,,,,PRIVATE,20,313,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:33:17.000Z,,,ORTHO,YES,11301.7819707815,416.015799259959
607782,,PD2002700001,Mars Hill Crossing Pond,Mars Hill Crossing,,,,,,PRIVATE,20,270,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Jenkins Pond,YAGADJ,2015-06-04T19:33:20.000Z,,,ORTHO,YES,12501.9624459522,561.442752006362
607783,,PD2002220001,Creek Wood Pond,Creek Wood ,,,,,,PRIVATE,20,222,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:40:21.000Z,,,ORTHO,YES,6149.62725360632,369.318798284903
607784,,LK1900060001,Wright No. 1 Lake,N/A,,YES,,,NO,PRIVATE,19,6,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-10-16T17:54:42.000Z,,,ORTHO,YES,48514.5498162307,917.015063060286
607785,,PD1900690001,Behnke Pond,N/A,,,,,,PRIVATE,19,69,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:02.000Z,,,ORTHO,YES,30366.6711003419,811.850098439118
607786,,PD1900670001,Helms Pond,N/A,,,,,,PRIVATE,19,67,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:43:50.000Z,,,ORTHO,YES,21516.7259407121,738.767224612789
607787,,LK0100170001,The Estates Easthampton No. 1 Lake,The Estates at Easthampton, ,,,,,PRIVATE,1,17,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:04.000Z,,,ORTHO,YES,59352.1160362007,1172.7730922066
607788,,LK1607570002,The Preserve Easthampton Lake,The Preserve at Easthampton, ,,,,NO,PRIVATE,16,757,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:01.000Z,,,ORTHO,YES,122949.515589564,1949.68382998051
607789,,LK1608270001,Bishops Hollow Lake,Bishops Hollow, ,,,,NO,PRIVATE,16,827,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:02.000Z,,,ORTHO,YES,73298.9761505376,1474.69168495721
607790,,LK1607580001,Bishopss Green Lake,Bishops Green, ,,,,NO,PRIVATE,16,758,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:04.000Z,,,ORTHO,YES,81174.0801244961,1704.42805682201
607791,,PD1607590001,Oakhill ManorPond,Oakhill Manor,,,,,NO,PRIVATE,16,759,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:06.000Z,,,ORTHO,YES,19800.8257944012,565.741010102103
607792,,LK0100180001,The Estates Easthampton No. 2 Lake,The Estates at Easthampton, ,YES,,,NO,PRIVATE,1,18,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:08.000Z,,,ORTHO,YES,49336.1351888188,1488.99604330274
607793,,LK2000690001,Lake Allatoona Golf Course Lake,N/A,,YES,,,NO,COE,20,69,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:43.000Z,,,ORTHO,YES,50832.1149146068,990.957042939313
607794,,PD1801100001,Ingram No. 1 Pond,N/A,,YES,,,NO,PRIVATE,18,110,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-04T19:20:40.000Z,,,ORTHO,YES,11558.4357629399,525.221817181497
607795,,PD1801270001,Lewallen Pond,N/A,,YES,,,NO,PRIVATE,18,127,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:22.000Z,,,ORTHO,YES,4587.13867504632,273.938424245602
607796,,LK1801060001,Staples Lake,N/A,,,,,,PRIVATE,18,106,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:44:28.000Z,,,ORTHO,YES,159583.688465608,1554.06625911844
607797,,LK1801050001,Neal Lake,N/A,,,,,,PRIVATE,18,105,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:44:19.000Z,,,ORTHO,YES,50678.8038685143,925.623432247589
607798,,LK1912530001,Cobb County No.12 Lake,Stout Park Lake,,YES,,,NO,CCPARKS,19,1253,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:08:29.000Z,,,ORTHO,YES,53608.6566703473,1146.24203414311
607799,,PD2001810001,Strohauer Pond,N/A,,,,,NO,PRIVATE,20,181,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:09.000Z,,,ORTHO,YES,30573.0530611015,709.352989773542
607800,,LK1608310001,Penhurst No. 2 Lake,Penhurst , ,,,,NO,PRIVATE,16,831,,,Zone X Shaded,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-17T12:05:11.000Z,,,ORTHO,YES,84627.3718738397,1308.08010637216
607801,,LK1606210001,Twin Lakes No. 2 Lake,Twin Lakes, ,,,,NO,PRIVATE,16,621,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Twin Lakes (Upper) Lake - Dam Breach Model,YAGADJ,2015-06-17T12:05:14.000Z,,,ORTHO,YES,228012.454514999,2496.87639819187
607802,,LK1606210002,Twin Lakes No. 1 Lake,Twin Lakes, ,,,,,PRIVATE,16,621,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Twin Lakes (lower) Lake - Dam Breach Model,YAGADJ,2015-06-08T14:59:24.000Z,,,ORTHO,YES,148639.889251299,1947.60841670831
607803,,LK1606670001,Nowlin Lake,Nowlin Acres, ,,,,,PRIVATE,16,667,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Burmeister Lake - Dam Breach Model,YAGADJ,2015-06-08T14:59:26.000Z,,,ORTHO,YES,141843.428299215,1838.95380451763
607804,,LK1606280001,Autumn Lake Lake,Autumn Lake, ,,,,,PRIVATE,16,628,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:59:29.000Z,,,ORTHO,YES,158007.029323264,1661.20740276971
607805,,LK1602350001,Mirraview Lake,Mirraview, ,,,,,PRIVATE,16,253,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:59:31.000Z,,,ORTHO,YES,78360.491919274,1478.64076488597
607806,,LK1702510001,Summerlin Lake,N/A,,,,,,PRIVATE,17,251,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:59:33.000Z,,,ORTHO,YES,363784.922182888,3592.81664741218
607807,,LK1702500001,Hicks Lake,N/A,,,,,,PRIVATE,17,250,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-08T14:59:35.000Z,,,ORTHO,YES,99132.6472566702,1272.81864587996
607808,,LK1702490001,W. R. Burdette Lake,W. R. Burdette,,,,,,PRIVATE,17,249,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:37.000Z,,,ORTHO,YES,59676.521853077,1013.23543879722
607809,,PD1702490001,Jonnie A. Kilgore Pond,Jonnie A. Kilgore,,,,,,PRIVATE,17,249,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:40.000Z,,,ORTHO,YES,6707.70411359099,306.438617831439
607810,,PD1703200001,Lindstedt Pond,N/A,,YES,,,NO,PRIVATE,17,320,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:17.000Z,,,ORTHO,YES,28057.5865360099,668.307886161382
607811,,LK1701830001,Ray Lake,N/A,,YES,,,NO,PRIVATE,17,183,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:19.000Z,,,ORTHO,YES,47606.2039288775,867.703091294251
607812,,LK1801620001,Mayfield Lake,N/A,,YES,,,NO,PRIVATE,18,162,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-06-17T12:05:21.000Z,,,ORTHO,YES,44093.040192344,1199.56214908749
607813,,PD1604110002,Moore Pond,N/A,,YES,,,NO,PRIVATE,16,411,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:22.000Z,,,ORTHO,YES,16197.9895660255,578.896955209548
607814,,LK1603180001,Gordon and Dees Lake,Mountain Lake Estates, ,YES,,,NO,PRIVATE,16,318,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam - aka: Gordon / Dees Lake,YAGADJ,2015-10-16T17:44:35.000Z,,,ORTHO,YES,64587.064972301,1248.09830311603
607815,,PD1603220001,Loch Highland Pond,Loch Highland,,YES,,,NO,PRIVATE,16,322,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:26.000Z,,,ORTHO,YES,28996.0545955353,917.163585678254
607816,,LK1606800001,Bayswater Lake,Bayswater, ,YES,,,NO,PRIVATE,16,680,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:43.000Z,,,ORTHO,YES,55393.3547199753,965.646255324975
607817,,LK1704980001,Dobbins Air Force Base No. 1 Lake,N/A,,YES,,,NO,DOD,17,498,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:58:48.000Z,,,ORTHO,YES,391046.317121727,6030.59613075546
607818,,PD0100320001,Hedgerow Pond,Hedgerow,,YES,,,NO,PRIVATE,1,32,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:31.000Z,,,ORTHO,YES,28504.3664817538,782.503416385074
607819,,PD0101300001,East Spring Lake Pond,East Spring Lake,,YES,,,NO,PRIVATE,1,130,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:33.000Z,,,ORTHO,YES,31428.8286460816,796.936241915971
607820,,PD0100600001,Ridge at Easthampton Pond,Ridge at Easthampton,,YES,,,NO,PRIVATE,1,60,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:35.000Z,,,ORTHO,YES,38915.355056169,1217.57400232324
607821,,LK1605990001,Synagogue Lake,N/A, ,YES,,,NO,PRIVATE,16,599,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-08T14:59:47.000Z,,,ORTHO,YES,107648.899226872,1420.15396771573
607822,,LK1607430001,Shadow Woods Lake,Shadow Woods, ,YES,,,NO,PRIVATE,16,743,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:37.000Z,,,ORTHO,YES,58313.4226949197,1201.31078694405
607823,,PD1606260001,Magnolia Pond Pond,Magnolia Pond,,YES,,,NO,PRIVATE,16,626,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-06-17T12:05:39.000Z,,,ORTHO,YES,17386.2711323639,570.960665078557
607824,,LK1605940001,Stillwater Lake,Stillwater Lake, ,YES,,,NO,PRIVATE,16,594,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:40.000Z,,,ORTHO,YES,59134.4977800579,1247.6629167019
607825,,LK1603790002,Ebenezer Farms Lake,Ebenezer Farms, ,YES,,,NO,PRIVATE,16,379,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:45.000Z,,,ORTHO,YES,137252.917872319,1617.89989753777
607826,,PD1603780001,Milian Pond,N/A,,YES,,,NO,PRIVATE,16,378,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:46.000Z,,,ORTHO,YES,12001.4430042275,460.949529214389
607827,,PD1603790002,Perez Pond,N/A,,YES,,,NO,PRIVATE,16,379,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:49.000Z,,,ORTHO,YES,15459.2169483341,554.658992516016
607828,,PD1603070002,Stocktons Chase Pond,Stocktons Chase,,YES,,,NO,PRIVATE,16,307,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:05:51.000Z,,,ORTHO,YES,17405.4054285553,552.604501858061
607829,,LK1905010001,Copeland Lake,N/A,,YES,,,NO,PRIVATE,19,501,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam,YAGADJ,2015-05-11T18:22:54.000Z,,,ORTHO,YES,55573.4287255419,969.393291382347
607830,,PD1905020001,Pettit Pond,N/A,,YES,,,NO,PRIVATE,19,502,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-06-17T12:06:00.000Z,,,ORTHO,YES,20862.3060928912,950.520617732652
