OBJECTID,MAXGISID,FACILITY_ID,LAKENAME,SUBDIVISION_NAME,EST_DEPTH,ACCESSIBLE,ACCESS_REMARKS,INSTALLDATE,ABANDONED,JURISDICTION,LANDDISTRICT,LANDLOT,PLTBKNUM,PLTBKPG,FEMA_ZONE,EPD_REACH_NAME,EPD_CRITERION_VIOLATED,EPD_POTENTIAL_CAUSES,EPD_IMPAIRED_CATEGORY,EPD_IMPAIRED_PRIORITY,EPD_IMPAIRED_NOTES,EPD_305B_303D_LIST,EPD_IMPAIRED_WATERSHED,EPD_IMPAIRED_USE,LOCATIONVERIFIED,MAPDATE,IMAGES,BRE,REMARKS,EDITOR,EDITDATE,COLLECTED_BY,INVENTORY_DATE,SURVEY_METH,INSIDE_COBB_COUNTY,shapearea,shapelen
608048,,LK2002450001,Worley Lake,N/A,,,,,,PRIVATE,20,245,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,54311.5772102499,1148.98353726287
608049,,PD1607920001,Sterling Highlands Pond,N/A,,,,,,PRIVATE,16,792,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-04-09T15:54:02.000Z,,,ORTHO,YES,12910.7545756007,561.109979359868
608050,,PD2001360001,Charlestowne Pond,N/A,,,,,,PRIVATE,20,136,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,34624.9742764061,813.295078729099
608051,,LK2002820001,Hardage Farms Lake,Hardage Farms,,,,,,PRIVATE,20,282,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,68514.2737655448,1096.58487595344
608052,,LK2002900001,Schmidt Lake,N/A,,,,,,PRIVATE,20,290,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,88166.3297768994,1119.56953340257
608053,,PD2002830001,Godwin Pond,N/A,,,,,,PRIVATE,20,283,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,31109.4246068788,708.787845562967
608054,,LK2000540001,Majestic Wade Green Lake,N/A,,,,,,PRIVATE,20,54,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,56725.7954344271,1046.82195623128
608055,,PD2000620001,Mantovani Pond,N/A,,,,,,PRIVATE,20,62,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T17:43:30.000Z,,,ORTHO,YES,31394.3798992119,839.427568753108
608056,,PD2000520001,Sanford Pond,N/A,,,,,,PRIVATE,20,52,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,26693.652156641,758.294038432362
608057,,PD2000520002,Hester Pond,N/A,,,,,,PRIVATE,20,52,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,5127.17113121536,341.317611364697
608058,,LK2001830001,Stephenson Lake,N/A,,,,,,PRIVATE,20,183,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,52853.7654594418,1094.51023063846
608059,,PD2001990002,Glenhaven Pond,Glenhaven,,,,,,PRIVATE,20,199,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,20354.8310084319,777.831564644142
608060,,PD2002220002,Kuhlman Pond,N/A,,,,,,PRIVATE,20,222,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,4410.6075380277,276.678779571091
608061,,PD2002980002,Bishop Pond,N/A,,,,,,PRIVATE,20,298,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,7427.3763521985,330.821555417159
608062,,PD2003120001,Adams Pond,n/a,,YES,,,NO,PRIVATE,20,312,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:17.000Z,,,ORTHO,YES,2795.91734635378,248.377843554193
608063,,PD1901620001,Tippins No. 1 Pond,N/A,,,,,,PRIVATE,19,162,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,12009.3489737419,491.614498025692
608064,,PD1901620003,Tippins No. 2 Pond,N/A,,,,,,PRIVATE,19,162,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,27212.4945308657,1138.53317252878
608065,,PD1911020001,Meissner Pond,N/A,,,,,,PRIVATE,19,1102,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,5868.90377395023,324.695675814553
608066,,LK1911320001,Davis James Lake,N/A,,,,,,PRIVATE,19,1132,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,82185.1224185724,1281.97206391771
608067,,LK1912340001,Fareed Sevani Lake,N/A,,YES,,,,PRIVATE,19,1234,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:08.000Z,,,ORTHO,YES,53877.9350062618,939.556185909163
608068,,PD1912360001,Hammond Pond,N/A,,YES,,,,PRIVATE,19,1236,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:10.000Z,,,ORTHO,YES,29649.6318568608,1028.2399191257
608069,,PD1912310001,Clay Clyde Pond,Clay Clyde,,YES,,,,PRIVATE,19,1231,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:11.000Z,,,ORTHO,YES,34133.9183422074,841.444429702605
608070,,PD1911560001,Valley Lakes Pond,Valley Lakes,,YES,,,,PRIVATE,19,1156,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:13.000Z,,,ORTHO,YES,3861.26014955454,242.39093915248
608071,,PD1704810003,Premier Automotive Pond,N/A,,YES,,,,PRIVATE,17,481,,,Zone X,,,,,,,Not on EPA List,,,,,,,Private Road is Dam,YAGADJ,2015-10-16T17:49:15.000Z,,,ORTHO,YES,6632.16158815378,469.543596067533
608072,,PD1800700001,Harmony Estates Pond,Harmony Estates,,YES,,,,PRIVATE,18,70,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:16.000Z,,,ORTHO,YES,17913.6799050252,690.148177083851
608073,,PD1609620001,Vestavia Estates Ponds,Vestavia Estates,,YES,,,,PRIVATE,16,962,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:17.000Z,,,ORTHO,YES,23048.0464322264,647.627859236508
608074,,PD1610350001,Cobb Estates Pond,Cobb Estates,,YES,,,NO,PRIVATE,16,1035,,,Zone X,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:22:16.000Z,,,ORTHO,YES,11817.5623047639,504.096069135113
608075,,PD1609060001,Kennestone Hospital Pond,N/A,,YES,,,,PRIVATE,16,906,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:19.000Z,,,ORTHO,YES,6541.60037297449,330.476297507975
608076,,PD1607770001,Briarwood Pond,Briarwood,,YES,,,,PRIVATE,16,777,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-10-16T17:49:22.000Z,,,ORTHO,YES,12353.3672760303,499.845095398421
608077,,PD1605180001,Baghdadi Pond,N/A,,,,,,PRIVATE,16,518,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,22382.8416158818,587.365648973977
608078,,PD1607100001,Kurtz Lucy Pond,Kurtz Lucy,,,,,,PRIVATE,16,710,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,2187.1115036745,197.992998483466
608079,,PD1606630001,Wuthering Heights Pond,Wuthering Heights,,,,,,PRIVATE,16,663,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,27059.0622999877,705.995737122081
608080,,LK1605600001,Sprayberry Heights Lake,Sprayberry Heights, ,,,,,PRIVATE,16,560,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T17:46:23.000Z,,,ORTHO,YES,63466.1566416847,1133.51560714774
608081,,PD1605920001,Tang Pond,N/A,,,,,,PRIVATE,16,592,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,16426.6317784711,497.500343660886
608082,,PD1600180001,Tulka Pond,N/A,,,,,,PRIVATE,16,18,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,8861.58451437713,436.436900004643
608083,,PD1604660001,Estates of Chimney Lakes Pond,The Estates of Chimney Lakes,,,,,,PRIVATE,16,466,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,34107.1360875324,1006.85986140293
608084,,PD1603940001,Stroup Pond,N/A,,,,,,PRIVATE,16,394,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,39733.0638427551,833.697871612201
608085,,PD1708770001,Waterford Place Pond,Waterford Place,,,,,,PRIVATE,17,877,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,9402.48816971523,501.054073949062
608086,,LK1901970001,Lakefield Manor No. 1 Lake,Lakefield Manor,,,,,,PRIVATE,19,197,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,57662.6422406811,1308.38322946457
608087,,PD1608010001,North Corporate Center Pond ,North Corporate Center,,,,,,PRIVATE,16,801,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,38872.5077542683,823.538091453733
608088,,PD1603190001,Lamberti Pond,Brooke Falls,,YES,,,NO,PRIVATE,16,319,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:46:50.000Z,,,ORTHO,YES,24207.7275038805,687.589431801779
608089,,PD2002640002,Saint Teresas Pond,N/A,,,,,,PRIVATE,20,264,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,26689.7063347532,627.564298564338
608090,,PD2002640001,Belcher Pond,N/A,,,,,,PRIVATE,20,264,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,33413.1739408744,718.951120850257
608091,,PD2001470001,Thornhill Township No. 3 Pond,Thornhill Township,,,,,,PRIVATE,20,147,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,10863.977929157,401.316775396039
608092,,PD2001470002,Thornhill Township No. 1 Pond,Thornhill Township,,,,,,PRIVATE,20,147,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,29339.653777155,1135.72981188369
608093,,PD2001470003,Thornhill Township No. 2 Pond,Thornhill Township,,,,,,PRIVATE,20,147,,,Zone X,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,27376.82973433,974.462400813039
608094,,LK1801570001,J. L. Gresham Lake,J. L. Gresham,,,,,,PRIVATE,18,157,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,45353.5162996958,917.672743580944
608095,,PD1913150001,Paine Pond,N/A,,,,,,PRIVATE,19,1315,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:36:19.000Z,,,ORTHO,YES,7047.65648683072,423.951504600672
608096,,PD1601310001,EBC Pond,N/A,,YES,,,NO,PRIVATE,19,131,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2016-04-20T13:24:16.000Z,,,ORTHO,YES,42439.2350754279,1376.58965218908
608097,,LK2002300002,Brookstone Subdivision Lake,Brookstone,,,,,,PRIVATE,20,230,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2018-05-18T19:37:26.000Z,,,ORTHO,YES,260994.071449798,2502.86208273449
608098,,LK1610190001,Walker School Lake,N/A,,,,,,PRIVATE,16,1019,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,78229.5307510163,2209.29741129203
608099,,LK2000270001,Whites Lake,N/A,,YES,,,,PRIVATE,20,27,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road ,YAGADJ,2015-07-13T14:47:10.000Z,,,ORTHO,YES,312514.770538109,2490.36535822481
608100,,LK2000370001,Parker Fairway Lake,N/A,,YES,,,,PRIVATE,20,37,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:41:03.000Z,,,ORTHO,YES,54010.3247220582,891.614535751589
608101,,LK2000210001,Parkwood Commons Lake,Parkwood Commons,,YES,,,,PRIVATE,20,21,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T18:32:37.000Z,,,ORTHO,YES,102073.867351713,1495.77353791891
608102,,LK2000560001,Wooten Lake,N/A,,YES,,,,PRIVATE,20,56,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:28:33.000Z,,,ORTHO,YES,434992.612870156,5650.53259392491
608103,,LK2000170001,Margie Sullivan Lake,Clearwater Estates,,,,,,PRIVATE,20,17,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2018-05-18T19:49:48.000Z,,,ORTHO,YES,729282.039218988,5700.18118559436
608104,,LK1600720001,Chestnut Hill No. 1 Lake,Chestnut Hill, ,,,,,PRIVATE,16,72,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-05-11T17:47:07.000Z,,,ORTHO,YES,122121.613404656,1742.64396340988
608105,,LK1600730001,Upper Chestnut Hill Lake,Chestnut Hill, ,,,,,PRIVATE,16,73,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2018-05-18T20:02:35.000Z,,,ORTHO,YES,574696.327623625,6218.14239148644
608106,,LK1600600001,Noonday Creek Structure No. 17,Preserve at Falcon Hills,,YES,,,NO,NRCS,16,60,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka : Noonday Creek Lake Structure No. 17,YAGADJ,2018-05-18T19:51:40.000Z,,,ORTHO,YES,15341.29875373,1407.5730487337
608107,,LK1601370001,Noonday Creek Structure No. 4,Lake Latimer, ,YES,,,,PRIVATE,16,137,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road - aka :  Noonday Creek Lake Structure No. 4,YAGADJ,2018-05-18T19:52:56.000Z,,,ORTHO,YES,401725.751087134,5269.56187494922
608108,,LK2000970001,Fry Lake Lake,N/A,,YES,,,NO,NRCS,20,97,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Noonday Creek Lake Structure No. 15,YAGADJ,2016-01-13T16:02:51.000Z,,,ORTHO,YES,233461.626287639,2817.35939886919
608109,,LK1603550001,Lower Chastain Lake,Chastain Lakes, ,YES,,,NO,PRIVATE,16,355,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2018-05-18T19:48:35.000Z,,,ORTHO,YES,741546.346567172,5438.31342539106
608110,,LK1603580001,Argonaut Lake,N/A, ,YES,,,NO,PRIVATE,16,358,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:41:47.000Z,,,ORTHO,YES,92625.0000172806,1815.66097477487
608111,,LK0100460002,Zelman Lake,N/A, ,YES,,,NO,PRIVATE,1,46,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:48:54.000Z,,,ORTHO,YES,52242.0473518596,1027.43331221655
608112,,LK1603230001,Loch Highland No. 1 Lake,Loch Highland, ,YES,,,NO,PRIVATE,16,323,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam ,YAGADJ,2015-05-11T17:49:48.000Z,,,ORTHO,YES,1042508.36755946,7652.82167138743
608113,,LK2000630001,Moon Lake,N/A,,YES,,,,PRIVATE,20,63,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Cobb Road is Dam ,YAGADJ,2015-10-16T17:48:55.000Z,,,ORTHO,YES,282975.033630827,3253.29990872477
608114,,LK1602690001,Powers Lake,N/A, ,YES,,,,PRIVATE,16,269,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-10-16T17:48:57.000Z,,,ORTHO,YES,564450.308799931,3554.72936633838
608115,,LK1601650001,North Landing Lake,North Landing, ,YES,,,NO,PRIVATE,16,165,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road - Dam Breach Model,YAGADJ,2015-05-11T17:49:50.000Z,,,ORTHO,YES,358503.84608089,3393.90098483904
608116,,LK1600580001,Olde Mill Ford Lake,Olde Mill Ford, ,YES,,,,PRIVATE,16,58,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:48:58.000Z,,,ORTHO,YES,134096.250529135,2168.11816491842
608117,,LK1600860001,Wilson Lake 1,N/A, ,YES,,,,PRIVATE,16,86,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2016-04-20T13:18:09.000Z,,,ORTHO,YES,83504.1304833148,1566.88154339554
608118,,LK1601020001,Highland Pointe No. 1 Lake,Highland Pointe, ,YES,,,NO,PRIVATE,16,102,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-07-13T14:29:56.000Z,,,ORTHO,YES,204717.317857813,2498.2676939624
608119,,LK1600310001,Davis Lake,N/A, ,YES,,,NO,PRIVATE,16,31,,,Zone AE,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-08-06T13:49:52.000Z,,,ORTHO,YES,571837.526544924,3774.88896194184
608120,,LK1602550001,Loch Highland No. 2 Lake,Loch Highland, ,YES,,,NO,PRIVATE,16,255,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,YAGADJ,2015-05-11T17:49:42.000Z,,,ORTHO,YES,469047.249150197,6389.02184288452
608121,,LK1804950001,Hillcrest West Lake,Hillcrest West,,YES,,,,PRIVATE,18,495,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T18:32:40.000Z,,,ORTHO,YES,60729.0619488277,1238.672050404
608122,,LK1802730001,Nelle Lake Lake,Nelle Lake,,YES,,,,PRIVATE,18,273,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:01.000Z,,,ORTHO,YES,65075.9854098957,1646.7507973221
608123,,LK1805840001,Seybert Lake,N/A,,YES,,,,PRIVATE,18,584,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:35:42.000Z,,,ORTHO,YES,319409.554823979,3146.92608787201
608124,,LK1805150001,Pleasant Acres Lake,Pleasant Acres,,YES,,,,PRIVATE,18,515,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:35:37.000Z,,,ORTHO,YES,140832.866622204,2841.00861816146
608125,,PD1800410001,Bobo Pond,N/A,,YES,,,,PRIVATE,18,41,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:35:24.000Z,,,ORTHO,YES,2481.86510410188,181.735208026394
608126,,LK1800400001,G. W. Glore Lake,G. W. Glore,,YES,,,,PRIVATE,18,40,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:35:20.000Z,,,ORTHO,YES,83639.5702527108,1274.33207139916
608127,,PD1806020001,Six Flags Over Georgia No. 3 Pond,N/A,,,,,,PRIVATE,18,602,,,Zone A,,,,,,,Not on EPA List,,,,,,,Private Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,24373.0054174507,955.838299009346
608128,,LK1603190001,Cochran Lake,Mountain Lake Estates, ,YES,,,NO,PRIVATE,16,319,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road - aka: Hagemeier Lake - aka: Cochrans Lake,YAGADJ,2015-10-16T17:35:25.000Z,,,ORTHO,YES,46820.2567818669,1332.91212761485
608129,,LK1601740001,Highland Pointe No. 2 Lake,Highland Pointe, ,,,,,PRIVATE,16,174,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T17:46:49.000Z,,,ORTHO,YES,136757.052337243,1561.83624424544
608130,,PD1709200001,Steeplechase Pond,N/A,,,,,,PRIVATE,17,920,,,Zone X,,,,,,,Not on EPA List,,,,,,,Private Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,24209.6582639235,904.946028316297
608131,,LK1904060001,County Farm Lake,Al Bishop Complex Park,,YES,,,NO,CCPARKS,19,406,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Breach Model,YAGADJ,2018-05-18T19:40:56.000Z,,,ORTHO,YES,443743.762209529,3415.15280295101
608132,,LK2001830002,Kellner Lake,N/A,,YES,,,,PRIVATE,20,183,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:02.000Z,,,ORTHO,YES,256405.598617234,2508.9887747464
608133,,LK2001840003,Wilbur Lake,N/A,,YES,,,,PRIVATE,20,184,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-10-16T17:49:07.000Z,,,ORTHO,YES,48218.1691004221,1341.0833132298
608134,,LK2001590001,Baers Lake,N/A,,,,,,PRIVATE,20,159,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,180298.726270313,2348.39079523579
608135,,LK2002300001,Victoria Falls Lake,Lake at Victoria Falls,,,,,,PRIVATE,20,230,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2018-05-18T20:03:17.000Z,,,ORTHO,YES,212740.156074375,2262.28025092041
608136,,LK2002650001,Green Lake,The Hamlet at Fords Lake,,,,,,PRIVATE,20,265,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road - aka Green Lake,YAGADJ,2018-05-18T19:43:58.000Z,,,ORTHO,YES,200073.465357155,2842.40622697058
608137,,LK2002280001,Brookstone No. 5 Lake,Brookstone,,,,,,PRIVATE,20,228,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,105079.564735167,2563.52509725363
608138,,LK2001520001,Cheatham Lakes Lake,Cheatham Lakes,,,,,,PRIVATE,20,152,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,156509.200371576,2371.77674354056
608139,,LK2001520002,Lloyd Lake,N/A,,,,,,PRIVATE,20,152,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,144740.143775233,2252.56603697429
608140,,LK2001800001,Mulkey Lake,N/A,,,,,,PRIVATE,20,180,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road ,ss\yagadj,2015-01-07T00:00:00.000Z,,,ORTHO,YES,90821.2254609428,1480.48538969803
608141,,LK2002330002,Burnt Hickory Lakes No. 1 Lake,Burnt Hickory Lakes,,,,,,PRIVATE,20,233,,,Zone A,,,,,,,Not on EPA List,,,,,,,Cobb Road is Dam,ss\yagadj,2015-01-21T00:00:00.000Z,,,ORTHO,YES,52252.6520071988,1473.80890621554
608142,,LK2002140001,Cobb International Park Lake,Cobb International Park,,YES,,,NO,PRIVATE,20,214,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Daniell Lake ,YAGADJ,2015-05-11T18:22:18.000Z,,,ORTHO,YES,1135579.25650069,6886.63928174803
608143,,LK1607210001,Barrett Walk Apartments Lake,N/A, ,,,,,PRIVATE,16,721,,,Zone AE,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-07-13T14:46:12.000Z,,,ORTHO,YES,148086.4358275,1867.54375292653
608144,,LK1605850001,McLean Lake,N/A, ,,,,,PRIVATE,16,585,,,Zone X,,,,,,,Not on EPA List,,,,,,,Dam Not Road,YAGADJ,2015-05-11T17:47:07.000Z,,,ORTHO,YES,80817.4361204209,1147.74381226962
608145,,LK2000990001,Timber Lake,Pinetree Country Club,,,,,,PRIVATE,20,99,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road - aka: Timber Lake,YAGADJ,2018-05-18T20:00:16.000Z,,,ORTHO,YES,295650.560964441,3575.29001780599
608146,,LK1604350001,Noonday Creek Structure No. 16,N/A, ,YES,,,NO,PRIVATE,16,435,,,Zone A,,,,,,,Not on EPA List,,,,,,,Dam Not Road : aka: Noonday Creek Lake Structure No. 16,YAGADJ,2018-05-18T19:53:45.000Z,,,ORTHO,YES,428546.100039142,5016.64672705497
608147,,LK1603700001,Rice Lake,Chastain Glen,  ,YES,,,NO,PRIVATE,16,370,,,Zone X Shaded,,,,,,,Not on EPA List,,,,,,,Dam Not Road - aka: Rice lake,YAGADJ,2018-05-18T19:56:05.000Z,,,ORTHO,YES,117993.479596487,1703.23736912598
608148,,PD1604950001,Addson Heights Pond,Addison Heights,,YES,,,NO,PRIVATE,16,495,,,Zone A,,,,,,,Not on EPA List,,,ORTHO,,,,Dam Not Road,YAGADJ,2015-05-11T18:25:22.000Z,,,ORTHO,YES,13689.0714779013,492.315185783211
