OBJECTID,GEOID10,NAME10,PLNG_REGIO,Median_household_income,Type_3__Annual_Transit_Trips,GlobalID,Pop_Chng_per_SqMi_2000_2010,Tp3_HousTranspCosts_Pct_Income,Tp3_HousingCosts_Pct_Income,Tp3_TransportCosts_Pct_Income,Tp3_AnnualVehMilesTraveled
288,13151070305,703.05,ARC 10,73719,0.1,{F7185438-8ECE-4D0F-BF89-837D9023A7C3},180.5,110.68,68.05,42.63,20481
289,13151070304,703.04,ARC 10,38261,20.91,{039A2613-267B-4C25-99BA-7BFEF792329A},533.3,83.27,46.81,36.46,18124
290,13151070106,701.06,ARC 10,52314,0.59,{B9641FC0-0D75-4B3B-A661-39F87997A8B7},120,88.61,48.92,39.69,19097
291,13151070203,702.03,ARC 10,80566,5.85,{7DE37708-012E-40C6-97EE-8D99DB096375},223.8,97.88,53.26,44.61,22009
292,13151070402,704.02,ARC 10,61583,0.09,{29A3B93B-0BAB-4373-BB09-E07D75567C6F},158.9,95.42,50.63,44.79,22343
293,13015960101,9601.01,ARC 20,74848,0,{5D24187F-CBB0-4ACF-A6C8-78409F1BCC69},12.2,106.14,61.21,44.93,22019
294,13015960402,9604.02,ARC 20,43032,0.47,{E3A4B251-620A-4510-8CC1-5E949BC4D4CF},154.4,83.03,43.49,39.54,19866
295,13015960901,9609.01,ARC 20,45375,2.07,{2C918826-2527-4F67-B0B7-BC29EFC2EB44},6,81.9,40.89,41.01,20552
296,13015960102,9601.02,ARC 20,59920,0,{548FA568-A58F-4DF7-AEF7-ABF45415D1EA},24.6,91.53,48,43.53,21285
297,13015960802,9608.02,ARC 20,23381,19.99,{6F361FCC-0AC6-4632-8078-177A79D1FBFA},57.9,81.02,42.23,38.79,19993
298,13015961000,9610,ARC 20,64450,1.91,{9692D5C9-E196-41E2-8599-9362B0D6A438},31.8,96.34,51.73,44.61,22348
299,13015960801,9608.01,ARC 20,50481,2.47,{31BC9066-CD03-4717-AA1B-E40BA882D344},43.9,89.54,47.72,41.82,21325
300,13015960300,9603,ARC 20,58203,0,{A5ED0370-F96D-4E46-B8AC-34663BFC3CB3},41.6,88.95,44.99,43.96,21817
301,13015960902,9609.02,ARC 20,57540,5.51,{72D43982-5189-4E45-BCDE-47BF75D4B549},78,92.6,49.9,42.7,21465
302,13015960500,9605,ARC 20,40651,10.02,{1FACDAA7-ACF2-4A2C-93D2-E84237F26AF8},231.2,80.16,42.32,37.84,19003
303,13015960600,9606,ARC 20,41764,12.1,{64744AFB-150F-455C-B340-A1D261F9CB61},140.7,84.74,47.3,37.43,18590
304,13015960200,9602,ARC 20,44905,4.1,{8AA0AAA3-D974-4894-A754-F525B03725C0},44.7,82.24,40.81,41.42,20710
305,13015960401,9604.01,ARC 20,45718,10.99,{618F8D9D-3B2A-45C3-AF2B-6971D49A6537},425.7,80.89,44.26,36.63,18390
306,13015960803,9608.03,ARC 20,48558,3.37,{646EFF94-7029-422A-A7D2-44481EE08FC2},22.8,83.4,42.65,40.74,20102
307,13015960700,9607,ARC 20,37589,10.85,{523BE752-6655-425E-8C4B-C61A5A3A033F},53.3,80.23,44.38,35.85,17619
308,13135050319,503.19,ARC 10,38545,100.55,{A09E01EB-1023-4CF7-87EB-5303C45F24C0},-660,76.7,47.59,29.11,14313
309,13135050219,502.19,ARC 10,67209,74.12,{FD16C212-977A-45DE-A2AA-CDAC8EE6FD2A},-331.8,95.39,61.53,33.86,16653
310,13135050211,502.11,ARC 10,30067,143.55,{AEA5831D-F6B3-4B8F-9591-9AA65A9E92EC},-947.7,70.74,45.39,25.34,12357
311,13135050215,502.15,ARC 10,50850,0,{21A02474-EED2-4296-81C2-160AC1E013CB},444.6,82.52,53.77,28.74,13482
312,13135050216,502.16,ARC 10,103000,18.92,{E874B50C-AC09-4ED7-9553-2C9E319EC892},637.8,118.81,81.36,37.45,17474
313,13135050527,505.27,ARC 10,73125,39.25,{A3FEE737-C3B7-490B-8072-33FE151990EF},76.5,104.14,63.97,40.17,19306
314,13135050549,505.49,ARC 10,64672,39.96,{39C28137-EE87-42E2-93D3-1296B77D7D74},235.3,100.83,62.31,38.52,18323
315,13135050540,505.40,ARC 10,52607,108.75,{72CDF83D-CB61-4C5A-A1DC-BED327FAD567},544.1,87.9,56.47,31.44,15407
316,13135050722,507.22,ARC 10,59609,4.69,{0F1445E0-6DF4-43A6-AB96-29EAD094AC46},422.9,103.48,62.78,40.7,19382
317,13135050729,507.29,ARC 10,49063,42.24,{C17F040C-A607-41B3-885D-9D272BF53E29},222,86.76,51.27,35.5,17305
318,13135050725,507.25,ARC 10,62092,25.38,{4D091CD3-3601-4EE9-BA29-0759E81726F5},280,90.23,50.95,39.29,19171
319,13135050730,507.30,ARC 10,68792,10.64,{ABCC7F72-13D0-4D5E-A6B8-5D0EBDA50582},613.3,98.13,56.74,41.39,20187
320,13135050728,507.28,ARC 10,72409,8.29,{204A67E4-DA73-4E5A-98BD-1F359EC5D529},629.2,96.97,54.38,42.59,20435
321,13135050731,507.31,ARC 10,69423,8.73,{AB751DD6-AE58-464B-8868-F630C052767F},753.9,97.85,55.97,41.88,20964
322,13135050609,506.09,ARC 10,77059,2.36,{71EFE180-EF09-4CAD-8E6A-B11F44B3F472},591.4,103,59.51,43.49,21119
323,13135050610,506.10,ARC 10,92233,9.51,{9A45C5FA-F57D-4723-8EFD-23415B16E73E},593.4,108.1,64.66,43.44,20636
324,13135050541,505.41,ARC 10,31194,195.33,{723D1F02-F80C-44DB-A331-37FF0DED75AD},442,66.49,43.6,22.89,11202
325,13135050524,505.24,ARC 10,43182,78.44,{2A74C85F-B1AF-4984-A9F9-CDF6EF415569},348.5,84.36,51.8,32.56,16067
326,13135050547,505.47,ARC 10,81607,13.15,{D8865FBA-2290-490F-9CCC-D45FF8D6429A},323.3,98.16,57.43,40.73,19775
327,13135050523,505.23,ARC 10,50336,101.28,{857B66E3-BB35-450B-AA81-7505DADEBE01},691,82.48,51.3,31.18,15136
328,13135050724,507.24,ARC 10,58232,11.2,{0955B03D-7EAE-475D-955D-339BB9672D67},962.5,101.52,61.37,40.15,19165
329,13135050543,505.43,ARC 10,75458,28.82,{FF1854D9-EA95-44FA-9C84-EAE3175C159B},1206.5,97.72,58.61,39.12,19014
330,13135050545,505.45,ARC 10,52641,33.62,{82BAF8BF-D03D-4F1A-BA4F-17BA2124C958},1447.5,96.15,57.87,38.28,18861
331,13135050727,507.27,ARC 10,88889,14.7,{430C5D6B-7D29-4C31-880D-6C7D005A23C0},613.8,111.9,69.83,42.07,20300
332,13135050548,505.48,ARC 10,81417,20.33,{7EBB5003-F12F-4A92-9139-1E9536713B6B},626.2,113.76,71.93,41.83,20339
333,13135050546,505.46,ARC 10,67764,31.3,{A1CDA08C-400E-4F17-9DC1-B3DBA09D6B31},1339.1,101.1,60.25,40.84,19676
334,13135050726,507.26,ARC 10,69406,0,{711DBCDA-569D-41FE-82DC-29CA9DEBE580},379.3,106.19,63.27,42.92,21136
335,13135050608,506.08,ARC 10,66935,0,{7FF88AA7-FA32-47B2-9582-A69BEC20A266},228.3,103.81,60.45,43.36,20769
336,13135050607,506.07,ARC 10,77500,0,{F76C16A9-E2CA-4E79-B50C-D90028B5D2AE},930.9,109.22,66.84,42.38,20343
337,13135050542,505.42,ARC 10,45020,68.03,{1BA9AA83-C50D-447F-8F75-CB5C64F9B08C},1649.3,78.05,51.44,26.61,13082
338,13135050536,505.36,ARC 10,55875,32.63,{A7D78839-19A9-4455-8770-65A3CFAACF01},239.7,94.61,59.48,35.13,17077
339,13135050537,505.37,ARC 10,34273,92.15,{08240F29-8913-40F0-8086-DD35244C2FAC},660,74.3,47.04,27.26,13440
340,13135050539,505.39,ARC 10,42944,87.9,{31BCA28E-610C-4A58-87F7-A8BA7AF6C846},1246.7,84.11,51.79,32.32,15348
341,13135050544,505.44,ARC 10,67736,40.4,{F82E59BC-743E-4A3A-8206-2037ACFFEFEA},1249.2,104.19,66.05,38.14,17999
342,13135050535,505.35,ARC 10,50947,26.43,{C6D1269F-3B92-4926-8510-D38BCE80DABF},551.2,95.25,58.51,36.74,17508
343,13135050532,505.32,ARC 10,51467,48.59,{14FBF367-916C-4B68-AA76-6C2DD0E31BB3},1328.2,94.64,58.12,36.52,17801
344,13135050534,505.34,ARC 10,53898,67.89,{407C2EFB-33C7-4829-BF1E-076F20C7C6FB},1034.4,89.5,54.36,35.14,16529
345,13135050723,507.23,ARC 10,66667,7.15,{4B5F9E58-566F-4838-8EB0-1E2880445B3C},284.7,103.26,62.63,40.63,19384
346,13135050435,504.35,ARC 10,50625,34.98,{2879D0C0-170E-45AB-A646-43DB2195A304},68.8,81.56,48.15,33.41,15956
347,13135050531,505.31,ARC 10,51603,21.64,{1C4BA463-68A1-428F-8A22-45E1978D20AF},560.7,92.71,55.27,37.44,17310
348,13135050533,505.33,ARC 10,60631,26.66,{0C6568B4-B27A-47B2-9E48-53F51DB47A1B},776.8,104.76,67.18,37.58,17739
349,13135050436,504.36,ARC 10,42972,113.91,{D3FDFF45-750F-44A5-9E7C-3FBE58FCE41E},684.1,82.75,51.44,31.31,14965
350,13135050433,504.33,ARC 10,34298,105.92,{0EAC41E4-F0A6-4FDE-BB49-94BFA821F36C},450,82.72,52.1,30.63,14769
351,13135050432,504.32,ARC 10,56946,31.98,{E3D80093-C174-4483-A76D-F7415D417EEB},243.2,91.21,54.33,36.87,17263
352,13135050434,504.34,ARC 10,35357,180.65,{C236B561-B412-40E0-82EC-592C5A81282A},720,75.23,47.52,27.7,13813
353,13135050321,503.21,ARC 10,114444,78.09,{5786F5FD-62EB-4F5C-906F-D90EF2FCF964},-12,137.28,99.4,37.87,17794
354,13217100903,1009.03,ARC 20,60469,0,{71046227-FDBD-409D-81E3-82912BF1F145},344,89.44,47.37,42.07,20648
355,13217100902,1009.02,ARC 20,48775,8.59,{4023C132-1115-49B3-BC1A-5E1F7C86B576},287.8,91.67,48.65,43.02,22115
356,13217100901,1009.01,ARC 20,51640,0,{ABCF4C15-8C03-4EFE-8908-4CB9933DD6AF},205.7,92.67,48.19,44.48,22241
357,13217100201,1002.01,ARC 20,60647,0,{B52EA5AD-0EAB-47AF-A76E-6E027BBB819A},31.4,94.88,50.87,44.01,21360
358,13217100501,1005.01,ARC 20,55838,12.04,{51D85DD4-61AB-4E66-897B-7C5580B63C9E},1071.6,93.25,52.86,40.39,20134
359,13217100800,1008,ARC 20,47014,0,{E9807652-FF1B-4C09-A462-B83B04F6EC08},98.4,89.16,44.93,44.23,21927
360,13217100202,1002.02,ARC 20,62986,0,{6325780A-4687-4799-AA42-DD7C8F264851},32.7,93.68,49.12,44.55,21472
361,13217100700,1007,ARC 20,30509,16.23,{F800EA8F-7752-4289-8093-6128BF3707B1},146.8,78.41,41.07,37.34,18840
362,13217100600,1006,ARC 20,38938,0,{A348D8EA-9FE2-411B-B061-774C284E5F3C},190.1,85.41,44.66,40.75,20503
363,13217100502,1005.02,ARC 20,38957,7.92,{2DFB3FF5-E9C8-4204-8AAE-65C771DA048F},434.9,86.4,46.7,39.7,20284
364,13217100400,1004,ARC 20,30438,0,{FE8930ED-4369-466E-A9A5-A2C34EA43C7C},34.8,80.04,42.39,37.65,18986
365,13217100300,1003,ARC 20,50670,2.6,{A04465C6-5579-4992-A3AB-23995293DC46},190,86.6,48.09,38.51,18813
366,13217100100,1001,ARC 20,67500,0,{A19D70D6-692A-4D93-9558-DCC1F6879227},77,97.87,54.35,43.53,21581
367,13135050322,503.22,ARC 10,126414,59.15,{B89D17BF-F1FA-4BB3-96BF-A7B5910C2238},-170.5,115.62,77.27,38.34,17646
368,13135050318,503.18,ARC 10,51786,249.03,{2861F1E3-345A-4780-A8D1-75D26399BA32},-76.7,71,46.35,24.65,12280
369,13135050320,503.20,ARC 10,32642,79.42,{44EBD84C-D1FE-40FA-BAD1-EAB3626493AB},165.7,80.63,50.23,30.4,14540
370,13135050317,503.17,ARC 10,35457,240.16,{D7F22A21-7C9D-470C-9B7F-EC179FC11164},-1340,62.5,39.29,23.2,11808
371,13135050220,502.20,ARC 10,46215,139.14,{179F6B83-962D-4B3F-A5C0-D4FE1A8971BC},573.3,84.61,56.24,28.37,13870
372,13135050214,502.14,ARC 10,80833,22.06,{53A1656F-0927-43E3-B879-797CD4D35B1E},212.9,111.68,73.7,37.97,17756
373,13135050218,502.18,ARC 10,66365,15.6,{4C138821-C383-413E-A66F-F1223152DE68},81.5,95.53,60.52,35.01,16575
374,13135050209,502.09,ARC 10,46154,51.69,{9932089E-83E3-4888-BE29-2FA9465883FB},699.6,87.05,55.56,31.49,14676
375,13135050217,502.17,ARC 10,71127,37.62,{4CE8C657-2F1D-4DAE-94C8-AE70251E4C66},1133.6,93.07,59.54,33.53,15620
376,13135050529,505.29,ARC 10,59830,30.24,{93505E89-4D5D-4FE7-8CFE-8BA8361C7755},86.7,86.38,51.03,35.35,16973
377,13135050530,505.30,ARC 10,73365,80.03,{3FAB07BE-D21C-467C-86FE-FD73835A4520},892.1,106.53,69.84,36.69,17473
378,13135050538,505.38,ARC 10,75438,57.79,{27516548-1608-4484-A58F-C44FA5F6A0BF},163.5,101.77,64.11,37.66,18231
379,13135050525,505.25,ARC 10,78403,35.2,{53F62DA1-957B-40CC-AB7D-1D37F410BBBE},250.3,99.68,61.18,38.5,18976
380,13135050528,505.28,ARC 10,85021,9.62,{BAE0910F-788D-4EE6-A37B-5DF60B6F3BF0},210.5,112.75,72.49,40.26,19116
381,13135050605,506.05,ARC 10,70121,3.45,{8F2261FC-44AD-4D5F-8492-6C58CF7F8D7B},866.1,104.45,64,40.45,19427
382,13135050606,506.06,ARC 10,66052,3.48,{94FE6518-BC20-478F-AC30-53A0F304BCB0},862.5,102.92,61.6,41.32,19812
383,13135050210,502.10,ARC 10,67048,43.63,{A6154741-7E89-4F23-BACF-BE1DEBBAB7A2},614.5,97.37,64.72,32.66,15767
384,13135050213,502.13,ARC 10,89190,13.16,{142C17D6-A02C-4DBB-8290-DACFA20E971A},928.2,114.55,74.11,40.44,18986
385,13135050208,502.08,ARC 10,70863,57.14,{39189738-3E68-49CD-9DDF-8A760F044501},980,98.59,62.71,35.88,17859
386,13135050212,502.12,ARC 10,115664,26.9,{C854AECA-380D-4FF2-9C7D-25F86DC008F5},706.2,135.97,95.28,40.69,18994
387,13135050109,501.09,ARC 10,79868,7.21,{58F0D71C-3915-4F66-BD2E-1489A29FFEA2},894.4,97.45,58.75,38.7,18691
388,13135050107,501.07,ARC 10,79056,0,{0B6A8291-070D-4B7B-B2B3-258C35D18AC9},621,104.8,63.45,41.35,20117
389,13135050108,501.08,ARC 10,96440,31.42,{A5021063-4894-4E62-B1DE-3163A877F36F},921.6,115.65,73.92,41.73,19892
390,13135050105,501.05,ARC 10,34692,0,{00C386FD-78B5-4F3F-A604-0F647392E903},-70.9,83.78,46.29,37.49,18115
391,13135050103,501.03,ARC 10,54830,1.47,{526728A1-78EF-4440-A4C0-D9EFB029E78E},346.9,93.56,53.48,40.09,19685
392,13135050422,504.22,ARC 10,35393,145.35,{AF59EAFE-E864-4A38-81E8-F8D81DC937E4},477,76.18,47.02,29.16,14243
393,13135050304,503.04,ARC 10,34443,100.89,{D5AC3EDC-4B73-4DF4-AF70-91611AC87B9D},524.3,72.22,44.4,27.82,13376
394,13135050419,504.19,ARC 10,45549,95.52,{81496211-0133-40DB-8F89-6E5EE39C9D03},367.6,84.74,52.83,31.91,15100
395,13135050306,503.06,ARC 10,35962,22.86,{FEA5D64C-4883-42DA-981B-DE3467F96C87},-79.5,81.21,48.04,33.17,15287
396,13135050106,501.06,ARC 10,61426,3.24,{779AE545-AE77-4A2E-AA41-18590097BEE4},302.5,96.68,60.58,36.09,17253
397,13135050205,502.05,ARC 10,51395,55.18,{46CBA9B5-AE9E-48EA-980C-EE9699BE70A0},-203,90.91,57.81,33.1,15929
398,13135050417,504.17,ARC 10,28606,183.85,{7D4233A3-9F1F-4BC6-8210-134BF73711D5},41,71.01,43.4,27.61,13642
399,13135050314,503.14,ARC 10,50781,105.31,{0F557460-AD7B-400B-859B-3CBE1ED265BF},1386.2,79.27,48.16,31.1,15029
400,13135050308,503.08,ARC 10,131167,42.94,{5DE470CC-63DE-4F8E-8821-3135C2CC8D51},70.9,138.56,100.05,38.51,17507
401,13135050309,503.09,ARC 10,83100,49.24,{3CF9A1D6-3C2D-4040-8750-DF79F7E99854},133.1,103.58,69.25,34.33,16341
402,13135050313,503.13,ARC 10,60560,27.78,{AF51EF0A-6275-47EA-A180-3D1F7D5C95D1},195,94.56,59.07,35.49,17099
403,13135050311,503.11,ARC 10,100588,27.85,{3C6ADCB1-7B95-42D2-8482-F8325A52099D},293.2,100.9,66.27,34.64,15940
404,13135050310,503.10,ARC 10,68816,104.03,{C58F0EA8-1B69-4913-B94B-EE6EA6D85E5E},79.7,80.44,49.78,30.66,15134
405,13135050424,504.24,ARC 10,42616,81.11,{7E3688B0-FBE8-4B0C-9740-F9193B2AC912},302.1,78.54,48.21,30.33,14783
406,13135050421,504.21,ARC 10,38698,95.43,{38A53602-6FF3-462B-A1AF-6EC0463C57F8},394.8,75.51,46.53,28.99,14106
407,13135050315,503.15,ARC 10,40585,194.54,{E33EF580-DB77-4394-A570-BDE83A716045},-878.2,81.24,53.29,27.96,13657
408,13135050418,504.18,ARC 10,32584,215.49,{3B317BCB-DBF6-4D22-A880-391FE6770474},-736.3,70.15,44.03,26.12,12743
409,13135050521,505.21,ARC 10,41695,46.53,{775A17BD-B708-4988-84A1-8CD215A40AFF},-161.8,83.85,49.43,34.42,16764
410,13135050522,505.22,ARC 10,37256,54.85,{F8B6B6F5-225B-43D7-8379-8AA3A896D5C9},254.4,79.94,45.39,34.56,16823
411,13135050520,505.20,ARC 10,32625,81.8,{E96087CB-0AA0-4A07-B8AE-5DD933E159F0},66.8,78.71,49.18,29.54,14371
412,13135050511,505.11,ARC 10,48831,45.45,{01299446-E51D-4F72-A926-5F3EBE956CB3},816.2,95.76,61.78,33.98,16107
413,13135050714,507.14,ARC 10,78688,1.08,{5216C2D0-A63B-4916-9008-66080AF7C426},216.6,104.41,64.23,40.17,18975
414,13135050429,504.29,ARC 10,80139,14.22,{CD00F190-B62D-412D-8D78-55422082DA4B},33.4,105.91,65.55,40.36,19079
415,13135050713,507.13,ARC 10,103485,29,{88EF4D61-8684-4AA4-AD12-C18FF369B127},470,114.34,74.34,40,19160
416,13135050423,504.23,ARC 10,34235,50.59,{17B801A1-0923-41C1-8E23-075D1DE3A459},765.2,79.83,48.08,31.75,15482
417,13135050410,504.10,ARC 10,39509,34.62,{26BF9CE6-7CD4-4B6F-9FB2-BB5BD58FB0CC},130,82.97,48.34,34.64,16587
418,13135050720,507.20,ARC 10,76167,14.93,{19066530-0389-49F2-A969-452644CDF4A6},159.5,105.94,65.63,40.31,19336
419,13135050712,507.12,ARC 10,83359,23.17,{8F3F8C9C-FC60-4E01-8BEA-0B9F76C780C7},103.8,98.41,58.84,39.57,18836
420,13135050719,507.19,ARC 10,50745,35.02,{597135C0-1CB3-4BC5-A9B3-88671DC7123B},84.3,91.33,55.24,36.1,17511
421,13135050721,507.21,ARC 10,50273,22.01,{753CE0C4-01E3-4208-8E35-218F0B23D775},354.7,100.37,59.82,40.54,19768
422,13135050709,507.09,ARC 10,56328,8.49,{7A3CB99C-6E7F-49BE-BCB6-67B9FEF87B34},614.2,96.35,55.79,40.56,19732
423,13135050715,507.15,ARC 10,74167,8.43,{5E371BFF-F4F6-42C7-BDF7-018A5CA09547},34.1,98.63,59.09,39.54,19024
424,13135050415,504.15,ARC 10,73188,7.21,{85A544CB-819F-40CD-8E8E-0572DFBE0A68},-165.8,95.5,55.53,39.96,19106
425,13135050718,507.18,ARC 10,81940,4.63,{0AB23867-61E2-4E5A-92BA-C739DD832B20},31.3,101.75,61.68,40.07,18823
426,13135050427,504.27,ARC 10,64536,8.14,{A884DADC-89A1-4C13-A3DE-3809CB400746},204.8,102.32,63.2,39.13,18261
427,13135050428,504.28,ARC 10,100938,27.94,{A0305088-3876-481D-A427-E0FB6384FED0},14.8,107.6,68.03,39.57,18810
428,13135050416,504.16,ARC 10,60605,9.89,{A2153413-D74D-493D-9808-0241EE0394EE},72.7,96.6,57.96,38.63,18582
429,13135050425,504.25,ARC 10,79191,17.36,{1D27291C-1A12-4D16-AD06-0AB5BF110F24},-55.4,103.22,64.16,39.06,18437
430,13135050526,505.26,ARC 10,34527,105.43,{1FB2ABD4-0C84-4338-9475-5F12530969FC},114.5,74.58,45.14,29.44,14350
431,13135050431,504.31,ARC 10,43004,150.12,{F0A69282-DD2E-485D-B2C2-EAAAC06C1E4F},1583.8,82.08,52.46,29.62,14580
432,13135050426,504.26,ARC 10,71930,22.47,{9C6D369E-3C9A-4271-8F8B-4114EF729594},-129.4,95.81,57.14,38.67,18395
433,13135050430,504.30,ARC 10,59276,19.48,{4F3545E1-FA64-46E2-9830-0750DD08DCB9},-18.8,95.44,58.92,36.52,17097
434,13121009501,95.01,ARC 10,139750,107.96,{B487798A-123D-4689-B939-B09B8B3A7FB8},-44.1,145.41,113.73,31.68,14116
435,13121011305,113.05,ARC 10,26944,146.88,{04F63FAB-7A2A-4E2D-8262-76BE71434131},-1323.6,75.85,46.89,28.96,13994
436,13121011306,113.06,ARC 10,30701,81.39,{E54CE24A-B219-433E-96D6-0A0AF0D64750},-462.9,75.04,43.58,31.46,15308
437,13121007706,77.06,ARC 10,44877,57.83,{032BEAD9-6EB7-4487-B02C-A2853381A228},715.8,78.3,46.99,31.31,15108
438,13121007703,77.03,ARC 10,36971,52.82,{A5AC06D3-516E-4782-9BFB-B6EDED496C5B},-61.2,84.41,48.77,35.64,17003
439,13121003700,37,ARC 10,,,{AA518553-3FE2-4F0F-9467-3E0E85FFD3BE},,,,,
440,13121011202,112.02,ARC 10,34957,115.55,{E44B9EDC-E761-4F2A-B6E9-0BCB40E1F6C8},-1226.7,71.98,41.96,30.02,13970
441,13121011100,111,ARC 10,45515,51.68,{AA30D3C8-F6C4-474F-9759-04246E645EE6},-446.9,77.35,44.91,32.44,15026
442,13121011201,112.01,ARC 10,36957,83.66,{DDB5BC0A-3E83-49A3-918F-D64626F074A9},-1516,74.63,44.35,30.28,14437
443,13121011303,113.03,ARC 10,45283,115.77,{BCAADC00-89BF-4D38-A93C-34843242DC47},299.6,78.96,46.82,32.13,14889
444,13121008102,81.02,ARC 10,23577,159.26,{FD94AE20-926D-478E-A2B5-4567241DDC1C},-233.6,73.14,43.52,29.61,14210
445,13121007002,70.02,ARC 10,19943,46.68,{0B9B2E3B-15DA-4BA4-A61B-8ECF12102229},-946.5,75.35,43.53,31.82,15588
446,13121011301,113.01,ARC 10,41402,26.92,{09E40C62-D69B-4985-8378-FD84F1B9222F},-315.5,86.62,50.6,36.01,16515
447,13139001202,12.02,ARC 20,41083,5.14,{EA84A3B1-518A-4DCB-B32D-04FF23838816},97.4,100.63,55.99,44.64,19048
448,13139000101,1.01,ARC 20,44750,0,{E1E96060-6F34-4C5B-9A2D-2016C23A4BCB},45.1,96.5,49.57,46.93,20147
449,13139000701,7.01,ARC 20,37700,22.1,{ED066530-D0B1-4707-BA37-3A21084AF7BF},139.6,91.71,50.45,41.26,17665
450,13139000702,7.02,ARC 20,45568,1.4,{70730A9E-FFFC-4E2A-A46E-2BB85B4BE75E},168.2,92.52,45.9,46.62,20322
451,13139000102,1.02,ARC 20,45671,0.39,{F693B2D5-D608-479F-B315-E39C46E6FB3E},8.1,90.3,43.71,46.6,20229
452,13139000201,2.01,ARC 20,47050,0,{CE00D1D3-CF18-4792-BB30-2843301F3165},14.7,96.31,49.01,47.31,20365
453,13139000302,3.02,ARC 20,65349,0,{753A9D9F-7C35-4860-9AF9-AB79FCBC17CE},54,107.19,59.07,48.12,20696
454,13139000900,9,ARC 20,35915,65.95,{BBFEFD94-3BF9-4722-9603-9037C6376E4C},86.1,93.75,57.65,36.1,15231
455,13139000500,5,ARC 20,58611,18.55,{6D37C0B8-088D-4171-92FA-1EEAA4AF8319},3,114.47,71.69,42.78,18368
456,13139001402,14.02,ARC 20,63750,3.86,{934EC778-58DE-4FDF-A004-F58E3057256A},95.1,110.29,64.89,45.4,19833
457,13139001002,10.02,ARC 20,46193,1.65,{BC793D28-D86C-4560-9054-C74C03792C45},63.8,99.46,57.09,42.37,18431
458,13139000800,8,ARC 20,26932,69.32,{FB14894F-6D35-4949-918D-CAE80588D622},-93.7,80.9,45.56,35.34,15630
459,13139000600,6,ARC 20,38880,33.02,{9AEB8954-56FA-4315-A9CA-66D84DBC0917},42.7,85.57,46.13,39.43,17732
460,13139000400,4,ARC 20,47424,11.31,{D1BA5F27-C831-489C-B1FE-6950EFDA1E68},83.9,99.22,55.82,43.4,18750
461,13121007604,76.04,ARC 10,17238,222.67,{F5B6EAA1-B29D-47D1-8617-D8D5E485F379},177.5,69.82,43.17,26.66,13222
462,13121007704,77.04,ARC 10,36896,54.03,{CD811F5D-17DE-4155-9805-B453529EDE11},-26.9,86.82,52.57,34.25,16336
463,13121007603,76.03,ARC 10,14346,295.83,{5B16A611-0483-48E0-A044-EC89D8262D31},-15,67.46,43.65,23.82,12183
464,13121011427,114.27,ARC 10,108881,64.68,{6689F4F0-3159-43A1-9456-93B2A60A8350},211.1,110.7,73.65,37.05,17325
465,13121011616,116.16,ARC 10,61719,89.77,{76AB851A-61E2-4A24-9B48-E468AA34AC48},234.5,82.52,53.44,29.08,13796
466,13121011617,116.17,ARC 10,104867,87.32,{B2857DCD-886C-46C4-9017-8DCBF33A5EB5},582.4,120.19,85.64,34.55,16697
467,13121011611,116.11,ARC 10,54842,48.87,{6A95CC61-4A69-4604-B976-720C0D627EBA},413.6,82.55,52.67,29.88,14419
468,13121010800,108,ARC 10,36435,104.79,{0573720D-176F-4ABB-ACBF-4C110A9BB474},91.4,78.73,49.42,29.3,13792
469,13121980000,9800,ARC 10,,,{DF24BF03-D96C-47EF-8961-B0E0F65AD590},,,,,
470,13121004300,43,ARC 10,31607,309.15,{14D1EA11-76D3-49FF-AF5B-C82B0C969596},-1745,68.45,48.08,20.37,9843
471,13121008904,89.04,ARC 10,70787,175.17,{7DF4ECBE-775F-4B23-A6B6-D6D53208CC6E},266.7,85.63,57.58,28.05,13424
472,13121008903,89.03,ARC 10,66635,181.18,{541DCAE8-92C9-49C5-856A-13B0EA41DC32},-1160,85.36,58.66,26.71,13213
473,13121001001,10.01,ARC 10,64583,194.65,{7A46B382-E52F-41CB-8D27-71D9ACAEAD58},1765,95.91,73.43,22.48,11297
474,13121009101,91.01,ARC 10,71691,278.78,{58FE8B02-D6E4-4D27-99F5-867C1AE7BA37},-212.9,80.07,57.31,22.76,11009
475,13121001201,12.01,ARC 10,53623,450.48,{F26B7F79-5F04-4843-BCB4-F6A2106087B0},5035,69.5,51.29,18.21,8797
476,13121001202,12.02,ARC 10,65255,484.73,{204A9BCA-B63D-49AA-9688-B6772549B95E},11070,76.26,60.33,15.93,8378
477,13121009102,91.02,ARC 10,44089,285.22,{D43326D2-75AA-4F5E-B356-EF934D9D1464},1405,83.69,59.91,23.78,11678
478,13121010108,101.08,ARC 10,166094,42.12,{617C2C87-4FFC-4A37-B16D-4E91D54AD0B3},-7.5,156.32,118.99,37.33,17141
479,13121007500,75,ARC 10,17545,147.29,{765C1F1A-7125-437B-A52F-AF34EB65BAEF},-168.5,66.1,38.92,27.18,13282
480,13121008101,81.01,ARC 10,29178,51.65,{9823BE62-BC5B-41DB-A882-10F3CFCA712E},-480,77.16,42.57,34.59,16197
481,13121006000,60,ARC 10,23409,147.07,{3F91C4D9-CC10-42E4-ADAB-E8BC101F825E},-1455,70.61,41.4,29.22,13611
