OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Workers__16_years_and_over,Car_Truck_or_Van_drove_alone,Pct_Car_Truck_Van_drove_alone,Car__truck__or_van___carpooled,Pct_Car_Truck_Van_carpooled,Public_Transport_excluding_Taxi,Pct_Public_Transp_exclude_Taxi,Worked_at_home,Percent_Worked_at_home,Mean_Travel_Time_to_Work_min,GlobalID,last_edited_date
1,910103,13045910103,9101.03,ARC 20,2253,1845,81.9,385,17.1,0,0,23,1,31.6,{74E40FC2-FB43-4A53-A28A-7B35A2CCA5FD},
2,910104,13045910104,9101.04,ARC 20,4637,3518,75.9,908,19.6,42,0.9,137,3,33.8,{FF873F0C-D691-4B9A-91AA-B4A7D2905CCB},
3,910502,13045910502,9105.02,ARC 20,1258,883,70.2,212,16.9,0,0,0,0,18.8,{7D693468-C2C1-4304-A958-452DF37297F1},
4,910800,13045910800,9108,ARC 20,1642,1323,80.6,197,12,0,0,77,4.7,33.7,{9C1CC1B6-B261-4DFB-800F-72089C5B1974},
5,910101,13045910101,9101.01,ARC 20,2402,1750,72.9,470,19.6,0,0,123,5.1,32.4,{1464256B-026B-4CBF-B62B-9FE7ABDEECA1},
6,910200,13045910200,9102,ARC 20,5092,4476,87.9,482,9.5,37,0.7,97,1.9,29.7,{61D6E123-70A7-41F8-9C7E-5A2DEC2658C9},
7,910900,13045910900,9109,ARC 20,1590,1250,78.6,196,12.3,9,0.6,97,6.1,29.9,{FB776B7A-8AB7-4026-A0F0-5D1FADB66C42},
8,910300,13045910300,9103,ARC 20,2324,1732,74.5,484,20.8,0,0,41,1.8,27.3,{86204ED3-9834-423C-8A64-AA1BC134186E},
9,911100,13045911100,9111,ARC 20,3391,2961,87.3,255,7.5,13,0.4,120,3.5,20.2,{9C35D0F7-4A36-42EA-8D2B-7EB57761191E},
10,911000,13045911000,9110,ARC 20,2747,2264,82.4,347,12.6,0,0,56,2,24.2,{EB58A0CA-4547-49EC-A8DD-0355C7969602},
11,910701,13045910701,9107.01,ARC 20,3451,2992,86.7,257,7.4,0,0,75,2.2,20.6,{C5FC338E-46B1-4769-AAF5-F731DD58D680},
12,910703,13045910703,9107.03,ARC 20,3099,2588,83.5,345,11.1,0,0,113,3.6,28.8,{A75A89C0-6D48-4FA1-A775-55AD93F0AB4D},
13,910600,13045910600,9106,ARC 20,2601,2201,84.6,309,11.9,0,0,16,0.6,28,{590C317F-E389-4379-993E-554E466947D8},
14,910501,13045910501,9105.01,ARC 20,3640,2678,73.6,476,13.1,81,2.2,118,3.2,21.9,{44DAD43E-B75D-4660-800B-EA9AFE6A6FC7},
15,910702,13045910702,9107.02,ARC 20,2853,2271,79.6,414,14.5,37,1.3,117,4.1,33.1,{04BDA03B-EAA6-4B32-A85F-6F58B0C3875A},
16,911200,13045911200,9112,ARC 20,2426,2140,88.2,154,6.3,0,0,50,2.1,27.1,{29319C52-57EA-4D1F-80A7-654E4BAD1DCB},
17,910400,13045910400,9104,ARC 20,1242,1060,85.3,149,12,0,0,16,1.3,28,{A1EBCEF5-5629-45D4-91C6-FE659D411D6A},
18,140207,13113140207,1402.07,ARC 10,2427,1968,81.1,140,5.8,41,1.7,225,9.3,27.1,{4EAE4DC0-AD3B-4B54-98BF-F10FA12F7340},
19,140208,13113140208,1402.08,ARC 10,3534,2914,82.5,278,7.9,48,1.4,257,7.3,30,{29C8E9B1-0698-489A-A0CB-A56B3E2C41C4},
20,140303,13113140303,1403.03,ARC 10,1872,1492,79.7,127,6.8,7,0.4,95,5.1,22.2,{C02EB793-6BFE-4DE1-AC60-392CB01CFFDA},
21,140304,13113140304,1403.04,ARC 10,2877,2215,77,178,6.2,37,1.3,350,12.2,28.9,{720591AF-4282-4C53-9629-C8DC1522485A},
22,140307,13113140307,1403.07,ARC 10,2228,1904,85.5,94,4.2,18,0.8,171,7.7,34.8,{C2C14EE5-EE1E-4885-B9FD-D65A3282EEF1},
23,140408,13113140408,1404.08,ARC 10,1604,1384,86.3,77,4.8,41,2.6,89,5.5,30.7,{3D05A39A-A2C4-4ABE-B901-516340922EF7},
24,140407,13113140407,1404.07,ARC 10,3742,3314,88.6,300,8,21,0.6,65,1.7,30.4,{FB4CB008-AA2A-4DC3-B954-7AAB777FDB3D},
25,140405,13113140405,1404.05,ARC 10,1525,1317,86.4,44,2.9,0,0,116,7.6,33.2,{9DB28DA9-A556-4F73-9B18-269778D2A895},
26,140404,13113140404,1404.04,ARC 10,2561,1911,74.6,446,17.4,28,1.1,95,3.7,35,{395C50C2-2D7B-41FE-BAAE-F065FF6A0BC1},
27,140206,13113140206,1402.06,ARC 10,2057,1632,79.3,76,3.7,0,0,229,11.1,31.9,{2616EDD5-D182-4739-822F-26C47C77DA0E},
28,140203,13113140203,1402.03,ARC 10,2740,2316,84.5,125,4.6,48,1.8,220,8,29.2,{B5336E0C-C134-4B6B-AA7E-32322D4E9C91},
29,140204,13113140204,1402.04,ARC 10,2514,1927,76.7,311,12.4,21,0.8,181,7.2,30.3,{A31B282E-5A37-4A11-85B1-076955AF9E9C},
30,140305,13113140305,1403.05,ARC 10,2054,1586,77.2,269,13.1,0,0,153,7.4,32.1,{905F0D8D-A9C9-481B-8FC9-E88DE4D3BA56},
31,140403,13113140403,1404.03,ARC 10,2458,2109,85.8,169,6.9,8,0.3,143,5.8,28.4,{6DEA8A8A-8D61-45F6-B065-EFF01004643E},
32,140406,13113140406,1404.06,ARC 10,1556,1325,85.2,45,2.9,67,4.3,75,4.8,35,{189820F5-D088-4922-83EE-DF2BF7E75D6C},
33,140306,13113140306,1403.06,ARC 10,3496,2638,75.5,496,14.2,14,0.4,215,6.1,30.9,{89A3C886-E869-417C-A11E-C10799D03124},
34,140102,13113140102,1401.02,ARC 10,2568,2110,82.2,77,3,73,2.8,308,12,28,{C77A2C16-1CA6-44AC-8558-AD25771D5DF6},
35,140101,13113140101,1401.01,ARC 10,2871,2386,83.1,181,6.3,40,1.4,203,7.1,33.7,{AB948FCE-70DC-4C50-A3E8-5182A973BA73},
36,140502,13113140502,1405.02,ARC 10,1581,1388,87.8,110,7,0,0,68,4.3,27.9,{1A7C599C-A5A3-4C54-852C-DE66C2EA9CB9},
37,140501,13113140501,1405.01,ARC 10,2609,2111,80.9,279,10.7,16,0.6,192,7.4,36.3,{1FA8E172-989C-45C7-B88D-9013AFAA350F},
38,060404,13247060404,604.04,ARC 10,2831,2243,79.2,427,15.1,18,0.6,87,3.1,35.2,{8EB8999E-026B-4616-854E-53AAD22A9E8E},
39,060304,13247060304,603.04,ARC 10,2189,1913,87.4,97,4.4,83,3.8,18,0.8,26.7,{29E4AF96-F628-4678-AD9E-61E620E5E648},
40,060101,13247060101,601.01,ARC 10,1360,1056,77.6,197,14.5,13,1,50,3.7,32.7,{C7A05B77-F232-4660-9759-D8AF42081DB6},
41,060202,13247060202,602.02,ARC 10,4556,3873,85,487,10.7,61,1.3,118,2.6,31.3,{D6CC4602-3687-47E5-B768-1768DB1A79B5},
42,060201,13247060201,602.01,ARC 10,1776,910,51.2,744,41.9,25,1.4,60,3.4,28.8,{E2BD8EF4-7148-4CAD-8DFB-DA5F6D21B7A7},
43,060306,13247060306,603.06,ARC 10,1313,966,73.6,270,20.6,54,4.1,19,1.4,33.1,{DA5DC06F-6EFD-41AE-93D3-79AE728B60B5},
44,060407,13247060407,604.07,ARC 10,1440,1301,90.3,123,8.5,0,0,16,1.1,35.1,{AED60C39-6C7E-4176-AB8C-61DDF235F77F},
45,060403,13247060403,604.03,ARC 10,1501,1188,79.1,163,10.9,7,0.5,128,8.5,35.7,{903F3962-CFE3-4725-ADD3-8B0C2E00DCFD},
46,060406,13247060406,604.06,ARC 10,2364,1781,75.3,325,13.7,36,1.5,177,7.5,30.5,{6C496150-8B45-4AE7-8B4F-1FE8593CCB75},
47,060305,13247060305,603.05,ARC 10,2552,1669,65.4,552,21.6,80,3.1,33,1.3,25.3,{0FB095DE-7867-4A40-ADEE-09D8C7EC5552},
48,060309,13247060309,603.09,ARC 10,1849,1378,74.5,201,10.9,0,0,153,8.3,31.9,{A14D772D-581F-4DAF-A0B8-0B6DA957377D},
49,060308,13247060308,603.08,ARC 10,3089,2004,64.9,711,23,117,3.8,40,1.3,27.6,{AE9CA717-041A-42EB-B39A-4277E189AC22},
50,060405,13247060405,604.05,ARC 10,2896,2286,78.9,381,13.2,21,0.7,152,5.2,38.9,{C2A97765-1211-4523-A898-E45F4B0C45F9},
51,060307,13247060307,603.07,ARC 10,4572,3655,79.9,505,11,109,2.4,220,4.8,33.6,{A4EF640D-C273-44CE-A88E-4A528816C23C},
52,060102,13247060102,601.02,ARC 10,2367,1792,75.7,503,21.3,24,1,48,2,31.8,{3C68B25E-F15C-493E-9EB2-16B7CAD19BE1},
53,030330,13067030330,303.30,ARC 10,2887,2300,79.7,191,6.6,21,0.7,323,11.2,31,{72340877-9F46-4E35-A78F-EFA610306DBE},
54,030328,13067030328,303.28,ARC 10,3418,2739,80.1,162,4.7,26,0.8,470,13.8,30,{84C80B19-785A-4146-81AF-64BE7C4C8E65},
55,030700,13067030700,307,ARC 10,2000,1292,64.6,276,13.8,118,5.9,89,4.5,22.7,{98A2E7F4-03CC-4BC7-8446-FC0783E1E0A4},
56,030324,13067030324,303.24,ARC 10,1768,1454,82.2,121,6.8,9,0.5,139,7.9,34.8,{C0E42708-C88D-42E2-9536-8363858F9079},
57,030312,13067030312,303.12,ARC 10,2936,2529,86.1,224,7.6,4,0.1,100,3.4,33.4,{DF6BE234-72F3-47D0-B77C-C53C8669988E},
58,030228,13067030228,302.28,ARC 10,4027,3253,80.8,503,12.5,0,0,99,2.5,26.1,{55AAB106-3355-44D7-9DA1-611D6202FAA3},
59,030231,13067030231,302.31,ARC 10,3683,2977,80.8,286,7.8,0,0,279,7.6,36.4,{CEBD3FC2-8E66-4070-A624-5A24FF605A21},
60,030230,13067030230,302.30,ARC 10,6929,5851,84.4,616,8.9,156,2.3,231,3.3,29.3,{C03EBC94-AFF4-4007-8AE5-F7DAA291221B},
61,030311,13067030311,303.11,ARC 10,2898,2475,85.4,150,5.2,0,0,190,6.6,33.1,{A9BC3C42-7956-4480-9D46-CBE8F854D7FB},
62,031001,13067031001,310.01,ARC 10,2209,1180,53.4,539,24.4,138,6.2,84,3.8,31.4,{FB2EA8E3-4FFB-40A3-B686-0B4EC5583BC2},
63,030310,13067030310,303.10,ARC 10,3954,3040,76.9,487,12.3,70,1.8,235,5.9,31.7,{61887181-B3B1-4974-94DD-622D0DD49517},
64,030215,13067030215,302.15,ARC 10,4639,3752,80.9,510,11,82,1.8,134,2.9,32.7,{A78EC063-D5EC-4009-A948-124BB4517D46},
65,030601,13067030601,306.01,ARC 10,5783,5168,89.4,463,8,0,0,131,2.3,33.7,{A8F9C4FD-CD9F-4D05-8A7F-41E50B625F9E},
66,030227,13067030227,302.27,ARC 10,4650,3798,81.7,650,14,0,0,37,0.8,27.9,{D80B5DED-775F-4347-ACF0-84320D13E2B1},
67,030602,13067030602,306.02,ARC 10,3119,2671,85.6,108,3.5,93,3,238,7.6,25,{52233C79-F701-4206-A6E1-026FA9B205C8},
68,030506,13067030506,305.06,ARC 10,2381,1900,79.8,369,15.5,9,0.4,60,2.5,27.2,{35B10EF8-78F4-4C1C-A31D-80A0FB03479B},
69,030507,13067030507,305.07,ARC 10,2692,1976,73.4,207,7.7,0,0,375,13.9,27.7,{394BBA13-AFD6-4751-9DE7-390C542203A9},
70,030229,13067030229,302.29,ARC 10,3121,2318,74.3,406,13,83,2.7,89,2.9,23.3,{A6101110-5C06-4865-86A7-A1CF9447361F},
71,031208,13067031208,312.08,ARC 10,3551,3085,86.9,187,5.3,37,1,142,4,21.6,{0BE0AE9B-CAB9-482C-9580-31BF084DEC01},
72,031207,13067031207,312.07,ARC 10,2622,2298,87.6,68,2.6,0,0,212,8.1,20.8,{63821557-36B5-434D-9A4C-2474B1925478},
73,030226,13067030226,302.26,ARC 10,4851,4055,83.6,211,4.3,56,1.2,446,9.2,33.3,{78370CBC-04D3-488A-A0B3-8BB6215EA190},
74,031505,13067031505,315.05,ARC 10,2662,2189,82.2,229,8.6,67,2.5,92,3.5,36.1,{6E50793A-6E24-450F-B131-F1A6E500CF06},
75,030313,13067030313,303.13,ARC 10,4216,3681,87.3,333,7.9,3,0.1,129,3.1,33.5,{BEDD7580-D73D-4E8C-A7BC-20E588C6FA14},
76,031310,13067031310,313.10,ARC 10,2890,2203,76.2,421,14.6,118,4.1,45,1.6,31.5,{DE315203-9579-4F0B-9678-3422F20F20D2},
77,030214,13067030214,302.14,ARC 10,4178,3068,73.4,449,10.7,65,1.6,526,12.6,32,{4459B208-754B-4834-82F5-822B30DD232A},
78,031212,13067031212,312.12,ARC 10,1274,1070,84,0,0,0,0,191,15,23.3,{C6A36827-CC5B-421A-AA9F-C6758714B5EA},
79,031211,13067031211,312.11,ARC 10,2759,2441,88.5,47,1.7,11,0.4,247,9,25.4,{B38C750D-FCF9-45F0-89D6-B5C2D06B7330},
80,031209,13067031209,312.09,ARC 10,2233,1793,80.3,104,4.7,23,1,313,14,27.9,{91CCCAB2-503E-4A90-A3E6-58802B8A9817},
81,030224,13067030224,302.24,ARC 10,3049,2540,83.3,116,3.8,108,3.5,277,9.1,37.1,{8ADB1162-1C74-4676-A9A6-D77457FB8B33},
82,031205,13067031205,312.05,ARC 10,3624,2976,82.1,280,7.7,107,3,175,4.8,27.3,{AD851A1D-8B60-4BC8-BB20-075ED700018E},
83,031206,13067031206,312.06,ARC 10,5731,5354,93.4,47,0.8,0,0,306,5.3,32.2,{9B0CF4CC-6272-415B-A078-02E1D58EF146},
84,030220,13067030220,302.20,ARC 10,942,754,80,118,12.5,8,0.8,55,5.8,31.1,{47B9EFB2-655F-4135-9BB3-C54DEC6FB0F5},
85,030905,13067030905,309.05,ARC 10,2648,1992,75.2,391,14.8,43,1.6,205,7.7,32.3,{F5773E82-7615-4D9D-AD5D-567F0EB8CADD},
86,030502,13067030502,305.02,ARC 10,3086,2416,78.3,221,7.2,21,0.7,416,13.5,30.7,{59E8DCF8-95F7-410B-9C4A-E7723A63DF3C},
87,030209,13067030209,302.09,ARC 10,3375,2729,80.9,333,9.9,0,0,281,8.3,39.4,{3078074E-FBB3-4AC6-88E6-9536CFB3AEC2},
88,030326,13067030326,303.26,ARC 10,2311,1771,76.6,179,7.7,24,1,274,11.9,33.9,{EDB4B913-8F42-4B04-856E-8171252E8BEA},
89,031108,13067031108,311.08,ARC 10,2945,2479,84.2,113,3.8,41,1.4,245,8.3,23.7,{34317A0B-2E52-4E20-8550-F7CDABD8080F},
90,130105,13117130105,1301.05,ARC 20,887,751,84.7,98,11,0,0,3,0.3,29.5,{A36941E4-C93C-49B5-8917-CB0940DC88E4},
91,130205,13117130205,1302.05,ARC 20,1057,872,82.5,69,6.5,5,0.5,65,6.1,27.2,{5A1722C0-FBAC-49E5-BCC2-28062CA81B4B},
92,130603,13117130603,1306.03,ARC 20,2270,1860,81.9,109,4.8,0,0,296,13,29.2,{90CE74ED-575A-4455-B9FC-70A448418902},
93,130610,13117130610,1306.10,ARC 20,2020,1760,87.1,60,3,4,0.2,184,9.1,31.6,{D8154584-6EDE-45C7-836C-8BB58935CAFA},
94,130606,13117130606,1306.06,ARC 20,1780,1339,75.2,49,2.8,0,0,335,18.8,25.5,{85621CA9-97C9-4B35-A990-6753F2852557},
95,130604,13117130604,1306.04,ARC 20,2099,1760,83.8,95,4.5,19,0.9,199,9.5,27.6,{2724EEFC-CB5B-4BBF-97D2-2F18CDBBCFB1},
96,130611,13117130611,1306.11,ARC 20,1897,1566,82.6,95,5,21,1.1,202,10.6,30.4,{3B22D023-0966-4562-98C1-938D06F56C6C},
97,130609,13117130609,1306.09,ARC 20,2155,1561,72.4,250,11.6,10,0.5,288,13.4,36.3,{BCEB9645-B83C-4918-A826-B2F2374E53C2},
98,130607,13117130607,1306.07,ARC 20,2380,1970,82.8,138,5.8,0,0,243,10.2,30.2,{C05366F3-C1D0-4564-B5B0-A0ED4036049F},
99,130605,13117130605,1306.05,ARC 20,1822,1428,78.4,17,0.9,0,0,272,14.9,30.6,{AB4A874A-4DE3-4F97-BAE2-B9007814469E},
100,130602,13117130602,1306.02,ARC 20,2908,2096,72.1,288,9.9,15,0.5,309,10.6,26.6,{DB699152-473E-4B66-BA13-F863A1030898},
101,130508,13117130508,1305.08,ARC 20,2304,1769,76.8,129,5.6,0,0,399,17.3,31.6,{BFF7B110-1076-45BD-BDA8-902E2FE625E7},
102,130507,13117130507,1305.07,ARC 20,1246,1099,88.2,13,1,0,0,121,9.7,33,{C29C6081-A542-46F5-BA3F-FCA9C3205464},
103,130409,13117130409,1304.09,ARC 20,1419,1223,86.2,114,8,10,0.7,72,5.1,23.7,{D5AB65E9-6C60-468E-A491-A7F976F4F66C},
104,030218,13067030218,302.18,ARC 10,2759,2218,80.4,160,5.8,9,0.3,326,11.8,30.7,{595F546E-AACC-4ADC-B996-EAA29264FD33},
105,030219,13067030219,302.19,ARC 10,4539,3707,81.7,172,3.8,29,0.6,486,10.7,36.5,{DB969C1B-BE3B-4756-A5DF-B042F18C5C56},
106,030235,13067030235,302.35,ARC 10,2403,1955,81.4,169,7,34,1.4,210,8.7,38.6,{10F60588-38A4-4F71-863E-1CDA4EBC41AE},
107,030234,13067030234,302.34,ARC 10,3142,2282,72.6,500,15.9,57,1.8,255,8.1,34,{AEED7717-7072-4A2E-AC36-596945B6A094},
108,030233,13067030233,302.33,ARC 10,2138,1707,79.8,211,9.9,0,0,198,9.3,33.1,{ED58A09D-135B-455A-8AFD-87480F1FEF63},
109,030337,13067030337,303.37,ARC 10,2224,1676,75.4,174,7.8,9,0.4,341,15.3,29.7,{F07C9357-A73D-491E-84AB-6B23CC0EBABD},
110,030334,13067030334,303.34,ARC 10,1631,1389,85.2,44,2.7,35,2.1,163,10,29.2,{1B573F0F-CE3D-4F70-AD72-0924353F3116},
111,031111,13067031111,311.11,ARC 10,2247,1716,76.4,158,7,14,0.6,241,10.7,26.1,{17981FE0-2D4C-4169-8EA5-9904791040D5},
112,031110,13067031110,311.10,ARC 10,2054,1617,78.7,66,3.2,78,3.8,156,7.6,25,{5FB22648-3095-4E5E-872E-DDF52D508726},
113,030405,13067030405,304.05,ARC 10,3441,2727,79.3,483,14,0,0,144,4.2,26,{1F211498-B8F9-46EC-B4A7-C5A8D0DD2BE6},
114,031101,13067031101,311.01,ARC 10,2121,1382,65.2,488,23,60,2.8,73,3.4,31.3,{0AD0F253-3958-4E2C-B1E9-FFF613A249A4},
115,130305,13117130305,1303.05,ARC 20,2593,2203,85,131,5.1,18,0.7,191,7.4,32.8,{FDA8F4C8-62CC-4FE7-BE7D-C5441D8B497C},
116,130301,13117130301,1303.01,ARC 20,2600,2161,83.1,132,5.1,0,0,271,10.4,30.3,{3C9D2F33-7CC7-4D89-BB53-57047D1D4171},
117,130405,13117130405,1304.05,ARC 20,2089,1838,88,54,2.6,18,0.9,179,8.6,32.1,{0329A18D-8455-4177-9DC9-ED51E4DD4C78},
118,130504,13117130504,1305.04,ARC 20,2073,1661,80.1,267,12.9,7,0.3,107,5.2,32.4,{73732909-D35A-4071-A4FA-683D00547FDA},
119,130505,13117130505,1305.05,ARC 20,1325,1057,79.8,132,10,0,0,92,6.9,44.7,{1CBF5503-9C25-4566-A41B-F812B34B1953},
120,130503,13117130503,1305.03,ARC 20,1456,1152,79.1,144,9.9,0,0,151,10.4,41.8,{4E04DD59-9785-4ED7-87E3-96D859A04F5E},
121,130102,13117130102,1301.02,ARC 20,1229,1043,84.9,85,6.9,0,0,81,6.6,32.2,{97F10863-C66A-4853-A400-8105194179D1},
122,130103,13117130103,1301.03,ARC 20,1868,1501,80.4,197,10.5,0,0,140,7.5,37.5,{1B95DC01-E6D2-4CC0-9441-136F93A5CAC5},
123,130303,13117130303,1303.03,ARC 20,1849,1661,89.8,128,6.9,0,0,47,2.5,32.4,{815397C6-03E4-477B-AFE6-8BECD2D595D7},
124,130201,13117130201,1302.01,ARC 20,2376,2047,86.2,165,6.9,19,0.8,134,5.6,36.7,{26D0D000-B897-4D73-A0AB-03C0FB8271E4},
125,030232,13067030232,302.32,ARC 10,3001,2401,80,229,7.6,26,0.9,282,9.4,34.4,{3709E256-DCCB-45F3-A567-8453CF2BACE3},
126,030222,13067030222,302.22,ARC 10,2944,2345,79.7,169,5.7,74,2.5,344,11.7,28.7,{576980CC-3977-447A-89FA-CB64AC832D1F},
127,031118,13067031118,311.18,ARC 10,2648,2221,83.9,90,3.4,0,0,244,9.2,36,{6270E806-4598-4DDB-B53E-C49DC15735F0},
128,031117,13067031117,311.17,ARC 10,2690,2287,85,204,7.6,30,1.1,153,5.7,31.8,{7D931E3E-98B9-41A5-8F52-F873CCBE80E0},
129,031507,13067031507,315.07,ARC 10,1443,1170,81.1,200,13.9,0,0,30,2.1,35,{401CE644-0DE8-41D0-8474-439E5CCCA84A},
130,031004,13067031004,310.04,ARC 10,3358,2235,66.6,855,25.5,139,4.1,62,1.8,28.4,{D65408C5-8C11-4689-A864-FE590487B30E},
131,030103,13067030103,301.03,ARC 10,4473,3233,72.3,625,14,0,0,247,5.5,32.7,{25EA08FA-7DDB-433C-8F51-E8687B0C69B3},
132,031404,13067031404,314.04,ARC 10,3081,2278,73.9,531,17.2,22,0.7,233,7.6,31.9,{962AE6FD-5D79-4A42-9E8B-3B636C23D303},
133,031306,13067031306,313.06,ARC 10,2143,1758,82,77,3.6,71,3.3,184,8.6,29.4,{1810FCB8-94A6-4CC5-9E03-C9062621A931},
134,030101,13067030101,301.01,ARC 10,3904,3161,81,568,14.5,0,0,138,3.5,30.4,{C195DBE4-E735-4B48-A2C5-19E57B9973D8},
135,030104,13067030104,301.04,ARC 10,1687,1353,80.2,188,11.1,0,0,26,1.5,37.7,{0692DBB9-42F1-44B2-902C-14F00D906D16},
136,130613,13117130613,1306.13,ARC 20,1481,1027,69.3,277,18.7,0,0,130,8.8,26.9,{998E8100-425F-423F-AA77-EEFBE9BA1401},
137,130408,13117130408,1304.08,ARC 20,1605,1143,71.2,200,12.5,57,3.6,67,4.2,25.4,{5569BC4F-44E7-45A4-BDD3-338C22FADB6B},
