OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Pop_PovertyStatus_Determined,Population_in_poverty,Percent_Population_in_poverty,Pop_under18_PovStatus_Determine,Pop_under18_inPoverty,Pct_Pop_u18_in_Poverty,Pop_18_64_PovStatus_Determ,Pop_18_64_Years_in_Poverty,Pct_Pop_18_64_Years_inPoverty,Pop_65older_PovStatusDetermined,Pop_65older_in_Poverty,Pct_Pop_65older_inPoverty,GlobalID,last_edited_date
701,170403,13077170403,1704.03,ARC 20,4472,67,1.5,1320,11,0.8,2733,56,2,419,0,0,{18CA0440-A0B8-47EC-9197-DF4B2AD78810},
702,170306,13077170306,1703.06,ARC 20,8177,1186,14.5,2064,632,30.6,5095,466,9.1,1018,88,8.6,{1D02CF88-9DAA-45F7-B21B-EB9CEA86B214},
703,080603,13097080603,806.03,ARC 10,5984,700,11.7,1502,206,13.7,3995,494,12.4,487,0,0,{89DD7209-3D7B-4401-BBB7-95AD98B08D88},
704,080511,13097080511,805.11,ARC 10,8783,229,2.6,2252,56,2.5,5795,135,2.3,736,38,5.2,{12C5E076-68FC-4C3A-81C3-473B0826F55B},
705,080304,13097080304,803.04,ARC 10,4497,1058,23.5,952,210,22.1,2956,700,23.7,589,148,25.1,{5C360719-E171-439D-8142-0B8459581DEC},
706,080404,13097080404,804.04,ARC 10,8617,974,11.3,2598,307,11.8,5258,631,12,761,36,4.7,{C3D64B6E-422D-4A21-B924-58BA4047932C},
707,080303,13097080303,803.03,ARC 10,3909,668,17.1,1119,248,22.2,2288,316,13.8,502,104,20.7,{B1570DA9-0DF5-4433-B395-394AD1C32CE9},
708,080403,13097080403,804.03,ARC 10,4890,617,12.6,1223,124,10.1,3060,441,14.4,607,52,8.6,{C6020C32-3DCC-4C90-8A6A-F2E9BB0350D0},
709,080103,13097080103,801.03,ARC 10,6945,1566,22.5,1737,476,27.4,4811,1075,22.3,397,15,3.8,{684512B8-BC0E-4C2E-98B7-F8B324BBF330},
710,080604,13097080604,806.04,ARC 10,9651,1645,17,2815,645,22.9,6217,897,14.4,619,103,16.6,{DF5B45FE-7FF7-48D0-B90F-868651C9567A},
711,170304,13077170304,1703.04,ARC 20,6620,315,4.8,1582,79,5,4192,166,4,846,70,8.3,{48886F81-8EA2-4497-8BB9-C2AD6552ADF0},
712,170303,13077170303,1703.03,ARC 20,5202,435,8.4,1374,155,11.3,3204,248,7.7,624,32,5.1,{71AB59BD-C7F1-44E6-827D-9A7198727D10},
713,170802,13077170802,1708.02,ARC 20,4364,430,9.9,922,88,9.5,2728,307,11.3,714,35,4.9,{E8930194-748E-4EC2-B642-3EAFFE907E06},
714,170801,13077170801,1708.01,ARC 20,5545,745,13.4,1437,238,16.6,3502,462,13.2,606,45,7.4,{5319CB40-C338-4407-ADA0-3665ACCCB0FF},
715,170700,13077170700,1707,ARC 20,6832,1909,27.9,1409,478,33.9,4575,1175,25.7,848,256,30.2,{C04EF1DC-BD63-4A55-AE07-87ACFA02EB40},
716,170402,13077170402,1704.02,ARC 20,9777,797,8.2,2605,252,9.7,5980,515,8.6,1192,30,2.5,{E7568161-3487-4772-B9A5-0AB848719379},
717,170200,13077170200,1702,ARC 20,6961,952,13.7,1704,181,10.6,4419,657,14.9,838,114,13.6,{865D6499-D5FF-42F5-9A67-D8E7D666D433},
718,170100,13077170100,1701,ARC 20,7571,1928,25.5,2016,836,41.5,4445,1001,22.5,1110,91,8.2,{1D142793-0F65-4D78-8476-11B6AD095DC4},
719,080201,13097080201,802.01,ARC 10,5771,2065,35.8,1931,1134,58.7,3070,735,23.9,770,196,25.5,{C1DDD105-C17C-4320-97B1-0D752AA86599},
720,080506,13097080506,805.06,ARC 10,5243,789,15,1406,275,19.6,3066,423,13.8,771,91,11.8,{E4AFDBCB-BE69-4290-A326-E399EDC2450C},
721,080505,13097080505,805.05,ARC 10,4853,733,15.1,1203,319,26.5,3091,414,13.4,559,0,0,{4A517074-9638-4FA7-82CC-DEA9C06080E6},
722,080202,13097080202,802.02,ARC 10,10257,2077,20.2,2760,742,26.9,6501,1161,17.9,996,174,17.5,{5992266A-8B44-4C25-A1A2-987C4A9D1BDC},
723,080507,13097080507,805.07,ARC 10,3653,558,15.3,967,165,17.1,2296,357,15.5,390,36,9.2,{E6C7A692-37D3-4440-9275-8FF56A09BADC},
724,080402,13097080402,804.02,ARC 10,8027,493,6.1,1905,176,9.2,5051,303,6,1071,14,1.3,{D4B25322-E150-425B-94BA-2E8CE126F13E},
725,080301,13097080301,803.01,ARC 10,12326,3594,29.2,4256,1675,39.4,7012,1788,25.5,1058,131,12.4,{0B8AF8E5-23AF-46DF-A6A5-1FBA59A65B9A},
726,980000,13089980000,9800,ARC 10,0,0,,0,0,,0,0,,0,0,,{60D71407-FAD0-47D6-BDA7-9AB075F8C5F4},
727,023428,13089023428,234.28,ARC 10,9657,2139,22.1,2771,806,29.1,6401,1274,19.9,485,59,12.2,{E47DB099-924E-43B5-9F18-3F3D85527CAB},
728,023426,13089023426,234.26,ARC 10,4825,390,8.1,1015,130,12.8,3234,231,7.1,576,29,5,{D921AA50-A68B-46D2-B44E-31EC9AD61158},
729,021502,13089021502,215.02,ARC 10,4582,777,17,655,275,42,3435,464,13.5,492,38,7.7,{A1CBE805-7C1E-43C9-8CD7-CB98F6393539},
730,022302,13089022302,223.02,ARC 10,4564,746,16.3,727,172,23.7,3287,545,16.6,550,29,5.3,{94AFE53A-1BFA-4F8E-8370-057E6CCAFBFF},
731,022007,13089022007,220.07,ARC 10,4095,1900,46.4,1251,754,60.3,2604,1116,42.9,240,30,12.5,{D465876D-F9DD-4F43-B1C0-6BA53BA52817},
732,021602,13089021602,216.02,ARC 10,4004,524,13.1,699,90,12.9,2493,334,13.4,812,100,12.3,{342A74EB-7721-4A85-B5FC-D94FCCD03CC0},
733,023803,13089023803,238.03,ARC 10,5320,1200,22.6,1077,321,29.8,3478,728,20.9,765,151,19.7,{B3521A43-4B18-48AB-BE3A-8A7CDA1B2A9F},
734,022402,13089022402,224.02,ARC 10,1245,300,24.1,116,0,0,790,245,31,339,55,16.2,{052B8CD6-F1CE-45B0-A18D-6DCDA69D408A},
735,022700,13089022700,227,ARC 10,4300,456,10.6,1406,107,7.6,2561,273,10.7,333,76,22.8,{4BEE1235-E782-40CB-B3AD-7899818A91BF},
736,022403,13089022403,224.03,ARC 10,3988,211,5.3,1029,73,7.1,2319,138,6,640,0,0,{A07D37C1-1A0F-4874-9C3B-83083F3F057A},
737,023425,13089023425,234.25,ARC 10,5773,653,11.3,993,183,18.4,4156,417,10,624,53,8.5,{A4A6C17E-F273-471B-9624-B1141B8F0601},
738,022204,13089022204,222.04,ARC 10,6904,2392,34.6,1865,976,52.3,4713,1337,28.4,326,79,24.2,{53C01E0D-2F44-4AB3-9F46-0529045CFA0B},
739,023423,13089023423,234.23,ARC 10,7383,526,7.1,1546,66,4.3,5282,377,7.1,555,83,15,{0B85B2FE-16CD-4675-9483-B99448CF16C9},
740,023419,13089023419,234.19,ARC 10,9484,1456,15.4,2451,601,24.5,6312,749,11.9,721,106,14.7,{F064EBE8-7842-43B0-8455-E8014651F7E3},
741,023312,13089023312,233.12,ARC 10,9180,1859,20.3,2406,901,37.4,5978,880,14.7,796,78,9.8,{08984DBA-62BE-493B-B2A1-6534FBFA0702},
742,023311,13089023311,233.11,ARC 10,4999,864,17.3,1442,332,23,3201,493,15.4,356,39,11,{C9A75897-FF0C-417E-A883-636585EE0096},
743,023213,13089023213,232.13,ARC 10,5967,773,13,1416,151,10.7,3998,497,12.4,553,125,22.6,{DBBA91C2-00FF-4724-B3D6-BF3B592AA2F0},
744,022301,13089022301,223.01,ARC 10,5890,954,16.2,890,55,6.2,4200,784,18.7,800,115,14.4,{C1C809F1-BAA8-4A3D-B703-17177BBA8333},
745,023602,13089023602,236.02,ARC 10,2591,630,24.3,387,159,41.1,1610,386,24,594,85,14.3,{67A06F3E-BBAB-42F4-9FAC-131D6CAAD167},
746,023504,13089023504,235.04,ARC 10,3029,1390,45.9,920,675,73.4,1573,614,39,536,101,18.8,{2C8C00E0-3D7C-40E9-AAEA-7C341B990BA3},
747,023411,13089023411,234.11,ARC 10,3947,729,18.5,782,287,36.7,2503,360,14.4,662,82,12.4,{CB3203D6-2927-4297-95D6-AFF72FDE9514},
748,023410,13089023410,234.10,ARC 10,3132,939,30,729,399,54.7,2105,464,22,298,76,25.5,{536099EF-BC8A-42A5-BF1E-B6C8B59CDDE9},
749,023501,13089023501,235.01,ARC 10,3268,1213,37.1,760,366,48.2,2080,739,35.5,428,108,25.2,{0FEB1B8A-A8B4-4F5A-83B8-61D350BD256A},
750,023114,13089023114,231.14,ARC 10,2440,583,23.9,524,263,50.2,1634,304,18.6,282,16,5.7,{3C29774B-7AE7-4B8B-8B0F-0E7FBF72BAD6},
751,023112,13089023112,231.12,ARC 10,4265,1838,43.1,1189,747,62.8,2941,1043,35.5,135,48,35.6,{4D1FBA27-820E-4E61-8551-FC3A8E733586},
752,021912,13089021912,219.12,ARC 10,3459,302,8.7,611,126,20.6,2035,150,7.4,813,26,3.2,{75712095-3A1B-4F0B-AF58-C0D9BCD2634B},
753,021910,13089021910,219.10,ARC 10,4820,713,14.8,1220,314,25.7,3118,372,11.9,482,27,5.6,{86B69385-5A14-48EC-A847-F9FD0FE645FA},
754,021604,13089021604,216.04,ARC 10,3137,39,1.2,790,10,1.3,1741,20,1.1,606,9,1.5,{F6EA0556-07DE-4DF4-8415-C4B4DD0C99D3},
755,021504,13089021504,215.04,ARC 10,4785,1114,23.3,333,39,11.7,3713,993,26.7,739,82,11.1,{BD7894A4-C9EF-498D-9BE0-C2C5FEB0EF26},
756,021503,13089021503,215.03,ARC 10,4127,565,13.7,1009,207,20.5,2842,323,11.4,276,35,12.7,{43E234D1-1402-4B25-A6AE-3852ED919CA6},
757,023107,13089023107,231.07,ARC 10,4509,1519,33.7,1122,564,50.3,2960,892,30.1,427,63,14.8,{2E751C77-E05D-4C27-AB19-5D9CCFA9F4B7},
758,023418,13089023418,234.18,ARC 10,19149,2620,13.7,4920,1154,23.5,13165,1296,9.8,1064,170,16,{807D8DE2-2318-4525-B934-170E93FAD7AD},
759,023101,13089023101,231.01,ARC 10,4599,1142,24.8,1012,227,22.4,3112,855,27.5,475,60,12.6,{D108389D-94EB-418B-8B54-C75ABF3EF5FB},
760,022401,13089022401,224.01,ARC 10,3759,423,11.3,562,117,20.8,2893,306,10.6,304,0,0,{A92B564B-D8CC-4AC4-9582-B47B2F48F61D},
761,020900,13089020900,209,ARC 10,5486,644,11.7,741,59,8,3919,390,10,826,195,23.6,{74607ECC-9B68-4262-8AB4-016BC5E34076},
762,020700,13089020700,207,ARC 10,2245,506,22.5,385,98,25.5,1629,381,23.4,231,27,11.7,{E5D11F6E-C58F-462E-A048-0BC236DDEDD9},
763,020600,13089020600,206,ARC 10,2049,686,33.5,455,332,73,1427,310,21.7,167,44,26.3,{AA3FAD85-4E79-4E97-82E7-1D463EE5791B},
764,020500,13089020500,205,ARC 10,2915,510,17.5,415,101,24.3,2039,255,12.5,461,154,33.4,{6E0996CC-7A60-4D12-9888-6E3076417658},
765,021410,13089021410,214.10,ARC 10,5358,1502,28,1183,745,63,3876,757,19.5,299,0,0,{62382584-1198-4214-A1A1-F408BDB2927E},
766,021216,13089021216,212.16,ARC 10,8540,1096,12.8,1832,316,17.2,6083,745,12.2,625,35,5.6,{5FD48EC9-6D6F-42B1-A1B4-423AD982B050},
767,021911,13089021911,219.11,ARC 10,2189,1188,54.3,716,523,73,1451,655,45.1,22,10,45.5,{0B094A0B-E1B3-49E7-940C-ADF8AD6AC158},
768,020802,13089020802,208.02,ARC 10,4241,812,19.1,1045,343,32.8,2747,356,13,449,113,25.2,{4AF626B3-D3E6-400D-8035-4144F9DDF399},
769,021416,13089021416,214.16,ARC 10,2592,793,30.6,703,404,57.5,1830,389,21.3,59,0,0,{E6DA9E1C-A8A6-4327-BEA1-C34898E8E61E},
770,021413,13089021413,214.13,ARC 10,4481,1252,27.9,1634,666,40.8,2692,551,20.5,155,35,22.6,{1ADA7043-5C1D-4B3E-A626-E861097B1690},
771,021411,13089021411,214.11,ARC 10,3550,206,5.8,397,33,8.3,3016,173,5.7,137,0,0,{3801F169-96B1-420A-89BC-4FCE19320A92},
772,020400,13089020400,204,ARC 10,2585,209,8.1,587,44,7.5,1869,165,8.8,129,0,0,{BC7C7841-1E07-42D5-A9AE-8002A39E629D},
773,020300,13089020300,203,ARC 10,3819,428,11.2,842,38,4.5,2788,390,14,189,0,0,{47A341BE-7EF5-4455-A2D2-F51103AB8020},
774,020100,13089020100,201,ARC 10,1908,77,4,479,40,8.4,1301,37,2.8,128,0,0,{B9C3FEC0-A676-43A7-A367-003DC71B9041},
775,023802,13089023802,238.02,ARC 10,3676,1332,36.2,778,488,62.7,2605,831,31.9,293,13,4.4,{0EF639E1-FA8D-4EB6-B9BB-DCA7EFE00753},
776,023801,13089023801,238.01,ARC 10,3578,523,14.6,470,76,16.2,2649,394,14.9,459,53,11.5,{41F19E31-B3A5-4C36-A584-4BA86DA8D21C},
777,023700,13089023700,237,ARC 10,5522,1799,32.6,1178,495,42,3661,1166,31.8,683,138,20.2,{739AD856-A125-40F9-88D7-49A8306AD506},
778,023506,13089023506,235.06,ARC 10,5745,1476,25.7,1193,635,53.2,3664,774,21.1,888,67,7.5,{53C5081A-9E1C-42D8-83B9-C825824B41B1},
779,023505,13089023505,235.05,ARC 10,2471,404,16.3,303,68,22.4,1688,270,16,480,66,13.8,{819C82F6-C1E5-495E-A1F0-3F9793E8FFD8},
780,023427,13089023427,234.27,ARC 10,2838,259,9.1,565,40,7.1,1885,199,10.6,388,20,5.2,{7820B576-D251-410C-9C10-81E2B1BA2C55},
781,023424,13089023424,234.24,ARC 10,5835,748,12.8,1521,122,8,3904,592,15.2,410,34,8.3,{5D9400CE-1E0F-44D0-86DE-D4B8463AED08},
782,023422,13089023422,234.22,ARC 10,4933,580,11.8,1338,307,22.9,3383,242,7.2,212,31,14.6,{34C24BF4-72F5-49DE-A450-167D38D1DE4F},
783,023421,13089023421,234.21,ARC 10,7789,2217,28.5,2450,975,39.8,5082,1187,23.4,257,55,21.4,{F5F3FB26-61C2-409C-A1AF-CCDA2B88D8FB},
784,023315,13089023315,233.15,ARC 10,4750,270,5.7,1511,88,5.8,2983,174,5.8,256,8,3.1,{B2B7455E-E7E6-4003-822D-5E86633B2955},
785,023314,13089023314,233.14,ARC 10,5089,540,10.6,1269,219,17.3,3396,310,9.1,424,11,2.6,{CD7D8993-9CFA-453F-BAC5-650293657050},
786,023115,13089023115,231.15,ARC 10,0,0,,0,0,,0,0,,0,0,,{4635255D-76B7-49AC-B019-05BCCF67C4CD},
787,023413,13089023413,234.13,ARC 10,3399,398,11.7,636,95,14.9,2110,200,9.5,653,103,15.8,{CA61B869-AFD7-4FF7-AECD-F97A0C069EB0},
788,023414,13089023414,234.14,ARC 10,6440,1353,21,1659,646,38.9,3785,632,16.7,996,75,7.5,{79B5A82C-DFCA-4271-8510-E66138FB2802},
789,023206,13089023206,232.06,ARC 10,7653,1545,20.2,2165,882,40.7,4554,582,12.8,934,81,8.7,{54BEFF6C-6BFA-4A0A-92E1-9D159FF85594},
790,021907,13089021907,219.07,ARC 10,8802,1103,12.5,1722,268,15.6,5816,743,12.8,1264,92,7.3,{EAAAE826-05C7-4009-A58E-2B7D8A895B11},
791,023204,13089023204,232.04,ARC 10,7148,1574,22,1872,651,34.8,4594,890,19.4,682,33,4.8,{A50EBC85-FE5F-45ED-976E-88CCBE9F8498},
792,023113,13089023113,231.13,ARC 10,3397,1040,30.6,1026,393,38.3,2239,629,28.1,132,18,13.6,{0D44AB23-B6B2-4832-B453-17682F39E318},
793,022010,13089022010,220.10,ARC 10,2664,1240,46.5,804,523,65,1638,673,41.1,222,44,19.8,{08C329F7-526A-4ADE-AF49-9CBF2FFCD037},
794,023111,13089023111,231.11,ARC 10,1996,521,26.1,468,221,47.2,1327,293,22.1,201,7,3.5,{1FF0A25D-CADA-4E0C-A9F7-D938430015D4},
795,021814,13089021814,218.14,ARC 10,5636,1609,28.5,1328,687,51.7,4067,922,22.7,241,0,0,{6386BFA6-5C2A-49F3-8EF5-7D7C18FB54CF},
796,021409,13089021409,214.09,ARC 10,3710,1696,45.7,985,723,73.4,2670,957,35.8,55,16,29.1,{5988C534-2687-4FAE-BCD2-267123625991},
797,021218,13089021218,212.18,ARC 10,4824,433,9,534,145,27.2,3688,233,6.3,602,55,9.1,{67FBE04A-C496-4148-AD60-F7F9B9A0C7FF},
798,023507,13089023507,235.07,ARC 10,3856,588,15.2,778,128,16.5,2520,329,13.1,558,131,23.5,{72962AA7-ECAD-4DB5-BE0C-B23A360807EF},
799,023412,13089023412,234.12,ARC 10,6485,1004,15.5,1370,379,27.7,4120,543,13.2,995,82,8.2,{2E513084-C968-4587-81DB-67BD14B1F236},
800,023416,13089023416,234.16,ARC 10,7895,1055,13.4,2057,129,6.3,5153,839,16.3,685,87,12.7,{DE9BE576-782B-4086-8E8F-D0B2B35EC09B},
801,023102,13089023102,231.02,ARC 10,3217,609,18.9,556,165,29.7,2367,396,16.7,294,48,16.3,{BE3292DB-BCAD-44E9-9F4C-3936D6B8FF98},
802,023000,13089023000,230,ARC 10,2096,146,7,430,0,0,1315,132,10,351,14,4,{B1BE018D-7BB5-4DA0-B74A-F504AA9CD703},
803,021906,13089021906,219.06,ARC 10,5235,870,16.6,1229,267,21.7,3549,532,15,457,71,15.5,{4E138E63-B33D-4BAB-A870-D3FB2F6A9E67},
804,021217,13089021217,212.17,ARC 10,2466,203,8.2,627,51,8.1,1522,139,9.1,317,13,4.1,{977A60A1-C667-430B-AAAC-BA13F51BCF0E},
805,021215,13089021215,212.15,ARC 10,5945,370,6.2,1474,165,11.2,4099,205,5,372,0,0,{340BC737-6FA3-42DC-A7F5-7C6D83E25D60},
806,021414,13089021414,214.14,ARC 10,3969,1151,29,893,507,56.8,2879,590,20.5,197,54,27.4,{2741290C-B98A-41AA-97FC-ABB71F855B28},
807,021101,13089021101,211.01,ARC 10,3783,102,2.7,948,0,0,2291,68,3,544,34,6.3,{C3C18B96-B5F2-4B14-99D4-257D96019CE0},
808,023316,13089023316,233.16,ARC 10,8027,401,5,1818,49,2.7,5672,342,6,537,10,1.9,{1C0BCCD1-394D-4A95-BEEE-37CDFAECB1A3},
809,023313,13089023313,233.13,ARC 10,4932,1187,24.1,1259,468,37.2,3339,668,20,334,51,15.3,{E1A537D4-81A4-4F6B-8ECB-7B9A000DD9C7},
810,022900,13089022900,229,ARC 10,3661,450,12.3,775,119,15.4,2518,309,12.3,368,22,6,{08FB22D8-2A2B-4F86-94E1-86A16C38CB5C},
811,022800,13089022800,228,ARC 10,3183,279,8.8,984,121,12.3,1960,152,7.8,239,6,2.5,{610742C5-A66D-441A-81BB-477850A1780B},
812,022600,13089022600,226,ARC 10,5624,475,8.4,1138,0,0,3582,357,10,904,118,13.1,{CBE8E027-85B3-40F3-9F7A-5ABDDE69135C},
813,022500,13089022500,225,ARC 10,6253,1706,27.3,2196,966,44,3447,632,18.3,610,108,17.7,{B9DF6884-19CB-46DC-AF89-E537EDACF77E},
814,022100,13089022100,221,ARC 10,3601,1295,36,1212,720,59.4,2092,553,26.4,297,22,7.4,{9E53B987-212B-43DA-943D-D11ABA7DDEEC},
815,022005,13089022005,220.05,ARC 10,4591,1290,28.1,1245,454,36.5,3015,747,24.8,331,89,26.9,{58D5F651-C67C-4426-AEDA-396728BC2094},
816,023214,13089023214,232.14,ARC 10,6086,1379,22.7,1872,571,30.5,4019,789,19.6,195,19,9.7,{A8F41C74-F833-4AC0-99B9-A7D08C56D5D1},
817,022203,13089022203,222.03,ARC 10,2090,442,21.1,243,33,13.6,1602,399,24.9,245,10,4.1,{EAF1EE1B-BC0B-458D-B5F7-BF7C1D7E7EF8},
818,022009,13089022009,220.09,ARC 10,5090,1578,31,1409,602,42.7,3614,960,26.6,67,16,23.9,{E1859194-EBD7-4F3C-8AEC-3503625AF9DA},
819,021913,13089021913,219.13,ARC 10,4513,1665,36.9,1442,716,49.7,3053,949,31.1,18,0,0,{C347EC89-B5E7-4AA5-A2AC-F625E0435F87},
820,021813,13089021813,218.13,ARC 10,2859,841,29.4,826,303,36.7,2033,538,26.5,0,0,,{C6CAF71D-55DB-492E-BBED-F6EC61860518},
821,021605,13089021605,216.05,ARC 10,5524,1474,26.7,1262,572,45.3,3757,899,23.9,505,3,0.6,{5A8CAD33-D247-4113-977D-FAEEBA379D3C},
822,021308,13089021308,213.08,ARC 10,4099,1202,29.3,821,506,61.6,2875,581,20.2,403,115,28.5,{8415D41F-D9D9-4B49-BBDF-824D819DF238},
823,022004,13089022004,220.04,ARC 10,6026,1336,22.2,1651,615,37.3,3699,647,17.5,676,74,10.9,{A71071F4-30EA-4F79-802C-31A5C8F212AC},
824,022008,13089022008,220.08,ARC 10,8367,4151,49.6,2845,1796,63.1,4847,2061,42.5,675,294,43.6,{70351F6D-97B4-445D-A89D-352C5EBC5E4C},
825,021909,13089021909,219.09,ARC 10,6606,2363,35.8,1680,920,54.8,4561,1406,30.8,365,37,10.1,{3D875287-B88F-47C4-AAE4-BBF2CB880D29},
826,022001,13089022001,220.01,ARC 10,4339,860,19.8,610,203,33.3,3153,590,18.7,576,67,11.6,{3DBB33F3-F853-430F-905D-3680659C875A},
827,023108,13089023108,231.08,ARC 10,4720,2019,42.8,1353,906,67,2907,1018,35,460,95,20.7,{CE7430A3-C98F-49F4-93A0-D51D3D4FF1D1},
828,020200,13089020200,202,ARC 10,2059,147,7.1,278,9,3.2,1570,138,8.8,211,0,0,{755E2762-3CE5-4CD0-8C35-F57DACD959E7},
829,021306,13089021306,213.06,ARC 10,5122,979,19.1,1500,447,29.8,3394,523,15.4,228,9,3.9,{7071F25D-68D6-49A2-9016-3EF4BB09C973},
830,021305,13089021305,213.05,ARC 10,5184,1813,35,1866,1018,54.6,3135,783,25,183,12,6.6,{7FECA790-7F8A-4761-9328-A5C84EB2F0CA},
831,021417,13089021417,214.17,ARC 10,5141,1535,29.9,1331,692,52,3661,843,23,149,0,0,{3D531256-9921-4ABC-AB5A-DFC6430D301A},
832,021415,13089021415,214.15,ARC 10,4157,723,17.4,771,328,42.5,3096,386,12.5,290,9,3.1,{8560A0E1-0180-4DCF-9617-F67E53E7B02C},
833,021102,13089021102,211.02,ARC 10,4696,444,9.5,562,35,6.2,3568,290,8.1,566,119,21,{B3ED01A3-B8F2-4455-9230-1E6B41A0887F},
834,021307,13089021307,213.07,ARC 10,4376,1065,24.3,1136,422,37.1,2877,586,20.4,363,57,15.7,{15E16869-7C9E-401F-BCB1-0811B09D2E7C},
835,023601,13089023601,236.01,ARC 10,3088,642,20.8,494,117,23.7,2207,471,21.3,387,54,14,{85728515-49ED-409D-B83B-89FA7CB3DDF0},
836,021412,13089021412,214.12,ARC 10,3874,213,5.5,891,12,1.3,2709,201,7.4,274,0,0,{38E119EF-D435-434F-B801-69E812A4E534},
837,023208,13089023208,232.08,ARC 10,7052,1589,22.5,1849,881,47.6,4691,679,14.5,512,29,5.7,{34F25607-8B8D-42EC-AD88-0DDE7FE0BCCF},
838,023310,13089023310,233.10,ARC 10,9314,2807,30.1,2527,1224,48.4,6170,1428,23.1,617,155,25.1,{723523BD-737D-4807-8182-78B1A20F0F6E},
839,020801,13089020801,208.01,ARC 10,2584,268,10.4,419,72,17.2,1744,142,8.1,421,54,12.8,{9EA2B143-E90C-4D1C-989C-C05D6F03298A},
840,021812,13089021812,218.12,ARC 10,2274,359,15.8,531,141,26.6,1405,165,11.7,338,53,15.7,{5069F2A8-B01F-499F-93A3-B63106D9E1AE},
841,021214,13089021214,212.14,ARC 10,6254,227,3.6,1769,14,0.8,3378,181,5.4,1107,32,2.9,{7C57F6AB-0F96-4651-9CFB-658D9392752D},
842,021810,13089021810,218.10,ARC 10,5116,569,11.1,791,72,9.1,3408,413,12.1,917,84,9.2,{51546470-3D2D-46E4-8CEC-410EC500E440},
843,021809,13089021809,218.09,ARC 10,6525,463,7.1,1473,77,5.2,3861,371,9.6,1191,15,1.3,{DC1DDE15-5F22-41C0-85A8-15CD77CDDF5B},
844,021808,13089021808,218.08,ARC 10,4999,936,18.7,1242,328,26.4,3096,544,17.6,661,64,9.7,{82D408C6-882A-4691-B621-81BFD41F53B1},
845,021806,13089021806,218.06,ARC 10,5676,1678,29.6,1447,784,54.2,3596,804,22.4,633,90,14.2,{3C428B2E-717D-444B-9F54-B5ED99871050},
846,021805,13089021805,218.05,ARC 10,6400,750,11.7,1788,366,20.5,3839,361,9.4,773,23,3,{7F8AF895-44D5-4345-B72F-99DA4DB5B888},
847,021704,13089021704,217.04,ARC 10,5577,617,11.1,1336,186,13.9,3347,373,11.1,894,58,6.5,{AE56B401-C36F-43D3-A0B5-5E0CDA00447C},
848,021703,13089021703,217.03,ARC 10,4790,347,7.2,1086,71,6.5,2711,156,5.8,993,120,12.1,{88CE349B-1F56-4F1C-9115-30720BCB220B},
849,021705,13089021705,217.05,ARC 10,4561,940,20.6,758,197,26,3350,723,21.6,453,20,4.4,{29D30373-0267-40DB-8CFC-0A252C9F2DB2},
850,021908,13089021908,219.08,ARC 10,6097,2528,41.5,1982,1160,58.5,3607,1170,32.4,508,198,39,{66C8CC53-F51C-4220-B7D8-44955F9B29ED},
851,023309,13089023309,233.09,ARC 10,9366,1243,13.3,2689,422,15.7,6162,653,10.6,515,168,32.6,{FF24653D-3F8A-4677-B5C8-52067E2820A2},
852,023211,13089023211,232.11,ARC 10,3001,230,7.7,677,58,8.6,2060,172,8.3,264,0,0,{ACABB25E-EDEA-4496-A193-D9E03C82905F},
853,023212,13089023212,232.12,ARC 10,3604,406,11.3,816,97,11.9,2487,289,11.6,301,20,6.6,{52C05294-034B-41F2-8BC1-92917C838D7C},
854,023306,13089023306,233.06,ARC 10,6910,958,13.9,1899,381,20.1,4471,550,12.3,540,27,5,{8AFAEBE5-74BE-4629-9FCC-503CB89CBAEF},
855,023303,13089023303,233.03,ARC 10,6808,1307,19.2,2249,521,23.2,4023,650,16.2,536,136,25.4,{725C679D-E942-45A1-99FC-E3597B050E3F},
856,021706,13089021706,217.06,ARC 10,5550,187,3.4,1089,28,2.6,3741,136,3.6,720,23,3.2,{F0BE3380-5837-4673-852A-81896F830C9A},
857,021211,13089021211,212.11,ARC 10,4782,106,2.2,1088,0,0,2574,43,1.7,1120,63,5.6,{B8ADB3F1-2630-4F75-BF12-226A8AEBD1E2},
858,021210,13089021210,212.10,ARC 10,5518,138,2.5,1475,34,2.3,3025,60,2,1018,44,4.3,{9AD3E2C0-40E3-4E69-ABD9-A1DE18072885},
859,021213,13089021213,212.13,ARC 10,3455,137,4,1102,31,2.8,1673,91,5.4,680,15,2.2,{A7F9D7A0-A9A5-4881-BE02-B5925EE84FAE},
860,021303,13089021303,213.03,ARC 10,6488,1919,29.6,1981,875,44.2,4055,948,23.4,452,96,21.2,{66303169-C5EA-468F-83B1-853C3F9D7DEC},
861,021301,13089021301,213.01,ARC 10,3936,729,18.5,662,250,37.8,3112,455,14.6,162,24,14.8,{5069D0D2-E323-4051-B166-B4A25BC096B4},
862,021209,13089021209,212.09,ARC 10,5757,539,9.4,821,57,6.9,3749,265,7.1,1187,217,18.3,{03CDD1BC-51F2-413D-BE66-F4451726C3DA},
863,021405,13089021405,214.05,ARC 10,4259,568,13.3,819,230,28.1,3230,319,9.9,210,19,9,{F9FA37D6-EE18-4FC7-9BED-0800FDB8F4A2},
864,021208,13089021208,212.08,ARC 10,4032,715,17.7,807,261,32.3,2887,416,14.4,338,38,11.2,{3D13642D-1831-41AC-83A2-1B78190F12EB},
