OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,U_S__Native,Percent_U_S__Native,USnative_Born_in_US,Pct_USnative_Born_US,USnative_Born_State_Resid,Pct_USnative_Born_State_Resid,US_Native_Born_Diff_State,Pct_US_Natv_Born_inDiff_State,Foreign_Born,Percent_Foreign_Born,ForBorn_Nat_UScitizen,Pct_ForBorn_Nat_UScitizen,ForeignBorn_notUS_Citizen,Pct_ForBorn_notUS_Citizen,GlobalID,last_edited_date
830,021305,13089021305,213.05,ARC 10,3020,58.3,2975,57.4,1769,34.1,1206,23.3,2164,41.7,259,12,1905,88,{7FECA790-7F8A-4761-9328-A5C84EB2F0CA},
831,021417,13089021417,214.17,ARC 10,2595,50.5,2511,48.8,1301,25.3,1210,23.5,2546,49.5,295,11.6,2251,88.4,{3D531256-9921-4ABC-AB5A-DFC6430D301A},
832,021415,13089021415,214.15,ARC 10,3379,80.9,3340,79.9,1422,34,1918,45.9,799,19.1,272,34,527,66,{8560A0E1-0180-4DCF-9617-F67E53E7B02C},
833,021102,13089021102,211.02,ARC 10,4627,87.1,4543,85.5,2159,40.7,2384,44.9,684,12.9,347,50.7,337,49.3,{B3ED01A3-B8F2-4455-9230-1E6B41A0887F},
834,021307,13089021307,213.07,ARC 10,2204,50.4,2147,49.1,1325,30.3,822,18.8,2172,49.6,702,32.3,1470,67.7,{15E16869-7C9E-401F-BCB1-0811B09D2E7C},
835,023601,13089023601,236.01,ARC 10,3018,97.2,2981,96,1945,62.7,1036,33.4,86,2.8,63,73.3,23,26.7,{85728515-49ED-409D-B83B-89FA7CB3DDF0},
836,021412,13089021412,214.12,ARC 10,3580,92.4,3514,90.7,1839,47.5,1675,43.2,294,7.6,73,24.8,221,75.2,{38E119EF-D435-434F-B801-69E812A4E534},
837,023208,13089023208,232.08,ARC 10,6567,93,6549,92.8,3383,47.9,3166,44.9,491,7,314,64,177,36,{34F25607-8B8D-42EC-AD88-0DDE7FE0BCCF},
838,023310,13089023310,233.10,ARC 10,8480,88.9,8399,88.1,4965,52.1,3434,36,1058,11.1,597,56.4,461,43.6,{723523BD-737D-4807-8182-78B1A20F0F6E},
839,020801,13089020801,208.01,ARC 10,2562,98.5,2519,96.9,1533,59,986,37.9,38,1.5,31,81.6,7,18.4,{9EA2B143-E90C-4D1C-989C-C05D6F03298A},
840,021812,13089021812,218.12,ARC 10,1672,73.5,1637,72,839,36.9,798,35.1,602,26.5,220,36.5,382,63.5,{5069F2A8-B01F-499F-93A3-B63106D9E1AE},
841,021214,13089021214,212.14,ARC 10,5785,91.4,5721,90.4,2350,37.1,3371,53.2,547,8.6,447,81.7,100,18.3,{7C57F6AB-0F96-4651-9CFB-658D9392752D},
842,021810,13089021810,218.10,ARC 10,4170,81,4036,78.4,1665,32.3,2371,46.1,978,19,671,68.6,307,31.4,{51546470-3D2D-46E4-8CEC-410EC500E440},
843,021809,13089021809,218.09,ARC 10,6094,91.3,6062,90.8,3453,51.7,2609,39.1,584,8.7,383,65.6,201,34.4,{DC1DDE15-5F22-41C0-85A8-15CD77CDDF5B},
844,021808,13089021808,218.08,ARC 10,3869,77.4,3740,74.8,1982,39.6,1758,35.2,1130,22.6,546,48.3,584,51.7,{82D408C6-882A-4691-B621-81BFD41F53B1},
845,021806,13089021806,218.06,ARC 10,4106,70.9,3971,68.5,1619,27.9,2352,40.6,1687,29.1,592,35.1,1095,64.9,{3C428B2E-717D-444B-9F54-B5ED99871050},
846,021805,13089021805,218.05,ARC 10,5193,81,5137,80.1,2925,45.6,2212,34.5,1219,19,776,63.7,443,36.3,{7F8AF895-44D5-4345-B72F-99DA4DB5B888},
847,021704,13089021704,217.04,ARC 10,4932,88.4,4905,88,2185,39.2,2720,48.8,645,11.6,381,59.1,264,40.9,{AE56B401-C36F-43D3-A0B5-5E0CDA00447C},
848,021703,13089021703,217.03,ARC 10,4317,88.3,4239,86.7,2029,41.5,2210,45.2,571,11.7,353,61.8,218,38.2,{88CE349B-1F56-4F1C-9115-30720BCB220B},
849,021705,13089021705,217.05,ARC 10,3635,76.8,3580,75.7,1819,38.4,1761,37.2,1096,23.2,266,24.3,830,75.7,{29D30373-0267-40DB-8CFC-0A252C9F2DB2},
850,021908,13089021908,219.08,ARC 10,4856,79.1,4736,77.2,2581,42.1,2155,35.1,1280,20.9,581,45.4,699,54.6,{66C8CC53-F51C-4220-B7D8-44955F9B29ED},
851,023309,13089023309,233.09,ARC 10,8469,89.7,8341,88.3,4533,48,3808,40.3,974,10.3,557,57.2,417,42.8,{FF24653D-3F8A-4677-B5C8-52067E2820A2},
852,023211,13089023211,232.11,ARC 10,2840,94.1,2811,93.2,1368,45.3,1443,47.8,177,5.9,95,53.7,82,46.3,{ACABB25E-EDEA-4496-A193-D9E03C82905F},
853,023212,13089023212,232.12,ARC 10,3349,92.7,3313,91.7,1608,44.5,1705,47.2,265,7.3,166,62.6,99,37.4,{52C05294-034B-41F2-8BC1-92917C838D7C},
854,023306,13089023306,233.06,ARC 10,5739,82.3,5713,82,3275,47,2438,35,1231,17.7,881,71.6,350,28.4,{8AFAEBE5-74BE-4629-9FCC-503CB89CBAEF},
855,023303,13089023303,233.03,ARC 10,5694,83.6,5664,83.1,3618,53.1,2046,30,1121,16.4,616,55,505,45,{725C679D-E942-45A1-99FC-E3597B050E3F},
856,021706,13089021706,217.06,ARC 10,4597,82.4,4483,80.3,2105,37.7,2378,42.6,984,17.6,559,56.8,425,43.2,{F0BE3380-5837-4673-852A-81896F830C9A},
857,021211,13089021211,212.11,ARC 10,4180,87.4,4140,86.6,1754,36.7,2386,49.9,602,12.6,341,56.6,261,43.4,{B8ADB3F1-2630-4F75-BF12-226A8AEBD1E2},
858,021210,13089021210,212.10,ARC 10,4991,90.4,4848,87.9,2173,39.4,2675,48.5,527,9.6,407,77.2,120,22.8,{9AD3E2C0-40E3-4E69-ABD9-A1DE18072885},
859,021213,13089021213,212.13,ARC 10,3144,91,3111,90,1398,40.5,1713,49.6,311,9,157,50.5,154,49.5,{A7F9D7A0-A9A5-4881-BE02-B5925EE84FAE},
860,021303,13089021303,213.03,ARC 10,3158,48.6,3080,47.4,2223,34.2,857,13.2,3338,51.4,990,29.7,2348,70.3,{66303169-C5EA-468F-83B1-853C3F9D7DEC},
861,021301,13089021301,213.01,ARC 10,2681,66.9,2632,65.7,1540,38.5,1092,27.3,1324,33.1,155,11.7,1169,88.3,{5069D0D2-E323-4051-B166-B4A25BC096B4},
862,021209,13089021209,212.09,ARC 10,4677,79.3,4677,79.3,2155,36.5,2522,42.8,1220,20.7,624,51.1,596,48.9,{03CDD1BC-51F2-413D-BE66-F4451726C3DA},
863,021405,13089021405,214.05,ARC 10,3606,84.7,3425,80.4,1507,35.4,1918,45,653,15.3,276,42.3,377,57.7,{F9FA37D6-EE18-4FC7-9BED-0800FDB8F4A2},
864,021208,13089021208,212.08,ARC 10,2935,72.8,2884,71.5,1312,32.5,1572,39,1097,27.2,396,36.1,701,63.9,{3D13642D-1831-41AC-83A2-1B78190F12EB},
865,021204,13089021204,212.04,ARC 10,1247,31.1,1222,30.5,979,24.4,243,6.1,2758,68.9,93,3.4,2665,96.6,{73DE9425-45C9-4CDA-AEF1-F576B2DCCBC4},
866,021202,13089021202,212.02,ARC 10,6867,94,6806,93.2,3289,45,3517,48.2,437,6,224,51.3,213,48.7,{74F13A1B-57C3-4E1A-9384-41467F91160D},
867,023210,13089023210,232.10,ARC 10,5668,87,5668,87,3347,51.4,2321,35.6,846,13,525,62.1,321,37.9,{7961711A-A4A5-4686-8A09-C143865492BA},
868,023209,13089023209,232.09,ARC 10,4765,84.6,4722,83.9,2927,52,1795,31.9,865,15.4,459,53.1,406,46.9,{AF63DDEC-693C-4013-AB39-12BECBF9CC93},
869,023603,13089023603,236.03,ARC 10,3380,98.4,3380,98.4,2426,70.6,954,27.8,55,1.6,30,54.5,25,45.5,{1F668C8F-DE53-4A49-A2AB-FF7A6738B2A2},
870,021603,13089021603,216.03,ARC 10,4023,89,3971,87.8,1325,29.3,2646,58.5,498,11,130,26.1,368,73.9,{914C57B1-7DF2-4FEB-AC55-EFFE6D0F9DA3},
871,090905,13057090905,909.05,ARC 10,3313,92.7,3206,89.8,1534,42.9,1672,46.8,259,7.3,138,53.3,121,46.7,{EEB000FD-D422-4A6C-8584-22E444814828},
872,090904,13057090904,909.04,ARC 10,7256,84,7107,82.2,3302,38.2,3805,44,1385,16,511,36.9,874,63.1,{411C204A-579D-4235-AB93-5A2F989EF86A},
873,091007,13057091007,910.07,ARC 10,6083,92.2,6034,91.4,2326,35.2,3708,56.2,517,7.8,256,49.5,261,50.5,{F7D40294-4CDC-449D-8CD1-E5555970F320},
874,090803,13057090803,908.03,ARC 10,9511,92.7,9251,90.2,4572,44.6,4679,45.6,744,7.3,662,89,82,11,{1D5FC832-90DD-458B-81F1-64A924D0ACAB},
875,090804,13057090804,908.04,ARC 10,8655,91.3,8612,90.9,3908,41.2,4704,49.6,820,8.7,268,32.7,552,67.3,{2AD53120-9675-451B-A766-9E301C75DCD4},
876,091008,13057091008,910.08,ARC 10,7527,91.9,7487,91.4,2850,34.8,4637,56.6,665,8.1,578,86.9,87,13.1,{C19736E5-A73E-4287-81EF-D79230C6A631},
877,090802,13057090802,908.02,ARC 10,6535,94.3,6471,93.4,3186,46,3285,47.4,393,5.7,208,52.9,185,47.1,{A0C039CD-50A4-4CD0-8415-BF80DE6DB42F},
878,090501,13057090501,905.01,ARC 10,5953,94.9,5837,93,3601,57.4,2236,35.6,320,5.1,276,86.3,44,13.8,{02BA751D-055F-41DF-9EEC-ADE75C27050B},
879,090902,13057090902,909.02,ARC 10,12549,86.9,12488,86.5,6843,47.4,5645,39.1,1890,13.1,1243,65.8,647,34.2,{4E941C65-E054-4DA0-AD79-9F1337883F74},
880,091001,13057091001,910.01,ARC 10,3861,89.9,3855,89.7,2047,47.6,1808,42.1,436,10.1,64,14.7,372,85.3,{1105B1FD-4302-46B6-937C-93746635943A},
881,091003,13057091003,910.03,ARC 10,6652,91.8,6429,88.7,2788,38.5,3641,50.2,595,8.2,134,22.5,461,77.5,{1F4B5B5B-311D-4878-B134-1FD93A677A21},
882,091102,13057091102,911.02,ARC 10,7611,84.7,7432,82.7,3976,44.2,3456,38.5,1376,15.3,293,21.3,1083,78.7,{9B973CA6-C24D-4DD1-B9EC-E2BA5C2DE987},
883,091101,13057091101,911.01,ARC 10,5646,94.2,5505,91.8,2893,48.2,2612,43.6,350,5.8,132,37.7,218,62.3,{56682360-389F-42E3-9BB2-4E1A4F038E5B},
884,091103,13057091103,911.03,ARC 10,7847,90.6,7614,88,3899,45,3715,42.9,810,9.4,481,59.4,329,40.6,{31E2B250-408E-4ED1-926D-326A33AAC5A6},
885,090701,13057090701,907.01,ARC 10,17400,92.5,17099,90.9,8407,44.7,8692,46.2,1410,7.5,952,67.5,458,32.5,{9E47CEAD-5865-4132-982C-1658C4EDD7BC},
886,110601,13297110601,1106.01,ARC 20,4561,98.2,4542,97.8,2936,63.2,1606,34.6,83,1.8,34,41,49,59,{32CBEB74-16A5-4320-9D0C-9CC1C0A1D150},
887,110507,13297110507,1105.07,ARC 20,6950,91.1,6924,90.8,4069,53.4,2855,37.4,675,8.9,448,66.4,227,33.6,{BF79C028-83F1-45A0-8B8B-E20AC0D284EC},
888,110506,13297110506,1105.06,ARC 20,4978,96.8,4964,96.5,3242,63,1722,33.5,165,3.2,102,61.8,63,38.2,{D5C6F9EB-6138-47FD-A4BC-DD0A79BAB04C},
889,110603,13297110603,1106.03,ARC 20,4532,99.6,4471,98.2,3057,67.2,1414,31.1,20,0.4,20,100,0,0,{DDE11705-12D0-4087-9E12-12487C1085BC},
890,110602,13297110602,1106.02,ARC 20,4984,93.6,4975,93.4,3680,69.1,1295,24.3,341,6.4,154,45.2,187,54.8,{EB876474-9A57-48E0-8821-407D1838670B},
891,110504,13297110504,1105.04,ARC 20,4467,90.4,4452,90.1,2465,49.9,1987,40.2,475,9.6,279,58.7,196,41.3,{17CC80FB-FEEC-4CFC-B13E-F3AF43B8D57A},
892,110508,13297110508,1105.08,ARC 20,4808,94.1,4797,93.9,2726,53.3,2071,40.5,302,5.9,214,70.9,88,29.1,{0187DF18-C5FF-43A6-B709-78D770593D3C},
893,110503,13297110503,1105.03,ARC 20,3388,97.7,3307,95.4,2232,64.4,1075,31,78,2.3,19,24.4,59,75.6,{6BA351C2-61F7-4CDF-B93E-CB134C6CA9ED},
894,110505,13297110505,1105.05,ARC 20,4168,98.7,4134,97.9,2511,59.5,1623,38.4,55,1.3,16,29.1,39,70.9,{A58DA887-A378-481C-BD18-27DD307B857F},
895,110800,13297110800,1108,ARC 20,6729,96.9,6522,93.9,4957,71.4,1565,22.5,217,3.1,35,16.1,182,83.9,{E4C9772B-5022-43AA-92EA-63AD13918767},
896,110700,13297110700,1107,ARC 20,7364,97.6,7317,97,5315,70.5,2002,26.5,180,2.4,68,37.8,112,62.2,{208182AA-8F90-49CF-B275-C154040B4CC0},
897,110400,13297110400,1104,ARC 20,6428,96.7,6207,93.3,4764,71.6,1443,21.7,222,3.3,211,95,11,5,{F4958688-0E10-4607-9708-74F9AF208A3B},
898,110300,13297110300,1103,ARC 20,6819,98.3,6745,97.3,5097,73.5,1648,23.8,115,1.7,89,77.4,26,22.6,{AB523EC9-CF2C-4215-8216-EC4A402D7D38},
899,110200,13297110200,1102,ARC 20,4118,97.5,4083,96.6,3392,80.3,691,16.4,107,2.5,22,20.6,85,79.4,{499B97BB-E892-49B6-BA0C-84DA0560D818},
900,110100,13297110100,1101,ARC 20,8357,94.2,8267,93.2,5927,66.8,2340,26.4,515,5.8,338,65.6,177,34.4,{5BBDE8DF-4ED5-4E85-8284-028C7CF42394},
901,091005,13057091005,910.05,ARC 10,6415,80,6344,79.1,3575,44.6,2769,34.5,1604,20,348,21.7,1256,78.3,{33BC5EE2-1B51-4E42-9AF5-D0F7DBEFEA39},
902,091006,13057091006,910.06,ARC 10,4670,95.4,4602,94,1928,39.4,2674,54.6,224,4.6,159,71,65,29,{8E89688C-E58F-45B0-B58D-F5AEE41D3606},
903,090400,13057090400,904,ARC 10,8500,86.4,8448,85.9,5377,54.7,3071,31.2,1336,13.6,215,16.1,1121,83.9,{FE2698D0-6AAC-402F-B731-1B8EE2E5769C},
904,090601,13057090601,906.01,ARC 10,6203,81.7,6159,81.1,4104,54,2055,27.1,1394,18.3,151,10.8,1243,89.2,{2DB7D3FC-D6FF-4E2A-8148-4C3B908CF24B},
905,090901,13057090901,909.01,ARC 10,6984,89.6,6913,88.7,3562,45.7,3351,43,809,10.4,174,21.5,635,78.5,{056B06BD-2C75-4304-850E-C28EBA556911},
906,090602,13057090602,906.02,ARC 10,7366,87.9,7312,87.3,3870,46.2,3442,41.1,1011,12.1,190,18.8,821,81.2,{467A2283-447C-4F09-9423-D1BB7EBF7316},
907,090200,13057090200,902,ARC 10,7977,98.5,7955,98.3,4854,60,3101,38.3,118,1.5,80,67.8,38,32.2,{68604FE6-C77F-4365-8F3D-3DBCA9C93852},
908,090702,13057090702,907.02,ARC 10,7184,93.4,7071,92,4347,56.5,2724,35.4,504,6.6,178,35.3,326,64.7,{089B2837-7BCF-4B28-94DF-A1619315322E},
909,090502,13057090502,905.02,ARC 10,13445,96.4,13195,94.6,6724,48.2,6471,46.4,498,3.6,169,33.9,329,66.1,{3CA23688-A4ED-41FC-9394-8CBF142A7D2D},
910,090100,13057090100,901,ARC 10,8524,95.5,8476,94.9,5693,63.8,2783,31.2,406,4.5,97,23.9,309,76.1,{29896E86-69CF-40CE-BE03-71AA4CCB252F},
911,090300,13057090300,903,ARC 10,11751,94.7,11690,94.3,5748,46.3,5942,47.9,652,5.3,235,36,417,64,{B81EEBA1-45C2-48F7-AA5D-D611D1A8D561},
912,180206,13013180206,1802.06,ARC 20,2691,99.1,2677,98.6,1656,61,1021,37.6,25,0.9,25,100,0,0,{5D0E9918-30C4-478E-B265-2C4DEBEB82EA},
913,180205,13013180205,1802.05,ARC 20,4176,95.1,4097,93.3,3124,71.2,973,22.2,213,4.9,119,55.9,94,44.1,{8A59CD6B-B94D-454A-BCA2-F49AEDCF4997},
914,180402,13013180402,1804.02,ARC 20,5639,92.5,5587,91.7,4017,65.9,1570,25.8,454,7.5,42,9.3,412,90.7,{6A776594-3CAF-40E1-B6BA-E77D4978903D},
915,180303,13013180303,1803.03,ARC 20,4107,95,4079,94.4,2936,67.9,1143,26.4,216,5,124,57.4,92,42.6,{07526DCD-FE8B-4BF3-9DDD-FBE35CB11773},
916,180106,13013180106,1801.06,ARC 20,2545,89.9,2540,89.7,1838,64.9,702,24.8,286,10.1,173,60.5,113,39.5,{6BF83DA2-1195-43BA-B340-AAB0E63B2E33},
917,180103,13013180103,1801.03,ARC 20,4403,94.2,4309,92.2,2566,54.9,1743,37.3,271,5.8,213,78.6,58,21.4,{9BE7CD46-B0E7-474F-9076-8FFE759A07AB},
918,180401,13013180401,1804.01,ARC 20,5246,95.9,5232,95.7,3606,65.9,1626,29.7,222,4.1,114,51.4,108,48.6,{D207F16C-729F-4B2B-81E3-5550281CFACD},
919,180203,13013180203,1802.03,ARC 20,2924,85.5,2907,85,2070,60.5,837,24.5,497,14.5,111,22.3,386,77.7,{EB8DFE87-F848-49ED-830B-B955037D6CB4},
920,180503,13013180503,1805.03,ARC 20,4917,87.9,4870,87.1,3223,57.6,1647,29.5,675,12.1,146,21.6,529,78.4,{517E8312-0B26-40DA-8A96-9B1703EAA510},
921,180502,13013180502,1805.02,ARC 20,4385,96.4,4369,96.1,3044,66.9,1325,29.1,163,3.6,43,26.4,120,73.6,{BBE814E8-7ECE-45F7-93CB-F8FDC7D8DAB8},
922,180204,13013180204,1802.04,ARC 20,2414,88.4,2352,86.1,1630,59.7,722,26.4,318,11.6,87,27.4,231,72.6,{30520637-DEAD-486B-9E93-2B86C584DD37},
923,180501,13013180501,1805.01,ARC 20,5054,88.4,4977,87,3020,52.8,1957,34.2,664,11.6,386,58.1,278,41.9,{94B82F42-1A7E-4B17-8B63-A787D800C942},
924,180301,13013180301,1803.01,ARC 20,1948,89.9,1943,89.7,1306,60.3,637,29.4,219,10.1,92,42,127,58,{A429082A-64EB-416B-88A5-BC286855DDAC},
925,180302,13013180302,1803.02,ARC 20,5386,97.8,5324,96.7,3810,69.2,1514,27.5,121,2.2,49,40.5,72,59.5,{ADB9D294-2603-4663-B923-BC9D198F4D1E},
926,180105,13013180105,1801.05,ARC 20,2520,89.9,2512,89.7,1619,57.8,893,31.9,282,10.1,150,53.2,132,46.8,{9B1DBDAC-F109-4C6E-822C-7F9DFC9D414D},
927,180104,13013180104,1801.04,ARC 20,1906,96.5,1895,95.9,1394,70.5,501,25.4,70,3.5,48,68.6,22,31.4,{254435D5-85D1-47FF-ADCA-C047C25E4851},
928,180107,13013180107,1801.07,ARC 20,3674,95.4,3654,94.8,2200,57.1,1454,37.7,179,4.6,65,36.3,114,63.7,{4BBC70D2-F2EF-4FFE-BA15-58A1FD3D12D5},
929,180108,13013180108,1801.08,ARC 20,2960,92.4,2954,92.3,1839,57.4,1115,34.8,242,7.6,167,69,75,31,{53F42766-4C97-4AEB-851B-E76A9A581A3A},
930,120104,13223120104,1201.04,ARC 20,2351,99.3,2342,98.9,1635,69.1,707,29.9,16,0.7,16,100,0,0,{54B501B1-C081-4C5D-A0E2-8E2569D041B0},
931,120604,13223120604,1206.04,ARC 20,5387,95.5,5302,94,3101,55,2201,39,256,4.5,51,19.9,205,80.1,{23FA2FC8-8006-4B80-8310-FD9937154C38},
932,120601,13223120601,1206.01,ARC 20,3794,86.4,3729,84.9,2066,47,1663,37.9,598,13.6,405,67.7,193,32.3,{2F06D440-AEE6-4809-8984-38992E540029},
933,120603,13223120603,1206.03,ARC 20,5852,94.4,5837,94.1,3798,61.3,2039,32.9,348,5.6,166,47.7,182,52.3,{592F5B06-49A6-42FF-94CA-8AB777308A7D},
934,120501,13223120501,1205.01,ARC 20,5905,95.1,5557,89.5,3035,48.9,2522,40.6,307,4.9,112,36.5,195,63.5,{6FC1B402-9C8A-4DB8-B941-F303B500C0D0},
935,120203,13223120203,1202.03,ARC 20,4915,97.2,4859,96.1,2591,51.2,2268,44.8,143,2.8,114,79.7,29,20.3,{559422C8-4C02-4779-A639-64A5463ABF4C},
936,120101,13223120101,1201.01,ARC 20,11417,96,11333,95.3,6000,50.4,5333,44.8,479,4,367,76.6,112,23.4,{8EBEF279-E569-4DD4-8FE1-667D7FF5575B},
937,120502,13223120502,1205.02,ARC 20,8707,96.5,8622,95.6,4866,53.9,3756,41.6,316,3.5,217,68.7,99,31.3,{6A7090CA-6923-4071-A4D0-C76B16756CF5},
938,120503,13223120503,1205.03,ARC 20,5050,96.1,5015,95.4,3379,64.3,1636,31.1,206,3.9,154,74.8,52,25.2,{D3458230-CB03-4A29-9569-DAF6A03A4596},
939,120605,13223120605,1206.05,ARC 20,6122,98.5,6056,97.4,3402,54.7,2654,42.7,95,1.5,31,32.6,64,67.4,{3B009BC6-D673-4C25-BEB7-9073C18B2395},
940,120602,13223120602,1206.02,ARC 20,8952,92.1,8934,91.9,5307,54.6,3627,37.3,765,7.9,375,49,390,51,{50CAE5FF-B2F8-4063-9F49-35165C4A4A0D},
941,120204,13223120204,1202.04,ARC 20,6476,97.2,6410,96.2,4128,62,2282,34.3,185,2.8,129,69.7,56,30.3,{95FF6082-2019-4D5C-8EE7-3AFC179CA66B},
942,120301,13223120301,1203.01,ARC 20,5012,94.8,4888,92.4,2897,54.8,1991,37.6,277,5.2,26,9.4,251,90.6,{FBEBBCAE-F526-4287-97CD-0495E443C4FB},
943,120303,13223120303,1203.03,ARC 20,1788,97.5,1788,97.5,1140,62.2,648,35.4,45,2.5,32,71.1,13,28.9,{5F62A510-7588-4562-94C3-2AD75B47F3A6},
944,120102,13223120102,1201.02,ARC 20,11180,93.8,10922,91.6,5637,47.3,5285,44.3,744,6.2,279,37.5,465,62.5,{F4827001-A1E5-4045-B184-B3916730E5F6},
945,120103,13223120103,1201.03,ARC 20,9500,98.4,9500,98.4,5790,60,3710,38.4,152,1.6,78,51.3,74,48.7,{421DCEE6-5BDB-4CCD-8A14-B069ED05920D},
946,120302,13223120302,1203.02,ARC 20,12987,92.7,12680,90.5,7380,52.7,5300,37.8,1026,7.3,487,47.5,539,52.5,{FA752340-0726-42D9-A735-5B581AB9EEA9},
947,120202,13223120202,1202.02,ARC 20,7136,92.1,7067,91.3,4009,51.8,3058,39.5,608,7.9,416,68.4,192,31.6,{91645667-3417-4FE1-83C1-516BDAF1B328},
948,120400,13223120400,1204,ARC 20,17824,97.4,17792,97.2,11628,63.5,6164,33.7,479,2.6,454,94.8,25,5.2,{57FB12A7-C835-449F-AE78-D06392FC8507},
