OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,U_S__Native,Percent_U_S__Native,USnative_Born_in_US,Pct_USnative_Born_US,USnative_Born_State_Resid,Pct_USnative_Born_State_Resid,US_Native_Born_Diff_State,Pct_US_Natv_Born_inDiff_State,Foreign_Born,Percent_Foreign_Born,ForBorn_Nat_UScitizen,Pct_ForBorn_Nat_UScitizen,ForeignBorn_notUS_Citizen,Pct_ForBorn_notUS_Citizen,GlobalID,last_edited_date
146,130510,13117130510,1305.10,ARC 20,5631,86.7,5518,85,2233,34.4,3285,50.6,861,13.3,412,47.9,449,52.1,{E1EBCB26-0B7D-4892-8074-93CC67C466C4},
147,130406,13117130406,1304.06,ARC 20,4242,77,4087,74.1,1703,30.9,2384,43.3,1270,23,412,32.4,858,67.6,{ACBEC1F9-DA3D-4D2A-AEA0-CB46D6306A0D},
148,130410,13117130410,1304.10,ARC 20,3369,79.6,3339,78.8,1684,39.8,1655,39.1,866,20.4,201,23.2,665,76.8,{E52110B3-A3A4-412E-9AF2-6F619FDF6854},
149,130203,13117130203,1302.03,ARC 20,4944,90,4844,88.2,2928,53.3,1916,34.9,548,10,185,33.8,363,66.2,{17D977F8-6C09-49CB-B9E4-503CFC9D0221},
150,130204,13117130204,1302.04,ARC 20,3886,90.8,3843,89.8,2183,51,1660,38.8,395,9.2,324,82,71,18,{44B75656-A94D-45CE-B9C5-656BB8EC4E8F},
151,130202,13117130202,1302.02,ARC 20,3743,97.3,3727,96.9,1251,32.5,2476,64.4,104,2.7,77,74,27,26,{37018420-5915-45A2-89D8-B2D713167D81},
152,130509,13117130509,1305.09,ARC 20,2964,87.5,2933,86.6,1567,46.3,1366,40.3,422,12.5,218,51.7,204,48.3,{51E2F71A-D2A1-4295-BDC8-9CD08C8DB379},
153,130403,13117130403,1304.03,ARC 20,4931,86.4,4908,86,2944,51.6,1964,34.4,778,13.6,241,31,537,69,{91083840-90FF-4F65-81F6-E85E0CAC16C3},
154,031506,13067031506,315.06,ARC 10,3863,83.9,3762,81.7,1943,42.2,1819,39.5,741,16.1,348,47,393,53,{63CC0B09-7988-418B-83ED-85B5989E3824},
155,031508,13067031508,315.08,ARC 10,4640,91.5,4511,88.9,2460,48.5,2051,40.4,433,8.5,301,69.5,132,30.5,{BFA7B99C-C2CF-40AC-8042-E49D19737705},
156,031116,13067031116,311.16,ARC 10,2985,71.6,2820,67.6,1640,39.3,1180,28.3,1184,28.4,421,35.6,763,64.4,{B6D497D9-0ED4-4E53-8A87-BA704BFBC817},
157,031115,13067031115,311.15,ARC 10,3802,76.7,3629,73.2,1619,32.6,2010,40.5,1157,23.3,351,30.3,806,69.7,{AE994B2A-0834-4A58-A1D3-DDA62E9FE029},
158,030223,13067030223,302.23,ARC 10,5405,91.3,5334,90.1,2263,38.2,3071,51.9,512,8.7,210,41,302,59,{A685C6F4-9353-4AB4-A380-6768A2F711FC},
159,031312,13067031312,313.12,ARC 10,7767,81.3,7587,79.4,4341,45.4,3246,34,1786,18.7,490,27.4,1296,72.6,{6F5C8767-7D29-4B02-BA79-810F2CD4335E},
160,031313,13067031313,313.13,ARC 10,9012,87.2,8881,86,3235,31.3,5646,54.7,1318,12.8,666,50.5,652,49.5,{8E4D00E8-2FAC-48F2-983F-5B8C6DDDA098},
161,031309,13067031309,313.09,ARC 10,6696,80.1,6622,79.2,3973,47.5,2649,31.7,1660,19.9,368,22.2,1292,77.8,{35973B49-CCD9-4B97-BFE5-4C19ED3E8CFB},
162,130101,13117130101,1301.01,ARC 20,3687,90,3687,90,2201,53.7,1486,36.3,410,10,142,34.6,268,65.4,{11EF3C2E-E8E6-4025-98AD-D45C1BEE7D77},
163,130104,13117130104,1301.04,ARC 20,3867,97.4,3859,97.2,2251,56.7,1608,40.5,103,2.6,48,46.6,55,53.4,{CEB3AA53-48E5-4BC3-A73C-8A835D7D76AB},
164,130506,13117130506,1305.06,ARC 20,3274,94.3,3212,92.5,1790,51.6,1422,41,198,5.7,140,70.7,58,29.3,{FA6A6CEF-62AC-48F7-B5FB-77C4025FBB24},
165,031509,13067031509,315.09,ARC 10,9168,90.4,9102,89.8,4949,48.8,4153,41,971,9.6,555,57.2,416,42.8,{6AE9D4C8-F3DB-49CC-8EF9-A21D23E2AE9B},
166,031113,13067031113,311.13,ARC 10,685,72.7,681,72.3,219,23.2,462,49,257,27.3,111,43.2,146,56.8,{F5AA2D77-4BE6-419C-9DC1-14A5736BEECC},
167,031114,13067031114,311.14,ARC 10,5269,70.7,5067,68,2133,28.6,2934,39.4,2184,29.3,500,22.9,1684,77.1,{00C56B89-8F0E-4475-ADAB-996E4469C35B},
168,030345,13067030345,303.45,ARC 10,2845,57,2788,55.9,1283,25.7,1505,30.2,2144,43,309,14.4,1835,85.6,{2DF6F8FD-8908-4ED1-B3A7-EE70302B1DB9},
169,030344,13067030344,303.44,ARC 10,2881,79.9,2787,77.2,1119,31,1668,46.2,727,20.1,152,20.9,575,79.1,{992C0035-C520-4E42-8845-965747BA1B5B},
170,030411,13067030411,304.11,ARC 10,2592,72.2,2485,69.2,934,26,1551,43.2,997,27.8,285,28.6,712,71.4,{43189746-D0F5-4520-8604-DC23DAF2CC93},
171,030412,13067030412,304.12,ARC 10,3538,77,3503,76.3,1354,29.5,2149,46.8,1056,23,354,33.5,702,66.5,{361D217F-4646-4A33-970A-5983ACB314B4},
172,030414,13067030414,304.14,ARC 10,2318,78.6,2296,77.8,955,32.4,1341,45.5,632,21.4,235,37.2,397,62.8,{6FB83C37-1A53-4F82-9437-56795E33DAE5},
173,030413,13067030413,304.13,ARC 10,3931,65.1,3759,62.2,1758,29.1,2001,33.1,2112,34.9,377,17.9,1735,82.1,{5B5DE192-2A15-4D6D-BD43-148FA6AFBDA7},
174,030239,13067030239,302.39,ARC 10,7935,93.8,7865,92.9,3728,44,4137,48.9,529,6.3,364,68.8,165,31.2,{687B4A12-EA2E-4A6F-AD82-8EEEDFA77A9A},
175,030238,13067030238,302.38,ARC 10,6440,96,6340,94.5,2674,39.8,3666,54.6,271,4,227,83.8,44,16.2,{2EC4142F-0F92-44D0-BCB7-97D87CDADFB6},
176,030236,13067030236,302.36,ARC 10,4357,91.6,4233,89,1338,28.1,2895,60.9,400,8.4,134,33.5,266,66.5,{80B1EAE2-C2F1-4535-A55D-889DB44CC43E},
177,030407,13067030407,304.07,ARC 10,4142,85.5,3995,82.5,1447,29.9,2548,52.6,700,14.5,389,55.6,311,44.4,{C226188A-5D71-47FF-8152-9206D0EA76DA},
178,030408,13067030408,304.08,ARC 10,2300,73.4,2271,72.5,893,28.5,1378,44,834,26.6,410,49.2,424,50.8,{0A5302DA-1A0B-4F9B-A122-A2F002ACCA2D},
179,030410,13067030410,304.10,ARC 10,3819,78.7,3780,77.9,1601,33,2179,44.9,1034,21.3,597,57.7,437,42.3,{FA643337-09C7-43D9-9A90-CE0ECE43F6F9},
180,030409,13067030409,304.09,ARC 10,3188,89.1,3111,87,1481,41.4,1630,45.6,388,10.9,165,42.5,223,57.5,{911EB067-AB3D-44B9-A7D6-ECAF907FEF4E},
181,030343,13067030343,303.43,ARC 10,4141,90.2,4099,89.2,1747,38,2352,51.2,452,9.8,251,55.5,201,44.5,{78F492B8-6255-40E2-9B38-E76B4A4EB910},
182,030342,13067030342,303.42,ARC 10,4437,93.6,4429,93.4,1458,30.8,2971,62.7,304,6.4,208,68.4,96,31.6,{A20D572E-182D-49B5-ABD0-C31A559170D2},
183,030340,13067030340,303.40,ARC 10,3425,86.9,3404,86.3,1205,30.6,2199,55.8,518,13.1,440,84.9,78,15.1,{B7AA898C-6DF2-40A9-91BC-606238F3880F},
184,030341,13067030341,303.41,ARC 10,4042,91.1,3905,88,1125,25.4,2780,62.7,395,8.9,269,68.1,126,31.9,{0A42AE99-9655-4D0C-81C2-6E1D86F81941},
185,031409,13067031409,314.09,ARC 10,4215,84.6,4169,83.7,2366,47.5,1803,36.2,765,15.4,398,52,367,48,{3AC75B9E-C995-4FB2-9201-4F4EFA35349D},
186,031408,13067031408,314.08,ARC 10,4979,88.3,4912,87.1,3059,54.2,1853,32.9,661,11.7,374,56.6,287,43.4,{715A222F-0FF8-495E-B7EB-20197E8C50DF},
187,030107,13067030107,301.07,ARC 10,4196,87.1,4105,85.2,2068,42.9,2037,42.3,623,12.9,330,53,293,47,{06D53135-7E8E-451D-A43D-B35888A33144},
188,030106,13067030106,301.06,ARC 10,5815,74.2,5627,71.8,2726,34.8,2901,37,2025,25.8,1137,56.1,888,43.9,{EEB3159B-E7A6-45C0-9AFB-1A7E1A986A58},
189,030505,13067030505,305.05,ARC 10,4649,65.9,4458,63.2,1758,24.9,2700,38.2,2410,34.1,394,16.3,2016,83.7,{A4D2E4A2-ADCC-4246-AE53-1EF82B1AF02B},
190,030800,13067030800,308,ARC 10,3803,71.6,3798,71.5,2140,40.3,1658,31.2,1510,28.4,228,15.1,1282,84.9,{AE46776D-C86D-408D-B6C8-F481683B8A33},
191,030902,13067030902,309.02,ARC 10,4036,69.8,3979,68.8,2250,38.9,1729,29.9,1749,30.2,147,8.4,1602,91.6,{E7F0653E-2FE0-4B41-8FA8-D11E8D33E3B9},
192,031311,13067031311,313.11,ARC 10,7646,81.3,7567,80.5,4256,45.3,3311,35.2,1757,18.7,493,28.1,1264,71.9,{3FB1F502-A5C6-4A56-BEA6-7242C79E4795},
193,031406,13067031406,314.06,ARC 10,6496,85.6,6318,83.3,2868,37.8,3450,45.5,1090,14.4,442,40.6,648,59.4,{B62B6F97-2542-4C67-9C92-08A696B580B9},
194,031405,13067031405,314.05,ARC 10,7129,84.8,7084,84.3,3834,45.6,3250,38.7,1274,15.2,359,28.2,915,71.8,{42B35133-4189-4848-8313-C855F1C1A648},
195,030320,13067030320,303.20,ARC 10,6451,82,6354,80.7,2181,27.7,4173,53,1420,18,901,63.5,519,36.5,{A9D5EA58-741E-4B1C-BBD5-701B962BEB55},
196,030318,13067030318,303.18,ARC 10,7435,92.9,7375,92.2,3094,38.7,4281,53.5,567,7.1,496,87.5,71,12.5,{36A5B584-F89C-4A3E-B299-3FA682D6EE76},
197,031005,13067031005,310.05,ARC 10,4196,75.7,3986,71.9,2070,37.3,1916,34.5,1350,24.3,401,29.7,949,70.3,{E0944C3E-0904-4F5B-9BD2-47DB2D9E41A2},
198,031002,13067031002,310.02,ARC 10,6541,67.3,6521,67.1,3432,35.3,3089,31.8,3173,32.7,580,18.3,2593,81.7,{DF684A49-DFF5-4171-821D-CE66A4011D88},
199,030904,13067030904,309.04,ARC 10,4803,73.4,4728,72.2,2640,40.3,2088,31.9,1743,26.6,365,20.9,1378,79.1,{602F61E9-EB47-46A6-B8A7-ADFD4C005B5A},
200,030901,13067030901,309.01,ARC 10,7107,95.3,7010,94,2704,36.3,4306,57.7,351,4.7,222,63.2,129,36.8,{ED1A6A06-8FDD-42EB-BED5-F69965934844},
201,031503,13067031503,315.03,ARC 10,8715,86.5,8648,85.9,5078,50.4,3570,35.4,1357,13.5,633,46.6,724,53.4,{C093D579-8B15-483C-A47A-73F855317CD5},
202,031307,13067031307,313.07,ARC 10,5216,93.1,5128,91.5,2694,48.1,2434,43.4,388,6.9,323,83.2,65,16.8,{8787784C-F740-4C44-98A9-0C5D394677B2},
203,031308,13067031308,313.08,ARC 10,4079,73.9,4079,73.9,2604,47.2,1475,26.7,1438,26.1,180,12.5,1258,87.5,{58771FCE-7026-4249-86BF-5F47CE9E0010},
204,030319,13067030319,303.19,ARC 10,3685,86.4,3653,85.7,1290,30.2,2363,55.4,580,13.6,264,45.5,316,54.5,{B035AB88-278C-46BC-A0F1-F3EF168B1DB9},
205,030333,13067030333,303.33,ARC 10,4879,82.5,4830,81.6,1804,30.5,3026,51.1,1038,17.5,537,51.7,501,48.3,{F4AD343C-0E43-4A5E-B035-0313405D14FE},
206,030332,13067030332,303.32,ARC 10,2925,85.6,2913,85.2,1190,34.8,1723,50.4,494,14.4,305,61.7,189,38.3,{8075943F-659B-41E9-AD31-CC0814651D4B},
207,030335,13067030335,303.35,ARC 10,4301,94.1,4209,92.1,1590,34.8,2619,57.3,271,5.9,241,88.9,30,11.1,{0C5F7D0D-E29A-485C-81D1-C583C631B2B1},
208,031106,13067031106,311.06,ARC 10,6978,78.3,6935,77.9,3860,43.3,3075,34.5,1930,21.7,980,50.8,950,49.2,{FBEC69C3-AF08-4A71-97F2-F07B9E511112},
209,030331,13067030331,303.31,ARC 10,5398,94.7,5306,93.1,2070,36.3,3236,56.8,301,5.3,252,83.7,49,16.3,{4273488A-D886-463B-AB80-31F8EF05D2C9},
210,030322,13067030322,303.22,ARC 10,3202,93.8,3153,92.4,1179,34.5,1974,57.8,211,6.2,147,69.7,64,30.3,{88652540-8B03-4A20-8B3B-C7AF6A7B013B},
211,031112,13067031112,311.12,ARC 10,4547,85.4,4494,84.4,1977,37.1,2517,47.3,778,14.6,481,61.8,297,38.2,{A4CC5D13-7185-4C9D-BA48-F86F8162F3CE},
212,030504,13067030504,305.04,ARC 10,4952,72.6,4913,72,2027,29.7,2886,42.3,1869,27.4,584,31.2,1285,68.8,{BE47DE0B-063B-4831-B83B-E39BA35AC994},
213,030327,13067030327,303.27,ARC 10,4012,90.9,3976,90.1,1822,41.3,2154,48.8,403,9.1,372,92.3,31,7.7,{3AB114B3-F390-4D45-A267-495AB115D4EF},
214,030329,13067030329,303.29,ARC 10,3692,85.7,3616,84,1473,34.2,2143,49.8,615,14.3,379,61.6,236,38.4,{9CB4C7FF-4FE2-405A-ADC7-574AAACFD1B6},
215,030339,13067030339,303.39,ARC 10,4710,80.3,4622,78.8,1985,33.9,2637,45,1152,19.7,433,37.6,719,62.4,{C252E319-DA74-4158-9744-1319D5B1B00E},
216,030314,13067030314,303.14,ARC 10,7096,89.6,6979,88.2,3021,38.2,3958,50,820,10.4,323,39.4,497,60.6,{9DF1C349-8141-4D53-ABED-730EF39F3DAE},
217,030336,13067030336,303.36,ARC 10,6362,87.1,6155,84.2,2152,29.5,4003,54.8,944,12.9,778,82.4,166,17.6,{23F063B2-BE64-4B0E-AB76-A4FFFCD64D78},
218,040411,13063040411,404.11,ARC 10,12283,94.3,11713,89.9,7529,57.8,4184,32.1,741,5.7,225,30.4,516,69.6,{25097257-0994-4EB8-8260-1E5091024101},
219,040512,13063040512,405.12,ARC 10,4788,89.3,4634,86.4,2512,46.8,2122,39.6,574,10.7,313,54.5,261,45.5,{F15DDD2E-4B76-4B98-A33F-94E5753FFC38},
220,040608,13063040608,406.08,ARC 10,10101,88.8,9817,86.3,5407,47.5,4410,38.8,1273,11.2,648,50.9,625,49.1,{6F515394-E231-4F56-BF7A-8DA73E446C8D},
221,040614,13063040614,406.14,ARC 10,4063,84.2,4022,83.3,2314,47.9,1708,35.4,764,15.8,506,66.2,258,33.8,{54207EFF-3E22-49C3-B20E-F26647E532B2},
222,040606,13063040606,406.06,ARC 10,3282,87.7,3158,84.4,1794,47.9,1364,36.5,460,12.3,140,30.4,320,69.6,{68EB6487-AB1B-4C73-B9BF-517DF7FA3458},
223,040612,13063040612,406.12,ARC 10,5514,85.6,5324,82.7,3739,58.1,1585,24.6,926,14.4,158,17.1,768,82.9,{7821EFF7-2994-44B6-B06C-06FCF61375EF},
224,040609,13063040609,406.09,ARC 10,5371,87.2,5282,85.7,2940,47.7,2342,38,789,12.8,520,65.9,269,34.1,{50017C14-419B-46EA-AC0A-F7E5B62F9412},
225,040412,13063040412,404.12,ARC 10,6333,78.7,6283,78.1,3575,44.4,2708,33.7,1710,21.3,818,47.8,892,52.2,{7CDEBC46-0CA2-420D-95AE-2BCA99C54215},
226,040413,13063040413,404.13,ARC 10,5800,83.4,5725,82.4,3555,51.1,2170,31.2,1152,16.6,359,31.2,793,68.8,{778DDBB5-47BD-4793-A81E-A76118651CD3},
227,040613,13063040613,406.13,ARC 10,7477,91.5,7330,89.7,4272,52.3,3058,37.4,691,8.5,495,71.6,196,28.4,{4FBFDD26-FC84-42CC-8DF2-1F610964032C},
228,040408,13063040408,404.08,ARC 10,6780,83.5,6689,82.4,4119,50.8,2570,31.7,1335,16.5,670,50.2,665,49.8,{E1F02444-6DAC-419E-ADDB-382AB41FCC75},
229,040409,13063040409,404.09,ARC 10,4479,76.1,4458,75.7,2729,46.3,1729,29.4,1409,23.9,735,52.2,674,47.8,{365EB5B2-7AE9-4280-B542-0D5E24811155},
230,040410,13063040410,404.10,ARC 10,6199,84.7,6096,83.3,4466,61,1630,22.3,1117,15.3,244,21.8,873,78.2,{2A3B0E7C-A284-4DEC-99DA-8C7E223CFA7D},
231,040303,13063040303,403.03,ARC 10,5191,81.7,5076,79.9,4037,63.5,1039,16.3,1164,18.3,328,28.2,836,71.8,{42B19CAB-5B45-4B91-A1F8-5983E929DF0C},
232,040302,13063040302,403.02,ARC 10,3823,79.1,3749,77.6,2649,54.8,1100,22.8,1008,20.9,278,27.6,730,72.4,{5139FEEA-33F8-4814-828A-5CE7E22C9D30},
233,040611,13063040611,406.11,ARC 10,5085,81.9,4877,78.5,3101,49.9,1776,28.6,1124,18.1,226,20.1,898,79.9,{61AAA288-81C2-49A7-972F-00FCCB467CEB},
234,040407,13063040407,404.07,ARC 10,3045,75,3021,74.4,2040,50.2,981,24.2,1017,25,381,37.5,636,62.5,{69F22BBC-6C9D-4BB8-9112-69DA7F2E74D9},
235,040510,13063040510,405.10,ARC 10,2874,86,2850,85.3,1676,50.2,1174,35.1,466,14,229,49.1,237,50.9,{6F6C250F-E53E-4101-B055-43253B982AE1},
236,040514,13063040514,405.14,ARC 10,5797,83.7,5724,82.7,2486,35.9,3238,46.8,1128,16.3,580,51.4,548,48.6,{C4A1B645-93DE-46C6-8261-159CCFA39FF2},
237,040307,13063040307,403.07,ARC 10,3058,67.1,3049,66.9,2156,47.3,893,19.6,1498,32.9,603,40.3,895,59.7,{43863D6D-515A-40D0-830C-C7E71FFED574},
238,980000,13063980000,9800,ARC 10,0,,0,,0,,0,,0,,0,,0,,{FC09E702-66F8-4924-ADEC-25C9EF225541},
239,040622,13063040622,406.22,ARC 10,7248,85.4,7139,84.1,4002,47.1,3137,37,1240,14.6,885,71.4,355,28.6,{E0B58B2C-2BE5-4AB2-B8CD-76CB16E5202F},
240,040621,13063040621,406.21,ARC 10,8893,85.4,8803,84.6,5219,50.1,3584,34.4,1516,14.6,737,48.6,779,51.4,{691076C3-E1AB-47CE-8BA3-726E801FF6B9},
241,040619,13063040619,406.19,ARC 10,3168,89.8,3001,85.1,1799,51,1202,34.1,358,10.2,154,43,204,57,{6ABBEFA6-80D8-4071-8FB2-6C16B22136F2},
242,040523,13063040523,405.23,ARC 10,2362,75.8,2353,75.5,1161,37.3,1192,38.3,753,24.2,218,29,535,71,{24B09014-300D-4D1B-9F26-3C202BA62AD6},
243,040522,13063040522,405.22,ARC 10,3702,81.7,3668,81,2394,52.8,1274,28.1,828,18.3,350,42.3,478,57.7,{72F8ECCC-B3CE-4699-8EC3-7D11ACEB78A6},
244,040520,13063040520,405.20,ARC 10,3056,88.8,3001,87.2,1811,52.6,1190,34.6,386,11.2,95,24.6,291,75.4,{AE6258E1-C819-48D4-B858-A5AA5D096E11},
245,040519,13063040519,405.19,ARC 10,3607,85.9,3589,85.5,2160,51.4,1429,34,592,14.1,232,39.2,360,60.8,{767CDCEE-8AD8-4F1B-B048-E9B08C6E3EBB},
246,040417,13063040417,404.17,ARC 10,4277,92.8,4247,92.1,2552,55.3,1695,36.8,334,7.2,27,8.1,307,91.9,{9B8E9DDA-8DDD-4792-A3CE-EC8B01E65445},
247,040203,13063040203,402.03,ARC 10,3075,96.2,3075,96.2,2115,66.2,960,30,122,3.8,31,25.4,91,74.6,{AE392C74-2629-4E23-B078-AE52E00A2CE4},
248,040617,13063040617,406.17,ARC 10,1215,71.7,1208,71.3,956,56.4,252,14.9,479,28.3,0,0,479,100,{ACCD54AC-2AD3-4DF7-B655-69C90678F10C},
249,040615,13063040615,406.15,ARC 10,1943,92.2,1888,89.6,1209,57.4,679,32.2,164,7.8,75,45.7,89,54.3,{1364296E-0EC6-4607-A6E9-5DC496F86599},
250,040521,13063040521,405.21,ARC 10,3162,94.4,3155,94.2,2451,73.2,704,21,186,5.6,122,65.6,64,34.4,{F8907D32-1E8C-44F1-A68F-445ECE9568C8},
251,040415,13063040415,404.15,ARC 10,4457,74.3,4457,74.3,2418,40.3,2039,34,1543,25.7,262,17,1281,83,{84F54033-080E-49D3-8F5D-6406E3AC6632},
252,040414,13063040414,404.14,ARC 10,1199,64.1,1112,59.5,820,43.9,292,15.6,671,35.9,142,21.2,529,78.8,{9D111197-6B92-4A3A-90A1-9EB08E35944E},
253,040204,13063040204,402.04,ARC 10,3206,89.6,3171,88.6,1866,52.1,1305,36.5,374,10.4,222,59.4,152,40.6,{13B52D60-1543-494E-ADC2-CE3B664980A0},
254,040308,13063040308,403.08,ARC 10,3138,72.1,3084,70.8,2281,52.4,803,18.4,1215,27.9,269,22.1,946,77.9,{ADDCC2DC-989B-4505-9E92-F787292B04BB},
255,040620,13063040620,406.20,ARC 10,2751,83.3,2618,79.3,1508,45.7,1110,33.6,551,16.7,355,64.4,196,35.6,{2ADD3BB4-7A69-4495-A150-FBC971657B35},
256,040616,13063040616,406.16,ARC 10,7106,85.1,6973,83.5,3822,45.8,3151,37.7,1244,14.9,355,28.5,889,71.5,{EDC3B1A6-CACF-46C0-88F1-DAE6126A6277},
257,040526,13063040526,405.26,ARC 10,6059,95.5,5922,93.3,3091,48.7,2831,44.6,287,4.5,182,63.4,105,36.6,{800C6CF8-878E-4D80-9EBE-9FE37B8EB7B7},
258,040525,13063040525,405.25,ARC 10,2552,93.5,2344,85.9,1324,48.5,1020,37.4,177,6.5,107,60.5,70,39.5,{99E771E6-8722-4CF1-9D58-6C33C519E9D0},
259,040524,13063040524,405.24,ARC 10,6178,85.7,6086,84.5,2969,41.2,3117,43.3,1027,14.3,677,65.9,350,34.1,{A63FB68B-14C9-485B-BD9B-1CC606A0A2E2},
260,040416,13063040416,404.16,ARC 10,3261,78.1,3205,76.7,2516,60.2,689,16.5,916,21.9,358,39.1,558,60.9,{FC50EC7A-426F-4A8C-8E14-F312EDCEA9DB},
261,040306,13063040306,403.06,ARC 10,2785,68.6,2764,68.1,1979,48.8,785,19.3,1272,31.4,167,13.1,1105,86.9,{2EC8594B-7737-4178-B246-FCFFA7FA006E},
262,040516,13063040516,405.16,ARC 10,5524,91.6,5402,89.6,3438,57,1964,32.6,508,8.4,213,41.9,295,58.1,{7A49D602-3CE4-4F8B-917A-0A7DADB31CD3},
263,040509,13063040509,405.09,ARC 10,4377,93,4257,90.5,2635,56,1622,34.5,327,7,190,58.1,137,41.9,{B7CE4A1B-5FAB-4302-B9A0-0D549887FD42},
264,040202,13063040202,402.02,ARC 10,2196,88.1,2182,87.5,1329,53.3,853,34.2,298,11.9,139,46.6,159,53.4,{728B7A65-BB32-4565-9D67-425785E66B8E},
265,040518,13063040518,405.18,ARC 10,4555,88.9,4485,87.5,2949,57.6,1536,30,569,11.1,213,37.4,356,62.6,{A8DDE2CF-7B3D-4EDF-A656-A8D1BA8E05C4},
266,040515,13063040515,405.15,ARC 10,6712,86.2,6701,86.1,4240,54.5,2461,31.6,1071,13.8,304,28.4,767,71.6,{FFC7E986-3691-4A84-B65C-BD7B321E10A8},
267,040513,13063040513,405.13,ARC 10,4202,88,4202,88,2331,48.8,1871,39.2,571,12,337,59,234,41,{FDA78779-5126-4F84-9633-CA369F25A8C5},
268,070403,13151070403,704.03,ARC 10,10458,98.1,10431,97.8,7271,68.2,3160,29.6,204,1.9,127,62.3,77,37.7,{C233FA94-E15D-4128-96BB-44C2A126C5D1},
269,070307,13151070307,703.07,ARC 10,4175,94.2,3975,89.7,2363,53.3,1612,36.4,257,5.8,188,73.2,69,26.8,{3C42275B-5EB2-4505-9740-DB48A8552886},
270,070113,13151070113,701.13,ARC 10,3455,90.1,3215,83.9,2004,52.3,1211,31.6,378,9.9,146,38.6,232,61.4,{D292357B-5528-4F8D-94FE-B9F5395154B6},
271,070501,13151070501,705.01,ARC 10,6613,89.5,6492,87.8,4256,57.6,2236,30.3,778,10.5,484,62.2,294,37.8,{4B311963-4942-414E-8FC4-FD0E04020191},
272,070502,13151070502,705.02,ARC 10,13247,94.3,12899,91.8,7135,50.8,5764,41,799,5.7,395,49.4,404,50.6,{00D4D609-D8F5-4B04-893D-2A92F9510EC5},
273,070311,13151070311,703.11,ARC 10,11091,89.5,10651,86,5622,45.4,5029,40.6,1301,10.5,694,53.3,607,46.7,{2362C903-4FC1-4670-A77F-226F66F5EB9F},
274,070404,13151070404,704.04,ARC 10,6712,93.3,6580,91.4,3755,52.2,2825,39.3,484,6.7,180,37.2,304,62.8,{BEF556A7-B9C7-4715-9672-C4214E9A24A2},
275,070204,13151070204,702.04,ARC 10,4295,95.7,4175,93,2751,61.3,1424,31.7,195,4.3,165,84.6,30,15.4,{07FD9921-EC96-40C6-B669-5E09A46BFD1B},
276,070310,13151070310,703.10,ARC 10,3734,96.1,3644,93.8,2214,57,1430,36.8,152,3.9,73,48,79,52,{C0E2BE87-43DD-4D83-A827-12E0D2B46C1E},
277,070205,13151070205,702.05,ARC 10,9911,89.5,9510,85.9,5688,51.3,3822,34.5,1166,10.5,399,34.2,767,65.8,{05FC5141-2964-4636-9002-40338EC3C1AC},
278,070309,13151070309,703.09,ARC 10,6424,87.7,6158,84,3302,45.1,2856,39,905,12.3,533,58.9,372,41.1,{4DB38030-13F1-489F-8FB2-C1D7A296A25C},
279,070114,13151070114,701.14,ARC 10,4526,85.8,4308,81.7,2355,44.7,1953,37,746,14.2,350,46.9,396,53.1,{738ABFAB-1F72-4ECD-A054-973793705559},
280,070111,13151070111,701.11,ARC 10,8100,90.3,8100,90.3,4755,53,3345,37.3,869,9.7,480,55.2,389,44.8,{8256F8F2-9366-431B-9761-189449930673},
281,070107,13151070107,701.07,ARC 10,6882,95.9,6784,94.5,3834,53.4,2950,41.1,295,4.1,241,81.7,54,18.3,{6EFDC2D0-8C23-48C7-AD98-1BB78721DE4B},
282,070109,13151070109,701.09,ARC 10,3512,97.3,3471,96.1,1745,48.3,1726,47.8,98,2.7,31,31.6,67,68.4,{721E86B9-1167-479E-840E-5300E1F14571},
283,070110,13151070110,701.10,ARC 10,7268,96.5,7167,95.2,4274,56.8,2893,38.4,262,3.5,216,82.4,46,17.6,{42E1060A-EC68-4040-B8CD-7E6B9382E746},
284,070108,13151070108,701.08,ARC 10,4883,94.5,4849,93.9,3206,62.1,1643,31.8,282,5.5,216,76.6,66,23.4,{F974BFED-AD2C-4AE7-8990-FD3F1802231D},
285,070306,13151070306,703.06,ARC 10,8732,90.5,8570,88.8,4618,47.8,3952,40.9,919,9.5,446,48.5,473,51.5,{E00FD852-5AA1-4284-A6A2-7803A7396729},
286,070104,13151070104,701.04,ARC 10,10494,85.1,10309,83.6,5448,44.2,4861,39.4,1843,14.9,1514,82.1,329,17.9,{89D898A5-D5F2-4946-853A-698CCDD49BBA},
287,070202,13151070202,702.02,ARC 10,10296,95.5,10134,94,7277,67.5,2857,26.5,482,4.5,339,70.3,143,29.7,{5783FA1E-F9AE-4B8C-A298-8F974132CEF3},
288,070305,13151070305,703.05,ARC 10,8721,92.9,8438,89.9,5051,53.8,3387,36.1,666,7.1,321,48.2,345,51.8,{CBCEE41D-D9A7-46BA-9FAB-940CB2FA0E29},
289,070304,13151070304,703.04,ARC 10,11505,96.7,11305,95,7342,61.7,3963,33.3,392,3.3,133,33.9,259,66.1,{70E66241-7C71-4238-A1E7-24515566D565},
